sl_5_86400_20300612 Coordinates.csv
2030/06/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:02 2024,
Start: 2030/06/12 07:47:00.00, Stop: 2030/06/13 07:47:00.00,
TIME_UNITS,STARLINK-2021 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-1727 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2737.0990,-4302.9469,6403.1766,752.6980,-5327.4560,330622.2009,357824.6166,340033.6746,337796.3771,340111.0421,341629.9365,346328.6244,344093.1449,-184004331.2823,-183978343.5495,-184012485.4047,-184010341.6000,342586.8808,-184018242.8736,5135.9109,4718.7792,1845.1910,-6288.4577,-979.0510,-77361.6569,-81493.1075,-67822.1987,-71842.2509,-80148.6633,-77510.6626,-72624.3071,-72518.4720,296372894.6760,296369832.7582,296390922.3327,296380263.1235,-72854.1461,296387299.0509,3626.8296,-2176.6290,1761.0964,2642.7873,3947.2354,-99921.9714,-100711.6616,-97431.6465,-99621.5740,-94282.4218,-101054.3947,-108598.0390,-100813.9401,149730391.0135,149713790.8939,149717364.0009,149734071.5105,-99858.5211,149734436.0331,
3600.000,-4009.1999,30.4111,-6356.3445,975.8232,2469.6577,341188.0409,366918.5607,348549.5783,348445.5925,347319.3251,348580.9690,353101.4149,347891.3703,-254483019.4448,-254455365.7506,-254497640.6551,-254485948.7704,349466.4443,-254496967.6643,-986.5181,-4169.9660,-185.3680,6527.2751,-3467.1670,7446.8374,9413.6662,20404.5280,16806.1244,7063.9125,13368.2592,14393.7096,14238.6397,238600671.8208,238607228.1620,238621049.8646,238612685.4680,14808.4511,238613937.2140,-5484.6872,5289.6197,2659.0679,1889.5817,-5188.6987,-101283.0942,-102073.3221,-98501.2831,-102300.5579,-95229.3199,-98801.6613,-109968.3796,-100256.7211,149749210.2890,149733455.9731,149740728.5393,149750500.3111,-100861.8672,149756055.5125,
7200.000,4941.9387,4819.0717,3626.9762,-2842.5643,530.7983,330514.2926,353108.4105,334987.5780,337897.9169,332667.2000,333425.1457,338174.3698,335781.9011,-307594449.8011,-307567579.8041,-307615769.2256,-307599578.7028,334304.9521,-307607922.3649,-3204.1191,2707.1264,-2362.8466,-3556.0800,6472.5727,93119.1485,99776.8929,107168.1323,101841.2607,93317.0806,104824.0583,100268.2381,102221.4622,164547298.2278,164563320.7840,164566196.7780,164564605.6651,101294.2940,164559594.2296,3511.7025,-3870.3228,-5372.5766,-5145.4378,1670.1159,-102611.6027,-103411.6404,-100192.7084,-101593.9364,-96545.8413,-101646.7683,-110712.8965,-102317.1786,149768430.7266,149753193.7236,149765786.7968,149768430.9456,-101854.3712,149777632.8424,
10800.000,-4374.3904,-6633.4617,-164.0187,4821.6886,-2579.6700,298636.4495,317250.3406,300223.9176,303294.7255,297044.7168,297151.5236,302497.9565,296762.6453,-339714737.9686,-339690947.6689,-339740467.2147,-339725600.5227,298123.8986,-339727373.9272,5211.3218,-819.8943,5155.9044,-644.8881,-5199.1493,174715.9373,183875.6279,186907.7853,179961.3851,173243.9505,185912.0393,179722.8132,179994.1816,79266171.9417,79290914.5725,79280153.1063,79285862.8539,181158.7615,79277899.0237,882.7939,-909.9558,4565.1001,4835.9199,3353.7760,-103855.4996,-104724.4302,-102318.4910,-100241.2624,-98220.0768,-106206.9937,-110830.9383,-102767.9999,149788204.9613,149773017.4997,149792466.5317,149788428.0042,-102835.9110,149799168.0206,
14400.000,1397.4276,4249.0472,-2269.2786,-5689.2498,4059.3493,246095.6988,261611.4214,246547.2177,249286.3772,242629.7822,242266.6228,248218.4261,244338.9225,-348652387.1870,-348633684.3674,-348678249.7650,-348669391.3833,243265.1024,-348664071.3503,-4817.7931,-1875.4400,-6462.8143,3650.3200,342.5854,247654.9428,256388.4568,254527.2120,247271.4416,241916.0195,254000.2629,247861.8395,250824.4674,-11423199.6706,-11391036.0292,-11415528.9318,-11405566.7789,249391.9592,-11411515.3035,-4686.1457,4879.3250,-807.5460,-1218.7619,-5333.6225,-104791.3333,-106009.7379,-104571.8555,-99654.0728,-100257.9950,-109786.3699,-110287.6890,-103723.0028,149808647.0338,149792941.8516,149820191.4178,149810807.5372,-103806.3654,149820661.0451,
18000.000,2992.6344,57.2467,3438.9428,3960.7524,-4558.5784,171416.2594,189723.2588,177484.8272,179950.7261,172721.9905,172485.6532,178501.1588,172409.8102,-333797843.9770,-333785807.8041,-333819442.9528,-333817769.7772,173238.6309,-333808736.9296,3298.3461,4871.8437,4844.8962,-4564.3116,4278.7234,303835.1500,312735.3850,305770.0419,299248.3853,295191.7115,305863.6182,300429.5894,300202.2266,-101332299.0897,-101294495.8383,-101329369.8048,-101320329.6524,301732.5524,-101320143.5972,5210.6233,-4669.1220,-3504.7775,-3265.3350,2421.3341,-104244.9762,-107265.6904,-106608.8650,-99660.5139,-102678.8078,-112489.1290,-109009.7121,-105243.1658,149829825.0037,149812982.8333,149847961.1046,149835804.2728,-104765.6143,149842111.9137,
21600.000,-6284.8492,-3235.7864,-4057.1441,160.1620,2685.2444,87141.9109,106154.2916,97519.4671,99803.0297,91506.2862,92252.1856,97158.0786,92964.5071,-296165109.1173,-296160752.4741,-296180016.1080,-296181756.0332,92497.7949,-296175604.9604,-1749.5722,-5902.7306,-807.7810,4129.7600,-5526.0661,333021.4203,349371.9505,337506.5157,332488.5300,330139.0568,338674.1997,333996.5600,336535.9866,-184325895.5315,-184284601.6243,-184323920.9176,-184319184.8852,334933.3004,-184312902.2938,-2132.8769,411.5000,5506.3924,5473.5438,2683.1361,-103901.3993,-108490.3820,-108140.5635,-100137.5545,-105477.3638,-114453.1216,-106908.4917,-105094.0906,149851756.5425,149833158.3716,149874823.0429,149863206.7586,-105713.5388,149863520.6243,
25200.000,6410.3436,4190.1315,4503.4230,-4510.1698,1714.7451,1173.8399,16215.4041,11748.1305,13909.5509,4162.2560,6555.0384,7598.2942,5916.4986,-238322553.0222,-238326207.7284,-238331146.3454,-238331165.5260,6155.6646,-238333175.9153,-21.0551,3226.1071,-3428.4877,-3372.1708,3662.5436,340436.7301,364016.5116,347900.9858,344847.7371,345933.7709,350598.8378,346082.4213,345444.5552,-254740722.0891,-254698285.2506,-254735506.3840,-254731355.3949,346961.7867,-254726767.9795,-2452.4520,4175.1068,-3945.4770,-3935.7600,-5356.1422,-104156.4411,-109681.7777,-109010.3831,-101017.7814,-108088.8702,-115756.4167,-104589.3613,-107617.7856,149874407.7886,149853488.7180,149900254.2989,149890218.7492,-106650.0210,149884887.1749,
28800.000,-3539.4284,-3860.9897,-3972.2876,6508.1619,-5864.2792,-82543.8713,-74382.1332,-74462.1448,-72354.4456,-80900.6884,-79329.2717,-83865.4113,-80381.2192,-164217647.1621,-164228899.9683,-164222570.0318,-164224218.5416,-80338.8254,-164228913.7787,2506.4668,1928.8408,5631.7149,2162.3770,-914.0866,327061.7888,355796.0129,336464.9371,335520.3914,340715.1806,340998.2272,336228.9597,338525.7549,-307771956.4807,-307730702.4570,-307760478.7491,-307752051.7457,337123.9941,-307757194.3240,5307.9936,-5188.0397,-211.5059,-337.7717,3116.3213,-104664.8592,-110837.6183,-109236.0724,-102266.8908,-107313.6566,-116433.1840,-107368.3360,-106494.3953,149897695.5401,149873997.0085,149924147.5830,149910887.5246,-107574.9442,149906211.5634,
