sl_100_5400_20300921 Coordinates.csv
2030/09/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:30 2024,
Start: 2030/09/21 07:47:00.00, Stop: 2030/09/21 09:17:00.00,
TIME_UNITS,STARLINK-4321 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-3790 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-3514 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-3790 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-3790 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3479.7656,413.8398,3496.4029,-554.9897,-2782.8186,2453.0414,-5132.9682,-6275.9247,-6065.5688,4111.0609,-4482.0769,1760.4879,-4752.8033,6242.0748,5709.0215,-3550.8673,-3046.4444,2984.1033,3844.6559,233.5441,-1510.6131,2421.2533,-4769.2701,-6920.9072,-5607.5818,2928.8123,-4609.7102,-1795.0539,-2580.4183,5442.7457,193.1463,1991.3996,-2479.8093,5192.5538,4370.4911,4627.1730,4500.9831,-1260.0976,4265.1920,-4785.0033,5520.1319,-5837.6930,-6592.1700,5483.1971,2260.6216,-3446.8561,-4097.9809,1537.3665,-4060.6728,-2834.4007,-1859.5605,-1601.8501,-4942.9053,6813.9690,0.0000,529.1818,3377.0290,5098.6424,5092.6209,1884.7405,5216.6208,4750.0466,3793.6480,-5360.0070,-3187.1718,-3849.1244,-5909.8056,-987.3061,4677.3792,-1719.2976,-2239.3622,-6615.4812,3881.6534,-1270.8088,4905.2069,-6372.6572,-4664.2472,3500.5114,-3844.5079,-5244.6672,5050.0670,0.0000,-751.8355,6047.3599,-4679.0058,-2873.1587,-463.4257,-2378.4632,-2509.7699,-5002.6093,-3999.7619,-5254.1012,-4294.5233,1921.7191,5990.9365,-4512.1930,-3843.9037,49.4288,1142.6571,5652.2158,-373374.0735,-359588.0404,-374109.7801,-369539.6096,-361509.4895,-364604.3390,-369962.1851,-368647.8696,-297389841.9288,-297374776.6230,-297371098.7876,-297382280.2232,-369206.1084,-297382740.1678,401.8515,6343.1695,-1528.8783,5035.6397,-6189.1295,2241.3080,-2103.8674,-2737.7296,1150.1887,1075.7316,-2638.5671,-4772.6101,-2085.2948,1724.7234,-3922.2998,-3487.0812,6025.4195,-4048.9403,1476.6370,-6184.5717,6278.6938,6194.6629,4308.5314,-21.0171,-3753.9209,4241.1163,-27.2950,6400.3138,-4537.3444,3344.3136,-4087.4997,3891.9992,-1384.3478,1350.9121,-1069.9620,-4776.5138,-3388.3481,5773.6683,-1025.0088,3738.8821,-3252.5831,670.8852,-1287.0669,-2249.3125,920.4432,-3342.6254,-546.7024,6628.4022,866.0765,-2949.4176,-4735.9491,6206.3547,4183.4014,1291.7194,0.0000,6970.0674,-5813.7717,-66.3022,1307.9044,4995.0360,-3233.0575,2425.7239,-5079.0598,-3618.1481,3821.4536,-3293.3241,3081.9645,5891.2353,-3784.5571,5473.0184,6326.0281,1892.3858,-1907.4189,-5476.1335,-1703.5789,-2635.2915,2574.7972,-4488.4071,2710.2076,2776.3755,4565.8378,0.0000,5814.8825,-1417.1071,-1497.3913,-4818.4964,-6268.3982,-3376.9232,4822.7238,-2175.8706,-3654.5712,2799.0591,4767.3845,-6290.5006,568.1222,4060.0385,-1507.5554,5398.7992,5721.7985,-3667.8818,-87281.0771,-71282.0183,-76574.8173,-78501.5535,-75175.3767,-73966.0576,-70095.1615,-75558.8628,163994441.5612,164029703.5306,164017858.7248,164008034.0332,-73835.3096,164013596.7899,5790.9589,-2600.6841,-5784.8395,-4721.3488,-298.3361,6061.9005,3565.2046,-211.5595,-2574.8382,5388.1200,4438.3675,-4665.9838,4571.6982,2351.9376,92.3004,4824.0951,-1768.1819,-4613.8627,5395.7246,-3052.9227,-1945.6564,1652.3254,-2498.7849,532.9734,1719.0428,4466.8913,-5144.7682,1904.0888,-4539.5527,2544.2034,-5451.4445,-5316.4339,6328.3784,-4284.1426,5195.7011,1870.6188,3978.0877,3245.5430,5334.7331,-3321.1579,2587.3391,3567.5353,-1769.5881,3384.1492,6472.7678,4738.8864,5476.2372,1382.7257,-5352.3856,5434.4929,-4670.4174,-2315.1869,-2314.2289,207.7262,0.0000,-187.3857,1074.9305,-4712.8943,4515.5973,4434.0523,-3214.5832,4391.9810,2463.0946,2385.7477,-4800.6077,4601.7430,-1554.3045,3555.4653,3362.7396,-3843.5743,1709.9994,-724.5300,-5313.7352,-3842.6685,-4506.1376,305.5157,-4469.3226,3899.5594,-5079.5090,-3512.8230,-431.0166,0.0000,-3661.5669,2968.2277,4897.1243,-4093.5746,2607.1580,-5512.8801,-4262.3118,4262.2613,-4086.1351,-3647.9749,-2559.6403,-1239.0408,3422.5537,-3335.3240,5473.2935,4265.3783,3447.7681,1268.7585,138611.1007,131791.9945,137756.6536,135208.0968,140775.5643,134437.0072,126509.0427,135469.1751,90825169.4561,90792131.0945,90844374.6065,90830026.8259,135271.0594,90825320.3733,
300.000,-1483.5636,1743.0875,1874.5014,1583.6757,-3990.7366,2377.0006,-6216.0000,-6387.5128,-6139.0653,4055.6474,-4974.2726,-369.6631,-5672.7016,6843.0167,5619.0993,-5006.8374,-2564.1622,1020.7086,4663.0554,-1186.7232,225.0843,3871.4402,-3188.6066,-6733.5313,-5260.6764,4292.9252,-5149.4969,-85.1883,-4083.6953,5600.4961,-1980.5128,3457.5944,-4229.1679,4489.8358,4377.2757,2998.3734,3623.3302,670.8555,3061.1029,-3964.1258,4021.1055,-4556.4400,-6211.2330,3978.3433,2514.3961,-3939.6946,-4395.0208,2730.8265,-3793.2636,-4285.2099,-3807.5418,-414.3272,-4312.7847,6808.2438,0.0000,1984.8682,1990.3345,4982.6117,5002.4053,3536.9279,4569.8016,6058.2977,2154.5987,-6308.1451,-4408.6336,-4119.6971,-5195.9350,624.7091,2929.4612,64.6369,-800.8760,-5727.9917,2311.1619,-2918.1394,3275.0225,-6436.7311,-2873.4179,4474.0655,-1953.2699,-5049.5846,5518.7269,0.0000,610.1892,4729.5123,-6056.7823,-4029.1804,-1737.6921,-3991.2190,-1411.9338,-5092.0450,-4223.2525,-3684.2063,-4955.9583,722.8374,6631.6369,-5381.1218,-4555.3534,1641.3245,2953.5283,4412.8319,-371390.2094,-358138.8787,-372542.3043,-368022.8250,-359834.1363,-363124.4137,-368276.5837,-367195.6955,-300899291.1523,-300884716.3771,-300880560.8764,-300891102.6249,-367572.5480,-300892283.1452,-445.1033,6583.5420,-186.9309,5060.8514,-5189.4649,67.5522,-929.9927,-1470.0200,2519.3444,-1110.2137,-534.2089,-5121.7761,-233.0668,562.5803,-3326.3918,-3611.3138,6480.0224,-4978.8116,-506.3339,-5198.2040,5916.9175,5655.7531,4657.7992,598.3991,-2729.9419,2555.5856,1864.8329,6128.1648,-3000.2562,1510.7797,-3932.4553,2286.3750,-318.4414,-519.8282,-3073.0799,-5353.1127,-5076.1242,5269.6669,-2833.6033,5285.8927,-3914.8592,2001.0490,373.9404,-3562.3969,-1275.0640,-1272.3215,1574.2433,6372.2615,2970.2557,-1330.7335,-3919.4842,6778.1549,5324.8963,-225.1895,0.0000,6567.8875,-5884.5995,-2178.8794,-836.3580,3644.0305,-4837.3953,1290.5353,-5110.8782,-2710.6300,4427.1289,-1241.0626,4450.8432,5041.7313,-4209.3022,4841.0753,6877.5941,3204.0745,-3421.6779,-4208.5900,-2927.7315,-1362.8253,2629.0964,-4912.8325,3687.8517,4276.0295,3354.0097,0.0000,6548.5871,-2525.9878,-944.1354,-5191.4873,-5189.9714,-1928.9783,6112.9764,-62.5695,-1684.8488,2860.7946,4797.3081,-6625.1527,-781.2753,4185.0144,527.2543,6020.9808,5681.5382,-4336.7984,-95272.9145,-79016.9547,-84224.2960,-86069.0005,-82926.5647,-81752.7211,-77881.9436,-83386.9277,157460599.4571,157495776.8861,157484641.4898,157474669.6270,-81613.9679,157479789.4593,6586.1113,-878.0811,-6669.1999,-4453.9041,-1817.0040,6489.2610,2003.2214,-1996.9853,-829.6801,5422.6711,4660.0582,-4612.9143,3951.7310,600.3737,2302.8856,3156.8095,340.6119,-4555.6303,4907.7405,-4382.7697,-3231.3637,127.4102,-3963.2332,-1587.4909,3649.7350,4642.9774,-4209.1741,3197.5294,-4709.2892,3689.8046,-5203.1455,-5494.6273,5490.2101,-5169.1548,4319.5101,3170.6515,2948.0739,4149.3585,5504.0164,-2058.7638,4027.2804,4739.3389,-3088.7829,4247.7722,6316.7606,5324.9291,5029.6346,-419.5054,-4762.1401,5112.6572,-4223.4746,-555.6599,-556.8830,-1326.3694,0.0000,1340.1546,2782.0196,-4317.4467,4722.7061,4729.1136,-1924.7454,3065.8533,3931.6793,637.9889,-2960.9756,5320.7127,-19.7185,4741.5060,4601.9694,-4924.7507,196.1721,-2193.7665,-5467.5290,-4488.3659,-5289.0011,2079.9319,-5762.6035,1866.3936,-5524.1760,-1937.5683,-2203.1489,0.0000,-2125.2823,4313.8347,3252.0558,-2242.5051,4039.5270,-5272.5792,-2889.5960,4688.4681,-5038.9107,-5197.0289,-364.1605,598.1808,1835.1538,-1220.8823,5097.2768,2902.3337,2225.6344,2948.6378,138563.4722,131774.7926,137711.0359,134994.7143,140735.4034,134674.8885,126407.0435,134986.4800,90820661.5382,90787370.5752,90839533.2202,90825631.8187,135217.6873,90820550.9777,
600.000,715.1787,2885.5843,-3.3305,3562.4566,-4803.5208,2142.6570,-6588.1386,-5854.9498,-5540.0872,3650.4556,-5009.7928,-2454.8201,-6067.3866,6755.1154,4896.1433,-5932.9131,-1819.9626,-1025.5967,5040.2351,-2533.5140,1963.9756,4931.7240,-1270.1239,-5859.7254,-4413.4121,5257.8669,-5214.9123,1658.4376,-5224.0620,5232.4041,-3947.7520,4623.9269,-5577.2884,3378.9302,3988.3633,1061.7580,2417.8060,2557.9463,1602.7706,-2775.8618,2112.0111,-2834.0504,-5246.8185,2081.2730,2593.3335,-4073.2908,-4300.7355,3660.3158,-3179.9963,-5328.3973,-5390.0513,810.0207,-3250.3245,6146.7750,0.0000,3265.8090,370.2960,4428.0546,4473.2498,4881.1566,3495.7017,6768.6734,263.6068,-6619.8610,-5172.9757,-4029.1222,-3956.1740,2218.2021,875.5390,1878.9789,713.5454,-4279.2147,546.7410,-4303.2837,1337.3664,-5865.9544,-779.3545,4971.7748,109.6568,-4364.6303,5433.2027,0.0000,1888.7125,2942.6630,-6818.3057,-4753.6230,-2875.6147,-5239.3851,-205.6460,-4731.6742,-4060.3115,-1730.0102,-5073.9226,-562.6790,6621.7524,-5671.0089,-4855.0877,3040.6313,4443.0110,2708.5350,-369234.6717,-356526.8083,-370809.5487,-366349.7159,-357996.3221,-361499.8047,-366426.7941,-365607.0058,-304265207.2901,-304251115.7747,-304246515.2276,-304256425.3649,-365775.1216,-304258294.2944,-1149.6840,6157.4050,1098.2528,4637.4655,-3647.8152,-2120.1955,326.3891,-31.1850,3601.9854,-3184.9568,1617.6478,-5012.8481,1615.2891,-649.2558,-2393.3304,-3404.1644,6285.1620,-5443.0920,-2406.0030,-3713.4532,4949.2135,4549.5451,4581.5244,1177.7268,-1393.3724,636.4340,3543.5805,5274.9245,-1200.7530,-491.8692,-3429.6625,490.8724,713.3394,-2373.5944,-4750.2077,-5432.5573,-6262.0469,4241.1993,-4396.8003,6311.8461,-4231.6363,3179.1124,2024.9394,-4553.5820,-3327.4734,930.4857,3518.7074,5488.3436,4756.1847,382.5945,-2759.5861,6643.4211,5922.5966,-1732.8506,0.0000,5544.1506,-5360.6503,-4075.9680,-2905.3667,1973.1878,-5963.7857,61.1408,-4644.8776,-1537.6259,4515.0937,944.0020,5369.0839,3731.4032,-4262.5373,3768.6119,6760.2339,4224.4168,-4633.4703,-2536.4603,-3911.9252,67.6615,2492.6570,-4775.6569,4359.7428,5332.6941,1776.6162,0.0000,6637.4984,-3428.8169,-337.6771,-5056.2932,-3581.5022,-335.2963,6796.8772,2063.3262,473.7964,2702.9169,4294.1349,-6231.6975,-2033.5191,3838.0872,2482.1648,6054.8111,5067.7268,-4593.3248,-103217.7904,-86723.7139,-91836.8632,-93585.9726,-90639.8761,-89509.8510,-85630.4688,-91060.8676,150851705.3403,150886783.9223,150876372.3823,150866328.4135,-89356.5754,150870926.4924,6627.7234,941.2570,-6842.6682,-3709.0588,-3129.0684,6219.0865,193.3912,-3561.0417,1014.2195,4860.8039,4363.1450,-4060.7419,2906.5436,-1216.6583,4266.0261,1151.9559,2413.5726,-3987.6234,3862.2287,-5238.1483,-4142.1583,-1411.6385,-4997.5102,-3538.8355,5194.7774,4298.4823,-2818.8572,4145.9603,-4372.8166,4430.8868,-4370.8552,-5073.9110,4067.5624,-5486.5249,2970.1341,4127.6439,1597.9236,4571.1966,5079.3820,-574.8127,5032.0819,5391.6599,-4079.5317,4635.5510,5483.3297,5294.9519,4029.6127,-2177.0707,-3627.1541,4213.6186,-3320.0525,1266.5009,1261.5859,-2718.8673,0.0000,2727.6615,4174.6895,-3462.7940,4424.8727,4520.5037,-428.3648,1408.6996,4954.8676,-1179.2434,-802.0142,5449.4614,1517.0389,5424.7127,5340.6367,-5474.0531,-1338.7415,-3426.8990,-5017.2790,-4628.3881,-5493.3337,3628.5317,-6447.2748,-369.2862,-5377.1179,-151.4728,-3728.0420,0.0000,-359.4446,5188.2869,1260.0860,-152.5533,5015.1909,-4458.7963,-1204.3295,4611.6221,-5419.0054,-6203.2857,1870.7303,2364.2591,50.5982,1024.6930,4159.0421,1221.9593,748.8119,4302.1056,138515.2892,131758.8754,137660.5940,134782.3661,140692.4082,134915.3232,126309.3694,134520.2961,90816153.4909,90782612.3827,90834685.6078,90821186.6868,135164.2381,90815781.5026,
