sl_100_5400_20300205 Coordinates.csv
2030/02/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:49 2024,
Start: 2030/02/05 07:47:00.00, Stop: 2030/02/05 09:17:00.00,
TIME_UNITS,STARLINK-5560 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-2181 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4523.4456,2103.9471,4371.8128,6335.0346,-6228.4924,-2851.4295,3165.4086,-6655.5584,6391.1924,6140.5858,-1219.5281,5930.8584,-2581.8710,671.3616,3245.3947,3816.6481,-6057.1335,-2218.4437,4122.2567,-3095.6921,5022.7676,-4997.4322,-403.2089,-3028.0651,4149.1402,4217.3576,-2752.7447,4980.3648,920.1963,1345.0249,4928.6951,318.4674,3337.6222,6796.7874,3634.7302,1232.0004,2291.2218,-92.9963,6048.9092,-6383.5047,-3152.1103,-2695.5863,5814.3451,6722.2797,3704.3671,40.6364,-3855.1853,-6694.7649,6359.7932,-5116.1202,3372.8376,0.0000,2376.2790,-3875.5233,1033.2164,4486.2023,29.2089,2716.1607,3905.6546,732.0455,-451.5966,5677.4297,1775.3131,-690.2266,5516.3922,-6461.1112,4477.8134,4421.1854,4872.1615,1685.0808,-5035.6455,-2857.1849,-48.8710,-4358.2588,-902.3244,6713.5476,-1612.1761,-4656.4193,-472.3428,-2040.6653,1161.9322,4701.4491,2274.6951,-6845.6986,-4307.3292,6265.1089,-3520.5642,0.0000,400.6194,-2213.2208,6759.3162,3767.6364,3779.3869,3852.8273,-4281.1778,6589.0763,-3666.9170,2261.3889,-5842.7256,-941.0577,49647.9309,19004.1833,43499.0492,41473.9014,33261.2675,34509.9500,35990.5460,36869.6872,11070012.2313,11045252.6967,11085024.8920,11075768.6332,37808.8119,11074789.1739,-2744.2801,-5395.5975,4535.0624,-2539.8126,2906.4168,4236.5496,-386.1478,-1438.6593,-2260.1334,-114.0938,4594.7821,-2737.2827,-5300.2714,-6769.4559,6093.3444,1238.4418,-3019.3319,5431.7449,4745.0367,2772.0883,-4586.3069,4023.0342,6368.4366,6010.9958,675.2378,-1556.8624,460.9864,4471.0536,5301.8690,-4455.6384,4702.1303,5264.7342,-3731.6659,-1174.5385,2435.3623,3234.6884,-6168.8252,5775.9908,-2872.0976,2339.2786,2565.3565,-6021.9591,2010.0401,-658.4276,2982.9577,-5067.7293,-1116.8240,-1026.9011,-1863.5698,91.8676,5232.8440,0.0000,-4546.1688,-2122.5470,4075.9236,-4280.3534,-5317.8321,4988.0755,-4855.9907,-5487.2841,-4199.4522,-1633.4415,-6118.9051,4382.8466,45.0545,717.7397,-3352.4249,2657.2887,-4440.3797,5059.1890,-489.3544,-3064.9015,4156.6118,5226.5037,6730.8580,-555.5478,-3137.7847,3700.8542,-6886.8184,-5303.7123,3946.3733,1610.3892,1285.9199,-2.6331,205.3522,330.2671,2279.9929,0.0000,6090.5265,-4798.9786,282.8727,5289.7191,-3249.2311,5487.1586,-2149.8404,-2085.5193,5029.9730,-6056.1838,2889.4585,4172.0335,392708.0102,383231.2559,389073.6460,392612.6977,395074.7589,392644.0327,385808.8420,389194.7417,327391004.8077,327360418.6441,327381444.0139,327379888.9279,389013.3207,327375353.9694,-4538.6093,-3817.1750,2578.7876,-1341.6761,-661.0512,4624.2251,6145.5525,-382.7657,-947.3152,3146.7842,5012.0173,658.7339,-3657.7469,1316.7442,-1088.3152,5350.4078,496.6386,3475.1886,2517.7524,-5580.2347,-1379.8097,2471.1967,-2684.9505,1590.7566,-5398.9805,5294.5292,-6361.8339,-1601.5575,-4344.0027,-5123.7124,-945.3224,4296.0786,4760.0860,421.2581,5340.0695,5998.3067,-2037.4975,-3689.5955,1662.0366,1263.0103,-5621.0775,-2087.0576,3127.6244,816.3874,4879.4446,-4697.2855,-5655.0664,567.6885,-2006.5769,4394.0962,2669.6650,0.0000,4469.7072,-5304.0527,5481.6417,3071.2849,4279.5902,3776.9612,2926.1866,-4030.5527,-5488.8361,3647.5174,2407.8202,-5250.9504,4190.3468,2232.9530,3998.1772,4483.7508,2237.0749,4383.2363,-4696.9006,5497.2387,-5509.3572,-970.9010,995.3380,-1072.5174,-5983.9664,-3041.4825,-547.6875,3902.6637,-5388.1420,4818.0336,-6443.5987,833.8468,5383.6087,2106.4797,-5468.8809,0.0000,3113.3214,4422.4348,1530.4339,2341.2465,4628.1399,1569.0384,-4988.5271,-257.6523,2727.5973,2442.7207,-2311.1006,-5162.5918,5199.6307,75.9154,4274.8597,2595.2820,7600.0532,312.0803,-6733.8289,3485.6540,-44229315.1560,-44246781.5252,-44206094.8125,-44211314.5384,1962.5798,-44217083.5309,
300.000,2720.0134,523.9395,4983.4594,5889.9690,-5562.9265,-1116.0594,4160.7480,-6552.1520,5364.6476,6572.0254,849.4535,4894.3332,-4330.5514,-620.1750,3782.3423,4287.2652,-6519.8857,-209.1442,5487.7442,-3271.2821,4025.0845,-4420.2185,1298.6665,-1664.7497,4680.5070,5008.3210,-816.2603,5860.6280,2767.5900,-764.1152,5693.4502,2334.7320,4571.1467,6143.1744,4147.4088,2067.1294,1178.3353,1424.9436,5603.7554,-5955.2586,-1078.8318,-3516.1304,6686.4500,6413.3214,5310.7984,-1655.7365,-5162.4160,-6451.5445,6014.5277,-5733.4077,3976.0322,0.0000,593.9889,-5191.7500,2969.3796,3526.6903,-1961.3599,4297.2017,2193.4929,-1289.9605,-2560.1311,6220.3820,-28.1269,1416.8080,4745.8907,-5430.4830,2621.5188,4974.9513,4682.6580,1534.1363,-4926.8677,-4446.4280,2085.0395,-3368.8245,681.7601,6482.3568,-2192.1318,-4134.1126,-1639.0340,-3647.0628,3233.4872,4254.8266,2431.8978,-6285.2842,-3522.2659,6543.7312,-2485.7249,0.0000,2069.8219,-3956.9084,6825.4706,4962.8253,2133.0726,4902.8449,-2407.2621,5869.6002,-1799.3018,822.2603,-4425.6694,959.5400,41412.5927,10854.7111,35243.2245,33179.8119,24977.6379,26333.7236,27724.1177,28983.8450,3920689.0946,3896358.8016,3935161.3502,3925472.9062,29567.7852,3925401.0342,-2728.7634,-6361.2443,2775.4599,-3667.0048,3920.0113,5419.9002,-2084.7590,127.9796,-3513.3150,-1485.2091,4104.4708,-3635.1453,-4810.9311,-6219.8265,5782.6709,-908.7429,-1561.0502,5287.0827,3819.3075,4483.8185,-4551.5802,5217.9197,5643.0458,6714.0827,-1362.5205,-2973.4703,-629.1574,3598.5830,4247.7293,-4104.3135,3754.1447,5363.6080,-4288.7974,-2280.8234,323.0850,1243.2752,-6780.5993,4669.2932,-4026.2041,3475.4525,2490.3522,-4725.4427,870.2415,-2151.6007,1935.8880,-5724.4223,-2157.2613,544.9545,-3389.2047,1769.5397,3654.2238,0.0000,-5609.7116,-576.5110,3077.0877,-5692.9750,-5563.0404,4792.1577,-4920.5445,-4924.6035,-4088.9763,-2571.6521,-5788.6614,3869.7088,-1911.8470,1909.0866,-3904.1374,562.8121,-5152.5820,6274.2095,1661.4280,-1650.4436,4191.1470,5928.8543,6378.1319,-2063.3416,-1071.4514,5064.2925,-6324.1830,-5327.9020,3393.8275,-427.7620,-915.2844,1216.4101,2237.5443,-957.3104,4122.6439,0.0000,5096.5192,-4710.5008,-1243.4063,4765.6804,-4667.2243,4832.1314,-1762.2158,-3422.8472,5326.1049,-6789.3986,3985.1107,4987.0811,393829.2848,383603.1470,389660.8019,393152.8433,395814.4322,393287.1319,386588.8959,390228.4112,327557461.4658,327526326.2045,327548169.7020,327546204.0198,389741.4005,327541767.7677,-5810.4147,-2713.6937,3710.6714,464.5319,1155.4082,4105.3000,5128.4634,-1892.3791,-2396.5031,1502.3941,5489.7151,2429.1657,-2496.3970,2983.9752,1032.0505,5052.5531,-1062.3279,4299.6447,1082.3129,-4194.5435,-3358.1480,730.4966,-3795.8209,67.9806,-4801.1801,3788.2835,-6869.8887,200.8289,-4704.0159,-5521.6888,872.7983,3474.3054,2911.0537,2186.0445,5508.7871,6489.9313,-257.8934,-4812.2666,-138.9077,-550.1938,-6384.4760,-3634.7705,1481.5962,-743.2261,3807.8779,-3497.0216,-4095.9646,2061.8393,-517.6025,3086.5428,4085.7647,0.0000,3805.9462,-4513.1032,5426.0057,1748.3541,3437.0814,2263.6829,4283.0117,-4581.1218,-4969.1288,1714.5659,3585.6713,-5502.8021,4669.0457,3752.1726,5013.2916,4651.3548,149.5880,2444.0787,-4541.2269,5028.8750,-5071.4568,851.3552,2436.7634,482.4055,-6504.6444,-1369.0008,-2301.0323,2422.2541,-4896.9408,5441.0555,-6450.0868,2558.2767,5491.7592,303.3404,-4932.0764,0.0000,4083.0284,3109.4491,6.3258,590.0826,4464.3244,-233.8193,-6239.6672,1280.6832,3815.6101,1005.4003,-3517.3278,-4375.8090,5335.7931,171.4580,4430.5682,2543.3228,7748.7647,717.0183,-6676.0040,3702.0207,-44223404.4908,-44241002.3172,-44199811.3330,-44205345.2012,2082.8097,-44211202.6041,
600.000,628.2281,-1082.6352,5119.2434,4865.5123,-4333.9664,699.2797,4782.3386,-5786.0825,3793.4896,6351.9585,2856.5651,3278.2954,-5650.9489,-1882.9688,3952.5540,4343.6260,-6311.5353,1840.7800,6276.4782,-3167.8644,2590.6611,-3402.0113,2905.4825,-139.5816,4781.2730,5325.6348,1250.3264,6149.2657,4373.7388,-2814.8911,5887.3392,4095.7750,5327.7371,4873.3952,4307.9522,2772.0765,-50.5904,2844.8847,4596.0539,-4931.4544,1115.3848,-4028.6027,6889.8848,5443.9611,6373.3407,-3157.5943,-5880.4893,-5548.2706,5086.2149,-5756.1153,4204.5491,0.0000,-1220.4591,-6018.1131,4636.8204,2239.8731,-3734.8166,5418.1682,236.3555,-3204.6717,-4408.8255,6140.5014,-1855.3328,3399.6485,3552.8248,-3856.5643,496.8960,5070.6768,4021.4125,1180.0587,-4379.3366,-5624.6196,4001.3019,-2029.1983,2220.3575,5588.3713,-2634.0695,-3168.3740,-2669.3698,-4869.7640,4969.3748,3443.8058,2428.3218,-5096.9019,-2442.8814,6078.2286,-1254.6837,0.0000,3565.6478,-5286.4834,6231.2129,5657.1449,299.4936,5460.4298,-299.7283,4572.3218,269.4767,-687.5495,-2575.4569,2723.0743,33149.3781,2698.9933,26971.5812,24869.1995,16679.8139,18157.4270,19441.6006,21115.5282,-3230623.4540,-3254513.2342,-3216706.6615,-3226804.7217,21312.8519,-3225974.4472,-2514.3061,-6721.3888,720.6894,-4439.7280,4552.6576,6095.0557,-3526.2789,1699.3968,-4435.5441,-2691.7269,3263.6601,-4137.8189,-3878.4477,-5063.3946,4886.4240,-2937.2084,68.5588,4641.5900,2505.1879,5722.9824,-4088.5724,5879.2152,4388.5645,6761.4556,-3236.1294,-4052.1944,-1565.6166,2360.0730,2815.3716,-3407.2470,2417.7725,4942.6593,-4342.3771,-3184.0973,-1809.1222,-846.4386,-6707.8690,3114.8031,-4777.9849,4271.1954,2245.7879,-2953.7548,-339.7495,-3430.8662,731.0065,-5836.9590,-3013.1369,2080.3909,-4580.6290,3228.5808,1677.9606,0.0000,-6122.3961,984.5410,1827.6713,-6546.3598,-5272.0237,4121.1364,-4531.7904,-3906.2653,-3630.2606,-3227.8187,-4889.3001,3025.7440,-3708.4028,2949.2740,-4118.4019,-1579.7465,-5342.6134,6803.5066,3648.0632,-120.0676,3864.0258,6034.7071,5394.6496,-3365.2034,1085.1697,5859.1937,-5135.4627,-4838.5988,2540.0287,-2447.8732,-3017.1632,2342.2604,4069.8358,-2132.2577,5569.9928,0.0000,3611.2424,-4180.1825,-2649.2633,3770.0615,-5637.2629,3688.1235,-1099.6617,-4437.3419,5107.8983,-6858.6261,4726.0879,5298.1411,394777.0212,383802.0171,390072.7766,393505.5178,396377.3989,393747.8478,387193.3029,391066.5918,327567806.6273,327536134.1738,327558756.8783,327556323.9134,390294.8736,327552066.8561,-6472.8948,-1320.1787,4423.2332,2221.3965,2846.4874,3139.5224,3562.2321,-3189.3568,-3579.3599,-304.9612,5375.2320,3894.7924,-1068.4190,4331.0621,3044.3645,4154.8189,-2500.1489,4641.2856,-477.3932,-2365.2722,-4978.8337,-1090.3649,-4499.3036,-1462.1434,-3670.2599,1879.6909,-6651.0969,1981.1844,-4557.9932,-5327.9585,2595.0714,2259.6107,747.6276,3714.2829,5082.3082,6287.6708,1549.8541,-5403.5947,-1924.8021,-2304.0981,-6469.0714,-4791.9259,-325.1090,-2218.7365,2308.1229,-1919.0199,-2099.4006,3321.7355,1027.0279,1419.6112,5033.7873,0.0000,2712.1400,-3233.8972,4785.4057,237.2774,2209.7663,496.3256,5172.1671,-4624.2159,-3917.3048,-400.9583,4359.0386,-5152.8084,4647.7518,4859.4547,5479.4634,4300.4873,-1953.7486,240.2756,-3894.2990,4019.0114,-4084.9116,2579.9787,3609.2651,1983.0447,-6336.7806,466.9934,-3807.4349,678.4345,-3847.1037,5480.4842,-5775.6592,4004.3095,5005.0611,-1537.0654,-3859.4014,0.0000,4600.5905,1458.0840,-1518.4764,-1225.0532,3795.7685,-2011.1682,-6821.2074,2680.7564,4470.5099,-540.5614,-4344.7913,-3073.1087,5471.2914,267.1072,4581.8044,2489.7354,7894.5481,1126.7922,-6613.6586,3794.4342,-44217488.1530,-44235221.6399,-44193537.8154,-44199432.4969,2203.0373,-44205321.5220,
