sl_100_5400_20300407 Coordinates.csv
2030/04/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:50 2024,
Start: 2030/04/07 07:47:00.00, Stop: 2030/04/07 09:17:00.00,
TIME_UNITS,STARLINK-2034 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-30990 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2836.5021,5844.5660,-1742.3780,-3697.9083,-3538.1353,48.3178,-6862.4408,-2319.9215,-4031.8272,342.7471,-3174.7428,2971.3739,-5750.6064,5031.3249,-5360.5709,-2918.8532,3238.4814,2177.9860,-1660.9288,-376.3178,3317.5134,6265.7313,-552.7002,-4373.8763,-4690.8803,-3042.5425,6032.8959,65.3110,4038.5019,-1664.2317,4574.1667,-2684.4359,6329.1780,6725.1485,-2340.1660,-4121.3953,-3164.8373,5537.8538,6785.9619,3025.8313,4219.4766,988.0811,2689.7519,2959.7871,3184.4356,-5792.3189,-5160.3972,-6728.4485,-5325.1579,-1091.6253,2950.3672,3482.1252,2594.9627,-2709.3711,-3927.0279,1745.4042,3627.0963,-2094.9927,6267.9429,-3593.5014,-374.4084,-5411.8293,-5762.2456,-4056.8262,-4189.6971,813.4355,-5558.8253,2013.9747,-5407.9327,3472.7540,3267.3767,1571.6491,5924.9502,-217.7925,4224.0914,-6071.9093,-2570.7038,-4409.2559,-5716.6572,-4564.7299,5080.6545,6555.3609,-6071.1961,1653.1135,6785.4488,-3302.8652,-577.5787,4511.1026,-2980.3772,-5022.8159,-6901.1577,59.9782,592.6202,-5441.7763,-5594.5347,0.0000,3881.3032,-1729.2854,-4285.3861,2037.8747,127725.0392,134911.3289,139847.7705,135512.5554,129127.8955,131997.0364,138540.3695,135983.9149,-91717480.1473,-91729881.3225,-91742771.6973,-91733689.0562,136714.3074,-91733817.8745,-3083.2654,2086.2229,-6253.9810,5781.8598,-5835.5256,4828.8543,-719.0951,5331.4185,-3297.7235,4233.9568,-5072.3268,5997.7124,1625.5138,-4632.0568,4270.1003,-4818.0279,2578.3427,4498.2690,4975.1937,-6868.3562,3970.0590,597.4944,-6083.8258,3826.8313,1820.1531,-4381.4382,2713.6081,-6734.7241,4624.5938,-5004.8372,-2867.8133,5954.8697,-39.7078,1546.6624,-5013.5272,-5448.1203,-4303.8060,104.7379,-845.4240,-4551.7999,3456.8031,-5234.2671,4872.5451,3694.0034,3849.9952,1795.9752,3814.8695,1621.5220,-2237.1587,4173.8418,-4723.0044,5773.6239,-6104.3122,1614.1329,-2316.7310,-6433.9641,5152.3696,-5464.0359,-2013.8981,5212.8639,6321.8894,2975.4547,3089.6919,-961.8027,-1479.0779,-4466.0515,3994.1248,-188.9184,-3024.8396,-2744.6349,5564.4884,-6715.3872,-2555.8662,-4311.0665,2718.5104,-1808.6292,4374.7318,-3155.5891,-2758.3153,4685.4264,3796.6762,1374.6790,-2254.9778,4059.8838,-55.5963,-3291.4504,5254.3734,5042.1662,-835.9137,770.0563,-252.7054,4200.8328,-6126.2514,4238.3921,3595.1574,0.0000,5580.9611,3951.8251,-4783.2386,6494.0581,361430.5019,331300.9462,353999.3587,354159.3649,348408.9714,348206.3667,346046.7335,350607.6986,341772267.7193,341723553.0519,341745922.1948,341777951.5490,349279.1300,341770395.3990,5488.8175,3079.1414,2426.9556,-50.7578,1101.4665,4814.6734,-553.8095,3661.6798,4571.6767,5427.9591,-3388.2147,-1582.3269,3452.9919,-587.6974,-1016.1700,-4010.7150,5491.3436,4637.0086,4374.0142,-408.7982,-4466.0366,2893.5726,-3237.4846,-3771.5609,-4736.0211,4392.0090,1566.4688,-1500.5006,3111.9876,-4491.5466,-4342.8674,-2276.3101,2221.9873,-43.7959,-4114.9709,-412.4763,4420.3843,4078.8396,494.1071,4225.9546,4232.8309,4223.5937,4077.6960,4862.8583,4788.5948,-3329.9887,-2294.9434,-248.9193,3685.4878,-5418.0139,3674.4880,-1416.7073,-1281.5612,6163.9597,5103.2197,-1828.7116,2774.8405,-3710.7993,-2100.0303,-2775.9008,2500.6457,2627.9545,2275.9696,-5519.0849,-5195.7262,-4984.3703,-269.1377,6623.6411,-3015.5297,-5401.9332,-2237.4437,598.4743,2540.7012,5330.1745,4764.4239,-2709.6958,4671.7821,4203.7570,-2715.5691,2255.2477,-2724.7063,-1307.6432,2350.4956,5286.2709,-1504.1541,-5099.0024,-4475.7255,1527.8749,-6225.0492,4307.1146,-449.6317,5438.8912,3059.8459,-329.8905,1465.7906,0.0000,-147.5875,5175.4139,2526.0035,-1302.0174,154748.5004,153158.9542,156489.2261,154556.7932,159728.6055,152684.2395,145397.3110,155012.6228,68881161.6858,68866782.6776,68869990.5072,68872079.8834,154116.4792,68869039.2413,
300.000,-4127.8243,6676.1610,-3088.9537,-2244.5826,-4541.1507,1839.6846,-6803.5365,-1215.7410,-3409.5562,2386.0045,-4634.2167,4109.3650,-4298.6166,3663.3365,-3985.2964,-4686.2227,4380.4052,4046.6833,198.5959,-1560.1789,5000.4932,6678.7624,-2284.2550,-5365.0349,-4666.4712,-4303.9974,6673.7345,-1164.6369,5362.8503,-3640.9875,2899.5054,-1627.9740,5396.2175,6647.2501,-3279.9936,-4810.7162,-4900.2274,6190.2362,6420.4418,1557.0577,5704.3667,-914.7901,3982.2999,3752.5186,4925.4049,-5851.7143,-3644.1280,-5999.5245,-6412.2478,815.0330,1026.4877,4473.0594,1153.2342,-2913.1282,-5344.1250,265.8392,4925.4717,-3892.8021,6075.4098,-1743.0846,1323.3450,-4800.3565,-5147.5434,-4186.8898,-4043.7217,-967.8878,-4451.5314,85.9941,-5178.8677,2528.3276,4494.6543,363.7925,4537.5440,-2237.3928,5692.6445,-5741.5256,-710.9966,-5840.6531,-6606.1679,-3018.9136,6153.4306,6138.9681,-5672.5547,3232.5191,6886.1089,-5011.9770,1521.6676,5650.6760,-4525.0221,-5402.4602,-6716.1488,2174.0570,-714.8740,-4365.9396,-4747.1737,0.0000,4651.1301,469.1673,-5457.1938,3314.4039,120049.2030,127826.1082,132553.2083,128251.5817,121690.4840,124707.6684,131078.3748,128686.9781,-99157158.5519,-99168541.0143,-99181777.0983,-99173982.1344,129308.7707,-99173474.0835,-1331.1547,595.1547,-5047.5276,6292.2941,-4555.8150,5430.1632,789.8030,6424.3169,-1577.0292,3469.1333,-4752.2733,5508.4035,2714.0392,-5423.1267,5111.2784,-4110.4455,731.6123,3444.9750,5799.4035,-6561.3170,3405.3308,-1027.4301,-6225.2631,4028.2739,3651.1616,-2656.7062,1302.5443,-6792.3065,4062.9407,-4521.6758,-4173.4232,6701.3205,-1356.8968,299.8104,-3302.4439,-4352.7346,-3286.5662,-1416.5800,-2014.5150,-5854.8921,2651.2572,-5844.8575,3225.8795,1709.3576,3236.7243,3263.7707,4331.1046,2981.8923,-1113.2602,4976.9137,-4544.4560,4432.6684,-6649.2127,3580.7500,-926.0397,-6898.7781,4692.0416,-5123.9485,-3273.2509,5464.7447,5588.8903,4535.4593,4559.3605,1205.2643,688.7210,-5331.4646,5046.8161,1016.7207,-1314.6063,-4546.7767,5118.2556,-6807.3711,-3392.4470,-3481.3575,1606.7638,23.7829,5391.1662,-2247.4478,-1725.3829,4951.9487,2953.3345,17.2273,-707.9162,2561.8523,-687.1712,-2342.0342,4832.9649,4024.8957,413.9793,2514.1509,955.9103,4307.9399,-6693.8788,4921.8350,4883.7276,0.0000,4565.8043,4026.4624,-4152.5873,5456.0015,363902.6094,334008.4027,356705.7153,356807.9197,351172.7523,351025.0103,348844.3008,353652.8460,339688323.1842,339639737.1460,339661831.2132,339693692.4143,352075.6121,339686525.8076,5373.4462,1758.0510,3604.9510,-1579.5830,2526.3324,3695.5494,991.3885,2120.3025,5821.5094,5457.2155,-1791.2886,221.5504,4665.5731,-2074.9396,-2451.4882,-2992.5007,5251.2772,4271.2626,3603.9784,1403.8744,-3178.5420,1533.4780,-1953.4879,-1718.1906,-3553.9718,4706.7183,30.0815,303.8729,1465.2668,-3779.7562,-4710.2510,-519.7281,3742.4403,-1835.2300,-5087.5747,-2183.8748,3644.0162,2649.7536,-1323.8190,3323.8037,2851.4538,3351.4308,4618.0756,5388.8239,3631.1923,-1718.8501,-3798.1468,-1759.2996,2149.4618,-4746.3466,4773.1908,-2797.3952,274.1417,5164.0853,4176.1945,-322.7426,1076.9085,-2568.5123,-327.6025,-3860.1344,3654.0617,1208.3339,817.2689,-5371.8336,-5469.2675,-4010.2243,1276.6103,6849.4425,-4352.8578,-4657.9040,-471.7996,-1214.5974,3996.0404,5469.6449,3602.0897,-3811.2668,4244.0226,2817.3490,-1010.4914,3770.1078,-1020.6235,-2983.5115,3841.6909,5490.5304,617.3405,-4138.5038,-4722.7049,3.6265,-5260.3777,2982.5050,1356.6712,4895.2448,1399.0634,-2102.2832,-75.2278,0.0000,-1943.1668,5380.5435,794.1661,-2698.5049,154742.2798,153153.4371,156540.8121,154410.2099,159776.2597,152994.5526,145361.9768,154631.2000,68887364.4872,68872738.8312,68875846.8665,68878700.2827,154139.8026,68875200.8760,
600.000,-5055.3316,6862.9223,-4170.3945,-554.1478,-5122.8513,3411.3553,-6081.6938,-12.5529,-2505.2648,4211.8783,-5612.6292,4832.9597,-2427.0723,1917.4272,-2212.1662,-5990.8394,5128.5619,5516.9894,2012.3256,-2602.8550,6160.5824,6449.0187,-3777.6738,-5782.5929,-4213.2295,-5184.9950,6626.9667,-2281.2071,6138.3933,-5260.1765,965.9780,-415.1136,3885.8716,5908.8541,-3948.4150,-5026.8668,-6166.4275,6232.6912,5396.5460,-33.9583,6616.5148,-2700.5946,4924.8025,4211.9337,6173.9836,-5341.4755,-1734.6013,-4684.5104,-6845.0986,2609.5998,-1037.2529,5048.4061,-412.5468,-2884.9333,-6234.2148,-1236.6832,5719.8415,-5301.3580,5277.7420,293.8511,2916.9418,-3685.1164,-4037.8737,-3962.2747,-3544.6775,-2611.5020,-2888.5030,-1899.6251,-4468.8839,1390.7359,5252.5992,-893.6208,2698.7805,-4055.0832,6606.0406,-4871.3042,1191.7124,-6676.4166,-6832.3525,-1152.1238,6605.8536,5099.3649,-4729.8308,4529.9533,6285.2646,-6229.2367,3486.8386,6243.3834,-5646.2893,-5206.8892,-5863.4699,4055.3233,-1934.3642,-2840.2465,-3412.8021,0.0000,4952.4695,2618.2923,-6077.5971,4295.4464,112327.3813,120686.9202,125200.8884,120943.7276,114197.6687,117375.5641,123559.2114,121373.8968,-106549571.9491,-106559940.0987,-106573514.1843,-106566991.5603,121846.1195,-106565869.0138,515.1148,-937.0139,-3357.3682,6182.3613,-2821.9456,5499.9465,2231.3221,6866.9738,344.3910,2415.0441,-3967.5110,4459.2593,3583.3664,-5688.7146,5477.2707,-3029.9221,-1153.1571,2080.5714,6060.3224,-5591.7978,2525.2533,-2538.9089,-5769.6470,3769.1757,5100.8645,-694.2093,-242.3682,-6167.7622,3106.2755,-3636.0072,-5114.6353,6779.2830,-2568.4653,-997.2389,-1270.7804,-2796.4846,-1986.3274,-2768.7260,-2992.7246,-6596.9660,1613.2224,-5878.3031,1280.8949,-440.9472,2343.6467,4391.9987,4438.7502,4069.1069,99.8454,5331.4627,-3912.5658,2646.2788,-6495.2307,5162.9567,516.2237,-6688.1483,3768.5250,-4308.4427,-4202.4176,5216.7933,4301.2248,5602.9863,5580.0974,3245.7659,2794.5719,-5657.0130,5601.3967,2028.9118,558.1982,-5921.9980,4145.7014,-6226.6259,-3939.5523,-2354.8410,375.9832,1879.9355,5909.1937,-1142.7758,-530.9208,4763.8629,1824.9567,-1374.0482,945.1461,847.5925,-1257.0519,-1205.5442,3986.5385,2618.2040,1561.9602,3954.1313,2084.9132,4033.9334,-6587.1138,5133.0534,5672.2850,0.0000,3059.9884,3731.6308,-3113.7549,3886.9430,366210.2806,336565.6536,359253.3370,359290.0637,353778.2297,353695.6178,351482.5265,356421.8255,337442451.9723,337394018.3270,337415836.5876,337447429.4542,354715.1182,337440730.3817,4677.9703,248.4260,4396.8701,-2934.2403,3678.2431,2161.8050,2429.8297,346.0548,6449.4622,4894.1650,2.2162,2001.0774,5372.8265,-3333.5170,-3624.0539,-1651.6168,4437.3352,3425.9220,2431.1990,3063.3148,-1536.2302,8.8978,-458.5627,519.6556,-1988.0321,4513.6272,-1509.7394,2075.1776,-341.5929,-2662.9212,-4573.7483,1292.9056,4821.1463,-3427.6126,-5508.3470,-3712.5141,2478.3402,930.6825,-2995.3520,2062.6829,1161.4918,2099.4800,4657.9300,5302.0385,2083.7951,77.5356,-4874.4406,-3080.8372,375.3571,-3566.2044,5300.2936,-3873.3023,1798.0836,3611.5551,2785.7430,1218.0967,-738.6663,-1150.8512,1480.2539,-4528.3525,4394.9507,-353.5130,-729.2861,-4647.3996,-5134.6222,-2570.5859,2680.6151,6343.8207,-5216.8481,-3426.5303,1346.6871,-2897.1473,5024.2866,5006.7467,2053.3711,-4498.0808,3355.9287,1120.2563,804.2162,4879.2097,794.2264,-4325.0492,4914.1179,5092.3267,2673.0984,-2731.1673,-4463.9422,-1521.0270,-3738.7567,1299.5387,3016.7474,3815.5068,-415.2919,-3647.1238,-1607.7681,0.0000,-3518.5223,4960.6171,-1023.8437,-3805.9681,154735.8968,153147.9085,156587.7428,154262.5127,159820.9463,153309.1774,145331.0484,154210.5146,68893561.6633,68878694.9503,68881702.9599,68885294.1321,154163.0419,68881362.3855,
