sl_100_5400_20300316 Coordinates.csv
2030/03/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:40 2024,
Start: 2030/03/16 07:47:00.00, Stop: 2030/03/16 09:17:00.00,
TIME_UNITS,STARLINK-1060 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-30518 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1328.3542,6347.1486,-5324.3687,0.0000,-4158.8056,-2629.0532,-5445.8190,-4367.5340,3235.9492,6469.1568,-1498.0874,-1469.5743,1815.3337,-1198.9700,3997.3442,-4422.4318,6.7626,-4941.6449,1250.3681,4978.2209,6226.4830,2124.3217,3449.0136,3062.7248,0.0000,-5757.6325,5278.8312,224.3949,4203.5001,-3808.6253,-2673.8888,4131.2400,-6381.1653,-4720.3901,-4421.2873,4124.0590,2796.2723,-6622.8380,835.4220,-4963.9063,-3971.1135,2232.3327,-4191.7323,1772.7131,-6276.5561,4829.6226,4578.4576,6395.4270,125.8988,-5373.3212,-6614.2433,-17.2235,-5279.6371,1414.0939,4140.7229,-6222.1911,3844.5520,-3778.5569,2158.6873,489.6214,-2178.1134,4310.5769,1608.3350,5883.6111,0.0000,-5579.4761,-2385.5581,-533.9051,5378.4505,129.7320,2805.8581,-1591.8160,3304.4073,-1572.1049,4911.7743,5234.8513,2718.0097,-2519.1546,-5493.2001,-2820.5647,-4139.0357,976.7048,2750.9008,4070.6278,0.0000,5082.6356,-1614.6645,-3932.3694,-4171.9942,6263.6932,4787.4954,-3316.4202,-3229.1726,-3420.3005,338.4008,699.9284,-1269.4186,-4370.0811,-935.3528,-3408.0333,351273.0532,336702.3749,349746.9672,345838.7509,337820.0042,340370.6105,345699.2707,345314.9772,-53552348.5344,-53553463.4301,-53536094.3793,-53546174.3079,345174.8063,-53539823.8565,-4267.4999,2742.7346,-1000.9201,0.0000,-5557.0748,-4448.6282,572.2704,-3064.9660,-4169.9001,-465.0720,-3808.8685,4203.6419,-4602.4968,4238.3728,1313.0276,3775.4326,6714.3733,2913.4158,5296.8072,961.6465,-2338.4884,3995.0622,3428.2284,-3931.2277,0.0000,-1466.5002,-4035.1511,-5814.5766,3851.9359,2280.1004,-5631.1444,-200.5030,-1846.1308,-3345.6453,5278.0787,707.8910,-4640.0882,-1002.3125,-6465.5205,3753.3451,1812.0895,-5469.0957,5425.0884,-2464.9386,-1868.4773,-4478.3067,4984.9649,1836.0705,-5169.3057,2738.4641,-1757.2668,4805.8842,-1517.7399,-6590.8301,3448.0001,2313.6660,-1509.6510,3838.6665,5889.4770,6837.9883,-4047.8050,-3661.8389,3676.9799,542.0927,0.0000,-2697.7410,414.8767,1808.3982,4139.7861,-6199.8354,6274.7684,-5293.6903,-2787.3849,5718.4116,-1482.8557,-3427.9260,3596.3835,3427.1066,4142.1042,619.3408,1374.8059,6322.2162,4012.6806,-4881.9981,0.0000,-30.6914,-4846.3236,5625.4968,-5429.6263,1170.8581,-4973.4056,-2716.1718,-3942.6163,5836.7534,-5817.7436,5779.7282,-5525.2336,-5343.9220,5730.0379,2647.4101,-135333.2236,-155433.7204,-135923.3690,-134261.9425,-137321.2256,-138526.0295,-142950.3834,-140839.5938,345239667.4411,345199453.9903,345239972.1014,345222200.6312,-139285.3844,345228966.2611,5312.2620,-596.4046,4233.2751,0.0000,-238.7484,-4585.0470,4174.9714,-4127.1055,-4436.1004,-2291.0294,5470.6224,5261.5733,-4776.7224,5293.0038,5459.3829,-3785.2602,-1813.1551,-3770.1601,-4263.0573,4665.5247,-1759.0475,5192.6416,-4833.8880,-4754.8555,0.0000,3433.2352,1956.6688,3528.6327,3758.9910,5275.1994,3036.4784,5529.1056,-1526.6481,3691.5296,803.8560,-5489.7636,4298.1658,1313.8935,-2575.6278,-2749.0096,5354.4171,-3591.4461,-946.6260,-6285.1941,-2178.1832,2061.6174,-298.9256,1810.3992,4346.4263,3163.6323,-927.3245,-4811.6455,4195.2921,-1121.8664,4329.3271,-1506.8056,-5501.5819,-4345.1042,2942.9277,150.3447,5134.7131,-3953.0590,-5351.6978,-3615.7696,0.0000,2674.5785,-6517.6556,-6652.6953,-1078.3030,2667.8503,-5.9184,4123.9146,-5238.2560,-3505.0675,-4332.1742,-2864.5098,5210.8100,5382.7411,-821.9489,6297.5124,5321.4678,2649.9212,4541.0483,-2241.9653,0.0000,4706.1903,-4672.0074,-696.0994,159.3783,-2605.5588,-365.1303,5265.5474,-4707.6881,853.3991,3628.6254,-3705.5255,3524.8027,-35.3696,-3752.9906,-5308.6561,92514.4081,89281.2599,92615.4797,90774.0802,95890.7396,88756.6732,81554.5771,89310.1767,27973242.9620,27955304.5240,27996875.6849,27986056.0430,90265.7405,27985325.9154,
300.000,-3005.2021,6750.8149,-4483.5815,0.0000,-4944.7264,-3520.7945,-4128.1797,-4922.4701,1752.7083,6506.9674,-3443.5710,244.0237,-243.9777,962.5529,4806.9253,-3492.1324,1242.8230,-3194.2845,2923.4116,4996.9469,5049.5643,4063.1125,3969.0173,992.1445,0.0000,-6608.9103,3741.6273,-1192.7270,4382.1858,-3147.0910,-4306.7211,3838.0611,-6775.3801,-4663.6138,-2938.4566,4088.6616,1242.9321,-6125.2660,-727.4415,-4148.0599,-2462.9703,457.5002,-2922.9320,-410.9110,-6850.2211,4118.6570,5283.7655,6881.4414,-1952.7318,-4850.9615,-6366.1099,1816.8037,-6318.1464,-207.8702,5590.7714,-5831.9525,3005.2002,-2534.1057,3448.1257,1663.7768,-4102.0945,3797.7656,3545.8861,5178.4671,0.0000,-6478.8115,-2323.6723,-1012.8778,6066.3509,-1525.6187,3763.7863,-3246.5895,2281.3611,122.4220,5051.6334,3642.7694,3759.4911,-463.7177,-4177.6271,-1190.1211,-3840.1088,1718.3628,3578.1137,2300.3067,0.0000,4728.1148,-3602.5591,-2853.2244,-5129.9774,5562.0810,3751.6258,-4874.1908,-4810.0341,-2036.0515,-1211.3514,2206.4615,-2871.3984,-5082.5675,408.8057,-2433.7258,354121.7240,339836.2801,352684.1787,348781.8907,340643.7439,343347.3290,348512.1546,347992.3584,-61076851.1214,-61077291.8249,-61061179.3973,-61070396.6886,348039.8390,-61064342.8806,-2904.7071,1290.8855,797.3224,0.0000,-4617.6612,-2610.2495,2036.5294,-4089.8326,-5553.9421,-2065.7937,-2843.1593,5273.0899,-4244.0325,4019.6934,-634.7234,5367.3025,6841.5337,3633.0130,5557.4424,-1200.0965,-3248.1828,3521.7527,1385.9430,-4152.5536,0.0000,-226.7107,-4843.1450,-6410.6775,1958.7011,4198.9593,-5162.2822,-2341.2420,-667.3303,-1467.7382,5853.5663,-1466.2118,-5870.7922,330.7662,-6871.4349,5217.9228,3378.0336,-4991.5819,6242.6741,-2364.5787,-719.7503,-5532.8716,3955.2118,361.5646,-4538.9636,4405.8393,-433.7556,3740.1639,-200.9649,-6338.3203,2082.2642,3493.8920,-3486.5285,5394.0406,4502.3495,6361.2611,-3613.1779,-5195.2128,2656.8402,-1337.0034,0.0000,-1647.5301,2566.5007,-418.4519,3138.7130,-6456.9185,5463.9652,-5451.3993,-4575.0256,5035.6076,-3247.1244,-4012.6934,1703.0067,4173.5376,5037.5969,2104.5182,3408.3495,6685.3743,2062.0413,-5309.0249,0.0000,-2154.5325,-4154.1358,6178.2442,-4210.7370,-314.9803,-5621.8950,-1346.0746,-2536.1614,6471.3741,-4780.1592,6166.0320,-4226.9114,-4324.3330,6528.9953,4465.9890,-127636.4286,-148325.0559,-128735.9330,-127138.5530,-130029.0331,-131239.4215,-135617.2216,-133712.4861,343989695.8294,343949324.5309,343989847.6807,343971601.5140,-131975.0636,343978917.8772,5543.3661,947.5700,5148.9736,0.0000,1561.2360,-5340.3049,5119.0436,-2124.1497,-3689.7920,-830.2600,5171.4705,4434.7593,-5406.6082,5507.0800,4900.0566,-2669.2643,-28.0023,-4870.9491,-2890.2956,4589.8406,-3360.9778,4306.2386,-5416.9273,-5405.3705,0.0000,1840.7928,3239.6572,1954.8603,4854.6294,4474.2935,1706.0807,5241.3666,287.1288,4814.1379,2263.4732,-5364.3056,3439.8501,2988.2520,-1163.1171,-1354.9442,5499.6894,-4761.6694,599.4855,-6554.6233,-411.3659,285.7661,1520.1258,301.6842,4605.1610,1860.7544,-2645.2573,-5381.8837,2800.9075,-2548.7607,3493.4678,308.7941,-5112.6552,-3516.7599,3977.6057,1938.9975,4199.0411,-2487.5634,-5011.2041,-4403.1194,0.0000,951.1075,-6029.1587,-6826.5929,743.5748,1256.7278,1787.8545,2707.7483,-4470.6210,-4700.2148,-3003.2640,-4242.2209,5516.6218,5425.0425,-2280.0770,6492.1532,4582.1947,589.7667,5217.1137,-3458.9953,0.0000,4581.2238,-4205.1045,1121.7377,1682.5623,-4045.7430,1443.3523,4533.3840,-4308.4171,-704.7020,4773.5216,-2174.1516,4293.5616,1760.2072,-2233.2568,-4575.3628,92465.7375,89151.6378,92545.0577,90501.9494,95815.2680,88941.5380,81393.3524,89597.5784,27979931.0222,27961843.3727,28003901.0596,27992185.5734,90164.4656,27991962.6567,
600.000,-4429.8759,6504.4880,-3233.1503,0.0000,-5258.4503,-4121.4110,-2424.4339,-4874.3998,129.2304,5901.2441,-5055.3974,1895.3150,-2300.6358,3037.0663,5181.3016,-2249.6968,2356.9203,-1122.7706,4283.2353,4567.8274,3357.5335,5589.8835,4146.8616,-1183.7166,0.0000,-6790.5966,1831.2688,-2464.3273,4162.0787,-2221.1942,-5513.3533,3221.9343,-6463.9936,-4182.8052,-1155.9551,3706.2217,-401.6641,-5003.5511,-2211.5375,-2917.4891,-753.2960,-1397.1357,-1363.8855,-2559.6231,-6736.5675,2997.9260,5441.3484,6689.4236,-3844.6210,-3847.9262,-5493.4037,3501.1826,-6737.1961,-1831.7025,6505.6295,-4829.8319,1919.0678,-1075.8171,4440.7152,2690.0876,-5609.1265,2930.9101,5115.1140,4002.6643,0.0000,-6682.5141,-2106.2873,-1287.0865,6142.2900,-3008.9638,4358.5355,-4555.7333,1069.0666,1843.9170,4670.5427,1673.3582,4481.2882,1617.7372,-2446.3287,504.7599,-3206.1665,2275.9278,4067.2673,271.5205,0.0000,3959.3000,-5244.6126,-1476.6515,-5584.4882,4322.9917,2329.3666,-5944.3062,-5947.6461,-437.7451,-2684.1362,3471.3862,-4199.1871,-5301.6085,1688.1850,-1260.6881,356796.0231,342820.7426,355465.3641,351576.2260,343313.7589,346185.5295,351169.2554,350523.8057,-68572297.2271,-68572062.4787,-68557201.4699,-68565511.4046,350750.0570,-68559801.7135,-1303.3381,-294.5058,2554.6532,0.0000,-3213.4583,-525.0055,3346.4943,-4653.6478,-6406.3754,-3453.8444,-1640.6504,5847.3813,-3515.1398,3459.1528,-2488.1017,6437.3674,6298.7574,4039.5347,5288.7587,-3241.1700,-3867.8278,2743.4359,-792.8220,-4018.2745,0.0000,1015.3109,-5210.2953,-6345.9215,-152.8684,5699.9693,-4207.3289,-4250.7976,584.3738,582.4512,5877.4122,-3492.0197,-6543.6610,1662.4289,-6635.5099,6139.8406,4652.7346,-4059.7288,6454.1130,-2113.9571,496.5440,-6031.4221,2493.5434,-1145.5797,-3475.2771,5612.9013,960.9290,2331.8615,1105.4373,-5453.8853,545.2981,4311.7937,-5127.3390,6432.4711,2686.0084,5233.1569,-2863.5698,-6198.4551,1400.1874,-3115.1103,0.0000,-431.9326,4454.7893,-2617.1658,1811.3785,-6039.8315,4090.5244,-5085.9948,-5895.5823,3883.3875,-4637.4069,-4240.2324,-335.5742,4554.2915,5463.6526,3439.3930,5092.7342,6364.2596,-106.5580,-5206.3692,0.0000,-4073.8442,-3098.5396,6117.3667,-2557.9411,-1809.2007,-5720.6502,118.3185,-920.6533,6448.4651,-3286.3457,5948.2052,-2491.3627,-2859.0354,6685.1324,5838.6336,-119883.8131,-141152.2643,-121491.0867,-119968.5039,-122679.7947,-123891.0820,-128227.3408,-126410.6081,342575742.1111,342535229.3696,342575711.3625,342557062.7604,-124605.8465,342564886.4641,5185.5662,2390.2644,5501.0247,0.0000,3194.7811,-5519.7638,5505.2357,125.5654,-2542.4144,721.5638,4296.0875,3126.2822,-5445.7972,5121.6774,3808.6498,-1268.1884,1760.1018,-5436.2725,-1205.6177,4014.8865,-4595.3181,2950.9354,-5402.8209,-5467.9881,0.0000,45.3291,4174.8892,160.1299,5407.7040,3187.7961,193.2301,4387.6549,2068.5046,5406.6806,3480.4669,-4658.9446,2211.1262,4327.3938,370.1220,192.6635,5052.0582,-5419.2031,2080.9842,-6139.9482,1400.1127,-1521.1077,3164.7353,-1239.8600,4332.5063,347.9404,-4077.0255,-5344.2652,1104.3851,-3691.0813,2280.9007,2089.4179,-4165.3502,-2310.2484,4586.0323,3512.9554,2806.9229,-751.9834,-4075.8610,-4718.9800,0.0000,-882.5185,-4903.3885,-6267.9772,2483.6217,-299.9647,3385.0589,997.5138,-3195.4110,-5383.9576,-1321.3163,-5156.7095,5222.9492,4870.2600,-3493.8868,5993.8652,3342.6520,-1533.7399,5264.7358,-4274.0961,0.0000,3965.7084,-3286.7934,2817.5568,3018.7160,-5044.5613,3095.8057,3286.5222,-3449.7242,-2183.5856,5393.1972,-406.7928,4549.7481,3364.7433,-472.3888,-3333.6660,92414.8815,89022.0298,92470.0449,90228.5091,95736.8377,89130.9029,81236.5707,89925.5812,27986624.4976,27968383.5440,28010916.1539,27998314.0573,90063.1323,27998599.3729,
