sl_100_86400_20300917 Coordinates.csv
2030/09/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:04 2024,
Start: 2030/09/17 07:47:00.00, Stop: 2030/09/18 07:47:00.00,
TIME_UNITS,STARLINK-3147 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-31581 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5183.3690,-1959.6225,-5902.7902,-4790.2703,6657.9388,6716.1273,2198.3395,2683.7192,-5117.2526,-1485.5785,-2516.2156,1164.1632,-4121.3451,-2200.1958,-1678.2897,-4887.8360,-4713.0386,2827.5725,3973.3200,-6011.4019,4421.4495,-3974.4954,4735.4056,2887.8845,5534.4408,-5167.7619,-3443.6424,-1350.4999,-3712.1572,-4855.4049,-5726.2952,83.0857,5822.6327,-5776.2144,33.8755,0.0000,2377.7288,557.7405,6590.8402,4738.6942,3437.5595,2686.7717,1191.0352,-5692.4248,-2575.0095,2516.8297,1353.4139,1875.5556,6256.0544,0.0000,-3153.6227,6774.0568,-2369.2088,85.5763,-3993.1465,3637.3575,5908.3461,-1160.6558,5425.4532,-2267.7582,3619.3886,819.2990,3387.1008,-6407.2945,3330.1020,5770.2511,1767.1990,1363.8840,-4321.9802,-1917.7567,-5537.1215,-4852.3070,3038.0269,-5242.2381,4095.4546,0.0000,-5877.5730,1833.7878,3709.7988,-6497.3074,-4480.4821,5192.1957,4799.3358,4273.8097,1096.0729,2301.0979,-6275.0917,4901.4049,-2951.2012,6287.6000,-3587.9011,6068.9680,1003.8205,-612.4805,-5261.6754,-5567.6567,-3980.9739,-4039.8819,-911.2194,-5572.6062,-194913.4637,-184115.9577,-203139.2157,-198719.1708,-190486.8630,-193483.1503,-198574.8654,-198947.0008,-294312958.7219,-294290645.7196,-294280952.0094,-294291523.8707,-198071.2593,-294297344.8481,2088.3276,-5701.0241,2870.7931,3225.1916,-1420.8248,415.5311,-5312.7002,5963.0635,-1487.1880,-6388.9201,4004.5995,4285.1322,1680.3725,-4333.7986,5692.2610,-1343.0425,-2559.2257,4296.5537,1567.0190,-1140.0725,2555.7435,4631.2781,2804.9611,5556.1371,2766.0003,3163.8932,-5813.9013,4369.8597,-5218.5093,-4892.3733,3745.0293,6866.4739,766.7618,-2314.7298,-5587.5911,0.0000,-4699.4980,-6599.9272,2119.0819,1584.1702,-5958.0122,3904.4129,6627.2379,1582.0469,4662.9439,6456.1828,-6433.6592,6630.8787,1563.5634,0.0000,6055.4614,423.2314,-5800.6365,6915.8422,-3122.5506,4378.9453,-2065.2214,-5603.9390,-2480.0643,-3615.3851,-3787.1869,-5179.5890,5382.4255,287.4856,-3817.7551,-312.8883,5741.2744,1500.3562,2970.7438,-6285.0556,3989.5301,1553.1533,-5980.6231,914.3790,-510.3693,0.0000,-2353.6528,-2982.8796,-2259.0813,457.2667,5186.3319,-1614.0448,-511.5383,-3556.0598,4948.5424,3535.7204,-2587.7291,-2098.8365,-2968.1828,-666.9342,5554.9906,-1631.6983,5647.9789,-2473.1260,-2063.0716,2972.2819,-4089.5973,-1887.8684,6271.8585,-1232.4993,-338416.7776,-308051.7500,-323270.6113,-325490.3170,-322707.8473,-321295.8197,-317069.0302,-320089.3718,172332226.0206,172349808.2687,172355517.8858,172353828.7750,-320848.0853,172343272.5824,4055.3049,-3252.8388,-2091.5912,3775.2287,-1270.7098,987.6500,-3892.8301,2094.5753,4273.6421,2123.3281,4877.4426,-5290.3758,5172.4666,4618.4469,3205.6980,-4722.4610,4350.1239,-4679.0802,-5502.3132,3247.5055,4495.4508,-3227.3839,3914.6273,-2912.5431,2895.8635,3245.1316,1564.3434,-5189.9681,-2577.3041,-361.3544,972.3174,-96.5033,3478.6875,2271.7863,-3886.1278,0.0000,4465.5988,-1704.5977,-326.5516,4633.1592,-43.4035,4997.3635,1377.3879,3217.7577,-4402.2968,167.3814,2261.6755,-753.9391,-2496.5226,0.0000,-703.5341,1333.9188,2613.1947,470.3019,-4704.8593,3401.5135,-2714.0613,3849.9633,3429.3370,5209.9596,-4477.5329,-4504.7616,2418.5463,2440.4280,-4634.2946,3753.6373,3240.4014,6591.0848,-4510.9225,1644.0335,699.0881,-4715.1704,-1431.8932,4427.8726,5493.5845,0.0000,-2690.6779,-5953.0861,-5365.8954,-2400.1030,-943.5142,4149.4332,-4786.9780,3882.2714,-4578.8815,-5454.3427,-1137.7105,-4450.0623,-5555.8974,-2749.5388,-1656.7962,-2871.2472,-3789.8750,-6465.8278,-3981.1199,2873.3759,3789.0640,5017.7461,-2418.2363,-3718.9699,143797.0829,138364.8866,144707.3332,142171.2690,147728.2267,141372.7243,133460.6136,140850.4898,96270555.3304,96231624.5989,96277936.0471,96260906.6716,142222.1243,96263374.7323,
3600.000,5348.6655,3958.3639,4886.5637,3585.0619,-4307.2498,-5680.9285,1774.5783,-3715.9374,4492.5588,2976.0938,-2455.0375,-4743.5881,3780.2910,4670.0784,-1349.8591,5507.5250,3885.2880,-2375.1442,-1521.5892,2732.0320,-6490.3183,2153.8473,-4797.6347,-3824.4577,-4013.6555,1154.4315,2662.1982,-1326.9429,4067.1634,5629.2045,4071.6935,-1887.3712,-6638.2407,3406.2957,3335.1826,0.0000,-2699.8656,2016.4634,-4809.8865,-5343.9769,-1073.7717,-5835.4590,-2678.3887,5250.6547,-221.2095,-4125.2036,760.3580,-3690.3963,-6644.7332,0.0000,-22.0941,-5010.4824,4864.0973,-2390.2658,5976.8178,-5719.7539,-2051.9393,-876.0595,-1533.6539,5329.2114,318.4041,3327.6960,-4862.4766,6219.7806,-2095.3388,-6077.0449,-4569.4492,-570.7142,2594.5990,4214.4713,2469.5576,3610.7214,-1106.2344,3150.4475,-3154.6577,0.0000,6585.0519,-5699.7022,-316.1397,4184.9522,2204.3614,-1264.9744,-5615.2996,-3330.5814,-4230.2562,-5374.1928,6011.0995,-2105.0713,5487.4084,-6237.9754,985.1940,-2719.0292,-3203.2988,4578.8627,3714.1484,2221.1331,4123.4235,3805.0200,-1111.4071,6549.9744,-103205.9185,-100787.9742,-116950.5919,-113283.3897,-103287.9241,-110314.8044,-111177.8271,-110217.4447,-328900279.7494,-328881004.2744,-328873016.4997,-328886377.2241,-111300.9476,-328885681.5686,-4375.8456,5434.1879,-4212.5904,-5879.0019,3473.5781,2259.8236,4832.4780,-2510.0620,-3068.0869,5776.4473,-4064.6484,-4382.2345,-5355.0383,-462.4226,-6555.6817,-2552.2506,-1666.2047,-1.4435,2235.0798,-822.2362,868.4689,-6547.2171,2159.4736,-1886.4917,1128.9568,-4004.1769,3070.9623,-6437.3842,1594.2135,2373.3529,-4509.7425,-5184.2726,1221.0644,-2094.8730,5918.5197,0.0000,6358.5231,6125.0412,-1105.1567,2828.8170,5425.1250,-3279.0316,-5538.0711,-3832.8608,-6673.8571,-4510.9243,6789.7114,-4408.7471,0.8550,0.0000,-5598.5510,2256.6503,4508.0567,-5349.1664,-403.6376,-2790.9665,3630.8880,1054.1311,3851.5554,-514.4740,5557.8859,4464.1751,-4148.9881,-1998.7817,6487.3292,3228.8103,-5043.9114,-6099.9320,-6059.1389,2884.2649,-5022.9587,-5101.8003,6013.3105,-4474.7289,4727.7569,0.0000,754.6268,3562.5449,5123.2887,-3090.6045,-5967.4898,4010.7362,3731.9024,5873.4734,-1291.8937,-377.1971,680.1673,5042.4524,3987.9977,2381.3873,-6309.2383,3310.3201,-6058.6744,256.8736,-1834.9563,-4601.1114,-347.0954,-3422.5955,-6217.6570,-1858.8771,-375384.1544,-345065.5791,-360944.0330,-360802.7752,-361599.3415,-360972.3497,-356358.6610,-361028.6388,90199217.6507,90214024.2962,90228928.8218,90221378.3089,-360144.3532,90209924.4312,-50.3600,-1301.2649,-2415.4479,-514.5234,4154.2801,2972.8209,4645.2201,-5207.6448,-4143.5546,2304.0611,-4874.5133,2426.9581,-1932.7362,-4803.0579,860.3085,3321.7396,-5475.4146,6520.6114,6403.7796,-6320.1506,-1874.6794,-350.0424,-4249.1179,5417.0710,-5420.7492,-5475.6691,-5625.0809,2132.8555,5330.8549,-3217.4392,3285.6803,-4092.7980,1044.3725,-5289.8371,357.1082,0.0000,327.9729,-2280.3021,4859.6203,-3158.8175,-4098.3492,-1663.0796,3062.0540,1742.0780,1756.8944,3262.2850,1309.9380,3864.4907,-1911.3975,0.0000,3959.2949,-4208.6060,1459.1140,-3711.2742,3439.6419,1871.6732,5384.8604,-6766.5099,-5503.8295,-4105.0917,4046.6515,4081.9702,2334.4163,2103.1944,772.2541,-451.3448,551.2797,-3183.6974,2078.0705,-4458.3069,-3974.1645,3000.1926,-3108.5766,-4255.5237,-3883.0976,0.0000,-1838.8257,1574.6875,4598.8047,4583.7780,-2721.4331,-5408.7972,826.9014,683.9697,5189.6553,4286.2239,-3286.5743,4271.3748,1495.6310,-1715.5005,-2389.7846,5406.3158,-509.3107,5202.9983,5518.2618,-4698.4659,-5470.3060,-4360.7227,-2474.5639,84.8156,143980.4525,138712.0577,144990.8017,141258.1387,148207.3393,144915.2518,133654.5100,143852.3362,96216811.5832,96176963.9233,96219096.1340,96200510.9136,142716.7943,96207343.8199,
7200.000,-3093.7685,-4253.4865,-1248.7717,-1018.2021,562.3011,1858.3274,-5210.6264,4538.0827,-2852.1699,-3809.6068,5797.7146,5808.0791,-1971.0819,-5345.2776,3870.3389,-4761.4566,-2953.3544,2994.7969,311.5617,637.7309,5479.4767,613.5975,3358.0014,4682.6229,1907.0217,3188.9224,-2422.2609,2794.4121,-4214.4511,-4796.3671,-163.3931,3989.7024,3865.7270,125.3825,-4878.5239,0.0000,1421.0588,-4236.4283,1464.7228,4063.2879,-2706.1644,6107.7317,3845.8555,-1105.5922,2465.6998,5021.1084,-2958.6309,5114.4675,4171.6138,0.0000,3903.7608,1838.0809,-5153.8533,4670.4701,-6187.8352,3768.2096,-2469.9594,-276.9832,-2612.5286,-5878.5047,-3481.1003,-6108.8357,4257.7304,-2882.9679,73.8205,3907.4273,5281.8432,-1836.2368,-400.8686,-5439.2588,1968.8908,-1805.0969,-2194.9727,-857.5500,1886.6047,0.0000,-4267.0443,5683.3571,-2091.2258,-982.9000,1399.7322,-2389.9029,3357.5509,211.7162,6273.9185,6640.6442,-3367.8050,-557.0782,-4978.7770,3172.6155,2660.7304,-1288.5975,3954.1043,-6875.4576,-2083.2067,1615.5022,-3902.4322,-2512.3909,3276.6557,-4205.1795,-5619.0942,-10722.7190,-23400.1909,-18183.9484,-9290.2091,-21132.4124,-16819.2881,-18774.6737,-341027714.7702,-341009462.4243,-341007470.3190,-341019985.8186,-17480.7415,-341013782.6286,4701.1849,-2170.9228,4214.2850,6089.6142,-5243.9733,-4622.7227,-3754.4927,-2035.6168,6134.9544,-2324.8862,3391.1714,3163.2008,5934.9510,4011.5523,3595.3211,5026.4326,5404.8548,-4260.2621,-5889.7340,4107.2936,-3392.6857,5798.7664,-5780.0583,-2408.3968,-5226.2028,4595.0225,1608.3911,5910.3803,2843.6209,1560.7125,4190.2619,1247.5591,-2917.0120,6002.1841,-3261.7333,0.0000,-4607.1663,-2777.3700,-1925.7862,-5431.1398,-3170.0634,1586.6154,1678.9962,4142.0647,6133.6440,730.6797,-4743.7598,612.6376,-2106.8987,0.0000,3449.8234,-4969.6668,-587.0822,2059.2493,3081.3189,-1532.5492,-4925.2042,4357.8608,-5026.8744,3257.6777,-5868.3582,-3045.1549,134.2911,3407.1034,-5835.9484,-4722.6245,1784.3489,6253.0278,6701.3598,1788.3591,4821.3550,6680.9324,-3532.0659,6715.4124,-6606.4598,0.0000,1733.8515,-1017.6728,-6516.0403,5558.8847,4904.6671,-5780.8911,-4546.6185,-4869.1427,-1839.7536,-1811.0197,2419.7447,-6742.7091,-3459.2718,-3475.4497,4254.5548,-5065.2738,3441.4510,392.2314,5532.6099,5644.4786,4574.8096,6228.9933,2560.6832,3959.1531,-387894.8653,-360087.6279,-375675.9521,-372677.2816,-377324.9554,-377698.7269,-372325.4706,-375740.2597,1913488.5313,1924684.2957,1947204.7281,1930609.8717,-376435.4845,1923445.2797,-4017.2769,4896.3247,5290.5388,-3096.4521,-4493.3353,-4636.3947,-2640.0828,4727.2899,964.1495,-5265.3188,1057.2697,1970.4583,-2758.8889,604.1952,-4206.2629,112.4100,3128.1014,-4611.6142,-3707.8482,5532.3092,-2204.8118,3681.4203,994.1075,-4469.5062,3959.8255,3991.3869,6285.3083,2237.2705,-4671.9132,4701.3533,-5501.2336,5437.0581,-4822.3206,2798.3359,3433.1344,0.0000,-4959.4339,4582.9433,-6502.1063,-714.6943,5463.8845,-2786.1760,-5451.0886,-5195.5413,1992.8415,-4729.3621,-4144.5706,-4645.1066,5081.5299,0.0000,-4471.1326,4438.6599,-4390.3524,4681.3901,-17.2991,-5248.0595,-4022.5571,5337.9136,3904.3199,-568.3217,-948.8984,-1082.1412,-5314.5603,-5223.1973,3598.8443,-3165.3713,-3947.0586,-2282.8653,1646.1300,3613.7802,4457.2821,498.8504,5442.2406,1463.1702,-362.7504,0.0000,5095.5833,3779.4835,-882.0816,-4043.6770,4662.7603,2776.2294,3759.1371,-4728.2257,-1967.3251,-325.7955,5480.2224,-1563.3307,3391.9606,5024.7542,4604.0871,-4521.1259,4434.1533,-918.7038,-3582.5227,3686.0727,3281.7723,-221.1443,5345.9468,3597.9124,144136.8748,139086.0712,144653.3621,143783.6456,148305.0368,143030.3747,134447.3960,142188.2738,96162440.9908,96122856.4204,96159856.8207,96141670.8934,143199.9844,96151299.2152,
