sl_100_5400_20301027 Coordinates.csv
2030/10/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:24 2024,
Start: 2030/10/27 07:47:00.00, Stop: 2030/10/27 09:17:00.00,
TIME_UNITS,STARLINK-30259 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-2049 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,355.2972,-3346.1398,-2957.8519,-407.2642,4831.0025,5881.3126,-4411.8215,-4169.6381,-4505.6398,4676.2200,726.3241,2926.0623,-3372.9514,-3948.4058,-3951.4261,380.4747,-3991.4640,6897.3385,223.2298,-901.5853,6660.1899,2673.3454,-4174.0577,-2887.6826,-5790.2114,2787.5256,2462.3351,-2204.3040,1882.3043,4004.0385,3311.5026,-6463.4789,-6425.9689,3253.4746,-2308.9179,-1372.2413,-1746.6911,4395.2005,-1766.0426,-3331.3336,-1443.3252,3185.7801,-2536.4760,-2315.9188,126.0070,4605.4801,367.1474,-1145.0961,3803.9825,4178.6690,3477.9555,3951.3527,2275.8591,3469.0598,2888.1351,-3660.3732,-6897.5587,-479.0947,2316.4403,6621.3327,318.6886,-2952.1949,-64.6416,6223.8760,-5802.5351,4751.3478,2427.0722,1781.6189,0.0000,-3982.4187,-3946.7384,-5196.2273,-4220.4619,3697.6606,6188.3715,-1408.4839,-1228.5010,-4040.9872,5009.3768,4481.2313,3963.3081,-5948.9382,5067.6887,2808.4106,-1248.5589,-373.5108,507.2644,1941.9867,-689.3843,-5069.9122,411.0891,3771.3362,-1800.4063,-6436.3085,-4785.5320,6579.7497,-2244.8831,6665.3626,2020.8815,-3049.9757,-135786.3143,-150260.1729,-149524.1718,-144551.5204,-139817.2473,-143140.1159,-149687.0907,-146776.1785,-306846696.9418,-306862959.3254,-306837465.0866,-306839415.3623,-146904.2895,-306842857.2916,6295.6512,-2883.5046,3333.3229,-5376.5227,793.2021,3122.0563,-210.3410,351.1266,2430.8204,-4478.1058,-6802.3189,-3469.8307,-2363.4686,-4373.7896,5396.1199,6730.7806,2144.3089,26.7469,-4122.4183,6343.7040,517.2504,6187.3071,-3740.2077,-5940.2942,-394.7007,-4423.9689,-2159.2973,-2376.4945,-3798.5533,1126.0926,-3367.4739,-518.6582,913.8136,-3040.1452,-1961.3767,4142.1840,6478.9377,-1791.8062,4938.2842,3839.5321,5467.5800,941.4938,5357.9652,4392.5168,5054.9550,3013.0144,5056.5691,-4490.6659,5258.3024,52.9046,-3636.5660,-2139.6260,5764.7055,4277.2707,-3073.2136,5592.1322,-261.3080,-5305.9891,3296.1122,-1930.4894,4222.4270,5950.2450,4088.5103,2326.3373,1541.7825,2807.4273,-6248.5944,-6412.0690,0.0000,-2837.0825,-3171.5176,-2442.3494,420.3464,-5080.8213,2881.3864,-6763.9739,-4075.3528,-4826.5958,-657.5736,-4525.5842,4563.2380,-3409.6094,-18.5016,3046.7856,5283.0576,-6659.7086,-785.9778,-3571.5974,6777.3033,-4249.2648,6596.9932,4893.9754,5550.9656,2526.9271,-2035.3896,-1811.5558,3833.8475,756.8167,-4965.6300,3216.6778,298550.6667,331333.5519,308300.3087,309317.2364,316639.6328,315809.1559,315916.1386,314176.4488,79213051.7054,79270204.1668,79250224.0649,79239488.3950,313263.9822,79232066.7680,2821.6311,5282.3078,5132.2867,4280.0774,4780.8608,-1399.5076,5265.4617,-5454.3178,4600.9425,2398.4554,162.7597,5165.2503,5437.2787,3597.6345,-1672.0453,1574.2130,-5190.3260,-824.6799,5514.4365,2812.0791,761.4932,1288.2889,3707.1106,-1790.6278,-3777.4937,4117.8877,6051.0277,6129.1737,-5461.6726,-5462.4213,-5053.0069,2440.8974,2423.2485,5272.2720,6219.7345,5282.0737,1450.2144,4913.4830,-4464.1128,4723.9812,-3849.3139,6081.6622,-3536.7894,-4630.2885,4708.5244,-4142.0716,-4724.2595,4898.1040,2454.7597,5498.8966,-4672.7044,-5120.2420,-2873.5290,-4130.3011,5400.5452,-1652.1274,559.8433,4387.0183,5351.6048,-362.1617,5301.2651,610.0566,5466.7566,2002.3770,2993.3905,-4024.3036,-1785.5509,-1803.9570,0.0000,4853.4219,-4674.9770,-3852.1656,5356.7469,-2952.0538,1252.4057,65.6794,-5407.8597,-2770.6618,4654.1446,-2236.0200,-3170.1928,-1155.5943,4618.8084,5529.2137,4234.3290,1609.3613,-6870.3331,5415.4738,1110.0785,-1933.1221,1984.3546,-3080.4369,-3718.1906,-366.6808,4630.4436,718.2823,5270.3174,1724.1448,4276.2497,-5272.5165,-104466.8974,-108963.1217,-104849.1150,-107512.0384,-101865.8421,-108047.0274,-116111.5199,-105820.8378,39747868.2677,39748406.9364,39757401.0235,39746471.8135,-107344.5589,39741460.0658,
300.000,2017.0692,-4962.1778,-878.9958,-2033.8254,5736.6477,5838.7750,-3694.5599,-3537.0435,-4279.6985,2975.0392,-808.7294,1779.0842,-4591.4915,-4287.5749,-2491.3889,1887.4444,-2272.8841,6302.8710,-1940.9899,680.6349,6600.0293,3543.8005,-4770.5119,-4063.8326,-5053.8358,759.0716,285.9989,-4154.3399,-250.0252,4202.3575,1275.5049,-6774.3351,-6379.2474,1286.4212,-259.9851,411.4803,-354.1191,4256.9677,93.8772,-1527.1031,330.6056,4602.1697,-1073.9247,-232.1098,2251.8522,5976.3744,2474.2851,-2727.8440,4583.5193,4260.6747,2676.7324,2212.7221,3175.3065,5064.5860,946.9824,-2674.9776,-6743.4423,-2429.5618,4011.9829,6043.7316,2352.4600,-1606.7997,1194.5464,5576.2633,-5867.2733,5023.4715,1491.7007,619.4991,0.0000,-4157.5949,-4167.4657,-6355.1038,-3372.6301,2509.0095,6287.8719,-2804.3663,-3284.6622,-5456.7289,3671.0930,2757.2166,5451.7587,-5665.6085,5702.2011,4217.0674,584.0176,-1915.2259,2511.3982,-16.8601,520.1650,-5257.7400,1676.1645,5279.1410,209.1104,-5651.2073,-5662.8537,5693.9163,-760.5589,6882.1329,790.9033,-1893.3552,-141920.7023,-157119.7081,-156171.4057,-151296.8005,-146319.7727,-149785.1682,-156161.9124,-152894.6193,-308500897.6946,-308518090.4612,-308492228.7493,-308494098.0943,-153424.6439,-308497129.0796,6448.9881,-1652.5660,3980.9942,-5897.3451,-843.0404,1683.9781,1841.6250,2438.4876,4217.0977,-5095.4398,-6580.2285,-5096.3875,-589.2632,-2560.9940,5522.7334,5980.3548,3446.4846,-606.4386,-4011.3151,6816.8069,-718.2151,5072.5236,-1744.5475,-5503.6829,1502.5454,-4302.6962,-2343.9279,-2216.7444,-4234.0177,-1045.1291,-3988.3253,1063.0035,2522.8842,-3949.5995,-1140.8686,5147.1411,6112.5892,-3706.7622,5777.5404,5005.7228,4747.7825,2122.4635,6404.8231,4223.3512,4733.9496,2055.9268,4698.2930,-3025.1566,5199.9227,-2073.2001,-5281.9561,-3436.4541,4308.9994,3784.2128,-4084.7449,6340.3143,1239.8530,-4429.2596,1911.9882,-3008.5405,3385.8358,6017.5299,2427.6778,1365.7054,2982.7968,722.6335,-5671.6613,-6865.7933,0.0000,-742.0919,-1117.3499,-1355.3153,2441.3898,-6270.3535,1245.4100,-6144.1693,-3719.4719,-3948.9815,-2238.4382,-5102.2776,3654.7398,-2510.8908,-1723.0312,1401.3694,4526.7195,-6590.2380,223.1595,-4511.8327,6847.8853,-2748.4706,6693.4332,4085.0003,5288.8502,3821.5402,-158.7697,-3136.6148,5208.9438,-769.3049,-6159.8795,4884.4311,295646.3601,328146.3636,305196.7729,306250.5827,313513.1224,312530.5450,312766.6027,310748.2270,72491871.7567,72548639.7856,72529373.1356,72518845.3212,310089.7354,72510824.9227,1446.6979,4480.5760,5437.7539,2915.9675,3637.0357,-3063.8527,5494.0051,-5366.5799,3362.0234,3582.4976,1686.6285,4261.6038,5010.8283,4763.7000,-3291.7795,2927.7120,-5516.2949,-2862.3437,5253.4006,1439.4257,-1074.9399,2961.2518,4397.4463,9.5420,-4489.7579,5018.7719,6461.4538,5092.2995,-5460.4598,-5327.7039,-5504.9897,1004.6728,984.5417,5510.5512,6817.1383,4504.9448,3100.4354,3851.6996,-3746.9695,4557.7237,-4914.7369,4729.7402,-2337.4519,-5311.0417,4501.5315,-2736.9027,-4452.2866,5372.3679,379.8586,5025.8658,-3475.9493,-5450.5409,-4246.2041,-2721.7338,5419.1350,151.4691,-985.1155,4701.1508,5012.6583,1446.9442,5388.1830,2381.1789,6265.6372,3892.4274,1310.1783,-4572.2897,-3709.5036,-9.7357,0.0000,5441.4921,-5374.0675,-2359.1677,5417.0001,-1603.3243,2655.2191,-1464.8982,-4768.5230,-1384.3479,5355.3885,-3455.1717,-1868.7687,-3158.6828,3399.7216,5291.1652,5151.9261,82.5143,-6459.3827,5050.4957,-707.5156,-3509.2242,206.7637,-1758.5809,-4457.5171,1174.2718,4051.2969,2192.1819,4451.7127,211.7207,2912.9254,-4472.3547,-104554.6174,-109066.0731,-104918.2441,-107741.5264,-101927.3533,-107827.8247,-116230.2830,-105839.0868,39743250.1626,39743365.5044,39752369.7283,39741334.7417,-107416.9029,39736620.2598,
600.000,3469.1846,-6097.7380,1278.0684,-3429.6176,6078.4176,5208.0174,-2661.7809,-2606.4237,-3658.2859,970.6112,-2278.4885,498.9994,-5377.5047,-4251.1595,-756.3471,3238.2810,-359.6445,5070.4041,-3907.9322,2185.7630,5824.5033,4085.9456,-4902.8010,-4821.6716,-3859.9657,-1374.6873,-1916.6639,-5675.0157,-2344.4525,4034.7990,-876.7082,-6430.6302,-5718.1072,-786.3477,1776.1019,2116.7143,1106.5440,3722.1006,1918.7884,397.3904,2109.3774,5482.5017,472.1144,1893.7014,4159.6442,6745.2375,4343.2178,-4066.9486,4891.5066,3974.3070,1643.2257,277.2830,3796.2903,6139.4683,-1061.7002,-1417.5916,-5933.4464,-4165.8215,5301.1043,4856.3971,4163.5875,-58.1767,2398.7141,4383.6344,-5300.6725,4831.6760,360.9261,-604.8864,0.0000,-3977.1793,-4031.2447,-6882.2779,-2235.0930,1093.3132,5795.3104,-3939.5516,-5007.3242,-6324.5641,1998.0740,730.3864,6380.0195,-4831.8881,5781.4930,5248.4905,2395.4398,-3264.4546,4204.5774,-1941.9936,1685.6260,-4949.7335,2771.0789,6262.0863,2218.2386,-4311.0652,-6029.1130,4235.1186,756.4702,6430.4170,-487.1260,-594.5888,-147993.8632,-163911.4772,-162749.3016,-157988.3922,-152755.9874,-156373.8500,-162569.2585,-158972.8402,-310007895.8074,-310026010.5860,-309999802.5180,-310001611.5002,-159876.4507,-310004195.3637,5977.8862,-303.0364,4273.9139,-5844.8988,-2358.9755,42.0276,3731.6087,4295.0661,5564.6443,-5245.7270,-5695.6520,-6222.1793,1206.6062,-479.5721,5123.0087,4653.7363,4456.2580,-1215.6309,-3557.3930,6652.8693,-1888.4185,3432.4214,438.3505,-4500.2320,3282.1178,-3758.0990,-2370.7013,-1898.2587,-4309.7855,-3101.6493,-4275.3403,2532.2093,3878.8076,-4523.2457,-109.5645,5663.1561,5139.4068,-5225.6362,6071.7129,5724.1077,3582.0215,3128.5236,6827.5720,3670.0876,3994.0142,922.8663,3927.8712,-1275.3582,4614.3672,-3981.5545,-6390.1355,-4430.1972,2408.9555,2938.7337,-4734.5716,6448.4361,2629.9189,-3156.9544,368.9517,-3801.3034,2250.8501,5429.7095,551.6458,220.0332,4085.5574,-1440.5387,-4539.3395,-6628.8835,0.0000,1433.1627,1055.4992,-159.8402,4235.7165,-6852.4711,-531.2266,-4920.0999,-3043.1165,-2691.0442,-3641.2877,-5174.4985,2391.7771,-1323.5409,-3222.9750,-340.6259,3359.9062,-5861.5144,1289.5780,-5024.3024,6232.8535,-948.0357,6120.2903,2890.5133,4550.4360,4754.3463,1707.2644,-4168.9298,6087.8068,-2218.5848,-6733.4448,6077.5845,292617.2139,324816.0680,301959.0450,303056.1897,310251.6461,309099.1121,309483.3529,307151.2796,65736233.1374,65792593.0645,65774043.3271,65763693.1255,306779.8557,65755121.8612,-84.6884,3190.6765,5127.8696,1233.5218,2089.2418,-4381.8712,5120.9542,-4691.6775,1756.0457,4378.4846,3022.5460,2891.6264,4023.2999,5414.2425,-4553.7013,3966.3436,-5242.9171,-4595.9028,4421.0695,-83.0745,-2785.4978,4307.2700,4572.1961,1808.6153,-4720.7888,5315.7450,6167.7465,3512.5593,-4872.0100,-4607.8381,-5365.5852,-539.2855,-559.7484,5152.8528,6683.9608,3229.6699,4408.8612,2360.1292,-2621.2397,3906.0772,-5434.3467,2872.6099,-884.6078,-5388.8459,3808.8883,-1033.0914,-3703.9890,5224.0471,-1735.6151,4010.4239,-1896.6954,-5168.4179,-5145.0865,-1015.6509,4839.1098,1938.4643,-2424.3152,4506.2883,4082.0142,3099.1792,4862.2029,3866.1150,6365.2626,5366.9940,-527.4789,-4609.9298,-5237.9905,1785.5214,0.0000,5437.7870,-5489.5628,-611.4285,4873.7151,-83.5587,3774.5194,-2837.1436,-3608.7351,153.8273,5469.0520,-4274.4547,-357.6459,-4827.2260,1805.2424,4482.8706,5507.7462,-1453.4613,-5360.7799,4107.6601,-2448.4093,-4703.5849,-1593.2828,-246.0060,-4717.9890,2588.8775,3044.9600,3423.9720,3149.5736,-1323.4491,1227.9448,-3185.1433,-104642.4495,-109168.8282,-104992.0489,-107969.2312,-101991.5133,-107606.4444,-116344.5813,-105977.8063,39738629.1235,39738323.8261,39747334.5281,39736178.3380,-107489.1653,39731780.5178,
