sl_100_5400_20300227 Coordinates.csv
2030/02/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:27 2024,
Start: 2030/02/27 07:47:00.00, Stop: 2030/02/27 09:17:00.00,
TIME_UNITS,STARLINK-4710 - X-Coordinate,STARLINK-3505 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5277 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-5377 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-3505 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5277 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-3505 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5277 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-420.3200,-811.8241,4357.6604,-1845.2877,0.0000,4365.9050,2983.2546,-1278.9093,539.1437,-2794.8633,361.3390,1593.7266,-680.9767,-127.7355,3652.6657,4728.0398,6715.9394,-6170.4158,-4022.7887,1784.6379,-1045.5037,3442.7158,4308.5199,-1028.1891,-4609.7858,-1711.1088,-2515.0123,5135.7508,-4044.9483,0.0000,4055.8520,5449.4309,-856.4918,-2495.2009,-4454.0276,0.0000,-3475.7064,894.2176,1195.3783,754.0439,2790.2242,-6605.7839,0.0000,-5600.2819,-3119.1668,-4653.0042,5029.3186,-1164.9742,1180.9800,5518.4807,2993.7590,-4408.6786,-514.5652,4157.0683,-5361.0123,6192.2276,5674.1899,1638.8784,-1759.6109,-1095.1118,29.9592,-5717.2286,4089.5827,-5709.0757,809.6404,-3223.0193,-5340.3318,1107.4333,-6682.5457,-4190.4029,5777.8357,-1757.8773,2320.7291,2041.2630,-4291.2861,-3076.9996,21.0642,2003.4013,-2789.8469,4997.6362,389.7617,-1344.1359,-5169.9198,-2653.6848,3883.8717,-4807.3513,-6389.3756,4679.9382,-4840.0009,-5462.0813,648.9018,894.5979,-6042.9389,5595.7759,-5641.1806,6641.2205,1188.9997,0.0000,-2141.5730,1806.4544,-349198.0232,-362437.9590,-341911.3972,-345146.6589,-353699.1834,-351616.1578,-347746.4952,-346328.7876,-23904831.3616,-23945776.4042,-23942113.9395,-23909695.9477,-347220.8880,-23919745.2571,6662.6851,-5427.4657,921.2273,-5926.3651,0.0000,4120.1069,-3985.1398,-6683.2587,-4998.8105,6297.3647,6212.1454,-6490.5670,-644.6091,-4468.8575,1972.4142,-4112.8743,-1433.9711,243.9550,4895.9691,1559.9531,-5590.3245,2899.7165,-5292.7372,6382.1099,-2125.4099,-6620.5886,6244.9862,-109.0002,1536.7223,0.0000,-4641.1084,2423.4891,6838.9679,1264.4832,612.9607,0.0000,-5367.7973,-5432.7535,4263.0851,4103.8582,-4072.0174,1670.1450,0.0000,4072.6917,-4140.3710,-3153.7084,3000.6179,-5998.8933,-5084.0540,-4002.6141,5570.7660,-3732.6945,-4966.9748,-2143.2829,920.9055,1734.0743,2464.1953,-6692.2021,-4151.1868,6196.0734,4178.3208,3812.1914,-2543.1160,-3865.0132,-4665.8797,-2794.1455,-4136.8070,4013.2653,59.3334,2034.7654,3674.0894,5401.7893,-3798.6598,-5931.9972,-4162.6701,2656.5851,-6698.4173,-4294.9952,-5368.7947,-1749.4926,-6671.6313,4120.2916,-2737.1343,-6147.4858,3032.8512,-3443.6129,-2261.6180,2139.0835,496.6049,45.9018,6243.9323,-6815.6087,-3089.6713,1492.7115,3178.3594,-1836.8180,-5049.7879,0.0000,-6487.6634,6705.8642,37363.1926,13849.7568,28232.4739,30868.6880,30183.2952,28336.8567,22555.5564,26295.0144,341160778.9709,341129056.0192,341154673.9102,341169997.9052,26211.8072,341168069.9610,1735.5777,-4180.9592,-5220.1634,-2906.8335,0.0000,3360.2048,4758.1553,908.0903,4620.4588,-417.0874,2827.0385,1411.0956,6851.7077,5279.5822,-5474.6610,-2891.0410,-347.5792,-3089.2846,-2645.0081,6501.3759,3716.7029,-5207.9713,-496.7362,-2363.0518,-4719.0416,927.8666,-225.0322,4610.1626,-5425.5613,0.0000,3138.4680,-3546.9613,566.0343,-6394.6395,-5183.8503,0.0000,2477.5545,3884.4071,5177.9578,-5502.4049,-4844.4853,-1010.6629,0.0000,-116.1720,4599.2809,3934.0343,3662.0183,3204.0510,4550.8980,-1204.2828,-2726.1058,3749.1090,-4641.5251,5061.5804,4246.6330,-2321.8261,-3112.6309,-364.2224,5211.0558,2575.4503,-5456.2490,-868.0016,-4843.9839,-888.4402,4877.5862,-5382.5085,-1473.6473,-5528.0343,-875.0309,-5053.3225,-384.0792,3862.1762,-5059.9623,-2920.0576,3251.6868,5393.3767,1680.0621,-5024.5489,3245.6032,-4401.4549,1235.5424,5377.7318,3597.8434,-1446.5429,-4773.3627,-3538.2420,1394.1537,-4702.4327,4547.4525,4104.6398,2738.1664,953.9759,-1376.5400,-3518.8957,2459.8855,703.2713,4481.2467,0.0000,-907.6860,61.8478,-140180.9338,-141766.1302,-137559.4943,-139332.1146,-134266.4607,-141467.3287,-148600.2501,-141457.0405,-4473021.0267,-4486561.9536,-4483733.8263,-4490257.1759,-139895.1510,-4484928.9129,
300.000,807.6253,-2439.6083,5205.9733,-3518.4381,0.0000,5692.6866,904.6283,-2451.4286,-1626.9268,-1603.5658,1671.0651,213.2843,1205.1065,-2113.3452,4325.0250,3071.0408,6212.0198,-6554.8801,-3223.9249,3102.1000,-2717.5706,5058.6386,2993.2715,194.2806,-5363.9316,-2742.5092,-1223.4605,5743.5747,-2415.1398,0.0000,2969.5897,5979.8514,356.0642,-4444.3530,-4654.0118,0.0000,-4730.9076,-514.9339,2896.1557,2854.5350,703.9717,-5721.4176,0.0000,-5581.8014,-4822.1129,-4563.5766,6230.3574,-2339.7869,-791.7162,4571.9083,3711.8271,-5793.7387,-2628.9235,2411.6072,-5719.9942,6777.0154,5560.2573,415.6752,-3736.0149,689.0542,2162.1701,-4577.8960,2219.0152,-5380.8356,-1206.2282,-4096.1118,-6120.6095,3081.5954,-6512.6484,-3877.6939,6049.7075,48.7507,911.4598,554.4586,-4878.0910,-1656.4138,-1238.8671,-120.4588,-4242.0779,3369.9587,-1143.8739,487.9836,-6329.0967,-3518.6911,5456.9258,-6071.3142,-6871.7084,5169.7817,-5294.8675,-6076.0327,2315.2535,-673.9436,-6186.1046,6364.4350,-4188.8297,5767.6936,-968.5811,0.0000,-3115.7563,3160.3925,-350016.0347,-362720.3956,-342373.2821,-345623.5528,-354241.3264,-352017.5746,-348287.4140,-347030.7422,-31347688.1487,-31387755.4931,-31384539.7857,-31352572.0150,-347718.6543,-31362532.9910,6852.1610,-5822.0473,-908.6375,-5673.7438,0.0000,3443.3843,-4177.6057,-6349.0801,-4825.5709,6565.0310,5118.3498,-6094.2022,-1898.6016,-4843.3986,-100.5062,-4476.0299,-2553.3431,1619.8678,5989.9744,-192.5620,-4381.0401,1716.5200,-6059.7715,6851.3751,-134.6735,-5750.6069,6310.5911,-1804.9215,351.4180,0.0000,-5974.5898,3200.1864,6794.6111,1311.0858,2609.0581,0.0000,-4912.4375,-6276.6485,2899.9200,3775.7433,-4197.8881,2710.8055,0.0000,3513.0634,-2958.3867,-1228.1923,1625.4006,-4683.8455,-5667.9573,-5185.3315,4066.6602,-2982.5126,-4590.5561,-3377.6556,2580.8336,231.8129,546.1196,-6731.5473,-3836.5340,5654.8884,3718.9992,4508.1171,-3535.6337,-4184.3685,-3957.1411,-793.1960,-3195.1906,3115.9578,1584.0802,3958.4394,2410.9521,4781.7923,-5232.0182,-6716.5844,-2272.2343,4285.5029,-5940.1089,-4185.6245,-5152.3074,-2939.2952,-6693.6419,5066.5172,-1717.0178,-4996.0886,2038.3822,-2592.2948,-817.2945,48.2474,2304.2590,1605.3477,6306.4193,-6476.5372,-1440.6100,-162.9248,3864.6512,-3155.4051,-4924.8027,0.0000,-5558.5387,6010.2288,29854.9211,6263.1056,20804.5519,23380.0578,22887.6241,20991.6792,15303.0039,18583.1859,340559067.3367,340526801.3730,340552416.1679,340568892.4538,18921.4683,340566396.6771,-61.9050,-2782.1541,-4376.3987,-1546.3182,0.0000,1758.7588,5397.8350,-911.4477,4549.7096,1394.2458,4206.6849,3072.8233,6539.1427,4467.0764,-5337.3582,-4263.1190,1464.8290,-1439.4499,-924.6440,6183.2816,4423.1562,-4340.3789,1056.2694,-611.2863,-4386.5451,2645.7645,-2019.2481,3379.5730,-6496.7068,0.0000,1830.8546,-1461.8553,-1247.4586,-5220.1093,-4314.4339,0.0000,740.0983,2403.2438,5441.5673,-5028.2937,-5452.0857,-2716.7780,0.0000,2105.5523,4004.6155,4971.2831,2504.5677,4490.8414,3901.0647,336.0142,-4138.1336,2234.2076,-4299.7698,5500.5781,2875.9319,-861.5694,-4092.6649,1445.7565,4338.4738,3707.8412,-5359.2795,-2590.7071,-5407.2110,1352.2450,5393.7750,-5455.4167,333.7218,-5356.2539,691.7707,-4065.3554,-2153.5574,4928.6784,-4148.2691,-1564.2329,4163.9980,4951.2490,3293.3175,-5492.9379,1621.4595,-5236.0496,-317.2264,4670.0021,2046.4701,-3098.4548,-3623.6107,-1973.3819,-138.6793,-4674.9768,3323.0220,2687.4446,1345.1299,2395.9785,-2762.0693,-2319.4147,3932.3034,2174.0339,4668.9859,0.0000,-2629.1132,-1464.9026,-140173.0675,-141753.0458,-137488.3838,-139465.3360,-134201.2692,-141143.5413,-148623.0994,-141496.3496,-4466399.4049,-4480208.5050,-4477479.7936,-4483274.3945,-139856.9423,-4478369.8686,
600.000,1955.1915,-3799.2578,5561.9564,-4827.4801,0.0000,6437.4092,-1271.2604,-3384.4660,-3629.7690,-236.7680,2854.7133,-1221.6885,3011.4135,-3866.5739,4616.6031,1090.8758,5074.1704,-6289.7697,-2106.3689,4164.6552,-4145.5315,6180.6213,1366.9630,1390.2057,-5635.3154,-3528.8837,221.4621,5803.4314,-479.6658,0.0000,1611.1511,5848.9968,1547.2345,-5929.2744,-4425.8717,0.0000,-5497.5527,-1842.1954,4338.9554,4670.1649,-1459.6592,-4257.7216,0.0000,-4935.0597,-6070.0341,-4062.2105,6825.4436,-3330.1813,-2665.9226,3177.2904,4103.1484,-6589.8933,-4475.7189,453.8127,-5529.7616,6675.8556,4939.9056,-865.3915,-5330.0787,2431.5615,4086.2070,-2972.1308,139.5022,-4480.6329,-3125.4712,-4611.7354,-6292.2797,4772.2609,-5651.7742,-3217.8048,5718.7185,1886.8725,-552.0777,-971.5875,-5005.4904,-108.1130,-2411.5720,-2243.9872,-5251.0187,1424.6075,-2562.6470,2236.5271,-6844.7184,-4058.2556,6479.1518,-6720.2144,-6684.4243,5211.3358,-5186.4924,-6080.3510,3737.5001,-2199.4064,-5745.6521,6480.3210,-2312.7693,4330.2398,-3035.1992,0.0000,-3806.1367,4223.4259,-350671.5937,-362843.2505,-342683.7168,-345945.1324,-354629.9307,-352249.8482,-348676.9017,-347612.1495,-38775673.6808,-38814851.5599,-38812076.9720,-38780624.8634,-348063.3955,-38790451.6091,6354.2191,-5654.0410,-2612.6699,-4861.7286,0.0000,2437.6428,-4011.3976,-5366.0027,-4208.0942,6180.6039,3511.9377,-5082.0471,-2869.4628,-4782.9696,-2141.3645,-4437.4935,-3430.1143,2818.6895,6469.7454,-1872.5014,-2745.6980,407.1757,-6220.3216,6628.3213,1847.8933,-4300.1441,5705.9794,-3292.1349,-792.9595,0.0000,-6722.3508,3646.0433,6075.3266,1146.3820,4320.2350,0.0000,-3962.0581,-6454.8705,1281.9113,3128.3532,-3968.9376,3509.3358,0.0000,2592.9520,-1526.7341,844.6743,114.9312,-2911.7462,-5732.5886,-5864.8747,2146.6884,-1956.8999,-3788.6614,-4328.6935,3959.2610,-1285.5594,-1446.2035,-6098.8070,-3185.7146,4554.0053,2943.9611,4783.9051,-4223.1347,-4034.9530,-2890.0231,1263.7718,-1931.5131,1966.9412,2947.9229,5472.1405,881.8795,3720.0381,-6124.4066,-6848.4024,-142.4423,5488.6244,-4596.1738,-3720.8139,-4426.2085,-3889.4026,-6025.1819,5547.8939,-545.9507,-3325.5931,877.3764,-1502.1160,707.9643,-2035.9763,3827.5936,2973.2677,5741.5926,-5518.3401,368.5317,-1780.6175,4212.0037,-4187.9018,-4352.1299,0.0000,-4064.8688,4732.0508,22325.2304,-1328.6980,13366.0929,15868.8278,15580.4916,13635.0904,8039.2703,10877.1057,339795002.0600,339762214.4620,339787820.5587,339805426.3246,11621.7414,339802372.9190,-1852.6892,-1081.2306,-3050.4869,-14.4168,0.0000,-35.2146,5449.7422,-2630.5693,3970.6395,3054.1504,5117.0061,4390.6638,5524.8896,3174.6276,-4615.0448,-5173.6481,3116.3418,366.4403,897.6647,5202.8223,4627.5705,-2998.9883,2491.5247,1207.3949,-3584.9073,4076.3165,-3578.3359,1783.0550,-6878.0502,0.0000,325.9917,779.3949,-2926.4928,-3499.6409,-2969.7021,0.0000,-1079.1767,642.3954,5093.7643,-4011.1146,-5474.0166,-4126.7140,0.0000,4100.9355,2981.6053,5460.7392,1076.2759,5290.6460,2833.0015,1840.1191,-5099.2652,475.5513,-3475.0059,5342.0751,1193.5233,694.9205,-4633.9361,3098.5285,2994.1492,4419.8005,-4675.4012,-4035.5610,-5367.6349,3449.1139,5300.0034,-4929.8629,2105.0069,-4609.9381,2177.9065,-2631.5058,-3685.0989,5453.9478,-2754.6734,-39.8976,4605.8657,3938.3258,4549.9330,-5368.8008,-181.2372,-5500.4246,-1833.9921,3458.1160,269.9617,-4407.1001,-2074.0922,-193.3683,-1656.6051,-4156.0933,1696.8242,970.2296,-197.1602,3582.1201,-3851.2028,-854.1814,4982.8235,3411.2257,4341.1394,0.0000,-4064.3813,-2835.7267,-140165.0048,-141739.7559,-137421.6865,-139599.8823,-134138.8918,-140814.9677,-148641.3415,-141414.3266,-4459783.1379,-4473854.9301,-4471225.8961,-4476278.7415,-139818.6374,-4471810.7663,
