sl_100_86400_20300401 Coordinates.csv
2030/04/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:50 2024,
Start: 2030/04/01 07:47:00.00, Stop: 2030/04/02 07:47:00.00,
TIME_UNITS,STARLINK-1443 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-1673 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-3526 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5734.4073,0.0000,-5069.4849,-6821.2950,5288.9267,-606.2366,5344.3742,-4621.3175,5362.3826,-4941.0110,-4772.7141,-4018.4315,2866.0250,863.2003,-2786.2693,4054.9240,5261.0428,93.8104,-3439.4621,-5696.7166,5017.7408,286.3503,1070.8029,6754.6579,-5579.1980,3554.2145,-4095.3682,-4860.7090,-279.7369,-1765.5072,-4492.7556,469.0243,5004.4911,-1949.2163,4232.3163,4424.3264,-1938.9336,6284.7529,-1745.1876,5673.8057,-4705.6951,85.4812,1875.0224,3986.4036,-5976.2627,-4159.3928,5353.5668,-5430.8069,-2745.0867,5442.7591,-1505.1452,2336.0640,-3226.3241,-385.0548,720.2864,-3832.2770,4580.0010,-3888.8980,32.1078,117.4062,-359.4502,6783.1362,-3427.3476,5241.1351,4410.5399,4418.6376,5215.3257,704.1384,-849.1702,-924.6222,-2706.3308,-4527.6904,-5451.2922,6679.6264,-4484.1048,-2757.9508,5805.1685,4415.9617,-6928.9775,-1578.9862,-6562.5684,3403.9710,1549.1961,6283.2393,-183.9680,236.7150,-6552.1899,-2180.5481,3445.8563,5814.4877,-3799.1753,-1076.3981,-1911.3117,0.0000,6646.1478,5963.6635,3790.7684,-6684.1718,-1206.4889,6664.1643,-278038.7109,-282920.1230,-273291.2617,-277563.8292,-284492.3398,-281669.7977,-275367.3052,-277258.0501,-81526227.8265,-81537025.7109,-81539058.5240,-81532417.1020,-276860.4827,-81534680.6284,-2004.6102,0.0000,-61.1778,-226.1607,3744.1014,4159.4914,-293.1087,-2045.0292,-215.5470,1142.7267,576.2749,-2258.2867,-5657.5723,-351.1467,6214.8241,2112.5957,-665.0836,-4574.9595,-2157.7918,446.6732,2518.3241,4872.6505,3998.8486,-897.2009,3735.5534,2087.8979,-905.9221,-1792.1985,4708.0257,-6683.2766,-4958.2488,-5367.0321,2195.6101,-5568.2656,5486.8822,-3782.1999,3800.3464,-1882.9750,-6144.9558,3832.2594,-2302.6415,5661.8715,3956.9674,-1892.0966,-2503.7903,4263.1862,4240.7070,-3240.7077,5922.0618,-619.6823,4194.5318,-6527.9703,6098.2990,6515.6525,-5374.2814,-3267.3838,-4271.4779,4876.4493,5557.1547,4653.7583,-5513.0285,397.2909,-4002.5563,449.7345,358.6976,2864.4592,2464.0993,4098.3756,5459.1479,-6792.0650,-5830.7070,2291.4541,-16.5096,-239.3661,2355.5473,-4158.9840,-1844.0462,-2654.0577,262.1030,-6335.2440,-1785.8044,3663.3310,-4837.2997,1886.7848,5864.2136,-2446.2333,1709.4896,-6551.2896,-5855.3299,3001.6441,1586.3651,5067.9869,-5010.7572,0.0000,-1012.5635,-325.3840,3799.5070,-1319.1241,-5971.1631,899.7830,299975.2296,263471.7517,286397.4513,286983.7204,281901.5026,281415.5910,278600.7448,283645.7081,343599837.9406,343569147.9541,343596187.2618,343624441.5745,281995.8322,343616277.8701,-3252.7872,0.0000,4706.3448,-995.5783,-1144.8501,5451.2694,4378.6108,4400.4071,-4199.2321,4664.0007,-4899.7142,-5154.5395,2530.4342,6833.7601,895.1326,-5280.5410,-4304.2807,-5211.8131,-5400.0026,3720.0579,-4052.0597,4881.6697,5519.3488,-641.2633,1732.8418,-5507.4785,5459.1086,-4489.9410,4720.4183,88.1398,-1733.0491,-4361.1342,-4248.7931,3542.6818,-194.4783,3689.7150,-5417.8265,2196.0109,-2681.3629,673.2198,-4472.7925,3792.9474,-5346.0948,-5321.2044,2057.5336,3492.9471,1290.8087,-2559.7230,-2109.0637,-4237.3254,5139.9444,-127.3016,-260.3693,2254.2770,4232.3301,4623.4095,-2905.8101,2910.0109,4106.9232,-5089.4329,-4195.6854,761.3875,4399.8000,-4513.5399,-5275.2467,4487.0509,3635.7910,-5513.3155,4005.3993,918.2224,2567.9056,4721.4831,-4266.3031,1498.2814,4689.4113,4288.1213,3231.1987,-4611.6220,-457.3564,-2294.8841,-1260.5655,-4639.4128,4623.5484,2000.8613,3613.4845,-6470.0263,-821.4779,608.0544,-633.2266,2056.8771,5494.7486,4591.6209,-4356.3934,0.0000,1626.9630,3433.3067,-4218.0012,-1167.5407,-3309.5891,-1596.8446,17090.8178,12019.6908,16239.5558,14329.8636,19481.8311,12414.1258,5152.5011,14351.6797,58056546.7479,58036534.6403,58035854.2850,58049571.8438,13869.8535,58047848.5052,
3600.000,-5562.3860,0.0000,4948.1381,4751.3849,-4063.0865,-3753.9415,-5625.4968,6696.9240,-3148.5542,3242.6605,5626.0077,4246.2669,1229.0989,-438.7949,77.3876,-4341.0640,-1775.8393,689.8107,5453.2791,2990.8688,-6842.3142,-3886.1888,-5031.5495,-4510.8414,5843.4688,-5655.0411,5485.1732,4965.7519,-4492.6335,2971.5802,5088.5304,2752.5654,-6747.6884,4726.7024,-5245.9716,-430.8043,-2404.1557,-5450.8903,3280.5323,-5062.1559,6564.3378,-3369.8975,-5001.9883,-3444.4251,4834.0354,144.0639,-6169.2150,6616.9754,-572.6786,-3289.8023,-1519.7643,189.4914,1080.8058,-2026.8257,2984.8828,6368.3052,-784.6017,46.1064,-3152.1425,-4072.0226,3473.4104,-5721.2082,6368.7829,-4266.9658,-5734.0344,-6610.0751,-6819.9324,-4758.3344,-1310.5223,2990.7858,4809.1329,2359.7292,5954.7575,-4041.9603,555.7688,4403.6819,-5724.7064,-2650.0051,5690.3281,3806.2264,4953.5401,-6271.1578,558.0134,-6364.3575,-1711.7888,3498.1654,3841.7695,3907.8609,-1069.1605,-4469.9781,2212.9103,-3004.3378,-171.6873,0.0000,-4248.2102,-2871.4564,-6563.7266,6141.4208,3778.2666,-6285.8286,-345626.1851,-340754.9221,-334213.5049,-337547.9857,-346876.4327,-340931.2958,-338108.5049,-338165.6037,-167747945.2401,-167747807.1985,-167754698.7404,-167761405.2431,-338931.8453,-167757297.7511,3902.6541,0.0000,-3776.7240,-1751.5580,725.6163,-3959.3042,3630.7256,-327.8042,4380.3541,-4939.3771,-3699.9969,-2169.3666,4872.4169,-4949.4260,-5031.2999,1962.2717,3882.5460,6849.4953,-2215.0073,-4166.0474,-51.7020,-2293.8681,-2614.5356,3281.3974,-1273.1994,1591.8449,-2781.3383,-2668.6036,-1849.4464,4817.7012,1617.4870,6121.6176,535.6571,5007.4879,-3146.2009,5087.4693,-4699.2868,3991.7682,2927.2334,-1105.9458,-807.7740,-2400.7848,-839.4157,5434.9167,-1484.3457,-4155.4599,-2238.4660,792.0404,-4403.0364,4173.1361,-6391.5074,6093.5015,-5608.5132,-4029.8841,2960.1268,70.0365,4190.8483,-4251.7703,-2727.7992,-2458.4499,5844.4018,2160.8317,1944.2627,3551.1064,3024.2058,-190.9721,216.9843,-3497.7029,-6693.6513,5609.5439,4867.4463,-5539.8429,-3201.4678,2367.4238,-4345.3499,-1564.7597,3689.9781,5899.0187,-1715.4830,3531.2046,-630.1783,-485.5190,6801.0192,-134.7103,-6650.4411,4458.2453,-3876.0363,4286.9506,5535.1174,356.8496,-5486.5098,-4815.8015,6837.9934,0.0000,3321.9702,2992.1716,-1501.0343,-379.7858,5806.5812,722.2957,220497.0708,183702.5618,206477.3787,205344.3927,202842.7101,203599.9070,199902.6449,201742.1771,310759262.4428,310730614.3039,310759131.3446,310777849.3622,203370.0456,310776326.7894,-1139.7901,0.0000,-3038.7401,4670.5707,5113.4643,-4216.2129,-1761.6961,181.4883,4149.1531,-3562.4676,1309.2401,4994.7359,-4633.2451,-4808.5247,-4683.9524,5097.5092,5318.1026,805.2172,3299.8205,-4506.2708,1026.3699,-5236.3288,-3946.8389,3955.1708,3504.8334,3564.6177,-3114.2184,3892.0138,-4588.9561,3958.5648,4377.3314,1705.7985,1422.2960,-88.1064,-3265.5397,-4641.4382,4424.0548,1497.3759,5338.5001,-4534.2065,1904.8063,-5427.1787,4680.2872,2511.8992,-4552.0370,-5522.4570,2292.1166,-1454.1032,5215.9228,4427.1304,-1799.5816,-3308.3560,-3884.5808,-5236.4876,-5455.8267,-2509.7285,5417.6270,-5423.3816,-5522.0626,4978.7522,1351.6298,3055.0877,-1700.1522,4135.2839,2304.3472,-2061.8054,-18.2586,3562.2964,328.4941,2719.2084,1068.7184,-3452.5790,1461.6469,-5004.1239,-5346.5255,-4645.5089,1084.2474,2428.4244,-3607.0866,4563.5052,4774.7655,2623.2063,-833.5269,2555.3348,612.2247,3953.0473,4083.1961,-3798.2760,-3847.0077,-5200.2868,-3505.3232,-3979.6285,-928.9678,0.0000,-4339.1653,-5510.4118,1091.8868,-3156.2476,-139.3724,-2786.9338,18339.4691,13117.2385,17680.2849,13892.7550,20993.2024,17182.4429,6134.5110,14978.7222,58130324.7998,58110479.3894,58109522.3281,58129944.3356,15269.7201,58124102.3256,
7200.000,2603.6058,0.0000,-3624.0018,-1051.2412,948.2975,6117.6545,4038.1614,-4140.0603,459.8831,-1115.8104,-3940.4392,-4081.9355,-5217.2338,-2102.6708,3704.0992,4419.7772,-1420.2784,-803.9855,-4867.5680,166.9316,6031.6581,6528.6160,6794.1176,403.3279,-1678.8832,5772.9593,-5017.1113,-3839.1787,6624.7056,-4074.5552,-4788.2922,-4561.8614,5956.6697,-5499.0700,5014.9018,-3375.9800,5044.4086,2326.5770,-4942.7119,3146.6713,-5844.5137,6064.9626,6670.6001,2108.7259,-2272.5051,4071.0759,5154.6407,-4654.8730,4585.9466,912.4329,3181.3482,-3328.1492,2439.3971,4849.3277,-6151.5370,-6186.7683,-3588.1379,4271.2157,5981.3744,6672.6887,-5001.4894,2107.2108,-6494.6095,2740.5088,4808.5687,6398.2692,5054.2268,6436.6712,2895.7655,-4608.1206,-5297.4025,-143.7028,-4385.5888,-47.9201,2782.3903,-3894.3350,2841.0151,481.0440,-2295.5636,-5646.1720,-2054.4834,6294.9833,-2156.7568,3509.1293,3024.7712,-4461.4125,612.4291,-5104.2803,-2813.0320,2248.1542,-626.6289,5773.8980,1782.3669,0.0000,596.9556,-529.1530,6082.3099,-3150.5146,-4914.8876,3260.6766,-390925.2478,-376626.6647,-373631.2389,-377473.6709,-387249.2103,-376369.1659,-378963.8418,-380249.8216,-242522114.5439,-242512248.2412,-242525278.4605,-242534072.4328,-379244.5688,-242532609.1441,-4243.1220,0.0000,5876.6495,4258.7871,-5591.8143,3168.8088,-5266.8973,2560.9759,-6732.4308,6804.2031,4630.5335,5311.9145,-2911.3105,6573.2282,2409.4244,-4964.8088,-6231.6803,-5564.4142,4403.0528,6548.8074,-2147.1078,59.7746,1233.9030,-5203.7903,-845.9985,-3652.6142,4545.1161,5654.3460,-851.4762,-788.5024,2593.2349,-4822.0704,-2680.5742,-2313.4185,-719.7569,-5441.2175,4664.1118,-4921.7718,1062.7346,-2981.9672,3089.1948,-936.3835,-1450.2526,-6306.9038,5380.1290,3849.0693,-1024.7434,2411.1836,2016.6322,-6598.8861,5256.7479,-3821.8313,3338.6516,602.9475,-575.6848,2551.7187,-3858.3006,3225.0810,-66.0324,578.4550,-4216.1785,-4542.5399,536.6704,-6243.0680,-4407.8263,-2070.5839,-2805.6903,2396.5634,4306.4579,-2199.2566,-1846.3933,6934.5061,4857.9092,-4739.7184,5764.4026,5309.2213,-4154.6531,-6773.8799,3497.8004,182.9045,3919.7855,-2232.7276,-5483.1105,-2477.1200,4300.2085,-5185.9215,5275.6175,-438.0420,-3020.0708,-4444.8290,6787.5107,3715.8615,-3652.7613,0.0000,-5357.8474,-5607.1246,-1211.3738,2803.1931,-3416.2439,-2832.3526,126137.1014,91934.3238,113364.1459,108648.7053,110583.4424,113540.5271,107774.9415,113100.7708,256705878.7981,256681876.8591,256711552.5588,256715265.0940,111643.6434,256723085.2923,4750.0085,0.0000,-523.6204,-5324.5659,-3340.1906,190.2375,-1968.4917,-4618.9761,-934.0287,120.3625,3168.1873,-1703.7519,3303.6376,-293.8600,5252.4637,-2143.0438,-2407.4594,4039.9672,1582.3712,1900.8003,2619.1654,2256.9137,-163.4516,-4431.4934,-6679.3688,769.5330,-1298.8418,-549.9330,22.0707,-5532.1110,-4259.8359,1977.6087,2273.8515,-3447.7816,4721.4464,2552.0650,-552.8867,-4279.4058,-4737.0137,5333.5080,1915.6688,2967.7679,-1055.1458,1866.6881,3474.9856,4036.4453,-4556.3412,4354.2533,-4686.5042,-1890.4991,-2944.2689,4723.1720,5519.9108,4874.5935,3029.3547,-1435.0247,-4461.1313,4325.1936,3462.9090,-1633.3647,2293.1567,-4663.2843,-2183.8942,-1240.1284,2184.6550,-1654.7566,-3627.9426,657.2199,-4445.3242,-4671.7117,-4066.1528,91.9976,2236.8319,4936.2403,2594.0732,-149.1356,-4724.0550,1276.5416,5539.8446,-4000.1568,-5317.4361,1363.7547,-3547.1259,-5354.7294,-4468.4407,987.6113,-4285.3118,4658.9557,5422.3765,4710.3901,-890.1995,917.9251,5569.5531,0.0000,4326.7345,3966.9762,2837.8284,5467.5363,3483.9404,5385.7813,19556.7091,14230.9743,18473.7374,16685.3445,22115.7274,17158.1446,7733.7552,16592.0224,58203685.6936,58184475.7065,58183871.9409,58203429.3172,16668.3355,58200341.9688,
