sl_100_5400_20300915 Coordinates.csv
2030/09/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:50 2024,
Start: 2030/09/15 07:47:00.00, Stop: 2030/09/15 09:17:00.00,
TIME_UNITS,STARLINK-30289 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5114 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-31200 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-2752 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-4325 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-11183 [DTC] - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-1166 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5114 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-2752 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-11183 [DTC] - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5114 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-2752 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-11183 [DTC] - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6543.3785,-4874.4415,-3343.4790,-2883.0143,6718.0073,3694.6556,4600.8814,-798.5063,-5668.2539,4389.1999,3547.4546,-4431.1497,2847.9997,2740.9324,-3119.2298,-5483.2841,6475.8841,-5341.8141,-5337.7778,-4978.0200,-1616.4775,-5716.0831,0.0000,4481.8407,2496.0879,2809.0241,1730.4281,5202.8305,-4299.3120,-5776.9691,4326.0365,3876.7068,-3609.3755,-4735.9154,959.0935,-3097.0305,3283.4243,4660.8408,1208.9772,4033.9753,3674.0146,2498.2589,2543.8703,-5428.3188,4824.1234,-49.1395,4668.9444,5296.5914,3887.1718,-5526.5099,6184.8674,2322.0831,-3381.4219,4461.6432,5360.9119,5782.0514,-3071.8481,6715.6579,-4587.7834,-3905.0716,-1847.7845,4082.8724,5060.3458,4044.6647,-3354.1218,-157.2592,3999.2303,1232.2996,6721.7676,-3474.4023,542.6309,-2305.6841,109.7694,3063.1969,-2800.5331,5363.3035,-2132.0985,5287.1264,-2270.4379,-4380.3896,6627.1449,-1778.5164,5394.8174,-4275.5214,4100.3553,5255.6910,0.0000,5265.4355,3566.9855,4095.7744,2769.5473,73.5855,-1433.8252,-5568.6411,3742.2125,-634.9607,-4869.4922,-4328.3073,-6109.0416,-6396.5135,-52666.6068,-56812.1498,-63606.1642,-59267.9406,-50948.6847,-53890.7079,-58840.6372,-58339.2915,-292654387.6575,-292631850.5393,-292619387.2833,-292639064.1444,-58463.8623,-292637191.7390,1479.4010,-2300.5228,2574.6740,-6222.4600,410.2549,2823.9876,1404.5940,5633.7234,1807.5653,2729.0155,4165.9989,152.5806,6338.4355,3899.1267,4126.2791,1493.1253,-765.9563,2257.6841,2880.1860,-3048.0643,6156.8081,1819.9432,0.0000,-4054.4974,-5007.3160,5285.3314,-4670.6800,1695.5875,3046.5999,122.6806,5237.4690,-2535.5379,-2166.4750,4249.4729,4920.1585,4716.8676,-5266.3259,-4076.6060,-6721.7189,830.6430,-1926.8753,5035.5569,6359.2901,-3959.9213,2860.3396,-6358.4210,-3240.5210,-4043.3846,3324.0658,-1236.6903,132.9370,-2630.5999,-4309.2210,-3131.7275,2624.0286,-2098.8958,5797.0650,-567.3892,-528.6096,-5733.4778,1520.6928,752.4498,-4607.4118,-2335.4479,-4007.3440,-6792.9288,1800.9070,6726.1720,-1705.1582,-893.4453,-6308.5756,3845.2566,-4191.9674,-5937.9760,6249.0615,3419.1952,5147.3573,-2448.0342,-5163.6421,-3518.5884,1903.8194,-6363.1532,-287.4671,1367.9511,2475.2492,-4338.4814,0.0000,-1425.5473,-1267.5796,4872.6604,-4317.2159,4730.7810,6717.7054,-4015.5003,-3414.9217,6560.1427,-4119.4603,-2973.7604,-2795.8320,-536.9490,-389290.2246,-381576.2363,-381063.8283,-383425.3159,-380918.5830,-379408.3391,-375010.7933,-380608.4531,176395764.9917,176402145.5501,176415656.5696,176394276.5406,-378802.9779,176400545.5138,-1735.0153,4340.3655,5414.0535,226.6643,1534.6433,4816.4518,-4975.6990,-3490.9417,3527.9327,4612.7249,4216.2790,5298.1626,477.4742,5071.9311,-4502.8013,3933.6020,-2121.7458,-3757.8833,-3054.6225,3648.3766,-2693.9642,-3323.8170,0.0000,-3126.7901,4066.7469,3071.4341,-4748.4395,4179.3141,-4535.5368,-3363.7425,588.7151,4740.4230,-5432.3343,2468.0886,4667.8768,-3752.5942,-2927.0585,3023.3669,1105.9756,5360.1955,-5530.7561,3929.8022,411.0020,1090.2501,3928.1663,-2553.2748,3937.6962,1921.3249,4534.5942,4115.6433,-3122.5582,5966.8738,4169.7585,4228.1138,-3511.5333,2950.6261,-2150.6529,1627.2806,4729.0886,-406.2517,-6518.6647,-5268.8701,-1074.6966,-5093.8649,4056.0716,387.2241,-5217.3061,1082.2232,34.3688,5934.9301,-2768.2341,5021.2324,-5403.2641,-1698.9394,-527.2970,-2645.2246,-4094.5307,3694.0507,3923.3497,-4076.1097,481.0449,1177.2334,-4220.9360,-5232.6720,-4847.8657,1116.0294,0.0000,4193.8416,5779.7732,-2649.3566,-4667.3584,5082.0379,878.4816,5.9948,-4720.2543,2099.9155,-2297.2470,4499.5655,-1764.3344,1433.2305,105490.6651,104864.3843,108305.5899,105775.9057,111327.8539,104963.8158,97059.5354,105574.0694,98946247.1508,98906357.6130,98947260.7220,98939764.5058,105820.7629,98936305.9454,
300.000,6214.9569,-5070.4082,-2237.2975,-4078.9212,6851.7976,3997.3623,5694.6261,1154.9182,-4284.3476,3547.6826,4540.4423,-4785.2832,3326.7481,3707.7748,-2181.0932,-4171.1069,5526.9895,-5301.9190,-5069.1481,-4789.2948,-76.4813,-4243.9554,0.0000,3893.2448,412.6620,4245.5261,-310.4780,4602.7684,-2613.4157,-4828.8724,5133.4274,1951.1316,-4848.4208,-4090.0150,3010.0652,-1046.0420,2359.9952,4096.7730,-293.1610,4561.7832,2478.7555,4115.4045,3570.9550,-6246.3726,6051.7195,-1692.2179,2898.9824,4158.2886,5469.0307,-5151.0757,6505.9083,3944.9244,-3919.9292,3562.3828,3865.9363,5711.6814,-2056.9360,5915.4220,-5386.1813,-4284.5334,-218.5901,3843.1851,3622.1333,2258.4879,-4383.9649,-1658.6503,4077.0232,1738.1961,6020.6001,-2288.0407,-736.6845,-916.9153,-1986.8839,1597.0899,-1338.1695,5263.8427,-489.3218,3638.6536,-3888.7133,-4942.1116,6289.6631,-2803.7913,4156.3683,-2848.8991,4142.0702,3988.6693,0.0000,5464.8430,4350.3967,4825.9726,754.8767,1083.5150,63.8013,-5984.5302,2162.5848,1020.2080,-6027.0387,-5610.1746,-6544.8597,-5741.9985,-44402.7757,-49184.4531,-55640.1696,-51342.8193,-42885.2247,-46023.6580,-50770.4599,-50517.6680,-296435619.1828,-296413302.3359,-296401004.3506,-296419612.5417,-50444.6897,-296418503.1738,-190.8564,-182.4649,4361.4402,-5232.2634,-815.7758,687.7879,-159.4925,4994.4797,3247.1392,1091.3434,2301.3073,2149.3555,5898.9573,2011.5457,5640.8433,3089.9512,-2265.8036,3822.5050,4297.5278,-1196.5445,5554.8694,2851.3715,0.0000,-5380.9302,-5130.6173,5028.4659,-4254.6956,-184.4078,4366.2943,1917.5366,4317.1238,-3524.1891,-465.6178,5418.6892,4242.6123,5015.2215,-6320.2209,-5374.9822,-6900.2561,-1243.9259,-3726.6167,4909.0389,5690.5898,-2669.3452,1405.0913,-5517.5757,-4307.6936,-4016.7590,2473.9797,801.2203,-1549.7238,-3409.9897,-2414.7057,-4881.5904,2387.1387,-3513.1128,6577.5853,-2054.1291,1239.5342,-5193.3678,2989.8334,-1446.6374,-5350.3355,-3507.8925,-2097.6707,-6498.2661,-378.6524,5939.9374,-3064.5129,892.2918,-6786.2130,5282.1069,-4428.5647,-5832.1493,6656.5818,1772.6116,6151.3547,-3328.3655,-5110.3347,-1516.2001,2269.7252,-5373.9567,-1843.3385,2990.5710,352.5794,-4885.0872,0.0000,-3103.4304,-2911.7162,3171.7744,-5078.1227,5902.5332,6894.2110,-2834.2628,-4854.4001,5961.4163,-2988.0955,-1382.3641,-2293.7686,805.0418,-390125.6511,-382679.9743,-382069.4116,-384345.0395,-382036.2345,-380540.5284,-376165.1243,-381648.6683,169962927.6249,169969075.0936,169983376.4578,169961581.5011,-379943.5427,169967677.0741,-3060.9434,4705.1023,4807.0553,1744.2665,-267.6186,5325.3137,-3929.3988,-4276.7013,4350.1021,5845.7066,4668.3696,4497.9530,-1637.9754,5533.9402,-3232.0339,4561.4626,-3369.9220,-2239.2270,-1391.1524,4794.3894,-4114.5131,-4572.0387,0.0000,-1473.2603,4620.4521,1407.5552,-5400.1715,5115.3375,-4737.9894,-4208.8673,-1237.3647,5262.0756,-4847.9551,723.3776,4456.6334,-4436.2829,-1243.6354,1357.9373,-437.2259,4832.0748,-5269.3250,2457.5447,-1405.2359,-465.5572,2882.5275,-3695.1680,4563.9484,3823.9062,3274.3429,4669.5956,-1810.7737,4555.7272,5115.7535,3330.1829,-5226.3952,1270.1346,-381.7164,2971.4073,3628.9953,1708.8956,-6264.2598,-5304.0776,-2502.6249,-5510.1007,4486.7731,-1166.7260,-5449.0341,3095.3893,1557.1446,6483.5913,-1066.2592,4074.3129,-4818.1051,-3314.2938,1023.2775,-4076.5461,-3117.6820,4821.2858,2451.0387,-4633.2305,-1756.9854,2874.9917,-5132.0156,-5520.3284,-5400.3717,2807.8586,0.0000,2806.6158,4511.7734,-3767.9800,-4662.4452,3497.3746,-667.9765,1803.7971,-4439.0198,3353.0212,-829.3439,3801.5713,349.5061,3099.4450,105544.4538,105117.0371,108397.0563,105698.4256,111424.4258,105337.9934,97093.4633,105245.0959,98941787.1301,98901896.6690,98942388.0403,98935641.6248,105903.7154,98931694.2840,
600.000,5298.7806,-4818.6977,-955.8151,-4882.1333,6299.9305,3925.3563,6247.9141,3010.4332,-2499.3592,2404.3547,5132.7207,-4709.0137,3489.4461,4372.5269,-1057.3278,-2476.2602,4033.2499,-4752.3783,-4278.8135,-4165.6047,1509.6088,-2346.9381,0.0000,2912.1516,-1719.4785,5211.8860,-2344.1166,3587.0272,-702.1484,-3385.0383,5417.9376,-174.4540,-5634.2808,-3027.4347,4768.1269,1121.0990,1209.5000,3134.3202,-1770.8779,4655.8805,1089.9357,5297.3120,4248.8317,-6425.6791,6678.6321,-3197.8881,857.3224,2569.0959,6487.4589,-4332.0061,6203.9341,5172.5315,-4122.1068,2345.4461,1977.3833,5058.3344,-840.0366,4547.5218,-5601.2902,-4246.4742,1374.6457,3247.2551,1819.8156,275.7348,-4967.9436,-3001.2672,3795.0425,2106.2708,4732.4585,-937.0199,-1930.6657,527.1304,-3862.5250,-58.3751,267.2963,4671.7842,1174.7279,1630.6973,-5096.0049,-5072.4666,5267.7350,-3556.9769,2527.6352,-1180.9039,3815.8751,2306.2136,0.0000,5136.9689,4732.4928,5116.9284,-1316.2900,1940.4801,1561.5829,-5802.9406,405.9871,2604.8134,-6554.8985,-6364.0960,-6314.9565,-4433.1155,-36129.1103,-41554.3809,-47650.6095,-43401.6528,-34800.8911,-38154.1542,-42677.6392,-42675.6359,-300075465.9170,-300053356.7307,-300041255.8120,-300058773.5957,-42403.4360,-300058427.9333,-1868.0941,1956.2740,5724.3363,-3711.6128,-1963.1599,-1524.2080,-1670.4721,3845.8851,4408.9379,-705.7289,224.4895,3909.7908,4855.5127,-51.1070,6581.3854,4421.6291,-3570.6239,4989.6357,5251.7160,802.4878,4426.7258,3644.2888,0.0000,-6136.2088,-4797.6825,4240.2214,-3467.0692,-2079.8046,5305.5887,3538.2266,2938.5911,-4175.3938,1241.5690,6021.8939,3181.9654,4836.5554,-6725.7782,-6125.2810,-6405.9748,-3162.7906,-5184.6641,4305.5398,4435.5611,-1100.8651,-164.4050,-4139.1137,-4997.4295,-3623.1573,1406.9442,2782.5621,-3066.8485,-3763.9474,-274.8201,-6151.8708,1822.3813,-4551.5935,6697.9124,-3369.8980,2834.3657,-4111.6363,4214.7073,-3494.9059,-5594.5102,-4387.7568,32.3233,-5535.8888,-2520.4763,4538.2484,-4141.4799,2639.1839,-6588.6380,6169.4576,-4263.0590,-5165.0862,6402.6083,-80.8312,6568.7562,-3930.2230,-4561.4376,631.2651,2362.5253,-3794.4739,-3260.0515,4358.8279,-1815.6421,-4970.5008,0.0000,-4447.1332,-4218.5183,1150.9780,-5390.3380,6491.7994,6400.9654,-1347.5467,-5849.9640,4795.5984,-1553.6229,312.2781,-1553.3815,2090.1502,-390783.0588,-383592.6740,-382904.5086,-385079.9960,-382982.1797,-381507.4284,-377147.5419,-382406.4623,163449076.0864,163454981.7026,163470069.0107,163447958.5928,-380914.3574,163453791.1323,-4059.0808,4564.4790,3671.6905,3069.1270,-2040.9036,5204.0728,-2460.8678,-4551.5938,4704.0038,6453.2156,4616.2985,3212.5591,-3580.6892,5412.0012,-1604.1408,4697.3652,-4245.9730,-478.4506,430.7584,5417.0380,-5091.6175,-5316.1410,0.0000,347.1252,4676.8169,-420.8878,-5462.9961,5493.7491,-4438.7433,-4553.4788,-2924.3830,5143.4241,-3732.2609,-1102.4630,3752.0448,-4612.9428,577.1815,-455.4324,-1933.3623,3748.2858,-4440.9142,713.9840,-3066.4653,-1968.7617,1517.0651,-4428.1053,4698.5410,5317.4865,1649.1687,4738.2727,-304.7838,2656.1845,5503.7682,2071.0126,-6381.7099,-552.9160,1428.6153,3997.3789,2083.4610,3642.0805,-5345.7529,-4715.1644,-3662.2605,-5333.0950,4367.1311,-2588.7556,-5069.3591,4775.5642,2913.1543,6341.8132,751.0616,2652.5489,-3697.2605,-4569.4617,2461.0628,-5064.0520,-1804.5646,5425.6340,709.5332,-4697.3796,-3805.3785,4233.8935,-5477.0542,-5209.3207,-5346.6500,4195.4103,0.0000,1112.5316,2757.2755,-4477.2588,-4160.0241,1540.8066,-2142.7235,3402.5473,-3681.8152,4244.7969,733.5414,2694.2835,2426.0499,4378.9307,105598.2764,105381.0720,108483.7139,105621.8991,111518.1753,105714.8276,97131.7349,104963.2253,98937322.4429,98897439.7594,98937512.8636,98931480.3311,105986.6063,98927082.5198,
