sl_100_5400_20300717 Coordinates.csv
2030/07/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:37 2024,
Start: 2030/07/17 07:47:00.00, Stop: 2030/07/17 09:17:00.00,
TIME_UNITS,STARLINK-1665 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-3572 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1665 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1665 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4720.5471,-1629.8666,2323.2592,84.2605,-6136.3499,3363.9140,4534.7793,-1155.4149,5410.3132,-111.5748,-2733.2806,4875.4908,4235.6603,-6027.4123,-1028.1651,1170.1691,-6268.7910,-4363.4474,-756.6255,919.8877,-3758.0571,4948.4518,-6613.2519,-1552.2235,-434.4740,3291.0660,4017.3243,3510.8176,4274.4106,-4499.0070,5081.6916,6473.0544,-5224.8699,5952.6463,-3634.9351,-4381.6131,6370.2458,-5924.6126,-5172.5897,6752.8484,99.6466,-392.1053,1993.0735,-3377.8205,-3513.8415,-2919.0123,-3261.0717,4663.2228,-5989.8590,4638.7095,6484.7068,-5607.5299,-905.9423,3737.0192,192.3573,4054.1102,-5528.5203,6293.0972,-2840.7499,387.3083,-1357.2429,3730.1937,-960.0671,-1685.3054,-971.7587,-2696.8201,-164.0459,0.0000,-5507.2491,-790.5481,2032.9002,3115.6693,3063.0852,341.0127,-2453.9495,4947.0513,3584.5872,-4215.4001,-1727.9514,6793.5367,-3924.2158,-3885.4849,-6600.3286,6097.3766,-1371.7277,0.0000,6512.4383,6393.8314,4581.4343,5579.2707,890.8322,-4962.9810,2008.3280,-360.9279,-645.8532,-4259.0298,6439.8060,-745.4337,-5818.5417,832.9876,-33547.6700,-17360.4259,-26908.3094,-26557.2631,-20012.2813,-20242.8328,-19096.8116,-20697.3513,-225093833.4335,-225066238.2190,-225116036.6441,-225108001.2901,-22086.2575,-225104892.6334,2350.9766,2495.4846,3833.0307,5166.9642,-2866.8751,2636.6900,1306.6556,-4001.5192,999.1247,6916.2063,-5641.7120,-3994.4843,-5380.2049,2904.1372,-6482.0639,-6609.8939,2342.2436,633.9204,5880.1553,5425.9288,-5198.3250,3706.4388,-1971.3175,-3808.6060,-1102.8785,-4430.9572,1171.7675,3935.6494,-4925.1000,-4281.0328,120.1667,-2494.1192,-1254.2488,3525.9051,-2513.5670,807.5263,-2599.8930,1226.1686,1422.7142,-635.3296,5167.8296,-6344.0765,-1277.6576,4621.9791,2578.4297,4665.1430,5574.5129,-2125.0584,283.0940,2134.1601,121.3682,-2352.0708,6316.6853,4375.5169,6696.7333,-638.5566,2968.5080,665.2345,5102.1130,-846.4318,6520.8958,3183.3772,-4059.1310,3595.0862,6180.2530,6255.2413,6743.2746,0.0000,-1757.0034,6229.2535,5043.9489,-6005.4434,151.3433,-6666.5134,-4106.9246,2753.5859,-2937.3359,5025.8012,-5918.3799,470.3872,4889.4104,-4355.5185,-1257.5592,912.1406,6236.4348,0.0000,1346.0946,567.9505,-4700.9364,-1761.4590,4543.0740,-2978.8927,4317.9748,5498.8238,2298.8823,-5256.8881,812.8887,6728.5365,242.5178,-6138.6104,-368547.5044,-376165.9659,-366194.6479,-370911.7281,-376562.5500,-373430.3640,-366806.2346,-368021.4808,264387522.3219,264407335.9800,264406132.2537,264408239.1893,-369102.3700,264400964.7804,-4429.8472,-6249.0027,5145.7827,4596.3872,-1485.5663,5218.8471,5030.4713,5488.2943,4179.8735,150.5023,2841.7636,2772.2820,899.2108,1793.3897,2009.3284,1710.9040,1451.0543,-5318.4668,-3625.0668,-4067.4294,2654.5669,3155.8139,525.5068,-5464.3795,6796.4840,-4150.8295,5532.5696,4074.7980,1670.4684,-3018.8437,4491.2861,-287.5575,-4349.1210,-587.7202,-5283.5918,5250.8000,-387.6433,3291.0005,-4218.6220,608.1247,4616.0569,2657.0658,-6500.2004,-3820.1872,-5270.7220,-3918.5400,2511.4449,4603.8708,-3450.2280,4657.0186,-2221.7986,3155.3170,-2670.7855,-3853.4901,-1532.2553,-5625.3237,-2848.9515,2556.2553,-3605.3252,-6880.1616,1731.6388,4841.9686,5508.1906,-5678.6977,-2960.4021,-496.6240,972.2708,0.0000,-3650.4827,-2814.0201,4261.3195,1109.2676,-6208.9058,-1616.3131,4812.9272,-3791.7781,5118.5233,2097.7809,-3031.4220,-164.1677,-2621.0980,-3746.6754,1237.7344,2980.0037,-2575.6936,0.0000,1891.2837,-2502.5757,-2299.2817,3654.8797,-5137.5552,-3657.2407,4902.2920,-4034.4081,6510.4564,-886.9071,2039.4958,-687.6327,-3777.3567,-2369.4931,-53662.0113,-59820.7379,-54304.9786,-56626.3157,-51209.4659,-57832.0515,-65507.8825,-57077.4416,152965630.7678,152950573.7254,152967564.2827,152967179.9961,-56758.9642,152976325.3916,
300.000,4443.1550,-3247.1830,4239.9522,2161.4474,-6036.1799,4029.1056,4091.0705,-3094.8693,6311.3927,1384.7633,-4098.1995,3248.3152,3222.7208,-5930.0260,-2304.6664,-481.7031,-5114.3686,-3295.2201,963.8778,2697.6819,-4581.6919,5281.3110,-6606.8545,-3475.9325,1723.5846,1334.7839,5559.8896,5119.7204,2788.3701,-5734.0242,5213.6086,5682.3957,-4488.8030,5561.4549,-5109.6465,-3189.9314,5503.2473,-4703.2248,-5360.2660,6124.2790,2178.9555,-1718.9559,765.3041,-2524.3242,-1680.3959,-968.4094,-1443.0825,4558.3979,-5027.5300,5933.0489,6742.3086,-6563.9105,847.0640,4596.2901,1728.0547,2184.8002,-5241.3334,6666.7979,-1004.0593,2273.4761,33.7086,5351.5833,-2950.2150,177.1260,536.7494,-1391.7298,1056.4510,0.0000,-4881.8264,476.4547,3945.0390,2006.6445,1750.8608,-888.0753,-4314.0487,5100.7706,1629.8063,-2678.1269,-3424.2884,6481.1550,-2255.8630,-5450.8573,-6821.7273,5271.4735,131.0912,0.0000,6913.4125,5572.9707,2892.4938,4193.3814,2593.0417,-5153.4369,3256.3077,1287.8440,1532.2862,-4844.9634,6742.7834,779.3609,-6069.2613,-629.7512,-25917.0790,-9651.1794,-19042.4736,-18639.9701,-12187.9511,-12518.2602,-11300.8559,-12792.7884,-230812286.7202,-230784916.2227,-230834847.9684,-230826980.2461,-14302.4937,-230823274.3771,348.9198,3518.1993,3239.4814,5206.0705,-3322.2938,538.4143,-777.3267,-3007.8650,-416.4976,6637.8765,-5412.0265,-4407.2626,-6040.5996,3568.5332,-6463.5288,-6203.3357,3565.2751,2520.1306,6429.4216,4297.3433,-5183.7747,1808.7600,-404.8328,-2803.4471,-348.4703,-4448.9594,426.5702,3339.1713,-5164.4149,-3599.6598,-1967.7251,-3785.1441,599.8219,3811.9891,-1119.8718,2617.8407,-3545.2231,2764.2347,3122.4057,-1803.8581,5189.9876,-6606.9143,-3084.8844,5965.3410,3759.3288,4511.8935,5696.6575,-3921.4231,2014.8397,871.1312,-1148.2624,-1264.5650,5728.9572,2516.8922,6650.1238,212.9386,4320.7781,-936.9572,4838.1100,390.8909,6013.7516,2246.3909,-3181.6503,2645.0841,5384.9656,6294.0085,6679.6920,0.0000,9.1395,6771.9263,4556.0030,-6519.1944,-1604.9775,-6806.1837,-3707.4110,690.6899,-3815.3868,5191.6620,-5707.9372,-764.4935,4966.6029,-3396.5768,255.3665,-609.5654,5587.5093,0.0000,153.2231,-830.2274,-5264.0610,-3236.0241,3244.7989,-951.0410,2591.7347,4445.1128,2585.0395,-4033.3192,-745.0295,6701.6318,2066.5469,-5359.9055,-369321.0706,-376409.3431,-366494.7527,-371146.9709,-377007.8139,-373723.8788,-367278.1387,-368587.8213,259410360.4528,259430908.7220,259428549.0073,259430836.6935,-369521.4424,259423760.1679,-5250.9986,-5000.6396,4256.1943,4008.5558,756.0465,5383.0978,5497.7934,5370.7741,2786.6969,-1383.2177,1148.3160,4172.2994,-918.9515,-322.0830,229.4184,3040.5190,2827.6076,-5524.3819,-2452.0997,-4592.3639,596.6522,4122.5078,2013.7307,-5179.7196,6671.4031,-5111.1008,4129.3691,2662.3515,3292.3175,-1353.0193,3869.1463,1248.8047,-5223.2009,1648.4259,-4481.2062,5512.4447,-2157.3518,4201.6547,-2843.0018,2363.0569,4043.7560,939.5469,-6144.8959,-2322.4013,-5461.2574,-4934.5623,3668.1544,3365.4104,-4305.1327,3438.6655,-453.6936,1509.1535,-3785.1042,-4528.4742,-1.3204,-6609.2038,-1156.3991,1130.0162,-4763.6296,-6549.0134,3341.7775,3718.8353,5377.2552,-6402.1241,-4315.6929,-2262.4616,-856.1450,0.0000,-4787.6436,-1115.8430,3381.0301,-710.0690,-6505.1996,191.0672,3704.1986,-4465.7603,5518.5112,3643.4240,-1697.6997,-1957.2970,-4053.6088,-2616.6075,-311.2653,4324.7749,-4022.7061,0.0000,109.1364,-3966.1013,-3509.5367,4417.6183,-5529.5823,-4407.2636,5420.1362,-5023.4715,6249.7631,-2615.0338,543.2106,871.9933,-2658.2398,-3857.2530,-53533.5617,-59664.2845,-54179.9447,-56681.8252,-51082.8404,-57432.9352,-65451.4775,-56527.1447,152964372.7268,152949302.9093,152966883.9097,152966298.1303,-56649.9281,152975193.9837,
600.000,3774.4812,-4553.8825,5717.5308,4016.1998,-5281.7637,4324.1130,3297.1792,-4749.1485,6596.0738,2759.4056,-5039.9436,1278.3318,1879.0668,-5221.7445,-3344.0056,-2112.9200,-3441.8355,-1952.0566,2571.7862,4236.2557,-4932.3816,5142.4269,-5963.5508,-5065.0565,3660.9669,-772.3452,6546.2512,6151.8099,977.8447,-6388.9715,4841.7825,4338.2000,-3353.5675,4577.9340,-6094.1351,-1727.7433,4074.9825,-3034.6768,-5017.6823,4856.0717,4035.9799,-2862.6268,-470.8670,-1441.9930,293.9487,1109.1129,534.6041,4030.1786,-3600.7035,6648.0899,6310.7876,-6847.6943,2547.0783,5053.0923,3091.4743,52.6356,-4435.8309,6365.6658,963.6892,3865.3652,1456.1544,6439.9548,-4668.6896,2066.7262,2034.0019,80.2727,2176.7949,0.0000,-3795.0381,1682.7693,5464.4705,685.0755,327.2989,-2028.9802,-5711.4408,4776.9798,-468.3551,-847.0620,-4767.7518,5495.6976,-326.2433,-6486.0273,-6351.1605,3930.9456,1659.9480,0.0000,6626.0634,4209.8429,913.7034,2414.1493,4081.4167,-4867.5959,4224.9647,2849.2959,3539.8564,-4954.3433,6354.0368,2232.6801,-5752.1643,-2063.2902,-18265.5366,-1942.4024,-11167.1592,-10705.8776,-4354.6605,-4798.6392,-3494.7644,-4989.0814,-236420723.0325,-236393592.6220,-236443616.1817,-236435924.6429,-6510.8182,-236431637.6429,-1711.5744,4102.3321,2360.1024,4774.8189,-3405.4000,-1600.7103,-2804.7639,-1768.2100,-1761.5067,5712.6020,-4645.1668,-4420.9982,-6103.0811,3870.2289,-5787.8840,-5207.3610,4456.7381,4189.3334,6372.6153,2767.5593,-4646.1463,-276.0891,1219.1685,-1565.7613,532.9170,-4078.8932,-308.4356,2402.3649,-4876.8108,-2572.0492,-3838.0461,-4721.6800,2430.7589,3664.0652,341.0973,4203.2540,-4157.2958,4066.2130,4477.6197,-2811.4618,4746.9176,-6208.2939,-4617.4697,6702.6015,4608.9305,3930.4813,5295.5613,-5307.4883,3583.8016,-441.2473,-2295.3071,-64.9702,4604.7457,419.2407,5940.3623,954.6853,5228.8677,-2433.1962,4128.6944,1663.1399,4914.6595,1126.0771,-2044.8166,1496.9368,4081.3010,5694.3933,5920.0163,0.0000,1811.7886,6631.7108,3654.5217,-6369.8027,-3250.8603,-6252.5963,-2959.9833,-1453.0754,-4372.9355,4868.4038,-4940.1958,-1942.1912,4563.1538,-2133.9120,1745.4037,-2111.5307,4399.7628,0.0000,-1053.5994,-2186.4789,-5354.0355,-4431.2334,1670.0806,1183.6367,627.4020,2969.0233,2689.4834,-2375.7028,-2221.0734,5985.5986,3673.0870,-3997.0772,-369936.8456,-376490.8960,-366631.3829,-371205.5868,-377286.9246,-373839.4317,-367585.3537,-369059.2268,254309545.5493,254330821.7668,254327294.8415,254329746.3349,-369776.3507,254322906.0383,-5500.7418,-3216.2217,2890.2385,2989.3298,2916.5941,4924.7480,5369.5123,4669.5551,1092.6120,-2768.0389,-670.6900,5116.9074,-2637.6556,-2403.0193,-1575.8119,4043.7650,3889.9873,-5134.8115,-1018.4253,-4607.5268,-1524.8839,4649.8908,3285.0465,-4319.4689,5825.7641,-5519.5952,2286.0000,930.4044,4529.7269,459.4727,2805.9156,2651.8674,-5535.1093,3708.6691,-3190.7996,5174.0957,-3692.1144,4654.1750,-1148.5685,3851.0074,3038.8659,-880.4405,-5130.6270,-570.4731,-5045.3121,-5382.1458,4431.7381,1760.4354,-4697.2526,1849.3535,1364.6526,-304.3068,-4492.2590,-4718.2617,1529.7388,-6898.6753,662.2562,-422.9670,-5397.8505,-5523.5807,4586.2684,2191.2571,4666.8231,-6442.5412,-5207.6798,-3775.3089,-2588.1580,0.0000,-5392.1544,704.5757,2135.6095,-2450.8827,-6106.4093,1977.3624,2173.7922,-4637.6770,5322.5355,4791.3616,-177.1869,-3529.7676,-5026.4954,-1206.7901,-1825.4778,5189.8050,-5031.0693,0.0000,-1684.8127,-4997.9020,-4348.2667,4701.1402,-5327.4217,-4668.7181,5334.5209,-5452.0308,5323.7055,-4049.9593,-1014.5814,2332.7904,-1255.6085,-4876.0570,-53405.8645,-59505.8671,-54059.5751,-56737.1389,-50958.9832,-57030.3265,-65390.5975,-55986.4419,152963119.3026,152948032.7889,152966212.6887,152965436.0348,-56540.8537,152974062.2995,
