sl_100_5400_20300206 Coordinates.csv
2030/02/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:19 2024,
Start: 2030/02/06 07:47:00.00, Stop: 2030/02/06 09:17:00.00,
TIME_UNITS,STARLINK-4562 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-6082 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-2308 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-4614 - X-Coordinate,STARLINK-1186 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-6082 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-2308 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,STARLINK-1186 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-6082 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-2308 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,STARLINK-1186 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,359.1468,1212.4590,3710.0878,-5328.6263,-606.2288,-6170.7467,-1148.8925,-700.4643,2668.9324,5997.5819,-3269.7243,1271.7602,4149.1161,3391.0039,4027.2180,-5510.4670,864.7769,2984.2153,-5441.6477,-1600.5619,-1299.1629,4461.1469,-3018.5702,-2744.7652,5517.9881,517.8222,-198.1274,4288.6677,-3870.2005,3401.9652,3633.0881,5759.4108,-6081.4903,-4618.5521,3860.3099,0.0000,-4040.3948,-5268.9696,6482.5722,-4552.7443,3849.1043,6295.1368,3789.0189,-3287.5294,-14.1286,-4456.1936,5430.9003,-4980.1606,-4476.4758,4636.3933,4323.5560,-3997.2086,1725.4959,-5981.7162,-6181.4237,1200.6352,-5638.3764,-5987.3283,-6483.5839,-2573.5865,-6014.8917,5192.5824,3964.5716,3189.3513,0.0000,-4326.5317,2470.9185,4801.7727,3473.1215,-2223.2182,-1776.7405,6275.0774,-3088.0270,1574.7574,-3449.1475,0.0000,3740.5017,2979.7748,-709.5333,2418.9950,6226.6466,-3602.8217,4855.4733,0.0000,-1141.7653,837.6777,-3842.1220,3285.4231,-4624.9576,0.0000,-5311.7992,1302.9606,-2130.5628,4190.7507,39.2068,5277.0191,-5127.7129,5349.1806,-6010.2297,-5810.7743,116230.9632,95717.2714,115225.4883,113140.2599,104888.0281,106177.3467,107771.8214,108962.2445,9608945.0682,9601693.5872,9629306.8103,9625504.0353,109537.2009,9616947.7762,-1453.9357,5234.7562,-3880.9803,4146.5374,-4243.5225,3049.3014,-1664.4256,5430.7187,-3167.4498,-2493.1126,2649.1125,5961.9753,-3518.5747,-2280.1334,4073.3975,1583.5622,-3725.2222,-6178.9976,-3581.2342,-6209.3641,-5254.7752,-4454.8348,5532.3473,-5930.6523,-410.4279,-6910.2267,5400.2320,-4977.4162,-4240.9034,-5271.6364,1894.8599,-3634.7815,-2433.5076,-786.0392,-3530.0172,0.0000,-3059.7933,3436.2850,1690.3181,-4839.8073,-4395.1305,-1125.4030,4082.8278,2564.0372,-4397.8118,2304.5437,2495.1216,2017.6539,620.4289,3344.9170,1805.8939,-1254.3887,6556.0083,-804.2088,1467.8840,-6836.0563,-3293.2222,-3419.3854,722.2372,3260.8822,-2034.1490,82.5677,-3244.7450,4034.9252,0.0000,2775.5125,5967.3338,4769.3651,-5860.3864,5885.0548,-6694.9111,-972.0737,2967.9193,6126.4490,-3655.0424,0.0000,2117.6513,4477.0047,6706.8371,-3359.9771,1814.9091,-2059.1553,1775.0549,0.0000,4598.5613,-4961.3066,-4853.0876,-2505.7409,-4333.8248,0.0000,1742.3773,6800.7385,5428.3998,3958.0457,4820.8934,4449.0252,1138.4627,-3370.2971,2441.2427,-1907.8881,376945.3501,369400.2330,378127.8202,381637.0328,383962.6201,381551.0439,374743.5152,376814.0937,328198623.1826,328169124.5964,328189787.7343,328179946.0570,377977.9936,328184390.0216,6746.6755,4310.4226,4398.7487,1510.3424,5253.3788,-250.1280,-6619.3155,-4196.7657,-5497.7171,-2378.0184,-5541.8284,-3065.6668,-4270.9875,5446.4563,3904.2826,3780.7843,-5805.9960,-838.5972,2307.2621,2531.5470,-4267.8175,-2551.1687,2861.1131,2135.2120,4149.8151,41.5339,-4165.2277,1925.5194,3798.0596,2827.0108,-5293.5122,-500.0279,-1522.1826,-5069.4591,-4449.9278,0.0000,-4717.0187,-2906.5617,-1624.5062,-1876.9018,3646.8477,2510.4416,-4032.2542,-5506.8467,5299.7753,-4371.7651,-3017.5665,4160.9373,-5256.7850,3854.5206,5112.5642,-5309.0913,-1146.9581,3429.6416,2202.5455,-333.7798,-1407.9336,534.9932,2171.2849,5500.6574,-2819.0402,-4328.7110,-4635.5122,-4457.3852,0.0000,-4502.2806,-2488.4987,1398.4612,893.0723,-2809.8543,71.0722,-2708.7812,-5344.0452,2221.7901,-4658.8762,0.0000,-5224.0764,-4160.8268,-1551.7332,-5532.2305,-2390.2120,5489.0639,4612.0951,0.0000,4811.2677,4432.7347,-2827.1365,5481.2293,2808.1298,0.0000,-4025.9183,102.6482,-3605.3550,-3772.6814,4927.9481,-158.8687,4489.5012,-2768.2364,-2391.1385,-3206.7684,38325.9007,36084.1382,38526.1488,36842.5230,41850.6777,34566.5000,27516.3578,34933.1963,-42529297.3369,-42494652.7194,-42509371.3072,-42525468.3086,36213.1386,-42517019.1300,
300.000,2147.4219,2538.5539,1772.2987,-4387.8197,-2675.9866,-5383.1595,-1247.0772,761.2445,868.0958,4643.7623,-1645.5069,2700.1442,2294.5596,2077.8435,5567.4745,-4161.1686,-807.8500,1846.4639,-5669.5737,-3216.4311,-2590.0168,2696.8172,-1137.6074,-3983.6605,4578.0234,-992.8423,1744.5166,2775.9593,-5352.9341,2495.6125,4761.8694,4702.1382,-5850.3798,-3979.1412,1884.3549,0.0000,-5189.4950,-3636.1449,6869.7116,-5561.4067,1991.7511,6370.7881,5323.0586,-1661.6440,-2021.3296,-2629.9284,6403.3826,-3507.5400,-3349.6154,5982.7138,5353.8391,-4846.0667,3170.6092,-4776.8843,-6109.0335,548.0335,-6283.4150,-6129.9184,-6566.1894,-659.9367,-6771.5902,5857.2309,3391.7655,4888.1948,0.0000,-2707.9037,4027.9920,5856.8203,2128.8440,-603.9355,-3127.2996,6423.0040,-1892.8216,3175.9036,-4915.0604,0.0000,5058.0942,3679.4660,502.3007,593.3282,6848.3996,-4332.7972,5778.4212,0.0000,913.9351,-1062.2179,-4633.3288,1769.2697,-5927.4054,0.0000,-5012.9347,2708.3302,-983.1628,5615.2982,1844.7377,5758.5378,-4842.0921,3746.1398,-5783.3358,-6680.5662,108455.4030,87764.4356,107185.0522,105062.4336,96817.3110,98215.8912,99717.6014,100606.5899,2442276.1855,2435004.8857,2462184.2141,2459121.8294,101509.2988,2450207.3020,-2671.1094,3741.6927,-4763.5243,5351.5936,-4306.7634,4002.6090,-3746.5788,6256.8965,-4372.3027,-3681.9793,4078.1815,6105.7576,-4538.3769,-4006.5251,3004.7663,3131.5344,-2441.2508,-6587.2458,-1802.0541,-5998.6311,-3747.9679,-5036.9223,5587.5883,-5594.3465,-2288.2825,-6696.7987,5740.4835,-5185.6045,-3673.4659,-6314.9763,82.0925,-4407.0466,-976.0340,1251.2893,-3995.0436,0.0000,-1262.5212,4379.1045,518.3920,-4088.5011,-4528.4137,-2458.3040,3498.3822,4006.4173,-4778.9864,3305.1485,1416.0178,3563.9868,2455.1569,2490.8218,2856.8061,674.4505,6085.9855,140.2121,2783.3359,-6691.6394,-2218.2954,-2786.1928,2007.2971,4298.1815,-556.3486,-1546.7720,-4956.6079,2854.4063,0.0000,4216.5311,5526.9931,3669.1290,-5982.2859,5428.3340,-5970.2769,-2320.9499,4662.6173,5860.3856,-2100.9360,0.0000,526.1780,2611.4942,6895.6751,-4501.1224,663.2920,-5.6511,2685.1823,0.0000,4008.1771,-4110.9681,-3121.5259,-4063.0455,-3300.9541,0.0000,3633.8830,6213.0785,6465.7338,3289.2480,5413.2864,3280.9309,3160.5067,-4331.4083,3730.1302,-746.1959,379483.7216,371354.4196,380225.0008,383686.3952,386211.8365,383705.4368,377033.3440,378949.3787,328333017.4021,328302959.3292,328324549.2920,328314783.0557,380216.3376,328318754.3501,6003.2140,5194.5167,4725.6996,-16.8761,4503.5029,1553.2835,-5683.8664,-2803.0057,-5245.1392,-3568.0935,-5393.0799,-1402.9610,-4688.1014,5099.3286,2836.9152,4475.4498,-6460.1278,978.6817,3513.4758,1106.2608,-5173.7630,-3690.7871,3920.0314,362.2523,4650.8528,-1485.8432,-3248.1634,3499.5695,2295.3458,1131.3285,-4703.5857,-2263.0415,-3172.3954,-5500.3014,-5258.8475,0.0000,-4405.9408,-3953.3385,179.3823,-92.2312,4788.8128,775.3084,-2588.3177,-5375.6443,4529.8699,-5142.4937,-1341.7534,4601.1932,-5551.2381,2361.2320,3362.1073,-4668.5610,400.0889,5030.4854,423.0727,1778.8972,435.1484,-1589.3260,401.3124,5348.3761,-1445.2203,-2999.7127,-3414.1724,-3778.3538,0.0000,-4645.8583,-1058.0930,-135.1388,2617.3995,-4201.8399,1592.5676,-998.5264,-4645.2287,738.6184,-4287.9926,0.0000,-4461.1315,-5087.6875,251.8382,-5209.1638,-644.2813,5345.8011,2726.0527,0.0000,5355.6422,5188.2600,-3886.3536,5242.2852,1431.7687,0.0000,-3019.2769,-1428.2700,-2054.8491,-2257.6857,3852.7456,-1939.4660,3784.7631,-3853.6616,-645.5301,-1577.2761,38501.1230,36171.6404,38678.1495,36787.0028,41995.7325,34967.8833,27570.6670,35370.6195,-42523384.0790,-42488811.1492,-42502974.4930,-42519254.0028,36329.7829,-42511094.1111,
600.000,3751.7887,3663.2406,-323.3342,-3019.0355,-4448.6712,-4044.5400,-1130.1254,2118.0570,-982.5709,2838.4391,96.3260,3834.5448,230.8355,599.4845,6568.8025,-2419.4206,-2455.9914,514.0146,-5371.3465,-4506.7183,-3675.3652,644.2549,873.5857,-4815.5605,3226.8074,-2421.3995,3490.0579,955.1132,-6287.4001,1349.7595,5408.7134,3146.6179,-5005.8781,-2999.7553,-284.1992,0.0000,-5866.5346,-1649.6545,6565.3718,-6012.6170,-84.2126,5803.5076,6309.8327,86.8895,-3802.7224,-526.4673,6670.9067,-1700.4776,-1943.7295,6725.5072,5776.5497,-5223.8883,4303.6144,-3109.2871,-5376.8581,-183.6543,-6230.0041,-5650.9498,-5985.1798,1287.7256,-6877.8282,5918.2941,2518.9225,6095.8713,0.0000,-843.9511,5185.1996,6339.3750,544.3214,1111.8821,-4188.7033,5932.3247,-553.5913,4429.4673,-5912.8935,0.0000,5868.5949,4053.6236,1667.0982,-1254.6563,6786.2846,-4682.7121,6052.5178,0.0000,2898.8283,-2883.8028,-4987.6440,119.9823,-6651.6832,0.0000,-4245.8625,3863.8985,241.3250,6467.2332,3436.4787,5679.1808,-4119.0532,1773.7220,-4983.8572,-6883.2928,100616.2661,79773.1499,99097.0246,96936.5122,88700.6509,90222.7296,91615.5291,92272.4676,-4725677.1482,-4732948.7926,-4706244.6350,-4708576.7824,93435.7065,-4717816.0297,-3528.8389,1897.7515,-5230.6854,6034.8417,-3966.2342,4568.0098,-5429.4077,6469.8173,-5183.7220,-4546.4113,5153.5424,5624.2247,-5159.2241,-5346.0789,1672.5463,4405.3420,-973.9338,-6342.1765,172.0136,-5203.1973,-1889.1327,-5136.4286,5131.4755,-4693.7601,-3971.7636,-5834.9394,5521.7524,-4894.5234,-2760.4420,-6717.1714,-1701.4302,-4746.7508,618.5100,3189.7857,-4115.3384,0.0000,629.2477,4935.7383,-707.8416,-2928.6039,-4257.6102,-3533.5560,2587.9789,5093.4096,-4726.2225,3996.8547,197.0621,4780.8293,4085.2259,1413.5754,3636.6789,2499.4279,5008.3169,1132.6647,3792.6351,-5869.9036,-891.2127,-1847.4645,3084.6109,4956.6864,961.3671,-2983.0875,-6168.0849,1417.2769,0.0000,5266.8628,4555.0151,2208.7619,-5514.4300,4458.0366,-4661.4621,-3427.1226,5899.8464,4968.6169,-369.9707,0.0000,-1078.7222,476.2493,6398.4061,-5240.8719,-547.2935,2024.8227,3335.8508,0.0000,3046.7395,-2861.1602,-1064.7927,-5246.1401,-1961.5379,0.0000,5155.1238,5018.8717,6844.0605,2313.8179,5496.0537,1768.6199,4865.8613,-4904.9056,4641.0922,472.3226,381862.7015,373138.1796,382151.0567,385552.3164,388288.4256,385681.7639,379151.5714,380991.6925,328310928.3867,328280304.4427,328302803.7827,328293153.8191,382284.1594,328296631.9694,4614.3143,5513.1605,4549.5109,-1542.2964,3240.0237,3186.9342,-4139.1579,-1104.8395,-4420.8201,-4374.1174,-4675.2226,417.3375,-4601.0317,4178.2145,1466.0702,4678.2536,-6432.0921,2690.1164,4340.1154,-439.4204,-5518.1664,-4412.7707,4557.5398,-1450.4785,4651.4661,-2854.0083,-1966.6814,4684.8123,541.9233,-688.1251,-3556.2088,-3772.8935,-4451.3509,-5336.8403,-5490.6323,0.0000,-3622.2800,-4577.0433,1963.6819,1702.4206,5408.8523,-1045.0852,-860.4877,-4664.5296,3266.6816,-5294.8207,493.3122,4519.8736,-5253.5055,611.2990,1252.7945,-3491.5666,1903.1622,6095.6628,-1405.9701,3702.1306,2225.8558,-3542.4627,-1412.7057,4615.6167,82.4548,-1324.9808,-1823.8897,-2672.5368,0.0000,-4271.4622,486.2240,-1654.1559,4053.6812,-5136.6991,2942.9655,820.0657,-3431.9411,-831.8829,-3442.8075,0.0000,-3185.8767,-5439.4588,2028.2376,-4324.6659,1171.2920,4619.3560,548.0102,0.0000,5281.9314,5332.8546,-4506.6013,4427.2208,-97.8554,0.0000,-1683.4115,-2805.8428,-276.9070,-496.3659,2359.0513,-3509.9991,2671.5493,-4521.7379,1169.8084,223.1424,38673.8730,36259.1360,38825.6567,36729.8440,42137.8395,35374.0749,27629.4758,35876.9461,-42517465.1131,-42482972.2403,-42496585.7893,-42513024.2800,36446.4049,-42505168.9413,
