sl_5_86400_20301231 Coordinates.csv
2030/12/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:57 2024,
Start: 2030/12/31 07:47:00.00, Stop: 2031/01/01 07:47:00.00,
TIME_UNITS,STARLINK-2066 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-5240 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5164.5757,-6523.9318,806.7387,-1957.1910,2022.1559,343744.8588,309380.2260,329983.0559,331472.4337,327149.1915,326402.8279,323371.5995,325518.3823,-224831986.9291,-224795759.3975,-224832185.9873,-224812113.1789,327043.7039,-224812108.2486,4414.1784,1735.5715,6598.4212,4101.4375,-6263.7170,212381.3659,213942.5653,200255.2876,205303.9356,212953.6341,209408.2840,203722.7273,204291.1351,-61960572.3003,-61958684.3717,-61955172.5723,-61965374.7868,205029.0254,-61958706.3922,581.0290,-509.4015,1776.4373,-5169.2195,-1953.2624,48186.4082,43153.4138,48983.4125,46125.5772,51891.2029,46002.6537,37699.8319,46989.8492,-28636527.7978,-28639709.1148,-28652395.0597,-28649141.5452,46473.2900,-28640856.4254,
3600.000,2113.0372,3717.6569,-2670.5841,-2633.8259,986.6247,278496.4647,246008.3729,266585.1452,265672.9922,264722.8105,265970.9303,261281.9606,266483.0875,-201036794.7858,-201002590.9801,-201033453.8962,-201009718.7346,265151.9753,-201016627.9576,-4566.7058,-3986.1473,-3807.2284,-4093.5371,4411.1568,292389.9368,285364.5512,275048.8368,278651.0921,288871.2555,281211.1680,279880.9075,281643.5248,-118075802.9141,-118070140.9450,-118076105.2400,-118076309.9365,280623.8040,-118072797.4818,-4608.0747,4005.0567,-5081.4246,4849.9723,5154.0118,49190.6007,44194.7746,49919.5486,46378.8372,53101.6038,50034.1765,38773.8859,47083.1539,-28664132.5760,-28657549.0488,-28679586.5128,-28668663.8337,47775.9904,-28665415.9263,
7200.000,2641.8400,1050.9255,4737.3639,5699.5316,-4654.8929,195036.1445,166716.6419,186211.5432,182497.4903,185188.0441,188418.3219,181916.5086,185183.0391,-163521598.9559,-163491695.2439,-163512550.4909,-163496641.1880,186244.7639,-163501683.7134,3600.6125,5202.4993,-270.9387,3629.6848,-1544.4115,353020.5860,338632.3834,332244.4748,336854.6214,346536.7255,334826.6125,337911.2785,337242.9278,-166093238.6137,-166085648.0756,-166096805.9856,-166085588.7226,338267.9212,-166089072.1384,5142.9881,-4207.3134,4976.9004,-1289.3552,-4806.6577,50174.7198,45260.1444,50276.9371,50001.9043,53949.4686,48497.5595,40449.1594,50072.8152,-28691792.5961,-28676332.7067,-28706031.7152,-28685957.7870,49074.4116,-28689947.5566,
10800.000,-6134.9998,-4820.2440,-5827.7086,-5851.7926,6728.4673,98989.1637,76560.2224,93990.4882,89875.6597,93768.5133,97845.7750,90466.2605,96183.0404,-114857057.3181,-114832120.4631,-114841439.7312,-114842449.3619,95373.2061,-114837873.5282,-2353.2798,-4662.0874,3307.6288,-1753.4943,-775.9054,390239.1974,370358.3832,368274.1528,373995.8860,382211.5593,370044.2512,374008.4436,375411.1760,-202736820.6665,-202729924.7250,-202740399.0327,-202728270.5904,374258.5888,-202731741.0959,-1831.5725,917.4155,-1580.5739,-3169.0331,1103.6099,51140.7768,46351.9264,50307.6664,53403.3331,54447.7300,46415.1803,42731.3906,49242.4604,-28719305.2586,-28696524.7153,-28731466.6127,-28707808.8351,50368.4475,-28714451.3180,
14400.000,6169.4774,5740.7852,4430.5175,3789.7368,-5515.7918,-3155.0054,-18729.8214,-4255.5195,-8199.4628,-3505.9141,695.7809,-7018.1859,-2284.6173,-58374172.7957,-58353197.3414,-58352805.0547,-58365678.7604,-1642.0947,-58356014.9541,380.9425,1765.6850,-4404.3391,-1721.5768,2339.4410,401614.4599,378528.2304,380877.4758,386580.4116,393557.2854,382232.9168,385854.4650,385303.2201,-225509403.7888,-225505625.1079,-225509603.8911,-225507255.0441,386280.1374,-225503863.6029,-2886.2053,3113.8310,-2899.1148,5465.2503,3337.5516,52091.3075,47473.0282,50350.1943,56021.8914,54594.6699,45310.7733,45660.3911,53018.0820,-28746475.7022,-28718140.9736,-28755583.4685,-28734905.2500,51657.9927,-28738927.2123,
18000.000,-3195.6741,-4189.3983,-547.7368,-1314.4597,1570.7628,-104488.6119,-113111.4860,-102330.4001,-105934.5833,-100145.1637,-96679.1060,-103984.8895,-98130.1511,2063733.9627,2082929.2734,2088303.9316,2073151.4125,-98584.2074,2080833.6556,2640.1368,2697.4417,4197.1118,5363.7839,-3816.0035,386494.2828,362623.0161,369213.1376,373922.8675,379745.7850,369792.5792,372832.2559,374534.7367,-232862958.2601,-232863850.7350,-232857203.0669,-232867561.5987,373553.1896,-232857495.9354,5404.2368,-4587.7106,5417.8405,-4105.8224,-5489.6045,53029.8919,48627.0446,50738.6138,58061.6204,54383.7836,45031.3093,49313.3792,51514.8853,-28773129.4238,-28740964.3181,-28778071.4623,-28763821.9628,52942.9428,-28763375.2412,
21600.000,-398.0875,1517.5044,-3871.2796,-608.1983,2659.2585,-198162.0396,-200614.8609,-194000.6101,-197163.8527,-189532.0728,-187916.7555,-193614.6031,-189724.5647,62325305.9171,62345450.9216,62349326.2153,62339987.4221,-189238.6107,62341585.7407,-5598.3228,-6196.3123,-3676.5543,-6851.9912,5040.1910,346062.6667,323646.4167,333926.9299,336956.9204,341312.1891,333218.4955,336225.6329,336119.3859,-224303812.4374,-224309753.7384,-224291409.3923,-224311388.7090,336885.2762,-224298911.3762,-3879.6827,2256.1543,-4350.8397,-45.2512,3815.6912,53962.2035,49818.5178,51713.0891,59640.9156,53874.7847,45449.7271,53753.4826,55784.3467,-28799123.5797,-28764735.6863,-28798741.5191,-28792653.5536,54223.1940,-28787795.4063,
25200.000,2756.6575,1326.9449,6308.5542,2222.7030,-4895.2197,-277857.2490,-275719.1446,-273361.2603,-276037.7215,-265821.0579,-267032.5054,-268381.4378,-267381.5577,118293596.2381,118317385.1915,118313415.7643,118314120.8957,-267791.9327,118309502.2504,6209.6705,6350.7133,2731.7500,5016.5119,-4785.2444,283277.2097,264055.7823,277164.1112,278155.1185,279147.6705,274752.3812,279436.6402,279370.0572,-200425777.6803,-200435925.2783,-200408641.1649,-200431288.8148,278619.6013,-200421739.5756,-590.7127,1923.8907,357.9582,4137.2905,478.6356,54898.4234,51053.3306,53355.4643,60823.8803,54101.7337,46496.7097,57756.8486,53937.9821,-28824356.2366,-28789231.1453,-28817757.7619,-28820372.9561,55498.6432,-28812187.7094,
28800.000,-3757.4611,-4011.8817,-5670.2182,-4061.6808,4810.7997,-338224.8345,-333700.1484,-335228.7389,-337469.4837,-327776.0730,-328829.7757,-325772.7309,-329802.0649,166147360.1035,166176957.0285,166161191.8357,166170830.5044,-329205.0800,166163428.9878,-3351.3459,-3042.4050,-607.5227,-990.7923,2012.0489,202705.0784,187601.9924,202494.1833,201393.0031,198743.4667,198158.0568,204673.7153,201820.8998,-162868935.8039,-162881376.4853,-162851144.2837,-162868424.8293,202485.2098,-162865801.6264,4589.1459,-4530.1758,3844.8348,-5467.3344,-4468.6885,55859.8633,52339.3258,55567.3019,61643.7100,57697.5025,48144.2739,56191.3529,58350.5201,-28848772.9731,-28814275.7748,-28835818.1296,-28846167.3654,56769.1881,-28836552.1523,
