sl_100_5400_20300620 Coordinates.csv
2030/06/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:34 2024,
Start: 2030/06/20 07:47:00.00, Stop: 2030/06/20 09:17:00.00,
TIME_UNITS,STARLINK-1010 - X-Coordinate,STARLINK-31710 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-3738 - X-Coordinate,STARLINK-1168 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-31710 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-3738 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-31710 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-3738 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4497.8602,-2806.0460,1199.6671,4086.0242,982.3223,-5831.2524,4038.7564,5030.2375,5053.8579,3782.9032,-1222.8013,3947.8210,-4352.4007,2484.1582,-5900.6041,5634.2421,-6068.1148,4562.3056,-4718.4618,-809.5627,3149.2501,-5008.7235,4023.0608,-5751.2854,-1313.6133,-3113.7593,-1308.3207,-4262.5509,369.4842,2956.1439,-5763.1873,5270.9761,6046.5016,-3623.2310,299.3052,-455.8676,4031.6156,-686.1536,-998.0937,-2630.9995,473.5054,-4450.6703,1279.1171,1410.6862,-1219.0199,6617.5925,2289.4673,-54.5220,4721.7406,2382.0071,3317.8878,1344.2521,-4116.3517,-1762.8457,5024.9350,-1615.2705,-1148.9155,-1231.4225,239.8453,4048.8796,-6127.2937,-4239.5343,3940.7878,3909.9959,-235.4599,-2410.8255,0.0000,-1034.5802,5324.1724,-1782.6836,-5283.7767,-2520.2821,-2185.5063,-1052.8608,6015.0055,-4749.1884,-174.7956,-555.9868,59.2128,1380.8580,4906.3549,-1048.9368,-6161.4847,-4989.1472,-1332.9495,2047.8282,794.0254,0.0000,4277.2251,4170.6584,5371.4853,4111.4684,4099.5114,-3326.1615,-1260.1115,1846.0232,-6230.9068,5140.7954,-4920.7458,3462.7055,-215890.6281,-211736.6141,-220488.1131,-222185.1510,-218779.6675,-217624.8156,-213639.0963,-216484.7761,-193377605.5205,-193347704.5881,-193373276.6837,-193388746.8142,-217318.3971,-193393828.3213,-1258.2869,-3213.5306,-5158.1566,3974.0879,238.6005,-1572.2887,-3735.3609,-2801.1410,3843.3962,4928.7049,6641.3420,-3024.6238,1588.5825,-6414.9984,1618.8611,703.9802,-3138.1501,-2565.0008,-311.4606,5774.7351,5204.2022,4096.6731,2452.3501,3401.0421,5812.0217,3802.6912,6641.7687,-5113.9800,-6815.8446,-2835.8994,-47.3816,-2303.9251,-2864.9108,2168.5235,5646.3822,5698.6865,1160.7363,-6813.7031,6079.8177,-4673.4606,5568.9253,1193.6082,-5199.5923,-5446.4644,-6761.9424,1470.9068,4000.4738,4623.9108,-4176.5054,-4677.6137,3321.3344,6191.6274,-105.4253,-6607.4636,1390.5406,-2277.6838,6765.5396,-3981.1395,-6203.0867,-5536.5053,3209.7237,3784.2709,-3929.6878,5672.7605,4045.4624,-4871.1058,0.0000,-2382.4853,-3324.2159,4706.5516,-3930.4185,-3171.8474,4599.0064,-5782.9021,2014.9584,-4971.4240,-4272.8413,-4296.1555,4259.2423,6770.9823,4373.5992,-357.7754,1579.2220,-4743.3981,-1225.1295,-3576.4225,-6226.3771,0.0000,4064.8516,-3315.9526,1108.5763,293.9362,-4232.5465,-5673.1039,-4437.2384,5632.9658,-512.3208,1750.9524,-3149.7897,2424.1678,-310398.7406,-320018.1735,-303685.4452,-307993.1676,-315923.8841,-313081.0031,-307610.8036,-309018.7539,289547152.8261,289528782.4707,289528943.3534,289545728.7854,-308348.7269,289539663.6026,-5057.1770,5140.5622,-4436.9753,3883.9798,-6816.0030,3361.4166,4132.4920,3712.3342,2806.1356,-3122.1728,566.7294,4402.7547,-5082.8792,-270.2685,-3121.4894,3975.3241,223.1002,4360.3453,-4682.9904,3527.7061,2883.7184,-2446.9100,-5000.0271,-1773.6011,-3461.8051,-4763.7310,-1475.2492,1881.8160,1392.6899,-5183.4180,-3742.7419,3859.2753,1735.8195,5443.9242,-3834.8348,-3675.1002,5346.9240,203.8560,3066.3021,4314.3047,-4080.5352,-5104.2880,4334.9576,3829.6862,265.8316,1056.2058,-5145.1489,5132.3169,-2649.7776,-4358.7336,5051.8262,-2742.4346,-5424.0113,-985.8986,-4511.5833,6341.4561,877.9809,5233.8059,3046.0901,508.5814,40.1936,3789.2063,-4133.8270,551.2219,5289.7973,-4220.4184,0.0000,6432.0814,-2834.4799,-4643.3286,2205.7157,-5396.5882,-4536.2653,-3229.1666,2752.3658,433.2559,-5413.9864,-5254.6777,5440.8582,178.5453,1776.3325,-6817.0312,2773.8482,572.4172,6649.2467,-5592.5069,2962.7262,0.0000,-3188.5005,-4232.4391,-4123.3896,5481.7470,-3521.1833,-2209.0550,5108.4544,3149.0452,-2934.2022,-4272.2663,-3596.8894,-5310.4520,-44687.5640,-47710.0439,-41458.7307,-43680.9835,-38328.3734,-45065.2140,-52637.2003,-42494.4627,153119728.9912,153100256.5132,153101321.9372,153099099.6443,-43895.0769,153109823.7988,
300.000,4523.9054,-4594.6557,-932.7560,5549.4173,-489.3729,-5437.8513,2112.4655,3364.0899,3801.3358,3621.4772,69.0893,2716.8119,-5130.8131,1213.2659,-5969.8197,4300.0877,-6497.0193,2958.7354,-5444.5904,919.8442,4730.7203,-4134.1377,5475.9773,-4355.0210,-46.9675,-2153.2891,190.6844,-5008.3698,-316.4410,1018.3574,-4907.4947,3740.2931,4750.6049,-2712.6200,2170.4208,963.5689,4831.8609,-1857.8569,274.2403,-3493.9996,-116.6437,-4479.4288,-123.7823,103.9210,-2623.9429,6844.7213,3508.6118,1879.2337,2988.6541,250.4205,5032.7719,2709.9210,-3744.4988,-1312.6698,4377.2097,-2447.7599,428.9499,-3047.1162,-1429.4575,2953.8857,-5126.1722,-3249.4364,2802.5335,4885.0137,1913.3867,-4277.4310,0.0000,-2501.7995,4655.7018,247.1585,-4171.8295,-4062.0300,-322.5442,-2277.5363,5744.3965,-5456.4191,-2230.2667,-2607.3894,2153.6342,883.3907,5156.1162,-1500.8488,-5986.2665,-5677.9210,895.1607,1667.5353,-989.6514,0.0000,4843.9169,2243.2922,4560.2195,3943.5833,2275.0311,-4315.6319,-3226.8263,3324.0197,-6743.0865,4570.8181,-4769.6319,4871.7060,-209052.1518,-205087.3476,-213823.9815,-215448.9487,-212216.4054,-211079.3594,-207113.7403,-210401.8895,-199651762.2393,-199621738.7151,-199647382.5902,-199663509.5973,-210778.9676,-199668064.9663,-3208.7089,-2172.5625,-4967.6662,3324.6982,1975.2373,357.5823,-4112.5023,-3989.7002,3439.8142,3494.8644,6359.7523,-4744.7950,2948.3969,-6461.1077,3058.4580,-310.0230,-1668.1015,-4010.2699,1450.1842,6340.0442,4546.3238,5452.4433,1179.8293,4390.1745,6628.5401,5399.4388,6924.0092,-3555.9241,-6088.2690,-3933.0076,1808.7292,-3667.6621,-3977.0320,4064.0581,5864.3070,6378.0193,-788.1228,-6398.6429,6732.3193,-2867.5606,4006.0323,3159.1094,-6204.7770,-6394.0333,-6099.5456,-31.4411,2234.6666,3697.5767,-4865.0133,-4985.7556,2411.7285,6262.6441,2053.8192,-6662.9597,-536.3664,-231.6468,6498.0270,-2709.5395,-6545.8353,-6073.9023,4370.0984,5376.0401,-5488.5752,4441.9447,4246.4961,-4244.3197,0.0000,-727.3878,-4858.7408,4279.3557,-3644.7227,-1616.1007,5552.5166,-4433.3940,169.5452,-3975.6093,-3553.0227,-4414.2491,3660.0105,6544.7006,2886.4416,-2526.0213,3225.7327,-3737.5367,-716.1787,-5264.1547,-5589.0972,0.0000,2155.4115,-3870.8620,-681.1870,-1878.9225,-4448.5393,-4205.0686,-4438.5805,5638.3871,790.3795,-145.1480,-1301.7124,873.5952,-314430.8979,-324369.6186,-308161.5237,-312439.6909,-320513.5445,-317496.5919,-312212.2806,-313656.3987,285256323.3527,285238904.8223,285238730.0301,285255210.5301,-312897.2002,285248801.5199,-4077.2613,4337.6268,-4710.2526,2398.4537,-6584.0461,4249.5349,5093.3212,4436.2100,4676.6748,-4798.5217,2332.5500,3773.3654,-3504.1279,-2049.4884,-1474.5025,5425.1692,-1322.0526,4643.8814,-3540.7552,2330.2314,1514.8813,-1010.0923,-3977.0592,-3092.5243,-1880.5816,-3612.1645,53.1904,3179.7060,3366.4941,-5209.9392,-4458.1260,4531.2502,3061.3535,4858.2197,-2749.5490,-2136.6927,4715.8465,-1602.1431,1411.7401,5189.1377,-5642.0385,-4151.9326,2995.9519,2335.9716,1779.1877,-494.4281,-5514.7739,5523.3300,-3764.5623,-4650.9128,4053.9787,-1041.0114,-5304.4405,1262.2117,-5300.7557,6478.1751,2330.3288,5303.5623,1717.3247,-1308.4150,1564.4088,2686.0842,-3173.8146,2037.9169,4766.8556,-3321.7254,0.0000,6429.1119,-1460.6517,-5340.4600,4183.5325,-5140.3499,-3945.0258,-4488.4849,3842.9281,-1380.2970,-5477.7455,-4482.2102,5450.9994,-2048.0556,3377.6668,-6250.9417,1391.8071,-1238.2644,6794.1566,-4214.6737,3992.5017,0.0000,-4108.7757,-5127.9882,-5082.4552,5287.6864,-4708.0021,-3439.1292,4156.8127,1498.5153,-1259.9073,-5180.8451,-4757.9191,-4644.1754,-44479.7399,-47583.9753,-41327.8491,-43735.5794,-38197.4311,-44664.2601,-52579.9062,-42241.1674,153120696.9753,153101183.6055,153102172.2661,153100259.1212,-43783.5234,153110948.9655,
600.000,4137.4398,-5889.0848,-2983.2176,6449.4969,-1978.2922,-4546.1040,-34.3401,1372.1489,2173.7503,3150.5289,1380.0263,1222.7761,-5403.0569,-201.3260,-5441.9519,2554.8168,-6273.8204,1079.5810,-5591.6103,2535.5995,5802.9686,-2864.3447,6388.9485,-2526.8095,1203.5010,-1013.0650,1671.7139,-5294.4167,-1014.3520,-1004.1798,-3595.3944,1864.4898,2985.9369,-1583.4132,3803.4317,2258.9190,5171.5429,-2857.5949,1503.0418,-4063.6026,-616.1429,-4099.7308,-1482.6578,-1187.4935,-3785.0174,6387.0935,4433.5251,3659.1456,945.2026,-1905.6168,6249.4410,3794.0385,-3044.2368,-735.0751,3341.9451,-3110.3025,1986.3263,-4564.8548,-2944.5104,1547.6411,-3617.5367,-1956.3283,1423.1286,5399.0971,3834.7522,-5715.2750,0.0000,-3777.6542,3538.4755,2276.9038,-2641.0707,-5208.0313,1546.3800,-3304.9925,4940.4877,-5625.3011,-4084.0284,-4370.8033,4050.5093,316.9933,4899.5810,-1702.8980,-5241.6279,-5809.1077,3000.8452,1173.4699,-2707.7506,0.0000,4932.9039,81.3605,3328.2688,3435.1536,202.7605,-4920.9870,-4852.5674,4426.4336,-6584.4390,3595.0693,-4181.2598,5799.2951,-202195.9870,-198349.8074,-207063.3958,-208604.3882,-205556.0769,-204443.7012,-200490.8992,-204250.8283,-205830753.7886,-205800629.1646,-205826346.1463,-205843125.8311,-204144.2850,-205847135.3648,-4819.1134,-941.8823,-4336.4258,2368.4951,3434.4393,2277.2765,-4132.5775,-4819.5532,2609.4013,1679.8364,5410.9964,-5953.3323,3964.4488,-5865.0167,4173.5203,-1358.5340,-17.5595,-5083.5310,3019.0436,6269.8869,3419.5867,6271.1024,-169.5708,4979.6679,6782.2491,6446.2231,6532.9580,-1640.0295,-4752.9784,-4637.2215,3515.3526,-4715.7859,-4729.5388,5565.3351,5507.5087,6396.8133,-2623.3964,-5326.6504,6708.3560,-782.3176,1992.6860,4788.6918,-6599.2278,-6681.0628,-4828.1011,-1535.4108,276.4746,2456.4903,-5098.1964,-4833.1153,1306.4129,5712.4340,4007.0147,-5979.4525,-2442.3695,1806.2150,5603.5086,-1191.6719,-6257.3294,-6005.0157,5117.1426,6421.0005,-6519.2104,2766.7652,4030.9859,-3228.7986,0.0000,944.4850,-5905.0296,3470.6064,-2915.9241,66.4338,5968.4127,-2614.1710,-1717.5434,-2568.3653,-2536.9070,-4121.9015,2756.5274,5593.7056,1075.3011,-4438.2718,4550.5086,-2348.0456,-35.3101,-6415.6277,-4436.8649,0.0000,8.2350,-4081.6755,-2441.2566,-3860.9954,-4264.0335,-2326.2464,-4037.5094,5041.1866,2000.2415,-2059.5780,704.9474,-724.4954,-318266.1635,-328581.0970,-312500.1906,-316740.3929,-324963.2336,-321755.8873,-316675.6635,-318115.3047,280829560.6870,280813094.2773,280812582.8202,280828724.4579,-317306.9935,280822002.5725,-2652.3019,3017.8258,-4475.3141,652.4889,-5638.3794,4679.2175,5497.7178,4668.8797,6049.1634,-5967.0698,3830.9891,2686.6979,-1541.6186,-3604.8694,334.8396,6295.4261,-2719.6412,4404.8221,-1971.7902,870.5112,-30.7091,535.6417,-2517.3371,-4077.9373,-94.3211,-2059.2573,1575.8989,4135.0694,4985.0680,-4597.1480,-4684.7366,4717.8335,4056.2372,3744.2463,-1356.7827,-355.5093,3550.8368,-3230.5920,-397.2192,5497.8785,-6598.6396,-2744.9698,1330.6403,578.3834,3097.1676,-1990.4991,-5289.7304,5318.6675,-4460.2129,-4422.1750,2616.2863,773.3301,-4588.1300,3373.6329,-5515.1080,5923.8223,3531.4814,4744.2986,203.3823,-2982.0745,2919.8299,1282.7559,-1874.1663,3304.2710,3672.6493,-2059.7207,0.0000,5742.5598,72.7559,-5446.5285,5716.0414,-4289.6618,-2910.8025,-5218.8939,4519.2233,-3043.3681,-4948.7135,-3204.8093,4873.8663,-4053.6992,4597.4887,-5011.4230,-138.7775,-2915.0246,6202.5421,-2389.1561,4596.7449,0.0000,-4545.3883,-5445.2097,-5482.2774,4511.1197,-5377.1941,-4302.1958,2751.5730,-328.3575,550.9044,-5531.1497,-5395.0627,-3449.7852,-44250.1531,-47457.1747,-41201.6145,-43790.3367,-38069.2873,-44259.5371,-52518.1327,-42111.7360,153121660.2556,153102110.7344,153103024.5651,153101435.9199,-43671.9415,153112073.8361,
