sl_100_86400_20301211 Coordinates.csv
2030/12/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:02 2024,
Start: 2030/12/11 07:47:00.00, Stop: 2030/12/12 07:47:00.00,
TIME_UNITS,STARLINK-3863 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-31510 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-31886 - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-30886 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-31510 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-31886 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-31510 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-31886 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2483.1412,4455.4585,4087.3193,-5974.1283,5624.4616,-5643.4886,0.0000,1535.5767,-4009.4470,4618.1329,3427.7574,6206.1256,5044.5260,-3274.3675,-2568.9739,-6271.5671,6046.8701,-220.9361,5131.7241,-1951.6734,6547.9449,-2534.1720,-3149.0436,-6732.8961,2610.5109,6035.8215,-3708.7576,6854.5809,-4064.8367,-6150.1243,5637.5413,-2557.3915,-3777.4018,2885.4698,5843.2267,5834.4560,5653.5597,-118.8289,2312.8298,4196.1177,3937.5585,-2479.3584,-4455.3912,-4222.7102,-76.0095,-598.9406,86.0519,-3906.5812,6468.6335,1941.7755,4420.6677,-4730.3393,-5830.8115,0.0000,-6463.1861,6306.5257,-3304.1899,4564.0884,2579.3696,-3819.1917,3757.4540,313.3962,-1335.5828,959.2989,1870.3544,-5497.8139,4857.0058,-5156.0502,-1010.0770,-1938.8085,0.0000,-6527.7268,-6466.5266,3521.6533,-4552.5421,5683.8299,3596.3039,-3630.7331,-6363.5135,5365.5178,-2949.3822,3730.7600,2500.8812,-3637.8539,-3406.7886,1547.1654,112.7050,-1472.3161,-2438.4768,-2180.5253,5246.4047,-1086.2151,4021.0430,2722.4031,-4149.4519,1329.8547,5773.5926,1443.3336,5023.9749,3096.0419,97419.9098,69860.2244,82390.9031,85421.6508,83865.9487,81994.7933,77224.2962,80129.2102,-262104331.8044,-262158244.2141,-262119759.2414,-262133722.2538,81104.5603,-262123596.3118,3409.9944,-4171.9951,4063.1324,-1672.2156,-2127.8856,-3256.1898,0.0000,1633.8446,2996.3287,-2978.1558,-4374.4817,1597.8273,-1469.2697,4057.2812,6112.7427,-2656.0333,2808.0698,4060.1681,-75.4210,6257.5171,-1070.2488,-5994.4891,4528.9143,-1492.8587,4172.6924,-3454.0260,-5755.4762,180.0179,-4972.6193,2077.8575,3843.4708,4734.5608,3404.1505,-4046.0139,-3425.4258,3080.3004,1885.7943,-4132.0926,-173.9614,3067.8104,-4750.7431,-6345.3900,3539.8528,-3512.9024,4345.2033,-6609.1016,4925.4630,-3606.3939,-2416.4147,6235.3653,2883.2802,-2200.5931,3581.2265,0.0000,68.8155,2754.9997,1417.4734,-1359.2409,-6187.1043,3191.8706,3348.4480,6824.5731,4267.4063,-4167.1419,-6074.2777,3099.8298,918.1699,46.7303,-3886.5199,-1989.9826,0.0000,1693.3804,1508.3557,-5615.6634,1031.5858,-1440.4628,2127.6054,810.2682,276.0292,1565.4303,4419.2757,-3862.2071,-4206.8284,2817.2063,-4909.9178,5560.8008,-4897.7532,5593.6092,6415.2247,4594.7583,-4273.2165,-5115.8080,-3769.6899,3966.5527,4909.5423,5372.5575,-2247.1860,-5762.3065,-4791.9936,-6068.3058,-367225.1667,-367545.1413,-375865.4000,-371629.8386,-363003.4419,-366034.0812,-370413.0967,-371289.2020,-26304378.8130,-26289330.6373,-26292183.7288,-26291075.5361,-370407.8150,-26298800.8772,-5431.3026,3141.3659,-3797.5544,-2998.9396,-3410.2366,2361.0763,0.0000,6544.5649,-4611.2157,-3999.2537,-3945.1930,-2634.6482,4475.9058,-4375.5575,-622.8273,815.3814,-1820.5876,5303.1151,-4670.2512,349.1899,1602.9219,-2240.4457,-4085.8209,-984.5880,-4727.1938,70.2999,372.1742,1161.9276,-2501.8562,2355.4405,1221.4229,-4376.9209,-4694.6649,-4584.4072,-1629.5067,1799.9854,3223.6765,-5476.6016,6505.5833,-4574.8647,2708.7600,-1197.5377,3629.1860,4152.1807,5356.7693,1848.1098,4739.9363,4373.1734,-693.8852,2234.8945,-4419.9724,4325.1741,1014.3620,0.0000,-2524.3281,696.9907,5910.6618,-4929.8239,-815.6260,-4638.6533,-4655.6589,-769.5058,-5270.2065,5321.7298,2740.4233,2593.0565,-4762.1845,-4576.7501,-5344.6239,-6360.7238,0.0000,-933.1716,-1460.1672,-1887.4740,5080.2154,3693.1252,5502.1593,5822.5939,2418.5134,3786.1103,4318.0841,-4368.6893,-4894.7283,5161.1564,-3162.1091,-3815.9951,4729.6976,-3605.4485,42.4147,-4681.5809,-679.1322,4572.4027,-4159.8364,-4968.9329,2500.5205,4095.4332,-2940.2878,3515.4166,450.5096,-1394.6636,146287.2357,146029.7793,147905.8909,145105.2845,150834.5502,144855.6011,136626.0206,144220.6823,-13655570.0668,-13636714.1476,-13632553.3870,-13653613.4374,145398.0699,-13651678.2859,
3600.000,-5389.7942,-352.2420,-4126.5856,6736.7590,-5014.4752,1546.2682,0.0000,3083.2939,519.1366,-3972.2118,-969.0646,-4801.7628,-2597.8099,1850.8949,-405.8575,5045.8048,-6608.6841,-4870.4993,-5165.5121,-1637.6854,-3513.6030,3986.1984,-1311.5553,5731.4812,-4524.7450,-4419.8051,4386.4483,-5903.8011,5338.6170,5276.1820,-5519.0041,-94.4873,576.5477,970.4722,-3224.5776,-6111.3793,-4268.5155,4326.8305,-5454.4211,-6516.7865,792.2526,3456.5702,-450.4631,6420.2970,-3441.1469,2160.7007,-2970.7795,4168.7415,-4213.8419,-3336.3465,-5335.6882,6547.3780,3962.5038,0.0000,4273.1230,-5907.6712,-1392.6058,-1052.2811,1115.3396,502.6125,-6305.4471,-2143.2204,-1520.4577,2632.2267,1656.0560,4025.7752,-6580.0451,2419.2707,5676.2409,-2569.7055,0.0000,3704.1442,4934.1315,-1905.6367,5105.5266,-2842.1136,-5190.1385,-530.3110,5941.3452,-3025.1552,1531.5104,-1653.0378,-781.3393,2722.1260,5940.8266,-4445.6584,2817.3411,-2476.4334,147.6673,-1321.5322,-1837.8317,4491.7417,259.4557,-4591.4470,2277.3580,-3768.9036,-1958.3485,2437.5675,-3826.8188,-101.5020,185103.0709,158152.0200,171010.2252,171351.9222,173787.0760,172373.4360,167546.6260,172439.0839,-246277294.0848,-246335527.1894,-246299527.1647,-246309164.0642,171411.9208,-246297186.9918,17.4418,5016.0032,126.5355,48.9622,4754.5114,2539.7029,0.0000,1424.4248,-5965.5970,5487.2423,6723.9684,1800.7230,4903.5238,-6546.7590,-5103.6077,-52.8753,-552.7779,-3095.5407,3745.5020,-4077.2664,2931.4526,5126.9799,-3952.2921,1104.1704,303.3781,2874.9098,3521.9094,-5.2312,3885.2080,-4243.1458,-766.1900,-6705.5061,-5896.5375,6294.3359,2640.7337,-1234.4899,2607.9585,4198.5942,-3049.3785,-327.3299,4872.9318,3647.3706,-4083.0465,2498.1739,-5358.3684,6007.3136,-6089.5895,-813.7857,2093.5412,-3053.4898,1381.7704,-1227.0804,-5016.4884,0.0000,-2902.9483,-877.3134,1488.4827,4537.1060,5183.5639,-6166.2038,-105.7880,-4636.1058,-6314.4177,5808.4184,4837.6870,-5338.7062,1644.7242,-3589.5123,1921.1611,-1221.4697,0.0000,-3910.2142,-3874.8203,6097.4692,-4252.3791,4246.3485,1787.4901,-3205.2030,-2930.2057,2825.8656,-6674.3109,6498.0209,6709.4037,-5997.7936,3091.3244,-5264.7767,6149.4337,-3250.4570,-5478.0341,-6179.0183,5141.1838,4744.0453,4162.6756,45.4379,-6395.1547,-1780.7305,3688.9679,4451.4266,3971.7619,5546.7250,-330674.4742,-337266.7481,-344094.1016,-340400.3770,-330475.4824,-337968.1319,-337764.8079,-337209.8339,-93313215.2395,-93307962.2838,-93298810.4568,-93307228.1538,-338362.0997,-93308635.0729,4256.5302,-4684.6853,5516.8842,-1447.0727,-61.2959,-6269.1217,0.0000,-6042.5818,3215.7379,-519.4561,491.1703,4646.2205,-4120.0888,100.8247,-4264.0187,-4653.8307,-1947.1017,-3390.1992,2713.0563,-4882.1391,-5073.7500,-2284.2867,5443.2592,-3812.0355,5084.9456,4520.5698,3910.8146,3662.9060,-1982.0566,1365.7433,-4132.1075,1756.9521,3561.6981,2250.6411,5566.4251,2805.3946,-4582.1531,3262.3170,-2962.1957,2300.9003,-4597.1841,4740.6649,-5365.5325,-114.5861,-2673.8966,2583.7549,-966.4789,-5430.2300,5084.8340,-5224.4001,4109.4791,-1285.4352,2635.8596,0.0000,4619.2990,3479.9846,-6624.3500,5013.6629,4170.6699,2811.0163,2665.2178,4590.1520,2349.2018,-2466.3569,-4675.4013,1368.6042,1019.9038,5351.0967,2947.9092,6315.8930,0.0000,4153.2693,-2622.0127,-2591.5196,-1885.6841,-4693.1757,-4212.4511,-6115.0343,1598.8787,-5344.2979,-225.9463,1700.7588,1482.6549,-2128.9618,-915.2786,591.6256,-851.0954,5440.7271,4121.1279,2785.8723,4043.6446,-2381.7099,5489.5041,5154.8933,1230.0408,-5491.8197,5424.4005,-4690.6536,4227.1577,4179.3349,145566.9234,145230.2430,147184.9982,143598.3825,150372.9194,147268.9336,136000.0196,145993.0288,-13690205.8133,-13676593.2346,-13669863.5647,-13695532.1034,145014.3134,-13689384.2941,
7200.000,6460.7653,-3783.4417,3980.9779,-4378.1477,2397.6904,2086.5787,0.0000,-4155.4097,2428.8258,905.6282,-1816.0187,2556.8441,66.4508,571.5003,4341.2532,-2291.0369,4707.6305,6365.4691,3891.3443,5282.7386,-954.0398,-4161.1383,5300.9311,-2472.5250,5429.4208,187.8962,-4031.8790,2295.8824,-4545.4694,-2103.7517,4222.7835,2254.7071,2067.3211,-3689.1669,-1311.1356,3660.8767,1789.0876,-5976.2869,4085.6299,6491.6317,-5219.0132,-4358.5569,4907.0881,-5588.9587,4892.1397,-3534.7457,4066.2226,-4135.9187,-318.0989,4761.1063,4988.5741,-4965.5683,-229.1084,0.0000,-1242.4953,3505.4120,6000.2032,-1759.5070,-5041.9680,2324.6460,6262.4515,4323.4483,3034.5680,-4246.3371,-5142.3540,-319.9645,5107.7123,51.3786,-6275.6853,3724.3606,0.0000,822.4344,-681.6265,-1250.2104,-3774.7525,-255.7533,5509.2090,3113.9611,-2447.8681,394.6770,625.2385,-607.3045,-804.6043,-1222.6121,-5239.7828,5458.5490,-3971.6286,6008.5115,3297.1227,3714.2431,-2883.5052,-6057.7544,-4223.5208,5756.7989,832.5312,5828.5216,-2399.8180,-5776.5291,-4.9416,-3544.1419,260580.2040,236173.8934,248888.7477,246862.3101,252632.6318,251709.7167,246673.5972,249986.6839,-213633199.9205,-213692574.9519,-213662591.4700,-213661776.0450,250832.9097,-213653213.1211,-2334.6476,-4885.0574,-4264.8826,2018.2925,-5465.3100,1648.8563,0.0000,-5227.8931,6316.9584,-4904.3271,-5658.4964,-5186.7901,-6814.9877,5291.7348,1114.1893,3794.8443,-2371.3517,1108.6516,-5674.4829,-658.1197,-4785.4117,-1526.5260,3130.3162,986.3605,-3787.0848,-2379.6495,932.5978,-1418.8804,-578.3814,5040.6564,-3113.6763,6269.1772,6597.4299,-5306.5145,-2449.4784,-2055.3091,-6151.9179,-3134.7701,5010.3615,-1953.6009,-3462.4071,638.3447,3879.3022,-316.6585,4554.1886,-2547.8934,4227.7697,4684.2625,-2478.1355,-1159.3214,-4622.2377,3673.0042,5116.4378,0.0000,5570.7871,-2284.2569,-1074.4097,-6435.3419,-2076.6908,6274.8641,-2498.2516,619.2641,5857.4146,-4877.5161,-2765.2986,5274.1195,-3048.4948,6370.9472,362.5508,5273.5239,0.0000,5311.3810,4926.7317,-4157.6013,5199.4723,-6316.8638,-4174.6294,5605.9656,4581.1488,-6306.6699,5494.7246,-6590.2692,-6258.1085,6433.4735,682.9436,3013.0826,-4130.3829,630.7237,2572.5331,5759.7980,-4452.9797,-3193.9550,-4344.2516,-3191.7778,5428.6674,-1682.3875,-4941.3768,-2476.0969,-2452.2198,-3900.6186,-273845.6372,-286228.1033,-290377.8298,-284792.5852,-276566.6625,-288624.6375,-283561.4270,-286038.9984,-153917364.0073,-153923314.4126,-153904315.8751,-153918688.4019,-284687.2866,-153913964.9755,-208.7853,2991.6227,-3685.3930,4910.1847,3474.2805,6395.5560,0.0000,1841.9709,670.9446,4602.0468,3319.9605,-3816.8882,1123.2565,4227.8224,4915.5139,5225.9856,4457.9604,-1742.5450,863.3647,3831.3915,4767.8473,5254.2496,-3033.5572,6426.3554,-1647.3840,-6535.9516,-5472.1591,-6415.3666,5136.8957,-4235.8841,4524.0870,1910.0771,-215.7051,1965.2803,-6390.0168,-5406.5542,2210.0946,1215.0396,-2466.5664,1384.8256,2487.8592,-5334.9770,2541.3578,-4024.2719,-1744.5030,-5344.4742,-3532.1350,2896.5635,-6476.9981,4855.4019,-1052.3447,-2809.8414,-4656.2603,0.0000,-3945.3884,-5515.3535,3288.3207,-1558.4233,-3987.1488,1199.7921,1201.2811,-5311.8181,2040.6334,-2220.2348,3715.3350,-4328.0980,3406.8664,-2628.9725,2255.9322,-2539.5154,0.0000,-4183.6878,4622.9184,5341.4177,-2539.6594,2843.0800,267.8845,2595.4998,-4419.7402,2383.1294,-4051.6494,2009.6764,2824.5872,-2248.4914,4203.9180,2984.5895,-3698.5483,-3152.8444,-5445.7271,865.1808,-4259.0501,-1217.9540,-3309.5211,-2114.3103,-4183.3149,3261.4912,-4102.3871,2856.8230,-6515.3180,-4537.2819,144826.5354,144412.9252,145871.2107,145482.3864,149539.5808,144119.4293,135969.2978,143873.8908,-13724762.3871,-13716554.3395,-13708169.3783,-13736059.1044,144619.4002,-13727064.3331,
