sl_100_5400_20300115 Coordinates.csv
2030/01/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:30 2024,
Start: 2030/01/15 07:47:00.00, Stop: 2030/01/15 09:17:00.00,
TIME_UNITS,STARLINK-3182 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-4407 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-31325 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-4407 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-4407 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1411.6753,-4785.8943,-3917.5731,0.0000,-3398.7719,6633.7654,-4495.7038,-5232.3157,6285.4634,-2523.9990,-3754.8692,-976.4246,4399.6277,4393.5918,-193.6174,2924.3987,0.0000,5446.3659,421.2565,-2937.2369,-3942.9543,3313.6219,-5003.1837,-4447.6657,-1696.9430,-4741.0632,-2902.4934,-2237.1803,4400.4178,6309.5477,2598.4394,2460.8299,-4337.7361,-3690.8091,4958.0080,-191.2210,-4871.1338,1610.0697,6525.2369,2394.4075,2055.8391,6294.3462,6437.9263,3474.2618,-1603.5856,-6373.3013,203.7046,-820.7334,4839.5247,3880.5228,-4298.9495,-884.1681,5326.1207,-465.2411,456.2629,580.5060,-1036.3314,-3549.1155,-2178.6052,-1289.3644,3427.2372,5232.4721,5649.8744,373.5340,6781.1774,1368.5090,5034.6174,-6200.1617,4839.5590,-3217.6668,2590.4121,3274.2312,1603.9630,6007.4297,4830.3921,-3907.9244,-1761.7845,4024.5116,2098.8455,4785.3845,-2253.1912,-5376.0124,3178.6356,3936.7573,4222.9660,4838.5603,-3285.9400,6002.6957,4199.2989,960.8622,1929.6830,2939.8614,-3752.4096,-6.3691,1113.5063,-1375.4309,2019.5175,-4125.9497,4146.1715,-3692.6480,379575.4717,346178.6268,367856.9273,367180.9124,360334.9816,360658.1391,359636.5361,363346.1423,37971102.0242,37929737.5825,37952249.3572,37984444.4480,362454.6303,37976128.2285,4571.8513,-1855.6337,-4150.7589,0.0000,-2335.7842,-1522.3235,4346.1396,379.2599,-601.2364,6226.8463,-1949.1773,5972.8253,-4053.7659,2982.2556,-6546.4946,281.5584,0.0000,4199.8491,-5605.9957,-2933.8530,4379.9614,-5977.1127,2614.7775,-2245.8596,5879.1035,-1795.8956,4070.4998,-3714.3765,790.9686,2166.6398,5132.1802,3684.0924,299.3763,3816.7763,-4293.3246,6492.2320,3759.8507,6274.3843,-1124.2805,-3551.1032,5796.9905,243.6444,-1036.0516,-5881.3279,-5269.0314,-1087.7353,-5008.5327,1354.5802,-4284.2427,3040.8191,-1189.3167,-6343.8004,2902.2068,6839.9444,6558.8737,-6422.8411,5292.4754,-5105.6144,3711.1548,6751.7771,5111.0962,-4145.4040,-3734.2232,5478.4435,1033.0071,-4893.9244,604.0046,-2973.9196,-908.5086,-5730.2969,3230.3634,6009.0208,6297.9843,2277.9941,4830.9992,-2666.2945,4895.2023,-1128.9074,5380.1039,2100.4107,6499.5113,-788.7149,-3545.1247,-5489.9240,-654.1424,2906.8939,-5590.0782,1760.3868,-2902.7108,5283.5109,6211.2460,6254.5130,5497.5298,5078.7117,5184.1046,-6659.8496,5458.0143,5519.9038,1950.2789,4615.4988,-71611.6548,-79344.5137,-78390.0790,-74462.6655,-69316.0099,-71977.4079,-78928.3288,-75763.0855,307521843.0826,307527351.9065,307539394.2014,307538583.2696,-76566.5257,307537783.6473,4796.6417,-4465.0015,-3902.5065,0.0000,-5384.0959,-1084.4430,-2996.7424,-4502.7908,-2851.3038,-897.1529,-5398.1862,3336.0716,3431.4130,-4430.3118,2236.1694,6289.9259,0.0000,-561.9517,4023.6075,5534.5147,3501.0937,951.2657,3995.6700,4640.6965,2731.3248,-4752.9958,-4767.0746,-5261.9485,-5172.8022,-1133.4806,-3870.9785,-5310.7573,-5347.7994,-4467.2848,2202.6313,2434.2995,3102.2761,-2116.4368,1356.6711,-5410.9856,3110.1104,-2859.6210,-2156.3989,748.5775,3974.7274,2429.4612,-4669.6285,6757.0263,2466.5592,4736.7036,5301.7240,-2089.5875,-3389.5762,224.2423,2030.5191,2552.6322,-4071.1685,-2611.9342,5333.0270,-840.8804,-2609.1735,-1353.9095,-889.5540,4049.9804,-273.9321,4735.6671,-4630.6924,869.5630,4433.9917,-2205.6055,-5296.4463,1013.8929,2338.2047,2539.7731,-950.1754,-4990.4489,4590.6557,5243.9004,3534.6023,-4376.7389,846.4968,4266.3386,5059.6065,-834.1370,-5432.0833,-3960.1271,-1192.1251,-2968.4512,4656.7900,-4269.2503,2379.1808,196.9031,-1450.1091,-4684.4604,4303.1442,-752.4220,3694.1942,-265.1320,-5145.2832,-3472.7500,160469.6400,156991.7430,159439.7754,157853.2346,162805.5502,155433.7322,148468.0097,158460.2075,-76427747.2006,-76446623.9555,-76447094.6376,-76436650.9759,157155.2803,-76439495.2319,
300.000,659.1096,-4977.0243,-4242.2918,0.0000,-4244.4441,6300.9853,-2808.9184,-4462.9578,6542.7924,-1158.2792,-4193.5511,681.3456,2615.0052,4975.0379,-1772.4837,4157.2821,0.0000,6189.8352,-1040.0339,-4298.2721,-3241.0910,1962.6963,-3382.7294,-5175.0444,182.6661,-3595.2980,-828.7140,-4160.8545,3884.5870,6716.6618,2693.0588,3688.3014,-4532.2453,-2370.9999,5525.2755,1402.1537,-3187.1832,2649.1318,5620.5724,832.1742,3487.3072,5509.7631,6448.4764,2355.9281,-3208.1296,-6821.7414,-1945.9130,-2852.6736,5478.0034,4117.2708,-4058.4688,-2185.0340,4550.1182,758.1458,2030.2126,-1007.1137,766.9722,-5026.2782,-569.2337,288.8187,4004.9232,4244.3828,4881.2924,2257.4306,6685.8398,-745.2268,4128.1013,-5920.7399,3372.6717,-4235.0657,3875.6700,4339.6046,2641.9436,5821.9067,5613.8309,-5420.4771,148.4934,2800.2970,3068.0824,4986.7740,-788.0400,-4914.3189,3234.0933,2610.8268,4155.4337,6070.7856,-4023.3716,6725.9499,3772.2108,2359.5610,3237.6111,4129.1993,-2749.5782,2110.8435,2820.5786,-2527.7134,3435.3926,-2917.4101,5428.3718,-1736.9657,380998.5125,347662.5386,369312.8280,368583.8344,361816.7235,362202.4754,361148.7853,365223.2775,31249190.0243,31208128.9620,31230525.5144,31262165.6236,363971.4930,31254287.5471,4081.6381,306.6751,-2276.5916,0.0000,-308.9979,-2690.1623,4619.3594,2384.0075,-1953.4443,6142.8848,192.0007,6557.4992,-4367.1991,924.4875,-5723.7396,-1325.9764,0.0000,2882.2537,-6333.0311,-1253.9215,5728.9323,-6050.8196,3912.0191,-205.3761,5507.4941,-324.6668,4203.6954,-2984.8522,-1316.2694,687.0592,3490.3155,1901.3487,2349.3314,5349.8636,-4169.1039,6721.6267,4217.7477,5103.8836,-2548.1418,-4924.4647,5766.2541,-1465.2359,-2327.0020,-6368.2789,-3903.0952,462.8384,-4839.1678,2054.0530,-4221.9678,956.2445,960.8007,-6364.2967,1602.2353,6633.2986,6554.5346,-6770.3564,4455.1328,-4334.5911,5019.3438,6528.0505,3514.8438,-5321.5833,-4682.1334,4526.8213,-198.0652,-5235.7168,-1252.4857,-3337.2905,-2421.7928,-4280.7127,1432.7818,4795.0100,5096.5344,455.7417,3908.0265,-1467.2054,5683.6875,-2972.7985,3780.3919,-47.8205,6852.1737,1280.2220,-5081.7266,-6242.1373,-2735.6884,1465.0182,-4346.3716,235.2235,-4660.6673,3858.0403,4971.8661,5271.9276,6219.8466,5003.2345,5475.3333,-6264.1388,4000.7152,5907.9276,448.0024,5044.1761,-63495.9665,-71977.8317,-70853.5573,-66952.6050,-61626.3101,-64413.1989,-71206.4070,-68133.7503,308280593.5946,308285156.3680,308297524.0003,308297933.3506,-68902.6691,308296570.1783,5365.9988,-4628.2435,-4963.4266,0.0000,-5280.7666,733.5835,-4343.5556,-4711.2698,-1162.1469,-2625.3063,-5423.3866,2078.2347,4650.1344,-4713.9748,3459.2172,5400.7437,0.0000,985.8278,2576.8054,5274.9814,1922.8022,2666.7378,4590.5141,4420.8146,3809.5213,-5939.3465,-5418.9671,-4501.5663,-5470.1721,426.1520,-5353.4269,-5533.1312,-4630.5733,-3727.8079,-13.9466,997.6500,4416.9172,-3658.5946,2751.9079,-4761.6148,1459.0398,-3919.4019,-388.1045,-1069.2629,4537.9903,990.0201,-4441.7591,5985.3920,266.6614,5372.7306,5531.4383,-301.0015,-5002.8219,-1581.7664,540.5487,1133.4004,-5022.8533,-1190.5931,4632.0853,-2297.1631,-4036.7742,192.8586,937.3879,4577.9425,1536.0520,4504.3963,-5342.7304,-1373.7426,5162.2869,-3436.3263,-5303.0261,2449.3951,3836.2083,3688.0903,869.2632,-3968.1738,3978.6278,5318.8028,4702.3412,-4647.5374,-699.1968,4682.5280,3466.8850,725.6052,-4797.0328,-2921.4111,-2899.5807,-1622.5959,3438.6937,-5159.5357,3568.7112,1711.6863,369.8057,-4271.6193,2954.2524,1073.4013,4437.4100,-2043.3212,-4218.1300,-4306.4966,160481.7771,156984.9497,159499.4990,157702.1767,162857.3130,155739.3440,148426.2943,158157.5847,-76423125.5799,-76442123.5725,-76442674.6574,-76431511.7527,157177.1611,-76434793.6820,
600.000,2684.7273,-4703.7392,-4200.9595,0.0000,-4698.9332,5330.8669,-827.3105,-3299.4231,6156.9476,356.5598,-4266.3873,2254.3003,553.6572,5116.8256,-3209.9100,5017.9399,0.0000,6329.2183,-2371.6560,-5276.4206,-2229.2454,390.3196,-1450.0504,-5412.6920,2069.4294,-2138.0972,1335.8194,-5658.2265,3029.5332,6421.5160,2582.5249,4603.6870,-4321.7214,-856.1015,5486.4879,2850.8666,-1170.4499,3455.0794,4128.1502,-769.4780,4555.5750,4209.0072,5804.2927,987.7895,-4518.8172,-6603.6544,-3898.6784,-4607.7758,5517.9000,3992.6511,-3479.3498,-3246.8054,3356.7061,1922.2291,3397.8883,-2486.9116,2528.6891,-5966.6904,1055.8490,1859.7653,4188.0939,2819.5004,3600.4999,3941.1176,5911.4312,-2775.5110,2850.8413,-5004.3494,1558.1127,-4875.3291,4792.1498,5003.6871,3459.6733,5092.5092,5839.4791,-6398.1235,2019.8921,1322.9712,3766.6351,4725.9255,760.0482,-4013.9400,3004.2191,1010.2636,3728.0258,6712.8780,-4330.3660,6797.7756,3007.4569,3570.6879,4265.0902,4929.8761,-1455.7376,4014.8423,4213.5012,-3431.5655,4552.3514,-1398.3583,6189.3539,400.6593,382246.7235,348991.2740,370604.6816,369817.9679,363135.4576,363594.7011,362496.6058,366841.9825,24512250.0883,24471513.2436,24493795.2788,24524790.0858,365326.3531,24517417.4112,3217.8735,2436.3725,-165.3379,0.0000,1724.2677,-3595.0284,4483.1680,4176.1071,-3100.0756,5424.4212,2300.9557,6509.5861,-4293.8918,-1216.2281,-4355.3932,-2747.8185,0.0000,1272.8782,-6443.1342,508.4870,6486.0338,-5535.5687,4868.8978,1836.9691,4570.8606,1237.6796,3979.4971,-1997.4706,-3308.1631,-868.6816,1478.5273,-37.3616,4146.0048,6378.2121,-3587.6628,6304.3265,4300.5957,3403.4904,-3732.1227,-5837.4540,5166.8470,-3063.2773,-3377.0391,-6214.7607,-2160.6758,1958.6379,-4227.6058,2454.0219,-3693.4706,-1231.5353,3026.8324,-5699.0704,90.4777,5751.2943,5902.1602,-6466.4787,3186.3819,-3116.0761,5847.4506,5677.3397,1520.0069,-5953.2758,-5153.7635,3149.5734,-1426.4532,-5116.0565,-3020.2359,-3319.7388,-3713.1684,-2412.7625,-482.9655,3105.2465,3387.9490,-1435.4751,2584.6322,-163.0392,5953.2984,-4528.1376,1786.7600,-2192.0203,6541.8142,3241.7104,-6086.4154,-6356.4013,-4535.1786,-94.0603,-2589.5317,-1297.6277,-5945.2426,2067.8665,3253.5137,3767.1874,6294.6291,4479.3773,5226.3738,-5219.7073,2166.8550,5718.1386,-1057.9636,5009.1520,-55352.5870,-64583.7299,-63287.0793,-59423.5928,-53908.5692,-56831.0727,-63454.7617,-60521.6257,308892437.8010,308896063.6089,308908756.8431,308910352.4875,-61208.9251,308908453.9129,5322.3146,-4268.7315,-5490.3497,0.0000,-4576.1878,2471.5633,-5226.7296,-4412.4194,651.7841,-4053.3901,-4851.0779,595.9573,5363.9754,-4490.4845,4310.0716,3937.9397,0.0000,2426.4479,852.1955,4449.2032,131.8134,4092.4548,4691.3075,3702.8997,4436.8949,-6497.2640,-5486.5468,-3235.9745,-5159.3798,1936.6651,-6265.2120,-5161.0334,-3410.0801,-2590.6811,-2229.0715,-545.6183,5250.6909,-4789.2440,3829.2971,-3596.6437,-350.8686,-4557.6366,1422.9379,-2769.6662,4585.8715,-556.5766,-3722.2399,4578.0873,-1961.9876,5411.1222,5169.7645,1522.6588,-6085.8857,-3213.1280,-1008.5946,-406.9688,-5396.3818,369.0841,3419.3061,-3506.8955,-4984.4071,1717.8092,2659.2664,4593.0333,3176.4893,3794.7890,-5468.2816,-3470.0666,5260.3660,-4299.5923,-4689.6800,3620.7084,4919.0705,4437.6470,2594.0494,-2511.2853,2942.5165,4767.5270,5331.1001,-4396.4422,-2170.0155,4593.1970,1506.1399,2203.1721,-3644.9378,-1564.9587,-4247.2023,-102.2710,1849.5348,-5481.8721,4375.1168,3041.5139,2147.9273,-3397.6541,1275.0518,2779.5179,4698.1737,-3599.5435,-2831.7058,-4664.6261,160493.5839,156978.0877,159554.7138,157549.2262,162906.0456,156049.8266,148389.0255,157776.9883,-76418509.0060,-76437622.7067,-76438252.5165,-76426391.9039,157198.9547,-76430091.9031,
