sl_100_5400_20301103 Coordinates.csv
2030/11/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:20 2024,
Start: 2030/11/03 07:47:00.00, Stop: 2030/11/03 09:17:00.00,
TIME_UNITS,STARLINK-32021 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-5888 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3976.7532,-4477.3293,4301.1573,4629.6711,243.0478,-1948.9974,-5228.5114,2707.4706,4184.3682,-5331.0176,4958.6921,-5550.3595,-107.3759,855.0085,6237.7876,-1135.1005,4092.0374,0.0000,2901.8173,678.5533,-4125.1885,2464.4183,2302.7977,-3328.2621,466.1087,-5690.2501,5143.3047,2818.2561,2204.0050,3826.0592,-701.8658,2492.1448,3620.8724,-3324.6332,-3868.0495,-4770.9524,-5971.9219,733.7645,3825.0027,-5367.3779,-4271.8446,-5652.0596,-4075.6334,5051.1924,-3392.6618,-2330.5902,-2474.1045,3180.1003,2207.3414,4927.2345,-5087.4049,-5148.2627,4791.4668,-2138.5370,-2689.8183,2807.7845,-2281.5281,-1451.6860,3698.6982,-3412.7817,-680.0721,-6045.1071,-4630.3730,1412.8882,2983.5569,-2888.9860,1524.0310,6372.7821,984.9722,4171.4898,4347.5959,-4278.1420,457.4096,-1884.3212,-453.8281,-1794.6767,-5068.2168,5135.1277,-4414.4759,-6703.3551,-4663.3172,5127.8998,6121.9595,3290.6782,-527.9999,-5330.3468,2691.1255,6518.0954,0.0000,-5319.3040,378.1941,3132.6789,4687.0696,3339.7894,-6207.1891,-5793.1278,2810.1636,1816.2707,5837.4476,-5734.9988,372222.2961,351669.1525,355324.5928,360164.2490,364009.7711,360790.2659,354286.3690,356394.5759,-304096025.4339,-304119660.0147,-304103203.9905,-304112604.3588,357371.1889,-304110468.1134,3351.1324,1105.6130,-3788.1256,2195.0705,5086.2319,-3599.1963,-324.2227,-2297.4199,441.7848,-4355.8760,4631.2216,-354.9149,-5790.1027,6824.8345,-2546.1695,3966.1159,3779.0947,0.0000,-4992.3159,-6273.9912,-2956.2406,6426.8402,4124.0024,5527.5053,5085.8468,-3835.9858,69.6171,4198.7790,-1621.3714,-1562.4473,6135.7334,6121.6430,-1789.9143,4174.8671,-1510.2967,-1662.7128,432.3487,-6396.8269,2959.6908,-3405.3961,-2705.6872,-2676.7210,-779.5028,2676.5483,4623.8630,4741.2418,-4382.5769,2902.5568,3743.0041,-3744.6330,4162.1634,-255.9305,-4514.4189,-5033.8999,4812.6748,-2862.6035,6382.6791,5155.7508,-2299.7134,3283.3342,-6227.7741,-2232.1096,4873.4668,5627.3693,4582.4500,-4138.1238,6109.4490,-14.6247,6784.7526,-58.8308,-1582.2304,3242.7640,5891.8243,-4531.4762,4540.9274,6123.7839,-2021.9775,-2551.7271,2943.0191,-1262.7303,106.4552,-775.8410,-3127.4018,6039.5955,-5987.1130,-1904.9273,4958.7993,2100.8265,0.0000,3283.7170,5985.0364,2692.0102,-3183.9569,-2490.5747,1574.1717,-2753.7976,-5187.5479,-3270.9146,-134.4792,-3036.7793,103235.9445,113847.5872,105822.4699,107418.5637,115255.0043,114020.0734,113347.6310,110689.4304,61730589.6676,61766912.8628,61742621.7427,61735729.7253,111046.2242,61743454.4796,-4174.2697,-5104.6312,3799.3402,-4651.4709,4540.5771,5257.0629,-4538.9275,-5890.0848,-5352.3881,1203.9609,1306.2819,4087.8558,3778.3457,284.4184,-1705.0595,5418.3544,-4112.8539,0.0000,-3658.5681,-2924.1286,4720.3459,-674.7479,-5017.8502,-2429.3466,-4662.5203,29.7404,-4639.0057,4596.9090,6375.6569,5484.1130,2951.2673,-1983.5113,5341.0464,-4370.0910,5518.1233,-4704.7517,3449.3587,2422.0542,4948.0223,2641.1465,-4607.6962,2902.1816,-5545.0745,3913.2255,-3750.4944,-4471.6897,-4683.9452,5329.0037,5251.1438,2834.6990,2266.2165,4385.7665,-2145.0776,-4048.4776,4016.4439,-5309.6122,1185.0181,4351.2114,-5359.3797,4987.0286,2847.8262,2496.3196,-1748.7759,3665.5951,4269.9505,-4573.0618,2876.2957,2667.4918,517.6215,5464.3414,5110.9866,4398.2872,-3455.3765,-4749.8596,-5208.3002,-2631.6569,-4021.8739,-3872.2525,4439.6364,-401.7220,5070.1937,-4540.4182,-17.5245,-681.3333,-3463.2200,-3929.4525,4027.1322,-1072.7844,0.0000,-2832.5951,-3511.3983,-5441.1541,3634.7802,5439.7369,2210.6444,1981.9666,3406.4235,-5821.5819,-3676.9086,-2438.5672,-62340.5249,-61946.2601,-60837.9755,-63524.6964,-57869.4591,-64018.1797,-72106.8567,-64787.3767,30125003.8302,30098944.8155,30149614.3256,30127106.2075,-63338.5581,30131583.0545,
300.000,5505.3585,-3089.6819,2419.8187,2835.4368,1909.0946,-3555.5775,-5488.8120,2786.7548,3793.6677,-6232.9094,5554.8081,-4499.0441,-1933.9880,1995.2511,5690.7813,1046.3891,4807.3243,0.0000,1040.3056,-1082.2685,-5547.9959,3411.3374,3460.7940,-2368.2606,-169.5167,-6066.7655,4686.6265,4569.6810,171.1181,2688.5708,786.5984,3716.0743,2658.0784,-1899.6568,-4480.8084,-5225.3365,-4962.7860,-683.1855,3160.8934,-5261.5550,-5028.8850,-6586.0529,-5441.6438,6202.4133,-2106.9668,-592.2377,-4196.6907,4059.7632,3576.0227,3208.4130,-4942.6915,-5409.7630,3147.7017,-3611.5956,-745.2811,1029.3304,-900.6803,435.5145,2910.4804,-2563.2458,-2049.2752,-6784.2106,-3545.5733,2978.3617,4221.1584,-4623.8342,2947.1869,5534.1965,2110.3110,3677.1820,4198.4375,-3251.6911,2244.1225,-3744.7162,801.1336,-293.4611,-6213.5135,4604.3199,-3458.1037,-6682.3254,-5179.4248,3752.0311,5260.7872,4516.2445,-2217.4562,-4767.3731,3969.2685,6448.3668,0.0000,-3745.3863,2148.2753,4224.0557,3918.0201,2171.7445,-5034.6254,-5568.3045,1803.7028,1299.9143,4679.4014,-4532.4677,369971.3443,349085.8895,352799.1322,357535.2084,361630.3103,358287.2489,351937.1076,353690.3728,-305368544.9014,-305392632.7040,-305375821.3071,-305384627.7894,354979.9281,-305383081.7148,2521.6527,2743.0851,-4613.0094,1870.9541,3866.3887,-2064.3585,1708.3595,-4172.9548,-1717.5596,-3150.0793,3091.4090,1283.5836,-6083.3792,6255.2032,-3981.5737,4174.5110,1815.1861,0.0000,-4763.1602,-5610.1762,-2857.3643,5512.5581,2335.9768,6436.4484,3370.7994,-2634.1992,-2036.0971,3015.6262,-2488.5119,-3421.7256,5261.4592,5809.4117,-3733.4229,5588.4017,560.5717,437.1720,2141.9783,-5624.3467,1150.1765,-1755.9689,-671.9318,-1643.6069,-1672.7307,1192.6269,5965.9283,5790.5710,-3087.1821,901.5818,2036.7242,-4569.1081,4891.1408,1787.3254,-5153.6008,-3518.0333,4570.3799,-4171.0437,6186.2764,4490.2792,-4200.4800,5011.9558,-6468.6722,-788.2499,5966.2888,4326.9231,2870.3679,-2933.1942,4874.5448,-1666.6732,6131.8553,-2185.5934,-3544.1598,4962.9000,6069.4687,-4440.0186,3004.1136,6786.0599,-808.1594,-4343.6769,4725.8960,-30.5556,1987.0000,-2280.9131,-4041.0990,5157.3801,-4957.7100,-74.3803,3322.1747,484.7613,0.0000,3911.2082,6193.8509,797.3503,-4882.4787,-4263.5458,2952.4743,-1202.8606,-6317.3510,-5026.4835,-1589.4483,-2892.4326,111183.4369,121523.4682,113403.5238,115024.0283,122830.1250,121425.1527,120903.0751,118496.2546,55073131.2196,55109046.0386,55085754.7527,55078074.4168,118571.5612,55086001.8098,-2791.2238,-5500.7676,4487.0748,-6030.3516,5284.9816,5242.6531,-3872.1093,-4701.8201,-5386.3144,-329.0639,2702.6055,5072.4952,2662.5618,2062.2600,-192.9824,5278.2956,-4641.3243,0.0000,-4792.6925,-3967.9767,3023.0963,-2413.4626,-5482.2743,-689.8128,-6035.7228,1822.8036,-4676.4739,4090.4838,6473.9327,5312.2600,4303.4785,-201.4511,4883.3535,-3568.6623,5225.9260,-4490.5063,4302.5462,3898.1237,6043.7682,4072.3694,-4589.0055,1218.2636,-3943.7794,2850.2057,-2629.6041,-3744.2878,-4486.0099,5444.3559,5433.0918,3891.1794,179.7565,3655.3428,-3388.9878,-4570.4421,5006.3609,-5080.4916,2870.2875,5220.0953,-4644.5027,3953.3866,1159.6653,1066.8267,-239.7010,4414.9036,4697.2818,-4049.5255,3930.6441,3781.3707,2277.9857,5381.8762,4166.9306,3602.4498,-2233.0969,-3592.1470,-6188.2970,-1222.4553,-2584.1257,-2792.4203,3685.8176,1416.4460,4087.5570,-5314.0237,-1809.6976,866.4699,-4316.3289,-4975.5470,4608.9708,-2500.7549,0.0000,-4217.4896,-2302.4930,-5309.4231,2480.4114,4905.5507,3435.7838,3547.9950,1811.4156,-4573.6590,-4816.4333,-4378.8299,-62267.0999,-61858.2051,-60734.7749,-63580.3086,-57758.1913,-63625.6072,-72052.0653,-64454.5418,30120540.5950,30094211.5421,30145083.1264,30122946.5350,-63237.6925,30126897.4443,
600.000,6418.8330,-1433.7430,302.3674,759.9050,3424.0822,-4809.5293,-5250.9071,2635.3995,3069.6079,-6547.4667,5628.5135,-3034.0589,-3553.3648,2957.4452,4596.7168,3110.0237,5100.5543,0.0000,-955.9658,-2769.6946,-6391.5974,4045.4053,4328.3293,-1177.5432,-703.6020,-5836.5546,3819.6184,5872.5635,-1845.6842,1332.4105,2237.8479,4565.2744,1459.4181,-319.9957,-4702.2369,-5209.0362,-3492.5243,-2071.7057,2242.5269,-4661.4169,-5321.0361,-6857.0036,-6191.9330,6760.4577,-635.0583,1175.1974,-5525.3815,4582.9313,4624.6895,1156.2766,-4298.3912,-5139.4417,1186.0823,-4753.4765,1302.0576,-824.0883,600.0718,2313.7862,1884.1246,-1499.8752,-3199.4928,-6860.0653,-2120.6877,4283.9015,5092.4285,-5899.5986,4120.0469,4170.8578,3047.6883,2871.9109,3674.3656,-1946.0941,3788.3122,-5202.4065,2044.1119,1224.9386,-6706.8859,3650.1667,-2200.4585,-5972.8167,-5213.0929,2033.7126,3857.7422,5306.3879,-3727.1043,-3770.8575,4904.2865,5765.5556,0.0000,-1781.7442,3695.0434,4931.7453,2757.6183,833.8943,-3343.4081,-4764.1098,630.4126,710.4939,3079.4788,-2863.6636,367549.1189,346343.4886,350115.8101,354731.8934,359090.0412,355615.6560,349428.0464,350916.0030,-306495341.3288,-306519868.7019,-306502742.0026,-306510913.8417,352430.1678,-306509972.8298,1444.7919,4149.8317,-5023.7522,1263.1286,2286.1146,-346.0497,3558.8991,-5596.5286,-3709.2299,-1644.0377,1234.1440,2839.1946,-5800.9540,5051.7568,-5032.0467,4009.4169,-319.9035,0.0000,-4091.8550,-4432.2007,-2504.6841,4042.9541,340.3233,6695.8598,1270.6056,-1146.6238,-3954.2428,1565.3019,-3181.6315,-4962.5562,3871.0384,4915.4994,-5285.4719,6465.0785,2553.0959,2480.4816,3676.2089,-4301.6736,-816.5607,99.4853,1413.0065,-459.2750,-2434.1068,-380.8124,6711.5827,6298.6483,-1522.7922,-1167.6441,156.3753,-4963.4607,5122.2391,3626.9846,-5322.4011,-1664.9516,3906.6507,-5060.2770,5380.1001,3424.4246,-5690.1143,6237.8769,-6061.9774,722.3629,6482.4535,2615.9227,900.5401,-1465.8665,3176.2934,-3187.9666,4855.2588,-4103.3507,-5138.6248,6208.9434,5649.8369,-3928.1002,1203.0016,6782.8326,461.6274,-5703.6166,6052.4974,1220.9928,3640.7468,-3607.8763,-4563.9951,3765.2224,-3473.2327,1798.3616,1381.2652,-1199.3320,0.0000,4188.5212,5821.1797,-1146.1969,-6057.1873,-5623.3783,4057.4151,511.1692,-6787.9218,-6269.8189,-2933.9144,-2378.5368,119082.5161,129136.6507,120934.6553,122584.2058,130354.2016,128760.1196,128408.8543,126245.6955,48389543.4140,48425040.4149,48402753.8939,48394350.3378,126045.4664,48402415.9908,-1073.0171,-5296.5264,4683.4901,-6763.3125,5437.5375,4599.2233,-2791.0272,-2999.1491,-4813.8280,-1827.7396,3806.5756,5508.1583,1259.8201,3614.4218,1339.6084,4544.5300,-4672.2583,0.0000,-5393.3709,-4591.9064,1002.6120,-3892.1629,-5351.3072,1124.8582,-6760.7413,3414.5115,-4213.1605,3127.8760,5884.1841,4557.3215,5177.6630,1602.4759,3847.9288,-2379.7858,4369.7296,-3790.5058,4691.2132,4947.4042,6490.9002,5058.5919,-4060.3616,-598.1994,-1919.6514,1481.7446,-1217.2847,-2614.5400,-3796.7717,4958.0827,5005.4737,4508.0946,-1925.8127,2505.3333,-4269.1930,-4576.4859,5435.1660,-4240.0281,4241.2315,5523.8404,-3427.7336,2487.2521,-655.3581,-477.9372,1294.8993,4677.8800,4623.8272,-3069.6436,4562.6447,4486.4379,3788.1633,4710.7110,2770.4247,2422.7800,-762.5750,-2032.8270,-6506.7549,319.4183,-850.7208,-1411.9467,2535.6201,3076.0654,2660.1013,-5510.9053,-3403.3456,2320.5287,-4709.1159,-5480.8986,4698.0640,-3661.1385,0.0000,-5138.1496,-848.7744,-4585.8192,1036.5490,3829.2411,4267.2661,4696.5914,12.3155,-2834.3525,-5434.5417,-5851.6036,-62193.7237,-61772.1034,-60636.2972,-63634.0640,-57649.6041,-63230.9940,-71992.8515,-64026.3426,30116080.3224,30089480.1695,30140542.6831,30118807.8591,-63136.7844,30122211.9223,
