sl_100_5400_20300805 Coordinates.csv
2030/08/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:15 2024,
Start: 2030/08/05 07:47:00.00, Stop: 2030/08/05 09:17:00.00,
TIME_UNITS,STARLINK-6062 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-5669 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4765.9743,-1893.4230,5213.4632,4240.1681,-1015.8650,-4830.5063,1768.8046,3804.7883,-2862.2435,3486.1747,1214.6285,-1368.3582,6565.3388,-1933.9638,-2702.2016,5129.1156,5227.2541,5206.7852,5898.8315,-2751.1384,6188.9255,1467.8095,-5411.6112,-4332.3281,298.0199,5370.5574,4924.1876,2591.8735,-2008.4582,4550.9216,-687.7001,1793.2036,-1341.7981,-5269.3769,101.7538,6455.7383,4347.1529,-3142.5843,-2265.9397,3853.8804,-4266.4073,4265.8256,4144.9504,-3786.9402,-3778.3648,-530.7681,-6523.8751,4546.6625,-2128.8251,-4242.3816,-2283.4221,-3747.7205,0.0000,2191.0428,2813.0118,-4198.9681,-1049.6825,-3263.7473,5149.4071,6220.8874,1730.2256,2403.5228,-2395.6373,-2093.6421,-6408.9727,-6871.7030,-1475.9152,2642.2810,-2903.1529,-1260.1733,-2254.9400,3871.7530,3691.4897,-2967.9193,-2113.0036,-5421.7586,-4533.8196,5607.1899,2112.0940,-2162.9868,-4289.5120,4978.0714,3659.1463,-5406.7518,-2328.1123,1489.4643,4580.7830,2061.9559,-4939.8819,-6053.6707,-5313.8301,5223.1174,2096.9330,5809.8414,-6400.4888,-3596.0124,-1483.9214,2814.2628,6114.1159,6746.0626,228816.7948,259320.6130,234485.4443,236313.1839,244306.0947,243075.7094,242076.0704,238857.2867,-248036215.5655,-248021662.2981,-247998054.4859,-248016281.3468,239952.5496,-248023139.4354,-2578.9903,3749.7606,3986.5476,-1776.7126,-5613.0783,2925.6203,-2658.1193,-3285.8743,3256.1233,-5183.6710,-6660.4178,6572.7781,1961.9164,-5029.3715,4846.5984,-4480.2727,-1083.6611,-2230.8584,-1896.2866,5024.1981,-470.0246,5529.0669,187.4331,-4595.8186,-6775.8181,-2744.0503,-1711.7672,4384.6386,-5688.5803,-1983.1604,-5998.7373,-5893.9620,6647.5600,-3798.7907,-6595.6351,630.6039,3548.6674,5746.3070,3278.3680,-4313.8672,2254.5643,-4961.3732,-5100.9351,3292.7785,-2673.8474,-2239.3007,2112.3231,-3362.9577,-5560.8089,2645.8484,4753.5113,3620.6475,0.0000,5397.8731,124.3950,-5055.2748,5179.3297,-5961.1023,-1615.1263,2805.1943,-4475.7902,5063.0133,4512.2982,6547.0452,-294.1728,376.9227,4971.1901,-3769.1802,-5879.0553,-5395.0862,-6489.5665,1756.2101,-2161.8916,364.1174,-5960.0026,3882.2540,-21.0659,3312.2926,6609.4966,-6335.7585,3329.7538,-765.6938,-5174.2457,819.8986,-6247.9020,4806.5689,1077.3405,-5047.2630,3339.7590,-2629.7766,2285.1608,-3096.6142,4743.8751,1080.9237,-2030.1499,-3134.1432,-5831.6411,3040.5744,-637.3931,-1271.8903,270880.7554,278242.4910,275618.1117,271180.1572,267859.2622,270801.5422,277413.9426,272837.8865,242908560.7310,242893443.2505,242899402.2550,242905420.8272,274282.9738,242897717.8642,-4330.5706,-5471.5000,2273.0401,5131.3297,-3899.0698,-4027.7378,-6164.8744,4612.4080,-5388.3134,2710.9431,-1302.6461,-1688.0975,-1105.5327,-4321.2876,3982.7825,923.8574,-4251.0341,3902.1923,-3003.1211,-3872.3464,-3083.0133,-3611.3972,4161.8464,2758.4051,1442.1218,-3291.8797,4559.7968,-4361.9154,-3390.2499,-4817.5923,3427.7391,-3115.3817,-710.6647,-1500.0512,1519.4336,2404.5665,-4064.2009,-1880.3138,-5277.8954,-3833.8179,4756.4081,-2371.6210,-2121.5034,4758.1241,-5169.4977,6429.4734,568.4942,3913.2122,3517.2359,4757.8476,-4183.1974,-4555.4879,0.0000,-3735.2399,6335.1678,-2068.6901,-4497.5265,680.1419,-3888.4963,1193.2951,-4937.6006,-4063.2993,-4535.7448,-871.2640,2585.3152,-198.8210,-4577.0823,4829.1630,2188.3791,4155.9226,533.8178,-5468.0556,-5385.4233,-6308.7005,-2799.4959,-1765.4496,-5212.6287,-2263.6623,-385.5207,-1541.9082,-4204.2711,4776.4182,-2599.6149,4251.3868,-1809.7248,-4689.3878,-5077.6200,-4275.4035,3515.3145,1976.0003,-3778.2607,3384.3697,-4510.0714,3585.7509,-1704.3881,4727.6441,-3417.9672,5497.0424,-2482.8321,474.2264,-83239.3347,-88928.1354,-83889.6982,-86276.4150,-80809.6018,-87352.5941,-95103.5875,-86378.2673,142817185.8321,142778076.5048,142812848.7937,142797155.3406,-86350.8451,142805835.6058,
300.000,3174.9085,224.2173,6295.1890,3994.6434,-2710.5817,-3138.2319,1125.9741,2376.8255,-1529.3515,2241.1381,442.8368,292.3005,6455.6003,-3045.8168,-1662.8887,3884.3225,5529.7596,3546.8327,5884.7375,-874.3734,6522.4367,2625.7970,-4192.7050,-5544.1760,-1265.1086,5172.1950,3696.6393,4351.5275,-2999.2880,4432.2412,-2452.2342,153.4110,-117.1330,-5398.6768,-1144.7701,5817.0194,5778.3232,-1799.8464,-457.8214,2708.7906,-3982.2320,3471.6161,2607.6677,-4021.2156,-1948.2157,821.4322,-5965.3665,4140.5026,-3485.5021,-3860.1741,-591.7232,-3068.3333,0.0000,3152.7611,1687.1509,-5294.2035,-407.4988,-4243.7683,5259.3402,6044.7283,261.3854,4241.8473,-586.6745,-620.1746,-5515.6884,-6409.1146,-126.1706,1444.1796,-4379.4005,-2969.3289,-1658.7742,4256.5176,2897.4313,-1439.8275,-3057.8318,-4794.9190,-5031.9991,6463.9125,3406.8790,-3417.2714,-3827.6051,3246.2270,2005.5729,-5380.7138,-3548.7120,3458.9237,5757.5628,-51.3461,-5139.7118,-6005.4657,-5260.4660,4947.5472,3751.7193,5275.1786,-6899.8847,-1875.9296,-3249.8398,4152.9042,6278.8036,6238.8819,222945.6848,253405.1523,228677.7392,230532.3771,238503.8392,237125.2052,236255.5372,232896.4126,-253279996.2699,-253265723.3360,-253241879.5876,-253260685.4341,234102.9584,-253267000.9844,-3979.3872,4261.1206,2822.5541,-3733.5238,-4442.5200,4123.5690,-4515.2506,-4862.2241,4834.0468,-6297.5312,-6041.5891,6222.1947,345.6318,-3375.3176,6124.5604,-5012.2603,-2771.5423,-3186.8327,-3312.0305,4753.8913,-1850.0103,4038.6124,1754.8642,-3959.9368,-6206.6426,-4200.9884,-3478.6923,4090.7504,-4189.8980,-3833.5165,-6115.2934,-5298.9536,6723.9746,-2319.2735,-6667.1676,-1060.2780,2278.7182,6560.2504,4498.8930,-5772.9505,4120.6451,-5996.4775,-5243.6454,4716.3581,-1998.0822,-409.9341,3199.7332,-4924.1589,-4097.7543,4452.9168,5833.7147,5258.5489,0.0000,3796.1753,-1774.5080,-4396.0707,6362.4775,-5230.0307,-3276.9699,3221.4486,-5688.0288,4526.8005,5554.2629,6866.3074,1073.1271,1554.1906,3731.6168,-5311.6525,-5301.8646,-4177.7905,-6106.8387,-383.0446,-4082.3951,1931.5954,-4574.4139,4956.8049,1907.9715,2340.8567,5758.0662,-5206.5238,4956.8087,-1488.6209,-5159.6551,2784.6648,-5040.1700,3943.6880,1939.8074,-5095.1798,4369.6519,-883.1022,3859.1768,-4547.4624,3358.9265,-854.4388,-574.1397,-2283.1730,-5705.8769,1323.8573,-1996.2275,-2701.3611,275461.3539,283573.9360,280723.9527,276368.2250,272814.9028,275870.4646,282336.0796,277965.3064,237435694.1125,237420447.8600,237427219.8359,237432806.4343,279250.3115,237424857.1116,-4712.3483,-5419.5566,815.8099,4194.3761,-4545.6210,-4611.5845,-5152.6843,4155.8441,-4702.4955,1310.7804,-3294.3753,-3022.3544,-2528.6412,-5200.2978,2532.0963,2644.7090,-2880.6259,4955.6007,-1337.7746,-4944.2667,-1430.8044,-4750.5451,5095.5733,1054.4040,2816.8258,-1670.9551,4711.5959,-3047.9622,-4620.2424,-3674.6898,2194.9148,-4423.6518,1113.6781,-3152.7131,-299.9661,3587.6650,-3069.3712,-369.0335,-4825.6154,-2736.4859,3618.4420,-632.8681,-3662.8215,3071.5659,-6353.1913,6765.8520,-1245.3815,2436.1209,4343.7053,3596.6971,-3304.5246,-3290.9011,0.0000,-4852.4490,6485.1328,-295.4506,-2739.1208,-1144.8015,-2415.2426,-1052.3203,-3869.8573,-3068.9439,-3933.4788,674.6685,4030.4570,-1982.5617,-5823.1646,3772.9570,718.2832,4656.6065,2718.6525,-5450.5879,-4715.6775,-6553.0046,-4190.4618,30.8771,-4331.1353,-503.5128,-1883.4533,-2902.9101,-2816.9801,5949.4598,-4035.9517,3360.0633,-3122.0891,-4448.2438,-3314.8711,-4695.1849,1559.2345,3255.2150,-2269.6609,1787.8898,-4678.1955,4382.5090,-190.1254,6028.9243,-2182.3570,5328.2366,-723.9763,-1073.8779,-83315.1994,-89046.7410,-83970.2102,-86533.9496,-80887.4337,-87156.3452,-95249.1166,-86901.2588,142814733.4072,142775731.8011,142810009.5520,142794374.3845,-86444.9739,142803285.1524,
600.000,1301.4338,2303.3550,6768.0796,3394.7513,-4175.0537,-1158.2542,435.8222,743.0107,-92.1433,779.4455,-417.3584,1950.0962,5734.2454,-3910.6850,-481.1266,2228.1527,5283.2288,1537.7070,5285.8069,1116.9659,6217.2095,3558.6539,-2574.4778,-6192.7232,-2731.6709,4462.7414,2146.4004,5622.3325,-3744.8895,3912.0161,-3964.8604,-1539.8034,1132.5484,-4955.9215,-2273.0858,4628.5186,6654.1524,-276.2992,1362.8885,1328.3182,-3317.4850,2344.4717,785.9205,-3876.6135,51.5164,2000.5162,-4799.3408,3341.1320,-4541.8712,-3132.0760,1134.4694,-2121.5150,0.0000,3856.6024,462.9106,-5853.6389,240.2143,-4796.1757,4802.0608,5214.5811,-1194.7796,5659.5813,1253.4620,920.0203,-4090.9017,-5299.8434,1298.6881,129.4414,-5422.5220,-4423.9674,-914.7000,4281.5755,1863.8981,171.6571,-3746.4132,-3686.0748,-5070.1792,6668.6596,4391.6288,-4359.4827,-3007.1829,1201.6358,120.0333,-4861.7137,-4452.2266,5097.9614,6285.5861,-2166.9265,-4825.7912,-5385.6912,-4701.9102,4204.0710,5065.4700,4259.0191,-6728.0980,17.5889,-4685.5691,5119.3000,5735.9536,5110.5535,216986.1644,247379.2068,222768.9682,224653.4584,232599.1954,231054.9569,230334.1583,226910.8960,-258403041.0999,-258389041.8350,-258364991.7797,-258384370.3882,228150.6225,-258390126.4891,-5034.2995,4405.9752,1394.1529,-5305.4451,-2865.1373,4965.2243,-5924.9982,-5964.5412,5955.9581,-6764.6381,-4806.2897,5280.4655,-1325.4728,-1402.8255,6771.3639,-5060.5165,-4149.3506,-3877.0197,-4381.3880,4060.1893,-3032.2724,2133.2733,3189.7630,-2936.4790,-5044.0608,-5218.6445,-4936.3317,3383.0901,-2282.4392,-5287.9422,-5656.7080,-4207.7418,6102.4095,-556.6402,-6029.9880,-2677.7483,816.7154,6701.5955,5250.7905,-6675.4339,5539.2953,-6442.5136,-4896.9156,5633.5165,-1027.6840,1520.1465,3977.1657,-5976.1024,-2249.2353,5805.5120,6311.9981,6370.4960,0.0000,1826.2502,-3537.0741,-3296.2402,6899.4653,-3951.2508,-4552.9177,3272.6111,-6347.6968,3578.3946,6059.9156,6519.3241,2376.3894,2597.2893,2154.9534,-6278.2691,-4211.2427,-2585.1054,-5032.9213,-2472.6131,-5599.4166,3367.7254,-2735.5965,5533.6756,3620.5881,1139.3452,4348.8491,-3557.1709,6069.9237,-2137.0171,-4655.0883,4464.9455,-3338.0626,2731.3182,2632.4459,-4694.2965,4935.5775,973.8400,5031.8215,-5541.3744,1673.4591,-2732.2419,935.9309,-1087.5501,-5040.1106,-485.6747,-3121.0846,-3873.0583,279915.6848,288779.4098,285704.8138,281446.4259,277648.0297,280823.6838,287134.7065,283057.5923,231849650.9388,231834262.1761,231841858.7498,231846978.9370,284092.9006,231838815.9837,-4591.7317,-4780.6207,-728.2849,2801.1222,-4701.7973,-4703.6766,-3592.9469,3233.6810,-3510.6653,-237.3415,-4928.0998,-4031.9818,-3682.1624,-5518.2239,798.4502,4074.8388,-1187.1170,5467.1274,473.8458,-5484.1427,374.8446,-5344.2386,5460.2819,-764.4379,3890.0461,133.7976,4358.6704,-1373.9331,-5354.2072,-2136.2110,728.2997,-5253.5388,2812.5815,-4427.4576,-2084.9467,4384.3701,-1745.5536,1183.8684,-3781.7158,-1347.1293,2066.5710,1172.9183,-4808.2121,1054.2177,-6861.8750,6348.7755,-2923.0207,692.2050,4702.3773,2046.1606,-2039.9847,-1672.5120,0.0000,-5448.8436,5944.1566,1510.0244,-688.4241,-2841.6906,-650.1363,-3185.1422,-2379.7776,-1744.5789,-2891.8798,2148.1447,5041.5334,-3549.7929,-6444.2414,2265.7046,-829.3864,4658.2559,4606.7937,-4849.9648,-3530.1913,-6113.8538,-5130.4503,1823.8188,-2981.9268,1311.4711,-3181.2610,-3944.9824,-1119.6068,6489.9634,-5025.4349,2108.6036,-4097.1416,-3720.4679,-1195.8434,-4612.6386,-564.4550,4179.4363,-515.5101,1.6690,-4333.7735,4706.6676,1344.5409,6624.2503,-711.8147,4578.8456,1123.2596,-2504.4939,-83391.7660,-89165.1416,-84055.3735,-86791.0007,-80967.9997,-86956.8123,-95390.1587,-87391.0989,142812275.5686,142773391.7333,142807168.6178,142791607.1132,-86539.0422,142800734.4618,
