sl_100_5400_20300611 Coordinates.csv
2030/06/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:02 2024,
Start: 2030/06/11 07:47:00.00, Stop: 2030/06/11 09:17:00.00,
TIME_UNITS,STARLINK-3795 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-1489 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-30300 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-1489 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-1489 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4639.5059,0.0000,-3613.1070,0.0000,-5208.7563,-4544.3779,-3771.2613,5862.4610,-1589.9520,-5362.3991,1391.0036,6560.8066,-2124.2608,1505.0368,-5973.4118,146.3913,3795.1185,42.6077,4995.2252,4031.2006,-1453.1208,-4522.5691,-2428.7481,-6632.2686,2643.9723,288.1963,3517.6962,-338.0260,-1080.3095,4971.6215,1857.9004,3670.3365,-358.9816,-357.7839,-2377.5069,-253.9486,-2685.1385,-2959.2275,-6840.8688,4662.2414,5045.5293,118.2220,-1484.9356,6415.5491,1344.3533,-423.0903,4212.9945,3654.2166,-4667.2221,1288.5269,1376.2876,-1056.4560,3855.1641,0.0000,4184.6371,-2074.4130,-1082.7896,619.1207,2641.2580,-1177.9947,2723.4070,3397.7014,0.0000,6389.3978,3373.3702,-3201.8494,3985.3258,2544.8934,-5072.4284,-2686.4757,5067.5654,-744.8567,4993.9105,1018.2396,-1771.9103,6101.5679,0.0000,1087.1180,6329.3912,-1718.3626,-1931.2587,4483.1486,3834.3403,4695.6654,-2319.9542,-6028.3930,-1857.2353,-5791.7931,5460.0068,2708.7537,-2100.7654,-5340.7551,-1612.5388,-3702.9199,-1792.4101,3935.1149,6683.7256,747.8965,-3267.2242,-4879.2291,356582.2590,375981.8774,359041.9081,356739.1507,358912.2589,360474.9764,365258.2246,361471.5358,-182826861.5065,-182837350.7252,-182835141.8802,-182831067.8961,361513.5891,-182838171.3426,1909.3091,0.0000,2082.4989,0.0000,-3899.4801,-2225.2971,464.0776,1650.5241,-1822.0107,1179.5859,-4242.6426,1904.7276,-5474.3648,4206.5186,-2182.8615,-5604.5564,-3671.1318,4192.3767,-904.6204,-4388.3281,-6491.2097,-2510.1408,-5369.2724,-411.1901,4916.0867,-3590.9824,-2138.5462,-6907.9893,-5528.3960,986.9679,5750.7552,-2866.4541,4210.9833,-6641.1950,-4492.5920,6086.8530,-3876.0899,-4048.4696,149.7997,1640.5593,3133.2469,-6211.5127,-5988.6257,-119.4856,-6681.2018,-6373.9806,-351.6245,-2788.3298,-4805.0180,6791.9598,5815.3697,4881.2026,-4503.5180,0.0000,-1764.8798,5862.3090,-3989.6600,-6551.0205,3856.2777,5872.4543,-5844.7012,4794.1317,0.0000,2297.4670,4358.7090,5583.3350,2926.7319,21.5307,-3071.7547,-3123.5818,-3751.6332,-6786.2489,4169.2213,-6282.2077,-6724.0941,-1296.4434,0.0000,6828.5343,2796.6471,-6217.6530,-6599.8956,-5165.1312,-1942.7074,2848.0119,-4938.3610,-2902.0813,-3774.2726,2324.7236,-868.4844,6351.7914,6455.8742,-386.6834,-6040.8216,5628.7432,138.7104,5669.7281,-1506.4190,4446.4121,4784.8739,-1377.4283,2239.0709,-6428.6083,12239.3573,8260.7543,-82.9605,2525.9520,7331.6418,6372.2425,297216663.4043,297235796.5664,297238435.2656,297236745.5379,7166.3814,297232646.3070,4708.4826,0.0000,5393.2160,0.0000,1679.6223,-4715.4076,-5816.0046,3364.1867,6492.0949,-4204.6031,5142.9911,1247.8395,-3613.4906,-5104.3040,-2719.8146,4062.6581,-4515.6575,5452.6005,-4659.7260,-3554.9823,-1990.5737,-4495.9795,-3601.1269,1531.5064,4071.5688,5930.9039,5425.7984,823.3875,3982.2831,4704.6066,3341.4710,-5155.4337,5433.7707,-1871.1566,4673.1774,-3279.3097,-5056.5958,4611.3637,252.3608,4568.5517,-3492.9383,2834.6417,3198.7387,2388.2578,714.3029,2527.3983,5454.5801,5091.2018,-323.2084,-57.4126,-3204.9786,-4826.3343,3534.7933,0.0000,-5264.5271,3059.0954,-5525.9156,1882.0672,4854.6493,3252.4586,2544.1101,-3774.9713,0.0000,-1079.9870,-3985.3869,2470.8653,-4773.7404,-6465.5724,-3315.8064,5473.3584,-2874.5340,-364.8234,2248.9937,-2632.5803,71.0665,-2955.9161,0.0000,329.3816,-49.7999,2380.5668,256.1523,-443.9591,-5386.9875,4118.4793,4164.9225,-1047.9912,5421.6635,2946.1294,4057.2571,-24.9799,-998.3510,4314.6948,2856.2153,1661.5282,-6696.8512,251.9311,-909.8014,-5148.4580,-3599.0718,4701.9449,-73840.2473,-75452.9253,-70432.9119,-72618.8916,-67281.7183,-74058.0002,-81597.9787,-71288.8899,149197096.9996,149223622.5113,149186758.2862,149192202.2175,-72858.7698,149202929.2378,
300.000,-4579.1986,0.0000,-2699.0677,0.0000,-6171.3156,-5295.5949,-4889.6829,6630.2674,-3412.1422,-3896.6535,-315.1886,6926.4920,-3664.1456,3503.5497,-6667.7981,-1790.1921,2498.5102,2161.0082,3591.7103,2119.6726,-2139.8518,-5891.2396,-3304.9673,-5967.7763,4459.5767,-970.4122,2399.7849,-937.8472,-2382.6604,5073.7472,3601.7124,3994.2373,1706.9616,-1887.3897,-4220.4503,1449.5732,-3667.5222,-4641.5326,-6405.3247,4182.7533,6238.5665,-1273.9295,-1912.3424,6671.1764,129.7454,-1685.2892,4227.7051,1723.5509,-5230.7397,2690.3454,2839.3598,248.3088,1916.1392,0.0000,4905.8829,-583.6461,-3117.0540,-728.4367,3598.0588,438.1961,1347.2494,5057.0372,0.0000,6220.9118,3905.3045,-1593.1577,5526.9680,1733.7270,-4877.5691,-4285.6183,3386.7449,-1899.3738,5996.9060,-556.3425,-2274.7970,4816.7230,0.0000,606.5736,6615.1132,-2735.9895,-2972.9286,3420.0986,3176.0646,6035.1300,-4194.9606,-6490.2043,-3822.9130,-5675.7470,5833.2043,3672.5781,-746.0127,-4757.1293,-3000.3871,-2437.0842,-3608.4084,4759.6401,6312.0809,2536.5453,-1957.8132,-5338.0271,356710.0005,375968.7722,358906.3394,356678.2044,358659.8099,360232.5746,364966.5018,360723.7870,-189271471.0286,-189281598.3767,-189280278.6365,-189276094.1496,361244.2325,-189282793.4970,3742.7236,0.0000,3995.0670,0.0000,-2660.5151,-221.7151,1895.6940,74.9780,-668.3980,2487.1533,-5307.7721,436.2082,-5462.1787,4003.7832,-1710.5226,-4834.1151,-5240.4311,3660.6802,-2419.8007,-4954.9075,-6602.7433,-1375.2143,-3749.3470,891.9369,4284.3970,-4972.3278,-3976.0016,-6279.3575,-4105.9699,-1163.9466,5512.9664,-4401.7365,4592.3916,-5841.7434,-3452.4227,6460.0772,-1988.4588,-2739.4478,1644.5917,-404.5366,2208.7697,-5219.2343,-4585.4114,-1414.0228,-6762.8093,-5334.7354,-2453.5295,-3740.0091,-3627.6049,6170.6899,5955.0584,3520.6451,-5001.7906,0.0000,-3200.2159,6686.1993,-3274.9449,-5853.3178,1930.2026,5083.5444,-6707.9095,4021.7093,0.0000,929.7105,2477.2821,5424.9368,1894.3367,-2031.6449,-1266.9850,-1682.3902,-4593.9313,-6211.0113,3348.3957,-6753.7552,-6202.4406,-2423.2515,0.0000,6631.0682,1291.6975,-4978.7934,-5861.5146,-5775.7525,-3906.9948,1851.4709,-4365.0117,-1760.7443,-3009.6251,3719.5224,-2481.0495,5560.3925,6262.2676,1667.2752,-6076.4657,6497.4145,-949.0981,4759.5312,-2662.1119,3228.7896,6066.3161,700.9070,9782.7068,1446.0381,19897.9582,15935.7243,7478.0927,10259.7470,14886.6585,14050.3336,293154410.7220,293173344.1885,293176429.6499,293174873.7882,14771.6366,293170299.2472,3519.6068,0.0000,4821.6765,0.0000,142.9803,-4443.4261,-4555.5193,2113.4817,5993.6117,-5144.5078,4258.7699,-288.2254,-2065.5708,-4207.7074,-663.9564,4620.9323,-3816.2033,5407.0829,-5360.2529,-4370.9671,114.2332,-3218.1475,-4767.3762,3172.0113,3084.3983,4745.2444,4982.8521,2858.8677,5003.0578,4553.0717,2085.1604,-3595.5483,4836.8668,-3171.6847,4237.0404,-2005.7068,-5514.1238,4168.3841,1769.6837,5255.8396,-1913.4616,4211.8332,4856.8792,635.7701,-1109.5859,3982.9676,4872.7073,5484.3180,-2116.3818,-1580.9493,-1562.8998,-5981.2918,4351.0850,0.0000,-3744.6988,1733.6335,-5214.0419,3466.5770,5360.0020,4515.5603,1123.1672,-2651.4013,0.0000,-2778.9184,-4988.2147,3940.5708,-3618.6823,-6414.1604,-4557.7966,5074.2132,-3930.9242,-2140.7172,486.8040,-1222.5695,2164.5117,-4311.5717,0.0000,-1901.6962,-1573.2498,3869.3470,2032.4954,1374.1672,-4705.6196,2702.0338,3238.1190,782.9148,4840.8304,1269.4128,2622.1390,-1817.2844,-2708.0265,4676.6719,1163.9701,145.9838,-5843.5836,-1553.4729,903.9052,-5475.2684,-2424.3702,4339.9609,-73960.4940,-75578.5296,-70514.8616,-72887.9754,-67364.1071,-73871.3153,-81755.0349,-71441.4647,149198755.6046,149225698.9619,149188814.2505,149194059.1743,-72961.1159,149204816.7141,
600.000,-4093.4588,0.0000,-1559.2829,0.0000,-6474.4643,-5568.7077,-5549.8715,6769.8144,-4922.9963,-2067.9002,-1950.9018,6624.7794,-4820.0113,5122.4132,-6671.9550,-3579.2878,996.2434,4074.9999,1862.8104,-0.9457,-2609.6881,-6663.8046,-3905.8036,-4692.5022,5833.0162,-2076.3844,1085.6361,-1480.6774,-3499.2550,4725.2386,4980.2699,3953.3933,3580.3965,-3261.8536,-5662.2607,2995.1744,-4344.7725,-5867.6906,-5324.5926,3308.3887,6800.4452,-2579.3724,-2209.9178,6244.2281,-1110.7064,-2820.5725,3874.5270,-361.0441,-5241.2697,3844.2937,3987.1908,1593.3377,-217.0369,0.0000,5165.4947,947.2727,-4853.5875,-2038.9400,4228.3596,2050.8601,-148.6327,6232.1179,0.0000,5437.5783,4087.2071,205.8087,6514.6522,826.3685,-4215.9091,-5480.0367,1373.8847,-2882.7793,6392.0263,-2064.4398,-2574.5908,3059.3743,0.0000,85.9005,6262.7283,-3520.8625,-3736.5436,1994.2966,2252.4267,6761.6802,-5645.1849,-6265.4475,-5409.8336,-5001.0402,5631.1107,4288.5106,712.6126,-3743.2001,-4072.9495,-937.1411,-4995.3976,5123.0190,5307.3176,4105.3976,-472.4707,-5315.2523,356684.1388,375790.0302,358611.8322,356471.2052,358249.3772,359827.9790,364516.9250,359853.5420,-195625864.2297,-195635621.5466,-195635210.3074,-195630927.8842,360814.9074,-195637195.4982,5181.8253,0.0000,5507.4831,0.0000,-1138.9007,1783.1148,3088.4367,-1488.5932,483.1392,3601.3359,-5852.6302,-1077.0697,-4918.4469,3426.9069,-1070.1689,-3630.2547,-6318.0564,2820.1127,-3742.5012,-5085.3681,-6039.8904,-135.9165,-1759.6529,2137.8883,3262.9496,-5880.0230,-5422.4720,-5017.0760,-2294.3882,-3195.8700,4750.9342,-5466.1351,4562.8395,-4479.0804,-2113.4214,6213.0930,75.1897,-1187.9168,2990.9491,-2432.4444,1083.3894,-3706.1038,-2714.9482,-2556.3438,-6153.9918,-3765.4793,-4299.1882,-4370.4075,-2037.1871,4943.9855,5475.1763,1847.2770,-5051.1161,0.0000,-4277.0599,6864.9225,-2290.9194,-4567.1173,-183.7233,3797.4338,-6920.6646,2893.1490,0.0000,-560.1483,333.5107,4754.9439,710.8512,-3908.8786,699.2664,-117.6350,-5028.8161,-4994.6697,2194.6088,-6559.7771,-5044.3788,-3356.2978,0.0000,5704.2048,-352.8001,-3237.1246,-4524.8956,-5804.5805,-5484.0727,697.6744,-3387.1101,-423.6388,-1993.8772,4731.0184,-3817.7308,4205.6758,5444.4108,3574.9981,-5503.5926,6737.8052,-2006.4695,3363.6833,-3561.9270,1729.1706,6731.6445,2694.7592,17340.2063,9317.8988,27546.8992,23607.5168,15031.9054,18003.3257,22432.5109,21757.6048,288952448.7591,288971199.1775,288974690.2409,288973269.4051,22368.6633,288968242.8572,1946.0659,0.0000,3709.2862,0.0000,-1410.4734,-3693.3786,-2811.3355,639.0594,4855.2391,-5531.4193,2895.1781,-1793.6084,-292.8260,-2831.5287,1463.5118,4683.5394,-2711.3130,4770.9456,-5478.5184,-4721.1590,2206.8233,-1583.9370,-5418.8844,4455.8167,1764.0986,3054.7122,3979.4429,4592.3907,5481.4358,3911.6211,603.1663,-1653.5263,3712.7158,-4129.5958,3342.7762,-516.0044,-5378.7676,3256.3569,3090.2349,5330.9143,-125.2591,5117.8866,5999.7733,-1187.3520,-2810.5861,5000.6713,3763.6252,5273.3365,-3659.6886,-2933.9002,257.9344,-6501.9526,4696.0692,0.0000,-1827.8534,222.4560,-4338.1167,4665.4857,5243.1087,5270.8179,-418.0500,-1250.2200,0.0000,-4173.2211,-5427.6172,4981.5550,-2066.5232,-5683.9188,-5283.0128,4114.1603,-4566.6230,-3677.9536,-1328.6284,321.0136,4028.1453,-5200.7834,0.0000,-3928.5442,-2927.4080,4933.8091,3586.1712,3039.8637,-3512.7464,988.0764,1954.7895,2523.8349,3727.4232,-544.9886,897.4288,-3412.8827,-4119.1407,4526.8881,-656.0407,-1385.1604,-4367.3856,-3190.7758,2619.8188,-5195.1300,-977.1903,3510.7682,-74079.2931,-75703.9378,-70601.4163,-73157.3007,-67449.2795,-73680.7603,-81907.5833,-71715.8823,149200416.6578,149227766.5962,149190881.7916,149195932.7781,-73063.4096,149206703.8980,
