sl_20_86400_20300217 Coordinates.csv
2030/02/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:04 2024,
Start: 2030/02/17 07:47:00.00, Stop: 2030/02/18 07:47:00.00,
TIME_UNITS,STARLINK-2585 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-30494 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,1371.9892,-1730.7245,-4792.7089,3556.9503,3132.0311,4849.8585,-4748.0710,2315.3590,3384.0800,-444.1840,2607.2956,6042.4247,4271.8581,5215.1276,5472.3979,-6036.1544,1270.3092,2556.3155,3102.9977,5654.6579,71311.3890,104372.0658,82667.4951,82214.4443,90555.6282,89534.6561,87231.1969,87348.0119,-232147505.8279,-232106897.3530,-232142517.9699,-232134748.1363,86264.2663,-232135845.4157,4031.2980,-4236.3895,4253.9276,4402.9072,-5780.9722,-2408.6143,2272.2549,520.3919,2298.6507,5235.6259,3297.3487,2844.2387,-5024.4102,2532.0136,2323.8514,-1410.9962,-6037.7077,-3571.4427,61.4593,814.4807,364299.7325,354796.3386,357778.8755,355901.5985,359767.7525,359709.5380,367406.9479,363372.4319,-243368404.7104,-243359411.6118,-243359679.0374,-243360381.2484,362688.4955,-243355599.1091,-5353.3947,4949.1693,-2337.3924,3829.4667,-2079.5884,-4368.3411,4487.7019,-6503.2802,-5454.2514,4476.9145,-5339.0498,1466.3841,-1466.3595,-3256.1364,3548.1894,2374.4743,-3199.3145,5178.2435,-6211.0571,3342.7516,70056.4731,63760.4211,65775.9280,71508.5506,68919.3990,58423.9885,63588.3044,65305.9980,-22397523.7679,-22418012.6246,-22370171.0470,-22381158.0999,66605.3535,-22386687.1662,
36000.000,-5326.4290,5395.0187,712.0084,-5755.6245,-892.0684,-6049.3270,3604.7029,-4003.6534,-5854.5330,-3007.0786,-6226.8609,-5226.6725,-157.3284,-6312.2530,-4822.9025,5852.0636,632.3335,2276.2493,2352.6335,-5905.7021,-22989.4540,11824.5492,-11927.5036,-10826.7885,-2583.1401,-3548.3357,-6464.2678,-8350.1577,-161207743.7064,-161169131.5029,-161195695.3140,-161186321.2870,-7318.2779,-161195324.7949,-3444.3978,3905.6667,-4979.1833,-3652.6474,6613.9718,3407.2101,-5541.6263,3547.7173,1372.2185,-5891.9652,-1181.9197,745.6082,5108.2480,-218.0478,1614.6972,-1059.1677,2902.9850,4599.7905,-848.6684,2803.9081,369351.0145,369168.1321,368761.7102,366197.0371,368656.6053,369431.7908,377465.2626,371893.2732,-295213610.0174,-295197273.3396,-295207222.8669,-295201519.8263,372797.5757,-295200125.9986,2544.2964,-1092.1820,4594.7197,554.9376,-1734.8385,-345.1433,-2059.5749,4370.4254,3195.2334,-1999.6055,2431.8953,-4353.4545,4406.8327,-2075.3792,-4708.5233,2947.0630,6267.7603,-4464.0706,6464.2471,1057.0175,68703.0366,62175.1273,65680.8451,69123.2942,69238.8526,58498.0919,59488.6673,66344.1398,-22319650.4930,-22342765.7110,-22292163.6636,-22310042.0672,65238.2322,-22310632.0427,
39600.000,6236.8656,-5455.6106,3798.0740,5035.4803,-2118.0105,4167.9175,-1557.6290,4877.2478,5708.0611,4901.4608,6309.2770,2893.5503,-4508.6615,2719.4376,3499.1379,-1350.5519,-3947.0480,-5230.0194,-6161.2867,1691.9212,-114994.2069,-81394.3647,-105710.5776,-103521.1606,-95257.5587,-96251.7005,-99628.1312,-99428.2952,-79253625.5757,-79218897.0522,-79234254.1103,-79232358.5424,-100466.3199,-79240858.4610,1848.8566,-1393.9905,4535.4710,807.6626,-4864.3986,-2777.8875,6539.0877,-4885.0505,-3416.2634,4539.0055,-791.8222,-4675.9325,-3491.8966,-2973.0968,-5184.3573,3782.5684,364.7134,-4335.7982,-1302.7022,-4689.0345,350558.6072,359808.3325,356371.0744,353260.2067,354385.8136,355792.8327,363268.2125,360354.1600,-326918123.7999,-326895791.4946,-326910137.7541,-326898337.5395,359142.2692,-326903611.5065,2096.6593,-3726.6925,-3397.5661,-4562.4636,4392.6096,4810.6295,-1661.8911,440.9364,1469.7435,-1769.0920,2378.1599,4057.6301,-3625.4408,5275.4965,2971.8806,-5293.8748,-5712.9339,230.1882,-2919.1184,-4366.8969,67293.3849,60609.0453,65460.9403,66318.3506,68931.9836,59285.7873,56268.5705,62970.5705,-22241178.6449,-22267255.3145,-22215461.6752,-22239844.2105,63864.9082,-22234562.4003,
43200.000,-4201.7172,2921.5665,-6228.5799,-2802.3564,5164.7289,201.3142,-1453.3149,-2980.1648,-2194.6300,-5202.4293,-2847.7972,-257.6985,6688.1999,1962.4571,-1616.9972,-3330.1746,6443.4672,5109.0466,5443.5027,3774.5342,-198864.4062,-169291.7548,-192800.3012,-190049.0875,-181503.5758,-183245.1021,-186127.4184,-188070.1521,8122795.0979,8152339.8169,8147827.7516,8137807.5717,-187239.4574,8135380.2820,1328.4749,-2910.0813,-2750.0033,3372.2071,1831.7118,2387.5638,-5189.6699,3707.5657,4030.6621,-1135.0864,3110.9790,6785.1116,913.1304,5522.5542,6711.5877,-5286.5770,-1878.4380,1656.5418,3582.1797,4467.9714,309453.0276,327266.5679,321395.0110,318310.4710,317620.3462,319758.0509,326103.9059,321166.6850,-336314507.5262,-336288074.1451,-336301446.8569,-336290311.1449,322584.8496,-336298865.8104,-5231.9858,5331.1221,-383.9120,5238.9695,-4188.5089,-6532.4126,4336.2152,-5026.9648,-5041.5274,4393.0556,-5327.9232,-826.3510,-248.1727,-3140.0846,570.5250,2242.3936,1779.5174,4157.4478,-2394.1547,3099.5655,65834.8248,59065.4641,64807.2247,63077.0088,68123.0204,60882.8381,53784.4825,63114.5140,-22162263.8215,-22191449.6200,-22139852.8070,-22167761.5069,62485.5061,-22158478.2648,
46800.000,1151.3683,-127.8550,5596.7663,663.3765,-6696.8599,-4388.1986,4720.3397,-1358.4891,-2708.9230,4537.8561,-1536.0001,-2298.0010,-5037.7626,-4301.3501,-1047.2049,4864.2991,-5907.5802,-3177.4965,-1413.7214,-6187.6766,-269383.1182,-246188.1742,-267719.4403,-264504.4955,-255856.4131,-260572.0223,-260446.1799,-261498.4881,94958359.3400,94982192.8381,94986036.7637,94965698.6520,-262101.6782,94970251.4032,-4973.2571,6307.6744,-478.4620,-6464.5933,1077.8330,-3040.8613,2615.4093,-2087.5486,-4040.9054,-3038.2611,-5228.4686,-5690.4975,2238.2689,-4563.1202,-5713.9060,3313.1079,1842.8142,2817.4569,-2639.5324,-1904.1867,248936.3742,273583.8097,265985.7705,264681.7011,260589.0082,263867.8659,268551.8846,267131.5492,-322757636.3039,-322729310.3968,-322737258.9526,-322734422.0121,265448.8541,-322741039.4452,4539.6122,-2401.7588,3856.7902,-2140.5826,1223.7564,4440.3755,-4340.7881,6439.2267,4761.0489,-4237.0331,4044.2709,-3025.5540,3893.8296,-2208.3783,-3780.2660,3067.9866,3148.2086,-5313.8824,6250.8362,1391.7119,64332.8148,57548.4118,63525.3416,59772.7404,66881.0757,62912.5265,51952.9632,60710.5750,-22083089.3700,-22115311.0171,-22065132.9338,-22093268.3567,61100.1513,-22082379.6619,
50400.000,1205.0386,-1975.4529,-2925.5139,1163.4964,5551.1239,5914.4250,-6723.1480,5505.8850,5855.6282,-3142.3823,4150.4993,4565.1511,994.0018,3998.1669,4104.1780,-3586.7302,2234.1924,1053.4625,-1964.0554,4254.2941,-322262.9632,-307083.6485,-325697.2943,-319725.0109,-313636.3590,-323562.1237,-317939.1022,-320560.7483,175325773.4940,175344231.5810,175352481.8551,175327933.1367,-320274.7801,175336614.0091,6707.0190,-5905.0095,4283.0491,6246.3664,-3208.5754,3650.7690,23.5281,1582.3827,3373.0951,5996.9168,5359.2151,2037.4264,-5157.5605,-304.7115,3060.5076,1845.6790,-1978.6328,-6310.4269,-1714.5028,-2465.4747,173072.8076,202170.1401,193561.3544,194707.9755,186854.5033,191840.0363,194389.1060,189634.6849,-287169030.1359,-287141027.2985,-287140713.7686,-287151254.8874,191371.4136,-287151882.3790,-562.2975,-2610.0551,-4432.1538,-2536.5579,2524.5317,182.0000,1643.8053,-3885.1756,-885.0867,1369.6392,418.1026,4657.7249,-4252.2073,5290.2591,4659.0095,-5280.6462,-6279.9120,2288.2403,-6434.6033,-4443.1699,62791.5689,56062.9687,61587.6873,59585.0567,65241.1237,60360.1318,50736.0124,59782.4923,-22003854.5147,-22038794.5927,-21991121.0888,-22016328.5660,59708.9704,-22006266.6174,
54000.000,-2769.2794,3694.9033,-161.8934,-3167.9621,-2023.1582,-4510.4401,6224.3345,-6636.7983,-5631.2228,849.8857,-4481.3799,-5847.9259,2820.6128,-2503.2489,-6381.1197,1355.9435,2241.1053,893.9244,1949.2964,-167.5587,-354389.9921,-347982.1703,-362967.7229,-355140.8433,-351239.2130,-362766.2142,-355078.5120,-358115.9214,243738223.1278,243752467.1424,243760525.4065,243740077.9974,-358043.5732,243747900.2152,-4930.4662,1739.3680,-6613.8613,-2835.1094,4689.6714,-2348.1039,-2219.7272,-1581.8414,-1070.5879,-6437.3440,-2275.7344,2024.3536,6056.0766,5367.7293,-156.9901,-6147.0071,3249.0796,6252.6892,6050.3230,5978.4736,86812.5495,117593.5516,108648.6797,109375.5360,101050.9019,106018.3352,108355.2621,106889.1606,-231974248.9780,-231948452.2202,-231939007.1424,-231963397.4060,105071.6701,-231957078.8037,-3848.1559,5361.4352,1644.0558,5347.7636,-4635.7337,-4746.6376,2054.3297,-1134.4114,-3689.3474,2351.9306,-4572.5989,-2918.1642,987.9578,-3021.5977,-2697.9594,2108.1046,5704.3217,2504.7205,2778.5918,2837.5853,61214.4333,54615.7539,59140.8428,60626.8006,63214.6962,55294.2320,50131.1452,58470.6572,-21924761.4565,-21961846.2260,-21917659.9743,-21937018.2772,58312.0908,-21930139.1570,
57600.000,4095.6859,-4866.6651,2703.7456,5127.2565,-2130.9822,2042.5616,-3299.5660,4295.3323,3040.7100,2337.5119,3629.1002,4953.5534,-4756.4854,150.7510,6504.3649,1136.0632,-4780.9152,-3175.9036,393.0806,-3242.7795,-363989.8155,-366153.2068,-377047.7445,-368872.4058,-366377.7507,-377664.5623,-369643.7867,-372641.7760,295524004.0896,295535841.0191,295539298.4251,295530446.8150,-372993.3534,295532681.5917,582.7460,3045.6560,5790.9736,-1415.9082,-5409.8806,-1219.6454,4106.2326,367.7265,-2744.6970,4606.1688,-2639.3738,-4618.2060,-3653.2884,-6221.2845,-2198.8760,5709.6538,-4699.7709,-2728.7670,-6461.6712,-5511.3042,-4331.7119,25292.5461,16642.8969,16802.8282,8569.8486,12884.0698,15834.8320,10388.8725,-160937596.0020,-160915240.0477,-160897784.4032,-160930796.1123,12050.0261,-160920917.8404,5434.2596,-3553.1384,2369.1570,-4305.4600,3694.7397,6520.0700,-4496.6124,5396.9570,5435.2043,-4593.2624,5088.4387,-963.2587,3097.9531,-2339.8262,-933.2044,3186.9773,-1834.0886,-5360.8082,2490.8158,1718.5995,59604.1331,53215.7287,56466.3245,60910.6550,60793.9884,51159.5424,50170.0830,56418.4586,-21846002.2798,-21884400.2675,-21844611.6323,-21855657.4468,56909.6407,-21853997.3065,
61200.000,-4957.9527,3979.1097,-4587.5103,-5480.0379,4961.3319,-557.4137,-606.0325,-651.4195,-237.5280,-5415.1588,-2379.5659,-1569.6394,4843.4093,3113.2868,-4089.2668,-3900.9424,4510.7613,5242.9928,-1555.4677,4799.8674,-350707.7760,-360312.3588,-366956.6154,-359430.0776,-358269.4544,-368293.8623,-360833.3171,-364842.9717,327145582.1392,327157153.7042,327152550.7839,327157627.2639,-364164.4522,327153656.5357,3560.8879,-5290.3371,-2064.1069,4089.6540,4774.4234,5226.1520,-5507.7460,2696.3893,6079.9337,-1774.3181,6158.2998,5217.5485,-1147.1769,2504.1498,3925.1542,-1111.7957,4240.5052,-1629.5794,2425.9489,831.5592,-94634.7760,-68769.8989,-76529.6397,-76533.5075,-84792.1380,-80941.9120,-77533.3368,-80222.3437,-78905388.9874,-78886830.6824,-78864192.7484,-78895281.0374,-81762.5972,-78889568.6147,-3084.9598,-1321.5798,-4608.9546,117.9820,-349.1792,-4558.8490,4141.5236,-6342.8928,-3074.2262,3897.7801,-1600.5328,4124.4278,-4571.3348,5301.0687,3974.8938,-5263.3061,-3158.1677,3998.2093,-6316.9898,-4493.2028,57962.9452,51875.6137,53905.1728,60568.9734,57954.3935,47905.1132,50923.3796,56190.5815,-21767746.5140,-21806376.9565,-21771851.9556,-21773755.4259,55501.7497,-21777841.0916,
64800.000,4030.2976,-255.5131,5432.4890,2981.7584,-5675.7661,310.8815,3719.5454,-1696.4220,-1766.2885,6816.0760,248.7031,-2937.7758,-3477.0012,-5607.1688,193.4786,5322.2588,-2823.9184,-5335.9358,-574.7531,-4208.2106,-315600.5837,-330707.8016,-333325.9552,-327173.8121,-327828.0596,-335637.7721,-329304.6335,-331344.8126,336441280.1445,336454657.9506,336440078.6556,336451777.1275,-332113.9550,336449276.5022,-5307.5412,4470.1638,-2385.1346,-4556.6927,-2195.9761,-6943.6505,5707.0233,-5826.0527,-6372.5162,-859.2717,-5999.8740,-4437.4859,5372.6554,2086.3569,-5184.4949,-3443.3224,-1008.2180,4184.9233,2664.0442,4424.1785,-178513.0694,-158490.1426,-164827.1623,-164625.9541,-173174.3357,-169285.8755,-166376.7716,-171637.9216,8524690.5137,8540058.7995,8563880.5797,8543817.5630,-170383.1177,8539531.6194,-1534.3172,5038.0934,3352.2769,4129.2100,-3244.8294,-84.2463,-1237.4055,3304.7799,-1648.5191,-737.5617,-3178.0230,-4301.4766,2152.2094,-2900.7587,-4595.6897,1971.6928,6254.6995,471.1580,6373.1359,2558.2924,56292.8291,50614.6180,51766.5890,59725.9908,54679.2500,45387.4286,52486.7898,53093.1344,-21690130.1562,-21727680.2768,-21699265.2024,-21696175.8011,54088.5479,-21701670.5381,
68400.000,-648.6339,-4487.0602,-4415.2101,1607.4124,4721.0478,95.2846,-5174.2543,2066.2343,3304.7463,-5513.3998,2961.8266,6129.8521,754.9345,4445.3901,3374.6613,-3151.8145,1743.5340,2249.3478,4305.9973,1293.8987,-261042.3637,-279103.7323,-278366.0868,-274047.3502,-278104.4231,-281990.9017,-277306.6461,-279832.2687,322773071.7698,322789817.6331,322765251.3271,322776001.8972,-278880.6117,322781505.9947,4594.7134,-2339.4129,5178.9524,3876.9319,-1764.1126,5175.2765,-3895.3522,6363.5828,3079.0393,2982.6382,2808.9246,2721.2389,-6379.9977,-4282.8264,5556.3508,4816.0981,-3523.1488,-4479.3579,-4735.8503,-6165.9535,-250861.2351,-238024.1769,-242538.2001,-241891.9485,-250557.2992,-246515.5992,-246622.8119,-247126.7147,95385605.2202,95399256.9986,95419817.2356,95406931.5594,-248158.1127,95399621.4981,5012.1942,-4470.8173,420.8726,-5405.5053,4694.2325,4630.6421,-2451.2638,1746.9137,5092.1639,-2910.9998,5418.3931,1333.1630,2077.0052,-2469.6208,2388.1408,3303.9169,-5735.6271,-4597.8450,-2684.7747,2035.6910,54595.5358,49464.3339,50245.1049,58450.8233,51342.4049,43523.0649,54483.1748,53810.9824,-21613246.8656,-21648198.4472,-21626738.6905,-21624981.7125,52670.1665,-21625485.6717,
72000.000,-3835.5166,6745.8130,1097.0989,-5560.5896,-2994.6447,-1997.3214,5154.2832,-1948.7726,-4676.1035,2014.2139,-5829.1806,-6326.6489,2963.8279,557.3045,-5272.1421,-2099.2230,-1741.8390,2639.8070,-5757.5704,3139.3157,-190553.1862,-208655.2615,-205686.8947,-203366.5669,-211194.5083,-210883.1726,-208309.8582,-207039.3928,287070372.1388,287091138.6360,287058566.1396,287069852.4194,-207855.1416,287079615.6304,-2906.2624,192.8836,-5493.2858,-2877.5122,5392.9617,-1296.7060,271.5003,-3308.9576,1621.3490,-4647.7209,814.1838,-96.5519,4011.7447,3947.1377,-4309.7694,-3503.1133,6469.0712,3622.4521,2848.7427,3696.4614,-307351.1972,-302190.7583,-304693.3333,-303466.8258,-309588.5213,-307801.7194,-313414.7817,-310918.8934,175748248.3815,175762217.3141,175775456.8687,175763992.0750,-310124.7185,175761829.4959,-4861.2883,54.0185,-3894.0292,2742.9756,-3084.1629,-6537.7557,4604.5407,-5758.6149,-4689.1620,4689.1235,-3394.5216,2587.2609,-4559.9591,5307.9080,1267.0832,-5241.8238,1824.7726,5100.3108,-2632.9164,-4516.5854,52872.7140,48483.7473,49368.4838,56778.4495,51123.6694,42274.0357,51896.9224,49867.8894,-21537141.8993,-21567813.1161,-21554157.4704,-21554637.0088,51246.7376,-21549286.5181,
75600.000,6630.3447,-4702.7025,3308.2922,6450.2931,813.6618,4774.2357,-4306.2492,2807.2320,4825.0462,1935.8062,5926.0417,3849.7687,-5960.3623,-5509.8851,5413.5909,6246.4672,1504.6435,-6150.0404,2766.1002,-6204.0125,-108562.5534,-123672.3478,-120006.9940,-119572.5441,-127880.4775,-126860.9185,-124490.5648,-124417.0501,231766820.3013,231791080.9775,231754255.3153,231769307.7214,-123564.1832,231777002.4799,1202.3845,2031.1827,4004.1201,1261.9294,-6822.9815,-2001.1715,3746.3465,-1424.8921,-4758.2768,5637.3761,-3038.4022,-3233.8552,-235.0334,-2476.3265,1185.8507,1301.3171,-6024.1832,-2397.1299,168.1339,469.3765,-344676.6076,-346912.6967,-347388.9516,-345505.8524,-349442.8883,-349376.4451,-357054.2938,-351722.1639,244126198.0607,244142566.5626,244145678.7247,244135438.5684,-352327.5514,244139866.5618,1150.9461,4382.3250,4408.7542,1885.3178,-565.5221,4627.9019,-3922.0412,6145.0148,700.5023,-3498.9435,-1338.5278,-4642.1351,3159.9820,-2777.6525,-4162.2722,1833.2469,3106.8859,-1634.0192,6352.7382,2263.2839,51126.0356,47808.5463,48990.3155,54720.4079,52133.7683,41637.8680,46799.7257,51279.5104,-21461809.1833,-21486432.0173,-21481398.6335,-21482393.6051,49818.3941,-21473073.1030,
79200.000,-5894.2073,101.9663,-6396.2984,-4185.9059,1829.1195,-6229.6662,2783.3741,-4248.7236,-2480.8829,-4635.1881,-2441.4023,-397.6878,6043.6761,6119.6756,-4446.5264,-5555.8773,502.2090,6025.2087,2706.7396,5013.5103,-20123.7480,-29511.6270,-26805.2175,-27929.8791,-36152.0405,-35181.2585,-32195.7218,-30776.6068,160634358.8235,160660385.1920,160624267.4724,160643988.6458,-31381.6588,160645333.0751,743.6913,-4430.9141,-1737.3973,1603.4404,5429.6032,3087.2860,-6287.7961,4722.0265,5079.2637,-5122.9447,3897.3455,5969.7060,-2874.6587,77.6464,2821.1995,1219.1868,2969.7030,302.1180,-828.7362,-3635.2412,-360729.3596,-370160.1163,-367998.5442,-365440.8492,-367970.5449,-368738.1115,-376746.0398,-372638.0170,295850299.6981,295870522.6714,295862763.8906,295856656.0836,-372071.3944,295864573.8559,3375.4560,-5094.8473,-1609.2333,-5170.7136,3824.8825,-78.9850,795.9292,-2747.7992,3796.1590,65.1059,4988.2525,3304.9565,905.1832,-2597.6609,4493.4026,3418.6869,-6266.7794,-3139.4459,-6339.3468,2341.0418,49357.3736,47876.9020,48829.2895,52268.9031,52386.6778,41646.2946,42634.6382,46787.2940,-21387191.7073,-21404072.7199,-21408324.8582,-21407739.1604,48385.2699,-21396845.4522,
82800.000,2384.5815,3653.0039,6302.0866,757.9109,-4631.6333,4550.4381,-395.8682,4192.7509,-1956.1173,5436.3794,-2559.0757,-2451.7695,-2572.2215,-2290.2280,2936.9416,873.9110,-3908.7921,-2883.7133,-6302.7076,45.8499,69402.8140,63646.5478,68035.6048,65818.2174,57564.7068,58570.2095,62010.8640,62221.4489,78525931.6784,78551180.8854,78520951.7446,78543105.9089,62814.0314,78537313.6426,-3354.0276,5490.2325,-965.8874,-4914.0571,-2239.6186,-2617.9261,6312.5386,-4947.1316,-3629.1886,2572.1181,-4172.4945,-6370.3052,4610.1408,3258.0439,-5919.3366,-4022.7471,203.7993,2884.9248,-1394.4779,4852.6549,-354699.1849,-371479.0836,-365280.4033,-362185.6648,-363381.2820,-364780.7193,-372226.2915,-367599.7418,327387497.4391,327411712.8154,327394986.4967,327396239.1271,-368093.4889,327402755.1980,-5464.1715,1426.0521,-2425.0372,4686.2726,-4594.3329,-4563.5726,2805.6182,-2409.4072,-5430.1655,3391.6274,-4713.1900,420.1191,-4218.9573,5310.7629,-2086.2180,-5216.1717,5726.9173,5427.5268,2542.0885,-4513.0629,47569.0988,48191.3046,48544.6213,49399.3449,52014.8714,42369.8803,39350.5644,48557.0901,-21313185.2186,-21321014.0743,-21334776.8689,-21330638.9253,46947.4996,-21320603.5913,
86400.000,1420.3425,-4699.2212,-3249.5336,1827.4181,6392.4660,-290.8740,-2781.0709,-1322.4503,5869.6103,-4855.1090,5750.0923,4270.8378,-2409.7404,-2201.5789,-813.7499,3548.0653,6488.0979,-715.3000,5298.3144,-4991.4408,154678.2684,152075.2183,158566.0839,155787.8639,147236.7630,148996.8449,151932.6802,153441.1149,-8955637.3758,-8933612.1809,-8953993.8482,-8934347.9341,153015.1053,-8944369.2099,5658.5529,-3401.5531,3822.6067,6540.1773,-1074.4729,2361.0727,-4275.4330,3122.8228,1845.3891,1436.1448,3546.2980,3701.0805,-4922.8015,-5685.3393,6689.0735,5349.7778,-1637.8016,-5793.0368,3548.6410,-3886.4239,-327091.8150,-347134.1568,-339410.2646,-336347.0737,-335728.7153,-337852.6129,-344172.9222,-341309.3867,336582143.0249,336608855.8950,336587686.2489,336597577.3527,-340644.4062,336598522.7330,3556.8768,3437.2658,4608.5042,-826.8433,2338.5089,6520.1282,-4685.5679,6015.7027,2918.0951,-4705.7800,688.5016,-3858.1438,3938.1159,-2652.3663,-1616.8704,1692.8593,-1879.2398,-3491.2087,2728.2170,1954.2633,45764.6476,46965.4222,47827.4179,46095.1203,51142.5902,43904.3705,36804.0037,43874.8748,-21239644.9753,-21237910.5242,-21260564.8754,-21251169.4734,45505.2188,-21244347.5462,
