sl_100_86400_20300303 Coordinates.csv
2030/03/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:30 2024,
Start: 2030/03/03 07:47:00.00, Stop: 2030/03/04 07:47:00.00,
TIME_UNITS,STARLINK-2549 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-5552 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1992.6591,466.6901,-5345.8013,3353.9453,-3428.2373,4320.7489,-4702.9340,-5528.0093,-5068.5764,-3477.8488,-4194.1305,4300.9333,3339.8157,-4697.7626,1669.3095,2802.5058,299.6843,-2844.8573,4663.8811,4139.9042,-3866.5913,178.0249,3262.6429,-5538.7127,-4434.7525,2941.2256,1728.8125,-5938.5725,-5561.6766,-1158.3323,750.9402,-5882.7568,2080.4164,-301.2251,6682.3941,5335.1055,-1507.8762,-3828.1976,6429.7050,-5163.6272,-5104.3653,6145.1000,-4449.1794,4142.0225,-5220.7429,420.2042,-5085.5867,-6570.1179,6800.3514,630.9619,367.7969,1972.6753,-3093.8247,0.0000,-3120.6017,-4031.0684,-3899.3008,3683.9801,-1691.3672,-3796.8479,-2107.8181,6635.2215,-1054.6282,4546.9659,-971.5477,-2868.8700,-2757.4486,3306.4213,4138.5263,-5703.2184,-1509.5545,5231.4348,6890.4185,4472.2579,-2012.1831,0.0000,-3581.7900,-3539.5605,-111.1633,-4516.4992,1339.5314,-4373.1457,-4512.1725,4474.1539,-4109.7074,0.0000,-1213.3275,-5753.3786,4163.7749,-4056.3456,6106.8498,-1506.6190,-3409.7101,109.3140,-3525.2040,4039.5385,-4884.8221,2061.1900,-564.6453,-2084.0774,-219828.9761,-242913.1015,-221639.4695,-225053.8919,-233544.6905,-231335.1183,-227089.0979,-227026.3799,-30759190.4296,-30798627.2248,-30798494.2584,-30775490.7887,-226809.5217,-30777263.8448,6529.2105,-5626.4304,-3565.7066,5583.5086,-2388.5111,5095.5258,801.6158,2951.1467,-4471.5342,4787.4085,-699.0923,-674.1098,4724.3107,-5033.6772,-4585.7262,4807.1915,4275.2741,4149.5847,643.1211,3308.8722,-1415.8738,-4257.3713,-6075.6318,-3855.1449,-4887.9868,-3038.4558,-6372.8419,2253.9515,3727.6569,5118.4181,6452.0548,2960.1886,-4990.9363,-5000.8964,-1733.5832,-4144.0045,-4873.6680,3238.4283,-40.5703,4123.7566,-3372.7455,-1936.5692,1883.5793,2684.8759,-418.2698,-6820.2562,-4480.8168,-496.9989,742.9799,4317.1163,-5712.1806,-6217.1366,-4114.6319,0.0000,-5955.0539,-3785.5504,2000.4073,3153.4751,-3782.3106,-4247.6176,3564.5227,-1482.6129,-489.7131,4253.1781,-4100.6059,6293.5387,1854.4424,-5755.0012,5543.7398,-3227.9507,1854.1054,-3345.3466,244.4959,-4383.7219,3895.9278,0.0000,-756.2034,5950.3901,5971.1983,2279.7042,1852.7515,-1503.9896,-264.8787,-4513.8662,448.5964,0.0000,-3908.3779,-3515.2808,-5133.2487,801.3970,1225.9513,-5514.6976,-2936.3669,5056.4994,-4884.1218,-1536.3827,-1137.7816,5937.8143,6855.1069,12.1463,327684.8541,303210.4119,312947.2874,315376.1971,314126.6909,312416.4507,306913.0545,311653.0480,342679480.0686,342634673.1491,342663319.8391,342665733.4694,310597.8370,342673952.7986,987.6574,-3998.8950,-1482.6831,-2268.6945,-5473.6652,587.1298,4973.4056,2150.8305,1515.6223,3576.6947,-5462.1175,5191.5268,3705.2938,-738.6985,-4868.6112,-4078.7712,5394.9094,-4742.3158,5048.5411,4174.8243,5492.3395,-5397.6944,59.7405,1553.7119,-2151.5995,-5428.0550,-2182.7001,-2654.6078,-1118.2776,4408.4442,2166.2113,-2099.2982,4313.2287,4565.9178,95.5354,-964.1017,4610.7500,4778.1632,-2498.8873,584.5961,-3199.0701,2207.0983,-4950.8877,-4826.2586,4407.4015,-792.0685,680.1706,1185.8706,-822.1359,-5338.9048,-3672.4800,1302.4283,4627.8086,0.0000,-1413.4246,4062.1688,-5340.9083,4862.8773,5503.3529,3839.5109,-5535.5174,509.0157,-6849.7433,-3047.4221,-5481.4000,68.2514,-6105.4897,-3.8926,288.1019,2187.4441,-6523.3368,-3058.0141,-295.8517,2649.9811,-5339.1481,0.0000,5872.3110,160.7096,-3466.1800,4641.3549,6544.8722,5042.3087,-5212.0374,-2718.7926,-5523.6945,0.0000,5189.4523,1284.1079,-1668.5965,5525.5979,-3001.2303,3779.8943,-5242.5300,4629.3119,-3429.8053,5187.6641,4602.0948,2644.9254,-811.6516,6598.0165,-41367.4658,-48036.8699,-42074.7182,-43864.7462,-38789.9706,-45974.4504,-53122.3322,-43017.8900,3112919.6933,3109689.3064,3115156.2822,3094811.2726,-44415.5985,3105162.0185,
3600.000,-470.1298,2485.8681,5327.6549,-5285.2984,6086.4596,-4451.0722,5473.7727,3534.0414,6093.7088,-476.2163,3971.9817,-1663.8633,-4091.8791,5299.5518,2745.1924,-5100.1152,-4027.1335,-1548.9613,-6308.3595,-3919.9073,5191.6864,3598.5928,-946.6888,6346.9078,3043.1734,888.8325,880.0588,2395.0184,2100.4864,-2979.5992,-3538.0248,4588.4967,714.9813,4757.4578,-4792.9775,-3198.5867,5158.1000,6604.1967,-6392.0665,917.4012,4168.8794,-4930.6578,4531.4930,-6691.5362,3953.5258,1637.0170,4766.1978,5208.8278,-4951.8433,957.1678,1859.3384,1701.2917,5657.6588,0.0000,4233.8225,4110.1525,671.6707,-4338.6398,5442.8948,5913.1677,-1512.1307,-4128.6754,-4125.1421,-6397.2601,4877.9501,770.6093,-1760.9881,171.3381,-4599.4671,4544.8277,-1895.6947,-4072.9152,-5520.8055,-140.9825,-674.7866,0.0000,5347.7864,839.5682,-1728.7256,446.4399,2797.6828,6552.7925,5844.7291,-3406.1146,3447.6593,0.0000,5687.8485,4799.5097,-2217.6198,3135.5922,-4496.1864,4573.1160,6413.9359,-2811.3778,4925.4221,-3449.0578,5643.6719,-4554.8620,-1960.2040,4958.6442,-296205.0510,-311237.5380,-292135.1975,-295575.8092,-304948.1685,-299527.2075,-298641.9762,-297384.8899,-118475162.7363,-118503261.5002,-118509969.7178,-118484853.4754,-297738.2338,-118492187.8178,-5060.0701,6387.8174,583.8961,-4157.3654,-626.3302,-1474.2509,-3878.9292,-4586.0113,2482.4035,-4130.4913,-3576.4504,4925.1408,-491.2887,2184.4254,3595.1320,-1200.4918,-4850.2427,-4117.2428,2138.0853,1801.3662,-2643.0095,5172.7605,5445.3082,1762.0666,2072.6007,5333.5161,4583.6479,-3587.6019,-4185.9066,-3086.7042,-3689.7865,-4895.6099,6695.9506,3533.6353,2979.0515,4842.0389,2656.4422,-2105.5591,1709.0729,-5047.0892,-435.2731,4324.6105,-4974.7881,-1088.7027,-3900.6049,4848.0207,1352.7034,-1812.3813,1371.3194,1008.7496,6465.7165,3884.8191,963.0527,0.0000,4439.3913,-684.6469,-5018.4225,1411.1713,1903.5359,3483.5673,-5562.6198,3736.5668,1651.2563,-2619.2924,2306.3386,-5615.5774,-3110.6910,4753.4381,-3529.6695,10.5600,-4673.6417,5570.5530,1480.8202,4982.9457,-6360.3690,0.0000,4118.3589,-5906.3081,-6631.0202,-4398.3935,1752.8121,-1154.1594,-2951.7910,5774.8674,-4604.9544,0.0000,587.4729,460.4281,5685.7893,-4836.2833,2321.3004,5095.4241,1172.7121,-6206.8001,1191.2708,5521.0154,-2982.8669,-4907.1406,-5359.8226,3569.5170,262505.7461,233817.3368,244598.1539,245151.1148,247228.0851,245099.8750,240512.0795,242640.3492,323032114.8329,322982286.5448,323008842.9994,323023209.7709,243922.8653,323026709.0546,-4670.6449,910.2130,-3845.5057,-1531.3814,3142.5044,-4801.0678,-1615.9746,3217.3795,2158.0157,-5533.2384,4385.7522,-4359.6529,-5506.5081,3872.5053,5188.1901,4473.9221,-2804.6808,5321.5692,-1840.8545,-5198.6297,-3655.5421,2736.0355,-4128.0471,2129.0014,5869.6417,4241.7210,5146.5407,5352.8857,4902.3850,-5356.3208,-4565.2123,-1662.0057,-1609.7439,-3309.7849,3967.9869,-3594.0522,-3708.6528,161.8681,-1952.7952,-4213.0519,5473.9384,1835.7059,1577.6718,1272.6194,-4017.5210,4586.4085,-4679.9110,3787.4928,4579.6226,6743.2124,-971.0416,-5130.9647,-3888.4183,0.0000,-3093.7612,-5462.1346,4686.9605,-5147.7594,-3786.7214,391.1677,3801.2462,-3943.2272,5327.3318,-495.5351,4309.2353,3958.0173,5941.9788,-4634.0641,3780.1603,-5210.2265,4756.5674,-515.4892,-3870.1524,-4635.3224,2596.7802,0.0000,-1566.1545,-3525.6042,-826.6363,-5264.9524,-6108.3335,-1636.0667,2152.6492,-1675.4138,3794.4672,0.0000,-3335.4300,-4890.3986,-3040.3671,-3815.2139,4697.5820,-366.4369,2263.7092,-817.7815,4714.3083,-1826.6923,-2390.4724,1314.5783,3911.6282,-3274.6075,-40183.2840,-46750.1436,-40619.7282,-44387.2298,-37285.0673,-41199.9298,-52189.2035,-44297.8657,3194452.5482,3186607.8176,3191182.7902,3173733.9337,-43044.4031,3184537.6740,
7200.000,3831.4570,-4221.1343,-1713.0394,5318.9943,-6302.3540,3087.1880,-4050.4899,1856.3292,-5172.9341,4559.8083,-3326.8563,-600.2853,4550.9666,-4797.8196,-6051.2553,6242.1890,5449.9721,5120.9604,5388.2578,3000.8023,-4904.1591,-5089.1135,-2713.7663,-5040.5935,-2020.3399,-3340.2358,-4229.1383,1921.4276,2922.4304,6277.8224,5760.7327,-1239.9634,-2868.4037,-6666.5501,716.0967,-1232.7429,-6871.7200,-4744.4574,3365.7716,4396.2421,-2937.9836,1008.8048,-3014.1500,6142.2980,-1938.7167,-4234.6151,-3124.3423,-422.1544,1412.4235,714.8297,-3309.5323,-5461.9528,-6654.3750,0.0000,-4146.2075,-3866.1978,1684.9823,4432.0498,-6878.7010,-5226.2044,3609.0750,-292.6203,6906.5518,5842.2257,-6853.5095,2622.1436,4561.0076,-4698.8241,4122.0721,-2703.8652,3081.4990,1232.8402,1926.2776,-4310.9867,2304.6879,0.0000,-2981.0652,2784.9237,3004.0210,2971.3375,-3405.6921,-5531.7376,-4903.1671,434.7622,-2366.3304,0.0000,-5929.6295,-2711.9314,-1665.9984,-1947.3750,2143.1575,-5497.5996,-6550.8119,3900.3083,-5615.5702,1282.7719,-4073.8531,5144.8649,4645.1964,-3572.5641,-353828.8717,-360169.0837,-343928.8661,-349503.3968,-357215.6703,-346353.8960,-351283.2785,-350284.1212,-198113143.3842,-198128918.5504,-198141017.3920,-198120844.3681,-349701.2939,-198129378.7431,2145.2077,-4742.7093,3992.4835,768.7083,2456.6997,-3763.8982,4826.3500,3614.1067,887.6541,3283.8266,6036.6465,-6755.4094,-3720.6751,1882.5070,-2532.8624,-2180.1305,3901.9276,3875.5302,-3492.3757,-5773.3264,4766.5204,-4267.2983,-3159.4924,1477.5624,2532.4792,-6007.7621,-2003.1172,4851.0104,3815.4713,1056.9738,-167.9686,5217.4349,-5938.8999,-1100.7391,-4103.6513,-3914.7314,-234.9410,-441.3802,-3165.7906,3539.1200,4582.2831,-5026.0013,5572.1044,-594.2889,6527.1053,-1116.7228,3265.6665,4180.1476,-4127.8321,-5715.8130,-3443.2569,191.1070,1777.9934,0.0000,-380.3403,4759.4466,6614.1932,-4888.3781,-273.1642,-898.4001,5884.2637,-5210.0835,202.2177,-108.3538,-785.6124,3218.8857,4694.8859,-1232.2644,-490.2243,4016.6206,6216.8188,-5678.2431,-3656.4171,-4316.1079,6258.9217,0.0000,-5023.9167,4242.1648,4209.0657,5758.7300,-5693.4311,2752.6783,4271.5943,-4757.4076,6466.3671,0.0000,2069.0673,3704.1008,-3764.7610,6619.6273,-5604.8158,-2410.6058,410.0928,4365.5791,2591.0822,-5877.9198,5205.7714,1251.2170,2261.9982,-5564.5783,179738.7048,149611.9171,160532.3225,158101.4693,164384.3306,161805.8248,158019.5998,162807.7367,281332670.4328,281281271.5981,281304648.8563,281331449.4707,161508.8106,281327859.0304,5312.2129,2730.6687,4949.4098,4310.2186,1266.5291,4604.4459,-2813.5387,-5241.6090,-4528.4086,4026.2539,-601.3930,-5.1865,3555.2132,-4627.9376,-2115.4564,-1965.1055,-1629.8714,-2561.6789,-2558.4855,1796.7089,-695.9754,1764.6383,5486.5221,-4520.2169,-6144.2625,-214.5649,-5148.1830,-4491.6315,-4796.8127,2544.3909,3692.9221,4348.3661,-2111.8219,-624.6013,-5509.7818,5440.3914,306.2294,-5038.2457,5110.6496,3478.8693,-4248.6856,-4493.7052,2763.1178,3079.6416,752.9245,-5306.7999,5087.0075,-5222.0922,-5335.3471,-3793.5368,4827.1564,3784.1609,754.0038,0.0000,5453.3878,3080.5525,-1061.2473,1918.1305,-416.9270,-4380.4471,319.9509,4379.5615,-709.4065,3714.7328,-434.3600,-5537.3646,-2331.9487,4512.9184,-5546.9414,4921.9491,-217.3339,3747.1064,5516.7156,3003.3036,1782.0465,0.0000,-3727.6650,4703.8382,4563.4922,2280.2715,2037.8600,-2964.2352,2287.3724,4984.1504,382.9520,0.0000,-2090.0413,5094.0252,5422.2720,-338.9156,-3434.4792,-3319.5069,2139.5530,-3586.5357,-3127.5469,-3088.2275,-1665.2682,-4311.8222,-4615.8893,-2069.5369,-39022.3969,-45413.6187,-39810.7184,-41749.6793,-36166.8246,-41067.4706,-50632.3784,-40634.0061,3275348.7500,3263519.7079,3267006.2629,3255080.8458,-41669.3809,3263918.7851,
