sl_100_86400_20300108 Coordinates.csv
2030/01/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:50 2024,
Start: 2030/01/08 07:47:00.00, Stop: 2030/01/09 07:47:00.00,
TIME_UNITS,STARLINK-31450 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-5500 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6555.0655,-283.3132,6344.6010,2099.8050,6380.9242,-2128.9811,6067.7774,4077.2074,-6473.8057,5094.3146,-4960.0944,-6571.4092,6718.6108,5805.4651,-193.7417,6241.2530,-2255.4448,-1451.9270,2507.1545,-5307.5800,4410.6659,-3245.9930,-2156.9511,5883.5809,4128.9208,5296.3323,807.9855,3906.9529,4110.3264,-4821.1679,2483.1769,4866.5782,0.0000,6639.2698,-2226.5134,4843.4518,-456.3138,-5330.5647,5456.9337,-1422.6462,-5826.4009,3813.1942,-462.2017,4533.8084,-1840.1498,-2941.8948,1498.6338,-5843.9602,-2461.1315,-5441.6082,-4127.9743,3175.7352,-6710.0271,6281.2076,-2877.2289,5534.6759,-4073.8347,606.0051,1481.5901,5922.6799,4072.5875,4024.8425,-1343.5211,-204.6876,5193.2124,5113.9112,915.5380,6028.9602,-1699.1690,6703.5299,3493.7441,80.3207,4329.6109,3349.3535,0.0000,-6041.1370,3943.7676,4863.4634,364.3675,3501.1170,-1079.6455,215.1242,-5469.6591,-3411.0738,-288.6871,-3738.9188,-3628.2550,-4407.8853,3976.2544,-4040.8640,5926.5631,477.0756,3254.6139,4153.4912,0.0000,2445.2306,5114.5358,-2207.7398,3434.4988,5085.2244,179372.9074,151382.3656,175586.1094,175370.9236,169172.7675,169187.0262,167347.6983,170508.1779,45233600.4988,45265273.0028,45244804.8254,45244316.6141,170417.9734,45253888.2752,-482.5159,-4413.2017,329.8150,-3471.6191,1299.3120,-5209.1795,3146.7183,5338.8707,-694.5052,-4538.1148,-4675.6465,-1596.7291,-955.6904,-911.8496,-4190.1320,2645.1211,-5711.6999,3865.9753,4416.3894,-2436.6718,4342.6258,5901.8172,6484.1795,3563.8682,-2239.8153,4227.0457,4398.2802,-5133.2560,680.8490,3904.4774,5005.5866,1804.2558,0.0000,1725.7538,6037.8344,-3997.2541,-4939.5812,584.1530,381.7986,6565.4046,-2000.6614,4682.5672,-4225.3935,-4925.2582,-3210.8625,6152.5015,-4939.1935,3340.8428,3524.1083,607.7933,920.4225,2713.4559,-1134.0755,8.5492,2878.7411,-419.1142,-2654.0618,6021.2066,5960.9020,3125.1982,5224.7958,3289.0300,-5496.5381,6898.0747,4366.2173,-4091.0049,4107.4629,1159.8437,-123.3441,-1282.9182,-2124.1719,-5548.4371,-347.0565,4684.1808,0.0000,-632.2258,839.5049,1706.3929,-4313.9474,2184.9835,-5894.0047,4675.6632,3349.8700,5303.8969,-4799.8442,-5059.7318,4500.9011,-2551.0840,-4060.9168,3867.4962,2523.4853,1244.1091,5872.5049,-5015.5414,0.0000,3363.2642,3260.6107,5724.6392,4943.7958,-3631.7381,346050.7395,355299.1941,347219.1949,351166.1742,357079.3636,354410.3329,347615.1248,348910.0803,300128702.7273,300129571.2347,300126002.0502,300130844.1641,349632.1919,300130131.3570,1941.0758,5133.5004,-2680.1223,5276.5084,-2252.9460,3980.5990,442.2112,1375.8146,2264.3636,-1245.4405,-491.8117,-1490.7218,-1214.4046,-3367.6891,5479.7504,454.9176,-3144.3989,-5222.8795,4715.6261,-3620.0250,-3068.6432,-1013.7635,874.4889,417.9941,-5022.3981,-426.6220,-5271.4980,-2371.5181,5497.4221,2833.5218,-3902.9840,4562.8624,0.0000,-860.7020,2536.7842,-2627.9116,-4788.1735,-4212.5201,-4222.5525,1284.4454,3143.1399,-3445.7032,5385.9496,1314.6860,-5883.3591,81.4293,4624.0373,1204.8211,5386.4768,-4201.3575,5289.4768,-5514.5527,-1132.7851,2922.5876,5439.7308,4053.4594,-4774.3946,2923.4692,3160.5744,1778.0882,-1722.2727,-4551.2228,3907.4799,-458.0605,1421.0189,-2260.1249,-5483.6858,-3227.0619,6719.3256,-1105.7144,5420.8698,3871.8373,-5331.0405,3790.8566,0.0000,-3332.5692,5651.6409,4641.3929,5385.8900,-5263.6765,3532.7234,4796.1259,-2606.4753,3025.4047,4935.7060,-2780.4645,3808.5250,-4696.0201,3780.2627,-3770.1936,2464.9325,-6802.5252,1680.2591,2146.4457,0.0000,-5451.1142,2939.8170,-3225.5375,-3325.1319,3026.8624,-15454.4559,-20860.1463,-15964.4649,-17522.4955,-12595.6307,-19993.3394,-26928.6812,-19881.8694,-85436179.3491,-85425438.4273,-85455652.5381,-85440749.5870,-18244.1345,-85438114.7340,
3600.000,6198.3063,4044.6465,-3679.3492,1816.3937,-4728.4343,4397.0533,-5569.4001,-4292.8075,6478.0423,-3136.5979,5131.4608,5276.9901,-5603.3888,-5795.9121,4370.4167,-5464.4995,4060.5187,-2670.8936,-5624.4735,6772.3411,-5030.8217,396.2113,268.5421,-5575.2579,-207.8525,-5751.2026,-4290.4357,-2421.0491,-4208.4242,3048.4235,-4108.6777,-6364.7609,0.0000,-5170.7631,-1302.4150,-2892.6610,3949.2297,5248.9182,-6167.4677,-1245.2236,4016.0704,-4106.4570,4674.7844,-855.2157,2902.1990,-131.5328,1861.2963,4077.3845,-1707.4002,2241.0493,3919.5654,-6019.5065,6064.3980,-4084.9465,-542.7141,-6340.6828,4004.0345,-3433.2877,-3360.1086,-5369.3057,-4244.6997,-4177.0014,3713.9853,-2200.1307,-6127.4435,-1682.2606,-4866.5486,-6817.1937,-3508.2390,-5525.4709,-1281.7592,4181.3394,-2513.2381,-5450.2475,0.0000,2601.4607,-992.6957,-6693.7972,3115.9850,-6219.6328,1370.2629,-3708.7208,2031.3353,5413.2821,3213.0625,5231.9399,4094.9948,6249.4704,460.5483,-1002.7856,-4356.8930,3692.5002,-4585.1327,-2616.2220,0.0000,-5551.1443,-6268.7618,-34.8750,-5860.7540,-5368.6455,88660.1179,57537.3333,81317.4823,79666.2689,75472.3070,76913.3935,73963.2527,77047.7397,-34038692.4969,-34011516.6520,-34020712.7636,-34025619.5769,77162.7594,-34018465.8005,-1264.6896,5172.9162,2282.1001,6071.4169,2042.9488,5314.0644,-869.0046,-2067.5810,-920.2634,5698.3247,2258.0206,-1357.0981,2452.7342,3183.6834,3227.5939,-176.4127,5434.6431,-5839.2500,-2039.6424,889.5074,-443.5803,-6126.2654,-5970.6362,-1433.2709,4700.0688,-1118.6885,-4874.3555,6048.1717,3581.2888,-6005.4481,-597.2228,1454.0322,0.0000,539.4103,-4976.8941,5994.3862,2073.7137,-4216.5892,2806.2579,-4591.7733,-1353.3804,-923.8756,2541.4391,5227.6627,-1331.7614,-5800.3989,6179.1765,-4368.9894,-4953.1131,-3528.7767,-5057.0193,44.5185,-609.9835,3048.7209,-5882.8640,2664.9174,-2268.6325,-2142.2993,-2572.2136,149.3624,-1710.8405,1093.3281,1864.7762,-5392.3079,-2346.6117,4932.3243,-2375.7067,1243.7713,1599.5312,2650.3008,5953.1006,3135.2836,4528.6030,-4216.8755,0.0000,-1067.7287,2741.6965,-1854.9903,5489.0462,1445.4877,6704.2191,-5558.4237,-4705.3508,-3978.0361,5909.3602,4110.3728,-5481.4549,-770.4324,5126.3755,-4016.9893,736.7701,2210.5475,-2827.5004,5860.1430,0.0000,-60.9199,-1414.2755,-6924.7993,-3580.2110,3976.9701,381689.0059,382796.6728,377707.8528,380687.2871,389206.5739,383879.0921,380182.7571,382246.8726,301646022.9844,301648579.0697,301642103.9353,301643028.6142,381515.7935,301648638.1228,2634.1882,-1709.9923,5353.2139,-2066.9624,4564.1728,105.4758,3880.6396,-4937.6107,2168.2938,-2412.3443,-3911.9373,4260.4032,-3180.2892,-1456.6475,-4275.7227,4022.7978,-1249.2810,1737.3713,-3517.6025,-749.1131,4700.3522,-2954.4991,3422.5868,3778.4538,4998.9335,-3436.4008,2348.6004,-2186.3354,-4149.2326,1091.6760,5390.5598,-2291.6449,0.0000,4547.4089,-4635.1624,-1428.4356,5240.5572,1051.3584,1331.7050,-4922.8132,-5477.5021,5516.6043,-4346.9930,-4309.6072,6159.4163,3576.0828,-2549.1870,3319.9609,-4496.2139,5475.3976,-2252.4269,3389.3178,-3237.0472,-4704.7435,-3378.0839,79.7656,5010.4735,-5375.5178,-5469.7749,-4388.2689,5078.6726,5377.9978,-5490.2103,3719.1597,2229.3519,4549.6054,4277.8285,-244.2709,-5778.1622,-3208.3161,-3031.1813,-4311.4053,4506.5898,356.9678,0.0000,6321.6745,-6313.2695,-52.8309,-2840.3121,1968.7964,1283.5725,-602.4780,4640.2935,1952.4812,-1537.0495,-1743.3382,1106.3904,2870.0010,-4498.0670,5312.2842,-5305.1559,5419.4657,-4356.0625,2412.9525,0.0000,4005.6343,2035.3612,-259.9220,-303.5151,1910.2382,-13701.1915,-19662.7686,-14372.4542,-18081.1272,-10991.4581,-15109.5422,-25975.3026,-15182.2375,-85388660.9993,-85370167.2705,-85404813.7558,-85395242.2492,-16815.1869,-85387468.3663,
7200.000,-2782.1925,-5054.3171,295.0338,-3745.4058,2002.3088,-4676.9496,3011.0507,3859.4336,-3540.2893,-368.6550,-3597.7156,-2692.6734,1858.4293,2109.1448,-6575.1721,2305.3010,-4289.2389,4244.6902,6929.8385,-4936.5899,4865.5067,3320.3998,2711.1184,3473.9188,-2784.6357,3889.8420,5416.7407,-788.3218,3603.8355,489.3364,5127.3655,5684.9985,0.0000,2199.3600,4905.8430,-838.1926,-6496.0905,-2769.9058,4603.5415,4538.2255,-1815.3462,4364.6479,-6796.2938,-3650.9098,-4505.6541,3924.8502,-4060.2001,251.0328,4392.3083,807.0134,-2057.3647,6614.8245,-2906.5827,1184.8006,2709.0229,4054.3521,-3357.6478,5576.9042,5241.7502,3732.9280,3825.7696,4092.5198,-5732.6382,4660.0366,5140.9772,-2433.5183,6840.3207,5012.5341,6801.5600,1834.0162,-696.6518,-6664.6433,876.9558,5124.4421,0.0000,1015.2549,-613.9863,5092.9020,-4673.2682,4802.4044,-1441.1710,4499.1377,1995.5399,-3626.7692,-4299.7612,-4573.4318,-2086.1103,-6113.0070,-4361.1312,5337.2184,2112.1582,-3971.0371,5247.1059,-845.3050,0.0000,6496.2765,3710.3995,2303.2693,5752.1938,2580.4527,-9038.3902,-40291.5153,-18209.6148,-23604.3325,-23388.2341,-19039.1985,-24845.4783,-21265.4416,-111009078.5088,-110986697.6686,-110984565.1167,-110989809.5495,-21189.1212,-110989428.5402,3224.9219,-3288.8975,-5177.0125,-4487.9120,-5340.0698,-2919.3129,-2832.4571,-2604.4675,2802.3594,-5175.8088,2065.1641,4611.9757,-3759.9381,-3962.8489,-2097.2115,-3507.0002,-2453.9130,3774.3480,-276.1103,1311.3521,-3592.2953,3710.1493,3156.9032,-2238.5884,-6078.5478,-3202.2454,3766.5597,-4384.5157,-5890.7075,5346.9564,-3513.6435,-3673.6082,0.0000,-3721.4324,3005.9137,-5151.0461,393.5973,5510.0145,-4555.6957,1129.8603,5019.2181,-3174.4580,-941.7990,-4079.6631,4450.2510,3228.0348,-5521.5122,4113.0540,5275.9446,6048.1216,5904.6409,-1818.8066,3000.6807,-5790.3167,6097.3937,-3662.6528,5750.3981,-2206.0178,-1289.3109,-3928.2287,-3027.8447,-4814.7025,1735.9916,2105.0198,-1006.7641,-5064.7193,884.4898,-3209.2977,63.2434,-3785.9827,-6532.8550,-103.4231,-6787.5714,1697.9855,0.0000,4100.1119,-6091.2670,1050.9827,-4876.4032,-3390.8918,-4143.1322,2730.2782,5428.7729,707.8822,-4560.7288,-819.3670,3831.9962,3168.6880,-4909.4167,3432.3528,-4580.7614,-5625.7141,-1276.7493,-4262.8384,0.0000,-2161.2152,-1988.7056,5470.4487,601.9024,-2892.0210,393741.0425,385902.0125,383940.6556,386720.1129,396628.0012,386583.6861,388138.7211,388040.5704,282580243.7349,282581990.7158,282578805.4746,282575848.4571,388945.1171,282583884.1673,-5375.9463,-3112.5222,-4548.1053,-3205.9729,-3869.0364,-4153.7551,-5466.9603,5027.5590,-5219.0203,4589.6028,5419.0892,-4411.0578,5457.6284,5057.4100,335.9327,-5346.7512,4799.3551,3457.4961,184.3399,4585.7032,-3339.5466,4636.9502,-5499.0003,-5520.8029,-1594.1735,4541.1384,2038.1439,5220.1084,128.9701,-4217.1583,-2795.1952,-1434.9053,0.0000,-5401.5715,3836.8400,4356.8064,-2268.6452,2888.5643,2390.9003,4984.2850,4395.4086,-4382.9056,301.7730,4066.0925,-2867.7976,-4554.1013,-1082.5278,-5464.9532,675.2026,-3222.6279,-2628.4553,840.5289,5477.6612,3613.8901,-1332.4730,-4182.6106,-1435.2782,3032.1818,4305.7190,4312.3042,-4804.7676,-2792.5386,3377.3978,-4661.4976,-4548.2283,-4053.8173,-377.1393,3545.3583,1398.5471,5474.9965,-1756.9176,1186.5366,-635.6762,-4302.7755,0.0000,-5497.4821,3276.7534,-4604.4147,-1501.6071,3172.8100,-5410.1033,-4165.7855,-3805.8378,-5947.7828,-2888.4046,5057.8242,-5386.9374,711.1939,1880.8629,-2282.7013,4697.1576,-781.6050,4323.2664,-5312.7065,0.0000,254.2414,-5271.7327,3564.7227,3706.1523,-5771.4760,-12065.7887,-18440.9432,-13433.7353,-15644.8719,-9781.7587,-14576.8260,-24398.1307,-16943.9970,-85341029.5543,-85316319.9112,-85352464.5483,-85347253.6531,-15384.8846,-85336786.1410,
