sl_100_86400_20300925 Coordinates.csv
2030/09/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:44 2024,
Start: 2030/09/25 07:47:00.00, Stop: 2030/09/26 07:47:00.00,
TIME_UNITS,STARLINK-2474 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-31864 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,468.1538,-5642.6704,-6791.1652,0.0000,-3262.9018,5981.3156,288.9975,-5202.3357,-4395.6289,5407.2615,4930.0862,5429.1982,-2970.2932,0.0000,5091.1948,802.5836,2577.8844,0.0000,6127.0701,5995.0082,-1836.6722,-4650.4036,3970.4199,1277.6729,5483.0214,4312.8466,-5122.4007,5329.2977,1127.3696,5145.9121,5398.1749,-3431.8839,3391.7501,5306.5041,4403.3475,2635.4702,4173.0526,6224.2643,-1096.1785,121.9454,6444.1344,-380.1881,-1414.9999,-4131.8130,3276.8982,-1937.6385,4496.1856,-6758.9857,2368.4834,-5915.8061,6607.7669,176.8751,1746.5746,1288.7453,365.8765,-4813.2510,6220.7177,0.0000,4245.9833,-1398.4556,6255.8783,-4929.2659,-5690.3545,-5678.6459,-4573.3551,-5664.6648,-338.1603,6151.3194,-6534.8590,-1105.2084,-5013.3197,1848.0707,-5042.9487,-2914.9992,-4016.8067,3568.2766,-4085.4883,5114.7688,3356.3424,5901.4146,3163.0315,3499.7196,-5190.1165,-508.3197,-3181.4933,-3439.0033,-5409.5465,4413.0855,2149.0227,3747.6424,1031.0557,6654.8447,3994.7422,3021.1523,4660.8840,-2892.0190,3143.2567,2002.1874,5172.9790,-3590.6650,-305806.7485,-312425.1293,-318000.6024,-313298.9255,-305508.9512,-308688.7563,-314289.0420,-313199.5325,-300123941.5478,-300121126.3399,-300123812.7345,-300135277.0052,-313282.2571,-300128611.0656,-6051.6862,3656.2052,-795.9104,0.0000,-4392.3720,609.2710,4350.6484,-1961.0609,4044.6285,-821.7388,1631.7528,-4285.9099,4083.1803,0.0000,-953.7323,-5302.5982,-1616.9506,0.0000,139.1954,771.9997,-4703.9072,-3167.4288,-1020.5762,-4588.0626,-1121.0434,5138.6130,1393.4776,859.5112,51.7724,2945.2782,-4298.2438,4176.5210,-2447.8235,-649.0261,3082.3589,-5989.0812,-4856.7548,530.9998,5895.1824,6211.5749,-98.5217,-1051.7548,-5482.1231,-296.0859,-2517.4911,6620.3371,-1016.9067,1564.7837,4964.3246,3169.1979,-1841.1760,-6866.2846,-1907.6554,6393.6206,-4512.8831,424.3847,260.8211,0.0000,-5211.4747,4360.4012,2199.2352,-1251.4339,-1419.9988,-3689.3949,-1794.7401,1820.3740,-5625.2486,-541.3158,-620.7839,-6785.6626,1978.1386,-4091.8678,972.5718,-4682.5682,1054.9081,-5781.5964,-279.8267,4067.1978,3697.4673,-2684.0412,-5804.3940,3435.8834,4295.4981,4105.0867,-5929.2846,-2387.0850,-4351.4059,-3782.9649,-1706.5305,-5186.1681,6802.4395,-1127.2900,-1122.5931,-5221.4864,3632.3098,3004.1559,-2678.9297,6639.3263,-345.0747,5764.8224,203918.0991,228783.9334,212748.8814,211127.5724,214986.3018,215984.6898,219480.7760,217225.5945,155388887.1070,155432121.3725,155401758.6724,155410383.1370,215796.5672,155407338.9055,-3247.7302,1601.3422,711.5382,0.0000,4134.9309,-3398.6496,-5219.3903,-4101.4118,-3375.2304,4177.9495,-4599.6009,173.8108,-4470.8542,0.0000,-4417.0724,-4218.5906,-6274.1859,0.0000,3014.0911,-3353.6871,-4699.5185,-3974.3362,5431.4513,-5009.9938,4010.6788,-504.2392,-4420.0602,4402.0679,-6796.3593,3503.0698,251.3295,4060.3534,-5480.7289,4394.2717,-4381.7160,-1906.4080,2360.3413,-2839.7876,-3165.2837,-3010.3177,1537.7688,6808.5223,3981.6857,-5536.6817,5516.5335,-507.9776,-5025.9760,220.5294,-3994.1732,1052.1059,-598.8151,1103.1169,-6407.2365,-2279.9516,5106.1394,-4769.7250,2965.2156,0.0000,-1528.4143,-5206.2037,-1946.7883,4694.9063,-3671.1124,-489.8644,4743.1207,3514.3039,-4073.4733,-3125.6754,2107.0308,288.9199,-4233.3171,4821.9633,4640.3877,-4049.1469,-5240.5392,-1358.7613,5347.9332,-2372.0265,-4728.8978,-1880.4067,1962.6316,4781.4403,1476.5507,5209.3086,1445.6026,-5324.4841,53.9796,-3826.9946,6356.1560,-2324.3713,-923.0832,-1585.1408,5513.1547,3236.1597,-3412.4338,5550.5225,-5504.5840,-24.1255,4539.9896,-1105.4170,32018.9201,32286.5826,34362.5024,31801.7696,37380.3000,31058.5470,23114.5131,32902.2322,85274537.3291,85249504.2148,85299741.2175,85272034.0918,31876.9628,85281960.7586,
3600.000,2524.0743,2559.1756,5751.8896,0.0000,4186.4543,-3377.8175,-4156.3428,4742.2991,3429.9350,-2975.4267,-3573.5503,-4545.4811,1144.4471,0.0000,-2614.9716,3675.7052,-3566.3975,0.0000,-6243.5479,-3495.4275,5442.5320,6605.9598,-2371.6450,3029.6544,-1983.0844,-5408.1037,4592.9164,-6856.6181,3316.5619,-6646.9753,-3268.0027,-1573.9160,-244.6179,-5363.0071,-5333.8201,1224.2435,-63.3145,-4034.3468,-2587.0735,-2638.1377,-4958.4760,-4301.9821,3579.2331,4359.3725,-535.7263,-780.0193,-1272.9068,5126.7930,-5157.8786,2565.6756,-4258.4305,438.4851,2586.4141,-3552.7672,4099.7406,5667.3052,-3475.8624,0.0000,-2555.3987,-2899.5618,-4605.8504,5246.5603,5442.9536,4940.7014,6756.0646,2083.1703,3768.6055,-6422.8560,4137.5773,2568.3821,1732.3912,3976.2176,4492.3058,5371.4363,3369.1072,-1358.5732,4681.6704,-1229.7554,-6211.1602,-1944.2950,-1601.5039,-4381.5637,2065.1859,-3900.1794,3897.5249,4982.0281,5774.0377,-3064.0938,-2186.5409,-1311.7582,-1084.7430,-4304.3454,-2756.5596,1288.1574,-6670.3982,-209.9595,-373.7234,-3748.8007,-6230.7424,706.4452,-347380.3822,-358999.4744,-362797.1356,-359176.6711,-349148.1193,-356245.8327,-357681.7425,-357171.6794,-330120977.2595,-330125186.0273,-330118733.3349,-330133035.5833,-357291.4415,-330126588.6820,3317.4991,-4081.0135,-1029.7325,0.0000,-18.2663,2424.3145,-5003.0310,-2243.2111,-5835.1128,4403.5341,2394.3500,1229.4765,-6642.0546,0.0000,4977.0491,3957.3417,5057.6859,0.0000,2638.6025,2279.0142,2959.3549,1926.7440,5305.0582,3490.8308,3650.7532,-1911.4945,-4828.2672,977.5217,-3295.2172,-1643.4740,4695.5364,-3943.4748,5480.5305,3993.8056,922.9774,4956.6026,5044.0717,2985.2981,-3144.4301,-3312.2543,3230.0273,-1695.7526,5932.0314,-3818.0998,5695.3316,-5754.5190,4693.1144,-3409.9448,-1068.8054,-3965.7816,3780.4177,4465.7839,3822.3456,-5737.2216,2735.4187,-3647.2730,2439.9740,0.0000,5699.7809,-3840.8990,635.9107,-2741.0788,3922.1370,656.7396,-463.8864,-3603.1670,3599.7234,2280.5271,-1871.4620,5055.4766,-5092.0275,3323.3251,-4588.5269,4225.9406,-5477.7607,6381.2819,-4157.1685,-2823.7620,-2772.7860,3812.1323,6239.8733,1170.4984,-4368.3306,-5111.5626,2819.9681,-2331.2182,1790.6152,6199.4100,5592.2170,6444.3486,-5590.2962,3321.1590,5071.5888,4856.1860,-1381.4236,-5567.1682,5888.8403,-4741.6191,2860.1697,-4908.6772,122575.8705,144714.9934,128801.7061,129438.7647,129969.0578,129617.6694,134098.8439,128973.2284,72319025.0392,72360899.6729,72338764.0085,72333588.2399,130317.2081,72338096.5207,5465.9016,-4965.2901,3610.0354,0.0000,-5445.4824,5499.6359,1964.3514,4481.0234,-1116.1821,-4387.6049,5426.3650,-5081.2672,47.0027,0.0000,3824.6783,4156.2776,3188.4014,0.0000,840.0106,5496.1192,3017.1575,-213.6296,-3561.5544,5123.2347,-5503.9135,-3520.2580,1797.9559,-823.2165,5050.5721,781.0695,3858.2883,-5273.1224,4157.8368,-1813.4279,4320.9726,4502.3602,-4607.4186,4665.2356,5408.7452,5438.2852,2975.5065,-5135.6266,-14.9272,3753.4133,-3867.8264,3748.3207,4766.7596,3201.5918,4281.9959,-4890.0428,3860.7313,-5320.7561,5121.6287,-1479.8516,-4737.3806,783.9289,-5443.9438,0.0000,-2918.2788,4976.7207,5100.1560,-3604.2240,-1682.0644,4599.9433,-942.6696,-5528.3980,4591.9018,-1188.0662,-5196.7948,3891.4028,4232.1254,-4085.9742,-2607.3236,-277.9050,1808.6285,-2330.9211,-2514.2287,6221.8056,993.7850,5208.7154,2458.2728,-5150.1587,-4929.7455,-1742.7197,-4927.7664,3935.4109,-3416.6014,738.5685,-3480.0202,-1760.2779,-3969.6497,4292.2264,-3801.3666,-4661.5245,-356.5145,-4166.2372,3523.0267,3392.9392,-775.9375,4756.2137,30279.1092,30500.1697,32753.7146,29032.9075,35972.5382,32697.6899,21434.0859,29258.9501,85219031.6029,85190771.3018,85242909.0077,85216802.0472,30491.0471,85223740.2229,
7200.000,-5565.2160,1855.9228,-2251.5686,0.0000,-4690.2415,461.8812,5223.3380,-3555.1878,-465.8267,298.5211,2286.6583,-325.3922,1380.1704,0.0000,-161.6504,-6500.3944,3828.5616,0.0000,3279.2973,665.9796,-6818.6132,-5417.6776,602.8819,-6163.6815,-1449.7252,4117.6282,-2635.7802,5755.7130,-6412.9119,5107.1234,-867.0851,5645.7819,-1898.1645,3709.4400,5289.6300,-5162.3534,-4323.0956,997.4259,5928.2315,5330.0629,-175.7070,4891.8503,-4207.2187,-3724.6823,-1392.4412,3997.9515,-1315.4273,-1590.9922,6173.7711,2440.1874,182.8074,-2534.4502,-4507.6349,4726.3067,-6705.6769,-3359.0627,170.0045,0.0000,-960.1946,5905.3754,2037.5038,-4396.5422,-1637.3690,-2528.9735,-5400.8262,1753.0582,-6376.7157,3778.4414,-726.5836,-4035.6164,1429.0680,-6375.8210,-2834.8708,-5031.8469,-917.1864,-1848.6207,-2998.2252,-1751.5771,5918.3841,-3140.7575,-1379.9374,4600.3578,2396.6506,4984.4945,-4272.8745,-4626.9780,-4697.7254,814.5356,2268.6702,-2217.5757,1938.8929,702.7971,1417.0094,-5210.7797,5391.2177,2252.2979,-1527.9224,4972.1871,4504.6142,3402.6426,-368088.4269,-383341.5163,-384424.6420,-379650.8766,-370210.5253,-381911.8817,-378358.8079,-378606.9478,-337571054.0388,-337580971.7239,-337570415.1912,-337578373.0999,-378451.8394,-337577830.0708,-177.1706,4167.7176,3457.5213,0.0000,4032.1050,-5540.7386,3315.5603,5572.0414,4869.1626,-6672.8486,-5821.4064,978.1987,4912.9645,0.0000,-6796.1782,-1820.3813,-5583.0412,0.0000,-4387.0842,-5465.1606,-802.8745,271.1276,-6705.5950,-2395.0127,-5833.8386,-2980.1136,6070.0116,-2231.1010,2522.3349,-689.1196,-4050.3721,3073.1681,-6622.6235,-5532.9338,-4169.1780,-2509.7545,-4024.5863,-5969.7343,-92.9535,-130.9176,-4946.1148,4873.7529,-3798.6459,5807.4673,-6752.7869,3199.0072,-6625.6898,4827.4591,-2572.4499,4071.3053,-5155.8455,-478.8022,-5198.1899,2649.1663,-979.9291,4496.2601,-5315.5455,0.0000,-4132.4380,3185.9986,-4264.0543,5344.6514,-3091.4816,3740.3672,2199.4005,5310.6914,-1316.8569,-3333.9316,4801.8357,-984.5956,6586.5114,-1272.0528,6235.4658,-1489.2658,5715.5773,-4857.3238,5497.9243,-1753.6543,813.4471,-4331.1488,-4184.2088,-4720.0626,3877.5373,2742.8886,1726.2791,4892.5008,1921.1645,-6330.3406,-6372.3484,-4624.2680,1597.8522,-5308.6984,-6751.4964,-3488.8355,-1628.3535,6567.5515,-6651.5538,1028.5647,-3865.2844,2907.5285,33438.7158,51532.0566,36551.9622,40205.0892,36798.2789,34801.4776,40738.6444,37657.5555,-15681227.3669,-15642644.6790,-15654394.6521,-15670235.2441,36559.3417,-15662028.0523,-4050.5064,5183.5940,-5503.3262,0.0000,2966.4797,-4098.6408,2807.3545,-2006.4577,4795.9688,1674.4745,-2999.7209,6835.0723,4394.4918,0.0000,-276.8761,-974.2347,1645.3589,0.0000,-4089.3539,-4181.6962,622.9452,4229.8609,-1045.2149,-2007.7346,3358.7311,4396.8727,1960.7280,-3249.3937,-7.8853,-4582.3096,-5531.5342,2103.0448,-122.5265,-1901.3449,-1648.4752,-3675.2402,3420.9491,-3224.5811,-3290.1451,-4388.5119,-4413.3721,192.3904,-3985.9933,379.2055,-299.5574,-4654.8593,-923.0198,-4732.5954,-1202.7405,4850.9178,-4564.5662,6449.0375,-608.2889,4274.5048,862.4928,3805.6807,4385.0785,0.0000,5420.4399,-1743.1375,-5046.7171,286.8235,5958.9681,-5076.4112,-3571.8316,4056.4855,-2440.0213,4728.8480,4885.8538,-5491.6251,-1230.2602,-1118.7835,-1041.3995,4375.3730,3329.5306,4570.5332,-2513.3262,-6497.1997,3389.6038,-4120.0549,-5313.7224,1881.0658,5167.2161,-3467.2037,5103.5066,677.0525,4727.3053,2761.2295,-1527.9248,4465.2110,6456.3010,-4407.3839,-350.4859,2747.7270,3838.9442,327.3976,825.2678,-4728.7296,-3521.3834,-5228.1522,28544.0514,28710.2486,30535.6424,29713.6511,34192.6163,28899.7146,20360.7781,30475.9770,85163821.8040,85132313.4393,85184873.5734,85164687.4641,29102.2363,85165510.6741,
