sl_5_86400_20300624 Coordinates.csv
2030/06/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:57 2024,
Start: 2030/06/24 07:47:00.00, Stop: 2030/06/25 07:47:00.00,
TIME_UNITS,STARLINK-30173 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-5435 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2556.5620,794.3202,-4260.2751,-4415.6911,3772.1201,-401790.2259,-373745.8532,-386995.2360,-388410.2881,-384486.5627,-383521.3765,-379914.4475,-382959.8184,-198050572.6213,-198009050.6838,-198033719.9636,-198045268.2441,-383538.9071,-198055752.1936,6406.6871,-6809.0465,1642.2389,-3825.4302,-1664.5177,-81185.9654,-76840.5838,-73556.4529,-77980.8121,-85670.4080,-82746.9001,-77028.2117,-77159.9781,286065358.7860,286043186.7161,286036059.8323,286045821.8197,-78010.1743,286049888.1518,577.1174,832.0840,-4857.9565,-3472.9747,5510.6936,87014.3783,85942.5961,87260.6908,85023.8088,90386.7100,83666.5454,76078.8659,83314.2099,154221784.6299,154205984.7393,154209949.9493,154206803.5572,84821.9957,154209487.7978,
3600.000,-4213.7062,892.7168,-224.3197,6602.2057,-1955.3888,-367700.1969,-340058.8720,-353486.4561,-352868.4664,-352055.5368,-352115.6942,-347870.1691,-352198.4541,-265373614.6878,-265332573.1605,-265355005.0759,-265369258.6092,-351526.3134,-265379717.1762,-4607.1219,5931.4643,-5032.7403,1562.5687,5460.2349,-180238.4279,-168864.0032,-166523.4449,-170078.7372,-179881.9822,-173376.0292,-171515.1496,-172841.0192,225009868.6999,224999727.7831,224988312.0405,224996956.7174,-171847.3256,224994427.0397,2980.1838,3417.8990,4350.9241,-357.5058,-3726.4157,87902.2979,86769.8120,88339.3552,84541.1285,91597.5279,88065.7224,76882.2577,87284.1208,154230774.0149,154212917.1766,154215676.5529,154211583.7803,85984.9525,154218870.4300,
7200.000,5008.1281,-3203.9087,3370.9083,-5330.7375,343.2203,-309516.3137,-284653.9069,-297420.5899,-293532.5551,-296950.5638,-298562.0230,-292959.1306,-296400.1376,-314586747.7581,-314549358.4344,-314569597.5402,-314588314.1399,-296972.1580,-314593670.4634,850.3217,-2660.4587,5730.8700,1598.8264,-6860.5744,-267178.5926,-249035.9301,-248697.8088,-253352.3757,-262757.5690,-251295.2847,-254813.8746,-253379.4057,148602547.7888,148603615.6334,148588526.9346,148593908.1445,-254600.4539,148586606.6082,-4708.0165,-5515.1093,433.8652,3886.8532,-534.6614,88763.4449,87558.3960,88780.0843,87440.4501,92422.4086,87303.5961,78293.1867,85921.9708,154238949.7506,154219837.0489,154221466.4208,154218127.1071,87140.9481,154228210.3146,
10800.000,-5057.5038,5485.9657,-4141.7369,1846.4549,1571.5938,-231204.9201,-211186.0604,-222431.5123,-218073.8474,-222834.1123,-225316.1423,-218802.8998,-223906.4354,-342332202.8996,-342301162.2652,-342319343.4594,-342341553.7884,-223393.0230,-342339594.5420,3162.1660,-923.2808,-2034.6011,-4880.3323,5041.3236,-336228.7072,-312376.0101,-314917.0366,-321102.3131,-328942.2219,-316505.3810,-321470.4333,-322399.4627,62057428.6898,62068075.3017,62049401.9677,62048154.4660,-320964.3295,62040579.5433,3504.3563,4084.2840,-4811.7128,-4355.8448,4417.5666,89599.3941,88328.4652,88774.4824,90909.7350,92873.0673,84884.6644,80312.4775,89205.0252,154246387.2295,154226755.6567,154227452.6494,154226867.9010,88289.8971,154237507.4515,
14400.000,4016.0897,-6145.5135,3489.7301,1711.4932,-4047.9001,-138096.1207,-124457.6960,-133287.8015,-129187.3282,-134620.6310,-137438.5625,-130352.7713,-135296.2743,-346717106.4540,-346694463.0526,-346710459.9647,-346732187.0072,-135524.6626,-346724459.1547,-5636.1377,3154.4941,-3557.2237,6430.1740,-1347.4466,-382845.5628,-354976.3102,-361025.4190,-367556.1119,-374140.5059,-362381.9007,-367165.6370,-365081.1689,-28719823.2774,-28701813.9937,-28724473.2010,-28734766.4608,-366689.8516,-28737761.4975,-146.3959,-75.4026,4413.1359,1361.9041,-5415.4075,90411.8856,89090.3206,88631.8815,93594.8835,92943.5126,83429.8206,82975.1357,88639.9348,154253206.8871,154233683.9380,154233788.8549,154238122.7341,89431.7149,154246761.8407,
18000.000,-1420.3894,4008.9815,-1834.3040,-4000.5069,5956.8011,-36514.9976,-30094.8873,-35622.2302,-31927.3176,-38192.3368,-40590.2510,-33598.0698,-39027.6579,-327442595.5567,-327429667.2215,-327442778.0723,-327457644.7684,-39016.8794,-327449377.8628,5908.1883,-3951.6466,6397.3248,-4780.0207,-1980.5883,-404035.6096,-374254.1963,-384090.7696,-389934.7129,-395356.9090,-384962.3420,-389046.0443,-390595.4411,-117534867.6348,-117512061.9912,-117539379.0467,-117557771.8259,-388856.1567,-117553800.9870,-3322.3499,-4007.0723,324.6207,2693.2004,2830.3487,91203.0835,89849.9610,88696.4186,95670.2216,92614.9093,82830.8330,86354.8061,90986.2709,154259566.4018,154240632.6726,154240657.8916,154252069.7467,90566.3173,154255973.4821,
21600.000,-2272.6412,197.5269,-1334.6740,4954.5701,-5612.2256,66656.3730,65818.0158,64369.9299,67594.5085,59921.3155,58932.8028,64666.3341,59557.4328,-285824185.2735,-285821551.1998,-285830304.1775,-285831988.0979,59930.0681,-285829981.3612,-4520.9886,4140.8230,-4469.1716,439.6017,3663.1414,-398564.1340,-369114.4350,-382583.1423,-386972.1509,-390928.1027,-382436.7116,-386019.1586,-384321.9550,-198327330.1159,-198302425.7369,-198334953.9615,-198354013.9485,-386057.1581,-198346913.9808,4714.1718,5515.3250,-4763.4898,-4632.6201,1595.1307,91976.0444,90611.2621,89254.7852,97258.2155,91894.6654,82950.4293,90539.0923,91420.3399,154265650.4836,154247612.6719,154248280.9972,154267786.6234,91693.6209,154265142.3757,
25200.000,5609.4306,-4235.1543,4927.3357,-4607.4286,2409.9441,164455.4951,157127.7883,160280.2119,163001.1962,153200.8814,154616.4011,156494.0063,155596.9205,-224702000.2244,-224709544.4799,-224711713.1187,-224702037.8703,154964.1039,-224706618.8025,2497.5740,-4161.9144,127.3819,4064.0364,-4094.0481,-367045.7366,-340013.7380,-356509.2034,-358985.4814,-359838.9823,-354835.5423,-359073.7793,-360172.4813,-265584301.3204,-265559942.7080,-265597595.4446,-265604002.7288,-358490.6053,-265604030.4674,-3201.6756,-3535.5590,4473.4207,2890.8829,-4994.9665,92735.6727,91376.9764,90459.3722,98425.8065,91369.5822,83710.9677,94894.7454,92688.1588,154271658.9115,154254634.9637,154256923.4768,154280245.8588,92813.5429,154274268.5215,
28800.000,-6909.5512,6020.5342,-5905.0773,2637.0997,2124.1748,250321.3194,238002.7218,245890.3148,248146.5419,238726.9284,240185.5816,236690.4656,239027.0919,-148246991.9611,-148263975.0397,-148256903.7972,-148248404.9078,239989.3681,-148250516.3311,-296.8220,3308.3693,3079.1491,-6157.8909,4121.9227,-311914.5260,-288925.6304,-307471.8933,-307887.4860,-304509.1351,-303929.6647,-309548.2792,-306467.9457,-314716489.1270,-314695120.6917,-314736599.2574,-314726995.8076,-307944.0336,-314735829.8721,-313.5218,-718.5489,215.3467,1123.0613,5086.3512,93490.9532,92149.2459,92287.4075,99206.9818,94226.3552,85078.5284,94087.6543,94203.1974,154277793.5956,154261710.9787,154266884.9591,154286017.3254,93926.0014,154283351.9195,
