sl_100_86400_20300124 Coordinates.csv
2030/01/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:48 2024,
Start: 2030/01/24 07:47:00.00, Stop: 2030/01/25 07:47:00.00,
TIME_UNITS,STARLINK-31833 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-1522 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4320.9453,1860.1935,-5653.4769,-6557.3540,-1721.1249,1656.9750,3822.6378,2268.6233,548.1689,-4965.3477,2055.4797,-3110.3085,5557.6795,5244.0072,250.8075,-865.3172,6056.9423,1561.1066,-3290.2485,-2725.0379,5667.2717,4116.6352,1111.9040,1197.7439,3279.1707,-1588.9740,426.4865,1399.8654,-2638.8129,-5761.0535,2205.6920,-2676.9600,1135.3814,-365.5700,-5210.3356,5093.7020,-2481.2115,4951.4857,3468.2025,0.0000,4985.5464,-5853.4475,-2105.1864,-2904.6714,36.1819,-2940.0363,2683.1493,-4694.1058,-3968.3319,1437.3331,-2273.1032,-959.6700,4586.3181,-4105.6293,-6461.7679,2073.3713,-3311.2519,-4268.6520,-4947.3486,-1327.4961,-3570.1399,-2372.3376,-1265.6021,5934.1603,4503.9275,3851.2054,3755.6380,-4829.0325,-6237.3993,-4942.3843,-3515.3742,-6843.6526,4599.9053,4824.3475,-1203.9200,-3470.5155,4973.2763,-4165.7463,3138.2841,3920.6329,-945.4670,-2666.1601,4815.3317,4943.3594,4871.3171,2742.7805,1386.4447,-3493.7568,986.0234,-1823.3207,-4685.4738,4339.0351,451.6321,1982.8518,1305.0787,2947.8730,3273.8121,189.7344,3499.7137,-437.3110,-169744.8527,-204830.4999,-180222.0289,-181495.1872,-189047.3728,-188318.5152,-188253.2246,-185781.3476,27371860.3461,27342680.9008,27330682.1557,27358193.1479,-185827.7202,27352308.9195,4341.1334,6416.3172,3882.0839,-1709.0381,-5401.0139,-6670.5887,-3271.0863,-3923.7408,4114.6618,515.0695,4546.6308,6030.0755,-868.2753,4236.8000,6870.0027,6295.5509,-2204.8672,5419.2039,3875.2103,-200.1155,-2697.4617,-3706.6579,-6220.9226,-5295.3109,3555.1651,6357.9204,-5530.6184,1755.5095,6155.7623,3276.0579,-3902.1278,5970.6290,-2098.0960,2319.4143,-344.6680,3243.2470,4075.9251,-3677.4745,4262.7749,0.0000,-3385.0164,-2897.4720,-4586.7646,3370.1446,-6809.5418,6144.2871,-3824.1598,1999.5029,2726.2136,4905.5064,5050.9935,4386.8481,-4172.8128,3086.5528,-825.3158,6165.2559,4081.2057,-3356.9451,-2748.4584,6672.4715,2150.7121,4922.9880,-5219.7811,-2814.4242,-4081.5840,-1070.4803,-4414.9194,-4375.4004,2899.7737,1324.4439,-2265.5479,39.9388,2031.2500,-4898.9468,6557.7727,5859.7959,3600.4862,-341.2768,-4866.9243,-3780.1856,-1506.1965,-3216.5824,-2445.2501,4660.4076,1866.9475,4631.7575,6404.4941,4163.0856,-5613.1815,6357.6858,2866.5302,-4241.2094,6884.0663,4918.7926,-4386.3283,5734.7566,6060.4116,-6654.6789,4510.4638,4056.0065,-313640.7923,-320394.3112,-323600.1379,-319781.3146,-315737.5842,-318338.2821,-325348.4463,-321780.9761,316598773.7468,316602787.4064,316606906.7391,316604808.0735,-322580.2625,316601543.7506,2870.3743,389.3052,641.9672,-967.4962,-3950.8950,-429.9522,4694.5244,5212.0505,5441.7003,4585.7948,4640.8116,-1242.4517,-3457.1757,-284.9271,920.6224,2666.0612,2481.7363,-3952.9803,4670.5557,-6389.4019,3016.6639,4136.6562,2884.9562,-3895.9903,4983.4293,2051.0632,4138.0056,-6565.1623,-1659.1323,1973.7313,5255.2809,2186.3229,6485.9043,-6501.3066,4522.8321,3369.6148,-5002.0815,-3128.0082,4172.2750,0.0000,3121.1925,-2365.2906,4703.6586,-5077.7860,1046.2717,905.9937,4829.2151,-4724.9039,4943.3341,-4589.4215,-4122.7692,4846.8547,2760.8806,-4529.2941,2376.8325,2111.4886,-4483.9594,4321.2117,-3962.6891,-510.0157,5478.2992,-3887.0606,4160.0839,-1129.7367,-3322.8065,-5239.2571,-3676.8910,-1962.5367,-652.7565,4501.8470,-5487.2822,797.0695,-4737.4560,498.0033,1000.8870,400.7809,-3262.7760,-5439.4715,-3702.1994,-3824.1641,-6703.3998,5485.0951,4352.0657,-1441.4669,-4341.8659,-4322.6753,1805.0487,-4155.5325,3692.4355,-1739.8103,-4211.6158,-2982.0671,-276.5714,-4404.9266,5137.0869,2174.0320,76.1161,-2052.3808,3903.6648,-5419.4852,-34370.5961,-40652.7773,-35179.0506,-36804.4660,-31826.3396,-39163.1091,-46164.7047,-35880.3526,-63509049.3032,-63545959.3268,-63502151.1791,-63509830.6040,-37473.6437,-63514288.5176,
3600.000,2110.2090,-3454.7567,3700.4271,5855.3321,-507.6720,337.8616,554.9560,-94.6228,-4852.6779,3416.2754,-5725.4187,1280.8995,-5173.5535,-4838.3377,1871.5723,-1966.0866,-2724.9731,-3769.2734,-286.1455,5335.0551,-2513.8124,-250.1135,575.2976,1360.6725,-5130.4340,-135.1360,3414.9301,2946.7081,924.4356,2551.9923,2164.0764,-466.3399,2873.1553,687.1257,4195.1916,-6805.1441,657.6631,-4249.4381,-5280.0905,0.0000,-511.1566,3484.5513,5558.0636,724.6954,2266.6985,935.0201,-476.9945,2648.3086,84.9114,-5152.4231,-409.1460,-2656.9944,-3205.2823,1856.7364,4697.4983,-4337.4517,-676.8270,2368.5002,6758.5800,-839.2870,1899.1176,-2649.7500,3918.8727,-1912.9118,-3024.3298,-2364.8041,-2626.4235,5068.3094,3692.9131,1111.5167,5209.6998,4767.2865,-6810.8910,-2188.1797,-1682.8916,1024.1724,-2889.4900,3609.4622,-1800.9818,1621.8274,-3306.2168,5484.4620,-6014.8257,-4470.7906,-6432.4263,-5278.4283,-3207.2952,2270.0882,2906.6138,-1680.0252,4471.4463,-2102.1704,-2063.2944,-4617.6717,3176.8034,-5093.4613,-4034.9606,650.5599,-6109.6806,-4158.1124,-86252.3337,-117546.1999,-94058.7868,-96462.6248,-102766.1610,-99879.1059,-101790.2167,-99245.1852,-55564566.6857,-55589682.0634,-55607453.1771,-55587583.3249,-99046.9762,-55583310.4231,-6309.6862,-3770.1488,-4538.1145,-334.8110,6748.8712,5724.2020,4399.7997,6540.9072,-2821.4269,-4909.4099,-2090.6051,-6002.3487,3595.8154,-1036.0501,-5207.4029,-3853.4086,3485.7694,-1700.9588,-5882.9244,-2667.0268,4467.7533,5261.6247,3117.7683,6442.4129,-4658.0380,-6398.6063,4006.7282,1657.5630,-6250.0546,-4622.9727,4412.0678,-4496.5485,4170.8829,3326.6582,-3707.9461,-1256.1425,-6669.6990,5320.0008,-428.7302,0.0000,4047.9670,706.0387,2587.6976,-6564.1829,5923.1083,-5861.6376,6667.3954,-5307.2454,992.7337,-2609.7565,-6798.1248,-6043.6908,5627.3716,-6267.4343,-2242.7008,-4955.4417,-5508.4303,-431.9511,1405.3120,-5514.6627,-5780.4309,-3288.1417,5552.2333,3884.9007,6226.2697,5852.8366,6298.2212,319.6997,-4384.0269,-4264.3434,-1736.5952,-1942.3297,-146.9176,4828.8011,-4281.2424,-5435.4093,-572.0129,-4156.4500,6599.1761,3923.6630,-1971.4149,-28.4990,3455.5913,-3973.1019,1712.8021,-4426.2142,-3033.9972,-6447.6796,2923.1016,-4912.6690,-5270.0134,6319.6539,-5052.9663,-5090.7777,3625.7192,-4100.0722,-3857.3999,3820.7639,-3158.1278,-4313.8222,-345096.6762,-360586.4257,-361250.7446,-358798.9390,-351663.6479,-356468.2591,-360774.1454,-359627.6780,312916297.3991,312919275.8257,312916194.4496,312921194.5641,-358619.6477,312918295.7910,1233.2961,4307.5303,3619.3659,-3530.6533,-1403.5640,-3818.2258,-5274.9231,-2251.2636,-3935.8798,-3209.8671,-3068.2043,-3151.2065,-1969.6170,4576.2061,4174.7473,-5374.8936,-5313.4940,5491.9239,-3620.0366,3542.4140,-4725.1611,-4492.4736,-6188.5503,-1127.1891,-605.8580,2482.5768,-4507.3349,6046.3992,-2770.9331,-4473.8294,-4872.0511,-5220.7490,-4726.1296,6005.0705,-4063.2097,57.9135,1667.6679,-1192.5470,-4435.2141,0.0000,-5433.3769,5956.8646,-3184.1860,1372.9225,2686.0018,3457.3053,-755.2895,3610.8629,-6842.3393,3703.6530,1108.4715,-416.1373,2036.7847,2011.5803,-4590.5227,1845.4252,4098.6392,-6519.2998,-151.6945,-3934.1447,-3246.3988,5195.6149,223.0900,5053.8725,-142.9078,1869.5218,-706.5119,4518.9916,3847.8818,-5211.9683,4157.9233,-4584.3556,1109.4040,-4413.1956,-4936.5697,3983.0030,6285.7377,4079.0191,-637.9748,5110.2530,5758.9589,-4199.8085,343.4615,-3526.2648,1299.6418,370.5869,-5176.7190,-111.8959,-5407.1776,4439.2368,286.8482,-1153.5581,4218.3644,469.9330,-4926.0022,1885.5675,4027.3932,5778.1530,-789.1484,3163.0639,-35996.3011,-42267.7147,-36486.8721,-40213.3485,-33111.2559,-37171.4209,-48075.2581,-40414.8243,-63443278.5737,-63481515.5667,-63442152.4612,-63445852.5597,-38920.8755,-63451156.3469,
7200.000,1608.6588,4155.7874,463.6785,-2553.3751,1843.1346,-3215.6303,-4131.3143,-1482.2367,6712.4229,-936.1655,6745.5159,1923.0954,217.8065,2667.3501,-1217.7245,5116.9600,-1494.8448,5669.0677,3083.5022,-6010.1295,-1089.0908,-3201.7393,-3708.8378,-3306.1670,4283.0077,2568.9714,-6278.5890,-3719.9986,1951.3177,1571.6279,-5168.0591,4329.9639,-4376.0026,1737.4185,-2556.0915,5855.0995,926.3156,1411.4738,5940.7648,0.0000,-4140.7936,-908.3452,-6886.0654,1420.6833,-4349.5377,2440.7645,-1805.3276,-548.4785,5041.9738,6859.6694,2614.1585,3979.6538,-556.9569,684.5811,-2003.3777,5036.4360,3828.5079,-1386.7066,-5487.6305,3712.4737,-316.7707,6370.4615,-4406.9866,-3629.8081,362.8574,-426.6850,-0.5746,-3966.1725,411.8185,2202.9027,-5517.4360,-935.4880,5941.7907,-2078.8142,4923.0251,2946.8322,1281.4606,-2531.2678,-588.7787,-5823.9642,3812.4671,-6532.0536,4062.2895,2689.4655,4707.6107,5284.5268,4836.1371,162.9002,-6162.6854,5224.3718,-2367.4805,-1606.0114,4021.5175,4947.8707,-6185.1821,5104.7932,4129.2694,-3004.3915,6273.0128,5854.7491,2106.6091,-23074.8701,-1903.0019,-7842.8337,-10278.3229,-3315.3243,-9395.1575,-6003.3963,-134726450.4738,-134747921.5391,-134767586.2621,-134752093.9461,-6067.3268,-134744178.5172,4949.8918,-1637.3503,4104.5377,3221.4486,-3195.9024,-2580.7152,-4982.1900,-6405.3587,1322.8804,6677.5795,-583.5197,3725.9829,-3989.7269,-3717.9448,303.1643,708.0172,-4770.8983,-1941.5344,6178.2028,3203.8452,-5766.3882,-5784.2261,328.8605,-2857.2980,3563.0909,3490.7989,-2035.2932,-5521.1971,3842.8926,5292.3805,-4368.7366,2246.9618,-5359.1777,-6452.1919,6340.1469,-1265.3211,6288.7048,-4826.0584,-2995.2461,0.0000,-4151.0031,3220.7658,-343.7622,5595.5663,-2618.9080,3344.0763,-5092.1666,6918.2850,-1715.6295,133.2011,5828.8916,2811.5869,-4284.6931,6525.0735,5274.5239,1184.3613,5641.2923,4752.3368,596.4406,1845.8870,6790.3542,1153.7940,-2643.9782,-3891.1245,-5958.3193,-5527.8926,-5107.5261,4215.1479,5132.5818,6136.9071,4132.5018,4250.2077,-1436.2720,-3705.1191,153.3740,2948.5052,-3775.1105,6369.9853,-5137.1230,-2945.4552,5620.8864,2224.5157,-2819.4272,549.8348,-4015.0800,2287.6998,-1632.5078,5329.3883,-0.8803,2046.7635,5274.4238,-4952.9835,1210.6411,2981.9107,-2664.7410,67.0286,-477.2738,104.1322,739.8449,3001.3098,-354953.9295,-377465.3226,-375847.6642,-374570.4281,-364953.5678,-373480.8563,-373545.4485,-370646.6911,287876799.7667,287880871.2119,287868400.4053,287873915.3232,-371761.4893,287878524.2974,-4331.6896,-4988.5509,-5519.0574,5460.8550,5828.9482,5504.1266,2344.6450,-2150.7002,-380.9745,-763.2351,-833.4175,5463.7225,5242.3765,-4962.2980,-6828.6741,4556.0795,4759.1534,-3394.5453,252.9948,1354.3205,3742.9679,2031.7637,5855.1109,5040.6932,-4164.1294,-5332.8804,2088.9244,-1939.7715,5375.3747,4157.6403,1412.2730,4871.0558,16.7810,-1747.2910,1029.3291,-3470.3578,2697.1445,4734.1745,1841.4853,0.0000,3418.1845,-6092.9933,-393.8260,3482.9976,-4664.2338,-5490.9271,-4011.3883,-398.5383,4389.5523,-273.6882,2602.8640,-4478.6516,-5244.3022,1938.8065,4024.9004,-4481.2686,-1101.0515,4858.0747,4138.0941,5407.9521,-1142.4733,-1743.9692,-4458.0746,-4015.2678,3498.6340,3546.0092,4571.6889,-3585.3965,-4612.5580,1994.7536,-141.4930,5331.9696,3199.9933,5418.2775,4598.6065,-5405.2742,-5701.3958,126.3028,4513.2312,-1290.6436,-1377.8075,195.3077,-4879.2656,6364.8766,2772.8593,3790.1447,4481.1186,4271.6227,2853.7089,-3912.7102,3791.6209,4298.6342,-5486.1151,3745.0765,1433.2715,-4508.3888,-5499.2295,-6289.5353,-2836.3694,1629.0256,-37645.8052,-43847.0628,-38442.9893,-40569.8111,-34786.7283,-39619.0187,-49360.2256,-38987.4938,-63377989.0310,-63416477.7240,-63382414.5888,-63388052.7997,-40364.0961,-63387995.1812,
