sl_100_5400_20301121 Coordinates.csv
2030/11/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:14 2024,
Start: 2030/11/21 07:47:00.00, Stop: 2030/11/21 09:17:00.00,
TIME_UNITS,STARLINK-3528 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-32235 - X-Coordinate,STARLINK-31058 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-32235 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-32235 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1025.1376,-956.7076,109.4167,913.1974,1632.8618,2106.3302,-534.4409,1417.3941,-2906.2124,-3881.1177,1238.2303,-1298.2040,4692.8808,-2773.1098,-5371.7367,0.0000,2883.6500,4713.1531,5308.6416,-5968.2957,909.6121,-1880.1991,6217.3671,-3571.7992,-3946.8439,-4803.4358,-3053.7522,-4626.6859,-2713.3744,-5242.8183,177.0977,-1851.8840,728.9505,-2003.8309,-2216.8758,-4061.9126,-5591.6140,-2086.4655,2003.6247,1915.4076,3473.7700,-296.3099,-3469.6859,-5901.2979,5907.6862,-2271.3984,-4244.6321,0.0000,159.8233,5993.1490,1433.3233,2657.1012,-1788.8261,-1260.3679,1081.1475,-5061.6246,-1497.6741,608.7261,-3517.7012,0.0000,5551.0210,-4477.6432,-4824.9963,3150.9455,-3218.3591,0.0000,-3881.4576,-6504.1196,-4451.4064,4715.6120,0.0000,-2271.6666,-4033.2794,2933.3329,5235.5686,-4287.0731,3314.3108,-5127.7977,-2814.5291,-4684.0219,-6178.5743,-3994.4922,1750.5010,-332.7883,-4578.0377,-5041.5787,-2637.4251,-3689.9303,-5566.9314,-5852.7839,64.7160,-4659.4237,-899.5262,4119.9010,-4607.5874,3816.5284,5043.3760,-4714.9506,2530.0190,-4194.4556,-356981.2861,-371231.5079,-371100.7788,-366900.1576,-365541.5134,-368276.6625,-374256.4956,-369943.4785,-289746506.9988,-289765085.1954,-289743415.0540,-289726921.1749,-370611.2841,-289730562.2757,-4095.9526,-4397.1750,-2391.6800,6138.2996,5246.4925,-6597.1444,-4656.9767,-6745.0978,-5356.4936,-1283.9065,-6704.4005,4395.8928,-715.3633,-5277.5303,-3980.1703,0.0000,-4279.2505,-3449.6325,-4389.0948,595.1263,-6466.7424,4676.6809,2653.1497,-2644.5044,5564.9275,2173.9134,-3930.4974,1972.5144,-4431.1511,-767.5279,6111.3871,6559.9788,1366.7162,5363.9231,-6473.7189,2559.2338,2370.5062,3992.1163,-5893.4153,5589.5377,4911.4729,-4387.4887,5474.6917,-3088.6605,-3063.2450,-3976.9787,1508.0293,0.0000,6268.7104,-827.4693,4027.7740,5708.4462,4706.3127,4078.0261,5427.8435,4552.9818,-4532.4977,-5999.7750,3911.3960,0.0000,3874.0570,-2426.7409,1248.1351,-2824.9283,4137.0410,0.0000,-3318.8593,1551.3004,-4252.3518,2305.6542,0.0000,-4037.1604,915.0615,-3460.5997,2444.6856,-4290.8414,-2871.9486,-1284.3495,880.2004,4454.2689,1928.9287,5559.4897,-3747.1968,-6919.2664,-4671.8076,341.6127,-3239.9115,3815.2818,3116.1430,3437.2668,5754.5596,71.1219,-5540.8467,-3250.5204,-3608.8088,5685.4553,283.2050,4793.2163,4318.5522,2862.7007,37605.2545,52458.2425,31803.2771,34784.9921,43421.2802,41239.0155,38675.3179,36514.9201,17786220.0542,17804814.5563,17787582.4155,17767116.5845,37391.9293,17773921.7610,-5470.9943,5187.0850,-6561.9836,3060.4252,4171.0909,-295.0924,4951.3834,267.9000,-3040.7209,-5426.3923,-361.1128,5125.9952,-4992.0438,3520.8676,1374.1669,0.0000,-4674.3780,3637.2874,-675.2438,3423.0681,-2264.3362,4677.4351,1311.7086,5266.9898,696.2886,-4200.0941,-4802.5060,4687.3280,4571.1984,-4455.1926,2828.5556,78.0223,-6761.1073,3747.0070,-612.7721,-4989.3433,-3266.3253,-5300.4014,-3045.5766,3481.9334,3383.9035,-5288.6908,-2414.8059,1402.8596,-2019.1034,-5172.8078,-5273.2859,0.0000,2831.8718,3207.0802,-5418.2357,-2909.5588,-4747.6582,-5546.3960,4146.6925,-1215.0686,-4988.1172,3335.8507,-4496.2202,0.0000,691.0809,4692.9845,-4637.6449,5419.1905,-4296.7472,0.0000,-4617.3279,1846.2417,-3219.0197,-4217.7376,0.0000,5119.6081,5354.4922,5164.2306,3789.9375,2503.5272,5306.4920,4410.7175,-6278.3056,-2551.1954,-2277.3071,401.3610,5528.0998,-152.6071,2190.6258,-4707.0818,5491.3152,-4442.2998,2558.8337,1467.9304,-3828.4283,-5084.4134,4031.7637,-4424.1137,-3479.3539,-1137.1190,4611.4740,-1575.4409,4519.7096,-4516.2456,-41484.1570,-45766.9412,-38961.1005,-41700.6302,-36004.5564,-42074.6065,-50232.1610,-42893.2323,7275888.4155,7257607.4702,7259345.3328,7272735.1072,-41462.3879,7272439.0157,
300.000,-967.9552,-1686.1961,-2069.7470,2474.5413,2807.1024,603.6792,-2289.8403,189.2415,-4532.5718,-4332.0988,3.8035,828.8562,3413.8545,-3946.9282,-5546.7488,0.0000,1161.2967,4304.8271,3979.2966,-6340.9049,-313.7853,146.3997,6076.0308,-5099.3944,-2611.7077,-3281.0567,-3792.5810,-3592.9401,-4526.3470,-5717.8749,1860.8489,-598.9501,-1313.4297,-821.2148,-3571.1509,-2763.9572,-5494.8156,-1722.8237,113.8132,3435.1199,4406.4635,-2320.9686,-1870.4348,-6044.9038,4589.1414,-3500.9029,-4025.2692,0.0000,1496.9672,4731.8193,3466.6158,3821.4355,241.9709,-2283.8504,2829.6921,-3757.0358,-2939.5572,-919.2159,-2112.5918,0.0000,5807.2723,-5424.7953,-4115.7119,1924.0107,-2335.3438,0.0000,-5466.6989,-6567.9141,-5408.4303,5995.6470,0.0000,-3475.2775,-3692.2590,853.3493,6303.3759,-4544.2106,1402.9472,-4963.6901,-1035.1387,-4536.7595,-6033.4229,-2876.4369,-280.9908,-1806.7151,-4884.9842,-4708.5024,-4016.5166,-1706.1626,-4080.4663,-4522.2012,1559.5298,-3657.7631,-2492.6161,3611.0266,-5954.1577,3962.9814,5784.1090,-3145.2020,4326.4516,-2556.5330,-357783.0532,-372145.0030,-371917.6013,-367827.3683,-366217.9221,-369019.0749,-374898.8588,-371072.2196,-290061425.4358,-290080517.5418,-290058467.0605,-290041289.0065,-371283.5290,-290045393.3748,-4768.1524,-2531.4134,-2308.3079,5027.7714,3670.8351,-6790.7373,-3428.5583,-6722.6543,-4786.4286,849.9503,-6668.2359,4055.5063,-2414.2799,-3666.0696,-2558.3707,0.0000,-5459.0452,-4945.3221,-5240.7419,2040.4530,-6884.8328,5350.3975,1250.9258,-1318.7701,6284.8100,3698.1818,-1982.9042,3856.1945,-3439.8305,1200.8523,5181.0730,6568.1206,352.8613,6419.1357,-5791.4344,1157.6104,3827.5992,5568.2151,-5623.9808,5625.0529,3169.3059,-4642.2496,5403.5597,-1411.1925,-3808.6669,-2215.4540,3500.4804,0.0000,6621.0071,-2083.0261,3582.9291,4227.0009,4300.7942,5317.9123,4265.1596,5035.0305,-2978.8561,-5061.4876,5388.9690,0.0000,2565.2974,-534.7960,3280.5087,-4526.2182,5637.7455,0.0000,-2459.6296,2225.9795,-4181.1771,1137.1681,0.0000,-2263.8241,3020.4103,-4045.0437,929.4023,-2601.8880,-3911.1517,855.1779,-429.2432,5238.2089,3224.1565,6063.9948,-4484.5412,-6543.5392,-3141.1533,2454.5961,-1553.7460,4144.2901,3809.5872,4437.9997,4601.9222,1959.9393,-5906.3754,-4931.8859,-2400.5484,4756.8248,-1376.7214,5406.1511,4012.4222,4295.8233,30162.3407,44518.9989,23991.0377,26962.6129,35645.9223,33258.6397,30890.1011,28695.3543,11453397.9032,11471261.8978,11454209.9191,11434805.8383,29565.1134,11441145.2067,-4907.6324,6155.3972,-6258.9009,4056.4952,5120.0862,1242.8519,5429.3063,-1538.9302,-1707.5339,-5163.8199,1456.5447,5490.4524,-5474.6592,4347.5023,3040.2103,0.0000,-4163.0668,2095.4283,-2149.2988,1830.3739,-506.2215,4317.9929,2983.9938,4446.1501,-857.2292,-4582.6031,-5433.6206,4415.3108,3947.7766,-3712.7081,3879.7325,-1728.7131,-6801.4524,2231.3887,938.9205,-6242.5165,-1642.0889,-3793.7965,-4048.3235,1904.6811,4261.4176,-4512.5738,-3893.2838,2788.8528,-3578.1918,-5528.9599,-4431.5794,0.0000,1136.7947,4486.6638,-4772.5250,-3956.2151,-5416.1602,-3933.7996,4649.1730,-2894.2316,-5491.2833,4583.3495,-3792.3512,0.0000,2442.3826,4272.5506,-4317.7842,4806.5225,-2947.4050,0.0000,-3384.9669,-265.0966,-1222.4939,-2844.8622,0.0000,5518.9866,4799.4599,5491.2256,2678.9267,3950.5812,5488.5644,4692.7725,-6845.9476,-484.3011,-516.4475,-1415.0126,5242.4250,1380.1004,3718.2965,-4415.4036,5391.1123,-5274.5841,4007.7154,2838.0249,-4916.4495,-5508.7100,2587.3015,-3120.3277,-2265.6288,-3143.1931,3384.8067,-2929.7539,3269.6808,-4603.8619,-41622.7285,-45870.4058,-39070.4080,-41964.9271,-36104.7156,-41892.3051,-50386.4458,-43129.7308,7271550.0242,7253333.5977,7255043.2909,7269271.5902,-41571.7496,7268352.3659,
600.000,-2837.2900,-2319.0695,-4041.5517,3830.5072,3755.7906,-969.1331,-3850.7451,-1075.0244,-5685.7374,-4386.5493,-1247.6940,2888.4668,1836.2432,-4778.1888,-5172.2788,0.0000,-641.9089,3483.2010,2251.4393,-6090.4103,-1500.1891,2138.3950,5340.0719,-6136.4882,-1007.5620,-1439.4582,-4216.0933,-2242.9136,-5906.3324,-5666.2184,3381.5839,735.4308,-3170.0955,420.2413,-4577.4393,-1109.8347,-4859.1138,-1234.5552,-1811.1699,4588.6823,4948.0885,-4091.4891,-57.1541,-5586.5363,2813.1145,-4436.9636,-3458.7120,0.0000,2670.5351,3000.5218,5153.3696,4654.5378,2272.8389,-3112.4921,4335.0711,-2061.1718,-4139.9004,-2399.4403,-535.4731,0.0000,5473.9364,-5877.9687,-3027.1712,553.0217,-1239.4643,0.0000,-6501.1381,-5959.7606,-5805.2594,6633.5766,0.0000,-4388.0194,-3015.6813,-1301.3954,6762.9542,-4315.8707,-622.0905,-4353.9919,908.0119,-3932.3083,-5275.3320,-1451.2525,-2258.6658,-3118.3947,-4739.2941,-3957.2773,-5040.2924,452.6025,-2172.0528,-2748.0867,2947.3974,-2341.7205,-3814.9864,2769.1881,-6690.2016,3742.0277,5954.6685,-1253.1982,5646.3467,-684.7135,-358432.1580,-372888.4918,-372568.9049,-368606.4568,-366731.3740,-369600.1416,-375377.7191,-372052.7425,-290237942.2087,-290257531.2728,-290235094.8083,-290217312.6976,-371790.4856,-290221824.4576,-5014.4478,-419.7215,-2076.8770,3443.9837,1746.5006,-6328.4409,-1890.8609,-6029.3283,-3740.1980,2877.0570,-5943.4546,3366.4620,-3915.0403,-1707.7374,-847.1354,0.0000,-6143.9795,-5930.7697,-5599.6222,3263.8076,-6616.1752,5530.5305,-306.2556,93.1704,6378.8797,4869.7768,150.8289,5372.7165,-2151.4318,3031.8480,3721.3694,5898.7592,-783.5368,6818.6641,-4527.4213,-302.3926,4886.9336,6577.2112,-4840.4472,5102.0088,1118.4200,-4475.7151,4829.6977,431.6880,-4221.1472,-264.2023,5139.0471,0.0000,6308.5762,-3174.5862,2834.3919,2341.3187,3525.9982,5967.3539,2717.7652,5044.0323,-1163.5411,-3642.1121,6356.4414,0.0000,966.3045,1383.4111,4984.7181,-5792.6624,6540.8040,0.0000,-1390.9693,2676.5095,-3697.1867,-121.1566,0.0000,-293.9623,4803.9173,-4282.5364,-652.1257,-589.2690,-4613.3610,2919.0222,-1611.9652,5484.6597,4185.1959,5958.3446,-4828.5415,-5531.1562,-1275.1631,4327.8197,246.7948,4122.6127,4162.0260,5037.0495,3020.0926,3688.6089,-5702.6191,-6102.7321,-968.4660,3323.4733,-2864.5941,5513.9022,3312.1195,5322.2663,22701.9942,36563.0478,16168.7563,19129.8305,27858.5591,25245.3158,23094.4629,20909.0696,5115299.7303,5132424.1838,5115557.7181,5097293.9371,21726.6302,5103096.0930,-3815.2821,6448.6521,-5303.5089,4616.2145,5514.1475,2647.5068,5298.4080,-3178.5885,-181.4953,-4316.1318,3110.7867,5254.7392,-5362.0687,4707.5356,4365.1868,0.0000,-3212.4954,324.3846,-3392.2526,39.5885,1306.6133,3486.0013,4330.2201,3142.1012,-2315.9931,-4433.3292,-5480.9785,3659.8673,2900.2822,-2571.4951,4478.9619,-3340.9510,-6118.8094,467.7134,2387.2072,-6828.1607,160.8432,-1885.4180,-4617.9302,117.0458,4677.2827,-3242.8395,-4952.8820,3859.4469,-4758.2497,-5289.2409,-3116.8873,0.0000,-682.7109,5268.5448,-3610.2923,-4580.7383,-5503.6679,-1911.6446,4651.2326,-4261.6193,-5401.4075,5332.1848,-2680.7984,0.0000,3917.0947,3394.2292,-3510.9539,3668.1182,-1260.7753,0.0000,-1782.9525,-2348.1750,904.2346,-1139.9522,0.0000,5322.2453,3693.9621,5217.3075,1278.6254,4902.0334,5072.7386,4463.0804,-6686.2306,1634.1109,1301.4646,-3074.9932,4390.4707,2764.6419,4842.0875,-3646.5093,4707.5649,-5541.2474,5016.7153,3905.7067,-5474.9353,-5336.2035,863.5934,-1472.5660,-795.9106,-4814.6165,1781.6159,-3967.0754,1640.3319,-4169.8025,-41761.2627,-45973.3410,-39184.4497,-42227.0568,-36207.5576,-41708.2839,-50536.3323,-43248.4821,7267210.3292,7249060.3704,7250745.7327,7265800.1458,-41681.0833,7264265.8583,
