sl_100_5400_20300107 Coordinates.csv
2030/01/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:44 2024,
Start: 2030/01/07 07:47:00.00, Stop: 2030/01/07 09:17:00.00,
TIME_UNITS,STARLINK-31220 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5316 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-31015 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5316 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5316 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6761.7826,-2986.1335,0.0000,1736.9548,2864.3502,4473.8555,-1172.1886,-988.9068,-75.8283,1017.3655,-2163.8777,3835.9936,6573.0798,6014.3782,-3451.1702,0.0000,4503.3037,6404.1652,-4391.1393,560.6128,4048.4087,-4952.4285,2030.1979,0.0000,3112.2456,5247.1466,991.9465,-3143.4527,-6892.4953,-451.9987,907.2205,3281.0475,-6689.6563,-3683.0893,-5607.6287,157.8532,-339.7299,620.7455,-3492.2365,6383.8589,-49.9359,46.1757,4901.8827,-4929.7120,-5618.9570,4081.8244,-401.2710,4454.4419,2775.5489,-4678.2978,3654.0963,-5288.9396,169.3192,-1346.1230,2246.8198,0.0000,4818.6582,2123.6457,-5520.1832,-677.7934,0.0000,-3497.8470,-4862.3748,2429.3923,6138.2323,4275.7583,6356.9514,-2193.1912,0.0000,-6481.1380,6477.0414,-1516.7606,764.5977,-1370.9290,3454.1220,-4884.3689,-97.0681,5117.9516,1592.4452,3404.1386,-3568.8320,-6868.2274,-1891.0474,1483.3934,5061.0314,-4262.3914,-5264.0389,-815.3313,3414.7695,-5716.4970,-3944.6895,-1349.0357,-107.2999,-3100.2566,0.0000,4269.9786,232.0041,3732.7506,-685.9769,4549.5211,112233.5095,83264.4339,103274.9812,103124.3886,97024.7187,96995.3281,95042.0857,96522.2469,46203547.5726,46179214.8044,46217974.1540,46224323.1606,98144.9159,46223921.2154,817.4055,-2730.9102,0.0000,-4750.6780,-4890.6795,5232.0686,5817.2062,-2331.7748,-5119.2611,-6081.4769,5971.8515,-4384.4297,-2097.5967,3220.5007,-3066.9748,0.0000,-4717.9582,-1750.5684,993.4365,2428.0550,4428.4503,-3852.2126,-5335.0522,0.0000,5936.4054,3030.7000,-5241.0009,2664.7646,-22.3441,-4485.8833,-6827.1904,5292.0148,-1393.6728,1965.9199,-2965.5974,4983.9142,-5040.5441,4095.6640,4622.7646,448.3326,1206.4633,4165.7645,1647.1077,940.3479,-3738.0321,3955.9271,6882.4902,-615.3393,-6340.5109,-2001.9623,-2218.6117,3933.9921,-4304.9087,-6394.0422,4546.5748,0.0000,-1611.4270,-1460.8137,2863.7881,-6263.2029,0.0000,3335.5846,61.1378,-1091.5262,997.9931,945.0622,-728.6685,-3897.1137,0.0000,1874.8651,-1549.4023,5414.8106,2274.5333,-4033.3363,-4469.7101,4429.7153,-6626.6453,-1837.6649,-6458.3546,-3510.5555,4142.7941,-746.6160,-6688.5347,5074.8037,3472.5277,-607.1647,3201.2191,6182.5152,-2885.2885,3501.8431,-4270.8283,-3638.9580,-6613.7523,5012.7258,0.0000,-910.7694,5533.0063,-1884.0658,4529.5185,3142.1008,366069.8387,376250.7727,365003.5909,368949.0032,374963.6399,372296.7660,365531.5748,367733.3106,299057078.4459,299053681.1557,299050486.4974,299047229.4296,367497.4406,299055563.4809,-827.5517,5353.2663,0.0000,4686.0375,-3808.7333,-586.3622,2999.9900,6452.7412,-4671.6386,-3111.0302,-2752.1858,3647.7127,-441.3951,282.0789,-5146.6007,0.0000,-1088.9701,-2061.4842,-5294.0281,6478.9938,-2885.8676,-2786.8021,-3889.2570,0.0000,-1412.4990,-3360.0750,4416.6871,-5447.3154,-514.6535,5239.9019,-493.2158,-2752.9449,-893.9473,-5509.5761,-2772.9132,4597.4578,4642.6265,-5533.5002,-3770.6384,-2651.4794,-6819.3311,-5511.0076,-4609.0064,4633.2046,520.1229,-3871.4063,607.9972,-5217.3727,-30.6577,4625.5262,5483.3105,-2085.7520,-5409.9874,-2054.9370,4504.5289,0.0000,-4566.9462,6450.9409,-2832.0569,-2612.5462,0.0000,-4890.1134,4755.3495,6421.5225,3050.6590,-5326.6646,2660.9095,-5313.7622,0.0000,1459.3006,1940.7535,-4013.6351,-6504.7089,5362.8088,-4132.0939,-1819.7830,1527.7790,-4107.0112,-1817.0328,4843.7041,-4258.6391,182.6842,142.2949,4480.8102,-2944.8126,-5309.8637,3157.0590,-2911.2040,5116.5928,-1816.2884,3753.0929,5624.9068,1087.1866,-3132.7150,0.0000,5269.8802,4134.8806,5485.2322,-5167.1368,-4199.4918,-48372.9332,-55336.5883,-49516.0228,-51069.7688,-46146.0197,-53547.5460,-60478.7916,-50990.5156,-86642839.7120,-86661358.1044,-86660403.7043,-86653513.4699,-51794.6674,-86642828.3407,
300.000,6784.9076,-4178.5779,0.0000,-381.7338,1875.7016,5069.1479,440.3917,-3101.2809,-2176.1620,-530.6862,-1096.9466,1976.3886,5888.5449,6476.2448,-5103.6859,0.0000,3549.0239,5273.6568,-2530.8310,2436.5869,4367.7542,-5309.8832,202.6146,0.0000,4211.3371,5365.2559,-937.3637,-1452.6987,-6671.8085,-2339.5052,-309.0493,4259.5483,-6824.9068,-2322.4311,-6583.3255,2293.0326,-2000.8450,2711.9509,-1617.0102,5674.5009,-1864.5179,2180.6409,6194.4041,-5234.7452,-6112.3659,4328.1493,1125.2525,4643.4735,1275.9187,-5090.0720,1618.2855,-3844.2072,-1927.5595,-2911.2643,4044.0410,0.0000,4894.0397,1581.8368,-3976.6384,-2240.3608,0.0000,-1472.1646,-3747.4774,2399.5012,6783.0765,3986.5299,5344.1890,-4121.1840,0.0000,-6179.8679,6567.4758,-227.8753,2690.3603,-3147.0693,1450.8390,-4139.7585,-1643.8706,4726.8733,177.2263,2567.6538,-2268.1881,-6651.5983,-2402.0188,3262.4328,6231.4196,-3828.8514,-4339.3998,675.1826,1448.8742,-4615.8947,-4706.8687,-111.6326,-1644.3990,-2149.4858,0.0000,3076.4040,2158.5781,2407.5682,1123.8168,5875.7794,104593.0201,75397.2334,95419.9332,95213.3801,89215.3316,89229.5740,87267.6912,89015.7946,39665260.1600,39641075.7911,39680247.5789,39686657.3973,90366.6797,39685639.1591,-699.2417,-873.8053,0.0000,-5162.3989,-6146.8561,4073.9896,5034.2914,-2130.1101,-5070.9642,-5280.7719,5138.8468,-4510.4999,-3447.4932,1761.9173,-1999.3066,0.0000,-5524.8042,-3079.6094,1716.3894,1261.7741,2695.9264,-2005.1830,-4810.2056,0.0000,5385.2726,1071.4735,-5817.4372,4050.3901,1473.7679,-3435.5178,-6768.0622,3675.0407,-184.8878,3659.9973,-1625.6085,4832.7564,-3802.5933,3550.6982,4622.5456,-1253.1684,2447.1458,3760.7846,1145.6323,2746.7635,-2602.8542,2062.4426,6499.5602,-2614.1222,-6634.1278,124.0302,-2368.1592,4453.6833,-3730.6340,-6172.3734,4379.4219,0.0000,-3416.1962,-3499.9287,3966.8828,-5248.1563,0.0000,3932.3406,1855.7686,-3180.0039,-260.7298,-1208.1469,-2272.6226,-3308.9304,0.0000,3061.0098,-2234.2388,6410.2594,1214.1236,-2754.7037,-5000.9742,5443.3273,-6601.4590,-3756.6633,-5990.5150,-5190.4418,5614.5635,780.2369,-6224.1432,3880.9830,2229.3690,1534.5176,2124.0268,5351.1704,-3819.6420,3605.8918,-2384.6259,-1935.4033,-6482.8537,6144.0234,0.0000,-2737.1350,5745.6550,-3611.7691,5324.6511,1720.5121,368482.6454,377976.2240,366910.8147,370838.6019,377019.3852,374221.1990,367615.4023,369908.1756,299997843.5953,299993607.5755,299991096.3728,299988049.7741,369522.9125,299996428.4904,726.0298,5178.0987,0.0000,4555.4272,-2304.4488,-2337.6641,4318.0532,5822.7241,-4192.9191,-4420.7902,-4508.7813,4792.4374,1102.5414,-1266.1057,-4213.1017,0.0000,760.6754,-3323.3793,-6241.4595,6375.8399,-4241.9783,-3863.8862,-4953.8273,0.0000,403.7769,-4252.0674,3641.2620,-5304.3957,1030.9698,5522.4795,1320.0819,-3835.2331,922.3079,-5384.5523,-1389.1468,4171.0181,5347.5831,-5273.8429,-4879.3860,-3771.5554,-6203.5415,-5368.8821,-2880.0552,3425.3647,-1306.6444,-4931.7586,2088.6240,-4363.7596,1497.0822,4622.3043,6331.4883,-3633.6763,-5494.9564,-563.6303,3241.6229,0.0000,-3323.0130,5789.3788,-3892.3988,-3736.2578,0.0000,-5444.4525,5362.8200,5698.2591,1392.3817,-5495.5061,3778.1371,-4504.5956,0.0000,-349.6453,-166.9415,-2563.0767,-6274.4217,5423.1857,-4676.2927,-20.9183,-10.5519,-3157.4138,-3412.8563,3724.0786,-3369.9804,1698.6770,-1962.4660,4724.7603,-1590.2736,-5451.2971,4953.6537,-4275.4628,5428.2962,-3735.4655,4475.5271,6550.3615,-480.0893,-1471.9642,0.0000,5465.9759,3180.3624,5360.1301,-4249.9950,-3272.6947,-48252.3982,-55230.7974,-49364.2661,-51129.9240,-46002.6265,-53151.1308,-60430.0260,-50522.9763,-86638954.1594,-86657385.8022,-86656222.3598,-86649279.9413,-51681.7329,-86638681.3124,
600.000,6127.9432,-4965.7551,0.0000,-2451.4211,719.3889,5180.3401,2046.0306,-4897.0956,-4057.2660,-2067.8209,134.1836,-101.7665,4623.9535,6285.8337,-6260.0543,0.0000,2182.4686,3640.0738,-434.2686,4107.9647,4247.7452,-5172.6820,-1679.1985,0.0000,4881.9717,5001.4768,-2753.4038,346.4441,-5796.9852,-4029.2269,-1509.3956,4839.8628,-6273.9966,-780.5212,-6917.3477,4185.1793,-3504.9598,4543.4134,440.1249,4433.8171,-3527.9682,4106.1496,6850.5753,-5031.4441,-5964.4003,4192.3558,2561.9772,4411.4095,-361.3477,-5041.3520,-584.2825,-2001.9419,-3850.6326,-4178.2692,5399.9052,0.0000,4496.9993,955.3315,-2032.7079,-3609.0551,0.0000,694.6370,-2287.3200,2201.8531,6759.6327,3360.0253,3826.3633,-5645.8114,0.0000,-5258.5826,5986.1712,1055.7296,4379.0708,-4638.4678,-688.1381,-2968.4846,-3021.6232,3882.3539,-1290.3946,1514.9700,-779.0448,-5785.9334,-2694.2395,4754.7953,6760.7904,-3062.9649,-2901.0973,2140.1863,-646.5889,-3025.6536,-5054.3023,1057.7246,-3009.3268,-977.1188,0.0000,1618.6904,3856.2781,891.8285,2788.9058,6645.5606,96898.4481,67495.3907,87521.0129,87252.4167,81362.8678,81430.0379,79449.0276,81558.6952,33107928.3643,33083909.6961,33123483.8019,33129943.4949,82546.6081,33128308.8852,-2152.9560,1041.9796,0.0000,-5109.3054,-6765.8918,2494.1030,3717.5142,-1788.3925,-4571.0764,-3981.0998,3808.8250,-4231.6283,-4470.0366,113.2795,-779.1860,0.0000,-5706.9009,-4144.8109,2345.6787,40.1295,645.4499,56.1701,-3851.0259,0.0000,4278.6091,-1007.0420,-5856.4727,5063.7294,2835.5312,-2096.2047,-6032.5138,1680.3887,1053.0176,5026.3574,-140.6017,4222.4184,-2218.1319,2711.9067,4214.0465,-2864.0348,3351.8068,3041.9216,564.7530,4246.2596,-1178.2309,-52.5551,5486.3310,-4330.9592,-6286.8195,2228.5977,-2361.8437,4568.7236,-2846.1944,-5331.3563,3785.2725,0.0000,-4848.7316,-5196.3158,4706.7134,-3712.2214,0.0000,4193.7540,3498.5358,-4939.5175,-1478.0957,-3251.3468,-3630.1841,-2447.0180,0.0000,3944.3988,-2692.7951,6773.1506,104.4165,-1244.9306,-5107.0954,5895.6356,-5897.2024,-5282.3554,-4939.4944,-6349.0525,6550.2535,2246.9514,-5121.5854,2346.6960,772.9798,3532.9294,872.0476,4004.1858,-4413.1441,3388.3040,-268.1984,34.6477,-5653.7469,6589.6304,0.0000,-4320.1344,5421.9469,-5013.0359,5623.9202,162.8023,370736.2148,379536.6511,368653.7119,372553.7049,378908.7942,375967.8647,369534.7767,371904.4712,300795677.3534,300790608.1848,300788799.9125,300785974.7777,371383.7395,300794362.2218,2199.3175,4394.3471,0.0000,3930.3724,-542.0095,-3836.3899,5114.4254,4571.7997,-3265.6579,-5253.0791,-5781.9307,5411.7587,2527.3171,-2672.5445,-2825.6354,0.0000,2516.6807,-4232.8167,-6528.7984,5595.9401,-5087.6832,-4515.8820,-5483.8375,0.0000,2175.1685,-4688.9823,2475.4654,-4569.9240,2465.0677,5210.6405,2990.1304,-4484.8988,2637.8905,-4679.9715,144.0637,3268.9948,5463.8198,-4446.3301,-5462.7220,-4487.5390,-4924.3660,-4647.8141,-842.1616,1834.9672,-2983.3702,-5453.0646,3344.3112,-3034.7627,2863.5773,4113.3704,6510.3394,-4790.0930,-4989.4072,990.2870,1609.0899,0.0000,-1707.7163,4514.3979,-4518.4443,-4440.6547,0.0000,-5403.3904,5364.4637,4372.4731,-415.2483,-5068.7064,4490.6226,-3216.6064,0.0000,-2120.7251,-2256.8406,-835.2337,-5375.9438,4883.6520,-4734.7904,1780.2519,-1547.7097,-1852.1785,-4637.9977,2198.0004,-2120.4545,3030.9184,-3859.0960,4463.5719,-55.8877,-4986.4391,6218.4006,-5172.9039,5125.1658,-5257.7620,4716.9886,6747.1102,-1990.6112,365.3074,0.0000,5056.0729,1882.6911,4654.3225,-2873.2476,-1997.2572,-48132.3104,-55124.6848,-49216.8895,-51191.9262,-45862.1475,-52749.6679,-60376.6899,-50139.5820,-86635068.2315,-86653412.6127,-86652031.0767,-86645029.7491,-51568.7663,-86634534.0324,
