sl_100_86400_20300611 Coordinates.csv
2030/06/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:50 2024,
Start: 2030/06/11 07:47:00.00, Stop: 2030/06/12 07:47:00.00,
TIME_UNITS,STARLINK-4144 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-30832 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-1829 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-30832 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-30832 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1883.7561,-4649.9276,-1636.6993,5175.1070,-4471.3442,-5165.0413,4225.8129,-3666.2464,-6793.0938,-6842.7232,1037.3078,2525.3389,4194.0716,-788.9075,5292.7231,1449.2428,-5243.7907,4180.6699,1857.9004,-4909.4941,-2859.2769,2903.0768,1421.9354,-6803.7015,-6005.1650,4659.3781,6487.1580,-2127.7777,2666.0199,-895.4055,1402.9145,6304.2209,-4796.9372,-1539.1338,1901.6090,-2757.5386,6084.0471,3985.3258,-4521.3289,-4272.2087,-6700.6237,5330.8823,252.0034,-281.8848,-319.0962,-6286.6331,4074.6437,-2558.3513,2076.2295,-195.6744,-1642.7748,1727.4754,2831.1630,6088.7768,-3820.2819,4184.6371,-4125.9365,295.5327,4980.5178,0.0000,264.9869,1818.6597,-106.0388,2584.6304,-4771.3844,-3940.2238,6336.1305,2743.9191,6437.5490,4664.0428,4058.0830,-4846.7953,1376.2876,-5178.6688,-3832.1226,-6278.3806,-1790.9094,-4216.2813,3164.0135,3535.2308,496.8499,6314.6524,5515.2111,-2891.6571,5067.7075,-6851.0452,-4175.6566,-4209.3711,-1158.6740,-4004.9990,-2467.3785,-5088.4066,4242.8050,-3184.7895,-3979.2923,4387.0395,5101.0878,3671.7730,-4601.1386,4252.9595,356582.2590,375981.8774,359041.9081,356739.1507,358912.2589,360474.9764,365258.2246,361471.5358,-182826861.5065,-182837350.7252,-182835141.8802,-182831067.8961,361513.5891,-182838171.3426,4394.3601,1846.7809,6130.6090,-0.8904,277.1423,4723.1222,1416.8487,-1969.6104,-757.0859,-653.0523,-3918.7591,-472.3144,2828.0747,-5616.4273,-2291.2257,3868.5111,-352.3604,71.9450,5750.7552,-967.5038,-5815.0477,-5539.5198,-4938.4075,1.8679,-2584.5168,4931.9044,-2441.5796,5874.0062,5029.4788,-6773.5374,5006.9828,-491.7421,-4126.4276,-5802.2212,5685.2316,3892.9348,-1496.0933,2926.7319,2475.0982,-1669.6226,1089.4440,4236.8139,-6724.8252,-6326.6946,6945.0426,-2731.1591,-717.1651,5631.1426,-4506.2349,-5505.0030,-4205.5269,4887.3372,6232.7701,-1836.3130,-5515.1204,-1764.8798,555.4897,-5018.3043,-2892.3493,0.0000,-6794.3279,5703.0734,-4366.1549,-4289.1418,-4251.8884,3205.6753,-2663.0209,3090.4395,185.7987,-2782.4235,4726.3809,-3820.3347,5815.3697,-1012.5895,-4169.8267,1493.0430,-4695.9904,-5139.7145,6136.1029,-4130.8612,5704.8183,2404.7428,-1134.0240,4088.1715,-2797.5465,600.5197,-4993.9399,3436.3362,5505.4644,1127.1788,-3101.4099,40.5095,-4932.3984,-5032.8244,-3713.9637,-278.0018,-4501.4304,2224.9605,-1247.1709,1528.1635,2239.0709,-6428.6083,12239.3573,8260.7543,-82.9605,2525.9520,7331.6418,6372.2425,297216663.4043,297235796.5664,297238435.2656,297236745.5379,7166.3814,297232646.3070,4978.9041,4617.0999,2484.4963,4536.2406,-5224.9797,-39.6777,5086.6755,5510.7451,1056.5071,95.6630,5270.0844,6434.7628,4295.1113,-3783.4390,-3788.2005,-5487.4728,-4331.4440,5462.5414,3341.4710,-4642.8067,-2352.9360,-2907.2654,4574.9953,1276.6934,2250.3876,1196.7000,-435.9837,2819.2232,-3870.2377,367.5092,-4558.6133,2729.3035,-2278.4074,3467.4359,-3340.5732,-4982.2421,-2857.7635,-4773.7404,4513.1728,-5100.3842,-1247.8424,1166.9751,-657.5123,-2820.5762,-273.6740,-1080.6960,-5492.4314,-3113.0639,4721.0900,-3999.6352,-5226.5426,-4487.9221,-420.7690,2705.8903,-1278.2275,-5264.5271,-5437.4863,-4628.4276,3695.3910,0.0000,-260.9281,-3308.6795,5354.4696,-4632.3756,-2533.1559,-4568.7586,-46.3033,-5520.9579,-2431.4880,4268.0548,-3011.1810,3037.4588,-3204.9786,-4442.9224,3803.4628,2515.3107,-4724.1936,-1067.2574,246.7178,4060.5846,3838.1250,-1198.3626,3786.0411,4649.2442,-3638.7093,-559.7792,2363.9786,-4144.8065,3978.4936,5481.9884,5674.7113,-4663.2837,2006.2067,-3474.0171,4267.9706,-5316.4223,1237.6630,-5396.5640,4966.8290,-5022.9512,-73840.2473,-75452.9253,-70432.9119,-72618.8916,-67281.7183,-74058.0002,-81597.9787,-71288.8899,149197096.9996,149223622.5113,149186758.2862,149192202.2175,-72858.7698,149202929.2378,
3600.000,-2524.8830,2154.4578,-1746.7408,-2463.7594,2407.4974,3015.6325,-6371.6760,5200.4600,5253.1374,5405.8990,3469.9228,2587.7640,-6583.1560,3134.0333,-5251.0651,-5379.3084,6441.0256,-3441.3677,-4459.4149,5369.5098,3756.5193,-1479.0824,654.3140,6116.4915,1827.3334,-4557.3390,-4997.1885,465.8976,-4921.0839,2590.0011,-4941.3940,-3274.9457,4098.8014,3374.8450,-3686.5485,-1739.1459,-5848.3035,-6637.1053,264.9318,6557.1173,4189.3716,-4824.3828,1872.4690,1257.2773,-1311.3380,6441.8519,-3326.6460,-1250.4406,2546.1512,3663.8856,4773.9182,-5229.1422,-4444.1164,-3052.6402,5358.1673,-5977.0372,4022.5905,3734.5004,-542.2115,0.0000,1856.6047,-3687.3825,-842.3927,-727.4918,4292.3368,223.0738,-4067.7177,-5846.2829,-6378.9484,-3434.9468,-6076.4127,6204.3178,-3529.4786,3124.8691,5977.7903,5736.7404,3025.6651,4331.9722,-3921.2946,1158.2239,-2553.6478,-6323.1402,-1555.5469,-712.9779,-3848.1214,5431.9903,2881.8636,-406.8489,-2514.7308,3303.0296,5114.0827,2446.5084,-179.1043,5111.7848,6267.5307,-5167.9940,-5307.4429,-6293.7506,3407.0558,-6447.8247,347839.2760,364951.3134,346982.2709,346816.9906,345527.6352,346898.2576,351434.7256,347942.5692,-253564804.7741,-253570568.1911,-253579868.3390,-253575218.0418,347808.5128,-253576017.1428,-3844.8909,-5597.0295,-3850.4289,3558.9604,-4350.8727,-5448.5717,1720.2761,-1961.2336,-1928.0275,-1250.4469,5310.6220,-1578.1985,-664.6784,6003.6404,4449.5057,-1907.3388,-2198.3930,4252.0329,-5276.4347,-3272.0372,2355.0631,6557.0361,6811.6967,-2183.0860,2344.6865,-1910.0137,2176.7053,-6619.9519,-4795.4101,4512.7191,-4283.1750,2779.5665,-294.0760,6027.7343,-1866.9997,-4275.8780,3245.9273,-1407.6192,-4338.4192,-966.6912,-2668.6810,-1370.9285,5124.3371,2887.5969,-5478.3995,451.8631,4879.4066,-4906.4177,3690.4365,5704.9130,1025.7132,-2100.9044,-3555.3697,4091.4411,3275.4436,3406.8350,-4692.5407,2406.6295,2349.9948,0.0000,4797.6704,-1798.1033,-1019.2222,6749.4635,512.2082,-5810.9630,3655.7364,-307.6803,1513.9266,5815.5431,-3253.6193,2636.4993,-5552.9300,-2895.2051,3235.1510,-3718.8686,6199.0960,1392.8605,-3814.4767,5195.9285,-6403.0153,188.1210,3839.4859,-6228.7608,5647.6976,-2133.9500,1921.0420,-4176.1134,-3300.9471,-5088.0047,4358.5898,-3615.6568,5080.9835,4541.2676,2915.3673,3835.7086,1881.9874,515.1054,-3127.2266,1548.6108,93228.2819,87116.0752,102760.3525,99164.9857,89445.5237,95720.5413,96672.8651,97995.7613,239721088.6537,239738989.1301,239744090.9813,239743892.1687,97150.3817,239735971.7369,-5162.3058,-3241.7927,-5353.2941,-5367.4484,4744.9523,-3204.0124,-1520.0723,-4118.9885,-4071.9802,4050.9986,-2026.2761,-6247.0011,574.6624,-756.0159,-427.3386,3804.6595,36.6783,-4191.7720,132.9683,2642.3053,5267.5189,-1532.9924,-793.8230,2392.0394,-6253.2317,-4806.9310,-4311.0328,1722.0316,-361.1945,-4448.6746,2230.6925,-5392.3621,5311.2799,645.4149,5466.5312,5110.2015,-1628.1983,1058.0806,-5308.8483,1740.2647,4783.1693,-4757.2847,-3998.7396,6163.9099,4078.0632,-2542.9827,3506.6046,4710.5549,-5191.3270,574.7472,4868.4256,3890.1714,3813.1092,-4668.8454,-2687.4244,994.6223,2929.5719,5176.8065,-6411.3345,0.0000,4444.5490,5458.4831,-6790.4244,625.7418,5333.2780,3573.2949,4150.1114,3626.2352,-2094.1045,-1479.3228,-583.5801,1385.6224,-1633.8642,5410.7022,632.0295,1119.5650,-88.2362,4951.8489,-4222.6646,-4222.9505,305.8361,-2663.2320,-5383.8096,-2740.1442,34.5975,-3684.0619,-6004.7298,5380.2937,-5512.4391,-3275.1860,-1683.4776,5331.4837,-4537.9717,-861.9196,-421.0241,2460.4220,4011.6204,2749.1242,-5114.8600,1268.7732,-75127.2784,-76946.9724,-71722.3843,-75521.6712,-68449.2353,-72024.9990,-83190.2695,-75700.4406,149217183.6702,149247991.9807,149212212.7001,149215618.2035,-74083.4496,149225559.6592,
7200.000,5804.6275,559.1995,5346.9657,-40.2152,-623.2493,457.4797,4848.8725,-5416.6878,-2187.6321,-1772.2947,-4851.9755,-6529.3345,3912.1424,-3940.5123,2702.8024,6843.4701,-4008.1496,2354.1473,5315.1705,-3823.2148,-4543.6527,-1051.2721,-2200.1424,-3092.0599,2302.5326,3694.5293,789.9037,1984.4072,4873.2888,-4320.0889,6299.3602,-469.4771,-2441.7645,-3979.7469,5252.7629,5093.2364,2659.1453,5970.8278,3349.9288,-5695.2121,-111.1677,3405.1534,-4145.1480,-3589.6723,3561.6400,-4493.9803,2064.9096,4946.4854,-6004.9259,-5098.1139,-6614.2660,6798.0130,5081.0347,-671.8279,-4912.4198,4946.7706,-2729.3807,-6554.7266,-4302.0036,0.0000,-4340.0375,5264.3298,-1335.6167,-1301.8084,-3347.8152,2810.1612,-364.9324,6681.3079,3259.1011,1184.0188,5764.5240,-4824.1096,4058.4432,-1155.2322,-5014.2615,-2874.2673,-2571.9451,-3270.7663,4157.0451,-4852.3971,3542.7415,3780.9728,-2311.1377,3374.6239,805.8965,-1639.4312,-2083.4874,4475.1315,5885.1802,-2028.6333,-4730.3659,-87.6231,-4297.1973,-4811.6728,-5771.0937,4161.7699,1069.9593,6307.8721,-2169.6582,4755.7045,313242.7429,330935.5226,312879.1609,315700.7284,310325.1247,311283.1584,315950.8412,311875.7350,-306998256.3787,-306999247.2554,-307019467.8131,-307015130.4939,312101.1756,-307008888.3364,3127.7072,6764.1607,728.5367,-6361.7240,6764.0110,5116.8319,-3366.7692,4293.1828,4744.6399,3766.6341,-3187.2838,344.1308,-2242.2394,-2963.9584,-4622.5645,204.9444,3469.3503,-6470.5779,2643.9481,5490.9606,2077.2546,-4679.7173,-5485.8946,4156.3676,1460.3841,-2522.4289,-2279.1880,4163.1678,2191.1591,-143.1312,2417.2491,-5200.1172,5113.9826,-3601.1565,-2246.6041,4233.1679,-3900.5039,-449.0008,5493.2818,2562.2256,4471.7704,-2802.0465,-657.9548,1248.9290,2206.0061,2547.1969,-6499.9768,3451.0273,-2635.5133,-3081.4422,1395.7266,-673.9267,-837.3467,-5809.3981,932.0514,-3025.8546,6050.9530,-9.1289,-2754.0674,0.0000,-565.2837,-2391.7379,5488.7562,-5483.0010,3947.6558,6222.6912,-4176.9953,-1573.7057,-3115.8060,-6426.1815,388.3672,205.7094,1769.5792,6163.8756,-352.0953,4805.2275,-4200.7682,3780.6577,-459.0781,-4640.4981,4095.9622,-3330.3271,-5785.7725,5832.2615,-5761.9680,3788.7717,2787.7157,4416.8079,1015.2905,6490.2864,-3789.0555,6403.7187,-3882.4300,-1749.7659,-932.1922,-5125.4217,739.3273,-2207.0706,6260.7341,-3226.3761,182795.0540,174807.9899,186599.9913,181225.0999,172792.1456,184280.5566,179645.3681,179822.6484,165867766.4356,165887119.6137,165888044.6530,165888282.3187,180738.5460,165881789.7677,2054.4212,-617.6146,4155.9102,2636.5621,-1096.2512,4750.8604,-3323.0286,114.4873,4524.7677,-5477.0727,-3264.2788,2318.8509,-4882.1585,4692.9972,4337.0467,486.5313,4259.4885,121.5535,-3541.9948,1325.7751,-4754.2374,4941.5880,-3539.9453,-4598.2296,6346.6240,5229.9270,6505.1152,-5080.0371,4326.5375,5292.7726,1491.8842,4485.2891,-3625.0632,-4401.6948,-3803.5896,-1925.5334,4999.7161,3357.3626,2360.6546,2819.4173,-5259.9547,5308.6665,5289.9399,-5796.4151,-5558.8894,4623.3028,845.1785,-3401.3287,1986.5106,3279.3230,-1408.0221,-551.5512,-4530.2015,3680.9016,4640.8059,3823.1744,1660.9054,-1927.0840,4555.9347,0.0000,-5215.6827,-3655.8377,3980.9330,3829.2631,-4527.7385,59.7100,-5450.6695,621.9627,5188.0170,-2262.6274,3793.8850,-4910.3738,5122.2273,-2873.5144,-4626.8778,-4086.3876,4818.8006,-4513.8293,5487.1326,1015.5158,-4280.1705,4647.6461,2689.9864,-1180.3884,3576.4176,5517.0641,5984.4199,-2677.7588,3436.5888,-1113.4550,-3361.4651,-2573.1099,3576.8602,4603.3956,-3714.6444,1977.6095,-6795.2215,1677.6336,1882.3223,3537.6926,-75142.9422,-78410.8197,-73636.9485,-75043.2813,-69989.6745,-75089.1190,-84159.8708,-73812.7781,149237770.6909,149271329.2172,149239365.1246,149241641.7408,-75300.4616,149248147.9836,
