sl_100_5400_20300811 Coordinates.csv
2030/08/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:34 2024,
Start: 2030/08/11 07:47:00.00, Stop: 2030/08/11 09:17:00.00,
TIME_UNITS,STARLINK-3643 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-30338 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-31456 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-3590 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-5332 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-30338 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-31456 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-3590 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-5332 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-30338 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-31456 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-3590 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-5332 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3217.9075,-3519.8646,6053.1593,2785.7057,-821.5667,1335.0445,4125.9407,-3005.5944,-533.9785,2789.0609,5731.8710,377.8095,-1543.5794,-411.8602,3522.9603,-1033.2993,6823.7382,4600.6456,6411.7870,5601.9203,6059.5967,-167.3547,-1675.3455,-3634.9539,3432.9370,-5039.4183,2431.2283,-3728.5549,-4183.1937,4064.2902,-2640.2088,1479.4207,-4004.5412,-5168.9283,0.0000,3518.8743,4464.9916,4186.0430,3163.1492,4138.2342,2973.3031,-4861.8330,1937.9405,1118.0697,-2182.0698,5415.1290,-6286.8415,-2155.0447,-2955.7602,2721.0708,0.0000,4252.4513,-4338.2545,-4128.9008,-2150.1799,1073.3373,-4150.2706,2376.1803,3453.4407,6521.4864,6235.8309,6005.2016,-4059.5704,-5814.0038,3302.1337,2617.3056,-6674.2697,-3541.3739,-4766.5168,735.9066,2636.9273,-455.0665,6426.8700,-3403.1017,6664.7559,4031.6971,-3614.5097,-3241.5588,5781.6589,-6603.8973,1636.4187,-5197.5232,3789.7229,5348.3683,4815.1432,5637.8904,-256.3568,5383.4014,-1402.5954,-3721.1313,-1834.4623,-1746.4637,-4893.2916,4922.7544,-5496.1570,5593.1997,-3002.5494,-3205.8690,4319.8113,0.0000,273998.8384,301888.9120,279035.6279,281308.0554,289602.0220,288064.7764,286394.0717,283916.4213,-255265770.9771,-255232885.1932,-255230339.9071,-255241434.3512,284603.2078,-255246563.7316,-2640.3779,-2855.5008,-3114.2446,-5025.6600,2031.9651,-4338.3560,-3984.8234,-4589.4609,4238.0064,-6178.4871,-1659.4375,-6111.5630,-5399.0397,4135.3327,-2285.2073,4045.5238,24.7381,4998.9404,1597.9158,3667.1409,1254.2389,-4694.9929,-5292.6928,4228.1928,-5596.3260,-1471.6052,5805.1325,-3710.0106,607.9061,-848.8419,-4130.4491,-3872.7458,4880.3895,-4044.7506,0.0000,-3754.9938,5277.2616,3866.8984,3880.5907,919.0008,-3290.1962,-1688.0848,6439.8486,4010.8301,-4762.5402,-2055.4391,2843.2750,6595.7312,5325.8930,-4750.1301,0.0000,-3231.8417,2236.8112,-624.3729,-3483.0145,4919.9538,-4866.5483,-4379.3477,3858.1662,-1908.7479,429.5220,-2875.6895,1921.6002,-1281.0417,2593.7425,5869.1307,-1148.4162,4688.8872,-3080.8718,-3723.7743,5118.8324,-4053.9175,2503.6936,-2436.4500,1360.0255,3677.3122,-5643.4116,-5736.6102,-3065.5495,-1636.7394,6249.7460,-771.1562,5676.3012,-2476.5752,-370.6227,3722.2237,4341.2158,-1433.5689,4119.2718,-5017.3358,-3998.9404,1614.3392,-474.8194,-2782.3582,1817.6053,4028.4473,-4619.5053,-3439.5252,-2519.8057,0.0000,-215481.1919,-192517.9823,-199274.7348,-203525.3125,-206024.0851,-203208.2456,-196741.0687,-201695.1717,235055769.1819,235066920.1958,235059797.2027,235070693.6694,-200077.1693,235062182.1276,5512.4313,5277.0248,-713.8565,-3713.3461,-6555.8976,-5202.2803,3681.9518,-4232.7896,5035.6256,-148.7407,-3484.7607,3084.5170,-4028.6968,5498.0197,5401.2582,5503.9489,-1466.3872,-557.2817,-1659.0089,1319.9782,-3052.2560,-5013.0031,4137.9868,-4105.1875,1869.4869,4491.5051,2916.8212,-4453.1828,-5472.3976,5369.8933,4489.8909,-5399.5268,-2841.4222,-1863.5897,0.0000,4442.1699,48.5078,3929.7973,4785.6385,-5461.8479,-5314.1622,-4375.7809,1561.0245,-5498.6845,-4523.1011,-3735.9268,-302.2650,-33.9820,3223.4714,4204.6649,0.0000,-4262.2104,-4889.0055,-5512.9456,-5466.2554,-4683.9532,2597.9672,-4642.6073,-4548.1124,619.0714,2858.6503,1592.4731,5146.5768,3474.3548,-5473.3785,-2445.5549,-1307.9450,3616.0913,-3972.9283,5665.7276,-3876.9989,5349.2705,-255.1098,5467.4815,-889.4924,-4201.9557,1448.5007,-1752.7033,-2054.5331,914.2471,2542.4847,-4380.1437,131.6776,-3546.1370,-4939.6971,1322.4195,5301.5206,-4151.4887,-5255.1000,2964.3090,-5203.7142,6518.2363,-4892.0450,-3669.2240,-3722.7725,-478.5657,-4201.6374,4898.2632,-4711.3683,0.0000,-116755.3595,-120916.9017,-116725.5734,-119135.1112,-113659.0816,-120175.1251,-127947.1915,-118775.7654,138055633.6759,138020054.8014,138070380.9909,138043721.0436,-119192.8049,138052925.0938,
300.000,-4291.7707,-4109.0406,5197.6844,1778.7985,-2441.7468,-362.8176,2259.5339,-4776.8662,1410.1483,1519.6257,4390.1584,-1301.3823,-3152.0508,1726.3805,1914.3575,1011.2745,6130.5328,5396.0344,5968.2180,5919.6858,6671.3672,-2013.8253,-3587.7313,-2387.4576,2135.4184,-5009.7657,3283.7278,-4093.5290,-4052.2028,3102.9228,-3516.4307,-460.3541,-2700.8776,-5570.0389,0.0000,2105.7426,5146.4619,3693.6350,2909.8909,4781.2338,1763.9413,-4325.8236,1538.9782,3180.3384,-4097.8403,3948.0901,-5422.2599,-633.1361,-1204.2313,630.2361,0.0000,2341.3276,-4072.1508,-4433.0260,-3926.3214,2880.2985,-4865.7567,368.8438,3969.8795,5900.5568,5493.4876,5537.8301,-3670.0790,-5045.5486,4709.8945,3777.9024,-6876.8837,-1692.0610,-5088.6904,1689.0334,3901.9657,-2552.2967,6599.3626,-4250.5209,6343.4554,4263.8867,-4277.0949,-3960.3408,4425.9738,-6329.8742,3244.7902,-5684.8510,4578.1214,5719.0053,5271.1356,5748.0902,1745.4135,5176.6600,779.3287,-4621.7571,-3314.6958,-299.4680,-3380.7048,3172.2090,-3953.9997,6277.3815,-4772.7777,-4952.4439,2479.3060,0.0000,278553.2193,305942.2430,283220.3261,285510.3999,293807.1287,292109.1967,290584.3400,287877.9315,-260336876.4790,-260304396.0496,-260301165.3868,-260313191.0562,288759.8269,-260317732.4583,-750.0366,-784.6868,-4370.0438,-6233.4889,3300.3374,-5377.1719,-4270.6283,-3755.7651,4921.3091,-6316.4916,-3128.0121,-6499.4605,-4079.4814,4306.0316,-3771.9659,4630.7696,-1208.5401,3627.6214,184.5333,2028.5632,-339.3595,-3624.7476,-4996.2375,5694.5147,-6476.2488,677.1174,6048.3864,-1721.0105,2705.6323,-2827.4666,-2209.8730,-4746.0918,4436.0101,-2348.0760,0.0000,-5264.9050,4230.1634,2274.0144,2013.1800,-1076.6780,-4922.0291,292.4596,6697.4935,3479.3988,-4039.5559,-3468.7217,4091.5678,6733.7189,5072.3668,-5049.9044,0.0000,-3830.7957,4098.1126,1489.1297,-2249.0095,5182.2990,-3168.7684,-5183.4328,1881.5807,-3299.0080,-1312.4190,-4022.7059,3887.2516,370.5815,1019.0301,4464.5266,52.2685,4680.8745,-1039.3099,-5158.5285,3509.1077,-3363.0653,1286.3338,-425.5846,48.0880,1716.2341,-4366.3038,-4420.8781,-3800.4214,-306.6466,6036.4066,1199.5435,4680.4289,-3473.7358,-2216.2184,2314.9800,4819.1620,-3352.8781,4032.3306,-5059.8900,-2398.7322,3241.0893,682.3482,-3540.8727,2887.2953,2678.6569,-3803.5770,-2621.6130,-3491.6635,0.0000,-209742.9843,-186185.6281,-193134.8655,-197299.5367,-200032.8514,-197119.5296,-190784.9954,-195665.6508,229426788.1596,229438115.1085,229431400.1947,229441924.5722,-194079.3350,229433277.1959,5360.8965,5557.6185,841.6353,-2184.8716,-5559.9720,-4314.4541,4805.4059,-3329.0321,4173.3032,-1946.2730,-4324.3381,1763.4633,-4603.1478,5097.9126,5377.3361,5027.5740,-3112.7242,-2051.2830,-3282.9845,2718.0522,-1723.8907,-5477.8253,3182.5244,-3131.7423,359.0663,4708.9809,884.0767,-5270.6360,-4905.9728,5334.1599,5188.8483,-4857.8196,-4579.3030,-3166.1867,0.0000,3752.1564,1838.4908,5391.4788,5950.9044,-4875.9734,-4534.4084,-5180.8283,-683.7795,-5034.4986,-3845.2911,-4459.9848,1238.6096,-1556.4255,4504.2783,4662.5030,0.0000,-5152.0777,-3786.6916,-5094.7536,-5114.2820,-3483.4360,3730.5842,-4401.4046,-5310.6190,-937.6988,3913.9095,-218.2741,4254.4996,4679.3039,-4935.8302,-3617.1896,506.7564,4775.6857,-4585.0604,4135.0258,-4544.2270,5237.8151,1550.8137,5400.7423,-2614.0072,-5129.7880,3101.9510,-3358.1868,-3609.2587,2632.9885,1122.1567,-3609.9074,1925.1527,-1591.1150,-3875.1030,2993.4104,4557.0889,-3197.5337,-5448.4014,934.1509,-5449.4021,6127.8332,-6018.0534,-4779.6775,-4838.2682,1066.6444,-3279.5300,3837.5185,-5373.2796,0.0000,-116711.0744,-120881.2333,-116648.2658,-119233.6376,-113578.7385,-119820.1148,-127933.8741,-119140.8756,138052941.9755,138017148.9117,138067285.2235,138040580.0005,-119128.3839,138049978.9619,
600.000,-4989.6477,-4359.2750,3812.6935,613.9093,-3847.1446,-1987.2342,144.9120,-6083.5481,3162.9918,69.2576,2636.5591,-2834.8001,-4488.9843,3679.1724,152.3733,2930.8979,4850.7220,5656.7933,4920.1567,5654.2664,6631.9059,-3694.9106,-5140.7340,-937.5065,624.2721,-4535.9633,3790.5960,-4107.9153,-3573.9193,1872.1314,-4060.1135,-2320.1170,-1081.1952,-5430.5904,0.0000,510.2762,5330.8416,2883.2819,2434.0910,4997.3917,427.6807,-3381.5482,979.3426,4929.7868,-5615.6825,2110.1481,-4020.0401,964.0126,698.8023,-1525.0624,0.0000,190.0359,-3441.2637,-4352.6538,-5325.0427,4373.0592,-5138.9476,-1655.3074,4148.8393,4675.5092,4226.4711,4500.5262,-2950.9633,-3804.6852,5680.9179,4598.6747,-6388.6917,348.9412,-4961.6374,2503.6023,4832.1912,-4390.6606,6116.5114,-4726.7851,5384.8022,4125.1015,-4535.5105,-4305.2213,2609.7812,-5421.8680,4531.6897,-5626.9290,4910.7333,5502.1011,5236.7374,5301.2263,3544.8029,4500.0407,2886.2154,-5036.6367,-4499.9180,1114.0479,-1561.4003,1082.3509,-2025.1093,6351.6510,-6078.0897,-6180.9483,405.0823,0.0000,282988.1628,309861.7408,287280.3654,289589.5289,297886.0117,296009.3074,294650.0185,291773.5636,-265283872.9563,-265251799.4717,-265247903.8176,-265260851.5275,292790.1033,-265264794.9267,1181.8549,1350.0660,-5191.4322,-6799.0891,4149.6176,-5910.8740,-4166.9008,-2589.7902,5082.4358,-5796.8194,-4329.2592,-6244.0021,-2387.6282,4101.8937,-4916.7926,4806.9323,-2359.0950,1873.9754,-1282.1765,165.0266,-1883.7794,-2237.1922,-4243.1702,6612.4251,-6696.7895,2764.2978,5679.6910,445.3400,4527.4840,-4535.0422,-55.3607,-5171.1185,3583.2482,-395.5400,0.0000,-6248.3271,2747.9348,410.3013,-84.1780,-2938.3824,-6084.6976,2271.9549,6213.3941,2656.7868,-2960.6242,-4579.9549,4948.9876,6226.0909,4350.6200,-4899.8494,0.0000,-4094.8633,5539.1413,3438.6682,-835.1422,4952.9277,-1151.6331,-5495.7116,-282.7194,-4361.9219,-2955.2953,-4758.7421,5446.3171,2026.1778,-613.2603,2617.5472,1253.5381,4254.0800,1108.4731,-5980.6179,1576.5819,-2368.6516,-76.5565,1602.3231,-1297.1676,-428.3196,-2629.4105,-2635.2197,-4188.2426,1082.9075,5247.5613,3028.2065,3187.4364,-4089.2057,-3814.6662,648.9261,4852.4146,-4937.4740,3591.2430,-4589.1714,-589.3724,4588.2605,1840.3322,-3975.5728,3720.1901,1057.4732,-2650.1510,-1572.9371,-4169.2387,0.0000,-203907.3177,-179768.3205,-186908.7097,-190972.0391,-193952.9843,-190937.1809,-184741.1220,-189441.3826,223688434.8188,223699922.0089,223693642.4356,223703745.3159,-187995.1331,223694997.2897,4631.2466,5251.2287,2303.3676,-413.0284,-3965.5327,-2959.8359,5388.8797,-2068.5782,2796.2206,-3521.3656,-4697.4626,247.4294,-4681.3703,4144.2415,4756.7485,4009.1421,-4432.5194,-3314.5117,-4537.3176,3811.1042,-208.2452,-5342.3494,1885.5421,-1821.9429,-1191.6179,4418.3361,-1243.1317,-5515.6667,-3811.5956,4692.4944,5261.5058,-3768.4469,-5826.2567,-4113.7254,0.0000,2637.1328,3429.7508,6274.6786,6479.2371,-3765.1135,-3267.8107,-5389.1790,-2854.5338,-4024.5264,-2754.2653,-4699.3326,2645.2106,-2912.7407,5294.9303,4615.7514,0.0000,-5468.0723,-2275.1667,-4128.7087,-4191.3927,-1901.2848,4458.9814,-3664.3204,-5496.4775,-2389.2491,4539.6515,-2004.8001,2887.6620,5375.5339,-3863.4046,-4392.6113,2266.2799,5417.6038,-4706.4206,2141.0733,-4727.8868,4515.3697,3188.3010,4746.0727,-4049.9953,-5499.3870,4412.1022,-4586.5484,-4765.7719,4061.2781,-417.7716,-2437.9204,3502.5911,538.3338,-2391.7422,4337.0396,3310.0637,-1903.6366,-5032.2176,-1196.7897,-5083.2647,5086.0198,-6503.5366,-5335.9216,-5426.0355,2496.3672,-2005.9636,2340.7592,-5446.4451,0.0000,-116666.8620,-120845.3656,-116575.5936,-119331.5756,-113501.0970,-119461.8564,-127916.0466,-119505.0509,138050248.7145,138014245.5677,138064184.4294,138037453.2702,-119063.8764,138047032.6091,
