sl_100_5400_20300128 Coordinates.csv
2030/01/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:14 2024,
Start: 2030/01/28 07:47:00.00, Stop: 2030/01/28 09:17:00.00,
TIME_UNITS,STARLINK-3285 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-3529 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2856.5220,0.0000,-6557.3863,5029.5015,-61.6246,4277.7433,0.0000,4857.1959,3967.2613,6677.1635,3724.0638,-5327.8288,-4240.6550,-2192.6636,2510.3562,-526.7867,-2485.4278,-2528.6889,-1923.7098,-935.8897,-5469.1707,-2090.6850,5659.8692,-5797.5922,-4644.2342,-3305.2760,170.8950,0.0000,-6842.1058,-4419.6310,0.0000,-5082.0807,4433.4019,3912.3426,5768.9192,-6323.6548,6855.2042,6281.8106,2081.9766,-4533.6871,4118.1103,6771.8609,2618.8424,1714.1442,2709.1519,-5185.7233,-6199.8134,2557.7507,1676.8111,3716.7930,5838.5804,2415.0785,-858.7047,1082.0925,-4957.8340,-5762.5456,3321.9902,-6274.5748,233.6367,6657.0435,-5194.9685,-2359.7888,-2509.9911,4013.4304,186.5430,2507.6181,0.0000,-4121.8202,-4577.5993,-2539.8939,4701.5186,5833.8405,-1475.3655,-27.4868,1401.6498,-5315.6220,-2288.4230,-3979.2229,666.4540,198.8068,2292.3470,-5209.1039,3699.5667,-3050.8298,-3632.6934,-1815.3916,1695.2073,-1228.4201,-5969.5563,-4588.4984,-1552.5396,-4122.1408,-2366.7859,-6647.9663,-1352.8670,4760.2594,-5785.9872,-4942.6547,-1629.8201,-6693.2291,-338735.3563,-347605.9536,-333250.3836,-334782.2621,-342593.1112,-341685.1544,-341137.3404,-340205.0518,22202706.4960,22166314.9687,22171050.7686,22190978.7676,-338907.5019,22184391.3064,4779.7276,0.0000,985.2834,2741.4058,-4140.7626,-3138.5525,0.0000,3767.2640,-3041.3451,-1263.2710,-2298.3338,-2401.6459,-4973.0535,6271.9722,-3348.6039,-4399.0562,5189.0527,-6228.0990,-1515.0867,-5633.6011,-2423.5088,4342.4036,-3796.4082,-2080.7039,1971.6681,5131.1953,-4197.2808,0.0000,1051.3131,4508.8544,0.0000,-4475.8358,742.2925,5676.6805,2411.5625,-902.4739,683.6958,2471.0950,-5038.9646,-3808.2238,-547.1511,-1235.9668,-4394.7079,3777.4961,-5455.5309,3230.1738,-2227.3644,3504.5298,-6527.9949,-2751.7273,-3702.5289,-5624.8528,-6059.9759,5237.9419,-2977.7804,-566.1413,-4711.5008,2042.1557,5375.6705,-1455.7985,3850.8743,5150.3217,-6118.9820,4392.0855,6875.2713,3283.1385,0.0000,2448.6090,4802.2161,741.6625,1930.0210,-2624.1302,4526.1758,6830.7195,6694.9551,31.8583,-4524.5233,792.8035,-6220.5792,6299.8118,-3765.9713,2056.6534,1685.8656,-4677.6403,5475.5563,-4815.1590,5080.3584,-6797.5899,-3377.1410,4396.8188,-5380.2497,4204.5247,-3326.3910,1916.5966,273.9260,-325.3778,-899.5255,4688.9620,5176.7733,-1538.9980,-51257.1613,-42976.9447,-49270.4477,-45529.1665,-42004.0115,-44559.5483,-51543.3900,-49662.2768,320399415.9577,320387238.9419,320397054.9402,320384200.5016,-48613.8286,320390685.8886,4083.4179,0.0000,1186.3467,-3801.9708,5524.1704,4445.3378,0.0000,3194.3623,4774.9960,-399.7663,-5306.9348,-3742.9569,2036.5766,-2103.7374,5384.3704,-5303.3764,3670.1074,1626.2072,-6499.8243,3799.3812,3584.0718,-4922.2805,452.6486,3102.1229,-4767.6531,3026.1760,-5488.5992,0.0000,-41.0639,-2679.2035,0.0000,1553.5309,5002.4822,-595.3032,-2563.7807,2606.3502,-303.8078,-1549.7601,4265.3066,-3581.9507,5504.1848,345.2323,-4521.3565,-5350.8353,3128.6625,-3181.9594,-2156.9926,-5374.5690,1323.1275,4850.9023,-533.5946,-3129.6476,-3212.6315,-4194.8864,-3872.6959,-3677.2969,-3633.7611,-2185.6028,4231.7735,-1231.4447,2407.9765,-3861.6818,-1850.0164,3480.4192,-872.6029,5579.5866,0.0000,-4980.0275,-1594.5109,-6433.4036,4666.7108,-2468.6952,4997.4912,-1168.8917,0.9576,-4394.4856,4689.2937,5385.9604,-3041.8432,-2695.3128,5248.4414,4022.2779,-5370.9495,-3874.2581,2100.7314,-4503.4839,-4348.1832,343.8949,-235.7213,2743.7137,-4096.6006,-3421.3592,5410.3797,-24.2343,6789.7406,4766.8254,3690.5913,-1132.9140,4185.4226,774.5798,-138779.5006,-142388.8719,-136868.7797,-138512.6348,-133526.4700,-140846.7967,-147862.7625,-139917.8777,-57326595.2212,-57357177.2940,-57306315.9642,-57333597.8239,-139169.8536,-57324203.5073,
300.000,3609.4215,0.0000,-6335.6822,4757.7470,-2207.7130,3239.9278,0.0000,5224.7403,3420.4452,6205.1770,2008.7000,-6367.2833,-5325.7426,-1677.9749,484.0718,-2427.1109,-438.5614,-3960.3435,-2780.0923,-2489.5496,-6481.9102,-732.8062,4589.1357,-5277.0764,-3190.4494,-1376.5017,-1969.3658,0.0000,-6289.5290,-3719.0645,0.0000,-4902.7849,5269.3360,5026.2667,5631.3375,-6763.2291,6706.8240,6236.9879,-33.2434,-5020.8520,3473.5439,6124.5689,873.1175,3707.9787,3441.8293,-4853.8521,-6851.2869,3815.6877,308.0766,3071.8102,5900.4359,1339.5506,-2098.1313,2879.8360,-6078.5147,-4785.4922,1308.5863,-5914.4388,2211.8641,5749.9005,-3923.8482,-1244.8601,-3378.9643,5411.9414,805.3854,2476.8612,0.0000,-3707.2354,-3724.7816,-2770.1959,5133.8274,4432.9073,612.2531,1496.5214,2513.4613,-3766.7485,-3338.1111,-3430.5809,-196.4786,1531.4372,803.3864,-5225.2879,4290.3623,-3719.4278,-2696.8572,-3560.0591,3412.4482,-708.9712,-6453.4671,-2831.9423,-3171.8154,-3077.1317,-3969.5072,-5906.8183,-3152.2736,3559.2341,-6386.1808,-4073.2084,251.0297,-6826.2851,-337088.2975,-346413.2894,-332172.5684,-333749.2946,-341523.0241,-340523.3361,-340044.7752,-339302.0011,15203455.8293,15167417.7563,15171328.8174,15192235.8342,-337797.0262,15185155.9294,2985.9527,0.0000,2200.2383,865.2427,-4025.2641,-4875.9425,0.0000,1865.5859,-4802.9071,-2405.2490,-3635.5661,-890.7594,-4297.1116,6762.0928,-4190.1957,-3361.4869,5189.8773,-5670.7760,514.3267,-5969.1094,-943.5782,5668.3319,-4542.5050,-416.7306,832.4140,5322.3021,-3807.0444,0.0000,2475.2526,5679.8080,0.0000,-3447.8225,-1067.9619,4657.6996,546.0857,676.3040,-539.6358,793.9920,-5091.0753,-1865.1380,-2625.4395,-2339.7953,-5532.4812,3040.6452,-5841.9287,4636.1994,-790.2770,1731.3606,-6170.6694,-4591.2709,-3214.5153,-6577.4933,-4811.6841,4080.5706,-2749.4391,1033.3877,-5048.7974,3578.2190,5545.7059,-2819.1821,3778.6795,6309.0678,-4891.7421,3827.5352,6767.8595,1216.4755,0.0000,4311.5261,5710.8681,2819.2089,-186.9050,-3445.1797,4133.8543,6255.0920,6104.6063,933.4759,-2744.5303,2901.0341,-5092.7013,6607.7225,-5155.8814,3693.0126,-430.8841,-2862.2079,6343.8066,-3532.0745,5186.1014,-6390.2217,-1928.3086,5014.6191,-4068.7033,5665.6911,-1834.9808,3255.6770,-952.2205,-2089.0244,827.6871,5532.8095,4550.5198,-336.9966,-58482.4546,-50240.8906,-56496.4073,-52795.0687,-49074.9976,-51740.0649,-58576.5194,-56688.8707,320810330.2921,320797797.9082,320807509.7031,320795362.7077,-55702.1124,320801502.0796,5070.3638,0.0000,-650.0961,-4887.7385,5157.3281,3695.0772,0.0000,4145.8548,3612.4336,1421.7489,-5483.2400,-2611.3446,253.8653,-9.0493,5358.5217,-5528.8441,4407.2791,105.8056,-6344.9612,2291.8625,2396.7094,-3844.5889,2219.3627,4417.1854,-6108.9618,4020.6229,-5422.2357,0.0000,1486.9131,-965.5847,0.0000,3507.7321,4043.6673,950.7644,-3697.1610,1193.1327,1500.7823,-2907.7747,4688.9465,-4382.6029,5347.6916,2117.8818,-3904.3099,-4779.3548,980.7659,-1542.1990,-684.6636,-5491.4838,2994.9515,3798.1654,1703.0269,-1479.8456,-4499.0204,-4611.5118,-1979.5722,-4805.2554,-4386.6257,-718.1595,3350.3980,-2638.3049,4229.9075,-2375.3577,-3439.9002,1899.1189,1254.9846,6368.2640,0.0000,-3930.0245,215.4082,-5724.6194,4606.2702,-3937.5704,5491.7182,-2584.3042,-1796.3922,-5703.3458,5385.2902,5029.4468,-4736.9859,-983.3140,4446.5016,2575.5024,-5175.1797,-4917.2696,327.6186,-4649.6141,-3006.2120,2539.2358,1307.0833,3837.0446,-4640.1874,-2189.7729,5178.7910,-1549.3833,6098.2166,5333.0294,2541.9145,683.8017,5116.5130,-1042.3901,-138665.4472,-142403.2159,-136873.7742,-138726.5002,-133538.8270,-140603.8425,-147966.9684,-139542.4239,-57320853.8328,-57351688.3218,-57300955.6790,-57327884.2933,-139211.2189,-57318719.1437,
600.000,4059.7289,0.0000,-5428.3304,4053.5650,-4129.5010,1922.4009,0.0000,5123.5441,2574.1297,5080.4463,127.1494,-6799.3543,-5862.1997,-993.9286,-1567.4865,-4119.4208,1667.7175,-5004.4233,-3430.9533,-3768.5582,-6884.1637,658.4173,3030.7202,-4261.8877,-1350.0786,709.0731,-3923.0752,0.0000,-5121.9081,-2648.2367,0.0000,-4258.8227,5569.5263,5656.8315,4932.1605,-6540.8815,5885.8004,5603.3710,-2152.4855,-5061.6352,2540.5901,4857.6347,-931.5511,5318.0594,3797.4793,-4046.5823,-6837.6666,4745.5702,-1123.4152,2136.2279,5305.9758,144.9779,-3177.9291,4412.8173,-6575.6292,-3353.4284,-846.5373,-4989.2937,3950.3208,4284.0542,-2219.1806,-29.7813,-3943.7100,6258.3107,1358.3703,2278.2985,0.0000,-2967.5777,-2482.9913,-2794.4127,5105.8482,2574.9815,2659.0215,2899.7584,3386.9573,-1851.8519,-4113.2977,-2572.9694,-1099.0426,2696.7179,-723.7815,-4740.6910,4477.3196,-4055.9541,-1494.1957,-4974.6101,4767.6644,-146.8459,-6297.2015,-790.2303,-4520.9202,-1738.2444,-5190.9188,-4586.0440,-4564.7301,2022.1494,-6378.1362,-2790.0574,2140.8663,-6280.7999,-335300.5361,-345065.8644,-330948.5601,-332572.4172,-340305.3264,-339200.8092,-338806.3419,-338147.8388,8196838.1471,8161161.0858,8164257.4993,8186105.1970,-336538.3708,8178557.3372,897.9010,0.0000,3185.1031,-1126.3515,-3566.9503,-6144.8962,0.0000,-228.8675,-6080.9930,-3311.7662,-4657.2894,682.2991,-3182.3466,6569.6406,-4654.7811,-2043.0396,4704.0896,-4560.3739,2456.6388,-5712.1970,603.8990,6440.9157,-4840.7772,1325.8085,-322.5520,5005.6282,-3099.3659,0.0000,3672.2038,6265.3076,0.0000,-2037.5013,-2729.3657,3178.3327,-1400.2923,2177.4088,-1725.8093,-982.5769,-4693.2421,265.3629,-4455.6158,-3232.0944,-6133.1611,2036.7709,-5560.6613,5564.2394,716.9743,-179.3579,-5199.7787,-5927.2244,-2396.1711,-6862.1575,-3099.3659,2537.1627,-2267.4416,2572.5901,-4913.5925,4764.5067,5185.5114,-3934.0178,3364.3466,6825.2862,-3161.6772,2898.4892,5965.4541,-983.4740,0.0000,5737.8569,6027.8238,4595.5846,-2274.8709,-3959.7188,3388.0211,5078.2578,4882.4700,1810.5806,-710.1492,4706.3452,-3469.0926,6242.9805,-6046.2713,4941.0816,-2480.8826,-747.0000,6574.6734,-1927.9185,4799.6335,-5274.0694,-275.0836,5180.2560,-2391.6227,6543.6121,-197.4533,4291.7949,-2147.7524,-3672.3535,2453.5980,5827.9272,3507.3138,910.2051,-65611.1505,-57475.2419,-63697.4923,-60048.0666,-56122.8034,-58904.8955,-65585.1577,-63626.9051,321068356.0604,321055482.2031,321065056.4739,321053665.4427,-62765.1815,321059430.2236,5509.1310,0.0000,-2410.7775,-5438.6711,4233.3626,2548.0336,0.0000,4652.9341,2060.6261,3082.3322,-5060.8629,-1201.0561,-1557.0849,2086.5535,4732.3753,-5158.9041,4650.6729,-1426.0242,-5518.0300,531.3503,957.3702,-2347.9626,3737.4827,5252.4904,-6801.7673,4562.0381,-4772.1082,0.0000,2854.8140,854.8414,0.0000,5088.7248,2612.2643,2394.3401,-4404.2288,-349.6484,3141.9230,-3953.9225,4609.3556,-4712.5503,4611.5390,3659.5587,-2850.4494,-3660.5409,-1275.9959,265.9539,861.0504,-5016.1582,4336.9846,2297.2665,3757.1964,332.4837,-5300.7981,-4505.9658,123.0749,-5403.7833,-4646.3484,825.6298,2097.0206,-3762.0079,5592.8011,-626.1847,-4651.6119,111.1641,3247.9852,6480.7598,0.0000,-2456.1966,2001.0899,-4411.5048,4046.8433,-4971.6544,5392.0284,-3722.9844,-3393.7348,-6394.9383,5499.7660,4090.5591,-5931.7109,837.6238,3153.5128,848.8588,-4378.3391,-5403.8111,-1481.1004,-4278.5400,-1337.7435,4460.4314,2705.4839,4517.9426,-4689.3980,-710.9766,4356.4533,-2907.7440,4756.1417,5281.8625,1120.0451,2426.3454,5482.1616,-2746.8278,-138560.8891,-142416.3058,-136883.1188,-138941.9596,-133554.0166,-140355.9054,-148066.5472,-139143.1622,-57315111.2913,-57346196.7748,-57295600.6190,-57322154.9017,-139252.4839,-57313234.5921,
