sl_100_86400_20300913 Coordinates.csv
2030/09/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:49 2024,
Start: 2030/09/13 07:47:00.00, Stop: 2030/09/14 07:47:00.00,
TIME_UNITS,STARLINK-31771 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-4698 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-4407 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-2545 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-4698 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-4407 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-4698 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-4407 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3454.7858,6475.4864,0.0000,-2717.5498,-1933.8404,6146.7284,-4402.0019,3035.3995,0.0000,5399.0175,-6086.6815,-91.7651,-4656.5597,3829.3328,-5242.8333,1772.0052,-3845.4591,907.3143,3971.6487,-5034.6571,-1276.1956,1792.0969,-5089.4263,2082.8853,-6494.4135,763.5659,6413.8646,3399.4737,1671.1546,-2961.3706,-6051.9231,-1880.0617,0.0000,-221.6819,-714.9766,3126.8857,-229.1264,1863.5300,4421.6171,6347.1882,528.6165,1641.9127,725.9421,-6334.1635,3612.0793,-4353.2745,5569.7300,-5225.3002,5045.7050,-6555.5289,-581.5262,4502.0800,6339.7554,-2016.9828,-408.7213,4557.4760,-6128.0684,5504.0314,6683.6715,1948.7200,1119.9109,5127.3181,0.0000,4963.1436,-3164.8061,-3213.1006,-1995.1491,2162.7874,5723.4249,-4327.8453,-119.4498,-6637.5238,4505.9999,-2993.5778,-6276.3364,0.0000,-3329.0633,-5912.5364,897.7890,4401.7732,-6123.1347,-4134.3375,-3956.0101,-4420.1544,2988.9605,6854.3296,-3162.7857,6187.5046,-5026.8360,474.8855,-5445.3398,-3513.1808,1951.4720,6304.3920,475.7357,-6340.0319,688.8847,-3897.4765,4948.9508,5926.1708,85106.7899,100810.1890,85302.0010,89554.1566,97950.7632,95066.2518,90263.6851,91258.4366,-290920841.7315,-290900729.4109,-290885720.4394,-290908809.7314,90513.3857,-290904216.8195,4860.7852,2444.0945,0.0000,4206.0927,-5573.3261,1892.5052,-4427.6898,3197.8841,0.0000,-3040.8655,-681.7762,-5649.7392,-4835.4219,-1506.7897,-3382.8802,4254.3613,-1581.0687,5256.5539,4502.3340,-589.2607,-6572.6032,4876.6906,1132.2540,5441.3726,-65.3355,-6137.4091,2015.6338,-5843.0544,6647.0320,-5120.2246,3035.1139,5468.0698,0.0000,5194.2071,6810.3583,2799.2622,-6420.8169,5961.7183,314.8765,2284.5119,-5155.6403,1906.5660,-4701.9152,-2493.0228,3970.0908,-3778.3086,3933.0676,1235.7126,-1784.3824,-1135.9137,3379.7059,-3335.5000,1773.1667,4254.1762,-4120.2801,-4770.8713,1929.2280,3144.8499,-1252.6114,6448.8680,4618.7535,4401.4957,0.0000,-4534.1871,3108.0358,-3367.9271,4673.0702,6417.7829,2260.8347,-3524.2910,-5039.6691,1794.1679,2029.7323,-656.6138,1683.4132,0.0000,-2542.1050,3108.7948,2674.6704,-1627.0538,-2.3734,938.3311,5356.2911,-2403.5071,-4225.8283,873.0268,-4288.3032,-1864.0022,3572.0837,4644.9670,-976.3688,-2829.8516,-4055.6264,-2455.4767,-6405.3588,-2175.5594,-5227.8345,-4343.6726,-3044.1420,2812.2984,-378614.0108,-360375.4082,-378044.5474,-380544.4178,-378315.4172,-376709.2282,-372146.0364,-375400.4467,180386361.1208,180381100.8579,180401516.6419,180390657.0472,-375947.1553,180384367.0294,3309.9439,361.6004,0.0000,4768.2287,-3279.7198,2496.9478,-2919.8494,5293.0570,0.0000,3017.1399,3171.1379,-4016.9692,1667.8140,-5459.5375,-2881.6342,-4960.4436,5385.2990,-4419.8216,-3357.2837,4529.0040,1759.5513,-4568.6525,-4587.3649,3642.7614,2358.3056,-3118.1014,1665.5004,-200.7623,-953.8627,-3441.8510,-1388.1842,3791.8713,0.0000,4558.2702,595.1256,-5506.9092,-2483.1718,-2719.2411,-5289.9680,1517.2808,4567.8333,-6467.2394,4905.0062,1044.9715,-4169.1341,-3795.6477,729.3662,-4321.1734,4141.9028,1811.3478,6020.3719,-4095.4995,1706.8154,-5075.8678,-5452.1025,1948.8200,2422.8200,2691.3063,-1367.7975,-1552.9328,-5010.5488,-1292.7918,0.0000,-1188.9831,-5190.4503,5108.9782,-4698.7528,-1100.6774,-2549.4237,-3886.9129,4675.2119,-548.5010,-4817.7510,6214.0018,2216.7803,0.0000,5517.3671,-1886.1859,6336.6313,4695.6596,-3176.3355,-5515.2814,1758.4198,4484.7821,-4610.4734,321.7626,-4243.6311,-2214.3139,2717.6121,-5088.7009,4002.3761,-5205.0699,5225.6039,1384.1474,2446.3479,-1729.2296,4466.1845,3604.4143,3741.8859,-681.0914,51274.7642,47642.8315,51814.7640,49291.5920,54838.8030,48466.1580,40569.5998,50837.3716,101586826.6872,101547898.8732,101581906.1481,101564775.9352,49330.5148,101575121.2837,
3600.000,-4981.0921,-6185.7374,0.0000,1243.3401,4165.0196,-4852.1360,5821.4900,-6251.8205,0.0000,-4306.7842,6728.5631,3060.7463,4482.8486,-2351.8717,6703.4846,-4900.8194,5852.8479,-4470.8844,-5745.9802,6476.2421,3351.7191,-5123.6194,4605.3007,-4203.5057,6393.3898,872.8511,-6391.0659,-575.9823,-3615.6583,5640.1204,4432.7568,-2143.0848,0.0000,-3315.3655,-1398.4783,-6062.5011,1913.8835,-3584.6936,-3059.7441,-6282.2375,3024.0552,2724.0531,3686.3062,5013.2029,-6509.8550,4107.9861,-5524.1578,5766.5675,-1512.7617,4455.4122,-3399.7431,-6629.5620,-6304.5231,-2375.3861,4626.9882,-3088.5131,2683.6876,-6735.4873,-5768.5302,-3941.4570,-4369.0815,-5545.4120,0.0000,-1632.0585,-1312.7308,4646.5207,161.5840,-3365.7127,-6062.0744,6410.4504,4117.8398,4335.3652,-6782.9304,4980.0014,2976.2291,0.0000,-1424.7079,3447.4650,-4382.2566,-4032.3294,6548.1630,-801.7783,719.9305,6738.1773,851.7282,-5949.8174,6292.9615,-5037.9907,3636.5723,-4202.4443,4006.6727,4639.2873,2496.6925,-3505.9226,2777.3298,5272.4556,3400.4769,5855.2335,-4668.8936,-4934.8999,177441.2213,188793.8887,176298.2575,179963.9136,189877.2350,182935.7328,182362.3597,181295.7777,-327709179.2117,-327689491.4656,-327680558.0883,-327700564.3067,181985.2645,-327693084.1760,-651.8354,2.6425,0.0000,-6688.0496,5041.6111,1648.7454,3356.0006,-1592.1234,0.0000,5349.0774,-1001.1945,6135.7391,1725.8958,5568.4470,1207.0340,-195.4287,-2135.1244,-3127.4560,-3626.4183,-2045.9583,5740.9592,-2376.2413,-4612.8726,-5403.3763,-2252.4051,6768.4361,-455.5609,5206.1586,-5242.6480,3859.9290,-4750.2321,-4662.7662,0.0000,-5633.9517,-4998.8043,-232.8893,6305.7019,-2120.2865,3951.2332,-651.5641,5778.2615,1473.3788,2863.9990,-157.7158,-1715.6741,-401.5245,-1777.9543,-3752.9434,5187.1725,-1411.7346,-807.9342,1735.3585,959.8807,-4009.8788,3996.0372,5607.7320,-3428.2008,-1002.6972,1287.4011,-5236.6748,-1530.2410,-2567.3358,0.0000,4466.8195,-4899.6563,-784.0511,-6828.4950,-3563.6562,146.4987,2160.7920,4714.9391,-3038.2915,-60.8437,4253.9962,-3288.7256,0.0000,-58.0509,-81.2823,-4172.9083,5279.1819,-1790.1212,1035.8959,-4618.0727,304.1572,5626.5403,1502.8365,2345.2332,4245.7280,-5205.8648,-2176.6934,-3395.3669,-1589.2328,4213.7098,4176.7364,4271.5172,-982.7686,4358.3799,3503.6924,5088.6405,454.9590,-348368.3334,-323280.2448,-341632.3481,-341737.6708,-343187.4614,-342083.4841,-337430.0348,-341744.3776,98860157.7806,98851205.5851,98880097.6104,98856685.4563,-341192.5694,98857400.9544,-4624.3711,3119.6632,0.0000,-1290.8855,-1669.4396,-4629.2113,-1524.2938,-2446.1667,0.0000,618.6831,1153.9639,983.4838,-4987.3190,3174.8113,-904.7528,4652.3262,-2761.6271,4252.4566,-1067.9215,-412.3561,1932.6072,3980.1712,2372.0026,650.3311,1348.4795,-1163.4694,2625.8817,-4286.4395,-2709.1599,-246.4466,-2357.1743,-4647.7625,0.0000,-2280.8969,-4513.4142,3316.3596,-2011.7364,5378.6806,4742.4575,2806.6530,-2305.6974,6199.4488,-5006.7016,-4725.2575,899.1263,5515.5386,3645.1458,326.9914,-4089.8315,-5079.2080,-5999.3991,-1088.4557,2361.9277,5102.4628,3061.1206,2520.2115,-5319.9348,1042.0681,-3625.4548,-2199.2085,5107.6726,-3165.3188,0.0000,4885.8382,4554.6516,-5073.2938,1078.5693,4788.2355,-2756.6002,-676.3935,-2858.0462,4409.5284,1241.7776,-2283.3309,-5248.9931,0.0000,-6787.3589,6012.1303,-3421.7605,-197.7851,-1216.6600,6815.3109,-5067.6653,-116.7514,3940.4915,3184.8509,1115.6917,-1801.9270,2259.4265,5014.2715,-4374.1844,4819.7569,-4873.5050,-4245.3873,-4620.4537,4364.7413,-4162.3418,747.8672,368.6672,-4355.2431,53222.4758,48615.7759,52929.4519,49191.5279,56146.2835,52844.6905,41585.8667,49060.8418,101532787.7541,101496262.1841,101523735.3844,101511834.4744,50650.4995,101520510.5269,
7200.000,5295.0146,3984.1739,0.0000,411.0069,-4214.1260,2585.7917,-4783.7324,6597.3317,0.0000,1287.5951,-4263.5766,-4626.5514,-3757.5379,673.1289,-5271.4796,6131.0853,-5159.7880,6716.0476,4914.1153,-4275.8966,-4643.1796,6855.6748,-2991.6184,4471.8661,-3691.5420,-2453.6235,3907.3037,-3638.7017,4814.5606,-5675.7856,-794.4106,5554.9859,0.0000,5212.3987,4098.0418,6697.4349,-3295.1896,5016.0306,1756.6398,3795.9412,-5007.4132,-3632.3974,-6595.2412,-2322.4550,5944.8554,-3683.0996,3531.7968,-3647.7924,-1935.5397,-1225.7310,6508.2923,4053.1469,3186.4398,5592.8648,-6082.9794,-428.4521,1676.1789,5218.8565,1861.0127,4888.6314,6552.8341,3999.3992,0.0000,-3124.7666,4266.8006,-5394.2898,1386.0089,4416.8729,2157.3948,-4877.8776,-6095.8873,-100.5077,5958.7930,-2932.1630,1359.3988,0.0000,3516.7410,1957.3120,5024.5976,599.3695,-3869.5888,5531.4674,3558.5122,-4746.5997,-3792.8075,2983.5605,-6160.3690,1250.6772,600.1518,6680.5261,-1805.3588,-4943.9807,-5523.8623,-576.2031,-5714.8084,-3029.7078,-6185.9469,-5043.2360,2210.0159,743.6554,260352.9922,264534.6505,255945.9511,261348.9419,269910.2286,258081.8494,262741.0502,262562.8076,-342120195.0179,-342098791.1156,-342099303.3006,-342108497.5797,261802.5820,-342104115.0776,-3523.9522,-3149.5222,0.0000,6220.3529,-1023.2228,-5170.1630,-358.9840,-23.3868,0.0000,-5564.6464,2608.1488,-4431.7886,2602.6880,-6646.5978,1710.4197,-2817.8622,3977.0775,827.5518,741.9127,3414.4883,-2572.9543,-99.4381,6137.1070,2610.6817,4046.4970,-4443.2838,-2062.8640,-2360.0529,1695.8268,-733.1327,5099.8281,3201.2226,0.0000,4322.9483,1342.7284,-1472.2044,-3154.0385,-2385.3715,-6572.6029,-2071.6918,-4552.2716,-5460.5779,-1063.0926,3783.9451,-1163.9023,4525.0876,-2107.2440,4383.2918,-6455.8687,4546.5614,-293.8272,686.9224,-3866.2267,3562.7940,-2732.8463,-4338.7513,4853.5351,-1850.4398,-1900.3509,1784.8769,-971.2680,-1159.9472,0.0000,-3495.7562,5299.0578,3909.1743,5975.2407,-992.3362,-3368.2982,630.1824,-3065.3871,4257.1269,-1525.7605,-5502.4964,4853.7170,0.0000,4464.4828,-884.8409,4544.3660,-4838.4661,3092.6680,121.4565,3093.1000,1972.5306,-5733.1583,-4091.9473,462.7330,-5006.1564,4115.7328,122.1233,6412.4068,4626.4053,-3903.3919,-5301.0710,-1125.7716,4498.3110,-2833.9697,-700.4173,-4969.0563,-4638.4064,-295027.2414,-265260.4498,-283451.2115,-280797.4496,-286030.6845,-285596.5491,-280538.7271,-284224.0873,10589738.8593,10577219.7359,10611507.5223,10578805.6646,-284586.4952,10586062.1279,2471.6911,-4723.9702,0.0000,-3012.9767,5156.5945,3762.2138,4935.1117,-2019.7788,0.0000,-3869.6306,-4765.6007,2630.6265,5183.8959,1419.0655,4050.8705,-523.9105,-1995.5696,-1475.3354,4741.3734,-4050.2893,-4452.8423,-905.6257,1240.9948,-4530.0052,-4222.8818,4698.6984,-5342.7608,5180.0922,4660.2280,3740.2328,4583.9894,2593.4546,0.0000,-1434.5432,5342.6099,908.4344,5150.6389,-3946.7267,-1141.2357,-5403.7683,-1426.7583,-2265.9609,1464.4908,5254.8693,3064.9066,-3686.6914,-5494.0841,3853.6053,664.7392,5029.7737,2368.0684,5576.6077,-4606.1811,-1979.8454,1515.9300,-5330.6250,4554.1851,-4106.0714,6391.0741,4538.3817,-1942.1987,5464.1665,0.0000,-4963.7809,-542.6053,1862.2193,3184.7700,-5159.7489,5313.0217,4681.8711,-896.9757,-5430.9453,3110.4607,-3038.4668,4654.7658,0.0000,3964.4964,-6601.4211,-1535.3257,-4521.1376,4785.1746,-4215.0040,5012.5912,-4374.5306,-873.1917,-4718.6557,2857.2083,4464.9490,-5312.2403,-1742.0465,1509.4116,-1245.4666,1379.9986,4381.3565,3647.9570,-4305.5617,1232.5808,-4609.2700,-4280.2522,4617.7533,54919.8131,49602.2478,53428.8595,52536.0370,57078.9179,51812.3784,43208.2847,53530.5983,101477937.8711,101445442.1194,101465448.6657,101461990.5872,51965.9574,101465883.9200,
