sl_5_5400_20300426 Coordinates.csv
2030/04/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:47 2024,
Start: 2030/04/26 07:47:00.00, Stop: 2030/04/26 09:17:00.00,
TIME_UNITS,STARLINK-30915 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-30162 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-30162 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-30162 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-839.6272,-5283.8786,580.9797,-4275.0410,1840.0327,-393429.7518,-387192.9337,-379412.2749,-383655.0184,-387910.7054,-385077.1030,-378216.3870,-379789.8236,-122187777.9034,-122162103.1136,-122174084.4900,-122165500.8073,-380982.8195,-122172135.5016,5248.1154,-1635.5813,5069.7958,778.5969,-5262.4130,-27595.9208,-46268.0744,-30539.5011,-31760.5431,-39237.5970,-38506.2138,-38463.5364,-37120.4082,332310380.6776,332281576.0083,332329156.8470,332320640.7230,-35974.2571,332315051.8347,4225.1355,4159.2384,4675.6595,-5184.8461,3992.9089,-57614.0053,-61798.3511,-55799.2438,-57809.6211,-52593.4696,-59559.0156,-66917.9691,-58959.3772,100327240.0166,100310755.6353,100344835.1980,100330429.4797,-58192.1279,100339523.1811,
300.000,637.3038,-5099.2275,2671.8451,-3102.3123,-245.7688,-392760.4883,-386172.7572,-378465.9034,-382654.3222,-387117.4752,-384159.3806,-377456.7880,-379027.8790,-129413344.9692,-129387025.1214,-129400136.8738,-129391379.0618,-380170.0139,-129397687.5967,6131.4548,456.6913,4793.0530,2629.8700,-5106.3755,-36039.6826,-54275.2146,-38639.6830,-39903.7635,-47327.5875,-46492.4891,-46529.4494,-45390.5052,329563951.4757,329535467.9179,329582446.2825,329574650.9944,-44022.4326,329568546.5311,2851.2831,4655.5869,4219.3922,-5405.8343,4568.7365,-57537.6686,-61673.8176,-55667.2584,-57872.6442,-52464.4288,-59165.3217,-66869.5787,-58441.1995,100332506.8480,100315918.8203,100350616.7273,100335965.1084,-58086.1615,100344799.6395,
600.000,2017.3638,-4461.6175,4499.2713,-1651.7457,-2321.7170,-391908.1465,-384985.9553,-377349.5965,-381470.6631,-386152.1320,-383060.7270,-376526.4001,-378171.1656,-136577231.0793,-136550275.4533,-136564493.4564,-136555604.2278,-379187.1590,-136561555.0114,6384.6326,2518.2567,4091.0576,4238.8223,-4481.6045,-44468.4355,-62257.6500,-46723.4513,-48034.5694,-55400.0400,-54447.1021,-54579.3505,-53546.8770,326660437.1570,326632288.4049,326678621.4030,326671552.7897,-52052.3627,326664956.9687,1153.1265,4651.9374,3310.1531,-5006.5404,4640.2604,-57461.3679,-61548.4188,-55539.8415,-57936.4619,-52338.2188,-58767.3413,-66816.6715,-57897.1080,100337779.0411,100321083.0151,100356391.7600,100341518.1534,-57980.1582,100350075.9012,
900.000,3173.0244,-3433.3449,5885.6169,-74.1209,-4179.3585,-390873.0121,-383633.1189,-376063.8729,-380103.6899,-385015.0969,-381780.5677,-375425.5150,-377216.2492,-143676021.6358,-143648439.8382,-143663738.1331,-143654760.4393,-378034.6623,-143660323.1885,5972.0338,4347.7162,3023.1165,5430.5839,-3451.6221,-52878.1711,-70211.8458,-54787.1430,-56150.5136,-63451.2905,-62364.9867,-62609.6263,-61578.5133,323601221.7187,323573421.2373,323619067.2357,323612727.7819,-60060.4536,323605667.3046,-676.1992,4148.7242,2045.4588,-4032.3920,4199.6071,-57385.1006,-61422.1302,-55417.0340,-58000.4220,-52214.8143,-58365.8277,-66759.2760,-57359.2072,100343056.5978,100326248.2307,100362159.8516,100347088.5628,-57874.1181,100355351.9663,
1200.000,4002.3835,-2109.9081,6696.9802,1471.8400,-5630.5057,-389655.4585,-382114.9134,-374609.3302,-378553.1261,-383706.8665,-380318.2530,-374154.5032,-376154.4980,-150706333.0674,-150678135.0271,-150694485.8960,-150685462.6937,-376713.0069,-150690608.6038,4928.7102,5764.8892,1680.8365,6070.4115,-2115.5804,-61264.8845,-78134.2785,-62827.1065,-64249.3983,-71477.6832,-70240.9441,-70616.6664,-69481.3281,320387763.3720,320360324.3887,320405243.1026,320399631.8656,-68043.1207,320392135.9084,-2428.7106,3199.9111,561.0852,-2594.5867,3295.3075,-57308.8643,-61294.9259,-55298.8677,-58063.6814,-52094.1917,-57961.8037,-66697.4188,-56860.0581,100348339.5173,100331414.4781,100367920.5829,100352676.2597,-57768.0413,100360627.8346,
1500.000,4437.8181,-611.2799,6856.4792,2835.1599,-6526.4823,-388255.9466,-380432.0788,-372986.6441,-376818.8074,-382228.0129,-378673.0376,-372713.8144,-374972.0951,-157664814.4415,-157636010.4052,-157653384.4506,-157644358.4574,-375222.7518,-157649060.3793,3357.4455,6628.7461,180.5668,6079.3567,-598.8511,-69624.5765,-86021.4369,-70839.7034,-72329.3228,-79475.5724,-78069.6449,-78596.8648,-77258.4128,317021593.8478,316994529.3430,317038681.9192,317033794.4679,-75996.7899,317025894.6669,-3905.6316,1907.3168,-983.5459,-857.9588,2027.0744,-57232.6561,-61166.7789,-55185.3659,-58125.1496,-51976.3287,-57556.6503,-66631.1246,-56430.2947,100353627.7965,100336581.7682,100373673.5609,100358281.1371,-57661.9278,100365903.5063,
1800.000,4450.7047,928.7924,6351.6991,3887.3124,-6773.7379,-386675.0250,-378585.4290,-371196.5678,-374900.7424,-380579.1835,-376844.0643,-371103.9768,-373650.5364,-164548149.0620,-164518749.5896,-164537115.8170,-164528129.2559,-373564.5315,-164532361.8795,1418.1317,6851.8018,-1346.5249,5444.6305,958.5633,-77953.2552,-93869.8239,-78821.3106,-80388.7350,-87441.3238,-85845.6442,-86546.6224,-84919.8037,313504317.6658,313477640.3646,313520989.4579,313516817.8250,-83917.8995,313508548.2535,-4940.0961,409.7877,-2422.6809,977.5990,534.9284,-57156.4733,-61037.6605,-55076.5426,-58183.4152,-51861.2042,-57152.2240,-66560.4162,-56096.0851,100358921.4297,100341750.1124,100379418.4185,100363903.0537,-57555.7777,100371178.9812,
2100.000,4052.0492,2374.6108,5235.4118,4534.3995,-6344.0213,-384913.3294,-376575.8518,-369239.9317,-372799.2090,-378761.1009,-374830.3609,-369325.5976,-372167.6938,-171353056.0501,-171323072.0097,-171342397.9135,-171333492.2470,-371739.0558,-171337232.2932,-689.0082,6409.3333,-2765.8229,4222.8603,2414.8558,-86246.9379,-101675.9577,-86768.3215,-88426.4798,-95371.3164,-93563.4222,-94462.3479,-92481.6649,309837611.3706,309811333.7340,309853843.5772,309850376.2251,-91802.9015,309841773.3634,-5415.7043,-1131.7730,-3602.2172,2700.3037,-1016.3061,-57080.3127,-60907.5404,-54972.4030,-58236.6531,-51748.7985,-56751.0103,-66485.3147,-55876.6725,100364220.4086,100346919.5218,100385154.8145,100369541.8275,-57449.5910,100376454.2593,
2400.000,3289.5048,3600.4026,3619.6181,4725.3416,-5277.7278,-382971.5830,-374404.3082,-367117.6426,-370514.9025,-376774.5629,-372630.8618,-367379.3625,-370499.4464,-178076291.9080,-178045734.4705,-178065986.1228,-178057201.7765,-369747.1095,-178060428.1963,-2744.2024,5342.2050,-3950.9553,2535.3215,3639.2737,-94501.6530,-109436.3728,-94677.1485,-96441.8328,-103261.9439,-101217.4657,-102340.4603,-99964.8480,306023222.7324,305997356.9484,306038993.4160,306036215.2177,-99648.2634,306027317.9145,-5279.0681,-2551.8957,-4396.2195,4111.3643,-2455.4292,-57004.1714,-60776.3868,-54872.9433,-58282.5111,-51639.0930,-56356.3168,-66405.8394,-55782.3141,100369524.7226,100352090.0081,100390882.4337,100375197.2296,-57343.3679,100381729.3408,
