sl_100_5400_20300213 Coordinates.csv
2030/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:55 2024,
Start: 2030/02/13 07:47:00.00, Stop: 2030/02/13 09:17:00.00,
TIME_UNITS,STARLINK-4139 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-5985 - X-Coordinate,STARLINK-5140 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-1390 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-31263 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-5985 - Y-Coordinate,STARLINK-5140 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-1390 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-5985 - Z-Coordinate,STARLINK-5140 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-1390 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5062.7320,6172.8722,-1477.6365,5848.1847,6149.0951,-6394.0792,-3825.7430,2545.8915,4674.6078,-5058.6403,3429.1317,0.0000,439.8460,-5256.0359,-498.7176,4753.1032,5368.1209,2970.1338,2902.9587,-3664.3003,-4657.6513,2552.9777,5256.4674,4693.3614,404.9545,2934.7529,4012.2045,3790.1192,5451.5485,2190.4765,-3662.3131,1925.7395,5406.0274,-6356.3875,2479.1027,3812.3419,4067.2516,4435.2652,-4280.5945,5560.7833,-6603.3139,-4794.5812,-2045.0627,6712.6938,1264.2248,3274.6661,-3755.6947,5441.9485,2561.3223,-3483.0142,-5527.4950,-6703.1723,1436.8087,-5852.5073,-4586.2511,3417.3366,-1123.8786,613.1658,3927.9316,5051.1420,6706.2848,1244.0489,2916.0485,-1496.6852,3896.3232,-4241.3202,2179.5765,2943.7412,-4164.1020,5325.2944,3632.9545,1974.6724,2608.8647,-4070.7868,-5056.7648,1179.7547,3848.3855,2921.1358,5463.1275,804.6302,-5423.8935,-5826.9173,-4443.6156,0.0000,3614.1306,449.8844,5101.4999,-4314.9793,6087.5124,-2577.2543,-4406.5181,-4969.9566,0.0000,6606.1128,-3364.4617,-4222.8770,6603.0914,6778.0372,-254.7226,601.0691,377484.1719,362784.3080,370402.6306,367904.1448,359436.9383,361005.1816,363391.2254,365907.6163,-1004163.4509,-1018502.1104,-979545.1235,-988669.9614,364768.3863,-984856.6977,757.2873,2398.7903,5122.4595,-1021.5561,-2842.7270,-2469.5380,-4306.1646,-4273.5301,-698.8279,2192.1333,-5686.8651,0.0000,5273.0552,-161.0281,4294.6481,2588.3540,-3481.2591,1324.3243,-4468.6400,-5381.2527,950.7215,5561.3964,-3748.7500,-5006.2386,5008.2383,5146.9600,4381.5982,3943.5263,-3882.3160,-6538.3727,2190.5979,5960.2292,-2912.8573,-827.9647,3813.3002,-3576.3355,-3099.9144,1462.4908,-99.3590,-452.2662,142.9922,-4985.0204,6346.0203,896.8527,-3463.7547,-5908.4961,5596.6119,-3833.9960,-4378.7101,3457.6113,-693.1117,1767.9029,5712.6384,-3271.6522,-5054.4779,-5483.0837,3925.2668,-4403.2554,3038.9220,-2149.2217,-520.1645,6378.6066,2985.8835,-6432.7462,-5516.6619,5235.7126,-6165.9592,5061.8193,1085.3577,-1843.9903,3605.7778,-6000.7808,-4863.8349,5266.8405,1661.5506,6686.0437,-1499.8243,4292.1225,-3306.2088,-4902.5292,2108.7234,3037.3082,-2670.7584,0.0000,2424.3676,-6244.1291,-4507.6366,985.2857,-2435.0187,-3611.4227,-4536.9950,-3722.2194,0.0000,747.6236,-3876.6846,4567.1472,498.3073,429.0938,-6104.4886,-4073.1355,-20721.2363,-28262.3807,-31324.8369,-28057.0709,-26717.2585,-28973.0970,-35530.1428,-30799.0357,333391579.4197,333369681.1496,333391626.8243,333387983.4633,-32108.3431,333396209.1648,4550.0757,-1709.8427,4370.2935,-3238.0031,-1333.2968,678.5807,3820.3500,4533.0614,-5092.5756,4209.3800,-2001.0146,0.0000,4489.4525,-4436.9339,5269.9465,-4155.2052,2642.5994,-6128.0065,-4352.0541,2090.5424,5011.8484,-3049.1923,-2548.3156,424.2776,-4632.4443,-3265.7988,-3553.5453,4206.5762,-1158.9918,224.7131,-5232.4437,-2856.6723,-2982.9064,-2604.4408,-5193.0732,-4529.0328,-4589.3476,-4648.0735,5403.5268,-4131.6548,-2166.5034,141.9140,1461.0401,1295.0740,-5949.2830,-1436.5896,-1505.3382,-1840.7738,-4722.7173,-4837.9635,-3994.0246,-378.9009,-3641.9587,-1629.9534,-555.3049,2363.5035,5406.8152,-5279.8998,4750.0538,-4216.3950,-1608.4749,-2338.9486,-5507.0543,2113.2520,888.1069,1132.8064,2261.5022,3561.2170,-5201.0149,-4002.6004,4484.8036,2693.2958,4237.1844,-1007.6049,-4376.5306,1071.8987,5501.4524,-4631.6423,2718.2976,-4544.0443,-3710.4137,-2034.2471,4523.7526,0.0000,5336.8458,2936.6473,-243.5921,-5297.1916,2078.6102,5247.8564,2592.4338,-3070.1174,0.0000,-2072.1584,-4634.9297,-2790.0306,1999.2476,-1274.8065,3176.7427,-5432.8559,160322.8822,155342.3540,159225.7699,157514.2889,162547.0325,155289.2385,148209.0453,157201.6151,-30291343.4008,-30308114.4082,-30302174.1289,-30295328.9306,156908.3389,-30286527.2496,
300.000,5952.7507,6767.8193,657.3584,4520.0874,5640.8831,-6672.9596,-4641.8302,702.1105,5700.3918,-3565.6710,2144.0020,0.0000,2421.2506,-4161.2979,1478.8514,5923.9411,4599.3946,4697.8270,825.2082,-4830.2802,-4854.8263,3381.9639,3727.1126,3495.5516,2520.4182,4032.6637,4743.1908,4141.2813,4068.0166,923.8934,-1956.7681,1120.1621,5129.6164,-6848.2934,4363.8918,3161.9728,2127.8628,3973.8337,-3679.8760,4604.3813,-6902.0013,-5391.6024,-631.0041,6305.7347,447.4094,1618.7000,-2765.5273,4837.5052,588.7787,-1451.8730,-6066.3044,-6094.4788,2981.3628,-5811.2885,-5390.9265,2472.9259,1045.0214,-1282.5188,4143.6561,4546.7758,5870.7319,605.2833,4472.8071,-2872.5761,2835.6882,-2875.5796,406.4594,4651.6971,-4027.3255,3736.7983,4690.9847,836.0270,1535.8863,-3041.9514,-5161.9304,2368.0796,2789.8137,2817.3219,6152.8135,-1111.9145,-5425.4044,-4485.9381,-5606.5408,0.0000,5041.7226,-1192.0696,4079.8644,-4263.5797,5804.5371,-3736.3033,-5011.4727,-6128.0610,0.0000,5736.5449,-4959.9324,-3164.0226,5985.0510,6842.4833,-1611.7513,-1585.8835,377815.1346,363663.1503,370996.7316,368467.4863,359983.4389,361673.2889,363949.1355,366636.1210,-8282325.9620,-8296081.7175,-8257278.2189,-8266317.5906,365358.8455,-8263095.0737,-802.9848,964.5666,5004.2829,-2248.3666,-3949.1081,-1283.0141,-2427.9882,-5345.1286,-1855.3829,3674.0305,-6574.9095,0.0000,4461.9131,1539.5241,4884.3105,1005.0414,-2462.8133,418.2400,-4970.9836,-4832.5615,2867.9137,4023.6619,-4275.6264,-5498.2639,4757.8523,3486.4977,2522.3443,2002.9926,-4788.3905,-6533.9500,3579.5594,4889.2199,-4308.4110,416.8322,3183.2912,-5219.0997,-3781.3494,-644.0712,1996.8088,-2308.7602,801.2434,-3879.4661,6037.8834,-704.6766,-5120.1125,-6097.2491,6318.9332,-4926.9365,-5221.2174,3976.8021,1147.0681,2251.8269,4423.1480,-1811.2612,-3694.6421,-6392.8839,4233.9915,-5104.7286,961.4122,-4038.4966,-1705.4865,5374.1063,1537.8216,-5338.2839,-6124.2946,5510.8782,-5966.0569,4441.3576,3141.0810,-2928.9514,1706.9866,-6748.1552,-6156.5054,5945.6568,3393.6703,6411.4099,-3398.9064,2463.7388,-3169.1318,-4063.2949,3664.9950,3781.9205,-964.4267,0.0000,947.4185,-6626.3150,-5222.0484,3017.5857,-3682.0517,-1774.4015,-2780.0344,-2898.5781,0.0000,-29.1298,-2524.3524,5871.8706,-1133.3445,-783.9995,-4980.9859,-4000.8749,-12660.2814,-20694.4118,-23773.3440,-20558.6425,-19018.2964,-21355.5550,-27789.3033,-23210.9996,333292956.2777,333270491.2690,333293409.2769,333289290.6043,-24415.0448,333297646.0437,3294.5392,-186.8852,4694.6715,-4500.5415,479.7292,-1136.4814,4507.5247,4030.0897,-3510.6652,4678.8607,-512.5754,0.0000,4730.5002,-5259.2156,4520.7498,-3232.1388,4544.6635,-5087.2590,-4684.7429,313.7124,3992.5735,-4373.7379,-4002.8359,2188.8992,-4208.8247,-4166.3401,-4366.7722,5140.3978,-2582.9028,2005.0418,-5380.1894,-4718.3657,-1310.2808,-882.9199,-4298.3396,-3254.4245,-5328.6946,-5216.4789,5476.9177,-4654.9931,-72.7816,1925.4865,3114.3957,2693.8635,-4750.5486,-2813.5228,301.8297,-49.9879,-4519.8608,-5438.4189,-2977.7880,-2454.2038,-4417.5363,-3251.8623,-2046.9181,611.8985,5185.7916,-4465.0779,5395.7025,-3304.8789,-3236.8742,-4296.9725,-5037.5157,3363.8466,-940.8591,2830.7678,3478.8003,2372.8270,-4412.9818,-5024.7256,4625.2130,978.3256,2859.2174,831.8538,-3052.0744,-745.7015,5290.7291,-5866.4351,540.6165,-5251.9133,-2180.4308,-3592.5562,3872.2273,0.0000,4595.5680,1584.6223,1568.7414,-4512.7381,303.0583,5487.1840,3722.2817,-1418.8034,0.0000,-3950.9708,-4105.4227,-1404.4054,3273.7327,538.8717,4469.9628,-5286.0497,160296.8765,155435.7509,159240.2114,157322.2380,162554.8900,155554.1252,148127.1622,156724.7940,-30285384.7343,-30302078.5486,-30295763.3436,-30289390.3504,156888.2893,-30280329.0836,
600.000,6253.4253,6677.6202,2736.4041,2725.3320,4564.5760,-6283.7154,-5048.1235,-1187.8422,6170.0569,-1752.9031,655.8859,0.0000,4190.5685,-2687.5561,3275.8323,6505.6229,3290.5575,5967.5902,-1329.8570,-5496.1635,-4608.5709,3913.4804,1818.4815,1926.1638,4377.2652,4750.9743,5055.5478,4136.3971,2254.3918,-456.8196,-80.4750,252.5844,4332.8607,-6660.2656,5813.0654,2233.6935,-20.2661,3115.3561,-2770.4814,3238.6582,-6498.4661,-5468.2528,880.1718,5286.1915,-353.7944,-215.6167,-1495.3208,3749.2576,-1419.6090,720.4922,-6015.7822,-4858.2524,4274.0459,-5212.7516,-5668.9860,1285.1955,3090.3690,-3019.8533,4001.6377,3630.9872,4456.3209,-41.2525,5616.3671,-4002.4659,1470.1772,-1190.4745,-1431.0810,5884.7759,-3510.2343,1791.0505,5309.6657,-376.3224,345.0800,-1675.3221,-4776.4386,3324.4753,1504.9189,2504.3430,6176.9235,-2945.1355,-4901.8236,-2682.6280,-6237.1245,0.0000,5989.6930,-2703.6624,2620.2858,-3836.0804,4936.2781,-4572.6100,-5144.2679,-6674.4463,0.0000,4301.5028,-6088.8603,-1795.1001,4796.0785,6222.8049,-2853.8938,-3606.9735,377972.8779,364393.7014,371426.8050,368867.7408,360367.7253,362194.1010,364342.8342,367107.5394,-15556652.4164,-15569814.8978,-15531194.6883,-15540121.8946,365787.0921,-15537499.4411,-2248.8237,-565.4887,4438.4382,-3286.7884,-4664.5182,44.9927,-316.5373,-5879.4554,-2783.3268,4839.0724,-6824.7262,0.0000,3260.8682,3129.4610,5012.0054,-651.8611,-1227.0183,-466.4743,-5026.6799,-3788.7348,4478.6073,2070.8316,-4425.7215,-5451.0625,4067.4017,1467.9464,417.1364,-145.4558,-5223.6870,-5881.8696,4636.6018,3252.4897,-5247.4608,1610.3193,2284.1181,-6337.8676,-4140.8663,-2700.3986,3910.8952,-3972.2169,1377.1179,-2373.1072,5121.0135,-2261.2436,-6283.9413,-5707.3157,6410.1381,-5526.4197,-5596.4697,4159.1697,2850.4299,2538.0613,2725.0270,-141.7750,-1951.0029,-6654.1190,4154.6920,-5336.9290,-1219.1100,-5527.6993,-2757.7057,3764.8720,-15.7606,-3731.6312,-6099.1213,5240.5661,-5207.5325,3397.0640,4850.1609,-3778.1132,-346.4566,-6809.3446,-6851.9774,5985.8671,4764.6539,5484.5182,-4980.7123,368.1783,-2680.6660,-2836.3160,4837.5968,4184.4638,807.3147,0.0000,-580.0133,-6367.9022,-5405.0560,4736.0371,-4553.6231,211.9592,-731.0840,-1803.0581,0.0000,-853.2988,-961.7657,6572.7671,-2683.2502,-1924.9386,-3374.6813,-3574.8362,-4595.6560,-13121.2775,-16212.0318,-13062.8047,-11310.8437,-13733.2082,-20039.1921,-15704.0813,333035465.7546,333012447.8175,333036344.1170,333031764.7455,-16711.1320,333040212.3005,1673.9438,1356.9088,4509.0580,-5245.6724,2240.6697,-2827.5678,4708.6255,3057.3282,-1555.6621,4649.2381,1030.7101,0.0000,4467.6588,-5507.5816,3264.1003,-1946.5101,5958.4279,-3504.5224,-4505.6949,-1498.1225,2542.1723,-5211.4722,-5031.2488,3713.0971,-3315.8222,-4588.3053,-4711.4763,5517.3711,-3713.1649,3567.3427,-4907.0608,-6066.0398,509.2674,933.7603,-2938.4355,-1629.1751,-5484.3332,-5140.0265,4956.1852,-4683.2027,2028.6373,3501.3690,4418.3699,3799.4141,-3058.6210,-3886.1115,2076.2389,1746.1879,-3833.7577,-5448.3899,-1631.9721,-4268.2937,-4719.7369,-4521.1983,-3311.2604,-1206.7309,4372.6094,-3166.9458,5450.1277,-2038.1304,-4516.7747,-5790.8482,-4024.9172,4254.6553,-2663.7755,4212.0891,4321.7132,921.8280,-3114.5186,-5505.8834,4243.6123,-844.3377,1178.8044,2573.9568,-1395.1116,-2481.4560,4502.3629,-6482.6213,-1694.7603,-5348.4529,-413.8275,-4757.8885,2797.5697,0.0000,3353.7623,61.7168,3203.9226,-3239.9791,-1505.7275,5125.5373,4436.7435,384.8761,0.0000,-5413.3893,-3133.9266,139.3862,4195.4141,2294.1907,5275.5314,-4546.1196,160270.4982,155536.9106,159250.0848,157128.5494,162559.7348,155823.6971,148049.7071,156260.9093,-30279423.6618,-30296041.8081,-30289340.3946,-30283434.7728,156868.1496,-30274130.7976,
