sl_100_5400_20301128 Coordinates.csv
2030/11/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:32 2024,
Start: 2030/11/28 07:47:00.00, Stop: 2030/11/28 09:17:00.00,
TIME_UNITS,STARLINK-3880 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-5524 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-31675 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-5524 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-5524 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4498.6493,-681.4849,-2157.8397,0.0000,4437.4555,4945.7205,-5444.2198,-4625.9450,-4598.4232,6705.4309,-6893.2593,-4370.6620,4323.3121,2653.6141,-6821.2502,6534.6446,-4439.5892,-4403.2291,1272.7909,-3033.4000,-6499.1358,1275.1203,-6473.1771,0.0000,-1310.9527,1198.9291,3554.0931,3607.1187,-2409.6692,-4777.4373,1831.8135,2342.4174,2835.6921,-2399.7300,1364.9671,5295.1066,-1949.3121,-1905.9427,-4510.6621,-3713.4472,-237.8495,2057.6749,2883.4151,-4107.2970,-6152.3735,2471.9210,-4334.4857,4732.1151,4065.9528,-4918.7954,-4117.4002,-6637.0129,-6391.2477,-679.2172,2415.3628,-3594.6890,5228.5153,-2528.5278,5530.7143,-1456.9552,3502.3024,-2790.7379,-6066.3758,1338.3145,-2559.1229,-3804.4385,-5365.1263,5312.1846,5646.5425,-4583.9025,-2916.8259,-2338.1742,468.1808,0.0000,-645.4114,0.0000,-102.1164,6399.1562,-2759.5029,3863.7812,-1851.2056,6579.9200,-6825.6541,-1481.7032,-922.5741,-5716.2433,4717.3085,-6697.6563,3393.7150,0.0000,2522.9430,2090.6863,1084.8840,464.3428,3773.1841,-5960.4740,-2426.4144,-6335.0863,-1207.2304,1507.5419,96544.3453,84036.4989,94187.8058,98023.6761,98351.4473,95886.7617,90265.1642,94648.5520,-281374624.2173,-281351718.3643,-281375037.5085,-281369266.2538,94043.4916,-281360940.3826,3824.2280,-4978.6045,5695.4337,0.0000,3860.3555,-2978.8854,2230.0841,-1949.3190,4326.0635,-1143.2524,153.1371,3413.0606,-2760.9830,-4546.8594,-680.1648,2278.3028,5065.3726,-4963.2892,-6651.4092,6134.3904,-658.9494,5474.3727,-691.6158,0.0000,4491.1393,-4561.8826,-5638.9272,4851.4913,-4452.3005,4912.1243,-5261.6692,-437.0767,2450.7647,4983.0907,-6376.7957,-3663.1852,4745.7048,-3735.4032,4519.9897,-1216.7972,5199.4296,5154.8747,5356.3762,422.8839,1421.4899,-4401.3784,1740.9683,2850.1415,-5250.2371,-1239.0989,1493.0504,1450.1732,-1001.7585,6853.8158,-3385.7721,5539.5200,-254.4697,-5138.7338,286.9204,6037.7205,2271.2220,-4552.7760,-2246.5599,1990.4524,3260.6445,3237.3248,165.4793,-1543.3370,-543.4859,-5005.3054,2842.7448,4502.2565,4615.6827,0.0000,-6644.1145,0.0000,5057.9142,-2576.4365,-4628.6266,-1386.8259,-5350.2450,-274.9143,332.3410,6251.3519,-4016.6077,-3502.0031,-4718.3252,-737.7467,-4692.4600,0.0000,3561.4734,4776.9551,-4237.6938,6788.8402,5719.1118,2334.9636,-4031.0974,2191.6730,-4198.4080,-4743.8152,324227.7161,347900.9105,325215.1749,328683.3233,337428.2860,334913.2148,331658.2080,331623.1304,1580023.3011,1587480.5233,1610968.7019,1588702.7227,330821.9858,1589158.2942,3520.0305,-4678.7326,-3130.4677,0.0000,3622.3299,-3819.4712,-3541.5892,4708.6860,-2852.1913,1225.5411,-327.6195,-3933.1830,-4639.3526,3981.5114,-39.9708,-62.5747,-1247.1181,-1545.1895,-1366.7053,-391.9258,2087.8100,-3917.5149,-1821.3324,0.0000,5014.2306,5020.2545,1944.6425,-3207.4760,-4716.3359,-873.8624,-4127.9525,-6540.4933,-5854.6310,-4247.7192,2087.9201,-2337.7319,-4484.2469,5427.2600,-1728.4837,-5755.9306,4473.3648,-4136.3601,-2936.9367,5494.6076,2651.5196,4579.3421,4961.5434,3912.5570,1872.3441,-4700.1275,5206.2231,655.7010,-2392.5189,714.6691,-5481.1349,2126.0792,-4490.0555,-3807.1342,4137.5687,2967.0829,-5407.2877,4267.0935,2482.6969,6472.5029,5635.6338,-4655.4917,-4248.8934,-4078.0623,-3808.7843,-1487.6919,5411.2423,-4417.9059,4755.8994,0.0000,-1363.7077,0.0000,4660.4358,658.7875,-4076.2989,5471.6520,3942.1975,-2378.3665,458.7961,2267.4138,-5235.2524,1650.0095,1031.8668,1087.3475,-3830.5867,0.0000,5420.6831,-4607.3199,-5031.3070,120.9926,367.9519,-2513.0776,-5025.5302,1042.8724,5197.3033,4609.6925,-113662.4087,-119216.0039,-113398.7736,-116160.3156,-110453.4926,-116491.4384,-124673.8712,-114395.4250,-652466.1931,-686319.5851,-662786.4918,-674368.6930,-115903.1544,-664577.5572,
300.000,4594.3633,-2464.4083,-468.0036,0.0000,4563.7970,4281.0233,-5065.0651,-5884.7353,-2833.5669,6387.2533,-6438.0411,-2522.8922,2790.8070,513.5225,-6582.9918,6014.8213,-3067.8069,-5370.1924,78.1495,-1494.0487,-5769.4920,2517.3229,-6735.5195,0.0000,785.3456,-448.4563,3141.9615,5164.0564,-4187.9771,-5028.7772,-254.5032,1922.4010,2506.1816,-2104.1680,-82.0969,4779.5429,-73.8893,-3549.5372,-3009.3740,-5321.3642,1497.1235,3941.6533,4500.9468,-3576.4425,-5997.7477,629.3289,-2686.6966,4543.4417,2570.1688,-5327.2028,-2657.9167,-6122.6994,-6862.2739,866.4258,439.9658,-2492.4322,4503.3474,-4108.5193,4830.9805,121.5498,4219.4307,-4111.0964,-5873.4965,1548.1569,-3989.4971,-2247.6863,-4156.0302,5063.1212,6085.8736,-5284.5461,-1364.3246,-282.0699,2360.9773,0.0000,-1870.2482,0.0000,1667.2873,5392.5795,-3539.6377,2913.5065,-3362.3168,6683.7632,-6294.7037,-284.3719,-2861.4518,-6438.4546,3390.6113,-6769.9868,2106.4445,0.0000,3792.9536,3867.9013,-1076.8692,1945.2966,4793.0672,-4596.9478,-3522.9993,-5333.9411,-2932.5309,-647.2801,89983.8083,76777.5438,87099.4012,90825.3759,91397.7723,88892.8594,83346.3987,88127.7686,-281337717.4958,-281314473.3203,-281338634.4722,-281332033.9164,87100.4052,-281323965.6022,1990.0023,-5381.8992,5199.3384,0.0000,2013.4072,-4711.5581,3998.1899,-616.0202,4964.4168,-2626.6977,1343.9144,4403.8326,-4278.5541,-4837.0227,552.1542,2563.7093,5381.8690,-4179.8865,-6892.2273,6416.5499,711.1146,4002.9021,552.4533,0.0000,4059.6887,-5582.5876,-6193.2259,4059.5799,-3265.0615,4527.7726,-5137.4844,-2571.6261,357.5199,3310.6080,-5801.4499,-4870.3158,5634.2743,-2291.6518,4848.9859,-434.2475,4130.9310,4718.3810,4781.6727,2533.3007,3068.5034,-5437.7770,3113.8829,905.4304,-5386.1260,846.1271,3120.2195,2882.4869,222.2114,6511.5856,-4304.6671,5089.4114,-2278.6269,-5010.8383,-1691.9882,5356.8614,201.5330,-2869.0025,-439.3882,4005.7092,4071.4606,4728.1991,1752.7379,-3460.4010,-2079.6684,-3494.5161,4352.7176,4270.4744,5023.4770,0.0000,-6533.5221,0.0000,3980.4094,-3790.1533,-2799.2842,-3343.3581,-3932.9936,-1863.7494,1518.9231,6790.8189,-2939.1316,-2493.6297,-5148.9999,480.3706,-6025.3594,0.0000,1806.1113,4706.2501,-3846.7413,6366.4639,4533.6972,3223.8672,-2202.6381,3153.5439,-2851.9547,-5059.5571,326089.9673,349638.4957,327144.2741,330587.9084,339410.3445,336681.7759,333634.4456,333469.4842,-4565922.6836,-4558504.1594,-4535397.6141,-4557875.9443,332753.3134,-4556826.5582,4707.5819,-3477.7831,-4433.1698,0.0000,4775.7331,-2718.1134,-2345.2306,3519.8014,-3915.1918,-314.8838,-2100.4849,-4523.9506,-4662.9805,4460.5244,-1837.0410,-2275.3373,-2926.7996,268.3565,444.9086,-1897.4045,3634.2660,-4958.4499,-15.9303,0.0000,5470.3088,4014.1361,-161.2409,-1915.2479,-4435.3478,1373.9602,-4650.3272,-6175.5872,-6474.0158,-5766.6594,3631.8763,-581.2466,-3830.5135,5402.9944,-3348.2646,-4458.5413,5270.6276,-3179.7406,-1578.9573,5295.0531,1243.1318,4061.9440,5432.4528,4933.4113,3458.3530,-4327.1348,5429.8231,-901.2813,-645.2181,2184.2551,-5348.8709,3996.5754,-4700.1921,-2300.8233,4645.1737,4317.7824,-5368.1038,4645.7443,3646.7049,5405.7149,4060.2664,-4382.9791,-5150.1325,-3100.6698,-2304.6956,-2854.9763,5006.8165,-5190.6208,3654.9517,0.0000,460.1571,0.0000,5354.8591,2133.7311,-5029.2974,5208.5959,4561.2834,-937.8234,2225.5535,503.5359,-5250.2981,-146.9949,2745.7724,-740.1363,-2731.5241,0.0000,5548.4512,-3361.5228,-5337.9269,-1422.8159,1874.9175,-3972.7767,-5488.9906,2755.7863,5418.3208,4473.3583,-113551.8686,-119179.9046,-113341.5236,-116256.4865,-110386.6480,-116141.6159,-124660.3348,-114525.6770,-656295.5003,-689766.6795,-666873.4003,-678194.1191,-115845.0720,-668358.9367,
600.000,4275.0797,-3971.4614,1305.9466,0.0000,4286.1321,3224.8993,-4200.0673,-6564.3294,-785.5035,5443.2432,-5339.4741,-425.8858,1018.2212,-1687.5970,-5674.4665,4847.1373,-1360.6919,-5778.6316,-1129.4193,211.1289,-4465.6389,3556.0721,-6278.1155,0.0000,2822.3211,-2014.3546,2408.0081,6193.0746,-5577.3543,-4711.3355,-2329.2163,1389.3262,2006.5078,-1509.4023,-1557.8936,3778.4169,1782.8595,-4872.1097,-1143.8727,-6404.1851,3123.5577,5433.3557,5636.8476,-2743.7938,-5247.1823,-1249.6328,-793.4107,3925.1694,792.0274,-5255.1495,-965.6949,-4982.9044,-6644.5678,2348.2938,-1551.2220,-1095.4805,3377.1837,-5257.1339,3697.8139,1727.8731,4559.8852,-5056.1677,-5136.0348,1513.0478,-5033.2536,-496.7249,-2556.1935,4337.9629,5911.3305,-5501.2711,286.3745,1825.6862,3963.1641,0.0000,-2905.1559,0.0000,3310.7415,3857.0029,-4001.2478,1720.5192,-4581.3394,6162.3384,-5118.3344,936.6747,-4512.7581,-6517.3926,1681.0636,-6140.8501,642.0011,0.0000,4745.5953,5250.9886,-3135.7548,3240.6015,5348.6473,-2766.4888,-4322.7930,-3762.9071,-4391.6749,-2725.5431,83384.6466,69483.1303,79971.3570,83570.0701,84402.1162,81857.9336,76386.0062,81497.4689,-281166579.3174,-281142993.3720,-281167984.6830,-281160531.3573,80117.6162,-281152757.3725,-65.7548,-5268.6958,4206.9782,0.0000,-52.8818,-5978.7901,5355.9613,741.6489,5158.1989,-3856.0078,2424.0576,4985.8348,-5411.4445,-4630.0983,1748.9236,2538.4939,5173.3997,-2957.7227,-6444.2061,6064.2756,2047.6129,2141.7873,1737.3734,0.0000,3274.3613,-6070.1497,-6117.6383,2875.3107,-1798.6801,3657.4716,-4559.7629,-4458.0238,-1791.3960,1313.1519,-4650.1926,-5573.2248,5974.5418,-662.1364,4659.9509,335.0051,2684.6254,3852.1147,3717.5062,4398.1582,4397.1374,-5948.7579,4216.9656,-1160.0392,-5012.8550,2833.4955,4466.7493,4029.9874,1416.5984,5540.2855,-4843.5070,4154.1525,-4097.8404,-4396.7921,-3529.9523,4164.5500,-1867.3052,-917.3837,1434.9179,5595.0339,4407.9675,5766.4090,3208.6230,-5021.3307,-3379.0382,-1634.9876,5438.2314,3635.2640,4902.8059,0.0000,-5739.8135,0.0000,2545.6263,-4655.7151,-676.7733,-4978.0670,-2151.9459,-3269.0901,2575.2839,6623.1024,-1590.3137,-1234.4039,-5053.5543,1657.2054,-6780.8507,0.0000,-89.7836,4210.1186,-3091.0606,5289.7741,2884.9386,3832.2814,-177.3863,3813.7870,-1253.6722,-4895.4924,327826.7918,351223.8432,328929.3437,332346.0625,341246.1094,338282.9012,335466.0222,335135.2791,-10709498.4822,-10702103.8385,-10679409.6469,-10702067.6456,334538.9725,-10700437.9626,5379.1592,-1893.9728,-5244.7941,0.0000,5413.2072,-1324.5425,-890.4995,1946.6351,-4558.8789,-1821.3176,-3645.7157,-4602.6365,-4185.0775,4390.0624,-3430.8939,-4243.5705,-4282.1835,2051.5652,2208.3123,-3192.8779,4778.9766,-5451.2011,1791.2791,0.0000,5323.5550,2571.1055,-2250.0009,-409.7838,-3677.6829,3472.8327,-4676.3056,-5160.2756,-6409.2762,-6681.5240,4772.5173,1239.7791,-2745.5804,4783.6472,-4556.8239,-2689.5724,5488.0435,-1881.3623,-38.2572,4515.9112,-303.2238,3088.1544,5293.3020,5388.7400,4668.8638,-3488.2739,5040.9068,-2357.2261,1172.2657,3418.9779,-4632.5334,5440.2116,-4400.5080,-542.1790,4652.2477,5196.8401,-4730.4063,4506.8915,4419.8765,3755.0109,2062.9432,-3620.4400,-5480.7899,-1782.7940,-542.9279,-3918.8891,4029.6721,-5358.2526,2110.9442,0.0000,2232.0532,0.0000,5464.1588,3379.7734,-5402.9286,4367.1789,4685.7684,600.3153,3745.0781,-1317.1138,-4636.2245,-1928.1013,4141.5705,-2484.6756,-1341.4172,0.0000,5091.0149,-1760.0186,-5006.1360,-2805.7621,3174.5751,-4997.7186,-5354.5267,4153.8027,5024.3831,3827.4609,-113443.5349,-119143.5360,-113288.9528,-116350.3075,-110322.4204,-115790.1263,-124642.3441,-114751.9704,-660130.1027,-693207.2378,-670960.4746,-682001.1714,-115786.9022,-672140.1566,
