sl_100_5400_20300420 Coordinates.csv
2030/04/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:35 2024,
Start: 2030/04/20 07:47:00.00, Stop: 2030/04/20 09:17:00.00,
TIME_UNITS,STARLINK-4317 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-3394 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-4535 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4845.6274,3129.1787,4371.8831,6116.3153,577.6427,-692.5357,-4061.0865,5604.3051,83.6287,526.4429,-4812.5268,5154.6472,-3894.0759,5504.4904,-1163.2471,-2837.6057,-5846.1648,3946.8630,-4687.7412,-6055.9915,2418.0280,-2481.4133,-5714.5295,-4393.9448,4749.9935,-2585.8029,-2236.3323,4855.7611,-229.1893,-5511.0389,-776.0700,1091.9012,5692.9041,-3141.3337,4229.7934,6580.4541,6131.0876,-216.4460,2193.8658,-4348.6544,-6775.2419,-1940.7379,-4378.0987,6445.6252,2885.8358,6272.6217,4500.4901,-5762.4394,-1022.4739,-4564.7960,-1985.4194,2669.1899,-5627.5934,2685.0887,-3452.5709,-4808.6216,6299.8428,6171.7371,2375.1524,-5157.4059,5755.6482,6196.7307,2630.6258,-1073.9552,-86.0025,-3722.6736,-2092.3360,-882.6381,902.0844,6726.2730,4169.5229,-4280.8202,-541.8709,-1276.7725,-2402.0468,-6190.5982,-66.9152,324.5191,-3104.4351,-5324.1704,-437.8947,-1441.2957,1159.2107,-946.0082,-4484.4779,2235.0059,4955.9704,5283.0254,-6642.3404,-3957.0932,-2054.5604,284.2419,-4624.2706,757.4734,4173.8654,-1657.5533,4992.6609,4145.8410,-634.6112,-2498.2351,-27350.6895,-25966.2125,-18146.7939,-22466.1880,-27443.3799,-24567.7889,-17730.2841,-19285.3963,-112920197.3945,-112905393.2967,-112915594.4541,-112900655.2648,-20227.5204,-112908172.7265,2617.0830,4023.4589,3727.7428,-251.7910,4100.3736,5684.6198,-671.2213,-3591.3509,4422.2416,4184.9461,-4221.2359,3058.7114,5721.3276,-3145.9991,-6772.7747,3063.1063,-1446.3067,-4531.2206,4978.0605,-2206.0763,-6201.1886,3349.4929,699.1438,-3043.9401,-2910.6651,4927.6357,6412.5715,-3708.4530,-5546.3168,1456.8721,-4362.5689,6707.5820,961.2745,3079.0280,-542.8164,-1902.9078,-3172.1822,-4985.5894,6571.2517,-5109.7308,-1263.9163,-4968.7401,5183.4027,-1530.3786,-5164.4689,2560.3849,1862.6369,1203.7768,-2142.8378,2308.8731,5779.9992,4972.0630,2534.6559,-3274.8837,-5422.0080,-1151.8261,-2191.3381,2805.1344,52.6839,3394.6433,2626.8601,2694.3651,3931.0921,-6085.0437,4943.4458,-2821.4763,5016.9158,-4099.8717,-4901.7481,82.2493,1274.2207,3243.9488,-5247.7970,5948.0563,-317.8071,-3036.5787,6831.2369,-2651.4842,-3913.6313,3159.5329,-2696.1324,2131.9380,1083.8471,1139.1520,-2237.8401,-6035.2086,2523.0808,-920.4572,19.2725,-3839.3278,-5094.5803,4430.4875,-2046.0031,6260.4007,2171.3881,-5788.3444,1355.1630,-4501.4839,-6894.0139,-3697.3100,-317016.2365,-336110.4587,-328352.3162,-329144.3622,-336155.3130,-335717.3983,-336372.5715,-335134.5594,335825312.8760,335785860.0763,335809536.2346,335814547.8964,-333616.5859,335810640.1559,4224.6206,-4647.1601,3879.7915,3142.2382,5533.9076,-3527.2974,5470.9109,1778.9152,5361.5659,5325.5896,2385.6836,-3336.5997,215.5351,-2709.3534,480.2572,5488.4589,-3410.0916,3110.5181,-876.8370,2287.4345,-1743.1088,-5468.5896,3948.6414,-4087.7826,4122.2200,-4055.3202,-1399.0594,3227.9636,4114.4983,-3780.7203,-5295.4760,354.7090,-3825.0333,5305.7756,5423.0541,149.1801,941.4372,-4720.0798,833.8603,1711.1229,-594.0377,-4391.6517,-865.2563,-2010.1871,3113.3027,-1507.1650,-4910.3418,2987.1928,6515.0508,4550.5895,-3063.3018,3579.3921,-3197.9134,5446.4642,-2418.0988,4604.5711,1349.4705,-890.2844,6516.9268,-3084.2882,2767.8422,1504.6679,-4979.1676,-2872.7254,4679.6022,-5035.6973,-4217.6373,-5513.1920,-4642.1111,75.2127,-5136.6045,4361.9170,4433.2098,-3161.1673,6486.1838,-737.2748,-1447.3581,6368.7672,-4662.3673,3066.4933,-6385.1996,-6433.0268,6716.3647,-6787.8059,4686.3448,-2429.3521,-4145.7441,3877.7211,1843.8415,-4187.7440,-4017.7177,5266.3219,-4678.1878,-2671.7647,5032.1668,3323.7459,4570.9039,3021.3316,154.7522,5235.5070,-130353.0060,-135882.0062,-131158.3111,-133143.0769,-127937.8480,-134929.1084,-142266.6527,-133882.8250,90931454.8526,90906545.4854,90957874.3588,90929357.3622,-133543.0792,90939037.6761,
300.000,5514.6528,4527.3055,5526.5667,5000.1529,2685.4524,928.7286,-4116.3460,5038.6687,2090.2940,2529.9074,-6005.6337,4946.2907,-2442.5266,5159.9764,-2271.0071,-1292.9782,-6568.0742,3198.9747,-3413.3092,-6733.9504,957.5564,-832.8616,-6704.7520,-5807.1206,3054.0812,-665.4703,-581.9980,3102.7688,-2150.1310,-4017.4160,-2612.1047,2215.6792,5154.6720,-2029.5784,4215.1631,5868.8622,4964.1582,-1968.3991,3456.5458,-5547.5643,-6806.9968,-3567.2644,-3368.4268,6180.4000,1097.0084,6078.4934,4231.5728,-4397.0825,-2985.5403,-2774.9486,-68.0200,4236.0785,-5198.2512,1199.6167,-4692.9601,-5121.7820,5185.6860,6567.0458,2433.7483,-4780.2281,5412.2617,6214.6377,4481.0813,-2596.6745,1646.0913,-5296.3439,-164.1530,-2967.6195,-1258.6682,6354.1772,3943.0947,-2498.7938,-2229.8760,-31.7642,-4050.6424,-5865.3697,1468.5578,847.7033,-3789.7288,-3720.9230,-2420.3855,-3179.7694,1437.3403,-857.9598,-5823.6644,679.9372,6083.8099,5238.5285,-6777.9304,-4751.0782,-3543.2779,2284.7837,-5391.2117,1979.7304,4156.2807,-3411.0205,5621.7487,3084.5420,-2086.6649,-4380.8358,-20810.9407,-18812.5635,-11041.0582,-15312.1068,-20489.2139,-17479.8495,-10807.2095,-12450.4596,-120224502.2230,-120209164.5051,-120219854.2169,-120205090.2609,-13249.5760,-120212392.4275,3567.3359,2376.9082,3689.9764,-1611.4795,3644.4118,4731.4508,1507.6574,-4702.4582,3614.0303,3279.9939,-3123.4349,1270.9930,6242.4337,-4460.2172,-6102.2274,4534.7043,168.3805,-5785.0224,5397.0322,-1086.3900,-5935.8322,4687.7402,310.1612,-2102.9791,-4135.2287,4633.2546,6326.1961,-4555.7406,-5763.9512,2631.5716,-3213.7575,6066.9683,-1009.5499,4787.7122,-2629.7668,-2952.3817,-4267.1174,-5547.5716,5612.2133,-4142.1511,-51.3393,-3585.6611,5872.9010,-3072.6653,-4908.0286,1142.7781,-223.8909,2376.2538,-1190.7371,3325.2444,5508.4563,4760.4377,4202.4840,-4757.4288,-4967.3817,989.7839,-3444.4481,1651.6777,-2126.4318,4766.9216,989.7735,1020.4844,3385.0340,-4934.1044,5605.1928,-1679.4983,4570.5158,-3681.7400,-5026.2365,-1139.3715,-907.1585,4411.2411,-5722.0844,6684.7412,-1487.8434,-3374.8214,6218.2893,-473.6939,-1946.8383,3816.7764,-3293.1933,3103.1674,3217.6043,-1137.9017,-978.6319,-5620.7920,954.2584,-2876.3754,1268.8945,-1893.0130,-3601.6512,4739.5804,-62.7531,5124.6575,37.6773,-5606.5816,-620.2054,-5852.6766,-6386.2061,-2976.5883,-317514.0225,-336302.8592,-328758.6538,-329599.2664,-336536.4003,-336009.2272,-336726.3475,-335580.1877,333280335.4170,333241156.2292,333263935.7807,333270109.9387,-333958.2988,333265626.9543,2254.6753,-4629.2280,1987.4976,4440.4087,5223.9680,-4689.9611,5259.2420,-16.9182,5556.9737,5384.6867,934.6003,-4581.0195,1728.2490,-998.0925,2242.6044,5033.3567,-2172.1290,1455.8856,-2601.1505,525.3358,-3347.8553,-4960.5382,1930.6650,-2669.8604,4646.6559,-5050.4568,-2780.6418,4165.4212,3149.3397,-4871.4903,-5524.6099,2135.8951,-4514.1015,4525.5288,4788.6663,1938.5704,2384.9588,-3538.5613,2287.2316,197.4785,1219.8263,-4707.3433,957.6726,-521.4948,4401.2988,-3150.8795,-5466.3821,4309.0713,6145.8671,5301.1907,-4048.8154,2020.9134,-1904.1349,4852.2900,-671.8990,4294.9505,2743.9368,935.4421,6139.1336,-1428.4600,4170.0081,2869.8504,-3952.1014,-3918.4771,3499.1575,-4036.8574,-5140.2661,-5061.4335,-4420.2242,1884.3662,-5386.9339,4708.0634,3130.8643,-1515.3612,5417.8089,1503.7052,-2819.3995,6836.1120,-5342.7092,4392.4121,-5613.7686,-5314.5077,5934.9742,-6799.5786,3498.1076,-3908.5806,-3191.0715,2846.2297,56.1429,-4667.1321,-4559.9048,4447.8245,-4287.6254,-4091.0008,5493.1456,2063.0203,3959.9942,1684.8621,1671.3013,4392.3335,-130404.3648,-135848.6926,-131171.2187,-133352.0193,-127954.0084,-134681.2791,-142364.1432,-133483.9891,90937259.5665,90912096.3944,90963543.8635,90935168.3844,-133582.6951,90944634.8327,
600.000,5566.6269,5514.3988,6103.8699,3397.9550,4532.7438,2494.4872,-3810.7000,3965.7560,3919.0573,4294.5406,-6586.7105,4278.3285,-739.8103,4304.6558,-3175.3287,335.5886,-6657.7035,2127.1176,-1777.0963,-6717.8480,-631.1975,857.1317,-6979.3140,-6590.9679,1079.5107,1348.8473,1151.0287,1045.2878,-3842.7768,-2127.1586,-4224.1966,3132.2384,4152.5874,-763.4803,3832.5819,4550.1423,3315.2729,-3492.4311,4412.3453,-6205.7509,-6162.8478,-4879.1750,-2002.4804,5315.4231,-843.5800,5304.3031,3602.3995,-2539.4405,-4675.7053,-718.0608,1880.3158,5321.9404,-4284.2713,-359.6827,-5450.4200,-4939.8690,3536.2734,6288.2421,2325.8154,-3936.8859,4561.7894,5644.6812,5872.5624,-3890.4633,3177.0181,-6344.5619,1810.3733,-4762.1498,-3283.4420,5293.9704,3355.3450,-492.7414,-3668.1807,1199.3721,-5219.7764,-4909.8339,2890.9109,1183.3837,-4146.1418,-1739.9800,-4127.3518,-4614.1473,1475.3284,-582.9313,-6582.0587,-978.9857,6636.2252,4634.4266,-6232.7620,-5128.2074,-4707.7791,4034.2542,-5661.5278,3045.1622,3783.5612,-4813.1586,5731.3694,1725.8189,-3351.7421,-5825.0904,-14261.7415,-11653.7405,-3930.1719,-8140.3944,-13527.6426,-10374.3430,-3878.2034,-5666.5824,-127471505.9978,-127455645.2225,-127466785.5735,-127452257.2266,-6266.2003,-127459309.2651,4155.9852,526.5953,3298.3233,-2855.6570,2885.3784,3299.1121,3526.1733,-5340.3039,2509.7966,2088.3802,-1717.6408,-675.0389,6165.7849,-5318.0326,-4813.8894,5587.5709,1747.2709,-6418.1458,5296.7077,139.0799,-5092.6503,5589.6328,-138.7536,-965.7724,-5000.8925,3923.7950,5642.2097,-4997.9260,-5442.5901,3589.9853,-1795.7882,4788.6354,-2906.6787,6031.8881,-4442.5995,-3720.8496,-4975.4702,-5575.4009,4116.2095,-2773.2764,1180.1306,-1882.7656,5963.4230,-4311.2286,-4153.1491,-417.3266,-2306.1985,3328.0602,-192.7166,4059.8961,4711.9528,4043.4207,5456.1789,-5795.0730,-4012.6947,3015.2304,-4370.8272,317.5430,-4082.0709,5651.7401,-779.8194,-774.4784,2540.2741,-3293.6556,5710.4902,-411.5985,3713.9465,-2957.1982,-4680.0705,-2259.7423,-3001.6899,5190.7449,-5646.4203,6740.1488,-2561.4441,-3326.0165,5023.4568,1773.5534,212.5238,4142.9736,-3623.8002,3675.2838,5013.1298,-3287.4438,341.7564,-4666.2006,-679.0012,-4496.2788,2390.3433,229.2518,-1763.1011,4618.4635,1904.5550,3475.1302,-2108.6509,-4883.8651,-2512.7533,-6605.1526,-5255.9223,-2005.6905,-317878.3203,-336338.9683,-329020.9444,-329915.3505,-336772.5284,-336143.0406,-336936.5515,-335768.4238,330576501.6519,330537608.4793,330559481.1613,330566802.7165,-334154.1376,330561760.8233,44.5408,-4109.3128,-117.3046,5253.0340,4351.6519,-5304.9301,4465.1285,-1810.9364,5164.0813,4833.6733,-620.9759,-5320.6822,3055.0745,821.8767,3760.0462,4032.6558,-700.3701,-366.1099,-4042.5816,-1295.3319,-4586.6109,-3909.7477,-289.5308,-939.6642,4674.1014,-5495.5195,-3864.9335,4653.1397,1844.1319,-5421.0692,-5157.2015,3675.2156,-4719.4926,3253.6548,3635.7443,3512.8054,3576.2683,-1967.9858,3500.3176,-1337.3978,2902.0618,-4515.2449,2673.7065,1023.3035,5165.7196,-4457.8739,-5435.1307,5099.5489,5122.5307,5464.4626,-4583.2340,221.6567,-408.0314,3732.7750,1148.3315,3490.4271,3827.8439,2656.6662,5108.5170,382.4586,5120.9431,3926.3810,-2490.5037,-4523.5908,1924.1031,-2594.3519,-5501.7105,-4067.9715,-3700.4958,3472.7844,-5011.5861,4548.3544,1487.8391,298.2637,3769.8200,3583.5853,-3896.2306,6567.0543,-5428.0358,5243.8261,-4246.4218,-3627.5444,4512.5966,-6092.0170,1924.4699,-4960.3885,-1895.4945,1465.9259,-1737.6969,-4646.0984,-4587.5213,3145.2667,-3430.1468,-5057.0946,5356.8672,576.2832,2920.5965,159.4972,3008.1391,3069.2701,-130455.8458,-135811.5424,-131188.6137,-133561.7500,-127972.9386,-134429.0549,-142457.0469,-133092.4133,90943067.4408,90917648.9700,90969204.6077,90940996.7463,-133622.2071,90950231.8146,
