sl_100_5400_20300705 Coordinates.csv
2030/07/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:49 2024,
Start: 2030/07/05 07:47:00.00, Stop: 2030/07/05 09:17:00.00,
TIME_UNITS,STARLINK-4425 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-6246 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-30854 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-3533 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-1452 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-6246 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-3533 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-6246 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-3533 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1617.9408,0.0000,1594.6047,-4309.9852,3315.9996,0.0000,-5203.2101,-2100.4927,-126.5003,-5754.0443,2037.8200,-5698.5265,-4356.7818,4460.4246,-1121.2853,-5222.3876,1984.8237,-6129.3609,6632.8608,251.3207,2355.6651,-5792.6771,-5440.6781,2882.8600,6155.0653,-3201.0120,-2997.2582,5996.9754,508.9441,5183.5588,-4989.4304,582.0848,5542.9238,1285.8330,4144.5988,1018.8389,-741.4361,4887.9813,3599.5763,-5490.8219,-4898.3392,-4848.2802,-1616.9204,3651.8305,2459.5649,303.6879,0.0000,4824.7533,-3595.3011,657.6204,-4762.8042,-4308.0407,-4205.1548,140.3521,-1503.2005,5362.5867,2774.5267,0.0000,-6214.4532,6553.9890,-870.2464,3971.1009,4384.6629,1052.3980,-1893.1907,-5427.9345,-4816.0610,-6339.0646,6173.0313,0.0000,-1757.3389,-4105.8324,4767.4696,-2832.2760,4636.2045,-3832.8783,-3345.7188,-4927.4127,2062.7468,4903.1693,-6607.0872,-4039.6348,787.3317,-1671.7098,-1246.2843,2820.2357,6722.7177,-6077.3845,1399.6162,-5081.0802,5950.7680,3555.3485,5607.7717,4367.5488,-3923.3992,-5595.3446,702.0621,4253.3110,-559.2932,-634.6079,140995.7939,168016.4039,154729.7179,154140.5445,159411.7560,159822.2013,162299.5313,160566.6026,-210914739.8475,-210875356.6610,-210888543.4351,-210893746.1336,158910.3708,-210894428.7839,76.0433,0.0000,3813.8409,-3233.8653,420.5514,0.0000,4055.2999,-4023.9477,6765.2568,-2102.7238,4671.7335,3164.5047,-3021.6156,-977.0043,4848.0923,-173.2894,6353.5692,658.9704,1235.5901,5248.1760,3481.2414,-3699.6609,4166.3436,-6171.2485,-1245.7241,-3349.6437,-6237.3827,3238.2317,-5627.5994,1847.8896,720.1514,-6878.7905,2682.1913,-4803.8090,3776.2789,-5046.8785,-6005.8799,-3485.3670,-2821.4594,1684.9846,-2769.9355,-1477.6558,-5704.6062,4718.7446,-3822.4197,5805.6585,0.0000,-2546.8293,2109.0358,5440.8489,-1754.9678,1720.5743,-4505.9348,5735.7594,-6033.3604,-4291.6594,-4635.1396,0.0000,-2941.9885,-866.9200,-4773.5792,3661.7655,2122.9717,-5118.4695,-4711.6353,-2129.6108,-1167.9191,-856.2586,787.9524,0.0000,4020.9848,-5187.4078,964.4999,-3454.5845,-4221.5830,-5703.0648,-2724.5896,4713.5614,-6545.1325,724.6760,1940.3986,4415.3675,-6898.3703,-6240.7194,5744.2233,-4.7620,906.9048,1694.9572,5135.0008,-1362.8505,2675.6132,3725.3957,-144.5661,3928.3067,-1642.3687,2268.5614,-6504.0926,5409.9355,2568.9211,5772.6045,348744.0778,355190.5940,355910.7482,351260.7043,344420.2833,347498.0089,353766.1814,352400.4533,276109972.9074,276106062.4886,276100007.6988,276117849.5932,352131.1750,276110135.1839,6736.0599,0.0000,-5521.1680,-4304.6243,-6085.6268,0.0000,-2101.6087,-5098.0652,-1281.2516,-3212.2293,4707.0156,-2026.9544,4467.8964,5151.7152,4763.0595,4569.0136,-1786.9122,-3043.2469,1111.8965,-4349.7388,5173.2657,919.6460,-565.1546,-1120.0398,-2824.2760,5028.0082,262.4460,380.7667,-3910.0211,-4231.7026,4482.8861,-418.1585,3128.2979,4632.1382,-4054.3741,-4477.7840,3336.3237,3434.5045,5137.4686,-3725.2649,4001.1445,-4682.8271,-3575.9085,-3508.2057,-5142.8709,3544.6122,0.0000,3772.4835,-5520.2900,4188.4410,-4608.6321,5120.0145,-3081.6879,-3736.8206,3076.1529,-901.6403,-4291.7502,0.0000,-1061.0506,1400.7090,-4955.1512,-4284.7016,-4748.5386,-4389.5095,-4720.9183,3378.9506,4761.4830,2359.3478,-3042.3333,0.0000,5318.4615,-1568.2269,-4912.1330,-5241.6682,-2597.3165,163.1544,-5381.2843,-1087.3327,643.8424,4577.3279,-470.8084,3514.7587,-162.7718,-2315.8301,-3664.7733,6346.1760,-315.3877,-2784.3012,-4380.0527,-4446.6984,2268.4462,4403.7470,-4055.0475,3560.1598,5421.9855,-3170.5893,2131.0815,621.2593,-6434.5515,3690.8040,37722.5400,35798.3906,37091.7600,34816.4640,40211.0987,33535.9851,25903.6877,35225.6260,155204810.0257,155173883.1100,155226080.4407,155196850.9177,34649.2110,155207004.3219,
300.000,-338.2472,0.0000,3530.0534,-5773.9231,2004.7083,0.0000,-4330.1684,-3404.2093,1118.2579,-6616.6421,3304.0387,-5242.0535,-3605.6483,3139.7072,854.0374,-5407.2128,3205.0959,-6414.3090,6335.5205,2252.7663,3675.4831,-5601.9884,-4356.1871,1508.9861,4903.6108,-4942.0737,-4221.3020,6171.6832,-1449.7908,6092.3409,-3603.6510,-946.0050,5505.3442,-843.7974,4343.7062,-877.6040,-2019.7602,3979.9346,2832.5478,-5607.0939,-4658.6593,-5380.8665,-3410.1986,4121.8892,320.8744,2077.0597,0.0000,4631.1487,-2532.1986,2108.1944,-5491.5136,-4113.4598,-5495.9899,1623.1925,-3203.0063,4006.7468,1747.8267,0.0000,-5884.8186,6319.2836,-2022.3734,5488.3560,4193.9841,-1090.6593,-3754.9094,-4915.5873,-5838.4371,-5593.7861,5531.9075,0.0000,413.2574,-5118.6805,4095.6257,-4634.4211,3003.0498,-4659.0908,-4114.1000,-4046.9628,755.4850,4842.6832,-5820.4985,-2556.5592,-725.5728,-2975.3289,714.3485,1610.7016,6611.5972,-4757.4993,3119.3638,-6125.2296,5896.2796,4610.8404,6184.5539,4522.0098,-4171.2549,-4067.2411,-969.7612,5307.8845,1172.9127,974.6843,133575.1915,160679.9047,147350.0309,146823.9615,151962.3530,152308.5491,154816.9130,152909.7520,-216891889.6233,-216852682.1614,-216865074.1459,-216871500.0250,151427.0827,-216871553.3595,1252.8452,0.0000,2870.3460,-2351.6759,-1304.3156,0.0000,5364.4167,-2298.4443,6119.1538,-601.1597,5311.6609,4362.9569,-1384.0939,-2678.7975,4178.0132,1876.1087,6099.7390,2050.4644,-378.2898,4454.2876,1700.1082,-2825.2750,5225.7731,-6120.3945,-2381.3457,-2454.5844,-5341.9707,1955.1270,-4951.7356,118.9913,2268.6369,-6579.1523,751.6021,-5164.8034,1854.1667,-4265.8230,-4755.8196,-2293.3473,-4645.6849,3253.2126,-856.8358,576.6777,-5531.6737,2962.4865,-4102.0933,4819.2566,0.0000,-4176.7208,3955.6753,4105.9995,221.6675,3671.2304,-3902.9489,6271.2280,-5900.3137,-5140.7717,-5996.2530,0.0000,-2082.1745,-2395.3596,-5738.2464,2384.9415,21.7964,-4871.8381,-3642.0062,-354.1144,383.5748,575.5659,-1010.0592,0.0000,4122.4616,-4465.1530,-1028.8328,-2547.1369,-4557.5635,-4781.2500,-688.3749,5544.8488,-6417.9487,-1460.4009,2968.7314,3955.9682,-6768.0192,-6158.1483,5277.2005,-1848.8658,-328.3437,2728.0671,5335.6667,48.9722,888.0671,1825.6485,-1675.6124,2085.3888,525.3385,3176.8019,-5913.3817,4328.6687,3747.4262,4813.9866,351559.2652,358608.1667,359289.9924,354690.0869,347665.0825,350909.7180,356990.4630,355441.7291,271440205.1328,271436785.1958,271430358.7731,271448235.1303,355409.8996,271440463.5970,6805.4067,0.0000,-5183.8128,-2947.4440,-6518.1341,0.0000,-622.2470,-5451.8857,-2957.8878,-1921.6114,3005.4175,-243.2443,5756.1717,5508.8013,5407.9513,3929.4404,8.7789,-1379.0826,2539.6172,-4649.1631,5294.1738,2949.0510,985.2913,-2816.0614,-4207.7965,4039.9775,-1274.9562,2156.2409,-4538.7270,-3323.9471,5230.4566,-1916.3083,4099.9445,4336.4132,-5057.4115,-5252.9729,4585.4300,5166.4606,4210.0279,-2198.0633,5021.3346,-4281.2586,-2387.8526,-4706.6209,-5493.8391,4336.4705,0.0000,2266.1141,-5078.3327,5124.0355,-4098.1240,4165.7997,-1424.9695,-2214.3271,1754.7636,-2350.8229,-2929.9360,0.0000,-3073.8315,-149.2435,-3328.1100,-3423.4593,-5356.5446,-4653.1379,-4550.2223,4592.8901,3608.6335,3851.0142,-4045.9598,0.0000,5510.9631,248.8425,-5473.5826,-4411.2415,-4035.3742,-1642.2553,-5493.4993,730.1520,2391.2231,4465.0241,-2228.7843,5094.3696,1368.7509,-557.3383,-4430.2334,6497.0593,1506.1947,-4182.4851,-3050.4602,-3149.0204,3483.7483,4616.7265,-2616.5344,4728.9099,5459.8044,-4459.0515,3376.9920,-926.1579,-5735.6370,4816.6919,37594.0032,35657.6714,36993.9203,34535.8153,40114.1636,33710.3643,25735.1291,35494.9872,155204916.7565,155173727.9033,155225870.8324,155196849.3801,34533.9191,155206853.2853,
600.000,-2305.3134,0.0000,5131.9140,-6657.5524,556.1218,0.0000,-3040.1495,-4410.2526,2283.5387,-6837.2365,4203.5441,-4243.6420,-2548.2526,1548.7588,2774.4177,-5105.8021,4102.6541,-6055.4790,5406.2580,4047.2301,4639.4750,-4861.2979,-2831.5776,-42.5214,3166.6877,-6180.4938,-5045.9087,5719.4695,-3290.2179,6431.6021,-1866.9904,-2399.9734,4963.0365,-2873.3624,4168.1855,-2719.3345,-3146.2844,2590.0358,1827.6164,-5165.1101,-4004.8932,-5422.7190,-4858.3620,4236.3026,-1848.3334,3671.1923,0.0000,3938.3789,-1271.5828,3398.5668,-5703.0728,-3555.2047,-6225.9959,2917.1834,-4581.1833,2250.8658,579.1714,0.0000,-4979.7069,5421.0348,-2929.9683,6473.2038,3625.6996,-3133.1287,-5271.9765,-3914.6781,-6291.2629,-4285.9199,4379.4689,0.0000,2542.5595,-5595.7892,3071.8413,-5979.1638,1035.5190,-5028.4762,-4530.1624,-2754.8658,-653.0355,4317.4435,-4446.2846,-775.3896,-2181.6013,-3969.8494,2629.8992,309.3082,5805.7623,-2965.1034,4504.1667,-6566.7274,5288.9213,5229.5864,6163.5256,4268.8452,-4062.7197,-2119.7294,-2574.4985,5849.3851,2737.2899,2530.0942,126099.9293,153269.7427,139904.1707,139450.8532,144446.7744,144717.7006,147268.9789,145079.0117,-222765671.4442,-222726652.6881,-222738241.2201,-222745891.3860,143876.1864,-222745313.6751,2211.1044,0.0000,1695.3558,-1267.0153,-2952.2331,0.0000,6147.5322,-368.4935,4862.8516,941.0445,5436.3505,5106.7873,439.6586,-4154.4207,3141.7036,3729.7148,5231.3881,3219.8335,-1977.0839,3247.6406,-233.2410,-1630.2794,5772.1489,-5475.0410,-3324.5585,-1353.3937,-3921.7303,448.0091,-3819.7401,-1595.1456,3624.5530,-5640.5757,-1272.4062,-5035.4108,-265.1373,-3092.6588,-3048.5381,-906.4568,-6004.2411,4469.2800,1167.8348,2556.3558,-4839.2233,903.3481,-4028.3526,3366.8384,0.0000,-5321.1113,5430.9986,2389.0147,2153.3605,5244.9319,-2921.3259,6175.1567,-5208.8938,-5510.5559,-6758.8306,0.0000,-976.4818,-3673.8156,-6139.0068,905.3486,-2098.4427,-4175.2882,-2260.0249,1495.4176,1861.0068,1988.0389,-2739.9006,0.0000,3874.0889,-3271.6211,-2949.3673,-1432.8947,-4457.1411,-3364.2255,1395.9502,5826.2882,-5655.3934,-3490.3195,3724.7554,3149.6168,-5985.9689,-5450.3698,4333.7397,-3553.3319,-1546.4795,3535.2914,5027.3974,1422.9358,-1009.3847,-244.7882,-3015.4702,12.7977,2633.3191,3807.2760,-4751.3876,2817.6077,4604.2624,3402.2320,354216.8616,361873.0430,362509.2278,357970.7437,350752.5579,354178.3509,360055.7405,358311.5653,266641070.7368,266638131.8063,266631368.8167,266649216.4908,358529.5823,266641426.4173,6148.8934,0.0000,-4284.6865,-1269.9124,-6259.4736,0.0000,924.0521,-5196.7407,-4311.9121,-423.8029,983.2716,1567.7392,6430.3827,5265.6277,5464.4102,2871.5478,1803.4868,436.5414,3683.9184,-4427.5168,4781.3687,4662.9148,2427.4861,-4207.0375,-5132.6077,2602.2940,-2675.4887,3689.7008,-4669.7430,-2061.9317,5372.4493,-3207.9568,4628.2085,3549.2075,-5517.5498,-5440.6201,5339.5560,6342.3445,2822.3112,-426.5104,5498.5852,-3415.8166,-943.1689,-5400.1180,-5241.0978,4639.3982,0.0000,483.9981,-4090.6642,5504.0895,-3134.7775,2762.0830,387.1711,-445.7574,245.9765,-3547.9534,-1250.0511,0.0000,-4761.3606,-1681.9834,-1345.4734,-2189.9720,-5360.2236,-4396.0088,-3893.5167,5272.6407,2060.0860,4909.5885,-4616.1756,0.0000,5105.8770,2037.6095,-5446.1556,-3100.0924,-5014.1889,-3267.4015,-5010.7620,2468.4115,3877.9420,3835.7000,-3745.1830,6131.4695,2754.3132,1262.6779,-4721.2358,5959.3999,3156.1186,-5126.8040,-1388.8185,-1507.8692,4322.1547,4301.8475,-896.6216,5378.2348,4904.5903,-5247.4657,4253.1801,-2373.4876,-4429.8202,5416.3014,37465.2331,35516.4128,36891.3763,34255.1532,40014.3901,33888.2948,25570.9926,35688.0136,155205024.0719,155173574.6782,155225654.4892,155196866.5040,34418.6065,155206701.9576,
