sl_100_86400_20300711 Coordinates.csv
2030/07/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:49 2024,
Start: 2030/07/11 07:47:00.00, Stop: 2030/07/12 07:47:00.00,
TIME_UNITS,STARLINK-1019 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-2460 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-5359 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-2460 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-2460 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6095.7059,-1375.7030,0.0000,4011.9796,2542.1314,1085.3968,-3980.0900,-3596.7890,716.5753,2633.5737,5198.7486,-3707.2074,5362.5338,122.8459,-5506.1386,-4023.8570,-6025.6603,3717.6835,2548.4696,2378.6518,-1080.7308,-2575.8468,-221.0880,3143.9064,4902.7701,3747.3900,4181.2764,-3676.8730,1628.4600,-4247.2741,-4350.2791,-1284.9112,-3462.7200,4589.9032,-912.1054,-454.2960,5425.9867,77.6327,-803.8284,-4747.5031,-1905.6728,5345.2042,-2087.4250,1224.3772,-5422.2822,6363.1802,-6875.5216,3816.7609,-1323.7203,5259.3413,1955.9039,2052.2076,-6489.5247,-3250.7655,-3352.0422,26.0435,-5278.5214,3690.9919,5570.5445,2857.3851,-6728.0510,3513.4600,3728.4512,0.0000,4008.7350,881.4288,-5892.2450,-3651.8252,3993.0535,-920.3674,-1308.6579,-6029.9523,907.7370,-6335.2447,416.5927,-4664.8072,-2179.4910,-3501.3509,1097.1096,2783.2393,6200.7769,-774.1619,2831.3033,-3739.0114,-1263.9701,2107.7770,3999.6113,6788.0414,3006.1621,3449.1837,-4576.5128,-2245.8962,4940.7439,-2376.4416,-5077.0446,-1957.9076,950.7992,-1182.9984,4590.0260,1375.4595,325735.1593,334479.3583,331646.1308,331528.3706,337470.6225,337561.3361,339377.4802,337796.9120,-217973059.1790,-217933229.6086,-217974375.7241,-217965155.3456,336171.5367,-217963924.2493,-3050.7893,6040.5723,0.0000,718.8072,-6376.2822,-4057.7632,5659.5026,-1459.1770,4325.2169,1297.3034,-1097.0731,5334.4819,4107.3455,991.5703,-3656.3343,-5533.1719,-815.6370,-5154.9947,4227.5232,-3378.4837,6747.1596,3216.7446,-6469.2490,-899.1498,3281.4407,-1902.6464,-3504.3143,3511.7523,-4530.2972,-3901.1042,-4580.6692,-2224.4781,-4948.0478,-3024.0138,-6448.5260,5352.8110,-929.5834,4133.9659,-4814.3020,-1736.4191,-3585.9002,2950.1635,-4618.9929,3767.6815,1322.9817,2430.4430,-161.9480,2090.0347,5865.5716,1522.0103,2291.5361,5306.5086,8.1012,5687.6467,-3956.8574,5589.9288,-1368.7910,3900.5611,-2679.1708,-3219.4729,1163.6315,-3004.7444,-2670.2195,0.0000,4313.3947,6674.2451,455.5977,5253.1202,2855.9696,-5494.3409,-5745.4600,2831.2387,5639.4356,-1730.5880,4978.1823,2359.3969,-5282.6013,5776.1493,6452.0827,-4864.1786,1738.0801,5767.9260,-3648.1984,1779.2303,2279.7941,5868.7922,1211.4785,-511.4546,-6063.6238,3898.4691,5003.3381,4600.5610,2121.9409,6456.6257,969.4095,5954.8275,-6697.5961,5643.9585,4954.6824,6713.2543,-59550.5291,-47956.3322,-46073.4772,-50781.0999,-57053.5181,-53932.9991,-47452.2211,-48713.5450,270378260.8352,270392878.0552,270390261.0203,270400447.2621,-49429.1900,270392747.9678,1153.3959,-2474.7111,0.0000,-5366.6910,-992.7051,-5485.6876,-328.2912,5749.2183,5205.5969,-5930.6653,4343.1112,2214.9664,-1486.1943,6855.5206,1874.3412,810.0118,-3097.8423,-2474.5596,-4713.8196,5394.5826,-870.3288,5442.6479,2355.0432,-6132.8496,3655.5487,-5507.0457,-4274.5626,-4679.7098,-4999.4538,-3733.4537,2747.9050,6519.6280,3339.7563,3967.5632,2429.0760,-4231.8116,4135.6549,5520.3496,4936.1247,4599.9571,5243.8868,3200.1827,-4721.4158,5233.6747,3983.3691,646.2242,-230.6932,5385.9801,-3276.0447,-4129.2469,-6272.1307,-3883.9238,-2205.3342,-1500.9139,-4380.1347,4092.1187,-4187.7365,-4341.6556,3070.9449,5375.2019,-1126.4700,-5140.3028,-5189.1672,0.0000,-3603.0072,-987.6046,-3522.9593,2523.2165,4683.0044,-3879.7870,3618.7451,1828.0520,3874.4404,369.4065,4655.2283,-4370.0213,-3841.7203,426.1365,-2148.6700,4042.7533,-1969.8881,3732.7492,5015.0993,-5520.3294,-6410.3860,-2860.6987,5481.6627,1245.6130,1517.4198,4545.5180,1399.0048,4637.7910,4366.1234,-939.9699,-4588.0508,2447.6222,-1019.7644,-3805.6791,-887.3190,-1115.8379,-131130.4678,-130852.8977,-129043.7745,-131341.4976,-125934.0043,-132583.3342,-140238.1176,-131356.3978,154504025.7767,154484240.0998,154528280.1751,154505449.9854,-131491.0119,154515163.8473,
3600.000,-3325.5571,-2531.4948,0.0000,-4869.4366,-217.7188,2529.4341,2447.9346,4641.0569,-4532.7407,-6507.1150,-5797.7756,-141.0579,-6241.4013,4865.9504,4563.5002,4676.2881,6465.4300,478.2772,1082.3170,1986.4806,-732.0865,-679.6418,2490.6234,-5232.7180,-2667.9267,687.0784,-2515.5721,961.6171,1823.3500,6200.4908,4219.9329,5092.6008,5818.5574,164.2522,996.8041,-3052.1249,-2018.9956,-4252.3068,2341.1614,6077.1884,5791.0615,-6603.9078,5507.8313,-5946.7410,2435.4716,-5069.8107,5392.1216,-6398.4080,1075.0878,-3305.1190,-5559.4160,-5053.8845,6160.9245,-565.0978,6101.1316,-3011.6298,6846.9646,-6127.1619,-5181.2516,-711.5522,4492.7516,-2423.4136,-2850.1902,0.0000,-5899.8741,-3449.7410,6595.1517,14.6678,-6671.9337,4353.5335,4061.9303,4691.6387,-3008.5337,4537.0744,-4618.7814,1113.8643,4421.7691,818.7395,-2678.0800,-1509.2092,-3813.6654,-2985.9353,-951.3352,2081.9660,5548.2011,-3621.1003,-5567.5633,-4719.4125,123.1455,-6306.3040,3846.4118,-1769.9763,-6674.2056,1772.5735,5822.9346,-1922.1728,-316.6621,-2769.7387,-5210.6017,-3328.1716,331739.9974,339390.8399,334279.2723,335891.2092,339420.5316,337435.4054,341038.9563,336135.5016,-280566769.5545,-280529801.7856,-280561724.4865,-280564569.3692,337606.7875,-280556925.4121,3802.5560,-3106.0278,0.0000,3815.8277,6413.2902,5567.0092,-4246.9920,4970.8443,-4677.1425,255.6554,3670.8944,-5125.1143,-1953.8908,-1916.2052,318.0785,3659.3466,-2021.9603,4987.5549,221.4833,5233.2033,-5902.7014,-6011.4646,3658.5359,3647.7514,-41.2165,-1260.8423,6275.1549,-6246.3938,1633.8303,2887.2791,792.8661,2245.9706,3716.1186,4183.2100,6402.2504,-6003.8730,3656.5439,-3817.5142,635.4434,-2078.2136,-137.1193,-1624.4417,2741.6307,-1049.8989,-4619.6217,241.3676,-1628.4039,-2402.9295,-6411.7601,2585.1590,-2721.5247,-4635.2607,-1768.7811,-4294.1839,2967.6903,-6136.0080,-588.2361,-3149.8519,4387.0949,6296.8998,-3298.9569,6150.4317,5915.9017,0.0000,-3527.1401,-4100.1065,-845.4719,-4341.0433,-1078.2007,5196.4279,5594.4694,-4695.2202,-6212.6906,-1442.8057,-4094.6000,-5443.0183,5261.9771,-5316.8270,-5892.0711,6748.2950,1778.6103,-4155.5682,6594.0107,-5534.2853,-3180.0997,-2147.9514,2433.6002,2892.5827,5471.4868,-1768.9607,-4499.1425,-5514.5709,666.9745,-5445.3107,-3614.7374,-3625.5952,5361.2066,-4314.4236,-1458.6904,-5554.0455,23853.7416,40335.8866,40262.1242,37015.8778,27796.6668,34104.1504,37031.1280,34729.6945,204698935.8262,204720936.8818,204707694.9036,204718497.3117,35658.6363,204714132.6265,-4728.1568,5320.7762,0.0000,2654.2020,-2634.1848,3203.0072,4887.2819,-1415.9860,-2003.7931,1168.9622,-340.5748,-4572.3236,-2251.8230,-4568.9177,-5132.4286,3488.7314,-794.4002,4615.8967,6725.1523,-3870.6743,-3477.0898,-3184.3913,-5285.1840,2747.0001,-6412.6747,6764.0372,1497.7385,2776.2947,6484.9280,-615.5384,-5395.0711,-4277.1892,148.4224,-5342.6099,2517.4664,1157.6001,-5483.4484,-3879.4767,-6511.8142,-2367.3955,-3252.2001,1142.4154,3163.9090,-2599.5747,-4455.3396,-4595.1955,-3959.4682,-1152.9130,-2146.0007,5409.8824,3165.2648,611.8111,-2426.5946,5127.5122,40.0577,-1173.5892,61.8721,421.0846,1259.7712,-2718.8597,4090.0109,2003.5311,2183.5387,0.0000,-641.9856,4182.4826,-1748.6916,-5341.7282,-666.4123,288.5986,-315.0326,1913.0896,230.2970,4529.5457,-2945.2554,3928.6094,-391.7908,4097.7295,-2356.2981,-42.3188,5245.5949,-4663.3850,-1493.0752,3543.4175,2605.3693,5403.5123,-3275.7774,-4161.9013,-4270.0142,-2231.9763,3588.4028,-3784.2682,-1762.9275,-3928.6069,855.9244,-5342.0347,-4237.5960,4617.2215,4127.4555,-2508.0232,-131975.0349,-130552.0182,-129639.9361,-133429.8530,-126385.8398,-129868.4211,-141071.7829,-132493.7192,154497909.2717,154475516.6064,154523955.2130,154501347.4168,-131977.5886,154507371.3376,
7200.000,-1022.5431,5920.2892,0.0000,3342.4045,-2758.1764,-4310.9959,1467.0898,-2126.8237,5487.5255,4413.5028,3574.8258,4312.1650,5001.1561,-6921.7136,-2790.2638,-4116.7905,-3668.7618,-4765.2076,-1334.3677,-4442.1423,3205.7007,2698.9266,-5010.5149,5337.5393,1035.5832,-5578.1506,290.6848,1431.6622,-5570.1929,-5157.0907,-3752.7770,-6494.5480,-5847.9861,-4369.5130,-1463.5790,4820.6186,-1255.0045,6254.5568,-4691.9275,-4954.3638,-5700.7189,4924.2964,-6885.2365,5624.2823,710.1299,2078.3975,-1642.1009,5499.0361,603.2510,1264.0310,6098.1385,5786.9462,-2679.5936,5046.7708,-5226.7760,4637.9900,-5058.5134,5688.2263,2209.3216,-961.9744,-783.3044,868.3180,1393.2026,0.0000,5177.0380,5396.3735,-3418.1421,4271.1306,5446.1397,-5371.3307,-5182.1001,-1227.4438,3825.2179,369.0698,6459.4046,2110.5062,-4624.8049,3382.8387,3691.9259,-447.1426,212.3586,6054.6078,-983.8499,-568.8382,-6260.2104,4978.5720,5301.4097,1218.5929,-3808.2043,6735.3047,-305.4194,4638.6988,6038.9584,877.8972,-4101.1273,5714.0503,-2007.6681,5975.9106,4309.5272,4653.4205,316695.1128,321465.2742,315834.1344,320854.0063,320252.9618,315368.1163,321805.6036,319050.9422,-324013642.6540,-323981335.5430,-324001369.5693,-324011601.4224,317871.2097,-324003519.6341,-4285.1806,-750.2022,0.0000,-5348.5021,-4336.9564,-5279.7942,1938.2430,-5422.2898,2964.6342,-1063.1536,-4364.3517,3793.1481,-1409.3667,-93.7219,3949.7214,426.9074,4053.6169,-3612.1273,-5539.2829,-5108.0207,2606.5630,6116.1630,77.8092,-3851.5703,-4260.7679,1224.2623,-6565.9247,6697.3034,197.4821,-288.5091,3633.6147,-2651.2205,-921.2273,-4591.7942,-3133.1943,3985.9282,-5963.9004,2911.6539,2832.4175,4438.7316,2708.4094,-808.2299,-636.6926,-1635.7534,6579.0454,-3902.3160,3815.2849,1827.1803,3201.4964,-6083.9184,2857.4415,2138.2583,3378.6604,1499.5224,-255.0949,4523.1090,2214.9667,1091.2587,-4440.8796,-6601.8831,5184.7261,-6426.7079,-6427.5874,0.0000,975.3776,-239.3955,1359.5650,2871.3453,-1128.9912,-2181.8167,-3285.7551,5140.1580,3920.5934,4890.3524,2028.6019,6458.0829,-2661.4807,2589.1131,2424.5490,-5620.6838,-5453.6703,2008.7380,-5967.3221,6836.7829,912.5308,-2186.1086,-4286.5021,-5125.8298,-3718.9613,-505.2389,2628.1519,5099.3166,-2809.6253,2380.9362,4394.4557,345.5026,-1210.0267,2410.6522,-3172.2750,2270.4731,106860.0365,125343.2524,123923.6408,120532.3054,110537.1762,121091.9210,119319.3662,119494.2134,125049113.3855,125076967.4787,125058472.2865,125062942.1954,118354.5892,125065344.5016,5321.5098,-2983.4274,0.0000,2353.6717,4643.7876,1102.8764,-6488.0796,-3785.8447,-2748.6497,4809.3833,-3925.4525,3753.8909,4552.5243,-470.4905,4873.5439,-5512.8802,4069.9877,-3284.8662,-3749.0923,-678.4998,5501.7749,-1428.9494,4720.0796,2219.3469,5376.2598,-3923.0717,2178.1339,884.6468,-4136.6720,4516.5708,4487.3950,-160.6842,-3561.3999,2407.7529,-6034.8925,2747.0654,3205.5379,-266.9887,4261.1977,-1599.9641,-2071.0583,-4765.0482,333.0401,-2986.4710,1805.6124,5213.5525,5477.3154,-3803.4723,6013.9964,-2897.6663,1735.9948,3048.9440,5315.7360,-4180.2925,4310.2856,-2477.9524,4083.0378,3747.4591,-4809.4129,-1739.1630,-4519.9864,2379.5835,2147.9919,0.0000,4448.4213,-4141.4127,5798.3656,4557.0817,-3901.9313,3516.8150,-3206.4727,-4457.4796,-4211.6141,-4389.2897,-943.6259,-486.4131,4338.6936,-5264.1756,5274.3714,-4007.3630,-3947.9067,2670.0903,-3169.2199,712.3946,2777.7883,-4183.5869,-1067.0427,4478.9570,4438.9439,-1499.6631,-6401.3970,531.4134,-1931.9511,6454.7588,3397.4204,3534.7344,6418.8744,-2490.4069,-4219.3596,4611.9692,-132804.8652,-131111.0103,-130848.3610,-132092.3212,-127200.8362,-132355.3106,-141277.6026,-131782.5886,154492364.7172,154466984.7916,154518129.9707,154499743.2948,-132449.9434,154499537.9947,
