sl_100_5400_20301003 Coordinates.csv
2030/10/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:39 2024,
Start: 2030/10/03 07:47:00.00, Stop: 2030/10/03 09:17:00.00,
TIME_UNITS,STARLINK-3803 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-11194 [DTC] - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-30256 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5535 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-6209 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-11194 [DTC] - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5535 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-11194 [DTC] - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5535 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4253.1455,-585.6241,5586.6312,-3228.4584,6327.7209,1045.8918,-3617.4372,5813.3246,6611.9230,-3249.2552,-4832.7838,859.9981,-4046.3177,-2729.7993,-4189.0567,-4820.9676,5872.7798,-59.5176,-792.3815,-946.4314,3672.8186,1337.7265,-122.5708,6232.4455,5963.8080,-1018.8215,5002.2895,-5306.0368,3328.4842,0.0000,-877.6996,-4920.8391,-4005.0136,-2252.6016,1737.3376,3759.9936,2920.7571,-4108.1664,-1654.2851,4483.1767,-1628.6780,-3114.2149,-6042.2504,4425.0733,-4848.8414,140.1182,-3686.3016,6092.8938,2486.2719,-3186.7973,-4497.6470,447.7052,-914.0250,-5077.8818,2139.6335,5374.5953,-162.0944,1912.0663,-2112.1822,266.7781,3514.1944,-350.1659,-6266.3584,-1873.2229,-1449.0562,-4808.2105,-3204.0907,4264.2130,504.4637,-4294.5958,1613.0532,3442.9038,2413.0573,-4784.4515,-3667.2236,467.3588,5441.3887,3804.3749,5754.7169,1858.6067,3056.8786,-2686.5358,6427.0070,5995.5025,-5660.7978,-2513.7882,-1455.1301,6190.4137,1249.3073,6202.0879,1673.4058,4761.2783,4576.5568,4224.6712,5663.5662,-4644.4834,0.0000,2991.1835,2328.3775,5266.7421,269340.5201,274844.4903,259854.3774,264756.4430,271959.3705,268648.6271,262634.8368,265269.7080,-304472027.1016,-304485755.6727,-304495537.2096,-304484181.0292,264139.1567,-304488268.3964,800.4428,6693.9482,641.4917,-4229.9093,-880.3047,-5888.5967,-1875.4013,-3569.7160,265.3959,-2778.2049,2561.7371,-6754.4481,-5457.9819,5838.0753,2706.4003,3358.8051,3183.6854,6134.4252,-6650.2477,3767.1371,-4756.9842,-5918.8509,4204.1572,-2567.2346,3230.3888,-6703.8485,-1560.0790,859.6729,5816.9640,0.0000,-6021.5464,3251.1748,3767.6675,-6448.2753,4684.4528,3472.3544,-4815.4863,5258.9840,-3861.9982,5091.6795,-6451.4632,-1971.1201,-14.6402,-2655.5088,2211.6829,-6203.8575,5296.2000,-357.0551,-4554.1748,-5600.8519,-5161.1677,6174.0319,-6687.9799,3536.8628,-6188.5826,662.1613,5474.1856,3676.7821,6157.1136,-6113.0589,-2254.7948,-5071.4976,-2608.7389,-4005.9788,4842.4022,4752.0581,-4110.8859,1032.0521,-3547.8883,-2086.3187,5213.3323,2399.2031,-5519.8589,4360.9893,3233.9866,-5821.2334,1534.0184,-2653.4456,3582.2118,3982.2134,5485.3111,-2278.4004,1071.3419,3262.5040,-2217.6953,3645.5141,-4423.5402,3123.4051,-4912.9318,1986.0784,-4630.2891,-310.3111,1991.8217,238.8854,-284.2447,-2360.7035,0.0000,2971.2158,-5374.0485,-4497.8351,218880.8571,233050.6669,215853.9129,214873.7554,219754.3470,220307.1742,223000.1026,218489.0137,137432775.6122,137466463.6058,137417618.3462,137426342.1279,219483.3039,137428294.3574,-5401.3609,-550.7058,4026.6848,-4418.7216,-2672.8350,-3356.5410,-5439.0923,1078.2965,1986.5060,-5389.8085,4072.3907,-44.4387,-1312.4829,-2162.1518,-4604.8327,3664.2751,-1617.6575,-3019.3479,1343.9336,-5753.2703,3333.4717,3319.9494,5458.1171,-98.4294,-1341.6630,-281.5774,4489.3928,-4080.6009,-1748.1011,0.0000,3049.3773,-3614.0791,-4215.8611,-1123.5260,-4600.2220,-4684.7260,4157.3106,1723.1667,5433.0844,-1319.7930,-1872.9562,-5884.5922,3382.5326,4584.9686,-4399.7297,-3280.1852,2423.3765,-3206.9512,-4535.1336,-2471.9963,765.9928,2833.8745,-1017.9693,-2891.5315,2194.7005,3909.4431,-4168.1419,-5381.0469,2231.5404,-3204.8827,-5475.6733,-4705.0739,1380.0449,-5203.4658,4719.3336,-1437.4399,-4312.6696,-5321.0695,5932.1987,5032.6315,-4198.5039,-5485.7066,3179.1634,2388.6435,4739.8698,-3690.6376,-3990.3701,4988.8141,1283.9979,5331.7766,-2887.5120,-5949.2089,-2078.1091,977.6028,3338.9207,-5316.9945,-4885.5798,-183.2050,4719.5377,1936.8499,-4721.3017,4964.2184,4617.2045,-5298.7640,-3867.5935,4546.1246,0.0000,5459.4259,-3640.4827,-258.1168,-137623.0005,-140689.4596,-134013.0057,-136600.4317,-131006.3940,-137292.6882,-145266.2732,-135496.4293,73956619.2062,73941563.5728,73960718.7271,73974321.1938,-136502.4364,73968174.2599,
300.000,-3199.2643,681.8888,6110.0303,-4945.1868,6321.6289,-618.7321,-4515.9238,4531.2480,5937.5280,-4788.8342,-3198.6017,-677.1597,-5237.2838,-1663.2933,-2950.4851,-4065.1035,5812.1617,1630.1184,-2252.0104,-46.1441,1871.8892,-565.4065,2010.5612,5409.4600,6547.9474,-2451.5453,3412.0258,-5667.5393,4337.3245,0.0000,-2604.6140,-4583.7635,-5114.4942,-3381.2639,3607.0871,4885.4072,866.0040,-2639.8243,-3656.2856,5399.5073,-1239.0144,-2499.9784,-6359.6842,3420.9186,-4208.6884,-639.2439,-2795.0651,6286.5092,1345.8388,-3869.0862,-5052.9053,2133.0506,-2107.8231,-3394.4980,374.5775,4394.2836,1469.6899,3561.8287,-596.6143,-1502.8087,1991.3412,-2445.1965,-6158.2460,-3850.9162,-59.4384,-3971.4644,-3805.1124,5107.9542,-1141.0478,-5240.5977,685.3817,4746.9460,1333.3848,-3221.5338,-1654.0694,-1424.0213,4763.2678,1898.2292,6513.8419,3839.0327,4110.7516,-4556.0294,5789.1733,6053.0260,-5481.5376,-1096.1887,-2922.8391,5704.3482,-856.4716,5973.7523,-380.0978,5237.0889,5331.7847,3679.3619,4713.8302,-4397.3919,0.0000,4132.6253,528.8395,4085.3874,264463.5255,269915.3373,255119.6514,259952.3519,267350.1724,263853.0279,258042.6189,260603.5813,-307398960.9546,-307413449.2048,-307422108.0699,-307410692.6816,259494.6615,-307415158.6677,2699.7485,6296.1021,-1194.1940,-3173.7504,-2522.9350,-6496.4649,96.3814,-4567.2744,-1343.7770,-1372.1183,3904.7938,-6606.3839,-4515.0822,6578.1345,4451.5833,5016.5296,1720.6555,6422.5834,-5836.4920,5318.6166,-4771.9603,-5445.9884,3744.0033,-3548.4567,2162.8270,-6067.9915,-2820.8468,2513.3738,4442.6358,0.0000,-6051.0979,4748.9860,4100.0664,-5999.1829,3568.7298,1637.0650,-5126.9795,5420.6933,-3196.7488,4283.5763,-6788.0955,65.9533,1720.2465,-4475.1694,4118.8961,-4963.6414,6266.6117,-2081.9204,-5916.0234,-4140.1933,-3953.0543,6301.1751,-6439.9727,4435.1913,-5982.1060,-1058.9991,4371.0896,2226.1118,5735.0362,-5313.4376,-3812.8327,-4580.5548,-3055.4509,-3570.9947,3587.3636,5641.7264,-2166.7507,-827.7963,-2171.7648,-3174.8448,3771.2564,735.1065,-6503.5677,4713.3384,3857.2374,-5097.9521,-263.7786,-3651.7637,2264.1943,3468.7700,3920.4297,-2033.4744,-343.7529,1906.2920,-266.8718,5103.4339,-2851.8323,3373.3684,-5267.2407,238.2611,-4202.2656,-2165.7554,-13.7237,-1889.9648,-2120.1825,-339.7682,0.0000,1113.7727,-4932.0671,-5448.8287,224750.3902,238678.6560,221464.2313,220554.9063,225286.8238,225762.1932,228500.0458,223688.7995,130749588.0308,130783222.6006,130734032.4084,130744026.2225,224979.9069,130745174.2256,-5512.2497,-2317.5006,3016.2903,-3647.9689,-1271.8264,-2103.9632,-5077.7329,2506.5562,3263.4267,-4744.4648,4584.4772,1495.2638,224.2451,-383.4677,-4189.5244,2506.3780,-3242.8013,-1682.3361,2738.1296,-4459.8909,4574.6896,4224.6168,5423.9819,-1900.7628,469.8425,-1802.2180,5290.4525,-2663.5724,-3071.5608,0.0000,1719.0117,-2066.9137,-2242.3070,687.4539,-4514.0577,-4646.9530,4687.1648,3333.9858,4857.4822,488.5974,361.8616,-6478.4193,2137.2773,3992.2491,-3616.2280,-4922.9307,679.3619,-1915.1021,-3266.3762,-3942.4370,2502.0314,1457.0098,810.2230,-3933.0505,3426.9083,4914.4603,-5109.3973,-5337.5820,3751.0266,-4150.6980,-5376.7837,-4584.6840,-864.1613,-4363.9044,5908.2467,371.5333,-5157.3964,-4557.8435,6480.0801,3257.4976,-5720.4972,-4962.7762,1534.8441,3871.8905,5361.3158,-4440.0978,-5013.4323,5426.8801,-255.7438,4580.8324,-3938.4095,-4785.9413,-3627.5714,2690.3916,4239.7601,-4542.1770,-5374.1175,2039.5011,4415.9859,3224.0349,-5360.4890,3913.5439,4220.4246,-5373.3802,-4517.1127,5323.1678,0.0000,5409.3232,-4791.8886,1278.6302,-137602.7003,-140674.4799,-133986.6175,-136739.3750,-130973.8318,-136981.1640,-145294.0208,-135841.5336,73951575.6967,73936473.2406,73956237.5900,73969453.2532,-136482.2916,73963217.5602,
600.000,-1882.7933,1902.8720,6057.3655,-6185.2511,5706.9890,-2202.7744,-4991.9595,2796.0283,4693.6146,-5872.2195,-1258.9149,-2159.5256,-5918.5761,-426.2546,-1445.1583,-2937.6788,5186.8114,3140.4413,-3509.8008,802.5536,-141.9173,-2439.7295,3953.7840,3996.9974,6480.7461,-3648.2847,1505.0066,-5442.4477,4953.9371,0.0000,-4051.2247,-3810.8344,-5683.2786,-4181.1128,5125.9841,5577.1016,-1273.9974,-881.6029,-5294.7593,5780.4644,-717.8923,-1712.2799,-6070.9605,2119.3665,-3191.9193,-1417.9485,-1630.2516,5870.9695,106.5846,-4208.5674,-5122.1062,3587.5222,-3092.1279,-1364.7959,-1452.1531,2966.7212,2999.4458,4878.0547,1014.4158,-3157.0442,313.8682,-4310.4029,-5381.8978,-5427.0531,1398.4769,-2734.6129,-4062.5089,5479.8709,-2729.3814,-5590.5964,-243.4754,5615.5153,132.6129,-1317.4306,524.1780,-3204.6314,3656.3789,-183.2091,6633.0169,5437.1730,4801.2233,-5952.1903,4573.4559,5520.1591,-4807.5168,385.0555,-4129.8575,4609.7354,-2865.9147,5148.5052,-2418.3700,5221.7563,5574.9576,2806.9798,3325.4742,-3769.9856,0.0000,4912.5571,-1356.9065,2499.0985,259441.8907,264870.3926,250271.8065,255023.5101,262624.8560,258925.4473,253335.8796,255753.7614,-310179227.3485,-310194472.2525,-310201990.1727,-310190610.7079,254735.8100,-310195384.8964,4363.5276,5226.2605,-2891.8695,-1842.9011,-3909.7915,-6461.4869,2027.2194,-5139.4920,-2850.6103,125.4468,4890.9006,-5782.3910,-3129.8624,6625.8735,5753.6660,6180.7328,55.1174,6068.7545,-4433.3639,6346.0800,-4350.4406,-4473.5651,2969.0994,-4168.9583,874.4255,-4802.4825,-3854.7643,3874.6613,2630.6512,0.0000,-5470.8786,5762.5396,3958.9509,-4950.7766,2124.6478,-331.6761,-5001.5528,5066.4223,-2262.7448,3043.5983,-6375.4457,2126.7877,3271.0938,-5864.3623,5620.7241,-3250.3608,6604.5002,-3586.4652,-6689.9071,-2256.6842,-2329.8796,5790.1686,-5521.6440,4922.7185,-5211.0268,-2707.3067,2863.7207,589.6845,4758.0788,-4018.7309,-5028.5723,-3689.1196,-3157.2238,-2817.3621,2011.4781,5970.4862,5.6088,-2571.7489,-636.3249,-3955.4283,1880.9585,-960.2307,-6808.9803,4633.6652,4140.9522,-3908.5329,-2072.5619,-4329.5545,721.1648,2662.1421,1973.8082,-1642.5764,-1761.4670,333.5608,1730.9295,6080.2433,-1011.4270,3230.2546,-5151.2745,-1559.5225,-3396.6203,-3776.6361,-1995.8713,-3836.0174,-3775.6604,1736.6214,0.0000,-821.4122,-4039.5303,-5879.9629,230511.5058,244201.4121,226977.4259,226150.6030,230722.5856,231108.4805,233903.9872,228881.3896,124004111.2845,124037675.8941,123988181.2643,123999446.8666,230378.2953,123999766.6447,-5032.2571,-3815.1642,1681.1047,-2484.3832,265.8715,-618.6199,-4141.4942,3663.2790,4187.4190,-3580.6883,4582.1528,2865.8693,1736.7863,1438.7695,-3297.4970,1079.4576,-4512.2742,-157.5765,3825.8475,-2691.8088,5314.0001,4674.4985,4800.5777,-3482.2386,2230.5369,-3117.4110,5518.5728,-937.8492,-4065.6088,0.0000,194.3691,-296.9264,-28.2767,2424.3959,-3915.2675,-4114.0157,4730.2845,4581.5323,3748.8014,2244.1032,2557.4862,-6385.6121,662.5626,2967.5350,-2442.3354,-6059.2112,-1138.6338,-414.7500,-1641.8523,-4986.0799,3964.8332,-84.4254,2547.4458,-4535.2261,4288.0998,5332.9355,-5493.4338,-4689.0123,4860.0323,-4648.1683,-4692.4356,-3973.2912,-3015.6911,-3036.5879,6461.7382,2140.2771,-5410.2828,-3299.8825,6336.6576,1134.9286,-6620.0590,-3904.0501,-282.5120,4935.0326,5379.2424,-4710.2911,-5498.4478,5254.8178,-1767.7332,3335.8857,-4564.5833,-3107.3917,-4773.3890,4110.2670,4687.9537,-3279.3712,-5241.8388,4043.9520,3639.3878,4144.7165,-5399.6747,2436.2445,3346.0205,-4836.0095,-4669.7172,5527.3354,0.0000,4773.3654,-5423.6466,2678.2204,-137578.5623,-140659.0687,-133964.8822,-136876.9174,-130943.9193,-136667.0816,-145317.2738,-136233.3033,73946537.4222,73931383.9020,73951764.6010,73964533.8379,-136462.0482,73958260.8313,
