sl_100_5400_20300803 Coordinates.csv
2030/08/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:20 2024,
Start: 2030/08/03 07:47:00.00, Stop: 2030/08/03 09:17:00.00,
TIME_UNITS,STARLINK-5415 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-1488 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-6230 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-1488 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-1488 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4571.3504,1707.9476,-3838.4448,-4090.2830,3395.0277,934.1173,-71.9373,-1832.9921,-2945.2000,-1387.4512,0.0000,4317.5585,2191.6095,5845.0816,4025.6116,-6770.4679,-6606.3710,-4962.7204,-20.7007,5475.6834,6730.9956,71.4459,4413.2556,-6454.2638,-6456.2438,-3447.6299,-1802.5213,-5258.9674,6124.8870,2158.5821,3444.7148,1688.8171,-764.4413,-1576.2054,5243.4453,-2674.4082,-552.4929,-5743.3311,5198.3282,0.0000,-2881.2767,-5047.2102,2713.8748,3752.9742,-4785.5200,-1062.5350,-3281.4065,2991.4125,336.8678,-1157.9430,-4262.2288,-4931.6532,534.2103,5647.4579,2841.8318,-5169.3097,4201.2647,1829.8730,2565.2833,6071.9428,-132.5411,-5962.7935,-3211.7204,0.0000,-603.4964,-24.2363,3251.3358,5470.3856,-2494.5795,-1004.8179,-1849.9894,2827.2174,-5486.9726,-4827.4746,3439.2814,-1294.3292,4519.3215,2623.9596,5256.9233,-4183.8099,-4015.8802,5857.6444,3187.9583,-5739.6910,3745.5434,-4313.1017,-5768.0530,-4325.7994,2757.3343,45.1493,3054.1307,6478.4903,4431.8095,-5717.9102,-352.6873,-4287.4138,-6223.6657,4041.1152,4102.8955,6810.5655,98909.6383,125909.0083,107652.7449,109327.2156,117201.3883,116075.4253,115303.2330,114117.4227,-245612600.6831,-245608549.5970,-245579505.8124,-245599093.9679,113074.2461,-245605355.3258,113.9773,-6290.9944,-3175.6543,-473.5410,5282.9557,5023.7590,-5677.6049,-1779.9814,4868.7899,5801.8124,0.0000,583.1188,3537.9253,-3051.6465,-1006.3507,-1416.5950,-241.6748,-4373.5686,-4293.5999,-4216.5698,-904.4259,5076.5247,-5203.3918,-699.5968,-418.4557,3581.6315,4330.9440,-1100.7125,-2462.2254,4355.6068,2788.9552,4153.1936,-4782.1729,-5524.4228,-4062.0225,6262.8495,-6625.2179,1950.1902,-4133.6138,0.0000,6137.8886,-498.7458,-4189.9360,5763.8118,509.9356,5821.8721,5482.5833,-4358.3768,3016.7547,-6062.1266,-5275.0024,1356.7506,-2667.5823,2899.0474,4276.3932,-127.6689,-517.1959,-218.4155,6368.7094,-141.9064,4133.0033,1728.8936,5378.0028,0.0000,5894.5725,-5253.3758,5667.2670,-2840.0476,-3590.0700,4854.9763,-4195.9246,5551.8079,3787.1264,3529.6227,3684.0522,5609.3304,3551.0143,6323.9231,-1954.3494,-2858.8909,-1174.1425,2856.2206,-191.0963,-1168.4592,-1805.9972,5081.0308,1703.1512,2801.8616,-4992.8276,-6684.3776,6174.3886,-82.4346,-3872.0034,3656.5061,6025.1577,-951.4770,2919.1923,-5569.7902,-606.3952,687.2337,351945.7874,357945.7252,363983.7299,359493.2620,355903.2505,358881.1135,365527.2714,362595.3975,245399771.3564,245378636.1111,245387796.0844,245382219.4775,362472.1307,245385123.1444,-5156.3084,1468.8097,4734.7121,5498.6689,-2810.1565,-4677.6705,-3732.4629,-6450.7445,3892.5971,3440.5050,0.0000,-5343.1169,5495.2164,1291.8173,5296.8774,-479.2558,-1663.2741,1998.9272,-4992.8280,800.1479,1159.1584,-4718.9851,-651.1564,2411.7309,-2149.9894,-4569.2221,-4975.7714,-4360.0764,2055.9663,-4968.3145,-5295.7064,-5236.7177,-4943.0595,-3824.5302,1618.2412,411.0232,1988.9659,-3142.7884,-1189.7463,0.0000,1311.7146,-4614.0583,-4726.5096,-95.0184,4853.2850,-3594.6397,-2681.7954,-4155.2015,6249.7590,-2899.3402,564.2979,4580.1574,6360.9801,2809.7199,4668.0695,-4587.2098,5444.4057,6667.5578,-1061.5623,-3298.8130,-5491.7491,-3074.2372,-2612.2997,0.0000,3531.3211,4483.1463,-2275.5021,-2966.1397,5117.1988,4616.1034,5209.9719,2849.5804,-1476.6298,3464.9704,-4685.5349,-3521.3989,3754.2836,541.0297,-4052.0365,4717.3648,-5534.7383,-2311.1648,6170.1367,-3697.3807,5505.7722,-1897.9689,3410.0016,4635.6554,3634.6104,-1173.3515,-453.0361,-2238.6201,3671.1223,1387.4728,-3251.8457,5178.5172,-529.4131,951.6452,-5518.2639,-1043.4512,-21201.8812,-28387.3408,-21968.1735,-24347.7923,-18885.4481,-25437.0432,-33180.4460,-23016.0511,144247434.0867,144211048.8365,144237696.4100,144240285.1306,-24428.1471,144235173.7746,
300.000,5134.0571,282.1667,-4115.5363,-4222.6237,4714.0423,2935.6152,-1917.6233,-3713.0520,-1524.4494,272.8304,0.0000,3854.9545,3800.6024,5261.7196,2920.7431,-6562.5606,-5880.2799,-6070.5633,-2044.7891,4439.9598,6530.0592,2193.8210,3136.4435,-6803.3098,-6683.5834,-1617.2810,324.4807,-6216.4899,5834.5931,3531.4472,5019.3171,3213.9075,-2637.3525,-2715.6271,3867.8620,-1464.9371,-1144.4727,-5732.6332,3897.3354,0.0000,-1478.6874,-5853.8748,1611.8928,4556.3160,-3538.3989,868.2768,-1640.9301,976.3606,1886.1833,-2854.3707,-5141.3389,-3383.1628,879.4236,6614.9350,2759.8464,-4083.2090,4148.4716,-13.0925,3131.4693,4963.5692,2028.4306,-5762.3456,-1546.1897,0.0000,964.1206,-1691.9496,4701.4959,3909.1407,-3652.8640,951.2932,-3282.5849,3581.8321,-4599.1024,-3925.4754,5126.5889,692.9250,5881.5232,3838.0139,3820.2762,-5161.7775,-5283.4994,5858.1850,1636.6927,-6417.8460,2834.8937,-2652.4466,-5576.5931,-3225.1592,702.5424,-1485.6963,3927.9481,6698.6125,2578.8520,-4874.1816,1007.6106,-5151.7016,-5524.5989,2754.1269,3751.0595,6855.4577,91464.0385,118176.3903,100013.4896,101717.8137,109562.5298,108292.8723,107644.9496,106189.7475,-250911232.7008,-250907408.2718,-250878276.5227,-250897158.6032,105388.5481,-250904061.7698,-1782.9384,-5896.7404,-1108.7280,1680.7801,4884.4097,4225.8695,-5972.9288,-813.3690,6103.2235,5064.9419,0.0000,-1541.0134,2070.0677,-4146.3096,-2921.0378,-147.1231,1047.9835,-3266.0370,-3395.3664,-5306.1386,-2101.6774,4748.4681,-6024.9884,870.8561,1160.7100,4774.3733,4117.4683,-1837.5804,-3703.3337,4965.2474,1513.7030,2619.8975,-5088.3930,-4016.6080,-4590.5397,6515.2908,-5634.3629,3399.4864,-4692.0789,0.0000,6048.6332,1124.5140,-5663.3161,4797.7640,2226.0927,5283.8158,5336.5273,-4315.2543,1464.5174,-5997.9857,-3951.5770,2712.0313,-460.2144,1549.4190,2427.8459,1602.0274,-2615.6368,1124.7666,6107.6597,-1531.3485,3983.7745,3422.1973,5228.2383,0.0000,4940.4995,-4103.2109,5008.1867,-3954.4106,-1726.0704,4107.3415,-4892.9430,4024.4979,5045.2392,2320.0474,2977.6679,5146.4352,2747.7062,5318.2748,-3461.2800,-946.5588,-2188.2962,1064.6330,-1724.6296,528.2776,-3737.0879,5549.8327,3464.4554,4574.1348,-5109.3452,-6609.3957,5228.2834,-1366.3951,-4665.8433,4922.5848,6581.6953,888.2072,3916.0193,-6351.5861,-2718.6653,-822.5919,353844.3941,360467.9044,366410.1694,362000.4791,358179.3124,361275.3925,367770.4217,364484.8792,239979188.5651,239957822.4845,239967875.4558,239962064.5640,364761.5495,239964518.2680,-4237.1461,3125.3211,5390.3680,5152.2085,-1111.2899,-4638.6544,-2609.2763,-5805.0569,2825.0465,4655.2363,0.0000,-5503.8969,5365.8680,-544.5205,5311.3173,-2237.0262,-3287.5237,508.4675,-5258.8288,-742.9200,-659.1076,-4547.9874,902.6482,971.1499,-666.5577,-4492.3582,-5450.3273,-2415.3537,285.3582,-3344.7387,-4494.2379,-5507.3216,-3876.6494,-4911.9806,3247.4719,-1406.0801,3881.1083,-1494.0148,-2887.0184,0.0000,2982.7667,-3386.9662,-3546.8106,-1886.1531,5406.1738,-4390.6526,-4105.5264,-5063.4955,6523.7166,-1535.4171,2058.2290,5322.0148,6845.4790,1434.0666,5883.1717,-5342.4233,4850.2017,6824.7766,1064.8413,-4560.0172,-5222.0759,-1751.4176,-4043.4179,0.0000,4713.4608,5289.7829,-815.9882,-3984.8208,5382.1341,5300.7174,3671.7447,4228.8642,62.3446,5189.5848,-3492.1125,-4310.4508,2240.3578,2032.1476,-4615.4836,4515.9852,-3927.7131,-3517.2014,6527.1112,-2550.2812,5061.1457,-3193.1631,2172.8316,4091.3025,4373.3203,382.3840,-2216.1851,-475.9635,4435.3606,-144.9687,-1627.3646,4335.4086,1286.0985,-591.5427,-5117.3548,500.7039,-21328.5177,-28492.3525,-22070.9713,-24627.9940,-18985.6818,-25263.3718,-33348.6277,-22999.7870,144245039.1844,144208922.5534,144234980.2527,144237582.1970,-24544.8097,144232761.5339,
600.000,5220.5993,-1208.1889,-4037.9817,-3985.5112,5547.7738,4667.9984,-3546.9610,-5243.4527,19.8610,1946.2394,0.0000,3067.0300,5067.7851,4102.5603,1555.1916,-5714.0006,-4552.5482,-6582.2109,-3863.9016,2973.7418,5669.8877,4106.7684,1537.0113,-6493.6248,-6229.3839,356.5995,2432.9417,-6480.3493,4965.4118,4515.6815,6113.1382,4464.6990,-4225.4042,-3637.7162,2075.1946,-88.5333,-1671.0611,-5139.9575,2161.5263,0.0000,99.6841,-6085.5523,386.4579,4917.1798,-1971.1075,2740.7038,191.0993,-1162.9129,3307.1016,-4247.6307,-5509.3936,-1519.9679,1033.1554,6944.1907,2472.8858,-2633.7580,3734.9586,-1909.0197,3391.5893,3382.4063,3982.9301,-5014.1871,311.9135,0.0000,2479.7950,-3236.6572,5687.6210,1957.0328,-4473.3749,2840.4727,-4347.6792,4018.3119,-3242.8294,-2545.7245,6293.6140,2631.8810,6641.2630,4687.8517,2035.4571,-5675.1357,-5951.1268,5313.0458,-21.9545,-6484.5572,1696.2407,-719.0152,-4857.1889,-1850.3282,-1438.2055,-2866.3404,4432.1642,6234.1441,478.3409,-3556.0098,2247.2627,-5512.6427,-4262.9950,1196.9546,3083.0022,6232.3344,83983.5500,110391.5098,92329.6648,94067.2937,101877.8625,100447.4425,99942.3676,98169.3468,-256090259.0884,-256086651.5456,-256057463.5069,-256075673.0220,97656.6072,-256083161.3489,-3472.9779,-4867.3818,1074.4400,3654.3721,4001.1273,3060.4695,-5670.0554,164.5024,6743.5981,3852.5609,0.0000,-3526.5026,442.0847,-4795.3330,-4551.4743,1161.1274,2265.6217,-1843.3784,-2163.4701,-5892.1909,-3094.5756,4004.6961,-6245.9290,2347.6006,2614.9226,5502.4946,3542.3278,-2404.5458,-4573.0883,5103.0888,134.3806,865.0959,-4926.9749,-2122.2723,-4677.4008,6098.0697,-4070.8453,4483.9522,-4776.6465,0.0000,5373.9807,2601.5202,-6570.6738,3335.2588,3757.7039,4266.3737,4699.3808,-3862.1416,-176.6634,-5330.8602,-2211.1324,3846.0418,1807.0385,64.1418,314.6321,3215.9664,-4442.6711,2266.4344,5218.6644,-2815.7713,3491.6066,4771.4018,4564.7283,0.0000,3521.5532,-2583.3052,3866.1665,-4708.9436,294.3970,2977.4664,-5127.2200,2080.4301,5790.4990,911.8778,2010.3308,4177.8756,1690.3501,3775.8445,-4669.4442,1033.9500,-3012.9369,-852.8320,-3147.0835,2152.3656,-5311.3242,5507.1210,4874.5912,5915.0627,-4733.8170,-5848.6654,3749.6939,-2505.2176,-5051.6140,5711.4293,6471.0319,2600.8927,4531.9816,-6524.3980,-4561.2939,-2257.1698,355586.3840,362823.5519,368673.3529,364359.4103,360294.6190,363516.3158,369851.7664,366221.7536,234444219.9720,234422611.4142,234433562.9688,234427559.9335,366887.9938,234429523.9728,-2857.0894,4408.9585,5455.6618,4240.8765,709.3808,-4103.0895,-1189.5705,-4541.9696,1450.3759,5362.4002,0.0000,-5067.6815,4654.2868,-2316.9361,4706.4653,-3755.5711,-4542.2916,-1036.9614,-4873.6828,-2207.2957,-2405.5361,-3890.8730,2356.3407,-573.7111,891.9468,-3896.5110,-5319.3371,-210.4936,-1516.0617,-1366.1959,-3206.9744,-5180.4760,-2393.4201,-5467.9686,4512.7456,-3065.4265,5359.0755,321.9797,-4249.6023,0.0000,4330.7573,-1785.4321,-1978.1240,-3470.7366,5357.2210,-4715.9089,-5089.9807,-5380.1073,6107.1243,1.3153,3319.1586,5479.1379,6596.4668,-94.4610,6472.1948,-5522.5426,3730.2097,6250.6094,3077.8125,-5329.7689,-4380.8925,-240.6137,-5014.5341,0.0000,5384.2143,5525.2028,731.4837,-4560.4165,5019.9368,5379.3910,1742.5686,5139.6688,1594.3083,6354.4851,-1916.7901,-4600.6842,479.7443,3299.3662,-4683.0866,3830.2457,-1901.7621,-4344.2907,6193.0729,-1129.4690,4068.7361,-4146.4505,701.2982,3109.6639,4608.8958,1894.4478,-3739.2412,1339.4262,4726.1627,-1661.8726,177.3349,2999.9891,2961.4652,-2071.8007,-4163.1517,1990.9768,-21455.3812,-28596.7196,-22178.4621,-24907.7832,-19088.6945,-25086.4364,-33512.3649,-23107.1249,144242638.4879,144206801.9182,144232263.3716,144234851.4799,-24661.4553,144230349.0505,
