sl_100_5400_20300623 Coordinates.csv
2030/06/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:59 2024,
Start: 2030/06/23 07:47:00.00, Stop: 2030/06/23 09:17:00.00,
TIME_UNITS,STARLINK-5604 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-3559 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5155.6456,5337.1393,1068.4104,619.8569,3086.1961,-6274.1365,4598.6984,6321.3215,449.0095,-1809.7597,5779.1216,1771.8778,-6224.4895,-3420.8810,-3019.7090,-6598.5906,-1448.3947,-4918.4486,-6583.3303,5372.0548,-4303.7862,2124.3985,-3580.1312,-151.1625,2493.8655,0.0000,3704.3430,3338.8975,3090.1071,-4587.0588,-164.5181,-4063.2541,-5834.2249,-5671.1220,-4990.3303,5606.6178,4190.8991,-4036.9109,-3628.9460,-4296.2932,6040.2523,-4030.5641,2816.3492,-3161.3622,-5761.5800,6581.5683,1968.2538,-830.8818,0.0000,3103.1505,-3188.5821,3783.9137,4746.5654,-3369.2838,-1920.7913,-5481.4141,2929.3729,-1025.5770,2777.0476,-5424.7154,5857.4669,4814.6578,-4236.5419,4408.0308,3524.5573,0.0000,-3695.0588,4118.6661,-5806.1618,0.0000,4825.3087,-6636.7214,2292.5118,-5313.0467,-3496.0919,2996.6836,-3949.6813,-6003.5576,0.0000,-4205.4281,1429.8072,-5507.3120,1422.5660,2287.3124,367.0374,-4551.5663,-5873.4811,6374.3225,-983.6723,860.3374,0.0000,1900.4297,2597.5556,4589.6647,6309.0194,-2923.7322,5359.6993,-4367.8018,-1019.8703,3474.7498,-380397.8795,-347307.9212,-367201.9901,-368688.5570,-364893.1555,-363879.9443,-360176.6616,-362732.5229,-196882545.4456,-196901326.9138,-196868925.9092,-196886686.0918,-363816.2887,-196890969.4840,1891.5797,503.7566,-4017.6680,-6064.2566,5990.3513,2092.5640,2277.2178,1467.1314,4414.3482,6533.1583,-2838.6382,-5928.6725,-2789.0087,-4785.9413,-3566.0438,87.1768,5835.1302,4809.8352,584.8743,-1920.9340,2499.6820,-5169.5260,-2702.2681,6694.4386,3752.1500,0.0000,-1840.3453,2878.0100,-2840.6270,-2568.2232,-3369.5728,3065.5522,-2554.5419,-835.5558,4429.6764,1267.7510,-3539.7953,-5193.8262,1994.2913,-591.9352,3372.6243,-2258.2706,2936.0868,-2654.0902,3052.7732,1175.4555,6197.0646,6418.1384,0.0000,-3717.6157,4154.4297,2284.6899,-2131.9657,-1808.7402,6160.0636,-3618.1471,4854.5280,4042.8926,3975.4767,921.6413,3325.3297,-2932.8211,-3718.2416,1147.7126,5270.1049,0.0000,-5626.3916,250.5653,1020.6525,0.0000,3502.6689,-1213.2963,-4545.6980,-3342.2969,-3949.7301,2810.9361,-3265.1020,156.2401,0.0000,3873.3698,6452.8799,-3598.7325,-3855.1685,-2959.8919,5556.3950,-4380.3357,-313.2959,-1449.6858,4116.4972,-4886.9503,0.0000,3784.7429,3255.9217,2333.0571,447.8174,-3616.8504,2954.5825,-1741.4698,4823.2997,-2781.9981,-152631.3269,-153347.2053,-143289.1456,-147685.9384,-155439.3352,-152534.6776,-146875.6490,-148336.3330,286941385.4076,286925637.3557,286913970.0873,286933854.3168,-147797.0174,286927281.5850,4223.7849,4386.2962,5488.9796,-2674.7810,1456.2066,1659.3112,4406.1908,2201.8670,5153.7198,-1367.4297,-2205.6034,3025.6091,1197.8193,-3657.0327,-5072.4145,-2128.3347,-3399.8966,-65.5136,-1130.8345,3791.0446,-4776.7830,3771.3157,5200.7900,-1703.0867,-5235.7259,0.0000,5508.4530,-5300.1915,-5118.5102,-4417.1910,6073.0834,-4685.8778,2428.1842,3638.1369,-910.2612,3788.8230,4197.2259,65.5363,5523.4711,5217.2399,-384.8418,-4918.2056,5379.5410,-5517.3246,1972.3944,1789.7735,-2210.7084,2435.8259,0.0000,-4766.0228,4502.7954,-5225.4551,4555.0649,5747.5805,-2430.2143,-1673.0886,-3977.0667,-5458.0699,-4832.6185,4144.8912,1474.1364,-4028.3993,4007.9145,5075.1054,-2795.6290,0.0000,-1046.2763,-5340.3644,-3496.5795,0.0000,-3367.6845,1478.9518,4573.5725,-2823.2514,4353.2756,-5454.8552,4606.0050,-3434.7810,0.0000,3796.5796,-1640.4334,1106.9644,5479.5647,5860.1534,4117.6553,2767.6345,3272.9948,-2003.7127,-5399.3018,-4537.7844,0.0000,-5517.0752,-5499.8096,-4468.2628,-2762.3636,-5005.9493,-3065.0379,-4902.2437,-4810.6438,5260.3110,56425.1833,54213.7783,57494.3167,55260.9835,60621.0579,53896.7886,46313.1401,56339.0250,153983625.8927,153951344.3031,153969634.7877,153960813.0723,55056.0394,153971481.0034,
300.000,-3441.6764,4824.9630,-980.8867,-1025.8189,4192.4030,-5964.5904,5643.0284,5923.1729,2455.3550,-639.5889,4398.4484,150.0542,-5353.7509,-5065.4783,-3835.4659,-5823.7358,208.9029,-3841.8036,-5839.1729,5419.5951,-2470.9629,957.9031,-4071.2288,1118.5828,3657.5375,0.0000,2700.5997,4054.5733,1115.0899,-5002.3458,-1620.7473,-2738.8043,-5739.7929,-4757.9097,-3720.7428,4826.7409,2280.3495,-4791.9176,-2514.2792,-3793.0634,6546.5058,-5439.7465,4377.7659,-4425.2825,-5104.9984,6164.3921,3265.2840,587.2802,0.0000,1014.1369,-1177.0539,5174.0415,3369.1759,-1309.1431,-772.6776,-6246.9388,4116.3575,1000.7090,4590.1877,-4022.1585,5849.8565,4101.8002,-4392.8141,5398.8057,4441.3139,0.0000,-4675.7183,3737.0638,-4456.9855,0.0000,6102.9293,-6154.6849,435.9981,-5185.7206,-4553.9847,4381.6441,-4903.6724,-5078.1432,0.0000,-3628.6819,2810.9015,-5636.6548,-677.5612,211.2539,2288.8159,-4770.1996,-5063.6379,5289.1204,1200.3753,-1249.9463,0.0000,2225.0427,4289.2713,4990.4145,5585.7612,-3784.6777,6401.6401,-5589.7481,573.8304,2589.1873,-377002.1533,-343934.1884,-363870.2650,-365286.0645,-361656.5532,-360670.3867,-356977.2423,-359942.6750,-203098876.2704,-203117981.8932,-203085038.6899,-203103652.4419,-360605.6596,-203107378.0225,2197.2780,-1565.3999,-4608.7493,-6454.1442,5464.0032,3305.4946,491.7822,-278.4155,4670.5900,6870.0930,-3615.9835,-5326.7338,-2875.5530,-4010.1976,-1592.0387,1666.1886,5125.9241,5434.4517,2076.1587,-3514.1714,3493.9245,-6282.8943,-592.6320,5958.3100,1935.3525,0.0000,-3738.8388,830.0456,-3854.9372,-459.2343,-1767.6617,4713.5600,-721.1525,816.9338,4953.6755,-453.9679,-4014.7969,-4150.7453,3832.8940,1541.5556,1946.8915,-908.5626,1442.4681,-905.0820,4489.2772,-486.5951,4968.6982,5667.8939,0.0000,-4046.0238,4915.7352,804.7584,-3787.5549,-1358.8811,6815.3164,-2621.0004,3160.9893,4670.6860,3458.9851,2298.0167,1887.3888,-4698.6805,-1798.5922,-568.7074,3643.7960,0.0000,-4889.6988,-1919.6143,2264.7285,0.0000,2267.3392,135.6369,-5525.0313,-1659.7759,-2076.8778,1148.6916,-1324.3255,1904.9440,0.0000,5357.4807,5438.2414,-2184.0135,-4407.8729,-2518.7397,5728.6953,-2719.6490,1519.1620,-2836.7368,4042.5991,-5217.3785,0.0000,1765.1217,1963.4556,202.8449,-1274.5363,-1651.1123,1967.8621,-246.1028,5794.6021,-4598.0365,-160714.3237,-160744.0887,-150881.1442,-155244.1482,-163149.6463,-160071.3674,-154599.6070,-156143.3756,282574813.5889,282558942.0283,282548024.6139,282567583.6877,-155467.3652,282560718.8172,5594.8844,4716.2759,5021.6634,-1260.9287,-354.0008,-147.6378,3698.4798,3431.2453,4292.5280,443.1251,-3730.3099,4360.8079,3314.6278,-2495.7556,-5506.7718,-3375.9521,-4625.4127,1734.3601,-2563.3941,2286.6490,-5410.9477,2258.4531,5498.3674,-3317.2186,-5531.0974,0.0000,5117.2189,-5513.6379,-5264.3803,-4681.6849,6519.5881,-4259.3388,3601.0648,4770.9360,-2644.1612,4885.2418,5134.8681,-1763.4563,5161.9639,5409.2110,1156.1864,-3887.2057,4925.0535,-5203.7349,470.3328,3105.1289,-3438.9964,3913.3783,0.0000,-5363.9132,4706.1132,-4406.8960,4703.8103,6638.5960,-690.7980,138.7394,-4585.8983,-4936.7198,-3718.0450,5096.8900,3119.2256,-3016.2397,5027.8070,4129.6293,-3875.2899,0.0000,779.6719,-5281.5442,-4689.9009,0.0000,-2118.9347,3126.4356,4016.6325,-4211.4868,4660.3041,-5110.4570,4655.6607,-4295.8508,0.0000,2293.7417,-2985.8428,2816.5507,5198.9003,6475.7056,3151.0483,4169.1057,4164.1779,-3277.4357,-5411.0372,-4053.0615,0.0000,-6348.6300,-5034.3629,-4639.9891,-3849.5904,-5444.2383,-1407.0375,-3851.0191,-3678.8637,4433.2913,56507.3205,54291.9216,57622.0135,55203.7407,60748.9837,54295.0033,46367.8036,56649.0374,153984451.1744,153952576.9752,153970199.4924,153961738.6493,55164.7779,153972350.0095,
600.000,-1372.2143,3887.2436,-2907.2093,-2546.8683,4880.6146,-5034.5750,6121.5251,4949.6914,4184.4834,599.3845,2551.2167,-1525.4144,-3915.7783,-6212.0029,-4328.1255,-4496.9939,1885.3117,-2362.3668,-4470.9390,4931.9875,-409.5956,-285.1166,-4212.1052,2313.4280,4512.6231,0.0000,1480.4746,4424.5722,-959.0428,-4964.9390,-2979.4112,-1184.3926,-5086.0138,-3378.6561,-2032.2980,3599.1042,138.5354,-5010.1787,-1202.3811,-2951.4939,6421.4679,-6283.0792,5503.3703,-5289.2435,-3929.3835,5160.7959,4270.3251,1987.3291,0.0000,-1182.5067,936.9825,6059.3267,1696.8365,866.4022,445.3331,-6350.8746,4945.8956,2899.6952,5926.5158,-2241.1617,5277.6545,3019.4738,-4167.9733,5861.1622,4964.8989,0.0000,-5175.3974,3017.3784,-2669.4005,0.0000,6765.5505,-5070.2376,-1437.2653,-4574.1714,-5195.0035,5355.2589,-5415.3149,-3683.8040,0.0000,-2707.5887,3933.6925,-5162.3815,-2687.6774,-1910.0614,3970.9232,-4553.2407,-3744.1059,3673.6797,3264.0502,-3211.8901,0.0000,2408.6730,5579.3612,4928.2363,4335.0053,-4316.3687,6783.1429,-6246.2272,2075.0951,1493.6346,-373433.2234,-340404.1945,-360375.5609,-361709.0742,-358256.4772,-357305.0757,-353613.8387,-357038.7456,-209218401.9668,-209237827.7311,-209204368.4253,-209223830.7526,-357233.3039,-209226981.9702,2352.3911,-3499.8042,-4788.3430,-6139.7632,4386.3616,4176.4466,-1316.4910,-2023.3477,4484.1648,6522.9481,-4058.5274,-4220.1782,-2604.7544,-2868.0467,524.6169,3114.3799,3939.9771,5523.1400,3370.1444,-4730.1792,4197.7174,-6723.9680,1567.7533,4637.0905,-44.5225,0.0000,-5282.1297,-1283.5715,-4490.3956,1691.6051,-41.5009,5921.1811,1209.2421,2427.3204,4969.0886,-2170.4369,-4147.8965,-2615.1356,5313.1797,3530.3067,321.9142,496.3745,-158.2496,895.0192,5463.0890,-2127.7483,3248.1285,4372.3707,0.0000,-4013.1047,5240.0048,-714.0681,-5105.1651,-670.7210,6784.9942,-1344.4469,1175.2436,4875.4185,2629.9856,3495.6729,232.7586,-6003.5524,314.7440,-2189.9561,1661.6029,0.0000,-3636.9017,-3893.6320,3329.0574,0.0000,824.2568,1504.2672,-5976.8133,218.8898,-11.7754,-589.2541,727.4353,3501.0797,0.0000,6287.9545,3869.1668,-501.6313,-4566.2638,-1905.1526,5369.7745,-765.5435,3222.0981,-3968.9855,3619.7224,-5030.9780,0.0000,-428.3819,525.0738,-1942.5721,-2903.0329,466.7830,794.7756,1235.8865,6206.2305,-5960.9442,-168721.3226,-168066.3377,-158404.6462,-162724.8451,-170788.8651,-167520.9635,-162254.3213,-163846.2303,278073588.3734,278057578.5850,278047431.2083,278066622.8300,-163068.0044,278059498.8679,6367.6122,4541.1650,4007.4496,305.0070,-2125.7146,-1938.0172,2565.5281,4280.5057,2946.1141,2205.8048,-4833.9198,5220.5686,5075.3057,-1066.5931,-5344.5974,-4262.7772,-5351.5030,3344.0358,-3693.2624,528.7982,-5459.2755,483.2079,5192.6288,-4573.1700,-5230.0400,0.0000,4169.4209,-5129.0483,-4767.7861,-4431.7251,6275.8702,-3374.7853,4368.5937,5361.1609,-4070.0381,5448.6720,5517.9799,-3372.7973,4242.5561,4985.9203,2573.0644,-2405.8137,3900.2857,-4324.6306,-1084.7882,4086.3789,-4289.2054,4968.9618,0.0000,-5354.3298,4401.0936,-3099.1736,4346.4334,6813.2412,1123.8393,1934.6345,-4703.3985,-3873.7313,-2190.6725,5494.1542,4424.8566,-1680.7511,5506.7496,2720.9542,-4540.1119,0.0000,2517.5459,-4612.7013,-5365.2725,0.0000,-634.7446,4435.3727,3013.8046,-5140.0621,4449.0004,-4195.6713,4198.9087,-4695.1406,0.0000,538.1111,-3994.5180,4188.4486,4343.1482,6407.0364,1846.5296,5117.6282,4569.3463,-4185.9859,-4827.1706,-3094.5152,0.0000,-6510.2037,-4023.6642,-4290.7479,-4519.8963,-5276.2293,407.5303,-2362.4444,-2146.0526,3124.2855,56589.3105,54370.1044,57744.9998,55146.3136,60874.0527,54696.8956,46426.8843,56839.9084,153985270.6876,153953816.0353,153970764.3837,153962681.7959,55273.4843,153973218.7189,
