sl_100_86400_20300921 Coordinates.csv
2030/09/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:20 2024,
Start: 2030/09/21 07:47:00.00, Stop: 2030/09/22 07:47:00.00,
TIME_UNITS,STARLINK-5712 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-3572 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-30441 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4643.3293,-1531.2057,5660.9426,-1694.6257,6892.7493,-3804.1903,-6866.3838,6664.7351,-2236.5367,-930.9123,1760.4879,2936.8230,-5455.7604,-4889.7758,749.6004,804.6219,5963.7794,4433.9353,-3890.2765,-6472.3701,3024.2542,-172.9825,2156.4917,-2905.5441,-2790.9150,-5012.6523,3066.1149,-3823.1609,-4526.7768,1126.4905,-5175.2454,5562.5782,5992.9444,-3785.0304,0.0000,2918.5079,-2829.8567,2342.1339,4073.5165,3453.0738,5756.3713,3946.0855,389.2338,-4294.8619,6412.5222,5947.1595,-1149.0778,-5341.7455,-1469.0718,-4538.9162,5866.7015,4335.5911,4184.7866,-3524.9032,-5650.6324,-2886.0830,-4418.8482,-650.9658,4882.5985,-2977.4764,4362.6995,6516.3096,2942.4001,3322.1796,5391.0251,1213.6270,-3302.0264,-4837.6646,-1543.9212,-5173.4702,-4223.1894,-3597.9167,-4840.3334,5058.7215,3689.0932,-4908.4311,-4718.4605,1243.3407,-2255.4823,5175.0682,4934.3265,-448.4709,0.0000,5897.9648,2763.4600,-685.3809,4136.3252,-6129.4733,2141.7492,-4487.8744,6047.3599,-3552.8794,3511.2729,3928.8110,-704.1219,-3823.4074,-3787.7481,5063.6529,-5809.1694,1472.5178,-373374.0735,-359588.0404,-374109.7801,-369539.6096,-361509.4895,-364604.3390,-369962.1851,-368647.8696,-297389841.9288,-297374776.6230,-297371098.7876,-297382280.2232,-369206.1084,-297382740.1678,-3290.9410,5633.3144,2346.5025,4008.9478,179.9835,-2668.5632,-175.9587,-46.3805,4557.0987,-5982.1500,-4772.6101,-4125.0262,1793.7293,-1355.7550,-5070.7006,-6297.8210,-3266.7796,-2546.8697,3402.0251,1037.1818,-6197.8265,5078.5035,-5451.1604,-6266.6109,-3042.1749,796.9982,5398.3645,-3487.2468,687.1583,-5110.7824,4344.9661,-2610.5000,3289.4910,-4443.6772,0.0000,4274.1284,5410.8848,5077.0104,1299.3779,-2042.2052,-3709.9111,-3313.6755,-4693.4491,3975.8145,-1450.8013,-757.4412,-6071.4056,947.8184,-5156.6870,-2494.0469,2852.7570,-4315.5250,4928.1644,-2244.2901,3678.5412,-6065.5464,2907.2056,-5069.6979,-1425.1852,-3491.8665,4823.1615,1077.7469,-6032.1383,3407.5458,2939.0770,-5745.0348,-5507.6988,1486.8479,4122.0917,4233.9211,-1202.9814,5002.8231,1461.5486,-747.5502,2036.5522,-3481.2466,1234.2158,5005.8743,4533.3928,2252.1178,1423.7884,2754.9302,0.0000,3599.5619,-5111.0626,6538.5559,-972.9339,-3082.2115,6489.2118,-51.3702,-1417.1071,-5849.7403,-270.7955,-2823.0899,-4134.1151,2265.0864,-1872.0032,2083.6362,1420.3064,-5650.3500,-87281.0771,-71282.0183,-76574.8173,-78501.5535,-75175.3767,-73966.0576,-70095.1615,-75558.8628,163994441.5612,164029703.5306,164017858.7248,164008034.0332,-73835.3096,164013596.7899,3917.7957,-3585.0675,2777.4837,5340.9747,57.1339,4729.0530,-661.5261,-1800.2844,4640.8717,3312.0892,-4665.9838,4703.1836,3831.1710,4636.5676,-4543.8218,-2535.3895,-1198.9371,-4507.2529,-4472.0563,-2294.9559,-288.2426,4592.4872,-3062.7699,-448.2926,-5515.8974,-4725.5848,-2787.7299,-4601.7121,5130.7484,-4391.8841,1585.5402,-3144.0940,-1159.8850,3516.9528,0.0000,4682.3773,3278.2448,-4044.2644,-5382.5662,5294.7461,1065.6661,-4615.4373,4939.9611,3428.7384,-1397.3817,-3358.8429,2932.1934,-4309.7175,-4299.1761,4587.9908,2198.3977,-3203.8556,-2500.3162,-5362.3031,-1514.4501,1130.2343,4436.2478,-4675.5536,-4702.5441,-5162.9057,2349.7745,-1473.4370,-1677.3987,-4638.0590,-3352.5793,-3627.2796,-2516.1587,4710.1264,-5319.0161,1729.0609,5334.4191,3166.4603,4698.7010,-4683.8595,5319.8857,3430.1386,4832.0138,4573.5541,-4699.0189,-4063.6846,-4661.5193,-6366.4405,0.0000,-683.7417,-3799.6165,-1891.2959,5238.4884,539.5628,1216.1416,5236.3377,2968.2277,-295.2779,-5993.4500,-4893.4920,-5484.3958,5155.6146,5249.2593,4226.0829,3262.3907,3705.5621,138611.1007,131791.9945,137756.6536,135208.0968,140775.5643,134437.0072,126509.0427,135469.1751,90825169.4561,90792131.0945,90844374.6065,90830026.8259,135271.0594,90825320.3733,
3600.000,-897.3423,-1283.0689,-4375.3529,-2742.3092,-5377.0912,6629.3517,4968.4878,-4520.0898,-1875.9082,3197.9878,2357.1979,626.2478,2350.4160,5106.3547,3675.1692,1860.3419,-4434.2896,-979.9375,1477.1801,3302.5596,-207.9883,-3767.0826,2702.1078,4463.7053,5863.1035,4143.4507,-3950.7978,6417.8448,1935.7443,2494.3684,2066.6659,-1830.8284,-2414.0963,4105.1718,0.0000,-2392.1480,-1025.6480,-4677.5191,-5980.3291,-917.0288,-4032.3656,281.4545,2665.2602,-377.6578,-2871.5503,-2578.2477,3306.5262,3057.5813,3997.3165,-371.9314,-6370.8186,-387.8453,-4964.7018,5017.6442,4244.7194,3817.0425,4145.4495,2202.1386,-3713.0337,6164.2915,-5026.1404,-4065.4202,-700.6368,-6440.6492,-3030.1162,522.1566,3933.6022,3458.8791,-1358.4357,3810.3411,6144.0274,1779.2722,3500.7566,-3695.3193,-6237.1765,5056.1033,5204.7435,-3927.9154,502.0877,-6852.1090,-5163.7028,-3959.9956,0.0000,-3202.3979,-1532.3768,-1151.7522,-1333.2977,5217.4693,-2006.2571,5663.1357,-2619.8564,4292.6889,-4.6831,-3251.9061,4651.2644,2906.1029,6261.8963,-6749.1866,2411.8600,1082.4150,-338531.4194,-331627.8523,-344587.8474,-340935.5756,-330901.4586,-337980.7092,-339131.2755,-339867.2697,-329711970.9915,-329702216.5474,-329695021.2842,-329700523.2563,-338998.5026,-329706041.9157,5093.0107,-6726.3594,2281.5405,-4313.3229,1569.3141,216.4515,-1687.7505,2769.3360,-5563.6665,2708.4940,5387.2930,5968.7400,-4575.5412,-2895.2263,4399.5489,6417.3926,4244.8635,5651.3379,-6422.0456,-1434.4963,5854.4436,-5231.9645,2967.5847,4285.7811,184.3620,-4554.5844,-1199.9568,952.6754,-4443.2441,6165.3243,-5051.9164,3778.9728,-3235.5122,-78.7022,0.0000,-151.4830,-4970.4170,-5067.4999,2073.0354,6196.3113,589.6623,4331.0444,6146.1560,-4072.3955,3312.6758,3218.1037,2536.9884,-4404.7099,1419.2100,875.6062,-1287.0064,5029.9392,-1415.4143,-2335.5091,-4634.9252,2808.0864,-5492.3251,889.4495,5053.7727,2313.3838,-1254.3190,1834.7871,6564.5166,-1620.8640,-351.7903,6848.7717,1920.3274,-5122.5659,-6290.2493,-5113.3210,-1805.7085,-6694.5207,-5139.0940,4527.8476,1231.7946,-462.5629,-4314.0355,-5612.1075,-6805.3792,181.7221,2604.2197,-1382.8254,0.0000,-4321.2349,6762.8671,-6151.2122,5210.9778,524.8823,-5545.5384,-3222.5143,3328.8257,3527.7581,3364.2071,5909.8451,3966.4831,-5885.9460,-1520.3147,631.2335,-4396.1399,6821.0141,-179290.7658,-161512.1559,-165208.7968,-164819.8852,-164956.0181,-164814.5141,-160258.1389,-162514.8672,81344217.6926,81377586.2251,81374929.4168,81366597.7442,-164050.3314,81363543.3049,-4595.3228,-6.0049,-4584.1704,-4638.9262,4014.3711,-242.7015,4469.7809,4410.6324,-3600.6615,-5491.1215,3599.1259,-3446.1241,-4617.3691,-3590.6391,3740.1461,-1437.8947,-3164.5175,3670.4391,1800.5500,5927.7189,3640.5647,-2334.8541,5243.4890,-3104.5420,3594.2885,3173.4526,5395.4432,2400.5541,-4893.5447,1548.9220,-4294.2095,5463.3134,5631.3494,-5449.1661,0.0000,-6567.0695,-4729.9797,-65.6982,2660.0256,-2240.8145,-5614.0368,5372.9030,-1350.0474,-5421.7075,5083.2615,5482.5339,-5434.2656,4373.7050,5393.2522,-6860.9350,2268.9164,4701.6982,4614.3262,3931.0762,-2874.1817,-4900.2901,-645.2112,6492.5562,2923.9719,2064.8304,-4589.6394,5075.8609,-2066.6613,-2.9796,6281.8127,-639.5140,5315.9544,-3118.3325,2479.0391,2645.3117,-2624.7277,298.4133,-3017.5672,3716.5031,-2402.7640,-4723.0408,-1247.6180,-844.0267,1033.8865,1140.2785,3812.9412,5524.9567,0.0000,-4390.5723,-244.1545,-2767.8658,-4090.0160,-4463.5794,3658.1741,-2293.5159,-5434.5413,-4011.9114,6066.2426,1327.9918,3188.9339,-1837.4828,-2004.8833,-1413.5402,-4620.8953,-452.3680,138004.8460,131684.5129,136894.0449,133167.1126,140111.3355,136828.1208,125565.7982,134635.2466,90771039.9780,90735164.4713,90785889.2984,90773876.3515,134625.5079,90768082.3878,
7200.000,-2657.9031,3476.2200,1706.7552,5552.0817,1711.7779,-4273.1744,-1272.0257,1145.5857,4717.1387,-5441.3340,-5084.3034,-3313.2284,890.0129,-4011.0983,-6280.2596,-4005.4721,537.9019,-2087.7879,1131.8787,1085.2815,-3403.4520,5666.6149,-6339.0920,-5042.1385,-6629.5104,-2524.7063,4388.7495,-6670.7278,219.1731,-4535.7034,1990.7541,-2375.3847,-1457.6222,-3942.9669,0.0000,2937.3986,4737.2557,4829.9223,5457.9052,-1534.0645,-1173.0344,-3887.5511,-3943.3892,4871.1993,-2230.0681,-1116.3903,-5311.1829,-623.1388,-5942.7994,3493.9489,4172.1590,-3617.5714,5057.4930,-4728.5895,-527.4881,-4216.6747,-2143.4235,-4641.4532,1876.0311,-6453.7542,4887.4933,99.9837,-2280.1940,4550.9230,999.4283,-2184.9578,-4400.0998,-1515.3220,2937.8342,-229.6662,-5779.5881,813.6688,-1521.2456,1898.8086,5539.0556,-4477.8282,-3412.2739,4625.0455,1133.7278,6110.4912,4382.7294,6680.2921,0.0000,-514.4181,-388.5314,3243.8085,-1016.2312,-2786.6519,2127.6712,-4734.8489,-1383.1792,-4027.8931,-1910.0515,1410.8011,-6140.0597,-935.2858,-5041.3788,5914.4926,1413.1608,-3124.1763,-281526.0819,-282020.7703,-293090.4994,-288084.0017,-278896.8304,-290696.9662,-286752.6110,-286001.1618,-339517009.7274,-339510896.5959,-339505054.3543,-339510183.5309,-287132.1345,-339512178.1175,-5924.8525,4686.8540,-6071.3402,3989.9420,-3803.5148,2338.2623,4087.5344,-5366.1155,5012.3040,937.3744,-4658.9723,-6071.7547,6394.8864,5589.3058,-2715.9451,-3433.1319,-4166.2288,-6484.9994,6370.2133,3123.8819,-3791.7231,3519.2873,242.5792,-453.2662,1723.8559,6448.6674,-3511.5415,1329.6556,6739.4313,-4487.0156,4951.1962,-4871.1923,-594.2181,4501.0740,0.0000,-4031.9708,3827.2880,2705.7092,-3730.6336,-5686.9817,992.3714,-4999.8418,-4533.4046,3582.6275,-4715.0893,-5567.2120,1578.3027,6671.1338,1996.1281,3389.1927,-1550.4240,-4943.6121,-2655.2942,4844.9999,4254.3436,2092.1173,5509.1388,2716.5343,-6633.0474,-731.0344,-2887.0500,-5064.9952,-4727.6328,-1403.7899,-3606.9970,-4776.7825,2528.5826,6738.4550,5932.4089,4353.8580,3377.6582,5870.5687,6712.7614,-6648.3400,-3097.8759,4262.0097,5029.5445,3781.2416,5970.9977,-2244.3736,-5332.0007,1213.2832,0.0000,995.4974,-5568.8679,2656.8996,-6655.3300,3248.3835,1602.5832,4547.6519,-5204.8193,994.7616,-6145.5586,-5965.9206,-2928.7934,6096.4639,3350.7658,-2775.2073,6196.2615,-5342.9772,-259061.6337,-242611.7191,-243457.5575,-240125.4767,-244164.0293,-245348.7613,-239681.9455,-245232.1728,-6853650.2873,-6823681.6458,-6817064.6767,-6824237.8721,-243836.0056,-6834689.1246,2366.3058,3574.0555,2345.3908,905.2754,-5496.4949,-4513.2783,-5417.2918,-4192.4883,139.6864,4134.0838,-214.3658,14.8571,2449.7396,108.0068,-268.2984,4335.1245,5466.7164,-44.6510,2186.4027,-6113.0684,-4661.2317,-1589.8290,-1868.4103,4709.8010,690.5935,293.2725,-3836.7268,1274.2267,1373.1547,2427.4271,4430.9859,-4276.0753,-6755.8282,3260.6619,0.0000,4878.2832,3305.5638,4102.4945,1858.2636,-3094.7648,6749.2203,-2783.4652,-3257.3516,3073.4217,-4243.0044,-3872.4756,4008.9328,-1761.0148,-2815.9459,4915.9862,-5261.6231,-3187.4194,-3930.5059,573.0028,5406.4412,4914.4471,-3585.9245,-4371.1854,645.4961,2333.3230,3944.0383,-4489.4610,4494.3021,4619.0828,-5914.0171,4461.0337,-4673.7202,-432.3420,1935.8254,-5363.3293,-1751.9882,-3601.5425,-602.4600,-502.6894,-2431.0790,3123.5053,-3212.4489,-3460.8222,3264.2494,2432.0166,-664.9660,-1485.3179,0.0000,6842.0773,4110.8387,5393.2462,-550.6313,5378.9488,-6417.9119,-2147.1798,4282.6236,5439.6697,-2628.4112,3106.3783,1141.5820,-2905.2137,-2987.3010,-2294.0449,2456.8833,-3102.0986,137330.7860,131908.9705,135412.4027,134566.3432,139066.4485,133782.9348,125221.7297,133631.9512,90716707.5479,90678579.1930,90726661.1615,90712670.9254,133968.8853,90710832.9903,
