sl_100_5400_20300730 Coordinates.csv
2030/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:47 2024,
Start: 2030/07/30 07:47:00.00, Stop: 2030/07/30 09:17:00.00,
TIME_UNITS,STARLINK-4263 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-30515 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-5881 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-30515 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-30515 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4361.3669,2766.0936,4116.4143,831.2177,5710.2869,-3122.6037,1531.5965,-5632.6949,-1340.9231,-2055.4134,-3256.6879,-6291.3126,2294.6716,6657.6998,5796.7543,5346.1174,2162.9256,-2639.3963,-6207.4819,4721.2403,-4670.0210,4326.2346,-5280.6073,-3467.7380,3848.6672,4738.1202,4724.4631,1559.8404,0.0000,-4861.5037,-3242.9152,-4101.1325,3899.8991,3693.1035,-1165.8476,4932.6845,-968.0547,2474.8037,4090.2866,5271.8610,3009.2482,666.7206,2983.1421,247.8857,6304.1531,3394.4323,-616.1300,4661.9133,-5994.7568,-4113.0928,-4473.0593,-6013.4905,-4852.7298,4702.3330,6068.2277,606.1366,1134.1866,-100.7375,-6795.5456,-5996.0112,-5039.3280,5377.6975,1518.2034,510.8670,-343.6659,157.7080,2629.7791,-3815.7491,-5671.3584,641.6111,2582.5308,-6403.7784,-1127.5494,1303.9561,3858.6901,-1112.9822,-1827.1711,-3144.9493,-5201.8618,1698.1431,4879.4326,-3440.2611,3882.8390,-5522.0014,4166.1365,-6799.6734,4267.3617,-6620.2652,0.0000,5071.8804,2752.9194,1289.6566,5212.5489,2305.8582,-251.0124,6245.5043,-6141.1938,5298.7717,-3398.1205,2535.1632,-183955.1600,-157840.5384,-182848.9456,-181484.1812,-173872.1763,-174788.6864,-175106.3348,-178907.5865,-240759030.4123,-240777246.4687,-240741592.0287,-240756994.3293,-177535.5183,-240765385.9648,-2529.2227,5212.4709,-3676.2481,4008.4497,1315.6751,5656.8291,-4933.0781,3062.5185,-4277.9871,-3635.0448,3790.9611,1691.6136,4680.9200,-1249.7991,-3665.6149,2519.3065,3616.7189,6360.7220,1080.1559,-4550.2196,-3790.1179,4161.6804,3008.6409,-5761.4514,3477.3016,3812.2048,-3118.8803,6457.9522,0.0000,4910.9396,5326.9302,5107.3287,-5565.8853,-2444.3791,5711.8416,1004.3242,6445.8885,4393.9076,-1504.3811,-4366.2452,-6224.8984,6097.6711,3510.3168,6917.7129,-1291.4358,3606.5374,-6863.1317,-1963.8317,1491.5607,-792.9293,3722.3753,-901.9756,-1438.3048,-177.1207,695.0343,-6863.7576,-4668.3856,4783.8040,-929.0249,-3010.9752,3057.7361,2110.2298,1880.6867,6892.0565,-6113.7710,6359.4866,-3114.1561,-5253.1949,-1269.2993,-5670.0997,3543.5356,2388.4973,-5677.8523,5365.5434,-1544.1252,-5784.2292,5073.3997,-5886.4559,-66.5811,3537.0289,3813.5935,-4701.8847,3951.4478,-1466.2809,-538.3361,-1067.8632,-2007.8232,245.3760,0.0000,1346.1004,-2737.9861,-6720.6793,-312.7733,6187.7307,-6270.6829,-2738.9625,-3158.1792,3471.9348,4949.8028,-5553.9592,323612.6067,336423.6429,338378.0508,333799.1791,329685.7951,332724.0954,339414.9435,335422.0364,250201673.1435,250176673.8083,250189553.6600,250191853.8952,336520.3205,250185293.6179,-4632.5747,-3137.2485,3981.9245,-5457.9631,3636.3650,2054.5944,4451.2882,2451.3991,5239.5634,5437.8188,-4781.2529,-2329.2736,-4505.9484,1433.3796,571.4976,-3608.9918,-5480.0106,36.4055,-2680.6224,-2316.1962,3497.2475,3393.6042,-2936.3027,-1718.8200,4535.6360,3272.6489,3948.5606,-1939.5124,0.0000,453.3012,-2924.2581,2182.2862,-1353.2490,-5260.3153,3581.2535,4684.3488,1996.4595,4768.5209,-5418.2907,412.7981,-258.0998,3081.2704,5060.0137,-532.0282,2529.2258,-4726.6629,79.5940,4176.0507,3085.7085,5281.4169,3699.4893,3170.3088,-4717.1468,4981.4867,-3015.8575,595.1560,4956.4882,-4912.0381,736.8987,-1509.0881,3207.1866,-3658.9142,6491.7392,-881.5910,-3009.8846,2654.4700,5377.3699,2207.6570,3490.6766,-3941.7192,-5263.1685,-704.3915,-3483.3781,-4185.3819,5480.4070,-3458.8864,4221.2521,-1871.0197,4408.8129,-5705.9019,-3113.1495,3635.8520,-4148.5514,-3917.5225,5496.4591,-847.1430,4974.3497,1817.7465,0.0000,-4369.4796,-5749.5944,913.5563,-4523.4525,1803.0655,-2694.5266,990.3626,618.8525,2697.2944,3279.5711,-3265.7906,102648.0962,99057.9106,104800.9066,102434.8250,107886.3976,101318.0935,93590.6205,101871.3358,146860997.0732,146837844.4995,146843975.6708,146842503.6983,102342.1657,146850571.2080,
300.000,4063.8507,4223.6210,2201.3208,2904.7824,6430.6278,-1341.5615,137.3730,-5024.4716,-2977.7952,-3964.7901,-4479.6639,-6032.6930,3305.1944,6358.0181,4986.7412,3822.9688,4039.5189,-1398.8872,-5007.6355,4025.3030,-5701.8441,4531.4635,-3674.5116,-4805.6499,4140.4596,4785.9265,4404.6576,3092.6163,0.0000,-3635.3682,-1542.5468,-2547.9665,2290.9326,1896.7472,528.9724,5079.9711,723.0309,2539.6844,3696.5009,4146.4116,1543.3535,2067.3182,3428.7126,859.0075,5113.9650,5094.7767,-1785.4580,3183.3261,-5861.2676,-4770.3026,-2651.6074,-6675.2082,-5236.2158,3615.7952,5389.3343,-902.1282,-485.4250,1772.4638,-6503.1487,-5907.9089,-3343.7068,4871.6860,-460.5738,1121.9417,-1725.4087,1469.2028,997.8556,-4983.1795,-6507.2607,-1164.6404,4436.6763,-5484.4718,-2358.4183,3010.7452,3118.0512,-2612.6804,-559.6864,-4545.1047,-4569.6302,2156.5259,5250.5868,-4935.1846,4707.6230,-6306.3506,3428.8780,-6799.8957,2545.9429,-6706.1824,0.0000,4383.4329,4329.7813,86.7090,4486.7005,3213.6786,-1906.7959,5683.0536,-6407.8941,5216.5390,-1441.4714,1100.5056,-190622.0762,-164932.7273,-189866.8535,-188466.5958,-180899.7492,-181950.3707,-182155.6026,-185976.2371,-246163563.7402,-246181844.8643,-246146434.8865,-246162049.4454,-184608.7850,-246169965.3619,-4324.7060,4960.7622,-4072.5978,3351.0708,-358.7386,5757.4990,-6040.5636,4568.5892,-2863.6818,-2715.3769,4372.7480,3269.5606,2916.6119,-2744.1656,-4580.7069,2294.6590,2652.9213,6512.0535,2242.8105,-5640.6404,-3680.8389,2369.3827,3700.4170,-5001.9626,1456.9256,2036.9001,-4702.5481,6174.2627,0.0000,5794.3276,5168.0443,5231.7427,-5938.6224,-3660.7193,6386.6997,-1147.5601,5935.2592,2520.0975,-3521.6364,-5004.0648,-6620.3237,6391.6196,4923.6156,6701.7542,-2394.7454,2867.6434,-6432.8861,-3590.8293,3199.3672,1206.0509,4149.3074,393.6363,669.7509,-2016.5771,-1116.4655,-6792.3087,-5677.3250,3785.9279,633.4186,-1571.0001,3716.8411,303.0456,800.2672,6761.1211,-6463.2068,5353.3263,-4524.2348,-4693.9446,19.6066,-6195.8455,2693.3200,3339.7217,-4280.1120,4141.5007,-3543.4490,-6025.1453,6208.8213,-5218.1707,2001.4651,1489.7110,1929.8078,-4298.4267,2023.7093,239.5713,-2585.9135,-439.2011,-3270.0182,1500.2504,0.0000,-559.7016,-3388.4969,-6845.7231,-2337.1825,4992.0357,-6428.3995,-3811.5888,-1608.4010,1806.8131,5213.3105,-6539.1310,319720.3515,332976.8039,334697.3126,330196.0293,325854.8458,329020.5938,335552.3266,331861.8293,244885777.0494,244860418.1160,244874202.6809,244876232.9565,332705.9490,244869326.4801,-3413.4769,-1482.2621,4986.2984,-5184.4205,2470.5948,3316.2953,3165.4090,1012.1544,5520.8599,4891.8611,-2935.4329,-876.5690,-5296.3125,-97.2700,-1242.2590,-5299.8632,-4942.7419,-1757.2978,-4097.5733,-567.4833,1541.7655,4623.9575,-4285.5523,-207.0522,5309.8135,4540.3264,2480.6965,-443.9683,0.0000,-1089.6882,-4285.2888,3711.7135,-2742.1473,-5503.1852,2399.9635,4490.5122,3271.3448,5944.6631,-4720.1663,2182.3770,1279.7955,1423.3624,3298.7194,1587.9059,3986.6249,-3560.8864,-1715.8060,4471.5525,1765.6519,4609.0480,4824.6829,1532.0925,-4472.4190,5459.6135,-4014.5092,-951.2494,3898.3639,-5435.9247,2206.2267,-3153.1224,4472.9034,-4789.7686,6864.5028,1241.1429,-1338.1357,4083.0553,4906.7074,439.0878,1909.2673,-2889.3581,-4470.8474,-2448.3308,-4665.7851,-4668.4683,5004.2700,-1874.7239,2839.6461,-370.3398,4648.9577,-6410.0168,-4093.8572,2088.3515,-4652.7640,-2855.7723,5423.8136,1279.9357,5459.0637,25.7678,0.0000,-5206.3019,-4230.8182,-904.7803,-4705.2156,3402.6830,-1291.9155,-829.4647,2097.3706,4111.0554,4187.6029,-1988.8956,102529.9595,98950.2423,104726.7568,102182.5281,107814.5827,101519.8575,93450.3204,101388.1384,146858729.4195,146836202.3333,146841561.0823,146840112.2620,102253.6484,146848444.5481,
600.000,3386.8510,5203.1019,48.7544,4690.4609,6529.2202,600.0078,-1237.1129,-3921.9459,-4361.3123,-5484.9779,-5237.0039,-5190.0464,4042.3318,5439.4164,3665.2558,1910.2374,5530.8524,0.8452,-3303.3290,2940.3942,-6146.8111,4332.0092,-1668.6205,-5677.5596,4076.9299,4402.4076,3669.6112,4320.0659,0.0000,-2047.9700,342.1765,-715.3965,442.3819,-59.1569,2149.6487,4766.6812,2368.5836,2424.1888,2994.7807,2582.2750,-84.5114,3242.8962,3446.0746,1403.5252,3420.1744,6271.0883,-2794.6762,1371.3294,-5165.1751,-4961.7294,-554.9822,-6659.7916,-5151.3685,2209.4383,4185.1300,-2331.4663,-2020.5253,3502.6954,-5575.9146,-5244.3541,-1277.9810,3908.1353,-2339.5594,1636.0385,-2913.8284,2677.4354,-696.7523,-5638.3900,-6660.0860,-2836.9265,5845.1283,-4001.4978,-3390.0784,4459.3743,2119.0349,-3824.6501,733.4761,-5501.4099,-3514.6924,2478.7256,5151.0486,-5917.6599,5119.1232,-6492.4875,2410.4651,-6105.8902,594.6192,-6111.2358,0.0000,3291.9429,5467.3466,-1135.0837,3364.0729,3830.3150,-3357.6211,4544.3024,-6064.5570,4646.1481,673.5350,-422.3774,-197205.9434,-171950.7446,-196801.1940,-195361.0194,-187844.8252,-189045.9913,-189120.9313,-192877.4965,-251450754.9587,-251469084.7912,-251433953.9121,-251449782.8345,-191600.1413,-251457199.6576,-5664.5945,4174.2580,-4101.4403,2405.6155,-1976.5274,5285.6023,-6535.1326,5611.9337,-1207.1997,-1573.3253,4442.7848,4521.4866,875.7919,-3972.3684,-5044.9322,1750.9288,1479.1339,6015.3034,3222.1325,-6175.1069,-3216.9288,321.6568,4045.8081,-3760.2394,-715.7842,35.4845,-5803.2573,5290.4501,0.0000,6121.3129,4528.6329,4867.3588,-5755.3273,-4561.8017,6428.2883,-3178.3512,4834.2533,379.0034,-5192.5512,-5150.5973,-6374.5812,6042.4762,5804.2127,5800.7944,-3304.7248,1875.4718,-5354.3640,-4842.6807,4581.3288,3047.4323,4214.5504,1631.9155,2699.7623,-3689.3581,-2844.3413,-6057.9042,-6144.8503,2452.5359,2154.1436,56.3404,4023.3836,-1569.8040,-449.3725,5945.6154,-6147.6108,3823.8133,-5487.3907,-3659.2128,1284.6539,-6139.9130,1618.4150,3979.1218,-2441.7460,2546.5075,-5196.3707,-5655.4538,6716.5260,-4045.6596,3883.4353,-698.6597,-152.9740,-3479.5505,-92.6981,1898.6259,-4396.2024,251.3434,-4254.1659,2602.4300,0.0000,-2442.4395,-3620.7271,-6287.0895,-4151.5916,3278.4803,-5938.7507,-4508.9722,114.1485,-68.5162,4990.0822,-6890.7607,315692.9718,329380.4115,330867.5235,326458.4641,321877.4067,325179.1403,331542.0635,328215.5324,239453159.2503,239427438.3501,239442116.7483,239443858.8689,328742.9070,239436635.2525,-1815.4445,349.5691,5427.9134,-4330.5703,1036.4290,4198.7220,1524.1925,-538.6754,5203.7221,3806.3752,-773.0852,670.6231,-5511.1904,-1617.4866,-2920.1994,-6423.5580,-3873.2132,-3359.2519,-5060.3558,1241.4714,-576.9339,5352.1734,-5138.8074,1326.8137,5506.6764,5317.0331,744.0358,1099.3807,0.0000,-2515.6762,-5179.6470,4839.0358,-3837.3545,-5144.5602,951.6262,3805.2658,4178.0952,6488.5758,-3522.3015,3710.3736,2679.6972,-391.3946,1171.2334,3538.3649,5014.1457,-1999.7523,-3324.3446,4206.7299,254.4280,3401.8602,5426.0197,-275.4346,-3747.0056,5334.6719,-4561.1125,-2395.1256,2418.1929,-5360.7633,3435.6424,-4451.8879,5211.7674,-5388.0111,6504.6651,3232.7655,483.9258,5067.3810,3868.6048,-1378.0414,109.5656,-1528.1253,-3183.6270,-3923.3200,-5310.3398,-4652.1145,3981.4271,-80.7303,1143.1802,1170.0397,4367.5693,-6429.0874,-4636.8640,311.1113,-4657.5785,-1487.6917,4768.8684,3269.9501,5341.3060,-1769.0748,0.0000,-5462.0124,-2260.8982,-2625.1042,-4379.2677,4624.0143,255.4131,-2558.9401,3351.2225,5075.9806,4629.9206,-498.1775,102411.7214,98842.6978,104647.8387,101930.5099,107739.9096,101724.8587,93314.3903,100967.2581,146856456.8623,146834566.5340,146839147.9392,146837733.8844,102165.0714,146846317.6353,
