sl_20_86400_20300813 Coordinates.csv
2030/08/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:21 2024,
Start: 2030/08/13 07:47:00.00, Stop: 2030/08/14 07:47:00.00,
TIME_UNITS,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-5408 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-1691.5384,5449.4433,6617.2918,3795.9119,2923.2941,-6370.2940,-3868.4218,5444.0769,3682.8231,-3627.1747,-5686.7583,399.9633,-5461.9434,3294.1549,-1339.9163,1902.0947,-5781.6173,-4354.6059,1340.2333,4599.5086,149370.7597,115734.3935,137784.9677,137688.6070,128977.6423,129672.9823,131490.5458,134676.3579,18571253.8755,18601256.4411,18563702.4047,18591632.2128,132922.5937,18586116.4490,3635.6378,-721.4900,-1554.6977,1568.4263,-6121.0383,-1996.3551,1471.2348,1683.2908,3487.9061,-2702.8281,2260.4506,5596.8242,-3678.6720,5947.8266,-4439.8525,-6616.7254,-2993.8899,4528.6345,-5290.2844,-5133.1463,351533.4930,349652.0008,348848.2702,351574.5979,348754.1539,348501.9150,340459.5640,345540.0818,-346409023.9579,-346398038.0105,-346391036.3196,-346405823.2976,345110.7558,-346399137.0368,-5243.3459,-4128.0154,196.1097,5444.8153,521.8706,59.2412,5391.7756,3951.5056,4708.2998,-5200.2889,3033.7456,-3864.9253,2114.8677,1069.8895,5161.4949,-457.6039,-1619.7741,2939.1883,-4122.3990,179.0604,-56668.0547,-59299.3676,-58517.0390,-53721.3851,-55438.9628,-66065.2922,-61729.0569,-58397.3628,135996584.2347,135975320.0633,135979422.5036,135981887.0170,-58174.4258,135986647.7728,
36000.000,-3750.5320,-2941.1992,-4398.6007,-5469.3912,-487.6694,4794.3071,1292.2113,-6650.0995,-6192.3666,4566.8568,1712.8980,-3744.8092,5241.3513,-3953.7124,2525.9001,58.6948,5739.2358,665.5847,3147.0160,-2339.2759,55552.5769,23914.2953,47873.0008,46514.0355,38128.0151,38660.9925,41016.4040,40818.1061,107663899.5318,107695476.3587,107657876.8435,107687052.6699,42371.3317,107679516.9367,-4567.9998,4392.1485,3076.0466,2459.0666,5508.6535,-989.1165,-5442.0003,-1784.0264,-600.1429,-1738.0264,-3762.9684,-5678.2706,161.4489,-3041.4223,51.3062,5793.8567,533.2462,-5059.4804,4282.3808,5139.9494,378508.4193,368520.6698,370327.8702,374028.5908,372605.5072,371475.0459,363260.1129,367022.1964,-329770545.2464,-329755607.4186,-329759640.3268,-329760013.2834,367762.5716,-329759922.0531,2921.6055,4365.0351,4165.2545,-3272.6741,3952.6228,4529.3202,-3880.2272,883.5823,-3050.0946,4846.3229,-5445.0961,337.1234,-4519.2863,-4750.8100,-6472.2925,-3754.3564,-3437.3619,-4707.3947,4290.2169,3944.2062,-55678.5575,-58357.0300,-55930.0754,-53506.5933,-52645.9672,-63206.5813,-62965.5548,-56466.2074,135957278.2821,135944576.7778,135939001.6315,135951434.3551,-56868.1365,135949492.0765,
39600.000,5475.9899,191.2980,-315.9260,4980.8603,-3281.1540,-589.3332,813.6580,4522.5864,6662.2819,-4769.1723,2705.2898,5086.5915,-4051.7389,4184.6840,-4494.7807,-2994.4731,-2371.8801,3289.7762,-6250.4846,-1711.3773,-42326.6777,-69780.9767,-45352.3097,-47492.8601,-55756.9549,-55118.4902,-52437.2001,-49685.8309,189405585.3988,189436040.2540,189403879.7243,189420827.6975,-51067.6644,189421533.2313,2607.3199,-6676.7768,-4246.6611,-4475.0880,-2571.3267,4644.5165,6725.6301,653.4167,-1832.5151,4794.2683,4951.4856,2943.8338,3826.6767,-1494.1402,3505.8164,-2842.6856,3310.2182,4896.8755,-2426.6353,-3775.4197,380645.4561,363639.6405,368120.8402,372475.3552,372516.8848,370649.9206,363058.2504,367967.5131,-290622498.9553,-290603613.0585,-290617054.7447,-290606362.7575,367028.4197,-290610806.5266,2586.7165,-1606.3489,-5308.0021,-1347.7139,-5380.2836,-4764.1338,-655.0108,-5226.3670,-498.7066,-1314.4330,3845.9892,3430.0665,4092.0728,5249.2038,3955.2710,5518.6548,5321.3282,3648.0752,-1329.4406,-5513.4578,-54698.7230,-57394.3142,-53588.9592,-53668.6629,-50442.8415,-59616.7195,-63342.3253,-56293.7406,135917437.1716,135914299.4827,135898970.9639,135918395.3014,-55556.2965,135912305.4737,
43200.000,-3250.6000,2269.1881,4371.5714,-1583.5353,6263.0207,-2798.2878,-2651.3201,-1065.5505,-4543.1345,3024.4355,-5032.9015,-4770.2179,2351.5065,-4061.4304,5275.6009,5793.7810,-1237.8681,-5773.1694,6309.8661,5514.6943,-137721.8358,-159322.3052,-135850.5552,-138300.6756,-146693.8237,-145034.2693,-143093.2795,-142525.1908,258216616.3154,258243486.4276,258221073.5533,258223522.8293,-141444.6052,258232360.5969,2274.2161,6061.6773,4671.8865,4425.6755,-421.3740,-6049.2279,-4180.3216,2323.8863,3662.3938,-5353.6379,-4588.9990,1643.7938,-6409.4836,5072.7080,-4434.5790,-224.5838,-6162.3705,-3827.6147,-251.9426,2252.5950,357604.3167,335314.8822,342321.8966,346482.4699,348634.8333,345880.4136,339492.9330,341845.1379,-231637266.7290,-231616067.6057,-231634568.1874,-231624583.9076,342903.1738,-231624425.4756,-5275.7283,-2306.0229,2294.8393,4942.9676,2616.5574,375.3937,4659.3608,6443.0451,3722.9594,-3112.4179,553.5153,-4579.7635,-1129.2165,-2278.4669,860.5847,-3745.6839,-2348.2581,-420.7290,-2625.4975,3462.4746,-53726.1976,-56409.4598,-51769.6722,-54188.4470,-48708.0460,-55212.9893,-62994.0592,-53336.1253,135877232.8306,135883731.2895,135859521.9162,135878690.1941,-54239.0442,135875087.9802,
46800.000,-36.9117,-4290.4888,-5517.4903,-3171.0935,-6006.4754,3994.7527,4512.6336,-1269.6904,747.3546,740.4744,4815.5628,3302.8154,5.7857,2631.9979,-3161.6531,-6517.4991,3278.4649,6063.2011,-3631.1944,-6798.8429,-224164.1492,-238958.2638,-217770.6136,-220891.5932,-228811.3650,-223525.5661,-225160.9639,-222122.0797,309399924.2430,309422106.0858,309411008.8676,309405975.6751,-222990.8752,309414961.1654,-6231.4146,-2757.6114,-3099.2705,-3544.0307,2347.0059,3092.6077,-394.6936,-5625.6457,-5059.8765,4123.2127,1632.4171,-5533.2093,6432.1096,-5959.1130,3344.3780,2221.5333,5142.5383,1406.7537,3455.9005,-772.3511,310759.1856,285352.1467,294605.4654,296493.9243,302516.2394,298192.2467,293828.1865,297980.3253,-156841317.0797,-156820458.1297,-156838030.1794,-156834787.1850,296873.4153,-156827521.8136,2156.8840,4579.8754,2479.8509,-4906.0960,2156.8990,4354.3104,-5082.5206,-3868.9670,-4675.6774,5458.3116,-4569.7228,2195.2439,-2556.8328,-2235.3376,-5202.9287,-470.2805,-2800.0497,-3075.2931,4637.1052,826.8832,-52757.5508,-55400.8595,-50606.8973,-54375.8330,-47375.4390,-50758.8837,-61996.1891,-54085.9030,135836858.7096,135852079.7090,135820886.7971,135836346.4212,-52916.5183,135837839.6117,
50400.000,2493.1085,5614.0084,4124.2136,6300.1044,2242.5272,-3818.1034,-5298.0807,1758.3838,2939.3143,-4825.0326,-3317.8891,-793.6156,-2942.0854,582.3858,-1230.7970,4197.1474,-4005.3644,-4637.8911,48.4936,4959.7737,-295700.0506,-303581.1613,-285868.3558,-291902.1582,-296765.5311,-286824.0326,-293293.6803,-291116.0988,339461697.9677,339479854.2515,339478252.1117,339472136.9722,-290487.5507,339475685.7325,5127.4067,-1406.5256,-831.2064,2332.1118,-3667.6417,2457.4848,3975.0211,6633.7510,5636.7577,-2526.0088,2899.1499,6500.5146,-4206.3503,4421.1493,-2215.0492,-3307.3287,-368.6518,2080.9240,-6006.8483,-1344.7667,243140.9892,216937.3592,228078.2218,228343.9747,237110.7460,230864.5084,228831.8172,230809.2473,-71340389.7905,-71322434.2814,-71333243.1391,-71336969.5209,231826.3506,-71326058.8411,3309.7522,-3708.7524,-5348.7626,1216.8052,-5277.1811,-4898.9125,1555.8813,-1028.3940,2743.8284,-4222.1882,5214.0251,1857.4446,4630.4289,5235.1813,6455.7970,4355.3415,5359.0413,4716.1188,-3265.7691,-4601.6285,-51787.1229,-54366.9256,-50057.9604,-51120.1850,-46411.3295,-51623.5739,-60381.0747,-50297.5579,135796517.2546,135818942.7993,135783342.9185,135794354.6098,-51588.8578,135800560.3839,
54000.000,-4098.5482,-5242.0746,-1926.7962,-5940.4241,2544.5515,2590.0175,3467.8468,-1677.9880,-5071.2260,6811.3393,1713.3263,-2618.6144,5653.4033,-4492.1820,5286.6165,72.8666,3880.6795,2547.8824,2841.2032,-1441.9386,-347297.8769,-349050.7813,-335842.6899,-343226.6722,-346084.1805,-334942.4953,-342977.1705,-339100.6027,346349898.3096,346366034.1954,346369216.3957,346365873.5832,-339599.8170,346362746.5099,323.5904,4427.7149,5119.4547,-275.3079,4622.8080,-6113.5046,-4928.1883,-4168.0777,-4637.8755,1017.0313,-6290.0776,-4394.7365,1124.1563,-2112.8712,2191.8200,4234.1067,-4561.5811,-5394.0568,6197.3856,4091.7636,159273.7654,134429.2666,147021.7855,147908.5977,156607.3834,150456.9706,148604.4874,152834.5829,19029000.5470,19042424.4703,19042368.4042,19034084.7792,151869.0714,19043334.7937,-5164.1316,229.3613,4030.1319,3346.6742,4285.7820,689.9908,3151.3736,5282.7484,857.2936,173.8398,-2055.7395,-4501.4685,-3832.6065,-4774.8648,-3940.7610,-5452.9004,-3026.5068,-3549.6948,-518.2868,5348.2517,-50804.2572,-53305.9869,-49914.3047,-47520.1442,-45803.7956,-53811.5873,-58146.6050,-51727.2192,135756406.7981,135784347.6524,135747196.6871,135753845.7842,-50256.2017,135763250.3126,
57600.000,4089.4012,2595.8589,-43.9693,2896.2606,-5298.7691,279.5271,890.5063,2588.0385,5436.3849,-5555.0494,159.6229,5664.3846,-6703.3078,6790.8437,-6452.4797,-3896.7547,-2078.8173,-368.3401,-4478.0733,-1618.4407,-375186.3892,-372455.2790,-364568.4253,-371980.8514,-373439.5959,-362647.7060,-370852.3364,-367600.0293,329594369.7222,329611104.9824,329612748.2172,329613502.9119,-367155.8267,329606262.8433,-4999.9850,-5379.3834,-6787.8427,-2916.5769,-4265.4143,5202.7114,3992.3008,-342.9805,1694.8435,896.1392,6305.3292,863.7517,1594.0951,172.5342,-2392.2967,-4828.3606,6023.6741,6926.2656,-3369.0800,-6167.8912,64930.9486,43077.9984,56578.2523,57805.4867,66185.2130,60733.7400,58342.7709,61292.1024,108097963.3670,108106501.4427,108118111.4748,108108576.5844,62069.4467,108111793.8181,1332.6676,3370.4469,402.0173,-5458.4861,10.2551,4164.1404,-5442.9464,-6434.5727,-3949.2056,3963.5098,-2634.2345,3671.2503,628.9329,1115.5381,-923.0884,3012.2544,-2102.9505,244.4843,3903.3790,-2624.6246,-49785.2511,-52216.1946,-49857.4203,-44696.2000,-45557.8885,-55016.5881,-55256.5101,-47400.3745,135716708.7146,135748522.8017,135712713.4822,135715393.8771,-48918.6893,135725909.4136,
61200.000,-1063.2326,1656.5893,2150.4979,506.3609,5052.5495,-4206.4421,-5257.8635,-4284.3780,-4622.5095,2152.0510,-2745.2214,-6433.5762,5179.0466,-5875.1646,4450.4687,5441.2182,-1760.6359,-1864.4952,5067.8957,3259.6332,-377076.1908,-372292.8403,-370236.7523,-376820.6428,-376814.0633,-367376.1019,-374955.9239,-370922.1768,290338972.0344,290358871.6155,290352875.3548,290356733.1925,-371352.0269,290350320.9139,5174.5682,4770.1483,4581.4007,5828.8546,1459.9726,-1325.7966,-2510.6006,3956.6601,2316.6676,-3544.4089,-3200.6016,2231.1338,-3507.9131,1477.5969,1096.3102,4019.5618,-3728.0447,-5869.4578,-1159.5324,5792.2154,-33098.8269,-51312.1664,-37575.8076,-36577.7723,-28313.6960,-33217.7539,-35931.6137,-31118.9197,189786343.0233,189790902.9009,189811416.9772,189803555.2304,-31865.0216,189799320.5995,3942.0072,-4666.0343,-4548.5814,3511.5718,-4320.7826,-5016.4877,3507.6547,3752.0376,4600.5801,-5505.2411,5368.2859,-38.6218,2948.6921,3260.7038,5209.4783,1347.7102,5282.1438,3190.3656,-4442.8098,-1840.6009,-48661.5633,-51095.4240,-49544.2413,-42462.9283,-45689.6293,-55362.7377,-51636.0954,-49185.0005,135677575.6763,135711723.2748,135679946.8413,135679466.5864,-47576.4600,135688537.7026,
64800.000,-3911.1954,-5417.4606,-4449.5113,-2642.8358,-3080.6039,6230.7924,6663.7726,4879.4223,3220.1746,1227.9859,5361.8240,3930.3472,-1568.4720,2326.4434,-1298.4183,-4788.0602,5630.6966,4202.7758,-4426.4761,-3897.9741,-352278.1172,-348562.8615,-352430.6102,-357581.0143,-355463.7618,-348454.3107,-354833.1076,-352431.4940,231263525.9466,231288578.8816,231271188.0497,231275565.1638,-351871.6314,231274859.9149,-2037.1057,-3232.9345,-209.3911,-6213.5986,3007.4686,-2174.1983,789.4235,-4806.5398,-5627.7433,5863.5559,-679.2680,-4207.8619,4830.7523,-3449.1692,2199.3686,-1045.0012,278.0669,2856.3639,4918.8523,-2541.7053,-126600.7323,-142754.0829,-129546.3116,-129223.8275,-120821.6075,-125584.4011,-127552.2299,-124578.1429,258517794.2046,258520331.2807,258543816.8368,258538463.1106,-123950.0332,258529819.1477,-4911.4555,2693.2192,5127.6473,1009.0141,5258.5245,1001.9314,1118.4509,1127.8722,-2441.6808,3392.6306,-4186.9769,-3643.6068,-4703.8030,-5490.2989,-6461.4850,-4863.5949,-3640.0772,-4730.5989,1709.5169,5076.4736,-47092.9983,-49941.1580,-48699.1245,-40698.7940,-46179.8086,-54984.7162,-47202.6740,-44673.1613,135639121.7664,135674165.4508,135648498.4087,135646455.7538,-46229.6533,135651135.1955,
68400.000,6463.5065,6695.8528,5658.8000,3694.7535,1008.8672,-3854.6374,-4384.1382,-2685.0473,-1184.1703,-3157.5664,-6030.9281,640.8160,-2416.3656,1618.7532,-713.1711,3218.5932,-6181.1121,-5999.4989,2106.9432,4308.2694,-308365.9397,-302761.2405,-312155.5617,-315526.4732,-309536.6397,-306853.7122,-311224.3670,-309323.1490,156400889.9644,156432144.5362,156403432.8545,156407396.7467,-309908.4254,156412717.9330,-1230.4384,1021.4639,-3350.2883,3147.2747,-6380.2070,3735.6184,1761.7804,3484.9268,6713.7373,-6047.8272,3211.4856,5054.7219,-5444.1968,5321.7140,-5699.4065,-3148.5498,2227.7638,600.3528,-6092.9617,-1955.2640,-205318.3129,-225459.2915,-213535.3172,-214150.6947,-206205.6632,-210463.3087,-208844.9980,-207593.7652,309600479.8315,309603653.9376,309622976.1713,309616994.1869,-208305.9421,309611727.6703,471.5777,1113.1110,-1739.3136,-4809.3287,-2138.0935,3959.5094,-4902.4463,-5370.5515,-1234.9813,937.6257,-86.3404,4508.3483,3512.8173,4048.2747,3891.9098,5219.3824,-1360.9294,3429.3933,2259.4839,-5018.9874,-43985.3257,-48750.3373,-47187.7577,-39337.6588,-46337.7638,-53957.9466,-42720.4403,-46443.7185,135601415.0917,135636017.4791,135617467.2653,135615739.4552,-44878.4089,135613701.9079,
72000.000,-3583.9308,-5080.2338,-4005.0428,-4305.1068,952.4725,-1607.7896,404.5912,-1689.0232,-1584.5635,3885.6094,3477.5676,-4633.1158,5026.7302,-3955.8928,1090.7556,-1747.9369,2379.5114,6168.7409,1709.9752,-4209.2005,-250991.8098,-237780.5198,-251823.7531,-253351.7042,-244605.4815,-245087.2204,-247147.8129,-248865.9790,70861650.4794,70899012.7615,70862635.1265,70871807.1133,-248094.1228,70874327.3815,3262.4128,1983.6459,4588.2674,1645.3133,6189.6425,-3981.7094,-4720.6253,-2051.1683,-5319.6605,3250.2603,-4033.9523,-4606.0449,4752.2051,-5633.3942,6794.5019,6292.7560,-3648.2158,-3176.6440,4774.6601,5199.3460,-274003.6690,-294205.5426,-284167.8298,-285834.2407,-280933.8633,-282327.0548,-275865.3489,-280308.5192,339547391.6992,339554141.4052,339563549.9272,339554514.1796,-279533.4975,339558267.0692,4466.0530,-4184.8641,-3032.5371,5028.3956,-2664.8805,-5116.4915,4875.4642,6402.2063,4134.7194,-4673.5398,4273.1230,-1928.0107,-147.5572,64.1320,939.1096,-2231.0845,5092.2833,-91.1687,-4588.5795,1661.6711,-41522.0476,-47519.1529,-45053.1932,-38345.8334,-43053.3459,-52314.7820,-43558.5785,-42119.6628,135564473.3732,135597406.7602,135585828.6873,135582335.5234,-43522.8666,135576237.8557,
75600.000,-2289.4868,1813.3883,-377.5019,4207.0310,-3223.8521,5746.2687,2655.1263,5627.5420,4616.8823,-4206.4116,1234.8040,6045.9722,-5654.5298,4440.6802,-1252.5303,135.4282,2921.9240,-4040.1169,-5407.8499,2613.5581,-177701.1069,-157721.6791,-175165.7778,-175044.1815,-166357.7325,-167054.1613,-168941.5318,-169618.5656,-19514779.7828,-19472574.5122,-19511100.0347,-19494654.7031,-170333.6592,-19501146.1964,-4225.5356,-5004.7585,-4082.7513,-5151.9988,-2621.5801,3132.4380,6168.4990,1763.7878,2522.9631,1246.4692,4078.3692,2285.0677,-2205.2989,3228.5257,-4372.1677,-6533.4802,4365.7637,4567.9051,-2213.7643,-5748.3840,-328489.2841,-344667.0597,-336836.5163,-339564.6036,-336670.0836,-336423.3192,-328396.4714,-332088.0672,346314414.5390,346327498.9919,346324209.4271,346319354.4277,-333059.8375,346325444.9576,-4524.4264,4319.6482,5414.3530,-1552.1303,5377.1647,1310.1271,-1100.8196,-3667.2089,-4510.0162,5301.2043,-5346.6206,-2154.0791,-3328.4654,-4160.1503,-5250.4492,-2224.9764,-4175.9346,-3318.4628,3538.8788,2756.1305,-39556.9666,-46242.7424,-42504.3468,-37711.3947,-39426.5142,-50053.1061,-45719.3060,-43507.1155,135528262.7991,135558429.8119,135552905.1350,135542284.0957,-42163.1660,135538743.0547,
79200.000,5744.1472,1345.2523,4911.5007,-2261.9725,5292.1791,-5504.1327,-3915.3865,-6571.9763,-6589.1681,4187.9465,-5198.8878,-4776.1955,4777.7494,-4015.2352,2562.5662,2177.8998,-5724.4349,222.1702,6818.5360,841.8697,-92150.2646,-67629.9800,-87039.3351,-85647.4569,-77274.1763,-77815.7605,-80242.2420,-82350.1726,-108558829.5521,-108514073.4679,-108549226.0620,-108532885.2681,-81558.7041,-108544407.1368,3220.0597,6570.1227,3027.9817,5651.6571,-1669.6084,-451.2338,-4291.9503,-1830.2679,344.6486,-4891.4170,-3669.7177,1632.8294,-1660.9031,1143.0587,15.4096,3941.6968,-3448.9523,-5067.6300,-451.6025,4212.9296,-364003.0313,-373686.8580,-368041.9954,-371733.9376,-370239.5602,-369113.0075,-360918.8336,-366621.6660,329439871.7538,329461438.1333,329445695.0265,329450473.2075,-365432.5342,329451569.1907,-402.7172,-1490.0568,-3605.8515,-3100.6523,-3939.2853,3741.1648,-3549.9262,-1272.0149,2101.7658,-2450.7495,2481.5281,4561.0553,4712.0604,5464.6306,6444.4813,5217.8586,-589.8332,4727.7801,88.4382,-5396.8463,-37821.7771,-44914.7238,-39860.0463,-37439.3888,-36576.6379,-47136.6440,-46897.8265,-39719.4278,135492700.2160,135519160.5360,135518470.4645,135499656.6375,-40799.4471,135501217.5208,
82800.000,-4397.8196,-3581.2504,-6571.2169,-1603.5622,-5336.6598,2018.8270,4073.1905,4285.7156,6238.1438,-2865.1076,6127.6227,2181.0392,-3213.8754,3397.1296,-4625.7305,-4881.2518,4683.0881,3620.8935,-4960.5888,-4767.9357,554.5979,26827.9229,6878.9355,9057.2785,17321.1884,16667.3434,13920.9663,13159.5517,-190191975.9460,-190147694.0365,-190175153.4284,-190167005.5206,12585.0615,-190177164.3562,625.1781,-5344.5731,-1415.4954,-3799.3508,4181.7933,-3676.4831,-319.8862,556.6808,-2556.7751,5924.1295,2087.0497,-5434.5308,5244.8126,-5091.4339,3442.5800,-380.3953,-2.0542,4902.3179,2950.1422,-2128.1607,-377481.9559,-379474.3518,-375680.8602,-380019.7865,-379991.4170,-378128.9749,-370561.1409,-373144.9605,290076021.7374,290107257.9521,290081531.0253,290094055.6901,-374542.7505,290088748.2575,4867.4274,-2412.5180,-1038.4243,5432.1295,-576.7981,-5198.6183,5432.0879,5423.5154,1580.8671,-2045.0937,2182.8692,-3482.4122,-3173.4433,-3156.7630,-3877.2766,-4867.1041,4793.5125,-3323.0042,-3669.7256,4493.0170,-36224.6765,-43526.4369,-37463.6245,-37545.8220,-34318.2415,-43490.6975,-47218.3763,-40398.9340,135457658.5148,135479656.3796,135482584.6158,135457403.8071,-39431.8497,135463661.2697,
86400.000,680.4313,4812.0935,4578.0220,5511.3681,2242.2343,1515.5131,-3742.5791,-866.5912,-3424.5124,-291.5672,-4183.4590,607.5801,1192.9052,-2105.0721,5359.9839,6367.2692,-1728.0034,-5869.0299,935.1169,6848.2533,94601.4310,119724.6244,100498.6572,102984.2058,111395.3510,109711.7354,107717.1066,105641.6314,-258841723.6616,-258801270.3501,-258818433.9497,-258822836.0723,106097.0753,-258827049.7945,-5195.5011,1626.6711,-1306.3248,1444.9095,-4449.5655,6296.2158,4742.0623,2578.4211,4210.4424,-4538.4368,1222.2969,6777.6294,-6806.7333,6431.2193,-4298.5808,-2287.2331,4547.8839,-3704.1034,-5012.0435,411.5299,-367431.4706,-361716.5665,-359226.3786,-363367.9477,-365450.0513,-362708.7103,-356338.7098,-361390.2331,230910356.5384,230951279.6753,230919259.3353,230933009.6692,-359763.0504,230924229.2303,-4013.4364,4602.7592,4845.2643,-3770.0316,4622.4177,1613.5071,-3136.9536,-6389.1557,-4309.2322,5163.7648,-5267.4366,-290.5449,-361.5412,-1277.7880,-1001.6391,1353.2084,-4622.7244,-85.5108,4543.4945,-677.3986,-34722.6094,-42065.6294,-35590.9435,-38011.4213,-32529.7932,-39032.6098,-46815.6243,-37432.0412,135422974.8636,135439962.7595,135445423.7803,135416642.5971,-38060.5136,135426074.3173,
