sl_20_86400_20300813 Coordinates.csv
2030/08/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:21 2024,
Start: 2030/08/13 07:47:00.00, Stop: 2030/08/14 07:47:00.00,
TIME_UNITS,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-5408 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4803.8815,-1705.2455,-4162.6298,-6500.5685,-1143.4651,3886.1168,2833.5569,-1274.4534,-5480.3351,5249.4017,171.7185,-2397.3533,3331.8202,-4545.5058,5167.0369,4053.8517,3843.1786,-5659.8711,4280.0534,2661.7225,162861.0629,173565.2797,169541.9309,171956.4785,180331.0431,178695.6493,176808.4526,174476.6472,-257653482.1004,-257619921.4753,-257625442.1394,-257645394.4357,175131.2579,-257636784.2374,1379.1515,6428.6095,2018.4826,2009.6218,4583.3101,5356.6960,-5673.5260,2091.1764,3052.9263,-4457.8574,-4807.2036,-6244.6367,-5528.9512,1749.2324,-4574.2037,1975.9944,5450.9767,-3913.5517,4641.9234,3636.2658,-333195.9383,-323670.2213,-321186.8199,-325366.0936,-327588.5621,-324821.2746,-318416.7653,-321255.8076,232308661.5259,232328543.5970,232316284.6124,232321323.5573,-321812.6672,232320373.7977,-4311.4037,-1720.8017,-4990.5963,571.7639,-4900.5300,-887.4179,2460.9582,-6497.6572,-2943.1430,-114.3650,4844.4041,1266.7573,2483.6765,4856.7540,-765.7625,5213.1749,708.1278,899.3431,-2621.9517,-5221.9829,-66306.2012,-69833.9794,-67189.3599,-69606.4306,-64127.2575,-70634.3270,-78413.4520,-71263.1497,136318478.9530,136286491.2947,136338724.2771,136314814.1492,-69658.5331,136319655.6570,
3600.000,-2342.0647,-820.8706,84.7875,4542.8997,-3595.0235,-4226.8291,-1018.5122,-1237.3972,2044.3727,-2924.5453,2799.9509,4326.4516,-1321.8785,4724.0383,-3173.2202,-6521.2211,-4270.5698,6175.3771,-6135.6483,-6006.6633,241802.9331,248578.5040,245109.2033,248213.7846,256082.6394,250836.9051,252506.3973,250938.9835,-309035905.1430,-309007757.2931,-309004532.9834,-309025482.0828,250310.9898,-309019964.2442,4027.2477,-6457.8641,-4857.6045,-3345.0020,-3090.4302,-1424.5763,6315.7196,-5419.3257,-4653.0901,4764.9485,6132.2741,3029.2536,6685.5070,-4831.2187,3455.4701,453.1306,-1776.9191,1682.5471,-2707.9875,-2587.7089,-283295.5870,-264602.4036,-265767.2079,-267681.7771,-273768.7354,-269401.2447,-265050.5719,-268816.1537,157641597.3129,157663522.0307,157655986.7223,157649020.7945,-268076.6737,157654225.1303,4661.1332,-2198.5990,4747.8908,3837.5787,4870.6789,4957.1778,2309.6300,4145.1992,4697.4057,-4030.3446,-1128.2584,-4305.6536,1187.6416,-1323.0358,5112.7841,-2213.5516,-4863.0697,2673.6702,-1333.8498,2173.9314,-65142.9067,-67070.0590,-66098.2198,-69867.6177,-62866.6474,-66251.4198,-77488.3217,-66922.2782,136284729.8618,136249801.7988,136300670.3485,136284625.4322,-68408.3849,136282778.8255,
7200.000,-425.8195,3510.2870,2936.0246,-12.8473,6557.6555,3215.8134,-2088.9032,1836.1354,1829.6920,-1323.1232,-3983.0353,-5251.9781,-1515.6798,-2962.7170,-1181.5191,6198.3886,3397.4721,-4856.6167,5249.2046,6425.8388,306155.7782,308489.8587,305140.6824,311172.3879,315961.4944,306075.3224,312560.4913,308941.5236,-339323226.3961,-339300206.2011,-339291928.1594,-339304826.9179,309729.3815,-339308353.8784,-6582.7516,3731.9404,6078.1670,4145.0311,1452.3587,-4014.2193,-3706.3223,6664.2460,5642.3833,-3931.3211,-4362.9561,1598.4039,-5340.0835,5379.8681,-2204.2493,-2051.1409,-3572.3113,1698.8472,-807.4549,1018.1155,-214782.1009,-190350.6147,-193379.4001,-193694.6702,-202502.0679,-196171.5014,-194194.7026,-196423.6300,72213993.3411,72235726.6250,72236125.2234,72224330.9181,-197164.3409,72227095.3369,81.1481,4553.9955,-833.5148,-5432.1746,-1082.9436,-4261.1695,-5315.8005,638.1037,-3581.7642,5489.8400,-3439.2966,4020.2987,-4135.9813,-3118.0614,-6482.1406,-2242.3435,4540.4902,-4661.3486,4292.9055,2269.8502,-64010.1200,-65760.5370,-65619.4148,-66684.4761,-61972.9350,-67184.1778,-75944.2729,-68603.8110,136250823.3696,136213462.4999,136261836.9591,136251951.4101,-67151.4532,136245870.9463,
10800.000,2884.5924,-5739.4030,-4065.9510,-4231.7249,-5756.3453,-1365.0919,5351.5741,-1720.7064,-4529.2178,5257.5442,4094.7845,4588.2450,4600.4802,-810.8441,5272.3256,-2975.4167,-1804.8547,2718.1652,-2796.3330,-4136.3524,351530.7518,347539.5672,345849.1164,353226.8320,356010.1598,344921.9811,352971.8559,350513.2134,-346448374.6301,-346429344.6921,-346420555.9145,-346428441.3156,349566.9574,-346434623.0732,3555.8477,45.3879,-3954.6329,-4443.1790,676.5827,6510.5324,122.0365,-4413.6832,-5235.1040,2939.1058,-41.0272,-4988.6280,2542.9558,-4102.6927,2048.2706,3370.8924,6460.0682,-5089.4943,4686.2499,1692.1167,-131810.4009,-104344.6918,-108671.4178,-109619.4404,-118342.4259,-112096.8318,-110314.2198,-114437.3748,-18142532.0984,-18122896.6451,-18113266.5780,-18123263.3448,-113548.8004,-18129493.2588,-4754.4680,-3782.4715,-3758.5093,2987.6761,-3568.2495,-573.2814,4193.0659,-5074.7260,250.0834,-3346.6725,5461.3511,-664.3911,4490.5020,5458.9133,4017.9989,5224.0530,-75.0561,3848.9871,-4120.6662,-5254.6031,-62903.6127,-64746.5523,-65544.5442,-63153.0052,-61434.1983,-69441.7502,-73779.2031,-64661.4940,136216565.1156,136177530.7588,136222377.4674,136212595.0487,-65887.8736,136208932.0351,
14400.000,-4628.4073,6107.3847,4053.3517,5773.6730,2092.1757,-1662.6661,-6377.1515,2475.3676,5417.0867,-6628.0312,-3814.0583,-1724.6535,-6599.5764,4885.6319,-6524.5178,-1281.3951,-1027.4174,-523.5680,32.4245,938.7800,374708.7027,363383.0002,364698.2828,372102.1941,373489.5896,362744.7211,370969.8025,366065.0403,-329925403.0221,-329908560.3549,-329903811.3622,-329911216.3591,367241.4360,-329912552.5958,2110.5021,-3116.5684,-758.3874,3250.6745,-3511.3259,-4285.5268,2367.3631,-38.0143,2868.2699,-1574.3824,4465.5401,5750.6236,308.5277,2450.2273,-2249.0730,-4734.6583,-4890.6177,6879.4843,-6774.6089,-4862.3583,-39570.9085,-11706.8642,-17011.3814,-18300.8382,-26693.0007,-21149.3114,-18829.5019,-21769.0545,-107260063.2598,-107243775.4602,-107225642.3547,-107236121.6873,-22523.4361,-107247580.2137,4191.0400,351.7691,5396.6045,1642.5459,5429.0588,4831.3206,150.3288,6474.5924,3217.3819,-1032.3785,-3499.9977,-3222.1257,-2060.9176,-4191.0716,781.9901,-4858.0441,-4479.9413,-748.2514,911.0779,4787.3102,-61820.0851,-63819.1797,-65555.1730,-60395.9327,-61255.4962,-70714.7194,-70956.8504,-65751.0663,136181781.5103,136142076.1562,136182427.1494,136170536.7554,-64617.7818,136171962.1074,
18000.000,3866.3847,-3809.2048,-3539.9405,-4564.4795,1687.9801,4982.7081,3761.3677,-4132.0786,-4970.2912,4956.6833,2583.6701,-2562.8120,6206.5202,-6824.6688,4541.2947,4282.7028,4502.5633,-1696.8117,2471.2131,1465.2216,373882.7097,355157.2544,360506.0384,367083.7994,367007.3194,357611.2432,365214.6217,362998.9572,-290882593.4347,-290865792.5625,-290868840.2191,-290875312.7473,361575.5859,-290870209.7165,-5258.8194,4662.5882,5057.9625,123.1513,5817.9783,-175.9325,-3583.1150,3824.9192,1001.9375,-817.2330,-6239.0134,-4292.1980,-2565.6366,-904.2347,1028.0231,5242.3119,743.6460,-6114.0223,5644.1297,6626.3618,56038.1697,81677.0623,75852.9455,74798.8603,66534.8947,71519.4283,74168.0967,69402.2477,-189055415.6086,-189042831.2221,-189018744.6212,-189033518.7645,70133.1136,-189043807.3464,949.9024,3284.3611,-2858.6708,-5083.1889,-3099.6012,-4444.7431,-4401.1808,-4065.0946,-4723.9990,4703.1888,-1050.9843,4614.3279,-1672.5259,110.7847,-5154.6755,1334.8909,4907.6586,-2817.1604,2948.5928,-1215.9568,-60756.8928,-62921.0212,-65308.2076,-58227.9361,-61452.8778,-71127.0940,-67402.5248,-62521.5862,136146330.9787,136107182.9781,136142108.1944,136128807.3873,-63341.3144,136134961.1791,
21600.000,450.8056,-444.3889,1899.4995,2248.4100,-3724.2420,-5755.7159,1091.2089,4853.0774,3788.7407,-1794.2883,303.6444,6060.5317,-3328.0367,5491.0072,-1313.0038,-5008.1135,-6097.9775,3968.8831,-4621.8683,-2854.4826,348809.4748,323505.0194,333479.5812,338629.8446,336442.4090,329472.9131,335868.9646,331281.8225,-231985381.0301,-231966554.3927,-231979698.1934,-231981651.0011,332876.0143,-231972929.0603,4205.1936,-5020.6551,-6239.2827,-4358.7061,-5449.1813,3373.4233,4206.4014,-4897.6982,-4751.2905,4036.7902,4838.6139,1877.4465,4224.6003,-1015.0384,2136.3216,-3650.4433,2662.0324,3227.1005,-1916.4595,-5416.0418,148794.1754,169801.5387,164115.5817,163748.3974,155364.4678,160186.7987,162100.9110,158957.3913,-257945351.8402,-257935844.6082,-257909692.1808,-257930235.2041,158523.8488,-257934680.2662,-5067.9757,-4676.1298,-1933.8743,4741.3272,-1657.7255,-257.3558,5227.2263,-783.3742,3316.6723,-5289.9208,4807.1669,-2480.0067,4344.2820,4017.0491,6466.1494,3023.7388,-856.6012,4681.4838,-4662.4068,-3176.9884,-59711.8574,-62029.0670,-64527.8805,-56527.4709,-62007.2580,-70813.5748,-63033.4773,-62740.2750,136110113.1292,136072951.7447,136101534.8946,136088552.2927,-62058.6078,136097929.2658,
25200.000,-5388.9007,4492.6920,1359.3832,-199.1601,4123.8904,2277.3566,-4984.2205,-2909.1760,-2023.8671,-963.7043,-4160.4666,-6575.6076,-690.7311,-2014.9690,-819.8070,4230.5466,3625.0841,-5828.9404,5742.2128,3870.3585,300857.1716,270547.9423,285206.3178,288585.0867,282530.3966,279881.8996,284239.2991,284684.6475,-157254372.3792,-157231987.6044,-157255618.9166,-157248809.3215,282917.5913,-157241357.0630,-1188.1390,4367.0377,4163.2823,6764.8547,1763.7161,-4160.0958,-4164.5244,3643.4369,6623.0275,-6395.8087,-1960.2420,821.3284,-5362.1710,3633.0794,-5619.6891,-139.0590,-3986.2095,286.1926,-2246.4964,1590.4208,232563.9038,246985.0532,242219.9645,242805.0211,234910.6416,239191.6681,237539.2097,236782.6498,-309227650.5898,-309219716.8557,-309196022.2472,-309220444.5709,237008.8991,-309217704.4593,3605.8876,2792.6056,5191.5571,-916.4918,5105.6251,4688.5218,-2034.0536,5134.4198,112.1545,2363.4614,-5058.8877,-1579.7064,-4322.9134,-5494.6676,-4003.6174,-5454.7476,-4001.3205,-3759.1431,2943.6661,5468.9631,-58683.1240,-61131.9982,-63079.6924,-55228.3908,-62229.0732,-69849.6031,-58612.4991,-60453.0875,136073075.2571,136039496.6685,136060818.7856,136050348.0690,-60769.7992,136060866.3832,
28800.000,6161.1394,-6303.9285,-5075.6005,-1686.3941,-3872.6406,3264.8315,5765.3913,-1382.2583,-570.4033,2569.4921,6622.3031,3805.8315,4000.6086,-1393.0287,1266.2008,-3098.5605,1680.5202,6207.9060,-4766.4974,-4765.5713,232944.2029,199757.4605,218600.7792,220145.3243,211358.1613,211852.1016,213856.8614,213071.0444,-71790885.5432,-71764363.2712,-71796783.3529,-71778638.8792,214834.2136,-71776981.6039,-1522.3176,-2528.0216,-945.3102,-5547.0923,3168.1405,3560.8974,2346.5676,-2106.3620,-5959.4332,6032.6618,-557.7010,-3520.1827,5414.5595,-5876.3217,6774.3975,4363.9916,3918.3370,-3049.1034,4809.5549,2667.9686,301720.3174,308251.1830,305169.6728,306820.7924,301994.5100,303384.3361,296906.8674,300413.4582,-339402028.6104,-339393608.1257,-339376678.8250,-339399875.1931,300565.6890,-339392379.0532,1792.8164,993.3611,-4432.4506,-3614.3036,-4613.4132,-4612.5807,-2757.0151,-6470.7538,-3490.0082,2100.2424,1581.8943,4405.5249,1591.5174,3297.7895,-844.4589,4346.7354,5169.7958,573.3033,916.5034,-4211.6578,-57669.0430,-60223.4336,-61006.4940,-54297.0027,-59007.2010,-68267.5443,-59508.7463,-59623.8555,136035215.7584,136006930.8003,136020073.9046,136014661.7027,-59475.0260,136023772.5470,
