sl_100_5400_20300411 Coordinates.csv
2030/04/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:35 2024,
Start: 2030/04/11 07:47:00.00, Stop: 2030/04/11 09:17:00.00,
TIME_UNITS,STARLINK-2536 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5401 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-3736 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-3929 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5401 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-3736 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5401 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-3736 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3974.7566,5890.1509,2915.7746,-383.5397,-3511.6220,-6617.6946,-1496.7061,5178.4067,886.6267,-995.7735,-5175.2420,4206.0050,-6077.0925,-3343.5981,3917.8986,4607.6728,3414.8890,5620.1582,-3373.6777,-132.7968,5263.0488,-5369.5265,-4747.7048,2023.1511,-725.3921,2634.4180,-2569.3819,-5124.9033,1069.2183,-2962.6388,3254.3750,4282.3755,-5661.4716,1054.5291,5754.0712,3677.9969,-263.4307,-525.9975,-6849.6130,6069.0591,-4111.6227,-6195.7476,-6335.2600,-4760.4040,1533.3933,5492.2917,-6337.3306,-4081.2416,804.7903,3175.6734,5353.3804,417.2032,5287.8605,-2126.2145,4980.9895,6507.9675,3838.3866,-4255.8925,-999.9031,-859.9393,-4293.2586,5781.8168,1916.2769,-1668.8588,5429.3743,3988.5731,4174.4769,3332.3942,-4044.6516,687.6392,5000.1728,-2604.6410,5809.8155,4634.7906,5666.8549,3172.6877,-2914.2570,-2329.6257,6314.6846,3649.1466,-4278.3006,-5144.4212,-1816.3886,4387.4621,6260.8043,-326.1945,-689.1521,5341.9595,2586.7563,-5228.4198,-2791.0935,4270.3753,-4224.5652,-5791.8389,-2882.1066,3064.6087,0.0000,1536.7515,-6384.0704,423.7750,345906.2596,342337.3605,351763.7995,347410.8153,341429.0050,344314.0547,350982.2677,349288.3755,-98383188.7732,-98387112.8251,-98404761.1275,-98386759.1675,348940.7318,-98394898.3322,-2856.9875,2526.3545,5627.8024,5749.7676,5382.0768,1012.0707,6306.7055,3700.2386,-6129.6398,-4880.7870,2077.3730,1855.5949,919.3641,2929.4709,-4908.3583,-418.2754,4314.7421,-2978.8704,4506.1639,-5349.7834,-2208.7200,473.0214,1054.8854,4594.0000,-5990.2697,810.4821,4154.2029,4546.7924,3949.4783,3447.1525,-3765.3541,-69.4047,-2231.8927,5863.4639,-2468.7620,5102.2458,-6606.8433,6756.6051,461.8143,-2013.4226,4024.6391,-836.7325,-1873.0683,1723.0049,1898.8468,4054.5598,-1855.2294,3714.6529,4051.6848,5363.5774,-219.0656,5703.0454,3565.5280,-5931.6423,3334.6551,1718.2428,-1715.5895,-5372.5734,-5825.4929,6230.1332,2503.4379,1393.8315,5924.9264,-4868.2744,-3964.5806,-4929.5149,4233.7495,1055.7835,-5359.1935,-5117.9856,-315.3570,1033.8553,355.0625,-2480.9594,3302.5600,-4577.3743,1156.3884,-4338.3456,2561.2543,-3333.5065,4523.5242,3423.2997,-4933.8382,-4068.4022,1297.4277,-5851.4402,-670.3572,-1656.1686,-4386.2430,-534.1606,6082.6745,214.9611,-4251.3497,2915.2320,4266.7615,5810.2474,0.0000,-5024.2090,2626.1965,5109.5704,152547.4570,117274.0226,140451.7578,140320.4056,134151.3318,134143.0825,132437.2615,133798.4868,340217338.5613,340158641.3328,340181168.6638,340204082.3313,135540.8153,340202931.6837,4835.0952,-2570.0579,-2657.9456,-3839.7862,-2556.8366,-1505.6747,2459.6589,1811.1524,2664.0050,4735.5132,4134.2549,-5127.6318,-3087.9047,-5277.4122,-2860.4362,-5126.4923,-4213.7347,2721.0177,-3698.3719,-4432.6783,-3933.8966,4207.4169,4855.8734,4656.7608,-3171.4525,6368.5894,4828.4189,1008.3386,-5276.6539,-5098.9863,4567.3231,5365.9303,3241.6018,3121.8174,2993.7650,-2895.0001,1917.9232,-1402.8412,860.7571,-2661.0115,-3841.9250,2785.5271,-2013.1012,4713.7178,6448.2943,1022.0143,1409.5188,3948.8935,5202.7710,2152.8657,-4395.1279,-3869.4751,-2360.6819,-2552.9880,3140.9839,-1654.5220,5295.3991,103.1877,3456.7471,-2872.1505,4836.3913,-3376.0034,3159.4330,-4531.9216,-1657.2821,2827.6988,-3554.2691,-6003.0887,1316.7692,4615.7218,4502.2363,6313.9247,-3801.5674,-4535.4152,-2220.6189,4094.4813,-6178.2058,-4864.1046,-1103.7207,-4544.8391,-2874.9183,-3147.6447,-4516.7420,3423.8804,2345.3611,3635.1361,-6877.1881,4055.2578,-4673.7289,-4291.7688,-1759.6703,5387.3342,3371.0055,2371.4060,-4611.1034,1846.2379,0.0000,4444.0581,-115.8991,-4604.8654,127795.1892,121205.8653,126810.7900,124862.9251,130046.9906,123018.4506,115715.0835,124775.8187,75889066.5207,75884451.0854,75890322.8826,75870196.5705,124435.4983,75880539.5826,
300.000,-5511.8252,5537.9508,4240.2959,1526.8680,-1884.4413,-5710.4224,-8.1231,5245.5434,-610.1794,-2517.1406,-5736.4336,4122.7919,-4830.6469,-2369.2145,2228.9036,3487.9436,5102.4761,4102.0426,-1457.9896,-1747.0559,4840.5802,-4427.3109,-3311.3541,3926.1146,-2353.3608,4074.4231,-465.2768,-4042.2382,3169.2015,-877.6219,2374.3913,3579.5215,-6610.7871,2507.2311,4734.6269,5170.9078,-1518.2601,1053.9842,-6225.0075,5764.3521,-3500.9027,-6747.1501,-6862.8861,-3867.3226,1929.3177,6300.4477,-6707.4782,-2158.7411,2918.1514,4412.0542,5489.4382,1936.5255,5529.0624,-3472.5852,4873.7397,6251.9498,3221.2188,-5002.4860,-2491.9819,621.6570,-2464.1918,6601.6457,3277.1873,-3455.2783,4962.1306,2865.3523,5659.0949,4700.9784,-5026.4472,-1365.7206,4897.2086,-930.5637,6246.9409,3128.1263,6582.8665,1779.3187,-1228.4408,-4175.4906,6199.4507,1894.1201,-2584.4689,-4446.6305,-3578.9709,2602.9320,5797.9994,-1793.1862,1309.5698,3780.2774,529.0163,-5647.0094,-1407.6857,4649.0532,-5573.3643,-4387.3355,-1859.6720,4479.4930,0.0000,160.4296,-5582.7766,2040.0926,342521.8915,339754.8094,348948.0866,344633.4066,338467.0097,341496.6773,347993.5680,346149.7022,-105787029.4785,-105789928.5294,-105807989.3899,-105790564.4554,346008.3129,-105798666.8464,-1776.2750,934.0670,5324.4333,5018.0613,5316.2706,2136.6511,5707.3408,2146.4553,-5329.7366,-3451.0280,3174.0004,-290.5517,2137.4175,4700.2981,-4968.5536,-2244.2979,3333.8697,-4051.7478,4498.6044,-4168.5487,-4040.9592,2383.9059,2598.6859,3615.5238,-4898.1608,2141.2816,4187.8373,5598.9607,3557.8487,4015.8426,-5373.9817,-2138.1024,-1120.2233,6069.7098,-1554.3570,4340.1070,-6716.1239,6248.6685,1933.2073,-3625.6326,5485.9527,429.2723,-717.3753,3664.7130,3879.3501,2775.3016,-670.0981,4571.5645,3888.7161,4891.7666,-2218.4014,6184.4624,1755.0827,-5785.6369,1547.5463,46.8036,-3726.2099,-4371.1575,-6099.0813,5419.1549,3508.7065,138.7965,4575.9721,-4938.8796,-3085.9356,-6156.0927,3222.1617,2227.2849,-4618.4332,-5453.8677,-2429.4815,-438.6988,-1436.5558,-4005.7150,2008.1224,-5908.7884,-245.1500,-4054.8221,1189.6984,-4645.3942,4724.5948,4991.6407,-4971.0970,-4376.3457,-466.2072,-6325.8841,-1729.5598,-2804.1554,-4305.2899,1443.8141,6769.3149,-1833.0299,-3623.9954,3670.2830,5739.1752,5138.5404,0.0000,-6120.0970,3591.6974,3844.8334,159852.0491,124519.0232,147705.4993,147518.7247,141452.8393,141510.3049,139770.6511,141248.9184,337988257.5864,337929695.7505,337951749.0743,337975672.1000,142877.2389,337973903.8868,3719.1569,-4018.6433,-942.6387,-4521.3713,-4004.5257,-3151.1034,3932.6372,3410.6578,4080.0536,5383.0609,2292.8951,-5508.5121,-4406.2930,-4460.7889,-4240.0537,-5521.1543,-3298.2841,3820.8007,-4796.8745,-5277.9413,-2878.6277,4633.4503,5431.6807,4291.0727,-4116.1139,5196.3983,5422.8437,-536.2403,-4677.5232,-5455.6955,3337.5507,5454.8758,1618.3870,1463.0519,4825.7519,-1534.3198,129.9599,-2784.4988,2314.9048,-1257.9455,-2344.3493,1080.9773,-237.7503,4412.3360,5366.1340,-524.5032,-419.3511,4525.1312,4528.9655,351.5213,-3600.6236,-2379.1587,-3550.4535,-817.7996,4429.3068,-2994.4060,4633.9670,-1697.7532,1873.6314,-4249.4181,5449.1036,-1774.8344,4130.3716,-3269.1921,-3718.5682,1455.3639,-2359.3314,-4602.4112,-500.3250,4046.3360,3936.9264,6829.5652,-2690.4334,-4730.3943,-754.8465,3118.2623,-6814.3302,-3744.5642,-2797.6191,-4462.7566,-4247.1933,-1841.7969,-3241.5724,4644.6804,3539.1110,2088.0425,-6596.4426,5054.8403,-5381.3165,-3472.9658,-248.8041,4726.7220,1766.6614,3862.6213,-3371.4282,333.3714,0.0000,3147.1469,-1902.8262,-5343.1084,127714.8036,121116.0974,126765.5189,124620.1257,129998.0001,123232.5065,115583.6527,125115.8903,75895260.8007,75890254.3277,75896060.4550,75876351.6137,124362.4565,75886547.3887,
600.000,-6501.0952,4663.5007,5126.5881,3316.7111,-42.1916,-4223.1465,1519.3934,4747.5202,-2083.6191,-3834.1487,-5731.4950,3687.5359,-3109.2332,-1207.3416,292.8060,2070.2114,6296.7288,2184.5198,635.8303,-3237.2565,3974.8817,-3074.7041,-1577.7235,5446.8325,-3777.0319,5029.8271,1696.0141,-2562.5642,4917.7535,1287.3581,1279.9549,2572.5335,-6897.0223,3673.5052,3171.6295,6153.8689,-2618.3864,2556.8135,-4994.9303,4907.1285,-2567.3852,-6607.7845,-6703.4937,-2638.6988,2039.8510,6492.2127,-6359.6512,-20.2009,4696.4575,5138.6389,5124.1957,3239.4797,5232.1496,-4446.7321,4292.9364,5405.2412,2315.7335,-5253.1788,-3710.8396,2083.5696,-411.8618,6744.6871,4365.6744,-4869.6149,3921.5592,1479.5376,6591.0566,5526.4367,-5495.5725,-3269.8449,4314.9113,904.7156,6100.4552,1350.2155,6856.6047,241.2086,646.5422,-5595.9792,5480.5934,-34.5466,-606.6079,-3334.1728,-4969.3142,542.3996,4762.1647,-3059.5674,3210.9315,1858.6852,-1596.9176,-5508.8933,110.7894,4608.1269,-6350.5676,-2536.8146,-689.9098,5435.8044,0.0000,-1198.5590,-4215.6800,3499.3311,338983.5771,337019.2275,345977.6052,341712.6546,335352.5799,338538.8360,344850.7531,342838.8322,-113140443.3491,-113142320.3615,-113160779.1486,-113143982.3980,342921.6594,-113152011.2195,-558.1027,-785.4158,4487.8929,3833.1750,4758.2944,3079.7329,4567.6367,321.7671,-3979.8985,-1708.0013,3922.8742,-2416.6469,3188.3333,6011.9829,-4573.6789,-3885.2853,2061.5541,-4766.6679,4059.4074,-2616.4646,-5471.7176,4081.5223,3929.2043,2314.0149,-3326.1980,3298.4145,3858.4387,6109.9562,2828.4432,4232.9649,-6409.4701,-4011.0359,85.3722,5627.3327,-531.9158,3168.6565,-6148.1081,5140.9441,3238.2864,-4876.3126,6393.9153,1638.8760,507.4946,5261.4974,5453.4561,1219.0491,591.6457,5000.2737,3343.7301,3861.1941,-3986.8061,6061.8509,-253.9711,-5037.7148,-431.1489,-1653.7793,-5344.7708,-2911.1365,-5759.7447,4092.9465,4227.3126,-1110.5140,2804.8862,-4537.4050,-1911.6446,-6786.1224,1919.9993,3211.7917,-3398.9172,-5295.9974,-4277.7896,-1787.5791,-3070.3341,-5179.3830,525.2782,-6671.4927,-1542.8331,-3410.0296,-328.1250,-5495.9320,4488.2919,6069.0625,-4548.6947,-4296.0399,-2210.4003,-6177.6107,-2521.3915,-3727.7833,-3855.5711,3252.0836,6794.8898,-3674.6092,-2648.6815,4101.7376,6644.1876,3945.8585,0.0000,-6611.7474,4218.2641,2232.6661,167080.2424,131708.2480,154894.0621,154644.8979,148689.7481,148824.1114,147038.2912,148748.1750,335598067.9205,335539666.5700,335561241.8096,335586151.3298,150150.2719,335583770.1203,2196.8611,-5032.7096,876.2987,-4718.3281,-5021.3562,-4449.1966,4984.9224,4591.9381,5022.2174,5441.0452,207.4022,-5289.9832,-5242.8980,-3160.7898,-5160.4921,-5319.8881,-2029.6605,4509.2899,-5337.8975,-5563.7781,-1515.1936,4543.8288,5412.6156,3449.8263,-4598.2982,3471.7816,5422.2368,-2023.2406,-3519.8783,-5204.3076,1722.4169,4944.8138,-180.7934,-367.0294,6143.3756,-8.6656,-1672.2301,-3866.7848,3519.5784,280.2784,-594.1815,-743.7534,1563.3492,3636.4943,3702.5309,-2014.1738,-2199.6921,4586.0621,3307.5452,-1493.3738,-2420.5713,-630.9833,-4338.2987,1010.2335,5208.9805,-4013.8428,3439.9795,-3310.8741,82.5770,-5169.0444,5480.6820,24.3146,4668.8948,-1645.1785,-5381.2192,-72.0600,-911.1641,-2712.9026,-2261.7764,3043.3756,2913.5210,6610.1048,-1293.7068,-4422.3933,792.0804,1805.7464,-6723.7680,-2222.6298,-4188.5513,-3856.5475,-5150.8802,-338.8668,-1619.3105,5360.6588,4333.5225,314.0949,-5616.6186,5508.8080,-5509.5362,-2258.1732,1288.8574,3549.4243,-31.3215,4935.4418,-1767.8086,-1216.9290,0.0000,1506.3807,-3483.6625,-5501.0295,127634.0750,121026.4440,126715.5986,124376.2662,129946.0545,123450.8489,115456.6355,125399.1657,75901450.9991,75896057.2737,75901795.7634,75882523.8129,124289.3406,75892555.0532,
