sl_100_86400_20301222 Coordinates.csv
2030/12/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:01 2024,
Start: 2030/12/22 07:47:00.00, Stop: 2030/12/23 07:47:00.00,
TIME_UNITS,STARLINK-4551 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-5508 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6044.8198,-1635.4749,-6055.8539,5504.5214,-6332.1929,2234.0801,-1578.2687,5945.7102,1014.9502,-569.0614,-2464.4924,1375.2733,2084.0363,3318.5379,-3453.7095,-2043.5660,-2882.3833,1793.6121,4922.2454,782.9202,2460.4772,-2378.0923,6206.0635,3899.6064,-5346.1242,-2811.3135,4837.2039,-412.8270,-5939.6088,-1014.5222,-728.2113,-4879.8257,6029.5146,-4644.4559,-5924.5423,-3628.5719,128.5564,3102.2221,2380.9869,-3808.0105,1880.3671,5116.3364,-4142.8236,-4467.1026,3483.5211,-334.6615,992.9567,651.5209,3516.6811,-3369.0829,4381.1192,-3188.2889,-5536.4510,5080.9239,-3579.8292,-3105.6749,2224.7517,-4822.9749,-5350.6480,-4965.7372,-2762.3941,-5713.5212,2321.6456,-4732.4375,-887.5282,4186.3812,-4949.0603,4701.3616,-6068.5284,-5954.2038,-3610.1690,1228.5253,-4025.7576,1366.2238,-2184.9074,3883.3570,3006.5699,2497.1246,-1426.3825,4214.4561,3176.7290,3426.7574,500.8814,118.2421,-5815.3564,6390.3043,-1607.6446,-4666.1503,-2778.1188,-1707.3542,3577.5647,-4929.8043,-1188.0118,-4796.9507,6320.2795,1869.3389,6353.8476,-2806.1993,-2623.4113,-3437.9329,-285196.8421,-314862.0477,-301264.5031,-299049.2784,-302170.5716,-303447.2327,-307313.6515,-304897.6810,-242597616.9673,-242631899.2196,-242588899.2771,-242596383.8788,-303490.9773,-242593379.2324,-1192.4786,5079.8233,1160.6510,1047.2121,-2680.7053,-6390.0767,-6293.7138,3112.0640,5690.7276,-726.8504,-4346.7443,-4031.9176,-5128.7090,5373.1071,2057.2601,-6338.2523,-5865.8043,6589.6960,4121.2744,-588.3201,-3308.8866,6418.2093,1095.8192,1392.7704,-1688.8886,6132.4303,590.0094,6118.5952,-3192.6798,6160.0950,-6866.0058,2207.2005,914.1387,-1783.9718,1674.0115,2576.0032,-6751.9606,1115.1686,-6178.2019,-4055.9822,-5816.3241,-4521.8301,2118.6899,5270.4274,5027.9763,-5063.1208,-4022.1792,-6888.6831,-2588.2240,5653.4654,3904.8757,2784.2013,-2356.3523,741.3066,2052.3741,6032.6292,4205.0535,-4822.4974,-132.2366,-429.9354,-5204.7606,3388.0288,6060.7358,-3648.3198,4323.9032,4891.7025,-4695.5390,3895.4186,-2794.0199,2596.7314,3586.9796,4748.8771,692.3325,-4192.8200,3681.0769,4324.7261,3327.0397,4821.3700,-6270.9481,-4328.0971,2912.3390,2130.4254,-6862.6494,-5095.4852,-2020.7335,670.0834,-4815.0763,-4384.3827,-3173.6111,-6464.5413,-5219.7974,3138.4500,4249.3403,1573.4209,1893.6371,-6225.7731,549.2558,-4153.5771,4196.7250,6019.6807,153824.9448,150792.4115,145097.2807,149846.3019,158045.6251,154687.5271,149518.5466,150226.6155,-47095412.7569,-47102592.3005,-47120714.6718,-47118298.0434,150244.5150,-47112234.0534,3056.3805,-4299.7686,2976.0353,-3895.0863,392.8836,1344.7211,-2358.4217,-1713.2245,-3631.5917,6843.7941,-4754.0789,5378.1214,4035.4428,2732.3885,5356.7852,-1882.6476,-2207.4788,805.2759,-2503.9569,-6881.7710,5438.0504,751.4924,2647.8539,-5375.5229,3985.9685,-1589.9473,4926.9207,-3104.1254,1395.6269,-3047.9470,541.6590,-4415.7666,3419.6352,-4625.4621,-2879.6712,5259.0723,-1579.4338,6147.7611,2000.8957,3914.2170,-3298.9887,-112.3629,5060.6006,-546.8876,-2837.5609,-4590.0552,5496.3381,-487.2527,5232.7086,2185.6479,-3686.8462,5417.1670,-3421.3027,-4669.7623,-5395.2382,-1371.1843,-4965.9091,1124.8817,-4342.3108,-4710.8742,-3646.8422,1210.9616,2110.8483,-3134.9003,5357.6628,-2488.6225,590.6731,-3050.5271,-1857.3355,2225.5289,-4650.3592,-4783.5558,5442.8679,-5326.0963,5215.0658,-3729.5657,5318.9144,-4262.4022,2495.6791,-3379.4387,5074.2317,-5390.1391,309.1597,-4572.0136,-2928.0118,-2595.0530,-4714.5886,-2535.9329,-5511.4393,-1676.8388,2799.7007,3744.4952,-5323.6343,-4559.0290,-1914.5375,1827.1256,2652.3714,4634.9568,4610.6991,478.4921,-123349.3225,-124803.7363,-122966.9335,-125797.0082,-120041.8172,-125972.7980,-134244.8014,-124379.7729,-22692009.2642,-22706617.4275,-22693657.0894,-22690361.2104,-125472.5012,-22681217.3154,
3600.000,6723.8594,-387.8006,2536.9235,-2996.2311,5331.2174,413.8670,3873.0562,-4805.0048,-3599.3736,-4195.3370,5414.5556,3145.0805,2148.7163,-4834.6354,734.3505,3273.5052,4256.7128,-3113.8709,-5978.7609,-3837.8880,1581.5328,-641.5251,-6544.1558,-5691.7422,6742.5228,-342.5276,-1238.2543,-2266.4219,4841.4689,-1312.8034,-1344.7993,804.4567,-6807.5271,5472.1159,5402.1677,2573.0543,2457.3645,-6327.6580,953.1221,6061.5459,388.7871,-2399.7782,3829.4967,2097.4776,-5207.3191,4353.0594,2884.1205,1771.5028,-2104.9177,1036.1417,-5098.0751,1209.0502,3980.0237,-6922.5219,451.1031,1421.7453,-5479.0905,5291.0531,3773.4504,2603.6358,5392.1683,3245.1051,-3625.6622,6581.9034,496.4679,-4205.8409,4797.2253,-6545.4285,4153.3485,2454.1769,-831.0659,-4333.3066,3189.9005,3031.6011,-844.3772,-6321.3688,-5170.6979,-4991.8427,3010.8576,-298.3968,-4794.8244,-5541.2527,1289.6412,4206.0008,3740.8042,-6644.1325,5174.8498,5819.0528,5234.9947,3117.9897,-2389.7997,6673.3332,893.0189,3399.7822,-6551.5486,292.8959,-6611.4078,6115.4316,-1625.6638,2504.0926,-314803.2300,-343999.3821,-330348.3339,-330703.6151,-330119.6863,-330078.9094,-334894.5173,-329656.7883,-222041945.1473,-222076242.8995,-222027332.6998,-222033650.1996,-330965.9664,-222038446.9174,-486.5064,-6836.0169,-3307.5358,2868.8121,275.4914,4900.0546,3391.9703,-245.3587,-1958.7863,2891.6691,4120.2818,4296.2901,3565.2194,-4582.7767,-6054.7227,3374.3301,4935.1773,-4038.0244,-2790.4909,-3469.5769,5434.8210,-5601.5907,1527.6027,2570.7095,-1126.0400,-5416.5700,2092.3483,-6455.5476,248.4535,-6806.1160,4251.7935,730.0605,-974.1119,-2704.4617,-3640.4099,-5957.9502,4853.5837,-210.5414,5190.4976,3044.0453,6932.1717,4719.4395,-5439.4848,-5886.1127,-3683.6736,4756.1528,5254.2041,5586.6169,6144.1663,-3486.5429,59.7510,-6129.0637,-1253.2046,-501.5714,-5661.3385,-6100.9550,-3867.2976,1714.1508,-3899.7689,-3625.2181,4333.6746,-5143.7589,-2455.3951,1092.4020,-6825.9002,-1284.3889,1783.8356,-1721.9944,4346.5838,-3694.4486,-4291.0447,-5203.6935,-5059.7307,4041.8647,-6432.1672,-2742.4410,-4508.1710,-4755.7310,5911.4765,5051.0429,2372.4950,2232.3011,5542.9878,3973.9777,-1731.9082,1654.4257,3023.7093,3113.7303,4345.4292,3542.5489,6325.3561,-1288.8844,-6793.9292,-5500.3274,581.5054,5996.6161,1058.1058,1603.6996,-5948.4731,-4890.4332,78869.3619,68552.4529,64345.7210,68043.8009,78267.9112,70569.8768,69929.1459,70324.3218,-108328970.0412,-108345373.1956,-108351596.7316,-108350895.1004,70065.2781,-108345181.6164,1369.8626,159.4028,-5440.9555,5403.6123,-4359.8524,-4850.6139,4586.8543,4968.8317,5447.3855,-4674.6517,1105.1254,-4346.6558,-5453.5633,1725.2945,-2793.2093,5063.8472,-2257.6347,-4622.1528,-1984.3045,4624.8302,-3830.1913,-3959.8880,1262.2740,2632.8971,-823.2691,4297.4776,-6502.9184,-619.8349,-4899.5843,-444.6317,-5305.4391,6842.3658,1262.5318,2964.3114,-1940.2387,-2339.1788,4287.5375,-2951.8026,-4481.5936,559.8765,-113.7657,4301.1515,-1765.4627,-3004.9358,-2187.7147,2264.4928,-3404.9129,3696.8379,-2092.9370,-5916.1642,4679.0940,-2894.0646,5507.6685,12.6638,3707.1663,-2952.9263,1492.0562,-4112.9129,4234.1309,5191.9067,347.3198,2927.1376,-5244.0720,-997.6921,-1196.7694,5305.8435,-4555.9300,-852.6304,-3460.0749,-5251.0297,5315.8830,1016.5831,-3267.5955,4702.8132,-1883.6499,404.6347,-1195.0752,277.9872,1896.5097,4708.9345,-3981.8006,3088.7444,3869.1120,3642.3341,5417.0845,-1059.5040,3457.4469,-1965.5559,1357.4034,5010.7588,1483.4028,1413.5470,915.3906,2091.6597,-1984.5273,3084.4105,1700.9727,-2604.7301,-2801.7959,4239.0413,-124091.5011,-125690.9293,-123790.7281,-127350.6130,-120599.0889,-123686.5252,-134949.5562,-127156.9897,-22723739.5584,-22738856.8549,-22719379.0260,-22717202.8314,-125943.4646,-22711809.4375,
7200.000,-4202.3727,2133.1889,1539.3952,357.9163,-2681.6990,-3942.7865,-5703.7525,2801.5612,5728.5097,6751.4889,-5635.6924,-5750.0409,-5875.0802,4498.0747,1554.9093,-4593.2349,-4259.1660,4355.7921,4572.6586,3003.3016,-3939.5496,4152.8819,3760.9085,4717.4085,-5315.5102,4021.5880,-1448.3200,4082.7316,-2651.3278,3239.5880,535.2986,4497.4633,4553.7631,-4126.5942,-1523.1280,-1014.5316,-5076.4356,6727.2585,-4566.0031,-4997.1176,-2511.2324,-2224.7006,-2160.3898,1546.9770,4129.2818,-6015.5394,-4799.2022,-4408.0032,202.2986,3074.1386,5065.7049,480.4164,-2181.2941,5172.6164,1794.0803,1611.6037,5832.4031,-4653.0599,-1721.8945,-441.7977,-5871.3307,1486.3573,4648.3228,-4665.3214,-246.6693,3925.5795,-3451.1754,5237.9253,-186.9870,2061.0267,4481.3764,4955.9912,-1622.3924,-5842.2432,2758.2557,6129.5800,4571.0730,5100.8181,-3807.9177,-3594.2542,4061.9441,4769.2932,-3641.9306,-6544.2133,-1071.2032,4322.4524,-6854.6023,-4580.8415,-4679.2391,-4609.0196,-256.2996,-3742.9720,-456.8938,-839.6633,3999.2428,-3287.0318,3908.8733,-6617.6937,4410.9235,775.5044,-325181.3151,-351589.4420,-338563.1995,-341561.8827,-337427.2289,-336048.6426,-341981.1383,-338733.7322,-186328408.2341,-186360363.7462,-186311199.1307,-186318646.9926,-337660.4949,-186325827.0168,2385.3721,5074.0007,5319.2532,-6175.3268,3276.1558,-2181.6892,397.2238,-3630.3910,-1852.4866,-1434.7969,-2279.8417,-3744.6212,-1818.6586,1272.3509,6081.5343,822.0922,-1422.8509,-339.9331,-323.4210,6254.2443,-5548.7460,3109.2828,-3798.3282,-4337.8865,3273.5562,3545.6806,-5339.5290,3906.6111,3726.1603,4932.1760,1073.1728,-759.3247,157.8671,5288.2956,4079.2907,6483.9209,-1692.6343,167.5357,-3113.7144,-133.3753,-5479.5089,-3654.7036,5935.5786,4838.0949,-512.5042,-2770.3754,-4855.0354,-2588.1493,-6291.3512,1157.3726,-3797.4280,6681.9107,5061.3203,27.5720,6482.1012,3974.6101,2082.2405,2424.6766,6535.5727,6531.6992,-1884.9899,4727.9011,-2223.0117,2359.8624,5879.8316,-3158.7057,2710.0703,-1500.5749,-1921.2552,4601.2089,4597.9378,3218.0464,6464.5320,-3516.2445,5352.5769,163.1880,3791.0659,2573.3676,-2682.3841,-5027.0272,-5180.2095,-4339.9683,-1961.7417,-2007.5776,5548.1392,-3588.8111,-970.8896,83.7238,-3661.3001,737.2872,-4907.8494,-939.4434,5587.8105,6441.7346,-3296.3023,-2363.9708,-2735.2830,1028.6118,4962.0488,2306.1624,-1334.4145,-18654.1671,-20283.8392,-15167.7968,-6009.7816,-18051.9551,-14012.6052,-14545.8712,-162129130.6005,-162154207.7101,-162146232.8744,-162144378.4025,-14332.4923,-162145240.6694,-4905.3013,4066.7075,4025.8474,-2880.9959,5423.8245,5218.4700,-3871.3146,-5194.8515,-3216.8430,-441.2834,3239.1187,310.6984,3023.3148,-5059.3589,-2366.9705,-5111.9271,5222.8146,5302.5264,5130.4786,296.2360,-617.1197,4519.3574,-4271.8146,2208.2715,-2908.7168,-4395.2192,4180.4229,3899.0508,5139.7380,3650.9312,6813.2368,-5231.0547,-5313.1765,1043.9669,5205.7043,-2130.0335,-4414.4754,-1881.5550,4154.1549,-4625.6810,3434.2675,-5326.3971,-2738.4959,4704.7592,5293.1550,1695.2057,-951.2974,-4693.4672,-2639.8981,6103.0594,-2816.8512,-1589.6376,-4185.9778,4611.9818,909.4821,5421.9808,2970.7332,4492.8548,-1339.6572,-2035.2262,3144.4007,-4592.9343,4469.9052,4252.1794,-3703.9076,-4718.4244,5247.0749,4096.5799,6646.1402,4654.8502,-2503.5122,3454.1821,-1421.4424,-1128.9113,-3067.2923,3161.4723,-3645.7518,3857.8516,-5100.4387,-3117.2287,-1055.0669,1914.9802,-5512.4104,-99.2209,-3814.0119,4042.8769,-83.0755,5127.1813,3567.6156,-5074.0347,-4883.8818,-5778.2439,4028.9490,1996.9502,4497.2842,-5410.9978,-5004.9845,-1359.0144,-1335.1780,-6512.5491,-124838.4007,-126572.2349,-125177.5760,-125500.2854,-121502.0364,-126945.1361,-135034.6198,-124979.9659,-22754669.4625,-22770918.8312,-22743847.5606,-22740720.1392,-126400.5532,-22742373.7897,
