sl_100_5400_20300709 Coordinates.csv
2030/07/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:37 2024,
Start: 2030/07/09 07:47:00.00, Stop: 2030/07/09 09:17:00.00,
TIME_UNITS,STARLINK-31484 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30116 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5912.1035,2723.5594,1750.2201,-1257.6182,5924.4242,6712.9075,-4936.8696,-3949.8151,6243.1487,5098.6923,6418.0280,4294.0887,-3949.0463,1395.5306,2615.0948,5772.9504,0.0000,-6640.8596,3567.8962,-5749.3278,4857.7741,5547.8063,3161.3567,5228.5344,4664.0408,-6771.1974,1283.8503,6551.4044,-2081.4236,6071.5786,4732.2332,-2407.6926,5174.2469,5692.8246,2891.5334,-4000.2963,2382.6977,2747.1532,-6007.3305,-2553.5775,1021.7320,2347.4719,-4204.9812,3884.3548,-2318.3312,-3807.6186,-1577.3744,5220.5324,5852.7530,-1702.4169,-4536.1885,-13.5441,-5455.1016,5776.7723,2117.0502,725.0544,-2002.7583,4933.2343,3765.0044,5998.0766,3585.7929,-5135.5589,4486.9665,-1105.3223,-6625.6162,4600.0377,-5777.2645,-4351.1546,0.0000,6516.9637,4959.4075,1224.2921,-4845.5981,1189.7948,-4352.8619,-932.5854,-5059.3408,5908.1374,-4562.8537,-5480.6932,3389.5901,1215.4036,-2365.2836,-3316.9760,1336.4522,290.5332,-626.2503,1705.0384,1518.8481,-6143.3963,1461.8462,40.9362,3286.3485,0.0000,-4904.2289,-4279.8893,842.2109,-3691.6904,6275.3655,-975.5978,341690.3628,358360.1261,335149.7167,334874.2978,340599.2668,340797.4945,342836.4782,338738.0486,-215614558.9844,-215572582.1906,-215605097.3022,-215588430.8184,339565.1047,-215599786.7702,-3444.6084,-3116.9639,-4851.2413,-5395.8957,810.1877,1117.4125,-4403.6773,-1232.4393,-2747.5083,110.8832,-2189.8122,4973.3528,2272.0362,3888.8427,-6350.7929,3377.8421,0.0000,-1699.7166,-2784.4297,-985.7774,-4492.4289,1184.7418,3954.8005,3261.7839,-2422.7408,-1177.8466,5522.5737,1109.5407,-6615.7018,357.5428,1978.9075,5941.2878,3107.1710,3860.8838,-5312.5462,4757.3603,-236.9578,-3228.5646,3131.7660,-4546.1384,6185.1786,3499.7135,-581.6869,1641.0472,6167.2002,-3846.0540,6275.8311,-2352.8506,1752.6638,6086.5227,-562.7552,-4323.2281,4212.6762,-3087.7181,-6496.4634,-6226.9394,4088.8750,3353.0661,4071.1237,3208.0191,4625.9716,-3912.6944,5084.5199,6502.7731,1651.9914,4666.4049,-3792.8644,-2790.3504,0.0000,-269.4164,-4662.9769,5667.7032,-1724.3911,6404.9971,2652.8216,-6481.2388,440.6628,1730.7789,-4282.6881,1157.0788,-3046.0327,6038.3580,-4485.5893,5869.4622,4287.0401,-4122.1071,5014.3229,-4846.3192,4279.7365,-2275.8341,4924.4354,6361.8949,3211.6959,0.0000,3344.6680,5209.6728,-6825.7675,-4025.2584,533.0648,-6711.3917,116584.4069,114319.7406,120912.8699,116218.9657,109750.2700,112859.7218,119276.8140,117918.6234,272315629.6978,272324982.7794,272321177.3136,272327205.7545,117412.2232,272326540.3916,-15.5632,-5531.9390,-4606.7194,-4131.5385,3454.7618,913.5147,2113.4737,-5528.9186,-41.6270,-4714.2059,-1419.4199,267.9699,-5257.1449,5512.2556,-620.4733,-1856.1645,0.0000,101.0509,5008.9288,3483.4228,581.9024,-3701.7975,-4715.0240,3135.6612,4537.3305,-867.0880,-3809.6526,-1728.9865,255.3804,3233.0287,-4570.3978,-2653.4373,-3355.6611,487.3413,3315.2495,3076.9071,-6508.2749,-5335.8478,-117.6564,4537.5926,2923.4825,-5417.6633,5269.6872,-5485.1398,2067.2475,-4269.2147,-2247.9976,3826.0220,-3300.0020,-2661.0841,-5171.7503,5369.1965,-643.6260,-2263.1870,923.6407,2858.2454,5084.0341,3264.0873,4039.6492,-354.9183,-3662.7716,-2498.0227,-696.0044,-1685.5532,719.4515,1862.8051,-716.9287,-4484.4313,0.0000,-2234.9555,-1130.7038,-3588.0139,4599.5863,2199.5772,4632.5677,2328.4293,-4623.9207,3118.8956,-3041.1280,3888.7930,5047.9459,-2898.1018,-4660.4135,1445.6143,-5277.5364,5484.4604,4695.6288,-4600.9921,-4860.2318,2010.9886,4610.7329,-2423.4880,5088.4346,0.0000,-3517.8247,-1564.1273,-403.5091,-4312.0014,-2695.4223,-1393.9794,-93673.0059,-94750.4541,-90552.3757,-92842.3260,-87438.3120,-94096.4516,-101744.0745,-94549.2998,154832078.2962,154808978.4273,154858262.8330,154835769.2049,-92997.5545,154841029.2190,
300.000,5002.5459,1003.8073,-242.1218,-2962.7018,6477.5293,6336.6771,-5594.1941,-4456.8467,5325.6579,4790.7425,6049.5993,5029.6263,-1968.2625,3333.5701,1434.4993,5952.1299,0.0000,-6628.1034,2802.2196,-5172.2630,3869.6961,5074.7797,4660.9840,5397.7052,3175.7991,-6860.4345,2868.7001,5995.9206,-3418.8233,6627.6269,5050.7167,-984.9070,6316.8278,6164.6337,1125.1919,-3251.4666,2365.0220,1348.3697,-5018.4981,-4067.5115,2546.6405,4194.9228,-3799.9652,4837.2260,-821.4521,-4688.6450,-66.1068,3556.5689,6635.8047,-524.7171,-3864.5468,-2072.4327,-4161.1394,4388.1231,508.3079,-549.8521,-515.5803,6162.5419,5308.0699,6470.3041,4066.3423,-5480.0043,5048.2804,561.4755,-5810.0556,5213.4189,-5407.3367,-5788.3389,0.0000,5578.9923,3661.6551,2437.1855,-5060.6260,2300.7718,-4027.3148,-1468.4094,-4865.6045,5288.5569,-3313.8173,-4030.0788,1375.2029,2364.9769,-4057.3139,-2269.2212,2992.0141,-1849.1244,1243.4449,-284.3548,2986.4073,-5793.4167,3253.1861,1661.6414,4995.8706,0.0000,-4544.1165,-3100.4011,-407.1858,-4644.5292,6736.8276,-2476.9778,339128.2411,355871.9810,332666.2584,332450.4669,338055.3272,338177.0685,340260.8781,336563.5861,-221508107.6915,-221466285.6556,-221498081.0557,-221482024.6240,336984.8823,-221493275.8180,-4309.8998,-4415.2360,-4379.9055,-4175.7712,-884.2798,-187.1688,-4118.5402,860.7128,-3987.3866,-2015.9732,-3351.3848,3935.2036,2402.9773,2912.5492,-6636.4447,1670.4035,0.0000,-450.3707,-4619.1674,953.1504,-5250.6656,-824.9333,2419.4588,1338.8984,-3968.1641,25.7968,5751.8397,-267.7403,-5904.4976,-988.7586,-160.8177,6751.7224,2171.4174,2366.2416,-5040.3035,5960.8042,-2401.9351,-4780.6076,4319.3164,-3015.3496,5062.7179,2493.0257,1581.7416,-238.0860,5821.2900,-1915.0749,6804.3228,-3263.9060,196.1931,6770.4386,1479.5467,-3611.9891,5111.4716,-3810.1764,-6451.9710,-6769.9538,5400.4018,2081.3475,3487.7634,1752.0692,2833.9203,-2126.1730,3876.3082,6075.5469,2704.6792,3030.3889,-4084.4720,-1739.0894,0.0000,-1526.0792,-5122.7408,4249.5926,425.2079,5298.5444,4431.8579,-5364.0170,2539.9736,99.1137,-3712.0090,2435.3853,-3847.2090,4753.5401,-3141.4935,6502.6870,2902.4950,-4263.1682,4126.1434,-4351.3786,2672.7627,-776.4425,5070.3254,6528.3971,2232.7065,0.0000,4813.9224,6186.1090,-6526.7708,-2142.0027,-751.8077,-6462.1526,124306.7550,121765.6154,128124.0368,123485.4426,116822.7457,120094.9506,126326.6378,125240.8640,267544052.1558,267554020.2251,267549366.9057,267556251.2729,124516.2063,267555028.9457,1784.6851,-5218.5980,-5345.8234,-4642.8712,2230.7329,2632.1633,16.1773,-5204.3159,1496.5679,-4606.1747,387.9837,-1577.0909,-6224.7264,5278.6116,1196.4502,-3159.3581,0.0000,-1699.4838,4050.4303,4299.0340,-1265.1148,-4410.9282,-4504.0125,4105.8726,4730.0823,948.4310,-2309.5094,-3336.5525,-1280.2754,1602.9018,-4654.4148,-1249.7911,-1748.9165,1981.0565,4569.2684,1423.1499,-6060.5422,-4665.6724,1429.3041,4704.9541,3963.1122,-4826.5737,5370.9341,-4940.8784,3618.1759,-4676.3349,-779.6002,4909.3990,-2031.8963,-944.7317,-5524.4658,5492.9741,-2120.7451,-3777.0010,2372.0517,1167.5889,4143.0863,1987.5191,2599.0922,1197.4965,-4807.7189,-3658.5044,-2444.8021,-3022.6891,2458.5076,3164.9660,1521.5713,-3207.6552,0.0000,-3754.5378,-2825.6095,-4743.8564,4670.8721,3725.6820,3407.1732,4163.8511,-4128.2931,4429.8269,-4864.7236,4929.9682,5434.6199,-4261.4207,-4593.8362,-364.8445,-5535.2746,5056.7310,5384.7974,-5343.4382,-5309.0217,3571.4123,3373.1674,-975.4182,4133.2060,0.0000,-1943.9228,-40.0472,-2172.2005,-4719.2712,-980.1228,138.9034,-93639.7417,-94867.7685,-90624.7848,-93096.8096,-87509.5896,-93896.0488,-101886.4699,-94712.3453,154831775.9101,154808432.2244,154857969.5161,154834911.8407,-93086.9230,154840545.5271,
600.000,3567.7551,-775.2467,-2237.5854,-4412.3480,6406.3751,5324.0163,-5681.6269,-4575.2615,3858.7829,4066.1684,5079.5823,5195.5879,216.4982,4959.5234,96.7801,5580.2884,0.0000,-5943.1985,1784.5205,-4095.3461,2435.7546,4111.5400,5734.6751,5076.3929,1412.2363,-6270.5484,4137.2469,4845.6115,-4437.7278,6522.0756,4912.0335,521.2460,6824.7682,6040.7589,-784.4928,-2197.2071,2186.5241,-143.2608,-3500.0839,-5218.9320,3858.8067,5632.4405,-3053.6643,5355.0541,791.1417,-5152.2741,1444.2717,1541.5718,6784.4035,695.8641,-2864.8310,-3945.7411,-2451.8601,2557.4512,-1171.0436,-1756.3235,983.1940,6758.0130,6302.2684,6284.3020,4195.3050,-5323.2779,5107.6805,2197.3935,-4398.9737,5321.5465,-4462.7784,-6635.1870,0.0000,4091.6285,1978.9756,3449.9797,-4824.3426,3221.2409,-3333.8710,-1910.1821,-4227.0501,4172.2359,-1752.0893,-2181.9246,-766.5610,3316.5460,-5375.2596,-989.7257,4396.0060,-3789.2091,3026.1833,-2273.1782,4172.4337,-4873.8450,4698.7028,3102.9083,6204.4780,0.0000,-3747.3238,-1618.7549,-1639.8948,-5196.9226,6509.5188,-3738.2967,336305.9820,353228.1078,330035.7217,329888.4689,335364.1344,335397.3421,337538.9941,334261.7259,-227296085.8148,-227254433.3877,-227285483.7803,-227270090.6910,334256.0956,-227281196.8450,-4749.3736,-5317.3112,-3528.1808,-2577.7096,-2473.1739,-1501.6533,-3414.1842,2847.8536,-4833.9166,-3952.6660,-4184.7759,2427.5108,2373.3786,1699.7388,-6259.5070,-218.0185,0.0000,863.7572,-5962.8581,2820.8149,-5429.1499,-2772.3019,682.1836,-730.6585,-5165.7316,1237.6349,5404.2363,-1653.1291,-4619.2781,-2218.0948,-2279.0759,6909.3059,1038.0912,623.3754,-4305.2037,6571.0207,-4317.1548,-5862.2190,5069.4267,-1220.1930,3460.8787,1285.8592,3590.3039,-2059.6010,4917.3018,193.0760,6648.3912,-3902.2225,-1360.6238,6762.3631,3399.6285,-2597.5513,5530.4578,-4198.2338,-5781.7089,-6634.3496,6177.0029,615.2504,2577.8141,105.7730,751.0329,-117.0405,2248.5825,5039.4346,3509.9409,1070.7406,-3915.2883,-545.7306,0.0000,-2671.2036,-5096.0147,2406.7669,2529.5273,3659.4289,5753.6544,-3702.4657,4380.2496,-1581.2191,-2690.5725,3514.4797,-4305.7970,2982.1812,-1523.4513,6484.2698,1276.9672,-4028.7104,2873.8911,-3475.2173,803.8076,836.1933,4741.8486,6028.3672,1072.8056,0.0000,5789.1684,6558.9326,-5575.4777,-67.0451,-1948.6015,-5582.7000,131978.4150,129157.5708,135277.6792,130706.3569,123840.3906,127288.8471,133320.0188,132473.0551,262644954.4222,262655530.2416,262650062.0487,262657772.2340,131563.5418,262656000.1526,3385.9994,-4342.6129,-5510.1723,-4653.7849,765.3117,4060.6625,-2082.8676,-4317.7869,2866.3953,-4008.6647,2153.6979,-3224.8550,-6535.7544,4471.0051,2883.0779,-4125.9964,0.0000,-3312.0542,2624.0146,4626.6536,-2958.7198,-4615.3106,-3808.8730,4633.4764,4419.8724,2662.0399,-550.9594,-4577.0153,-2679.3761,-202.0713,-4227.7723,287.4599,47.3364,3259.0916,5327.3572,-382.7208,-4967.4243,-3471.1280,2812.2443,4365.3014,4575.9405,-3704.5021,4856.6641,-3865.8896,4777.2537,-4575.4955,775.3542,5457.7622,-547.1914,876.1777,-5280.1165,5020.6917,-3369.9733,-4886.7096,3562.1710,-650.3560,2738.4877,485.6765,871.8285,2614.5952,-5433.1448,-4426.2456,-3918.6499,-4018.6575,3926.5170,4110.2264,3597.9839,-1574.1548,0.0000,-4866.2722,-4214.1297,-5367.6581,4236.1993,4843.2013,1810.5806,5557.0904,-3179.0075,5260.6738,-6174.7092,5418.0045,5204.8949,-5144.1574,-4026.8886,-2135.6394,-5201.6459,4073.8896,5490.5124,-5506.8685,-5117.9201,4736.0171,1770.3865,582.9697,2721.7380,0.0000,-158.9110,1488.3250,-3704.1432,-4628.1594,843.9875,1656.8156,-93584.5247,-94984.9052,-90701.8153,-93351.1679,-87583.6158,-93692.0506,-102024.3586,-94758.7954,154831477.2032,154807887.4108,154857666.0306,154834064.9282,-93176.2253,154840061.5488,
