sl_100_5400_20301216 Coordinates.csv
2030/12/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:49 2024,
Start: 2030/12/16 07:47:00.00, Stop: 2030/12/16 09:17:00.00,
TIME_UNITS,STARLINK-1301 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-2512 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6645.2897,-6022.0152,-5692.6351,-5586.9834,3531.7386,1597.8791,4651.8153,4259.0146,-4051.1543,6072.5231,-5022.1240,-1614.0940,1127.9628,2291.6400,4358.6202,-6888.3635,-3708.1549,636.9029,4099.2766,5019.0078,-1654.9163,-2027.0280,6559.0637,4352.9968,2971.9462,-3501.6944,-5187.3166,4528.0058,-2700.4367,689.4912,-4666.5365,-5531.7206,4076.8839,-5458.1624,4084.9846,4442.7873,-6114.1085,-3546.8872,4329.3131,-1462.3210,-4115.9608,-5157.2004,-2433.5092,6289.0469,-1518.9331,-4233.8178,-733.2766,-2790.4096,5482.6134,3125.2750,-2552.0212,-3162.8801,-1265.5461,-6297.2017,3203.3663,5814.1689,-5406.3499,4657.8277,2686.1117,-5942.6588,2425.0908,-1906.0424,-3560.2107,5382.0284,-1685.1700,5916.2879,2535.4133,3675.0022,-877.8239,1409.2629,0.0000,-4906.7823,2656.5692,-1862.6243,-5418.7789,6812.0583,-1593.7446,947.2155,-1422.5002,6467.7806,2197.0728,6248.1926,-2287.7617,-4318.8185,-5147.4027,6487.1728,-2015.9892,-5142.4650,5390.5681,4885.6331,3554.7957,-3303.0718,3333.9522,-3334.2784,-5699.9648,-2476.6354,1890.0579,3982.8521,-5642.9127,5063.3109,-254821.2717,-280792.6499,-264647.8342,-261972.1987,-264242.7483,-265854.6929,-270235.9023,-267434.5536,-253566456.3821,-253609930.2764,-253568798.3511,-253585750.2522,-266364.5101,-253580958.6196,-1377.5330,724.9224,2153.5471,2501.9966,-5439.9208,4519.4035,246.0096,-524.4371,-3386.2991,489.4505,-727.5070,6627.8027,4007.2274,-3453.5614,5274.0339,71.9801,-2573.9050,-6183.9523,1939.6514,-3710.4122,6183.0614,-6287.6163,2139.5750,2599.5988,-3987.9485,-3091.3473,-2428.9822,2845.4582,6007.6502,6644.0855,-5091.1459,-1458.5344,4395.7533,-3998.3319,911.2508,652.2743,2531.2322,-5644.8190,3773.2138,6603.0954,124.7594,-2145.7627,-4340.2235,-462.3999,6624.6013,-2978.0149,-2300.2498,5812.0643,-1943.2414,-5425.2199,4688.0058,4570.3916,-3822.9801,2452.2605,-4253.8928,-3317.7614,-545.9732,-2865.3488,-5617.8714,1342.0819,-3609.4243,3483.9458,2213.8079,-1857.6345,-5065.8045,720.3098,5198.3887,5318.2303,4982.3322,1851.5665,0.0000,-1509.8924,-6255.3689,6014.1592,-3974.3363,-466.2398,4185.7862,18.5213,6199.7025,-1929.7953,1966.2597,-2207.8264,-6184.4220,-1232.5412,2739.3499,323.9200,5995.5903,4472.1925,300.0855,995.7488,3169.7674,-6108.8313,-5783.6552,5635.6414,2722.4736,-6170.8217,-3870.3479,-1108.1078,2557.6810,-2381.5607,-293159.6836,-282072.8833,-293096.6989,-288610.9170,-280141.8185,-283332.8777,-288087.8112,-287342.3444,-36097743.2501,-36094605.4128,-36111752.2396,-36112081.3651,-287757.9660,-36106959.5008,-1301.5576,3340.7387,-3096.0656,-3099.1818,-2428.5783,-4990.4436,-5187.2823,-5413.8478,-4467.3385,3250.6384,4652.0104,-786.4998,5498.4512,5472.9084,103.1473,-418.7000,5229.9568,-2866.9768,5253.6761,3064.3131,2652.1650,1997.7397,-17.2574,-4693.2563,4660.1930,5141.5073,3747.4334,-4418.5801,2121.0087,1072.7913,607.2159,-3925.5022,-3370.3220,1474.1018,5504.5513,-5169.6949,-1899.9086,1718.4025,-3800.5227,-1122.1539,5500.1316,3932.5236,4581.5794,-2351.0547,1320.2490,-4609.7246,-6521.4711,-2509.2036,-3467.6185,2585.7440,4307.5844,4069.4765,5627.2524,891.8420,4432.0949,1499.5889,-4204.7806,4191.6255,2918.9641,2963.8064,5323.8757,5531.1672,5480.1426,-3928.4446,4341.4931,-2778.7401,-3761.3766,1894.5029,4531.7528,6493.0803,0.0000,-4663.3818,36.7044,-2706.5962,1413.1207,-1075.4309,-5057.8160,6834.7171,-2720.2044,-646.5146,-6276.5263,-1940.3362,992.4634,-5125.2827,3693.0783,2418.8865,2473.9784,816.0819,4454.1245,4614.7301,4881.1051,368.0192,1486.8061,-1206.7255,-2773.1041,1426.9291,-5407.7120,5524.4336,-3031.5102,3892.3360,36907.0042,33222.4932,36198.6755,33385.1182,39127.5413,33169.9936,24920.6263,35064.6188,-17999773.1971,-18019473.2654,-17979401.4918,-17998234.6315,33692.6762,-17988722.1158,
300.000,-6887.1225,-4779.2168,-4204.0051,-5434.9669,1736.5907,3506.8152,3068.4249,3361.8998,-5590.6170,5334.7400,-5284.1697,-303.2619,3190.8917,493.1770,5048.2206,-6624.9214,-4113.5100,-1135.3056,5118.4993,4569.3850,151.8406,-3306.0011,6603.7625,5351.5254,887.9514,-2975.2660,-6334.1222,2846.7097,-938.0377,1859.5693,-5632.9366,-5192.4645,4386.5935,-6352.0704,4128.7604,3850.1168,-4875.9151,-4198.4129,5733.5494,-262.9593,-3930.9113,-5107.5319,-4110.8457,5251.8151,-29.4108,-5002.4567,-2853.2838,-968.2645,5496.3523,1255.5038,-436.6637,-2260.1407,-2807.0902,-5748.9900,1720.6484,5247.4735,-4421.9326,4382.4046,1008.1252,-6053.3660,308.4913,-1427.2285,-2545.1698,3969.3562,-2876.5206,6357.8509,4313.2287,4256.8184,681.0953,1717.6082,0.0000,-5525.5556,1135.6415,-357.8599,-6303.9207,6608.5471,41.1952,1336.8552,120.1114,5558.6809,160.4737,5052.9065,-3414.2665,-3985.5208,-3453.8313,6918.2500,-185.5111,-3919.7912,5716.5344,5203.9834,4003.2937,-3629.0114,1995.3204,-2245.4581,-5463.9841,-3897.8961,178.3036,3260.4474,-5476.0840,3356.4910,-248398.5448,-274822.8125,-258631.3885,-256056.2534,-258113.7770,-259696.9101,-264072.2668,-260890.4953,-252712083.7076,-252755685.9377,-252714511.6029,-252730886.9123,-260209.5651,-252726667.7829,-180.6128,2007.5495,3094.3556,3929.0766,-5652.5683,4474.1402,-913.5939,-2506.9128,-2547.3322,-1318.0384,1371.8317,6380.7971,3469.7806,-4623.8776,4209.4688,1564.7633,-453.8570,-5499.5380,3069.3979,-5050.5897,5808.0129,-5096.0898,894.5445,725.0364,-4147.8867,-1199.1666,-1335.2841,2338.9695,5968.6203,5877.7611,-3934.3516,569.4531,2619.5776,-2761.3592,-1263.9528,-1431.0042,3397.9483,-4318.3459,3046.2592,6812.6540,2275.4566,-57.1223,-2941.5183,-1724.1018,6921.9569,-967.5155,-1909.8252,5787.1652,-3476.4351,-5522.3547,5007.2015,5951.7721,-4665.8767,3544.0900,-5621.7853,-4410.9019,1172.5966,-4524.8615,-5283.6970,2764.5991,-4127.4396,1447.5157,4071.8507,-3360.2233,-3452.6445,-946.0980,4692.1970,3888.2690,5908.4961,3867.4423,0.0000,491.4945,-6531.4280,6716.5396,-2724.9542,-1965.2725,5341.4983,2230.4983,6787.3138,-3246.2348,1107.7653,-3131.8821,-5666.2329,910.8911,3519.9488,-320.1030,5733.2835,5021.6952,-1672.9869,-1125.2552,1087.6878,-5402.9126,-6543.5102,6233.4707,4070.5770,-5573.8659,-5034.7333,-3141.2520,3962.1017,-3293.7025,-298436.3350,-287849.9647,-298709.4232,-294283.9318,-285665.1265,-289076.7466,-293606.6292,-292693.7160,-41627458.9786,-41625003.1886,-41640919.6035,-41642163.4719,-293326.6722,-41636685.8125,507.5734,4588.5780,-4403.7908,-1444.7420,-3606.4610,-3944.1245,-6193.3885,-5489.3967,-3174.4882,4179.1818,4195.0503,-2522.7515,5035.5965,5051.6117,1893.9369,1125.9771,5531.5315,-3918.0834,3547.7525,1411.7347,3771.8254,3272.4690,1778.0609,-4308.8214,5333.6246,6159.8115,2231.8685,-5878.5643,3369.6652,2780.4875,-937.4497,-4566.4049,-4604.9269,-54.1334,5401.8870,-5478.6417,-3478.0295,3330.6445,-2292.3685,701.3445,5156.5853,4534.4828,4494.5336,-3841.0594,-215.3988,-4698.8975,-6046.4310,-3666.5604,-1883.4978,3713.4915,4665.0132,2637.1482,4274.9774,-936.5040,3668.2338,-313.1854,-5126.9616,2797.6903,4281.8374,1281.4748,5488.2240,6497.9647,4956.5447,-4561.5044,5209.4316,-1382.1607,-2639.8293,3479.9296,3284.3318,5449.1744,0.0000,-4162.0314,-1503.8529,-1307.4747,-124.4315,469.4922,-4135.5303,6391.6981,-1326.7666,-2134.3898,-6843.1061,-3514.5587,-855.3165,-5451.9843,4826.6768,340.5164,3633.3345,2549.2943,3679.0568,4220.9639,5411.8483,2442.4545,-49.7731,639.8504,-1070.7955,-117.1616,-4733.5229,5208.0778,-1367.0309,4931.3516,36808.5769,33078.0352,36085.9485,33122.9602,39025.5170,33352.0730,24767.5635,35122.6343,-18002534.8201,-18022442.8248,-17981840.2625,-18001004.3384,33583.0646,-17991600.8888,
600.000,-6441.3798,-3080.1518,-2284.2347,-4739.9114,-245.5872,5051.9784,1215.9948,2186.6886,-6573.0852,4100.6388,-5062.3840,1065.5471,4940.2675,-1317.1758,5235.5038,-5708.9014,-4172.1234,-2824.0433,5553.5307,3686.1744,1970.6540,-4291.8677,5992.2406,5859.2923,-1296.1534,-2221.8028,-6832.4769,893.8943,938.5681,2864.1451,-6059.7175,-4391.6261,4303.7640,-6628.4163,3824.1876,2922.6897,-3140.5607,-4462.0644,6553.6032,971.4096,-3407.1528,-4583.3006,-5386.0671,3658.3030,1464.9957,-5329.8450,-4693.4264,970.1681,4941.8413,-764.8675,1722.5195,-1160.1440,-4022.1487,-4597.9636,103.2523,4143.2652,-3029.7423,3695.4918,-805.0738,-5530.4843,-1826.7356,-697.0701,-1329.3946,2192.2920,-3833.7590,6079.8219,5657.4989,4417.7131,2135.8037,1762.0516,0.0000,-5644.5589,-515.9213,1170.2823,-6560.3038,5756.7365,1632.6496,1491.2772,1638.5504,4069.1302,-1851.0177,3349.1707,-4169.8619,-3299.8866,-1416.5265,6641.1050,1689.8120,-2280.8367,5535.1993,5025.9025,4099.7434,-3615.5549,454.5732,-898.3977,-4687.6858,-4919.0295,-1511.6747,2270.1274,-4770.0278,1308.7612,-241868.9904,-268732.6187,-252498.8954,-250040.4941,-251870.3903,-253417.2282,-257794.3548,-254187.8295,-251737144.0385,-251780857.7039,-251739687.4763,-251755433.4395,-253938.2137,-251751809.7898,1040.1705,3140.7056,3766.4827,4943.4544,-5345.9224,4026.6681,-2053.3230,-4266.2838,-1490.9148,-3027.0516,3321.6696,5494.9583,2642.3332,-5368.6864,2698.2454,2914.5188,1704.6312,-4284.9637,3906.4436,-5888.0263,4894.0783,-3405.0659,-459.4822,-1194.2700,-3938.6771,847.2810,-130.2773,1505.8196,5371.2087,4486.7173,-2389.8227,2562.1354,563.8250,-1255.4134,-3309.9415,-3390.2397,3961.5156,-2543.1200,2037.4636,6325.5228,4194.0448,2050.4166,-1271.6477,-2843.6775,6545.8587,1121.6784,-1405.6785,5226.3650,-4624.8911,-5075.8656,4871.2286,6732.9127,-5071.8452,4276.9033,-6459.7605,-5056.8272,2815.5706,-5716.1529,-4451.1373,3881.4035,-4290.0221,-724.0237,5541.0700,-4573.8496,-1512.1385,-2491.3643,3748.2252,2024.2206,6234.1743,5475.3324,0.0000,2424.5853,-6140.2966,6745.5439,-1202.5192,-3276.3012,5955.7164,4215.1021,6715.0269,-4246.6245,43.6723,-3782.9171,-4512.9082,2975.0475,4003.7020,-926.7350,4904.3515,5083.3828,-3470.2885,-3116.3775,-1103.5317,-4134.2061,-6642.0280,6137.1791,5001.1208,-4402.8189,-5734.9486,-4874.3428,4957.4427,-3920.4311,-303571.3041,-293501.4200,-304188.8886,-299831.1754,-291058.0818,-294710.5086,-298993.4555,-297942.8281,-47137079.9562,-47135306.6423,-47149995.0230,-47152118.4409,-298763.7250,-47146321.1945,2261.7279,5344.2120,-5219.6503,369.3058,-4397.6252,-2473.7072,-6550.4325,-4973.0550,-1539.5184,4655.5199,3280.4959,-3981.3973,4027.0387,4075.3803,3473.6842,2548.3172,5236.8136,-4534.5922,1464.1358,-390.5748,4487.2094,4192.1808,3380.0444,-3459.2043,5408.2130,6525.1315,468.3991,-6713.1310,4255.6210,4168.0058,-2381.8018,-4720.6264,-5335.9854,-1576.5746,4718.5891,-5181.1995,-4676.6643,4578.8445,-533.8027,2447.0891,4248.0329,4630.1521,3890.9499,-4883.1950,-1727.9199,-4285.8434,-4932.5296,-4429.5432,-83.1376,4415.5702,4507.7148,917.4676,2463.9499,-2659.4736,2511.6175,-2091.4051,-5487.2476,1099.1455,5175.7114,-547.7452,5052.1190,6734.7226,3896.5331,-4704.1316,5508.6395,187.2023,-1231.5952,4659.6126,1663.9572,3815.5280,0.0000,-3216.3189,-2873.6839,236.6050,-1648.3038,1963.6228,-2736.2147,5258.3318,209.7173,-3378.3176,-6681.6930,-4708.5982,-2600.3747,-5166.5814,5437.6764,-1774.3479,4379.4200,4001.1545,2521.7337,3348.3108,5336.1321,4257.5838,-1580.8266,2409.1747,747.9367,-1647.9968,-3549.4677,4328.2315,446.1517,5416.2925,36709.5203,32933.6160,35968.4366,32863.3845,38920.7827,33535.3905,24618.8388,35064.6646,-18005291.3124,-18025410.7950,-17984287.7675,-18003751.0805,33473.4334,-17994479.4751,
