sl_100_86400_20300105 Coordinates.csv
2030/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:17 2024,
Start: 2030/01/05 07:47:00.00, Stop: 2030/01/06 07:47:00.00,
TIME_UNITS,STARLINK-3120 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-5946 - X-Coordinate,STARLINK-30161 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-5290 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-30161 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-30161 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5630.3869,-6140.0066,-2893.9023,5088.3650,-3994.6831,-6098.9732,-1122.4824,4606.8953,6260.1036,-4339.2051,6027.6102,4672.0297,-4121.9504,-5575.9964,5102.1520,-5159.1709,-4883.0943,-5575.0815,55.8430,-2552.9296,4752.4644,-5727.2874,-1709.4776,3646.3136,4469.4831,-126.0750,5543.1822,-5115.9072,-5615.8417,5371.8221,-5263.0035,-4629.4375,2185.5125,-2986.0030,-4787.6680,-3990.7273,-1891.7691,-4942.4417,-6293.8023,-3715.1860,-2312.0878,0.0000,-5488.3970,-2104.2400,0.0000,-2311.4537,3652.2518,4644.2245,-3372.6633,-3773.9123,-2121.4328,4099.9229,-2625.7727,-391.3961,3578.7916,-5205.5165,-2609.9285,-4939.9480,5738.9877,-4528.7308,-754.1433,-6248.6998,-38.8883,-6912.2434,-1647.7023,-5451.9332,3911.3749,5433.6554,-2533.1345,5642.8084,456.4708,-5219.3616,3746.9903,-3605.3114,6255.4008,-3503.1135,6735.1982,4869.4875,-2309.7735,-1260.8085,3298.1963,4276.0117,0.0000,-5205.0467,-3690.4464,4188.4937,-4883.5913,-4450.9607,-1423.0292,5684.2362,-2270.5634,-565.9127,-2199.1842,-2305.9198,2989.6720,4996.0125,4249.6743,-1910.6301,4955.4717,2043.7498,-39707.5827,-64495.6477,-52763.5361,-52785.4495,-58682.9848,-58799.8468,-60979.7521,-58019.6862,48094239.7329,48069789.0560,48113656.5386,48103647.0581,-57813.8628,48112976.3708,1697.6390,-1818.3884,-5010.8799,-3258.7489,839.6178,794.3595,4564.7618,3538.9936,-2478.6307,1006.7449,-79.4725,-4275.1706,686.7563,1883.8593,-2927.6970,-4559.7717,-4736.4013,-1327.3741,-6550.6337,-6052.0995,-3052.8884,-482.3937,-5766.1047,3764.8264,-4828.4225,5431.1666,-917.6461,-736.4898,-3697.3695,3332.6507,-765.0889,2166.4247,-3504.8694,-4333.0909,-2617.2634,1092.2381,-4308.0557,-4803.0316,2467.8210,1949.6862,4206.5798,0.0000,-671.4842,4022.6479,0.0000,5765.1185,3506.5766,-1136.6892,-2486.1711,-4302.6047,1056.7071,3927.2693,6181.0183,6223.5706,-3277.4211,-3251.5477,4386.6326,-675.7975,-81.8148,4167.9981,-6544.6168,-2573.9474,-5957.9466,-733.9163,3769.1447,365.8859,1945.0387,4079.6381,-5000.4619,-3922.0227,-5519.7446,2092.1679,-5329.5709,-3628.4149,1416.0970,-5119.1966,-256.3888,113.4924,6259.7450,-3941.2563,-4691.8061,-5105.5974,0.0000,3355.5013,1871.1362,-3821.6726,2025.9024,-1135.0829,6226.7552,3697.9941,6466.7920,4777.9001,-947.9149,-3400.6285,3040.5401,-777.2634,-3392.0170,3999.7822,1011.3862,-3602.0642,355452.2058,348306.8368,349709.7678,353648.9960,359861.0899,357201.2604,350502.3600,351634.4630,296905427.5025,296898423.8752,296891469.7468,296899926.3812,352363.6077,296898254.0523,3726.4631,2289.3941,-3596.7522,3279.7032,5443.9504,-2850.5700,5050.7251,3696.1684,1208.2734,5149.9537,-3337.7182,-2539.1242,5397.4207,3421.2831,3157.3498,-772.9406,-1062.2915,3833.8096,-2102.2106,-1978.0473,-4006.4522,3722.6682,3269.0403,-4535.5238,-2011.1010,-4296.5952,3911.2136,-4605.7463,1669.1564,2679.7959,-4429.0480,-4614.0467,5515.2932,4372.0519,4172.0243,-5417.4796,-5027.9955,-853.6247,-106.1361,5356.9110,-4953.4301,0.0000,-4179.4530,5196.4516,0.0000,2520.6912,4710.5352,4969.0479,5493.1370,-3848.9655,6504.4231,-3985.2659,-1075.8619,-2786.5361,4802.9142,-3193.4500,-4500.5880,4644.9269,-3838.8365,2709.1665,-2155.0435,1404.3981,-3436.2598,-634.9582,5497.9614,4258.1864,5303.3439,-132.7044,-4033.8485,966.2011,4139.6595,3995.3143,1148.2059,4331.2899,2408.9104,2853.3031,1823.5488,-4768.6628,-1661.0661,-5141.6852,-3867.3644,-1685.4208,0.0000,3114.2787,5474.5090,-3984.6632,-4338.3201,-4805.7288,-2493.1817,1289.0848,850.8257,-4932.8144,-6531.4769,-5343.3805,-5433.5618,4712.6053,4300.3336,5303.9765,4601.0172,-5533.9774,-105917.4661,-107629.4847,-106780.8600,-108325.7021,-103407.3138,-110816.6793,-117740.1409,-110685.3163,-88993242.1228,-89010467.1902,-89005341.9030,-88991336.6640,-109056.9117,-88989387.1800,
3600.000,2303.1288,6504.7272,5747.6676,-1063.1694,2901.8950,2403.0786,-3179.4819,-6412.5222,-4660.2897,1351.3707,-3047.3326,-2663.4962,2384.7703,1930.7817,-312.6893,5479.1369,5853.4383,6728.5515,2372.9065,3646.7830,-1256.9519,2901.5618,4425.6643,-2332.4272,-2971.8586,-3095.2589,-6031.1429,4603.3207,6425.6943,-4263.7151,4351.5420,1904.9009,1492.8855,5669.8658,3832.8182,3121.0904,5189.7640,3655.5727,3521.0045,2332.8477,-2198.6926,0.0000,4163.2880,-2327.9224,0.0000,101.8749,-6160.1797,-1544.9405,6063.1659,5867.7488,515.0857,-2492.9309,-947.1619,-2550.5041,-2478.4511,6797.9884,-1981.7472,2663.6939,-6566.8715,2894.9955,-1588.1653,4887.2027,1974.7447,5694.8768,-2288.2979,6869.8004,-4443.6423,-5044.9294,5508.6035,-2876.4298,2569.2233,5353.9342,-120.4502,4114.4415,-3990.5205,4046.5668,-3433.7268,-2209.9879,-592.6574,5626.8196,-2189.2966,-2566.0337,0.0000,5534.9221,1933.7401,-2594.3822,716.7285,6242.2417,-359.8255,-5870.0451,438.1465,-3572.6802,4731.8985,5677.2335,-6179.2671,-4042.7990,-90.2710,-2430.0224,-5710.1167,1650.2814,-127617.9715,-152414.1960,-140187.3212,-141687.7786,-145459.2225,-144293.9298,-147417.5752,-143985.9312,-30436678.9242,-30458782.4373,-30410590.1103,-30426146.6218,-144158.7221,-30418363.8331,-3506.6609,-879.6543,3651.6288,4013.5507,-5183.7442,-3303.0761,-3426.4793,-2461.3896,3739.1771,-4846.8505,2835.3343,6104.4527,-4976.1751,-4659.6357,4980.3353,1672.1351,2407.7797,-1409.4945,6212.1343,2649.6737,-452.8527,-2918.5197,2384.0047,410.2111,5670.7508,-5996.5775,3228.4243,-3363.3826,1627.5403,394.1025,-3320.6551,-5470.0059,5530.8490,3824.2262,-1741.7385,-5308.6102,4207.7779,2857.3645,-4436.8017,-5851.6471,-4054.0823,0.0000,-3239.5091,-4251.3126,0.0000,-6182.9131,-558.7788,4359.9373,-316.4999,3602.4973,-5161.6382,-144.0765,-5234.6222,-3296.7453,6282.7233,1227.9117,-5391.8157,-3616.4707,2098.6951,-5603.6478,5944.2108,-174.1504,6514.0844,-1562.5600,-5372.7147,-811.2786,2561.9572,-1217.4171,4050.6365,4906.7605,6307.9969,-4356.3524,5724.7232,-1733.5774,1675.8812,978.3457,-1460.2140,4016.3239,-4640.1156,288.2169,6554.0930,5697.3620,0.0000,-3742.3307,-5661.1144,6356.0116,-4215.8328,-2246.9224,-6508.9764,-1960.3090,-5989.9541,-2875.5067,-2445.8631,-324.2320,-947.4817,4592.9448,2398.6165,-4378.4757,2931.2648,5512.8573,335735.0917,321328.8157,323234.0183,326286.8359,334995.3948,329617.7354,326061.7797,328024.7922,299273852.8036,299257474.5120,299262043.7560,299262858.8960,327232.3186,299267741.6294,-5570.3975,1780.9191,-112.6568,-5491.8200,-3339.6417,5396.8208,-5091.6588,534.1550,3322.8900,-4603.5708,5477.0753,-1477.0763,-4038.5047,-4585.3583,-4446.8878,3884.6792,-2713.9432,-599.8895,-1763.0040,5158.3435,6775.9145,-5485.8534,-4657.8243,6502.3608,-2522.4134,1538.5406,379.0771,3911.5379,2007.9987,-5377.3279,4219.8834,3707.7422,-3850.5887,-295.8917,-5440.0283,2902.5712,1642.2065,5161.1840,-3697.4637,-2601.1383,5112.6852,0.0000,4480.2168,-4928.2112,0.0000,2588.4373,-3113.2455,-5130.1134,-3320.6402,-355.9933,-4606.5529,6460.1230,4225.0468,5398.1065,-1046.7897,-346.1263,3632.0820,-5137.0072,-339.6328,2332.7403,-3197.5455,-4878.5186,-976.1613,3703.7134,-3634.3180,514.9117,-4589.3418,4377.9640,938.5347,-3986.2632,-1228.4728,65.7402,3306.5762,-5011.4662,-5319.0293,-5420.3094,-5909.2052,5028.8254,5025.9066,3420.8826,-252.3940,-2858.9743,0.0000,1869.1890,-3386.6591,918.7457,5324.6116,358.4019,-2122.2218,3049.2974,3400.7473,5126.1389,4456.8291,3605.1825,2917.4519,-3234.6609,-6511.6039,-4783.5849,-2383.7590,3810.7534,-105105.5902,-106852.6072,-105626.6680,-109331.3163,-102243.0138,-106372.6538,-117231.0532,-106475.6415,-88948041.8062,-88964367.3941,-88954155.0810,-88948694.3586,-108070.1588,-88941364.1149,
7200.000,1210.2381,-3597.3114,-5683.9205,-3280.4013,-1266.3276,1866.6734,6248.8824,5272.9803,346.8606,1063.1008,-289.0723,-975.5575,-655.4384,1955.4302,-4212.3907,-4609.3325,-4861.7332,-5153.7792,-4220.5442,-4555.5322,-4116.3012,93.2594,-6132.7183,2050.9636,-508.8898,4790.1453,3358.7207,-3315.7488,-5071.0322,2589.7375,-2843.0012,711.1374,-3666.0036,-5372.2360,-2675.5480,-1477.2705,-5730.1815,-2096.6850,1368.8267,-481.7969,5542.7233,0.0000,-2383.7680,5410.6109,0.0000,3060.2709,6639.2016,-1015.5689,-6521.7595,-5257.7103,-202.5700,1770.6393,4842.8774,5507.6536,361.5510,-5713.5966,5062.2494,-467.0110,4351.0142,1262.0135,1663.1484,-2377.0245,-3221.5863,-2979.3829,4405.6661,-4679.9928,4184.8227,2928.8470,-6102.5280,-1144.4418,-4346.4579,-3005.7696,-4421.9469,-3520.6390,871.0422,-4172.8831,-1659.3837,-175.3984,4317.3858,-5796.6643,54.8509,-1044.4421,0.0000,-2669.7023,-265.1746,256.0560,2939.0829,-3230.6165,2598.9631,3989.4892,2528.6309,6506.6657,-5994.8438,-6015.6765,6713.2868,2314.8848,-4366.3015,5334.6581,4278.0919,-3764.7808,-208328.1987,-230360.2452,-218873.0156,-224126.2531,-223420.5819,-219589.9104,-225300.3305,-221960.7317,-106911595.0872,-106929201.3192,-106881343.0499,-106895428.6568,-221612.6686,-106894104.7957,5373.6553,3646.4529,-430.9306,-4530.6604,6561.0255,5450.5177,2266.9717,45.7165,-4096.8692,6710.7904,-5590.9523,-5144.1484,6795.8073,6130.8686,-4974.5719,2314.0287,1401.1194,3439.8511,-3146.4479,1936.7618,1327.0987,5971.1584,1389.1515,-4805.1707,-4307.4700,4506.1492,-4014.1682,6021.1749,1520.4618,-4615.1818,6152.7507,6837.6698,-5836.1325,-1392.7269,5573.6379,6399.6817,-2558.9391,1406.3270,4951.9966,6444.3654,3607.6657,0.0000,6174.4215,4020.4475,0.0000,2654.4845,-1915.2643,-6532.4210,2105.0450,-1145.7277,6926.1718,-4365.3148,2480.4048,-304.5693,-5861.3429,1344.2564,4541.1176,6573.5310,-3222.6441,3906.1843,-1397.8639,3853.3288,-3836.9625,4168.6487,5230.3497,1032.2634,-5404.3444,-3241.1206,-1684.5530,-5051.1882,-4790.0052,4663.6348,-2474.8911,5606.2502,-5123.1424,3654.9161,211.4396,-6648.6967,1910.9640,2420.3217,-5496.7370,-4083.9648,0.0000,2778.1100,6786.6667,-6373.3855,5668.8412,3737.5296,3599.0301,-1413.7237,3312.9293,1150.9745,3521.4517,2756.0807,-672.0525,-6514.6563,-2417.2104,4216.9752,-5110.7689,-5781.7918,294409.6845,272925.8019,276131.1864,279167.2797,289050.1434,278810.3059,280649.1948,280278.8480,281222648.9346,281198037.6005,281216254.5578,281209257.7254,281269.0000,281217241.3426,4258.0649,-4483.0114,3716.6472,3996.1804,-1337.1157,-3572.2661,1871.2025,-4441.8534,-5472.1903,551.9925,-4019.0250,4361.5479,-302.6273,2229.1013,1454.1704,-4630.0597,4658.5695,-3042.4262,4416.8386,-4752.7247,-5407.1037,3353.0078,2707.1150,-4559.7918,5327.4532,2152.2730,-4426.7125,-795.5982,-4476.8677,4369.1009,-1386.5623,-332.4176,-332.2856,-4014.8720,2995.0106,1800.6682,2814.2506,-6475.3550,4385.3704,-2163.2520,-1953.9399,0.0000,-2049.5321,1505.8187,0.0000,-5349.9258,-433.2607,1976.2417,-953.5210,4298.3161,-99.9427,-5096.7044,-4083.5588,-4027.9873,-3503.1439,3648.1141,54.9341,1751.1223,4268.8951,-5335.8598,6568.6798,5200.7956,4697.2273,-4743.6648,-720.2194,-5015.0498,762.7075,-5212.1033,2742.5093,4611.7628,-2468.3596,-4114.8768,-4260.0041,1081.3723,4461.8859,3978.5201,6770.7616,-1480.9905,-5001.4719,2003.9962,4182.2114,5411.7861,0.0000,-5772.5189,-1043.0422,2691.1023,-2446.2366,4433.4629,5211.6791,-5460.1427,-5514.1240,-1944.8397,164.6980,1259.0975,1446.0808,-282.1610,4805.5089,1272.7355,-1574.7296,310.9811,-104311.2822,-106142.6958,-105116.6486,-107342.6424,-101464.1550,-106253.3019,-116088.7058,-108544.6494,-88902372.0490,-88918112.3283,-88901243.2898,-88903602.6466,-107072.7290,-88893304.0709,
