sl_100_86400_20301209 Coordinates.csv
2030/12/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:00 2024,
Start: 2030/12/09 07:47:00.00, Stop: 2030/12/10 07:47:00.00,
TIME_UNITS,STARLINK-30178 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-30936 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6210.8987,-5397.5392,-3112.2558,-6467.6370,-2286.4255,-4096.7858,5608.8713,771.2353,6636.9314,-1663.4604,-1192.0864,-4830.3248,-4616.0495,5366.2627,12.2514,3363.9765,-3629.4798,-194.5439,-3063.4014,2258.7538,2070.4927,525.7506,-5002.5240,4669.3161,-3640.3526,4177.4701,3973.8842,-1510.2111,4994.7132,4942.1331,3929.7303,-2180.7673,215.3268,-152.6385,3767.2705,1246.0540,5096.1470,-5601.6809,1547.9722,68.8798,2022.7036,4595.5886,2411.4137,-6820.5367,6144.6958,-2933.3703,2116.7982,2198.0582,0.0000,4090.8081,-2239.5646,-4258.7910,2713.4517,-3733.2349,2219.0438,5344.4526,-2173.6595,-1024.1555,1347.5077,4278.2517,-2452.2969,5650.7184,-2859.6955,1808.0823,3724.1754,-5406.8334,4246.0536,-5659.5756,1564.0757,1914.7501,968.3283,4399.9975,3601.7024,4345.7622,-1481.1836,4010.7991,4867.0576,-3974.8112,4126.6363,4459.5414,1381.7842,3819.9748,1532.4659,1279.6054,5306.1374,-4411.7985,4098.8530,5953.8835,1427.6810,1076.5220,3839.1023,1471.6460,-4998.4361,5057.1709,795.2967,-3258.3374,1296.7415,-5829.0347,4816.3282,5483.4714,227052.6914,207745.5271,221907.7100,225073.2063,223804.8371,221834.8340,216918.2612,222560.5589,-265355092.3121,-265409213.7704,-265372515.0231,-265366738.5350,220794.6499,-265372255.0539,2022.2704,4301.6602,-5283.3690,-2309.4625,-4732.3157,-4744.3173,578.8374,-6652.1573,1474.6209,4894.7297,6469.9155,3401.8384,3353.4300,-456.0275,6150.9934,4648.2652,-5511.7216,6656.1500,4651.6098,-3678.0350,4938.4206,4351.7701,-343.7884,-2441.9077,3156.2357,3565.0067,4941.4810,4772.5460,-4660.7375,-4514.4093,5065.4812,5155.7361,-6801.3746,-4884.9976,3603.3007,-6158.1502,-226.4247,3812.1469,-4245.7017,-6434.4822,-4713.0991,-4696.3876,-4460.1654,-893.8525,-2920.5532,-4831.8254,1298.1080,-4784.3088,0.0000,1113.7925,-5753.9852,-2843.1761,-5275.8157,2194.9342,6432.5197,440.9527,4814.8224,6707.2764,-3936.9607,-3202.3800,5126.3222,-2510.6997,-1768.6582,-6345.9295,3726.8397,-658.6824,4815.7975,-2897.6117,-5065.5306,-3580.5513,-6436.1634,3404.2846,-5182.0175,2718.1703,4053.9699,1849.2617,-972.0483,-4711.5481,1317.7971,-2265.3697,6655.9525,-3975.0354,-3852.6877,4195.1427,-2434.6316,-935.0009,710.3414,-2565.2696,-5358.7778,4083.0408,1855.3918,4054.7778,-3260.3077,4002.5598,5160.0885,1296.6826,-5210.4316,-1576.7721,4284.2303,2857.2588,-300465.1900,-290857.0174,-311234.0854,-307105.6469,-298433.8653,-301394.3948,-305614.3632,-305635.8974,-22233634.0975,-22210397.3435,-22211625.8579,-22223115.8143,-305738.6522,-22222551.7549,-2311.8024,70.3612,3164.8653,-834.9922,-4337.0962,2872.7903,-3879.4298,1868.8090,1219.2270,4440.3774,1673.1633,-3464.4708,3728.4536,-4229.3076,-3222.7166,3506.1897,1785.3875,1870.8664,-4007.5308,-5302.8835,4321.5861,-5164.0837,-4734.0538,-4464.6278,-4821.2295,-4254.5152,2245.9355,-4586.7116,1080.8187,1688.0854,2518.1920,-4042.7389,1365.3979,4620.2198,-4519.5462,-2773.0466,-4520.3994,-1367.8820,-5260.2006,-2116.9684,-4655.6069,1964.8936,4717.5340,-533.8949,1101.2908,-3897.9575,-6487.3472,-4364.7451,0.0000,5474.5431,2906.2332,4615.4626,3558.8898,-5115.1059,1063.1985,4233.0511,4473.1362,1274.3192,-5513.2242,4396.2646,-3997.6163,3010.5051,-5927.9798,-1234.3386,-4499.5505,4262.9964,2436.4905,-2681.5837,4335.6003,5383.3091,1561.1375,4145.1566,2493.0215,-4532.7110,-5398.8374,5095.5488,4685.7063,-2922.7225,5252.8072,-4637.0773,-1224.0186,-4165.4933,-5443.8612,5278.3606,3654.2731,5202.0759,5516.8043,2223.0929,-4025.0908,-5301.5259,-5263.3149,5286.5414,-3534.6241,1899.3042,4563.9550,5979.4183,4326.5009,-3201.7694,-2528.3439,-3030.7163,149351.3450,147019.1017,152846.8295,150051.7233,155776.4237,149788.7135,141566.7959,149893.3311,-11811464.4169,-11799184.2416,-11791967.5543,-11806577.4801,150338.7647,-11811413.9245,
3600.000,-5029.8284,2874.4205,4835.6700,6324.2272,5797.8765,6056.6738,-6640.3629,2003.4825,-4596.7463,-2875.4271,-1764.5248,723.9474,3023.8383,-2056.6975,-2484.0146,-4086.4172,5375.3801,-2045.2082,-1365.4449,-2527.9293,-5379.1627,-4879.1540,6436.7663,-4596.3631,-1083.4734,-6596.5038,-4100.3742,-3155.5313,-5161.1215,-3040.3178,-4156.6615,602.5180,515.2308,4345.6886,-4218.0180,1901.0806,-6087.2538,2534.0235,2167.4848,3304.4202,1993.5979,-1036.3825,1245.6975,5756.8491,-3316.2037,4089.2277,-5550.0974,-330.8573,0.0000,-5322.9987,4542.9409,6682.8448,-536.4857,-667.9703,-3361.2614,-6567.2912,-756.8982,-1840.0945,2352.4424,-2659.4313,-1552.6901,-1885.4378,3438.0619,1490.6304,-6425.4241,4187.2632,-5464.4116,4290.1958,2910.1869,2557.0464,2231.1543,-4141.9345,512.9394,-6736.2480,-1618.3272,-3943.4061,-1380.9102,4113.1120,-3882.4436,-2205.2916,-3444.4775,-1871.5278,2231.8957,-4890.7612,-5179.7972,3485.5044,-4903.3757,-5001.7877,1666.5831,-5238.6577,-4370.8872,-5341.7340,6811.0176,-4952.2846,-4266.8716,5186.2273,2621.7430,6678.9465,-5103.2713,-6586.0967,291828.5364,274363.6433,289740.6137,290206.3263,292965.2721,291297.9490,286484.4519,288753.7165,-250474133.7322,-250532551.0105,-250498877.2105,-250493160.5497,290324.0277,-250491702.3417,1323.2170,-5267.3408,4786.8553,-112.8914,3303.8254,3205.0962,1565.8501,5004.8297,-3162.1739,-3291.4045,-4080.3579,-4992.8313,-6113.1930,3702.2406,-6480.1847,318.9572,3623.9595,-6344.3389,-3932.8347,6328.6447,-4018.7405,-1760.3452,-2221.8208,5110.3983,-4511.5033,-1560.7415,-502.2401,-5054.2886,1983.3423,5842.3496,-1387.1349,-6875.3923,4218.9112,1656.1616,808.4525,3795.6764,3035.3929,-4843.1305,1450.1667,3753.6420,5439.3174,4386.7278,5891.8216,-925.7548,3746.2489,564.0121,1008.5324,6823.6699,0.0000,-4347.1922,2086.3626,1452.4941,6897.6802,-5268.4002,-3708.7291,1903.7427,-6582.2294,-5169.3970,5515.8608,6132.2783,-4945.1657,3757.7516,5764.8748,4167.0306,-1542.2490,-3317.4274,-3600.4968,-552.1456,4635.2046,5317.8242,3634.0788,655.6585,4150.8774,-1059.6332,-6109.6601,3310.4513,4286.7584,455.4875,3495.4584,5900.5014,-5436.5548,6535.6014,5717.4716,-1362.4990,4505.7645,-3473.1491,3233.2364,4043.3577,6596.6665,-1361.4682,3122.8099,-3572.6165,1287.9345,485.2786,-4954.8647,-3939.5313,3311.5947,-260.1631,-635.3839,-1408.9268,-235428.7959,-229096.4622,-246360.3616,-242681.2119,-232845.5904,-240272.2061,-239918.6345,-240966.6626,-90224303.1075,-90211606.3257,-90201912.9719,-90208068.9480,-240645.1826,-90214333.5529,4565.2049,3402.1841,1156.2349,-2808.1026,1345.8297,791.8852,-507.9257,-4399.7816,4058.7179,-5243.2191,-5138.3227,4617.9002,-172.4556,5364.8908,-216.8322,-5342.1925,2170.3171,1844.0035,5438.8443,537.8146,-1538.8321,4339.6254,1067.2802,631.0003,4979.6150,1505.9642,-5318.0425,3238.1355,4140.4711,2065.6782,-5325.6621,-35.9883,-5499.0018,-4873.4256,5385.7805,5384.3456,385.3403,4219.6617,6407.9477,4556.7828,3782.8330,-5177.5723,-3436.9072,-3695.1134,-4749.5311,5473.4480,4036.7848,205.3852,0.0000,-887.1468,-4659.2422,-908.3572,-228.0377,4072.8998,-4738.6615,-53.2738,-2028.4531,-4197.5328,3413.2750,-1816.5709,4613.3589,-5452.5096,1099.1903,5035.5802,2065.0757,-4407.3505,2082.1850,5362.7482,-4132.4592,-3286.4267,-5166.5941,-5541.3464,-5352.3360,507.9034,2783.4881,-4371.9837,-5140.9982,5409.3047,-4385.2215,2597.7337,-2511.8888,1210.1246,3011.7884,-4633.7791,588.0996,-4833.1478,-3660.5011,2361.7802,749.1209,4063.7394,4109.8835,-2322.3527,201.1097,-4530.1238,-2329.1769,-2402.0937,-5462.4977,-1422.5220,4623.4927,-1424.0532,149357.5006,146933.9452,152682.2434,149090.9809,155869.7409,152762.5034,141492.7185,151258.9415,-11847301.6745,-11840430.3915,-11831770.1255,-11844041.6208,150508.4369,-11850356.5905,
7200.000,2900.1572,1199.8790,-4644.6405,-4019.1774,-6237.1718,-5650.1426,4161.2145,-4912.0704,-58.8485,6307.4908,5060.1348,3297.6879,48.2393,-1051.6613,4064.1033,3949.3064,-5083.1224,3983.3583,5364.9247,1399.0479,6258.8653,6751.0918,-5001.5986,2590.3041,4555.4066,6582.0445,3343.0325,5766.7403,928.0542,-484.7602,4064.1208,1235.1672,-2753.2050,-6566.2977,4369.6149,-5298.9486,3749.6998,1676.3341,-5856.4849,-5931.6251,-4800.9441,-3534.1151,-3875.6854,-2411.1651,-1144.4969,-4895.5458,6730.7705,-1622.0094,0.0000,2623.1817,-5802.6916,-5990.1388,-1814.5900,3523.5298,4374.3495,4319.3292,2947.8849,4838.7508,-4255.6015,457.2489,4983.5467,-2417.0303,-677.4807,-5159.7050,6695.1071,-2445.1048,4491.4332,-2397.3211,-5982.5481,-4713.6165,-5365.8039,3790.9258,-5009.9581,5553.8323,3253.9547,2845.2391,-1592.9158,-3781.4900,2899.0492,-402.0590,4744.3850,-494.0209,-4091.1700,6769.0907,2491.2591,-2406.8019,4499.5571,1199.1923,-3760.4549,6700.9097,3578.5733,6126.1257,-6028.1302,3103.5652,5896.6703,-5032.3991,-6014.9220,-4008.7874,4605.9599,4691.1776,339153.0506,323400.3526,339200.1692,337356.2420,343399.7052,342066.6339,337210.3406,342767.3760,-218489140.0066,-218548518.1660,-218520747.2828,-218516156.8764,341324.8748,-218506575.5197,-4834.5447,4916.9536,-1865.4327,3120.3714,-585.4375,-150.0614,-3023.2511,-2257.6358,1213.8921,1524.6972,328.1331,5469.4999,5838.2647,-6217.1000,4392.9592,-4862.4302,351.4731,3530.9612,2960.3198,-4864.2404,1750.7474,-490.9814,3422.8637,-5296.6188,4880.4183,-613.4970,-4531.4587,3507.3540,742.5413,-5208.9326,-3094.0829,5433.5953,-165.6344,1226.2751,-4562.8250,-787.5888,-4015.0553,5051.7310,129.6972,199.7346,-4953.8770,-3431.6027,-5747.4899,3369.7155,-4277.4012,3527.1133,-1500.6814,-5232.3780,0.0000,4787.8339,2068.6240,353.5186,-5832.8054,5649.1504,-693.6608,-3252.1835,6042.7741,2168.3465,-5366.8099,-6646.0056,4135.8203,-4855.3718,-5033.8104,-282.0579,-683.2607,6217.2307,146.1721,4563.6575,-3192.5701,-4553.5085,697.3983,-4530.5660,-2331.5780,-972.2479,5884.0304,-6121.6129,-6393.9799,4175.7351,-6166.8270,-6659.0364,1932.6609,-6415.4714,-5245.6805,-861.3374,-4621.9889,6330.4302,-5231.4243,-4177.7262,-4841.8073,-865.2184,-5731.7764,1871.4512,1098.2809,-5088.1870,3418.8465,3990.9198,-1420.1495,2395.9029,-3433.5468,-1108.6109,-159347.6893,-152587.5963,-165842.3730,-160192.1107,-152164.7999,-164179.1707,-158951.9335,-159615.9774,-152022103.0470,-152021147.4501,-152002772.8464,-152008297.4818,-160217.8978,-152013280.7871,-4028.8665,-4698.6513,-4760.2829,4677.4765,2659.1563,-3961.5236,4499.8488,4369.0698,-6804.1434,2094.8198,4508.0787,-2471.3241,-3535.3113,-2666.0682,3509.2552,2449.7991,-4570.8728,-4424.8380,-3085.9208,4577.8342,-2285.5626,32.4733,3273.9324,3578.4407,-1364.3530,2118.6379,3678.3513,692.5863,-6816.6705,-4512.1460,4616.5649,4061.5627,6361.7144,832.5826,-2768.1126,-4298.0893,4018.8041,-4413.3349,-3704.1640,-3267.4289,-586.6394,4767.0138,49.1684,5505.1022,5275.0023,-3274.8552,763.3312,4079.9098,0.0000,-4277.4771,2935.9430,-3411.2368,-3262.9337,726.8379,5267.5202,-4192.6294,-1678.4351,4413.9400,851.7886,-1900.6744,-2511.5435,4227.2723,4527.3103,-4288.1641,1623.8796,1806.6475,-5202.4311,-4587.2992,993.3182,-1626.7559,3933.5088,3640.8453,3933.3289,3862.9133,1575.5699,-89.1691,1793.1470,-3848.2742,177.4974,1394.8746,4622.2302,2500.6222,1583.3369,798.4157,-4469.4045,1275.5997,-505.0480,-5306.4663,3039.8165,471.1214,401.1487,-2379.5500,3235.9012,3107.5709,-1316.3297,-2644.0360,3065.0621,4978.4109,-3865.6920,4905.6055,149945.4938,146865.5323,151923.4944,151522.7762,155590.7289,150174.5911,142013.5978,149742.0123,-11883311.2112,-11881725.0338,-11872345.9303,-11886261.3407,150666.5209,-11889273.6926,
