sl_100_86400_20300708 Coordinates.csv
2030/07/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:03 2024,
Start: 2030/07/08 07:47:00.00, Stop: 2030/07/09 07:47:00.00,
TIME_UNITS,STARLINK-4382 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-4208 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-3319 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-4208 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-4208 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1106.8448,-2254.7939,-2258.3717,4195.4057,-1552.1627,3216.2765,4314.1550,6242.9433,-3072.3711,-4994.6303,-5534.9358,-3347.4441,266.7387,1845.8426,5910.2716,-2160.4335,4538.8643,-804.0282,2914.3672,4071.6120,-3472.6775,-4062.9320,2960.5157,4224.4861,-5488.4857,4363.5672,-4392.6405,-5994.0778,5822.8386,661.5085,6019.5183,0.0000,-3336.5445,4143.6454,4419.1671,5337.0518,-4397.4017,-2105.6238,4462.0860,-5584.2279,4163.6653,-1297.2608,4822.9632,-1018.4990,-3778.0952,2121.2788,-3352.4824,-4137.4834,-679.6242,3980.0175,964.6555,3756.7038,-5276.6144,-4972.7430,-5438.5734,5969.3810,5099.8502,6597.1294,-4930.5580,6079.2620,5875.4697,5997.4724,5359.3982,2412.2839,4521.8662,3673.0099,-2967.1175,3133.4866,-3592.4640,-5408.4942,1592.0453,6457.9293,3443.3289,373.3245,-4915.4450,-1564.1123,1362.7215,-2982.6864,3071.5169,5811.0522,-5085.1561,-6824.1676,2679.4429,-3840.6935,573.6424,-5237.4047,5.8661,-444.5899,-5501.1662,945.6187,5893.6669,-5965.9613,-2365.7318,3067.8986,4589.5042,-5373.2699,6561.8574,3700.7163,-992.8741,-2317.9010,307197.4372,333285.7419,310721.6402,310367.4242,315981.1448,316232.8724,318382.5656,316748.2854,-214437664.7578,-214387842.6370,-214423180.7675,-214420972.1715,315080.0637,-214420698.9311,424.6670,-4612.9387,2563.2316,1387.1009,6420.2149,4150.9723,-2979.7957,-1635.9915,5890.3216,4130.3118,2820.8828,3859.3289,4220.1892,-6085.0297,-3525.6932,5836.8601,158.0318,4120.9004,-2967.8055,5456.5331,-4255.0857,562.7807,-4505.4571,3552.8901,-2233.9638,5136.6281,386.6076,3061.9021,3520.0642,-6186.6027,1698.2784,0.0000,-2643.0266,-23.8056,501.8936,-4326.5297,-2996.3183,6027.4087,-1356.1871,3933.4110,1093.1676,6072.6456,1954.8152,6175.3720,5577.1587,-5365.1370,4116.3205,-257.8413,5086.5121,-5088.8410,-3953.5705,-2858.7971,-2384.4048,-4776.0646,329.2248,3110.8470,-678.4613,-1042.8213,-2305.5740,-741.4914,-3520.3305,-3356.3887,3238.8017,-6219.8151,-320.0998,-2637.7453,-6083.6637,3168.6782,-3012.5922,-1049.7546,-1783.2500,1736.9707,5102.8548,-5656.6814,-1203.8044,5520.6861,-3875.2048,5272.2346,-3891.4000,3720.4961,-3605.4701,836.5005,6082.0264,4096.8679,6334.7608,930.9272,1173.2993,-4996.8858,-3106.2554,6853.0963,2756.7202,-3354.2161,5223.4354,5314.6897,-1437.2572,1493.2092,900.3169,-3854.9652,4474.0093,-5882.0851,196881.7713,185934.9061,196915.1436,192230.1631,185665.7398,188768.4450,195150.9313,193840.7864,273274031.9733,273288940.4622,273275896.6847,273290347.8229,193343.2496,273282590.0485,6826.4559,-4459.2372,6022.2464,5266.7955,-2144.0170,4472.4964,4551.7642,-2426.2848,-2101.7288,-2306.4727,-2896.1457,-4675.9322,5448.5736,-2752.3382,295.2656,-2959.3478,-4915.3148,-5421.0283,-5533.6523,-1397.5064,-4138.3878,5470.0901,4414.8647,-4166.8217,3581.0951,1471.2219,-5262.3855,1468.8700,-400.7522,2238.5342,-2985.3398,0.0000,-5463.4875,-5377.7924,-5350.3608,27.3108,-4444.5189,-2313.4534,-5081.0051,1140.1536,5413.0360,-2985.3335,4543.6971,2930.1282,1354.6254,-3846.8806,4225.9323,5528.9802,4559.6556,2490.1346,-5338.4425,-5066.3649,3769.6863,-85.9506,3900.2911,-1546.1368,4637.4894,1504.2921,-4242.6549,-3142.3696,1081.4677,-579.3818,-2880.8445,1789.9861,-5160.5581,-5111.5150,1148.1048,5274.7122,4889.1970,-4175.3632,-6509.5887,-1769.7390,-3086.2233,-3820.7050,4712.4797,-3717.7273,5447.3705,3340.6786,-4631.4489,304.9963,3129.2251,462.8169,-745.8233,3993.9429,2674.1830,-4415.5700,6806.8004,4666.0453,2714.3490,-627.1907,2326.7845,-821.2513,-3887.6123,-3168.3933,4886.0719,4063.8616,1856.1232,4429.2678,-5206.6591,2666.0954,-62205.3267,-68069.1466,-62352.1182,-64638.2962,-59236.3311,-65898.7930,-73542.7075,-64437.1555,154960898.0829,154985391.8151,154986830.9007,154958452.0780,-64796.4579,154968401.4583,
3600.000,4046.2398,5892.1024,-2507.1519,-3953.7560,1360.0310,-4276.1140,-1175.4207,-3002.2476,1049.0181,3762.2843,1610.9144,515.4895,-4436.9503,-370.8007,-3436.0866,607.3230,-1903.0113,-3755.1112,-218.1708,-3708.6058,5855.1108,3341.6621,835.6977,-4115.1435,4866.9028,-4395.2756,2314.0599,2922.2058,-5066.7089,3629.3981,-6877.3843,0.0000,5142.8915,-3060.3316,-6855.6614,-2917.7252,5379.9289,-656.0700,-4715.0206,3895.0542,-4121.1591,-383.1005,-6433.6994,-1370.1240,1936.7566,1885.8137,-1313.3646,4126.1745,-3313.6343,-347.5051,3505.1729,-5008.1019,4830.8867,5033.3451,1583.5228,-6128.1696,-4790.8302,-3707.1248,3751.0781,-5949.2707,-4856.3366,-3444.3701,-6452.6544,-150.9160,-2219.1298,614.3758,4056.5605,-4871.3280,4346.0925,3251.7238,825.0544,-4673.3889,-5131.0579,1797.2830,5408.2754,-2794.0317,2753.2334,1763.6712,-1413.6480,-5796.5620,6376.1103,4733.6585,-4000.7040,2979.6721,-2758.3843,5036.5443,4776.4783,3991.7779,4243.6537,-2985.2469,-5115.6979,5780.3486,-1709.8050,-4820.3412,-4905.9317,1773.0647,-4743.8177,3.9210,-2252.6167,3966.1953,245711.8792,275476.2008,253273.7197,254716.7995,257775.2021,256129.3090,259869.7962,254860.9144,-277899753.7365,-277849609.9687,-277877951.9888,-277889423.3581,256373.8386,-277882373.3496,-1808.8149,2933.7552,-2472.4925,3139.7723,-6174.4104,109.0199,5458.0178,3225.9341,-3691.2982,-5308.3046,-3861.2329,-6330.4973,-3057.9009,6735.8476,4161.9988,-6699.9279,4652.5066,-3952.6952,5915.2828,-4705.2837,3601.5871,-4861.6237,5344.9803,677.5123,4651.0293,-2020.4448,-4527.5631,-3820.9984,-678.1060,3209.2753,599.8495,0.0000,-1232.7786,4720.1755,98.8974,4662.0790,-1009.7815,-6507.8829,4682.0615,-708.4021,3195.7604,-6724.5420,1232.0641,-6743.8103,-5818.3951,4776.3036,-5292.0128,-3887.9907,-2837.4622,5152.4826,5191.6611,4746.6917,-1714.6802,2447.4868,-3930.9858,-1417.0152,4286.9536,2846.8083,-1869.9211,3416.6534,3149.2470,4000.8113,-1858.0354,6623.6028,4356.5776,4925.6343,4454.8372,885.2734,-2003.4908,-2614.4760,5338.7427,863.2239,-4384.1008,6562.1071,-2722.1787,-4281.7672,5316.3341,-6635.1762,6613.4126,-873.2412,2676.1010,-2430.6983,-3440.8471,-6218.7478,-3349.3004,-4372.1667,-2746.6616,1958.6321,-532.3084,-5010.3351,804.1096,1360.3068,-4856.7115,-4803.5568,4619.0560,-3764.7252,2236.8656,5453.0241,-1217.7021,5278.4616,265762.0577,262621.0202,270522.9283,267200.1943,257822.3128,264206.5069,266955.3475,265064.1537,208413897.9290,208438870.7465,208415822.2138,208428641.8817,265764.1314,208423502.6181,-5345.8070,1686.1531,-5971.0724,-4681.2863,-2872.6720,-5422.1898,-4147.1212,5291.7655,5806.1956,-2232.8513,5415.6683,2741.7996,-4320.6932,-1574.0149,-4287.1807,-1488.0221,4403.4465,4143.7965,3574.9779,-3524.2766,-1.5957,-3478.4703,-4411.7701,5505.0087,1653.0104,-4923.5648,4600.2427,-4937.2378,4500.1662,-4509.5416,-583.2398,0.0000,4458.7468,3785.1851,1161.0562,4110.0198,4238.0804,-1824.0103,1830.4930,-5686.2031,-4557.9709,-1453.1987,-2222.2784,666.5735,3098.4115,4643.1418,-4054.2023,-3968.8783,-5314.4679,-4623.2798,2391.5794,552.5184,-4646.6454,-4031.4320,-5201.0902,-2853.3587,-2604.4843,-5010.7728,5470.5102,-533.1057,3814.1447,4430.0794,-1558.2648,1952.2275,4810.7810,4669.1037,3284.3090,-4827.5237,-4808.4807,5499.7599,4338.3194,5017.1949,-1361.1275,-629.6126,-3361.6903,4524.0548,-3291.7024,874.6280,472.6508,-3658.9435,922.3553,-4385.0322,-4113.1312,101.6125,-5372.1528,1797.0971,-4193.2967,-5226.8265,-5391.3906,3760.3282,-4585.4036,-3502.2922,4619.1061,-1175.4668,-1307.5154,-5514.4818,-4459.3350,-4311.9781,6436.3746,1873.0240,-63089.1111,-69542.2325,-63718.9121,-67509.6964,-60461.1985,-63953.6758,-75153.3384,-66783.4940,154958768.4156,154978527.4859,154982844.9597,154957000.2448,-66058.1840,154963569.7351,
7200.000,-6905.8737,-6353.6846,5723.1198,3255.2240,441.9868,4964.3380,-1614.4086,-1165.4246,2784.5343,-269.5823,2878.7854,1838.0435,6650.7387,-1707.0260,-969.7147,1659.7043,-581.8367,6122.5593,-1569.7435,2559.5991,-5364.1319,-1969.4310,-3993.9223,3864.7264,-1237.7565,3850.8200,-501.2166,1583.6126,2631.1273,-6195.5862,5090.2196,0.0000,-5784.6925,1462.6537,5899.3000,-1478.7107,-5326.6342,3557.7829,3254.6293,1301.5347,3618.6045,2308.7671,5791.9365,3413.8256,1613.4056,-5329.5331,4838.7921,-3437.5828,6389.7376,-3666.5411,-5012.4929,3734.4276,-3658.4424,-3800.9830,2092.1654,3960.0930,3263.6137,-655.4031,-2493.8414,3204.6310,867.9276,-964.7083,4715.8011,-2677.6748,259.6015,-3612.1990,-4139.9761,5652.7649,-4051.2965,-1113.9495,-1430.0306,1838.5769,4670.1872,-3182.6046,-4555.4915,6142.6725,-4747.4340,500.8266,-906.5584,4169.9089,-5331.2615,-685.2240,3877.3068,-681.4174,5122.3075,-3229.0742,-6772.6355,-6482.9220,-2440.2414,4889.7817,3354.2111,-3564.2136,5199.2993,4639.0283,3068.9090,1723.2221,1652.8930,-3142.1901,5717.2158,-4193.9349,169991.0669,200395.1837,179733.2617,184579.1711,183465.7810,179142.8613,185471.8351,182742.7493,-322397663.6794,-322350593.4382,-322369431.8714,-322388943.0586,181495.9190,-322380395.4694,58.4411,-215.1514,3163.6659,-5989.5459,3140.6395,-3832.9285,-6633.6180,-4895.7584,1202.3046,4434.1570,4659.5801,6614.4597,1810.1055,-4566.5489,-4114.5298,4507.8331,-6658.9053,3081.3279,-6713.7840,1053.7754,-1203.4508,6474.3021,-5379.0420,-4616.8343,-3352.4028,-2429.2698,6801.5358,4299.9403,-3527.3477,1206.9953,-2789.0346,0.0000,3735.9304,-6574.2094,-237.1655,-3905.7002,4187.2681,3631.6839,-5491.2517,-1054.6408,-5837.5220,4237.4626,-3462.9794,4612.4686,3853.0676,-3572.5309,4720.2893,6001.9523,696.4666,-4385.4241,-3523.7633,-3953.8454,5263.2173,1661.1427,6133.5470,-1641.0572,-6031.7573,-4708.9001,5595.7499,-4725.4629,-2412.5606,-4154.4757,-811.6141,-4541.1753,-6763.1237,-5738.0222,-282.3625,-3750.1119,5372.5001,5934.7116,-6770.3215,-4239.0949,1303.8226,-3923.5876,5211.2516,2218.4727,-4733.3559,5177.0753,-5359.7299,-2920.2087,-457.8558,4203.7179,-1986.5208,5465.2797,-385.1332,5788.0619,932.1799,729.4738,4660.7488,1541.9757,-4580.8706,2094.2622,3822.5359,1892.2527,-5238.6895,5738.0455,-5304.5699,-5973.4472,-885.7199,-1778.4081,316595.1986,322230.1143,326777.6308,323139.3860,313189.6768,323975.3330,321873.8519,322023.8648,129330688.9913,129365967.1821,129336321.6763,129339977.4087,321117.3524,129341458.9220,656.5692,2396.8424,2287.8089,946.2828,6168.5643,2875.2238,1295.7185,-4715.1131,-6274.5854,5241.0986,-4124.2063,874.9486,405.0398,4912.0174,5430.6560,4929.3755,238.5948,40.1302,584.6996,6365.8490,4119.7285,-1034.6581,1937.9514,-3403.7512,-5945.2210,5174.7212,-763.8344,5136.1102,-5209.1327,1971.1239,3771.4855,0.0000,-722.6336,814.9577,3669.7066,-5460.3935,-1459.4694,4489.1302,2593.8053,6704.6316,872.4633,4905.3913,-1517.1092,-3863.7544,-5461.6365,-2626.7377,645.5329,-87.3069,2417.4508,3902.7117,2725.1058,4276.7591,2584.5211,5498.5935,1720.4987,5404.2524,-1028.8487,4918.2226,-3177.0329,3830.5494,-6445.8834,-5424.4947,4949.8078,-4472.0187,-1162.1238,-745.1163,-5475.3234,1316.7526,827.3962,-3366.1335,424.2446,-5151.3640,4877.8905,4590.8870,-92.9762,-2024.4543,-1316.0605,-4570.4661,4043.9835,4658.5934,-4482.0074,5408.9595,5063.3707,-4154.2266,4601.7018,1944.3950,-1057.1067,2104.4016,4422.4156,-4693.7744,3934.4068,5505.3823,-2516.9424,4740.8898,-3203.6141,3424.8369,4049.4777,1636.9093,-3826.4764,-5140.0100,-64108.9210,-70979.5964,-65706.0447,-66965.3900,-62057.2539,-67207.5410,-76143.6485,-66447.3615,154956908.2917,154971482.8437,154977696.6473,154958132.9248,-67313.3297,154958696.6115,
