sl_10_86400_20300213 Coordinates.csv
2030/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:12 2024,
Start: 2030/02/13 07:47:00.00, Stop: 2030/02/14 07:47:00.00,
TIME_UNITS,STARLINK-2264 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2197.7534,-1261.6872,2059.4756,850.8589,5267.1570,6021.7697,-6052.2544,3733.7314,5996.0869,0.0000,377484.1719,362784.3080,370402.6306,367904.1448,359436.9383,361005.1816,363391.2254,365907.6163,-1004163.4509,-1018502.1104,-979545.1235,-988669.9614,364768.3863,-984856.6977,-5797.6351,-5155.6394,6598.6392,-6405.4144,-1026.6739,2254.7217,-1644.6420,-3777.3843,-570.7256,0.0000,-20721.2363,-28262.3807,-31324.8369,-28057.0709,-26717.2585,-28973.0970,-35530.1428,-30799.0357,333391579.4197,333369681.1496,333391626.8243,333387983.4633,-32108.3431,333396209.1648,-2992.1662,4392.5459,-426.1494,-2482.3469,-3998.2412,-2303.9946,-2883.2053,4167.7050,-3475.7156,0.0000,160322.8822,155342.3540,159225.7699,157514.2889,162547.0325,155289.2385,148209.0453,157201.6151,-30291343.4008,-30308114.4082,-30302174.1289,-30295328.9306,156908.3389,-30286527.2496,
3600.000,3979.9703,3924.7771,-3149.1018,1475.6627,-907.2078,-6379.7358,3987.6414,-1190.6620,-2342.7427,0.0000,370069.4786,363124.3164,366705.9504,363605.7055,355296.7479,359721.5908,359257.1474,360236.3274,-87329126.2535,-87335855.0777,-87300860.2191,-87307486.3175,361142.8636,-87310832.3616,5419.4439,1636.8434,-4448.8691,6652.6182,4195.1946,-409.1876,-1525.2237,6600.2328,1551.3470,0.0000,75432.0340,61133.8769,59216.8212,60759.0339,65486.2603,61864.2712,57197.4639,58572.3693,321786713.6371,321758962.6885,321792698.0766,321784497.4454,60159.2445,321791834.1985,-1469.1715,-5433.4257,4264.9225,-1211.3903,5120.1750,-2405.4109,5411.2290,-830.1008,6346.6347,0.0000,159986.8740,157055.9642,159089.3392,155340.7937,162447.4402,158462.6935,147513.0326,156613.0184,-30219657.5837,-30235624.3309,-30224433.7904,-30222936.8332,156661.7928,-30212141.3386,
7200.000,-4242.6877,-6042.4983,4182.3821,-3515.5576,-2955.2692,3564.1497,-1388.8450,-1810.7009,-1675.1938,0.0000,338526.1183,337186.4843,339803.9637,333763.8619,328293.9800,337785.6300,331999.9160,335142.0171,-167709507.4697,-167707646.8642,-167681657.4590,-167683976.4983,334557.8225,-167692274.6371,-2245.4567,1574.9121,367.9044,-4287.0337,-5826.8028,-2371.3751,5072.1347,-5658.6306,-3805.3703,0.0000,166290.5463,144661.3561,145993.6240,145295.5267,153588.4840,147852.9723,145750.8941,150212.8918,288216404.4112,288185017.5744,288229133.2418,288219492.8565,148571.6055,288221478.4142,4922.2062,2914.0301,-5513.8106,4132.3947,-1439.6995,5310.4887,-4474.5702,-3224.4987,-5578.2547,0.0000,159601.5588,157814.1715,158289.3527,156263.1212,161942.2887,157071.0367,147424.6657,156125.3360,-30147467.7369,-30162995.4205,-30145006.3733,-30148086.8373,156402.2673,-30137738.1662,
10800.000,3995.9828,5873.8432,-4989.3972,5240.5723,4321.4721,160.5717,-607.0776,4659.8630,3701.8185,0.0000,285117.7987,289969.3731,291358.4887,283489.2136,280243.0439,291343.8962,283502.6066,286472.0500,-236658087.1953,-236647254.0344,-236634688.5928,-236633168.9481,286710.8830,-236641691.5791,-2323.8969,-3292.5090,3419.3389,499.9743,3604.9608,5300.3235,-6843.5946,1785.9214,5674.6200,0.0000,245920.1622,220639.2663,223583.9444,223446.0443,232047.7060,226199.0898,224476.3779,225773.2835,234968169.3894,234935501.3039,234985604.0451,234977772.6386,227510.9972,234972706.4769,-5102.6573,1479.6461,3363.6068,-4496.2779,-3620.6380,-4306.8963,628.2877,4546.0092,1539.7119,0.0000,159170.7662,157553.6938,156970.6602,158432.4405,161042.9700,153126.5427,147941.2261,156625.4700,-30074630.5469,-30090213.6243,-30064404.2036,-30070851.3479,156129.7701,-30063317.7587,
14400.000,-3412.2534,-2793.7279,4518.3784,-5924.8025,-3799.2004,-2731.4005,2105.2781,-5989.2945,-3428.2218,0.0000,213526.8698,225516.6870,224357.1218,216176.8662,214326.8007,225243.7798,217016.0114,220623.9352,-289466936.8456,-289447372.9198,-289450040.4902,-289447243.9982,220649.8457,-289450941.4804,5679.5767,3927.9842,-5184.2686,2925.6563,1636.8926,-6257.4885,5495.3510,2363.9369,-5030.9145,0.0000,309203.9708,283255.5524,287085.0637,287544.7965,295948.2224,290769.1521,288459.5890,293537.5194,165672953.4994,165641355.5161,165690818.4920,165686290.5876,291963.5587,165676638.7962,1849.7452,-4935.7049,824.4563,2047.5443,5246.1363,94.4885,3595.5135,-2055.3809,3347.2002,0.0000,158697.5337,157055.6200,155413.6480,159838.1333,159741.4875,150103.8572,149094.2072,155031.4433,-30001043.5077,-30017263.5095,-29983597.0217,-29991490.1298,155844.3096,-29988880.1425,
18000.000,1758.4037,-1699.5114,-1885.9881,4681.8397,2453.0844,3780.5296,-3761.9827,4297.5145,2512.9906,0.0000,128585.9845,147779.3509,142982.4023,135456.6454,134935.5888,144633.5095,136925.1359,140906.9584,-322528855.4098,-322501429.7036,-322517509.0260,-322515724.2310,140578.6254,-322512724.9796,-6113.1468,-4242.0669,4888.3463,-4815.4345,-5911.0726,3862.1352,-1729.4598,-4737.6106,1390.5952,0.0000,352168.8009,328308.9070,332412.2720,332992.1974,341317.9715,336701.1539,333886.5658,336349.4357,85057562.9526,85029221.1265,85071342.5448,85067513.4199,337837.4917,85060339.5380,2618.8886,5153.0845,-4534.4999,1659.3482,-1950.6353,4164.7614,-5525.7301,-2184.5258,-6336.1924,0.0000,158184.3301,156462.9364,153959.0983,160610.3426,158012.9140,147954.6614,150953.9480,156530.0937,-29926651.5604,-29944127.9190,-29903574.4567,-29911174.2020,155545.8954,-29914425.3441,
21600.000,1439.4406,5103.9584,-2202.4103,-1371.9085,-25.6983,-4151.1529,5259.4161,109.8120,-2493.1941,0.0000,35938.0556,61511.6586,52395.8450,46221.4161,47525.6745,55017.5465,48471.1218,51199.8211,-333583752.6198,-333549919.3047,-333574650.8647,-333570593.4069,51589.8731,-333566994.0041,4078.7657,4169.5967,-3661.4047,5208.0786,5873.1219,830.1367,-2208.5969,4970.4317,3223.3698,0.0000,372229.3051,352923.4086,356591.6112,356868.0452,365340.8479,360859.8065,358446.0363,363432.0332,-1377726.5285,-1400971.5635,-1370831.8510,-1378246.4293,362222.5854,-1375642.7520,-5356.6818,-2036.7558,5440.8663,-4350.0782,-3206.5595,-5362.0886,3872.6338,4566.4024,5619.3411,0.0000,157633.2142,155821.6002,152916.8630,160873.1617,155839.6863,146535.1472,153616.3468,153985.2026,-29851450.6612,-29870787.5521,-29824918.2178,-29834148.1168,155234.5379,-29839953.3899,
25200.000,-5026.3879,-5861.8556,5721.9296,-2763.1702,-3439.1279,4009.4487,-5309.9881,-4713.8987,3160.8732,0.0000,-58351.3454,-27981.0985,-41578.9715,-45960.8681,-41267.8367,-37688.7203,-42357.1031,-40104.9251,-321873153.8984,-321834848.2045,-321862185.6130,-321851484.7818,-40658.7207,-321855445.6603,-1353.1518,-2697.8364,2462.4996,-4639.4284,-2125.5099,-4887.5296,4400.6217,-3707.6406,-5961.6315,0.0000,368334.7956,355560.3499,358007.7898,357705.6398,366034.4764,361701.2932,362147.1465,362528.4502,-87734408.1943,-87751243.7632,-87734682.1360,-87740241.4782,363574.6418,-87732585.1339,4491.9704,-2434.8886,-3035.8953,4318.7049,5318.6106,2573.2868,253.6689,-3118.8635,-1683.6949,0.0000,157045.9574,155151.8115,152482.8270,160695.6298,153588.8918,145761.5736,156711.7884,156270.3290,-29775488.0444,-29797220.4475,-29747769.5632,-29763932.2796,154910.2484,-29765464.3063,
28800.000,6813.1543,4371.2683,-6724.0043,5811.7618,5929.6673,-2504.6875,2843.3633,6574.2783,-2751.6813,0.0000,-148202.2607,-115175.6656,-132860.8835,-135294.0384,-127024.0038,-127471.9003,-129598.8412,-130699.3004,-288192263.1386,-288151725.4707,-288175943.3172,-288164177.9534,-130303.8809,-288173540.0184,-735.6483,-577.5111,-1088.3343,3394.7179,-1909.7128,5992.7816,-4643.4375,1225.9791,5482.6116,0.0000,341010.8718,336070.5426,336556.5651,335527.6818,341032.4459,339267.0315,345044.7161,342652.2913,-168118240.2285,-168128038.8307,-168123726.1874,-168119699.8118,341813.1287,-168116142.8938,-641.9336,5291.4963,-1256.9854,-1614.2377,-2441.3344,2099.3278,-4244.4998,-973.0857,-3275.0755,0.0000,156424.1502,154464.2104,152686.4144,160112.6208,154434.7379,145595.6928,155240.8334,153037.5794,-29698859.1657,-29723401.3356,-29672017.5628,-29695457.5460,154573.0395,-29690958.1196,
