sl_100_86400_20300201 Coordinates.csv
2030/02/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:00 2024,
Start: 2030/02/01 07:47:00.00, Stop: 2030/02/02 07:47:00.00,
TIME_UNITS,STARLINK-5538 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-4614 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-30837 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-2461 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5919.7452,3928.2809,836.4314,-3490.0894,-904.2886,4514.2676,-6284.5103,-4414.9265,-4960.6710,5200.9151,2596.3115,2958.1899,-4199.9301,-4194.3667,-4580.4836,-2828.8130,0.0000,4574.4766,0.0000,4998.4993,-2971.7831,6169.4292,-4914.7959,5327.5843,3912.8802,4594.0786,-5670.1161,6515.6991,6027.5490,2629.9236,-5097.6397,-4372.1466,0.0000,5170.1743,5373.1494,1919.2277,1834.6255,-552.5268,6884.7671,-4924.6439,142.9458,-6684.7645,6057.6724,1560.0789,-6156.5153,-3564.9716,0.0000,-6041.7873,-5060.0087,-2968.8221,-2493.6180,-4567.7111,-5960.9780,-4516.4354,5476.9567,1853.9699,2760.8866,-4031.1118,-6391.7451,5580.6197,-489.0858,-4420.1908,2063.2173,1344.8908,2148.0041,3163.6859,-6561.6442,6070.7916,-5371.8341,5406.3268,-1783.7510,5767.9834,124.6551,-3093.8415,5185.7957,6425.6577,-2738.1516,-4496.1209,2261.1279,4680.9394,3614.0973,-5873.5123,-919.3533,-2870.1835,-1758.8383,2169.2963,1766.0752,3339.7731,1549.2635,219.4473,5435.9535,-781.6186,-5376.8446,5137.0814,-6615.9314,-2079.0249,-1801.9046,362.0412,1668.9699,-3144.0596,-223239.9666,-245671.2887,-229900.5476,-231682.7203,-239713.8995,-238631.7627,-237611.4015,-234050.0823,16763664.8190,16730230.2674,16753326.2769,16747886.4031,-235585.2130,16754975.5885,3612.3352,5564.7066,2520.2143,4322.8479,181.6797,-5248.7838,-1509.6767,-937.9100,524.1484,-1509.8832,-6219.6463,-3774.7819,5433.8107,1103.1431,-2455.0383,3430.6016,0.0000,-847.6315,0.0000,-906.6626,-5648.5055,-2883.1513,-3957.5092,2564.8987,1815.4387,2885.0695,-3380.0551,1743.9980,-3302.1067,3728.1382,-944.5978,-3346.8211,0.0000,664.8169,-3169.1396,5543.2685,3619.2704,4254.1584,483.9564,3778.5183,4405.1508,174.1908,927.2917,-3909.5969,-37.9380,-2349.7170,0.0000,1145.2726,-4554.0048,-5552.6636,6166.1650,-2697.4641,-133.1851,-264.8916,-392.7732,-5288.8151,-3204.3304,-5426.2279,267.4414,-1849.7344,6806.7569,-2382.8385,-3699.8761,1573.5254,4797.6827,-5626.0459,-1977.4079,1031.7997,-3237.9065,-3845.9901,-6386.7705,-2973.1639,2525.9029,-4193.1120,776.4814,2211.2398,-5979.7671,5295.3275,-3331.7195,3829.2733,5634.6132,-2340.4729,6573.4400,-4191.4757,-6544.5839,5789.3899,-5266.6943,3495.9653,-3797.9599,5374.7632,-1.8022,3416.9094,-557.8353,-1316.9940,273.2132,-4349.2751,6615.7385,-5053.7164,-4341.7240,-5654.3393,279454.3859,258126.0086,265619.8704,269267.7068,272265.9454,269766.7120,262841.1832,266522.6447,324007613.1265,323982521.5773,323998472.0623,323985200.7317,265916.4796,323991510.6318,222.2401,-1160.6717,-6412.8371,-3854.8514,-6856.1703,-228.6337,2445.2177,-5219.9408,4581.6320,4310.5455,-1327.7561,-4967.7489,-529.4823,5369.3845,-4574.0742,5104.2367,0.0000,5099.0854,0.0000,4682.3105,2632.6971,-1127.3614,-2466.0374,3613.3466,-5253.8792,-4306.2289,-2039.0302,1302.2053,-617.0164,5073.3232,-4579.8122,-4134.3379,0.0000,-4675.5106,-3041.1567,3642.9869,-5363.9832,5428.0762,-215.8343,2885.1515,5343.9189,1716.0363,3058.3431,-5464.3054,3164.6866,5405.0280,0.0000,-3207.3321,1207.9367,-2923.1679,-16.9233,4382.0959,3370.3970,5101.6347,3994.2336,3416.2725,-5392.9019,-628.0185,2622.6451,3681.0201,-596.9522,-4677.3393,-5235.1856,-6613.0738,-4500.2314,2344.2263,-820.4381,-3119.1758,-2904.9381,1875.4578,-1833.3781,2370.5845,-6461.3244,-4501.1819,-4313.2283,455.6541,1766.1726,-194.1707,-5320.2142,3394.1431,1370.3036,-2099.9283,-1636.5991,-4514.7037,666.6266,-2856.4064,-4173.7330,-4707.5848,-5447.8186,-4363.1845,4048.6078,6004.5341,-4154.7764,-4255.1121,1965.8934,-4876.3244,261.1009,-4721.5339,4994.7909,2309.3511,-116646.8043,-118021.4765,-116491.5866,-118153.9675,-113160.1791,-120463.9356,-127494.0930,-119427.1503,-50894033.4296,-50917067.7468,-50866422.3436,-50892147.9579,-118799.3300,-50884945.6627,
3600.000,-2778.8931,-4235.4946,-4400.6123,-1408.6215,290.4949,-1850.7784,6641.5347,3462.8278,3383.8382,-2579.2273,-688.1992,1484.9268,2037.9011,1868.2088,5416.1007,675.3371,0.0000,-5250.7589,0.0000,-3569.7273,4448.2124,-3394.4323,6384.9917,-4902.4294,-4276.6665,-5219.5127,5237.9768,-4754.1592,-4145.0717,-6039.7252,6747.7067,4038.5260,0.0000,-4777.4591,-1941.4885,-3950.9813,-5844.6495,-3688.2517,-5324.1438,848.4294,-2630.8885,4194.1398,-3456.0848,2759.3282,6472.5142,6275.3276,0.0000,6524.9320,5985.3386,3248.2892,-1346.2899,3897.0807,2935.0591,2621.0803,-5549.6669,3302.3973,1364.9425,4672.4401,3589.1754,-5227.6652,-1421.1718,6008.3411,3063.3241,3218.3157,-5200.5621,338.5345,5966.9003,-6752.4378,4267.7538,-2077.3918,3222.2524,-2355.1576,-4501.6927,5795.3641,-5957.4638,-5882.6577,4110.4469,3184.0193,2528.2533,-2749.9138,-5241.8756,5854.4264,-973.7760,4399.1497,3211.4086,-3718.2642,2228.6067,-4381.0501,2504.2647,-3537.1687,-2135.4173,-3182.3154,2596.0445,-4456.8150,6178.8560,5301.8583,-330.9629,3575.1493,904.2448,3909.4100,-287342.6463,-304388.5341,-289558.6768,-292274.8900,-299482.2238,-295930.8106,-297266.4466,-296197.7498,-67727667.1939,-67755911.0963,-67744714.7807,-67736724.7484,-294840.1039,-67736457.0908,-3872.6046,-2706.7221,430.4060,-5020.1518,5052.1891,5647.8412,-19.3914,-3452.2072,-4933.9920,4713.3139,6054.4350,4342.1433,-5421.3159,-4815.4846,-1599.6075,-6557.1425,0.0000,4053.6961,0.0000,4714.1135,4989.0534,3700.3253,1476.9281,1395.4399,3088.3230,1223.6586,-132.3610,906.8761,4147.4824,-2731.0988,-1225.9024,-1031.7725,0.0000,3058.4957,4699.7286,-5645.7266,-717.9720,-3732.7371,1340.2203,-4098.9260,-476.0402,-2206.0612,2307.9629,4653.2674,-2446.0736,-307.1102,0.0000,-1426.6103,2415.7649,5748.3378,-5184.0849,-1708.8513,-2892.6167,-4184.5871,3881.8772,2562.7456,5232.0106,2948.4662,-2525.9342,4545.0281,-5528.2152,-1480.8556,4478.0889,1584.4879,-1945.8194,4367.4785,92.7314,641.4145,-337.2844,4149.7302,3317.8384,3799.0490,-1164.4976,3658.7690,3005.4569,735.5935,4561.7013,-4239.0953,5338.7696,-499.7628,-3548.0189,-141.4816,-6062.1168,-547.4334,4625.6339,-1785.8177,4765.0337,1647.7240,5503.2111,-5701.1935,3646.8747,-1049.0750,-3324.9907,5008.2228,-2527.5549,4167.0937,-5586.0733,4938.9019,6615.5353,2042.2033,215223.8142,188338.2935,196975.1848,199090.9431,205342.3796,200944.8611,196437.2351,198067.3127,317325644.3456,317295660.8452,317313110.0859,317300178.2785,198950.8001,317308463.0471,-5049.2481,4730.4000,5330.7815,4291.4018,4697.3187,3549.5548,1915.6742,4852.8067,-3194.7115,-4378.2740,-3173.0939,5143.1163,-3730.7977,-4594.4357,3989.3075,-1580.7760,0.0000,-1947.1022,0.0000,-3591.4638,1739.2238,4725.7833,-1714.8223,-4705.6281,4272.2731,4370.9363,4490.9855,-4880.7886,-3641.0199,-1651.5853,853.9660,5465.7660,0.0000,4082.8967,4711.3701,519.0892,3232.7923,-4526.4707,4179.0242,-5427.6412,-6404.7808,-5028.4247,-5453.1382,4261.1983,321.0350,-2852.2369,0.0000,-1851.5464,2475.8187,-2129.9163,3934.2271,-5420.5593,-5483.8860,-4717.4079,-567.7975,-5071.0740,4195.2396,-3947.1853,-5351.9387,-481.3482,-3790.4689,2949.3367,3974.9420,5916.2578,4114.1711,-5297.6638,-3468.1140,-1266.8808,5413.6094,-5107.1216,5082.5717,-5276.6050,5129.9777,608.2061,1227.9900,3345.8560,2940.7575,-4494.5654,3084.2027,-6355.9599,2569.0847,-3178.1666,-3006.6187,5135.6665,3822.0059,5406.5274,4525.9847,4846.7735,3135.8095,1696.2640,-5310.8603,-6108.7491,5340.2163,1104.6100,1775.7134,1220.6013,3964.1202,3268.1677,-1459.2877,-5274.1870,-116049.0811,-117475.8563,-115481.1100,-119219.1174,-112120.9407,-116147.5859,-127070.3884,-117085.6953,-50823331.4319,-50849308.9810,-50797551.3697,-50826874.5537,-117916.7926,-50816629.0990,
7200.000,-950.3626,4064.9684,6672.5768,5237.3798,2279.9604,-2027.3773,-4153.3547,-2423.7981,-870.8971,-91.6644,-2412.7657,-4852.6366,1824.6187,0.0918,-5092.5253,1375.8977,0.0000,3999.5516,0.0000,1642.1879,-4389.7834,-1016.9211,-4565.0715,3806.2412,3550.3626,4925.2780,-3777.6681,1611.8149,26.2758,6083.8981,-5450.9959,-3497.0942,0.0000,3853.3119,-1880.1892,4356.6635,6292.9593,6215.8970,1790.4876,3724.0819,5468.7677,-441.9091,332.3172,-5254.0187,-4257.3548,-6399.3481,0.0000,-3521.1829,-5019.5242,-2514.1385,5224.3766,-3043.1476,434.1416,-784.6078,2798.9608,-6454.5948,-3917.8712,-3749.4589,-25.2170,3001.3475,3748.7816,-5447.9221,-5632.3751,-4128.3736,6777.7247,-4489.5013,-3108.3252,4331.6355,-2778.8605,-2425.9248,-4686.0306,-2001.4376,6824.3461,-5607.3948,3768.3564,2843.3464,-4114.9801,613.5012,-4684.1964,1425.6970,4986.3652,-1876.1254,3278.2588,-4973.2898,-4144.5416,4918.2862,-5460.3645,4217.8501,-4448.9328,5163.7317,-1085.8156,6404.1579,144.7813,1727.0151,-3206.1108,-5595.9998,3422.4236,-5834.1981,-2564.5402,-4407.0608,-333456.9401,-343533.4863,-330908.2797,-336964.7309,-340673.6597,-332580.4733,-338618.7150,-334505.0092,-147613872.9243,-147636115.3080,-147635149.0843,-147615890.3774,-335562.6642,-147622224.3316,188.6318,-1705.2463,-1558.4661,4118.9419,-6515.8257,-4664.7803,2140.1693,6315.0999,6676.3336,-6700.7168,-3373.3485,-4471.5424,3713.5175,6850.2368,4592.6401,5787.6413,0.0000,-5069.9908,0.0000,-6712.8891,-1778.5036,-4296.8203,2231.3341,-4992.2472,-5792.9480,-4543.8170,4092.1537,-4298.8111,-4129.9912,765.5707,2567.9745,5014.3098,0.0000,-5694.7766,-5648.8062,3106.0704,-1565.0420,2936.7539,-3782.2732,4033.9207,-2275.4836,4617.1899,-5567.6628,-4453.8942,4089.3473,2029.1927,0.0000,1583.4923,1145.7858,-2698.1284,1300.1912,5477.7883,5742.6176,6732.4844,-5227.9137,737.3909,-5619.6222,1815.1577,5048.0975,-5482.3906,1729.6252,4082.0497,-3600.8678,-5311.6371,-749.1036,-2400.1877,2766.6516,-2381.0923,4433.0811,-4075.7095,1032.5079,-4511.3573,987.4893,-1556.8072,-4880.5102,-4147.4771,-236.0014,2301.7417,-4227.0557,-3962.6824,-614.7886,3560.6098,2536.9907,4298.0062,-24.4562,-2755.5915,-3680.9044,-5197.5152,-4927.0896,4149.7488,-6288.8632,74.7354,6343.6561,-5894.2165,4253.0142,-2209.0037,2371.8824,-3720.3756,-5483.2260,2515.9405,136442.5792,105838.0378,115691.5689,116181.0271,125389.5890,117874.8349,116985.3192,120110.5702,288985743.9372,288953014.5075,288966860.0897,288962352.5822,119214.9732,288967507.7614,6864.5515,-5326.2439,-1095.1882,-1142.0250,361.3725,-4707.3949,-5102.3261,-1356.2151,-801.4404,1744.7802,5462.9838,-2029.1266,5495.9698,885.6561,-936.2467,-3252.8307,0.0000,-2466.5953,0.0000,225.9715,-5034.7195,-5310.8738,4467.9542,2934.1365,52.5221,-1747.4845,-4091.1220,5101.6714,5515.5325,-3015.3114,3379.7140,-3169.0011,0.0000,-1334.2492,-3569.7341,-4377.3865,1762.0622,827.6982,-5498.9366,4086.7161,3592.9459,5104.9228,3972.4121,-295.0072,-3628.9117,-1583.9987,0.0000,5745.5375,-4622.1794,5865.1061,-3911.2749,2845.4591,3706.4126,803.3265,-3324.5288,957.7126,-37.2520,5348.8163,4717.8137,-3025.0283,5455.2344,829.4651,770.9478,-1644.8144,-1164.8370,4602.0850,5495.3552,4803.1070,-4520.2831,4995.7463,-4933.9952,4826.9013,-750.3294,3664.0516,2825.6191,-4600.0173,-5429.6908,6514.7248,2148.5547,5501.3826,-4638.7213,5296.3684,5424.0092,-1718.9927,-5408.7237,-3820.8888,-2217.7133,-834.3543,1532.2600,2002.8108,2288.9307,2716.2929,-2489.7556,2899.7358,-4407.3263,3271.7887,-5459.6555,194.8185,-3175.0775,4624.4686,-115460.0431,-116928.7473,-115111.7774,-117202.9616,-111463.5754,-116305.9122,-126013.7811,-118130.6633,-50752170.5771,-50781244.2102,-50729752.1663,-50759107.3333,-117022.6423,-50748287.7357,
