sl_5_86400_20301129 Coordinates.csv
2030/11/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:00 2024,
Start: 2030/11/29 07:47:00.00, Stop: 2030/11/30 07:47:00.00,
TIME_UNITS,STARLINK-30777 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-30886 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-30886 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-30886 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3618.8453,4882.2273,6509.9203,2385.7768,-5756.1872,177572.0704,163052.0402,175789.1491,179568.9098,179750.3327,177327.1720,171762.6808,173862.6575,-280057307.0826,-280086018.5083,-280059612.7402,-280052919.0255,175555.4342,-280045982.6525,-3602.4833,4855.0402,-2313.5192,5341.3457,-2769.4720,312230.1861,321590.8941,302845.7440,306378.9626,315129.7237,312569.9019,309220.6323,308215.5565,-675607.1407,-639282.2688,-641941.7794,-653769.3596,308449.2177,-663861.1237,4551.1587,347.7546,96.4648,3230.1594,-2746.3368,-96916.7140,-97370.8433,-93290.2645,-96055.1113,-90347.2234,-96380.4449,-104566.2588,-96216.3540,-1734700.1256,-1749911.1340,-1742912.2341,-1747019.7703,-95795.3669,-1746995.2034,
3600.000,5750.9619,-5061.7900,-4412.4900,-4021.7628,5089.1502,91128.4722,77613.4384,91701.2322,92774.4934,97098.0472,94210.4778,89529.9953,94911.3469,-270266255.2768,-270299347.3577,-270273976.0048,-270265444.5104,93179.0328,-270254091.9898,-320.6401,-2683.1149,3386.2198,-454.2089,-749.6277,342255.7815,353412.2573,337413.5913,340960.3257,350189.2310,343220.7819,344320.6164,343526.0404,-73209828.8730,-73184656.7974,-73181835.5558,-73193205.2599,342960.4489,-73198471.7477,-3706.8199,3826.0513,-4108.3074,-5328.1435,4667.6809,-94879.5802,-96767.0628,-92635.7336,-96247.3526,-89442.6303,-92570.8149,-103842.6161,-94656.7514,-1779955.2440,-1797183.7019,-1791374.6832,-1796399.1262,-94821.4952,-1791806.4348,
7200.000,-5931.9790,3895.6006,252.0764,4593.7163,-3692.7064,7207.1868,-13247.4995,1677.1335,772.8443,8074.8088,4727.1857,842.1190,3117.0347,-242018580.4632,-242052837.0303,-242028973.7889,-242016177.3778,4666.7537,-242005463.3132,3413.0000,-1386.1688,-4168.7183,-4251.4781,4438.9375,351739.5849,362793.6268,350636.1817,356520.8508,363421.6933,351836.0632,357789.1979,355020.6092,-140715933.5019,-140702453.4638,-140695108.9473,-140705936.1667,355846.8635,-140704439.3421,185.9527,-5520.3743,5494.9598,2346.2015,-3874.8654,-92273.0559,-96134.9497,-92557.0847,-93013.3261,-88890.1073,-94291.8795,-102502.0981,-93707.8484,-1825954.6128,-1844405.4313,-1839826.9014,-1844705.0090,-93837.7267,-1836594.4079,
10800.000,3380.7344,-2537.0387,3676.8463,-2603.5232,1920.0561,-77350.5805,-103723.4535,-88552.6988,-89212.9050,-81605.1009,-84482.4390,-88651.4050,-83003.0950,-197250898.6169,-197283204.5535,-197260856.0119,-197242220.4811,-84392.5754,-197236988.3762,-4845.7551,5304.2219,4742.8956,5458.8783,-6631.5008,343636.9216,349085.2422,341706.5280,348816.6062,353825.9600,341344.2320,348579.6011,347353.2452,-198584657.5637,-198582482.9666,-198571218.7475,-198578878.4621,346225.5331,-198572512.2084,3449.7717,3591.8385,-3431.7216,2843.5821,804.6879,-90490.8632,-95472.9233,-92811.8675,-89873.5380,-88676.9789,-96709.2532,-100539.8170,-93211.0505,-1872619.7683,-1891564.8563,-1888146.3950,-1891165.2319,-92844.1811,-1881359.1116,
14400.000,1024.5180,1126.6435,-5500.0582,-1975.5674,327.3615,-158699.3921,-188033.9048,-173309.0637,-173787.3391,-166137.0918,-168461.0700,-173117.9212,-169455.5453,-139027554.8241,-139055142.1210,-139034151.7858,-139010697.8082,-168356.8851,-139013246.0856,4946.4117,-6767.8713,-4103.3343,-3494.6706,6385.6810,315715.3165,313114.3239,311215.6967,318269.7017,321815.7287,309959.4115,317105.0147,313424.1456,-242866769.9630,-242874718.1625,-242859605.2006,-242859967.0635,314636.9796,-242853605.9538,-4626.7380,662.7128,-831.3312,-5353.0285,2720.5357,-89029.4287,-94779.4474,-93065.6534,-87504.8958,-88805.7949,-98133.6422,-97916.7994,-91176.3758,-1919827.6220,-1938650.9567,-1936195.1446,-1935000.9367,-91840.9786,-1926100.5348,
18000.000,-4975.8176,1032.7210,4996.5617,6048.5747,-3102.4616,-231758.8832,-260794.2681,-247299.2207,-247950.4774,-239980.3247,-242199.8879,-246854.7809,-241056.7203,-71330902.4983,-71351521.0586,-71331936.5478,-71308962.0905,-241888.3440,-71316720.4388,-3996.6269,5117.5872,1446.7409,690.1278,-4113.9535,268607.7892,257129.8050,261063.0322,267128.0298,269144.9603,258818.0162,265256.5723,264389.3488,-270542608.3961,-270558879.5152,-270539443.2454,-270529099.8561,263016.0119,-270528301.4690,2469.7843,-4507.2274,4538.1260,2758.9629,-4669.7704,-87736.9450,-94052.9208,-92981.6936,-85706.1761,-89285.4430,-98713.2554,-94556.3982,-91685.5755,-1967418.4314,-1985652.9457,-1983811.5028,-1975384.8769,-90828.2401,-1970818.6664,
21600.000,6427.2871,-3920.3757,-3431.1403,-6007.5603,5657.0047,-291761.3014,-317359.0070,-305895.4191,-306991.4967,-298239.8423,-301048.3818,-304420.7875,-300881.9356,1211063.2530,1199048.8203,1216617.8974,1228973.0358,-300292.9250,1224600.3336,1860.1166,-1744.3247,2624.0598,1628.3196,1100.2541,204559.6199,184656.2676,194317.9970,198740.4960,198595.6339,190777.8390,196327.8277,193326.8915,-279728030.3490,-279750400.8082,-279725801.1987,-279707399.1447,194574.0287,-279712732.1937,1442.4631,5386.9158,-5399.6345,2435.0414,3879.5142,-86551.5859,-93291.5826,-92311.1993,-84358.1233,-90066.5428,-98576.9972,-90390.2397,-88688.8144,-2015206.1447,-2032560.0760,-2030800.6699,-2012930.2353,-89806.0875,-2015513.4953,
25200.000,-5081.3988,6187.3799,1879.3595,1681.3550,-6737.9287,-334634.2720,-354116.7928,-345373.2909,-347066.1504,-337818.9432,-341165.2222,-340083.7207,-339474.5419,73641094.9132,73638668.1929,73652789.2451,73649135.1371,-339820.4393,73653611.2518,1512.8613,-1266.6870,-6017.0289,-3669.1760,1495.0550,127093.1723,100266.6797,115055.5365,117488.0431,113202.5045,109944.7250,114630.0098,114862.4126,-269802722.9558,-269828728.7738,-269798138.6355,-269784706.2292,113599.8869,-269786821.6554,-4337.2763,-2768.3104,2823.7437,-5336.7610,-835.4726,-85441.4131,-92493.4187,-90960.0494,-83396.1436,-90200.3223,-97795.6015,-86523.8674,-90025.3071,-2062990.4488,-2079361.4546,-2076925.0300,-2053681.2316,-88774.6430,-2060185.0106,
28800.000,2195.6517,-5993.2107,-371.7177,3294.1075,5443.9291,-357299.7964,-368718.9394,-363128.6201,-365495.4066,-358563.7151,-359831.9124,-353894.8594,-358194.7133,141011474.4659,141018969.8872,141027327.8140,141016137.0307,-357905.8350,141022835.1426,-5012.6234,2966.7535,6730.1023,4887.6653,-3369.0297,40747.1741,9288.6954,28160.3314,28567.2604,21294.5493,21358.2601,25269.2412,24166.7355,-241452123.4919,-241479221.6421,-241442380.2172,-241442743.1712,25191.6365,-241436142.0122,4104.8410,-1682.9597,1511.0557,3150.3214,-2712.8471,-84387.4791,-91656.0546,-89014.0469,-82786.9361,-86908.7991,-96398.0710,-88189.1699,-86300.1132,-2110569.7420,-2126045.8585,-2121899.7009,-2100424.4841,-87734.0294,-2104833.2011,
