sl_100_86400_20300915 Coordinates.csv
2030/09/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:17 2024,
Start: 2030/09/15 07:47:00.00, Stop: 2030/09/16 07:47:00.00,
TIME_UNITS,STARLINK-1471 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-31506 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-2143 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-31506 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-31506 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3712.6568,2173.4417,-504.1790,-4876.0228,2363.2481,-4339.5556,5344.1435,-940.8109,4551.4766,-2135.8695,5581.4063,-5164.1830,1724.6567,4301.7109,-5740.1807,-897.5411,5628.4888,6467.3150,1861.2218,2017.2845,-2077.5604,2781.8834,-4509.6951,-6203.1773,-4587.3291,4288.5858,2442.9899,-5482.6338,-786.3042,-2374.1848,3538.0046,2738.2423,-712.3390,3213.6428,-1497.8812,-2810.4367,6454.8983,-2940.6147,142.9028,6037.1327,1566.3194,0.0000,3733.9658,5588.5726,-2862.5492,-2367.1668,-1799.4304,-3141.8834,-2867.2587,-4232.3281,6455.4532,-5588.6637,-3736.4066,2731.2105,6428.9854,1590.2515,-2871.8722,-242.0760,-411.1314,-3396.2984,-5345.6916,1512.4395,-3381.4219,-5902.2309,1842.0570,4469.4361,-6664.3689,-2641.3105,656.4906,-463.4129,-4466.2228,-6419.4615,0.0000,2728.9261,600.2797,5706.4273,-3040.5209,4218.8318,6205.4373,4902.6824,3500.3074,0.0000,3610.2395,73.5855,2263.7512,699.4039,1535.3648,-6772.4822,220.0829,959.0935,-895.4099,1036.3677,2619.3800,4307.6980,0.0000,5940.9602,5738.5829,-2701.3812,2546.9726,-5409.8082,-52666.6068,-56812.1498,-63606.1642,-59267.9406,-50948.6847,-53890.7079,-58840.6372,-58339.2915,-292654387.6575,-292631850.5393,-292619387.2833,-292639064.1444,-58463.8623,-292637191.7390,5803.9765,3032.1521,-4100.2651,-3597.6770,365.4129,-5101.8845,788.0322,4029.7273,4679.5307,-5322.7116,-674.8920,3746.1468,-4250.5349,-3856.3929,-820.6768,-6633.9568,-1111.4090,-2061.1002,-6386.2820,4913.0420,-3440.5592,-3213.9889,-4077.2373,-1037.3333,3605.9242,-1156.7000,-3683.2495,-3003.5668,-6845.8753,6374.9630,-2423.6598,-4789.0403,-4512.9471,-3894.4354,-3890.9418,4651.0612,-2090.6838,2884.8700,5284.1976,-2884.5634,5923.2156,0.0000,-5738.6475,-3344.8950,3399.2591,-96.3383,4341.1997,-6128.4630,5449.2767,-1784.0312,1300.2861,-2915.8831,-1886.8856,2384.4467,1755.6787,-5313.7611,3990.1338,6817.5943,6791.1297,5570.4970,-1754.9535,-5478.8750,-4309.2210,-3561.7477,-5660.5520,2370.0551,-115.1675,-3969.8310,4366.2738,-6758.1785,2252.8976,913.4832,0.0000,-4790.9039,-6414.1590,1134.2999,-5249.8578,3240.3287,2371.4657,-3034.4150,-3149.2227,0.0000,-4944.5264,4730.7810,3404.1969,-6570.7199,-5091.5401,-1243.6533,4941.9866,4920.1585,4080.8996,4674.5725,5023.2023,-1044.3038,0.0000,-1591.0184,-1415.8017,-3033.3721,-6134.5678,799.5545,-389290.2246,-381576.2363,-381063.8283,-383425.3159,-380918.5830,-379408.3391,-375010.7933,-380608.4531,176395764.9917,176402145.5501,176415656.5696,176394276.5406,-378802.9779,176400545.5138,543.6857,5876.5104,5520.7790,-3269.9443,6478.6244,824.7358,-4374.4800,-5530.3790,-2131.6688,-3897.9216,3889.9511,-2752.7629,-5138.4985,-3829.3324,-3566.6073,1744.3688,3659.5187,-1347.0577,-999.5288,4416.3581,5322.4851,-5174.3710,-3271.5681,-2831.2179,-3721.4261,5052.6001,-5291.9339,2776.8079,680.1402,-1522.7837,5470.5713,-4103.7118,-5188.7202,4705.1593,-5494.0349,4171.1126,-767.3256,-5349.5739,-4479.9477,-1477.0824,3070.4797,0.0000,911.9351,-2181.1414,-5048.0931,-6501.9055,5104.8615,-198.3541,2667.3186,-4903.8124,1689.2678,2970.9784,-5514.5262,5901.0612,-1164.8456,-4072.8498,-4796.4580,-1376.1614,1210.0532,-1069.0771,3998.0879,-3575.3742,4169.7585,-23.6016,-3143.3952,4640.7102,1630.9314,-4971.9262,-5315.9641,438.9278,-4527.4256,-1617.8417,0.0000,-3942.2105,-2496.1637,3721.6537,3299.6802,-4395.6064,1958.6892,-3857.6748,4906.2989,0.0000,-3199.3141,5082.0379,-5451.1355,-1729.3601,4387.5198,-91.8449,4758.8508,4667.8768,-5462.7476,4935.9432,3778.8657,4931.2381,0.0000,-2926.7711,-3645.3695,5416.8976,1597.8536,4215.9354,105490.6651,104864.3843,108305.5899,105775.9057,111327.8539,104963.8158,97059.5354,105574.0694,98946247.1508,98906357.6130,98947260.7220,98939764.5058,105820.7629,98936305.9454,
3600.000,1712.0915,-4922.9575,4595.8760,6355.1680,-2867.0754,5129.3950,-6301.6805,-3134.4028,-5549.3489,4992.3282,-2089.4034,1906.1239,815.4546,-445.2886,3768.5352,-1113.5253,-5296.4912,-5299.5496,1882.0959,-5084.9733,6125.4089,-32.3477,6497.9621,3817.3273,764.5793,-774.2159,1966.2367,4882.4028,2974.8820,2782.0997,-2147.6842,-1277.0171,4042.6978,68.2107,5373.6569,132.7872,-3682.6708,-1249.9432,962.6011,-2815.9079,-3440.4684,0.0000,-649.9506,-4436.6387,547.9355,2936.2031,-1855.2610,3917.7458,-1551.7505,4475.4305,-6203.0646,3175.2116,5167.2922,1894.1266,-5960.7127,1355.3780,-1777.1898,-434.2465,-1850.4350,286.1617,4624.4664,2917.2590,4185.4731,5419.8324,2383.7842,-6791.3692,4145.2010,4644.9908,-4515.2884,2468.0021,-233.7402,2721.9309,0.0000,-953.6175,1788.3648,-6725.6629,3940.9685,-6558.9854,-6706.8241,-3859.1579,-2215.2729,0.0000,218.2354,-781.7408,-5908.6759,1919.2589,2510.5005,5518.1698,-3049.6687,-4970.7376,-2929.6838,-4346.2567,-5046.7752,-401.3029,0.0000,-5517.0612,-2928.7839,5940.8088,54.2632,6167.4562,46277.4357,35629.9314,32759.2327,36427.6895,46387.4836,39399.2219,38680.8137,37991.9488,-328350487.7020,-328329701.5671,-328321255.4517,-328328880.5884,38430.4091,-328334097.2003,-5632.8562,-4387.3800,3566.3023,2380.8743,4151.3992,1312.1676,2307.3139,-4869.0751,-3220.9387,4741.7959,3575.8834,-2671.7520,6557.9342,5111.6921,-3396.1495,3250.9097,4280.1125,3304.2864,4833.4763,-2040.7383,746.8699,6497.5664,2307.0592,-1916.7258,-5047.0033,5056.1748,4619.6905,-1149.1307,4928.4867,-2779.0587,5775.9715,6751.8114,5182.6818,6135.4000,2808.6630,-6765.3509,4075.7299,-5546.7198,-293.6669,4490.5843,-5750.7133,0.0000,5589.5179,4663.7487,-6580.2679,-4329.9395,-1672.2845,3783.6742,-3742.6774,4870.7954,1431.1528,437.3196,-2052.9776,563.4349,1231.2098,6677.2524,-4145.6394,-4316.5637,-6176.1371,-5178.1252,-2390.9538,2895.9942,12.9135,1239.0792,3267.8177,-600.4910,-2140.2886,-121.9225,-2188.6152,4354.3806,-4532.7541,-3204.3196,0.0000,6673.7975,6555.5767,1530.4824,1420.9461,-2075.4794,-206.5228,5714.1539,6326.6588,0.0000,4205.6625,-6869.4220,-780.2271,6144.4730,3425.3889,-767.4835,-6060.9350,-3531.2736,-5399.8715,-1532.2858,-1049.7395,5199.7145,0.0000,3548.8856,4168.7054,-279.0593,6407.6052,-3106.7427,-387601.2494,-381042.6039,-381850.5366,-381832.8071,-382957.1229,-382090.3930,-377454.6499,-379587.6109,94555480.4625,94558597.9183,94581053.9402,94560256.7182,-381230.8067,94559689.7827,3614.8298,-2269.3073,-3725.1188,-1153.1215,-4739.7535,-4191.3306,1783.0637,3745.7098,-2444.7959,775.4289,-5451.8914,6113.2002,1916.0855,4645.1590,4526.9496,-6013.7593,-15.0829,-2985.8433,4271.7052,-4221.6327,-2558.1338,1588.9779,-288.7027,5400.3910,4658.8021,-4387.7661,4708.3182,-4661.6564,-3853.9654,5744.1966,-3243.4837,-74.2708,2118.6631,-3180.8601,3266.9221,-1111.6626,4045.3644,3624.1656,6838.2090,4334.8406,1446.1047,0.0000,-4012.1173,-2397.6140,1249.1869,4508.5121,-6486.3381,4208.4112,-5358.5323,-1123.8421,2382.8483,-6195.4526,4107.4858,-6652.3351,-2957.1553,947.2984,5163.5866,5432.7346,2483.7142,-4104.0441,-4545.7609,5295.6397,-5479.4639,-4081.7900,5367.7459,-874.7661,-5041.1077,5069.9921,4734.0068,-4590.8756,4977.3088,5183.6026,0.0000,-683.6912,-1241.8651,-449.2033,-5502.6117,479.5885,1721.4519,716.0846,-1192.8732,0.0000,5462.8820,-754.6733,3286.1204,-2285.2523,-5446.0505,-4054.0339,-1097.3979,-3141.1565,3071.1579,-5120.2658,-4463.1218,-4112.0655,0.0000,-1833.2781,4705.0585,-3259.1839,2366.1195,-304.6958,106141.3832,107914.2862,109088.6814,105353.3145,112305.1834,109008.4474,97748.6143,107269.7277,98892405.3441,98853104.8784,98888638.5262,98887097.5600,106812.1115,98880959.2248,
7200.000,1865.9816,4863.1786,-6413.0150,-4938.5550,3437.1740,-4107.1871,5237.1632,5207.1483,4332.4056,-5808.3135,-1388.1599,2767.1069,-2372.4117,-3192.7693,-1039.1284,111.0671,2258.1599,1624.4336,-5459.6605,6737.9366,-5900.6272,-2162.8254,-5837.8458,-835.1242,2933.4084,-1965.0387,-4877.8260,-3201.8877,-4954.4155,325.9826,823.8052,-807.5937,-5122.8075,-2654.2832,-6651.0082,2330.1090,-801.1019,3694.2874,1115.5148,-1638.7325,4022.5609,0.0000,-3261.2286,712.9261,1674.8511,-3476.8645,5645.2293,-4153.2780,5793.2566,-588.7370,2859.0229,-900.6440,-5364.6205,-3539.7383,2431.3922,-3456.9817,5308.9044,2652.2735,4041.3701,4222.2468,-3205.6876,-6331.3469,-4673.0770,-3303.5047,-6075.9851,5782.0929,-273.3598,-5777.5125,6797.0185,-4500.0066,3881.1338,2372.7750,0.0000,-1600.2589,-3753.0530,5080.3136,-4716.6932,5800.7768,4774.0722,1539.9849,44.7304,0.0000,-4405.8431,860.2959,6555.3070,-4215.4215,-5972.3442,-2170.8525,4112.8795,6690.7694,4681.5379,6534.1796,5978.1395,-2554.1570,0.0000,1783.9085,-140.7221,-6119.5025,-3257.0160,-4183.2885,140408.6184,128294.7567,126910.6889,132223.2315,140955.4793,129113.2312,133602.3140,133487.3711,-341624942.5186,-341603783.3577,-341603238.7410,-341605254.9426,132801.6671,-341608907.2646,3723.7144,4237.7551,-2512.3445,273.5586,-5999.0288,3601.4467,-4174.4763,4510.5184,-352.6051,-2533.3160,-5955.4268,2330.0753,-5930.6282,-5560.0743,6425.1552,2236.7615,-5284.9199,-3952.7856,-1181.3401,-744.4779,1611.6514,-5296.5130,457.1248,5188.3990,5657.0282,-6442.0938,-4753.1472,5144.8526,-1361.0743,-1503.9279,-6855.1565,-5392.2632,-4038.3495,-6366.4400,-1445.9586,5835.0712,-5219.3457,5521.3600,-4600.6298,-5225.2849,2477.9046,0.0000,-4051.4416,-4300.2864,5388.6601,5973.8468,116.8699,599.7194,1147.0927,-2758.3669,-4108.5007,3511.0176,4368.1706,-4897.7420,-4317.2423,-5241.4204,3876.7740,354.8361,3178.6668,1478.0632,5714.3646,47.8586,3946.8236,2520.2036,-298.6451,-1213.6318,4744.0539,3277.2469,413.8059,221.9500,5391.7124,4959.4004,0.0000,-4571.7184,-4022.9202,-3495.0514,2780.4420,116.2276,-2487.0494,-6131.6541,-5863.0942,0.0000,-3188.6957,5586.5995,-1220.1604,-2784.0211,-1748.0810,3538.0038,4378.9720,1367.1320,4834.7708,-1076.7326,-2768.6743,-6052.1925,0.0000,-4055.4428,-6272.7533,2467.0112,-3860.4903,3957.4368,-361091.8083,-355439.8859,-358329.9229,-355502.4132,-360446.0144,-360415.1395,-355197.0388,-360797.1311,6264945.7778,6264401.0649,6293468.9041,6277453.4749,-359278.1386,6268288.3836,-5522.3261,-2644.0682,-485.0227,4775.0700,14.3075,3954.8000,1840.6500,419.5816,5303.0993,2799.0830,3062.9334,-5937.9095,2555.9405,-2632.6957,-1992.7389,6535.7547,-3657.5492,5429.8225,-3751.3589,1348.2425,-2684.4100,3463.8912,3642.6810,-4468.5539,-2699.4118,-139.2041,-1052.1785,3171.9757,4632.1532,-6801.9874,-868.4420,4171.9859,2267.2106,-388.8207,1075.2878,-2750.3375,-4333.4018,1174.8511,-5059.9554,-4121.9078,-4976.2179,0.0000,4536.3182,5294.5362,3643.1996,263.6755,4031.1117,-5469.6270,3184.2351,6074.2163,-4608.6879,5943.3734,-170.5351,3398.1933,4595.1857,2803.5898,-1982.7750,-6430.3587,-4625.0896,4856.3146,2178.0889,-2233.3868,3163.1935,5489.2811,-2882.4613,-3515.0601,4945.0675,-1821.7623,-1156.4853,5067.7270,-1167.5181,-3803.0171,0.0000,4727.0340,4165.6098,-3127.7063,4206.7423,3718.1747,-4367.8793,2839.2657,-3463.3729,0.0000,-4261.9163,-4051.5333,1374.1418,4585.0076,2974.5695,5483.6546,-3340.2026,-616.8152,1385.4747,1872.9918,1735.2448,-961.1253,0.0000,5160.2338,-2977.5669,-1565.2486,-4608.3486,-3826.4058,106828.3077,109216.2215,109252.7058,108371.3406,112903.4402,107632.9681,99039.3175,107039.3761,98837807.4746,98800526.5966,98829761.1144,98828457.4918,107794.5081,98825597.7168,
