sl_100_86400_20301121 Coordinates.csv
2030/11/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:29 2024,
Start: 2030/11/21 07:47:00.00, Stop: 2030/11/22 07:47:00.00,
TIME_UNITS,STARLINK-2223 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-4496 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3667.3400,-4790.5673,3918.3785,-1462.7104,5660.4800,-2972.2307,-4282.8595,189.0193,-3647.6008,2491.6135,4875.0652,-3023.9859,4220.9566,-5129.4057,4604.8434,-2369.1905,-1623.6489,-1904.4545,-4027.4411,1605.3344,-5285.0015,-241.3396,-4244.4270,-6286.7065,-4932.4707,-6317.2692,-6082.3845,-4065.0677,-2367.8955,6664.7537,-3945.4235,-2290.2069,6333.7033,-1775.3308,4162.9740,-6644.2066,5773.6028,-845.4301,-1789.5597,-541.3536,4513.2622,-4020.6229,2750.9116,-3882.7922,2916.3050,-1641.6127,-1067.8638,-3663.4551,3206.5941,-6657.5379,0.0000,251.0810,4912.1643,1207.0493,-3278.9743,1273.2821,3471.4075,5586.0930,-2325.3048,-6372.7247,2844.0372,605.6729,-28.8347,437.9642,-6097.6216,4126.0848,-5512.0961,-5297.8570,4218.7927,5014.0829,3517.6878,-2924.2407,1356.4702,-2838.9317,3607.2799,-4391.4434,0.0000,3841.3189,4573.4640,-3849.8098,3801.9114,564.7722,4757.5274,-4112.1573,4139.0911,-3316.6380,-6468.8038,5002.3309,3698.7132,-3889.7192,-4380.4912,489.1282,4468.3279,4715.6120,261.2109,-3973.3709,5528.5892,-1706.9911,5993.1490,-2661.3971,-356981.2861,-371231.5079,-371100.7788,-366900.1576,-365541.5134,-368276.6625,-374256.4956,-369943.4785,-289746506.9988,-289765085.1954,-289743415.0540,-289726921.1749,-370611.2841,-289730562.2757,2995.3360,4925.4538,4557.4107,-5823.4837,-811.8822,-3874.8064,-533.8595,-935.0522,4586.9091,6121.7600,1687.5407,-6170.2353,612.4165,-1243.4807,-726.1178,-6490.5498,5707.8184,6589.9293,112.0879,-6475.2381,4114.7780,-5878.4880,2833.3146,527.1648,2598.7496,-2152.6476,-2849.4735,-2655.4808,6032.1623,1774.8814,3016.3331,-5586.6273,-2670.7373,-3830.0016,1787.0645,1791.2381,1148.2587,4880.6994,-5260.2474,-6569.2323,4463.1129,2743.0211,-5863.6711,-5126.4558,-6225.7480,4101.3743,5724.4837,3655.9155,-5558.3081,-1582.1601,0.0000,6288.6678,1475.9349,6097.1903,3019.4950,6498.5975,-2418.1471,454.9873,-3489.3135,-2533.6407,3056.4188,4815.7876,-5008.8153,-5559.6221,-3239.2121,-1593.2950,3825.5132,-15.3204,-408.8739,-3824.8141,-5961.1268,5322.2367,6755.1576,4251.9193,-3742.8811,4565.9987,0.0000,-5453.1583,509.5225,3692.5168,2003.4079,5784.1062,4038.8731,-5326.9176,-2758.3750,-5322.0290,-834.7922,-886.7931,-1746.7893,-4827.6665,-2545.0161,-4108.4840,4955.6938,2305.6542,6190.9409,2418.9391,2038.6495,1724.7840,-827.4693,5731.0523,37605.2545,52458.2425,31803.2771,34784.9921,43421.2802,41239.0155,38675.3179,36514.9201,17786220.0542,17804814.5563,17787582.4155,17767116.5845,37391.9293,17773921.7610,4932.1029,874.6872,-3420.9727,-3317.3773,-3925.3377,-4855.5010,-5435.2540,6854.2000,-3824.7645,-2016.7388,4562.7178,-628.6545,5432.7741,-4526.6208,-5051.6055,561.2393,3572.8225,-422.1212,5629.5430,1342.7252,-1535.4555,-3554.7023,4509.6527,-2734.9512,4030.4031,1732.4490,1740.9585,4955.2123,1494.7249,702.8639,4644.6607,3217.8566,211.9991,-5468.4648,5163.0754,-271.4018,3485.0887,-4818.4354,3964.7073,2135.1695,1867.3205,4897.6671,2150.0471,-2625.0899,-368.8557,-5217.8003,3681.1256,4588.0042,-2423.3451,-975.6941,0.0000,2639.2950,-4457.9892,-3084.8718,5215.2437,-2069.2542,-5459.2174,3821.5375,-5478.8839,969.2712,-5507.6522,4517.3735,-4700.1599,3535.3709,-725.6455,-5250.3916,1807.1368,-4438.2611,-5478.8796,-2749.7334,322.9117,-3371.5025,842.1351,4567.5869,-4547.0050,2487.2790,0.0000,-1800.0817,5091.3207,4228.9842,-5204.6386,-3570.7233,-2997.5059,410.6697,-4694.6422,-2818.3745,-2105.9755,-4685.7991,5435.4374,-3056.7285,4591.2142,5524.6572,1678.0258,-4217.7376,-3155.8417,-4829.4041,-3622.7888,-6495.4307,3207.0802,2694.5455,-41484.1570,-45766.9412,-38961.1005,-41700.6302,-36004.5564,-42074.6065,-50232.1610,-42893.2323,7275888.4155,7257607.4702,7259345.3328,7272735.1072,-41462.3879,7272439.0157,
3600.000,-4387.9430,1849.5638,-5683.5906,3521.6532,-5779.3431,5982.8771,3369.0201,-4029.0083,14.4818,-4501.7269,-6840.0703,4609.4300,-5811.7309,4804.8781,-6591.0955,2134.5708,-799.8945,-175.7244,6591.7577,456.1870,3661.5495,2248.6964,2089.5015,6050.6341,1363.3249,6331.1862,4831.1952,6108.8014,-2051.5431,-6016.2016,3110.6135,4631.1441,-4239.1770,5507.1694,-4031.4704,4452.5101,-3287.1362,-1584.7071,4890.6133,3116.3845,-5310.3796,177.1849,772.7531,5735.7909,-491.9915,-1363.0233,-2387.8407,2858.3602,-1596.2388,5076.3019,0.0000,-2834.8028,-6733.1038,-3811.0848,1728.9355,-1531.7768,-1741.5613,-3471.1748,5437.5538,3991.2055,-5514.7411,-5373.3933,2763.8218,3789.2605,6275.5538,-944.4084,4033.3557,6480.4166,-4430.8865,-1164.6428,-771.1801,3093.4579,-1327.3968,1340.4502,175.3228,2874.7594,0.0000,-406.6833,-2950.6658,-533.6288,-4304.8620,-3420.0802,-4261.0185,5299.4615,-3538.7705,1085.7932,4005.3145,-4231.9215,-1854.2477,4114.1875,6372.0110,3664.6041,-5275.0371,-6714.5388,-2684.3303,-920.7372,-3819.0223,-151.9429,-2533.9071,-885.8435,-356480.1853,-370939.2323,-369943.3530,-368397.4046,-362887.9664,-366692.7825,-371180.9964,-368219.2980,-284406045.9992,-284429648.1255,-284403043.1460,-284384846.2834,-367763.4674,-284389192.6082,1709.7667,-5377.4632,-3847.9735,2142.7214,3735.1215,3153.0620,-4403.1312,-2652.0219,-5139.5468,-4939.8744,273.1108,4154.4272,-3670.1189,-2749.9662,1920.5399,5051.2806,-6880.5320,-5688.0076,-1398.5760,5920.8589,-4999.5495,6440.1070,-6192.6191,-3082.4123,-5051.4619,489.1508,81.6230,3259.5121,-4495.1485,-41.3355,-6021.7987,1933.6802,3674.1839,2772.2635,2795.7217,-3061.8800,2462.5227,-6598.5941,1860.6689,4234.8774,-1897.2579,944.6857,4284.1464,3792.7945,5319.9255,-6375.4669,-3372.2496,-6234.2805,6301.7597,-695.7418,0.0000,-3107.9513,875.3781,-3358.3933,-6285.6727,-3383.2659,5912.3804,3856.0779,444.7998,3804.1530,270.7544,-3303.4245,6218.2525,1780.0857,895.4854,4976.6939,-5364.9219,-2317.0414,4235.5028,4112.0179,5856.6353,-6004.2336,-5525.6969,-6694.7161,5633.7021,-5735.9384,0.0000,5296.3912,3821.6563,-5401.1604,3117.7167,-2245.1866,-343.3116,2203.4714,5792.5750,6169.2018,-1890.8948,4670.1283,5752.3628,1017.8539,-927.2384,4378.2216,-3425.3321,-172.1563,-6404.8791,-4818.6975,1611.5811,-5549.0054,3262.5664,-4178.1952,-52188.2449,-43116.4063,-61838.7196,-58473.0932,-49923.2151,-56372.3604,-54684.6359,-55749.4815,-57891160.3727,-57881841.3702,-57896454.6489,-57900944.7477,-56531.8001,-57902702.2638,-4971.0372,-3959.5521,-837.5971,5470.2383,832.1879,1276.2464,4162.4124,-4983.8123,4743.1156,-1754.0247,-812.0815,-3021.9713,-756.9084,4192.9533,266.4405,4227.0928,-277.3650,-3858.3987,-1630.8809,3315.5243,-2974.1832,-835.0591,-1937.8951,-1072.3685,-4480.4734,2683.2991,-4986.2035,-531.7657,-4459.1645,3437.4711,-630.2505,-4658.4505,3969.0069,3102.1872,-4823.3107,4256.9235,-5478.3028,1283.8989,-4396.9486,-4519.2442,3455.9457,-6854.1422,-5262.7391,-966.4568,4332.1947,2040.3566,-5522.2072,-940.2082,-2188.3606,4629.4424,0.0000,-5383.4546,203.8059,4715.6192,-2167.1237,5842.6381,3101.0241,-4383.5506,4209.6927,4179.8264,4143.7094,-2072.1604,907.4796,-5117.4569,-2832.2988,4618.0895,1805.6208,601.1821,3210.4150,5376.8041,-3625.4433,-1618.4712,3972.5863,-684.8149,3975.4997,2270.5983,0.0000,4405.6780,-4892.7117,-4123.2765,4148.0148,5445.1393,5434.3344,3529.3437,806.4455,-2828.5567,5219.0172,2819.2596,-3143.9048,5448.7303,-2323.9900,-3895.8690,2785.2217,-436.0038,-277.8165,4557.2640,5525.2255,4135.2760,-5469.1078,-5388.2800,-43143.1353,-46971.4259,-40578.8292,-44205.2553,-37378.7972,-40525.5402,-51797.7351,-41228.0193,7223767.1237,7206364.9640,7208045.9108,7229416.8060,-42772.8624,7223408.6073,
7200.000,4347.7529,2184.0134,5052.4286,-5391.1984,3857.8645,-5982.4005,-1882.0389,3849.3084,3472.0113,5089.6675,5637.5831,-5042.5465,3074.5898,-3811.3542,4689.9783,-2276.8343,2870.4096,3220.9937,-5873.3377,-3308.5901,254.3622,-3383.5664,588.9258,-3084.7591,2056.3306,-3730.0102,-2708.3635,-4971.9721,5893.4120,3250.4199,-686.0928,-5932.9063,-113.8978,-6643.6701,3430.4280,-187.1253,489.3513,2907.5834,-6460.3606,-5485.0248,2773.9841,4965.4459,-4855.9813,-5623.1298,-3179.0339,3020.8568,5728.9595,-1047.7502,-1416.8640,-2027.5073,0.0000,5373.7392,4647.9742,5977.7556,16.6840,3021.4412,189.2557,649.6584,-6688.3955,262.3798,6460.0691,6146.7168,-3850.8448,-6160.6279,-4549.3053,-1453.8163,-804.1773,-4808.0370,3618.8105,-3334.8048,-2869.3516,-1222.5277,2021.4538,637.9255,-3211.2419,835.0419,0.0000,-3649.1680,1368.5495,4084.8328,3431.2292,5830.7119,3512.6554,-4322.6774,1316.7963,928.0409,-495.4123,2493.3055,-16.1155,-4168.9413,-5688.9914,-5777.8735,4252.7875,4291.2504,4178.7781,4233.6160,1921.7130,513.8159,-1331.4867,4873.4872,-334019.2231,-346386.9406,-345156.1725,-345272.9731,-337096.5983,-342009.7784,-345025.3520,-341024.4473,-259641396.1378,-259667456.7156,-259635268.9154,-259627643.8896,-341517.5817,-259624063.1935,-5090.5079,4689.9941,1233.4971,1864.7414,-5058.6067,-1316.6467,6665.7553,5764.3520,5196.7024,1577.5461,-1883.3797,-211.6719,4324.7279,5639.2024,-1850.7982,-793.9784,5437.1511,2575.1515,1433.4526,-2414.2107,4197.1833,-3773.8959,6452.3916,4539.0775,6279.0097,2188.1133,3637.5537,-2346.3961,873.4537,-2658.9483,5543.3400,2034.7526,-4145.1001,-1421.1964,-5836.9167,4224.6539,-5845.1443,5471.3840,1565.6590,-882.0437,-3081.2773,-1681.5512,-1780.7731,-894.0633,-2800.4070,5540.8496,820.6100,5989.5536,-4176.5909,3841.7995,0.0000,-842.9009,-2628.6551,79.4907,6439.2578,-1111.4139,-6787.8800,-6602.7398,1664.8124,-1173.0851,-2441.7969,24.4776,-4481.0429,2056.4412,2339.0001,-6658.4320,5341.5692,3409.9570,-5811.8321,-4110.9868,-4202.3023,3895.4152,1488.4976,5747.5935,-6050.5294,4191.2788,0.0000,-4083.5319,-6599.7977,5385.2606,-5790.8352,-1440.9613,-3888.5358,2686.7834,-5625.0032,-1981.8363,5005.3915,-6387.9632,-6626.3362,3308.5606,3435.7968,-3782.9325,-298.7283,-2205.6180,4281.9606,5194.9303,-5319.8166,6870.9333,-5515.0552,2021.8659,-139674.8383,-135365.0319,-151417.6433,-145456.9997,-139620.5965,-150607.8326,-144191.9274,-147354.1619,-129586993.0058,-129587629.4098,-129598079.3747,-129590327.8350,-146642.4055,-129597450.3651,1416.5946,4596.6476,4546.6829,-3812.6440,2747.7321,3131.8483,432.1407,68.2024,-3155.1866,4387.3428,-3498.4627,4694.6413,-4444.0547,-1419.3172,4650.9648,-6505.3147,-3204.7275,5488.4616,-3402.3676,-5441.0387,5423.0958,4630.5775,-2124.0176,4129.1613,1927.5337,-5376.9069,5245.7582,-4252.5341,2950.3071,-5520.6476,-3893.3697,2738.2344,-5490.3044,1226.0377,1202.1099,-5439.2463,3517.3338,3045.4218,1566.0799,4133.9355,-5164.1279,4498.5870,4445.4861,3966.7717,-5430.0383,2610.8937,3737.8077,-3312.3953,5241.7865,-5379.2543,0.0000,4116.6531,4190.0834,-3525.7102,-2397.7473,-6147.7187,1223.8863,1430.1211,-221.7192,-6827.2105,-166.5447,-2510.2538,3488.6815,1209.7478,4683.3369,-793.9330,-4378.7687,3595.1107,1013.4027,-4394.4433,4693.5774,5602.3230,-6478.2106,-3698.2362,-859.8051,-5304.3623,0.0000,-4214.8353,1325.8915,852.7958,449.7203,-3231.9383,-4525.0166,-4427.5904,3645.0631,6500.8324,-4657.5121,828.6535,-1578.7757,-4410.8434,-1638.9128,-223.9003,-5406.6599,4684.0375,3530.6370,-83.8980,-3981.5580,696.6385,3830.3658,4395.1677,-44783.4482,-48081.7349,-42780.3947,-43279.7884,-39111.9075,-44503.8033,-52751.8585,-45650.7660,7171643.1113,7155225.3834,7157616.2104,7179807.3123,-44079.1783,7174398.6965,
