sl_100_86400_20300804 Coordinates.csv
2030/08/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:29 2024,
Start: 2030/08/04 07:47:00.00, Stop: 2030/08/05 07:47:00.00,
TIME_UNITS,STARLINK-30974 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-4380 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,2377.4330,-6313.5269,-2466.1140,5634.7798,-1261.3911,2442.9103,2978.2125,4922.2747,-1963.5348,2345.0223,-2266.6702,-4748.5485,4035.9361,4782.7548,99.9549,4875.4946,3497.5736,0.0000,3213.7268,-3411.2327,-3983.5024,-1666.5856,5545.5949,-4486.6433,2796.4059,-2201.0795,817.5504,-6172.0795,3346.5679,-6207.9412,5558.7368,3522.0108,1865.6073,0.0000,-6392.6962,-1111.5503,237.7168,-4575.5254,3288.4875,-4060.8870,-966.4725,3730.4777,-1760.7121,443.7325,3647.7343,-3863.7848,2537.6019,6127.4432,4587.1935,5158.3063,-4249.1974,-439.7871,-4592.1349,0.0000,-2932.9712,1868.7103,2536.2784,4844.6586,-4352.9627,1969.6573,1329.5013,5900.1066,-2560.9777,-3273.8032,5967.0464,-3964.3813,3388.0537,6375.8754,-654.4823,6678.6553,-4032.5505,-1184.3316,-4404.4539,-4628.9103,1691.1620,6549.7558,1523.5546,237.6141,0.0000,-5710.1942,-2985.1883,6264.7060,4709.7538,3789.6988,4355.7239,-3179.8214,4118.0403,0.0000,528.1172,4601.6571,0.0000,1256.3931,-5375.6429,5276.6930,1472.0745,-4349.7370,2448.6971,-2647.3297,65.6384,167351.9969,199551.7844,175392.5909,177143.9002,185078.5074,183900.2891,183014.3247,180817.1054,-246824913.9062,-246775433.8473,-246788979.6313,-246822187.2613,180837.6306,-246814591.7926,0.0000,4606.6475,-2216.6598,2162.4532,3102.2970,6083.9420,4056.3124,4536.6849,3862.4557,6458.3939,-4692.9118,4389.3623,3938.5354,-2157.8674,-1028.8733,-952.9027,-3682.3514,4059.9304,0.0000,-6110.6327,-2332.1092,-5641.2647,-5140.5129,4091.9573,-1072.5387,-4637.7704,-5295.3152,5377.2191,-1204.5702,-5636.6368,1022.5602,1487.3605,2094.7059,-5365.0744,0.0000,-2023.5594,-6634.0278,-5236.2900,4882.6568,-5020.3069,-560.4663,6661.1170,-5812.3488,3864.4052,6905.9990,4973.7367,3081.5815,4872.2548,2991.6770,4837.8055,358.5610,330.7238,-5583.3607,-3082.5690,0.0000,-5697.5775,3686.2294,-3279.4163,-4313.7459,-930.0832,6654.1186,-5572.5176,-1037.9447,-3873.9642,4877.7110,-1042.5053,3613.9142,-5972.9316,2386.4339,-4264.4256,991.5404,-5608.7481,6733.5271,49.8225,4328.6006,-4768.2058,-1969.7139,6643.7156,-5056.2954,0.0000,-1916.6896,1121.8625,292.5257,4533.0530,-4696.8496,-5328.0482,-5025.1301,-4601.3206,0.0000,4078.4371,-5045.1840,0.0000,-3992.7816,1608.8600,-3808.9824,4334.0912,3962.5247,-6300.1533,-4984.4778,-1567.0378,318840.9505,325860.4726,327733.0601,323268.1700,319812.2053,322772.7081,329402.9263,327465.5967,244161884.7062,244174274.7751,244151126.0578,244152630.8485,326309.4757,244148927.5354,0.0000,4578.0194,-1705.7964,6102.4186,-2518.3773,3041.4025,-4947.0562,-4262.4961,-3000.1901,1547.9327,-4330.7361,4790.4141,2930.1846,-5159.7705,4689.0170,6843.5797,-2844.2087,-4366.0035,0.0000,380.9143,5403.4685,-346.9954,-4350.6753,-513.9795,-4993.3753,-4140.3986,3891.8967,4350.0190,2787.8472,-2187.8084,-2846.4081,3831.9306,-5371.2535,-3935.9359,0.0000,-1752.6142,552.8645,-4522.1581,1325.3787,-3356.7996,5455.8114,-1654.5401,-406.8795,5430.8078,65.0116,3022.9078,4754.3230,-4218.4250,554.8221,-2115.2290,4611.9854,5393.3877,-3822.2134,-3893.5816,0.0000,2476.8939,-5521.8528,5491.1737,2354.2447,5251.3579,238.3012,3813.4737,-3481.3087,-5037.9635,-3662.5290,-3389.4387,-4398.1299,124.7013,-307.9817,5405.3082,-1552.0306,131.4614,762.7096,-5349.9647,2810.7804,4714.8374,-1039.0787,-1036.2037,-4660.8174,0.0000,3382.0803,6148.0090,-2431.1023,1102.9795,-3291.1789,595.3452,-3581.4469,-3024.4667,0.0000,-5455.0485,-52.5672,0.0000,5390.9439,4099.5944,2222.7888,5155.7741,3664.8226,-1348.5340,-4025.5066,6692.5990,-53617.3529,-60814.8207,-54554.2668,-56937.3946,-51472.7076,-58020.0305,-65767.2727,-58408.7146,143542412.3303,143529415.2992,143535253.7210,143523849.5292,-57014.7603,143530456.3163,
3600.000,0.0000,-5378.4125,4710.0905,-2221.0656,-4391.7963,-279.0166,-5743.5984,-5273.8730,-5086.8850,-1084.0147,2411.4787,428.7287,3006.1877,-3566.0705,-1095.4771,-4227.6508,-3450.8901,-5973.0219,0.0000,-1184.2254,5250.5859,4380.9203,2212.8887,-5487.0154,3113.9554,1896.8724,4702.9185,-3932.2416,6656.1971,-1877.2514,5894.5293,-5422.9943,-5970.3113,2263.9822,0.0000,6420.6389,2885.1873,3254.8679,2573.0251,931.3349,4667.1685,-1876.5559,-2563.8817,-2540.3855,-2653.8386,-5278.3168,3106.0100,-5061.5102,-5102.8602,-3187.9590,-4397.7772,2699.8703,2897.8896,6751.0316,0.0000,3837.9868,-5572.6840,489.6072,-2743.2876,6131.2881,-3709.0406,2767.2001,-6249.2260,5915.8419,-781.7971,-6614.1253,2091.1017,-904.6741,-5453.3814,2017.0631,-6462.1134,4505.1299,-665.1747,5382.8415,3141.8748,2130.0431,-4101.4550,-3596.4628,3741.9570,0.0000,4663.1281,-1063.8282,-2941.1752,-5040.8499,410.9244,-2462.1596,4867.7129,-2941.0432,0.0000,-4933.2518,-1525.4444,0.0000,2446.9789,1311.0187,-1666.3731,-4658.2308,2911.7302,271.2697,5517.2788,-4361.2897,82189.5141,111032.2809,88456.4241,91231.3574,98085.9834,93625.4995,95901.0354,93339.6959,-301639683.6209,-301598354.4976,-301606289.3167,-301638101.8254,93270.4473,-301630220.6356,0.0000,-1778.6316,-547.4436,-2901.1573,268.0004,-6801.7350,-3462.5870,-916.8377,-113.8730,-5329.5311,4976.8009,-6769.5232,-6063.3340,5546.3295,4475.9738,-2351.5571,5356.3775,-3439.3259,0.0000,5684.9187,-1994.6638,3238.0636,907.5761,-2040.9903,-3737.4105,4999.1822,2118.2218,-5465.4590,-457.2697,6266.5619,-3494.9460,-4049.3488,1703.0105,4647.8603,0.0000,453.9583,4546.4945,5721.7952,-5389.7562,4949.5004,-3754.0970,-5071.5882,4647.1030,-4654.6739,-5369.1858,-4152.4074,-6031.5815,-1578.7770,-250.6097,-2337.4443,3624.0694,-4536.0485,6070.8755,265.6485,0.0000,2028.7221,-1770.3898,5995.4284,574.9153,-2151.4752,-4928.1321,4334.4805,2906.1298,3059.9712,-5033.0614,1344.7320,-6355.5247,5333.6467,32.9293,6523.2500,1267.6619,3441.7376,-5844.1572,-3464.7202,-6138.0099,5711.2071,3815.7631,-4223.8324,5110.5907,0.0000,-1975.1640,-3604.0227,2827.0787,-1558.6986,5012.7328,3900.2020,1477.5045,6039.0582,0.0000,-2932.3183,5559.3303,0.0000,5760.3801,-2112.5279,4876.0936,-1191.2493,-6280.8437,4866.9303,4068.4835,3959.4940,348844.3428,364384.9904,363915.7910,361554.9541,354378.2173,359465.5290,363527.8163,359513.2821,171899626.5362,171921093.9307,171896540.8219,171883209.6983,360883.5673,171886334.4841,0.0000,-3983.2158,5007.4755,-5898.1395,5312.3283,1235.9649,1356.7460,4340.1191,4707.3502,-4295.1355,3946.4698,-1196.7774,941.7447,2005.6580,-4983.3731,-4958.4270,-2193.3694,484.2476,0.0000,3743.7042,-3855.4704,4247.4702,6502.2472,-3678.9698,4735.2702,4214.5470,-4639.4852,-1809.0969,1675.8514,-2232.1674,-838.3634,1428.4149,2645.1669,4571.3793,0.0000,-2574.5116,4060.1102,2124.7456,3289.0771,4668.5334,-3291.4963,4325.3078,-4436.2649,-4421.7170,-3472.7774,1447.1649,-1044.9914,4443.5954,-4554.7996,5759.9868,-3954.8242,-4418.8235,-832.5032,236.2533,0.0000,-5329.3555,3644.1096,-3359.7837,-6318.3647,-2298.6761,3183.7828,-4586.6605,-709.4299,1584.3485,4675.2526,-1604.0940,1813.0249,-4236.0321,-4092.4058,-1160.1019,-2152.5316,3938.8584,3558.5585,2639.8836,745.9467,-3285.0088,4048.8560,4082.6067,2668.7227,0.0000,-4709.5900,-5829.8922,5335.2452,4006.1030,4672.0961,-5141.6330,4712.1604,-1467.4377,0.0000,3692.4990,3649.2323,0.0000,-2749.2855,-6495.7429,-4569.7835,-4955.2778,-436.1282,4860.7398,1004.3501,-3573.8813,-54937.8045,-62248.6230,-55999.4041,-59773.8644,-52755.8305,-56169.4657,-67397.2886,-57172.2044,143512954.0494,143497148.6364,143501828.9096,143500153.7519,-58314.5451,143500659.5859,
7200.000,0.0000,6806.4149,-2065.7443,5161.7584,2594.1275,2092.6686,5867.1359,6287.7723,4558.5753,4465.3754,-5630.8619,1263.8902,418.6605,2032.9988,-1986.9096,4259.9330,-718.9298,5667.8645,0.0000,-2256.9439,-5131.8078,-4071.5482,-3829.5615,3790.5585,-1526.3157,-5389.7715,-6340.9324,5423.1349,-4003.5096,-1005.8734,-3096.7422,1714.1060,5181.2749,-5637.6390,0.0000,-3958.2411,-4246.9107,-5098.8200,1544.2989,-4846.0370,-3711.6573,4887.2030,-1052.8338,5160.2390,4688.1428,4669.1231,-1083.9821,6471.5015,2430.7000,2112.5835,2975.1486,-1206.6624,-3860.4524,-5084.9159,0.0000,-4522.4583,6864.9062,-2392.3707,-2531.4931,-5420.3207,4908.5071,-6020.2500,3814.1151,-6050.5690,4507.1051,3785.6731,87.5057,-2949.8535,2245.5260,-1931.9423,3845.6660,-4082.8216,3260.0226,-4653.7051,-293.2238,-4655.3787,179.8047,5248.0280,-5750.1908,0.0000,-2905.2023,3266.5120,-1270.0459,2539.4280,-4430.6251,-1795.3379,-5863.6143,-29.3555,0.0000,6630.0149,-2836.8295,0.0000,-4195.6643,2863.0283,-2651.1865,6602.1957,-461.4015,-3944.3740,-6143.8109,6197.9141,-7201.5734,15830.9252,-4067.0801,1857.5915,5246.4072,-3515.7893,3173.8563,-429.5687,-335866504.4760,-335835354.6980,-335838347.1554,-335857351.7315,-77.1232,-335857569.7418,0.0000,-870.3865,4152.4235,4102.7438,-4312.6359,4561.5719,1490.4269,-2338.8878,-3800.1801,2946.3071,-3780.5628,5962.1323,5426.6032,-6116.3189,-6361.7602,5458.2745,-4090.6590,1415.6380,0.0000,-3476.0434,4426.6120,1016.7178,3243.0259,-1662.0749,6576.7636,-4024.9483,1109.3379,4006.9386,2443.1915,-4411.1508,4719.9685,3279.8823,-3660.4058,-3262.3988,0.0000,2013.7862,365.2711,-4400.5317,3789.7218,-3984.0305,5582.8229,2252.1019,-2118.1518,4550.6641,1923.7983,966.2664,5859.0976,-1526.2829,-3649.5108,-1959.0131,-6198.7568,6758.9616,-2832.8051,2609.1494,0.0000,2484.8293,161.7336,-6380.4083,1519.0134,3652.5663,1331.0727,-2421.0567,-3691.1133,-1173.4017,4450.2696,-1493.7951,6679.2700,-3004.2500,-3537.5097,-5437.7216,-3565.2858,728.9298,2527.7085,4849.7372,5751.9536,-5118.5256,-5220.7329,260.8586,-3599.9666,0.0000,5478.1310,5781.1367,-5602.8358,-3578.8931,-4401.7384,-1853.6781,2141.3112,-4775.7090,0.0000,1426.3885,-4238.7140,0.0000,-5034.9880,3723.1977,-5056.4730,-1280.4748,6203.8476,-2225.5942,-1844.5782,-2288.8938,356826.5941,379321.3313,376816.7907,375612.2411,366181.0373,373946.6030,374897.6694,373837.2025,87905759.7933,87933604.3057,87908597.5468,87886777.9553,372411.2398,87891708.3272,0.0000,903.2091,-5117.2334,2136.3890,-4731.9555,-4770.4460,3181.8448,-1608.8565,-3596.7573,4391.5158,-486.5901,-3214.5503,-4136.5508,2436.4838,1255.6275,-16.1927,5295.5092,3680.4032,0.0000,-5538.5771,-669.0940,-5498.1810,-4793.7839,5525.4827,-768.2609,-1087.6412,2571.3948,-1765.2912,-5040.7314,5212.7081,3963.6861,-5852.1444,2302.1817,-2305.5235,0.0000,5310.2323,-5238.4939,1580.0763,-5463.3166,-2815.1249,-1317.9125,-4371.4093,6490.8132,544.2985,4704.0473,-4953.9873,-3413.8283,-1936.4749,5241.7995,-6376.2315,890.6368,464.8254,4786.4906,3602.2019,0.0000,4528.4237,593.9914,-1017.3693,6230.6435,-2190.0492,-4732.2525,2299.8550,4441.6375,2974.3718,-2792.9861,5611.8321,1854.2228,5417.1921,5364.9707,-3826.3563,4516.3610,-5529.3858,-5510.0136,1663.9142,-3869.2304,-199.6748,-4539.0011,-4467.4182,1113.4274,0.0000,3045.4387,1980.3714,-3497.8078,-4975.6257,-2871.3165,6397.1551,-3037.2747,4932.5452,0.0000,785.0139,-4541.4757,0.0000,-1935.6536,5116.9737,3834.9453,1545.0873,-3073.0639,-5197.3592,2613.0402,-1955.8965,-56298.6848,-63637.2003,-58059.2038,-59170.0949,-54408.0743,-59608.3364,-68409.0540,-60648.4155,143482665.0143,143464865.7943,143468333.3231,143476212.9158,-59608.5402,143470828.3173,
