sl_100_86400_20300519 Coordinates.csv
2030/05/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:45 2024,
Start: 2030/05/19 07:47:00.00, Stop: 2030/05/20 07:47:00.00,
TIME_UNITS,STARLINK-4086 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-30859 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2342.3233,-592.1658,6559.6731,4885.6415,0.0000,4666.4599,2767.6364,5501.7971,-801.4540,-2840.5318,-4276.2290,-2928.3252,0.0000,-446.4073,2670.4720,4733.6454,-4820.7100,0.0000,-2015.5265,-4044.4380,6658.3285,-3763.2371,0.0000,-5098.0923,-5423.3727,-4921.5333,4064.1115,4765.7496,-2855.2109,-2354.1201,-13.2923,-5231.7600,-6137.6902,-3326.5165,-4985.1203,1841.8382,2901.3198,5841.2297,6321.5308,-4485.6299,6383.5306,5806.2287,4023.1362,3006.5551,5342.5033,5869.4705,-1812.6095,-3735.5252,5710.0345,4287.0475,-3174.2273,-1641.4360,5241.7412,-3356.3423,-6256.2393,-2530.9672,-5399.6867,0.0000,-305.4987,-3720.0656,3618.1369,1028.0837,6503.0198,-5974.5195,-3887.8648,-2026.1912,6207.1711,1248.9701,-3236.1766,-4190.7347,-2551.6665,6455.0075,1702.3289,3915.2694,5385.8634,-5959.4911,-6627.3762,-6609.9924,-5276.4158,5949.7357,-4167.2241,-5702.7377,-4935.8739,2120.5318,-1250.1762,3382.3931,1826.9870,3156.5403,-708.2157,0.0000,-1551.6091,-4555.2014,-4451.2998,1190.3481,1863.6500,-4160.7377,3694.6289,-1977.3531,4764.6713,2898.5446,-15669.0371,1192.0278,-3015.1501,-6565.2136,-7686.5917,-5297.6292,990.4242,-1397.4027,-154486774.9114,-154494165.6292,-154484759.0952,-154491843.8101,-2525.7326,-154491575.3955,-5997.9285,-6520.2397,1861.6326,362.8975,0.0000,2658.8014,6215.8013,-2238.4070,6151.7206,5177.2009,3196.9708,4464.8821,0.0000,-4301.9598,-4470.7038,-3222.2964,-596.4445,0.0000,4938.3421,-2417.8505,774.4166,-2430.9337,0.0000,-4543.0960,2071.1652,3793.4693,5273.8031,2917.2238,-5795.8517,3380.3344,-4145.7318,-2350.5382,2632.3583,3439.7654,-4487.2338,-6670.9244,4626.1975,1478.2302,-2661.7291,5270.7667,-822.9923,1151.7233,3064.1536,-4661.9982,-2463.2233,3200.7798,4745.0401,4497.6685,1553.7802,2549.3148,-5588.5171,-4134.1351,-4531.1115,5970.4006,1606.1241,4739.9031,2255.9469,0.0000,4140.4768,-5597.1273,-5690.3494,3957.5857,-306.2868,403.2798,-2885.7407,-5764.5724,-1747.6041,6580.0995,-3977.0236,5380.1170,6130.3722,295.8355,-6383.4169,4876.8849,-4121.8069,701.8604,-1731.6709,1676.8654,1595.3613,-2920.9891,-4945.6434,2674.3331,1555.7908,6305.0231,-4548.1321,4432.8173,-6314.8237,-4783.8103,6172.1061,0.0000,-5361.2319,-2189.2665,3915.6607,-6394.2779,-5779.0731,-386.9449,-5582.1491,3686.4263,-3199.1302,4132.8519,-320978.8459,-350272.1420,-326759.6521,-329536.6383,-338075.5487,-336288.8050,-333646.2514,-333539.7852,315991300.2113,315970664.4703,315950378.4837,315967117.7324,-332388.1461,315974386.6959,-2468.1119,2212.3426,-1271.5606,-4824.0152,0.0000,4286.7760,559.8938,3639.2980,3160.1827,-3513.8024,-4354.5713,4373.5229,0.0000,-5387.5454,4514.3934,-3893.7493,4777.2285,0.0000,-4169.9994,5065.7268,1192.4962,-5185.6224,0.0000,598.2664,-3702.0519,3046.2621,-868.0293,4089.3285,2313.3501,-5505.1070,-5493.9291,-3859.7542,1726.5790,-4905.7493,-1671.1187,377.4389,-3898.9673,-3250.9103,-921.0375,605.0069,-2585.1172,3606.3047,-4433.6852,-4138.7523,3565.1231,1725.9993,-4285.5167,3560.3543,3546.9301,4649.0340,2059.8856,4920.8974,222.6104,-1066.7271,-1999.6516,-4337.1539,-3706.3474,0.0000,-5480.5157,1697.1325,806.6114,5618.4356,-2064.5600,-3297.9423,-4868.2170,2946.7691,2392.1065,-1712.0007,4686.3780,-102.8501,1631.8920,-2477.2449,2161.9188,2327.1953,1330.7489,-3458.9063,-269.0003,396.4470,4031.4302,1840.7983,2412.5225,-2632.5167,4510.6703,1879.8878,5026.3622,-4097.0023,-1754.6876,-3840.1792,-3055.1914,0.0000,-3731.7387,4701.2015,-3578.7577,1762.4234,3294.7233,5511.6212,1689.2543,-5499.6733,-3821.0670,-4704.4712,-134804.9799,-141843.8908,-135716.8413,-137816.2128,-132539.0011,-139410.3670,-146859.9803,-137360.0777,130446896.5355,130407761.6802,130443957.6980,130440722.3812,-138127.1532,130436491.3002,
3600.000,3873.0893,2578.6024,-5467.2001,-2664.0050,0.0000,-6768.6909,-4536.6991,-6314.4042,-649.1445,457.3035,543.4561,1669.3004,0.0000,4128.8656,267.8319,-1052.4119,2645.1146,0.0000,-2906.3905,4229.1741,-4725.4224,4444.3349,0.0000,5456.2437,1554.7164,1235.1948,-4753.3181,-99.2473,4296.1331,-1221.1839,4147.4431,6845.7207,3041.5846,1971.1077,6115.2663,566.3433,-4188.5361,-3524.2434,-4797.5051,2755.3936,-3861.2580,-4406.4399,-6600.5476,1136.3895,-5147.7026,-4735.0204,-3542.0219,-666.9903,-6832.2170,-6004.2290,4606.0035,5588.7454,-2897.2607,375.4281,2554.8823,-235.0815,2126.1538,0.0000,-3783.8148,4790.2772,-1205.2841,-2766.0353,-5931.3133,3219.1324,4242.5754,3755.6460,-3124.8984,937.4368,5894.7213,1519.1541,-17.6745,-6523.5222,390.9665,-4034.3323,-2417.4737,2834.2566,5542.5326,4144.3578,4687.7801,-2662.2338,4230.7251,1945.9188,1186.9192,-4124.8206,4444.4518,-6144.2392,1845.1939,-1932.0455,-921.8440,0.0000,4144.7786,6023.3902,589.3887,2012.0118,498.4931,3976.3205,-281.7980,-1288.5640,-4324.1686,-5947.8688,63568.8605,87231.1864,81305.4002,79803.5166,75021.6795,78632.8728,83211.3695,78951.3007,-231046690.1223,-231056612.0772,-231037190.7659,-231044495.6388,80066.4281,-231051699.8965,5338.0762,3739.5065,1001.0994,3675.2463,0.0000,-1190.5423,-3945.8723,2719.6854,-6875.6514,-6847.4144,-5412.8689,-6683.2324,0.0000,4808.4682,6568.9331,5042.5611,-3761.0159,0.0000,-4577.3409,-1937.6656,2406.7736,-2248.9922,0.0000,1325.0557,-3812.8139,-4923.6676,-2588.8783,-1296.8989,4863.0434,-5723.3098,4342.8722,895.8719,-3608.2836,-6430.0998,2451.6927,6165.3552,498.7799,2110.2144,3709.3002,-3937.8235,3406.8272,2561.9934,-1266.4831,5133.8474,4504.9937,-197.2574,-2820.8243,-5033.1469,983.5738,1442.2019,3992.7608,3520.8723,5408.1824,-5612.9061,-3414.5293,-6712.3853,-4637.5452,0.0000,-4725.3089,2493.9094,5513.4514,-6152.7988,2112.5051,-3847.5218,-1763.4451,1646.7202,4046.9999,-3301.0823,3476.1722,-5154.7177,-6432.3090,1294.7699,6796.2405,-69.5781,4316.5916,-3062.2023,-438.2723,-3822.2483,-4916.4581,3776.8726,1379.4050,-4607.8311,-4162.0094,-5232.0410,4984.5275,-2974.6274,4781.9848,6608.7919,-6742.4138,0.0000,5134.8436,-1454.1456,-5045.2030,3799.5265,6892.1677,-3791.8124,5338.8497,-5928.4066,5350.5261,-1481.5371,-315750.0902,-338827.4092,-317298.0685,-320543.1536,-329048.1123,-323908.2158,-324627.6819,-321913.8523,265192972.1941,265174984.7712,265155612.9129,265169255.6969,-322823.5280,265177007.6515,-2012.1037,-5218.6176,4138.6824,5149.4980,0.0000,-278.2793,3229.9812,1124.6686,906.9320,-58.2646,4212.7618,-534.8907,0.0000,2728.4967,-2095.1318,4612.8043,-5042.6872,0.0000,4039.4909,-5138.2109,-4276.4685,4688.6245,0.0000,-3932.9646,5502.9399,-4715.3665,-3978.2182,-6812.2683,2233.8259,3589.9731,3348.0869,-279.7174,-5040.4139,1284.2635,-2090.8928,3108.5462,5203.8207,5462.0188,-3340.0627,-5026.4708,4633.1940,-4709.9725,-106.3658,4485.3353,740.1592,-5030.8874,4849.8959,-4604.3830,-149.7272,-2913.8137,2890.3924,-691.5413,3220.0809,4039.6940,5235.0464,1580.6192,4670.7722,0.0000,3240.3862,-4353.6013,3771.1460,-1692.8053,-2649.7624,4632.8664,5087.1940,-5413.1358,-4610.0317,5987.6350,-1249.2272,-4204.5834,2316.8747,-1910.3233,1420.4116,-5325.1441,-4835.2134,5512.5220,-4016.1860,-3861.8463,-758.9229,-5104.7863,-5284.7917,4635.2346,-5343.6474,1844.5046,-1747.2093,1098.6217,4464.7383,-363.7225,-1261.9835,0.0000,-1225.5088,-3062.2922,4692.1148,-5196.3273,188.3476,-4223.4306,-4376.8871,3287.6598,-405.2806,3152.0703,-134780.0739,-141813.0025,-135606.7791,-139408.4123,-132323.5881,-135971.7858,-147103.4865,-139085.9942,130493097.2121,130455127.0897,130485319.9804,130480207.4177,-137986.5528,130481374.7503,
7200.000,-4140.5068,-4843.5225,3043.8993,651.4757,0.0000,5580.7012,4993.0669,3933.1745,2140.4809,2115.2239,2689.6229,212.9821,0.0000,-5478.3190,-2606.1274,-2470.5254,-551.7015,0.0000,6110.2309,-4092.3175,1043.1116,-4277.1595,0.0000,-4251.0579,2382.6601,2729.9508,3425.0677,-3003.2270,-4252.7547,3295.9542,-5867.7450,-5374.5058,1365.7738,-30.5271,-5143.5017,-3494.4305,4370.6469,794.6616,932.5399,1297.7153,541.8301,2449.9651,4759.8493,-4599.2518,2332.4109,2704.9104,6607.8448,4621.2011,5171.0932,5321.3780,-4012.6546,-5082.1208,-946.8119,3375.7823,2286.2170,2481.0308,1260.4151,0.0000,5520.5416,-5145.5586,-2853.4152,2637.9126,2138.5344,124.0895,-4079.6782,-5000.7310,-823.6525,-210.5801,-6017.7490,2806.5440,3192.4447,3713.3874,-2729.8717,3064.4999,-1973.9351,584.4203,-2233.8398,236.1852,-1997.0352,-1874.3888,-3959.1613,2392.6800,2107.4642,4965.1292,-5285.4789,6385.1741,-5430.8319,-273.6799,2499.6109,0.0000,-4252.7648,-5629.5512,3197.9561,-5327.2547,-2737.0357,-3293.9796,-3730.1031,3126.0266,1773.2813,6812.7874,139503.0047,167602.6336,160594.2353,161238.0478,153081.9876,158351.0210,160861.2959,158910.6085,-291836821.4979,-291850425.3721,-291821901.2252,-291831958.3576,157760.6742,-291842490.6485,-1948.0123,49.6556,-4289.7245,-6548.6125,0.0000,-796.4383,-473.6825,-2261.6040,4878.8075,5467.3853,6209.0556,5850.8513,0.0000,-3860.2055,-6156.8372,-5971.6254,6630.3128,0.0000,2852.7648,5199.3016,-5362.2076,5276.6292,0.0000,2980.2136,5331.3838,5334.9588,-2505.1195,-3130.0047,-1175.7215,5980.7138,-3434.1171,1019.2413,4456.8637,6036.5839,954.2679,-3686.1452,-4779.3661,-5662.7168,-4084.2664,2071.6386,-5716.0062,-5769.6711,-1392.2804,-4749.1095,-4589.3114,-3767.5799,445.6903,4471.8824,-3106.6133,-4149.8614,613.0442,-373.2521,-4986.5333,3975.2068,4856.4591,6058.1599,6223.7368,0.0000,3911.7490,1596.4347,-2996.9886,5564.2411,-3616.3520,6330.6647,5220.2466,2903.3686,-5727.0895,-2276.3410,-1874.1072,3184.3555,3935.3374,-2864.0986,-4828.2264,-5040.4438,-3997.3442,5484.7521,3496.0580,5165.9236,5763.3952,-4405.2544,3045.9847,5542.5542,6035.7186,1898.3400,-3534.2560,638.1201,-1736.8220,-5375.1403,4340.7687,0.0000,-1186.5611,3969.2948,5407.7030,154.4235,-5251.2172,6083.7741,-3957.0241,6073.9374,-5045.7487,-975.3775,-291266.2936,-306485.3312,-287880.3479,-293922.8387,-299692.3017,-289527.5907,-295518.6412,-293685.9444,196300733.5975,196283577.1202,196269511.5939,196283339.4595,-293054.4088,196285422.4833,5144.4704,4922.6324,-4527.0401,-1988.2270,0.0000,-3947.5501,-4640.3957,-5296.2041,-4496.8090,3567.1693,-1285.6001,-3674.5872,0.0000,1650.5014,-1705.5899,-2485.9289,1497.5914,0.0000,-572.6624,2038.6557,4055.6078,-870.3157,0.0000,4464.3193,-3647.3803,3458.3046,5192.6481,5396.7026,-5265.9902,751.5790,1027.5412,4210.5600,5076.6738,3227.0755,4505.4404,-4722.7719,-1746.4611,-3765.2707,5495.9763,6496.2631,-3894.7727,2958.9788,4527.5202,-2044.4690,-4573.2447,5107.1361,-515.3144,2341.4671,-3363.6585,-1017.4161,-5398.7470,-4263.6763,-4728.8142,-4571.6926,-4115.0968,2177.6226,-2767.1562,0.0000,1187.4887,4353.5445,-5391.1988,-3242.7625,5371.3135,-2582.6884,-1797.9115,3544.0860,3714.8139,-6523.2325,-2941.3433,5327.9467,-4599.2213,5074.3879,-4203.1530,3123.6131,5272.6595,-4189.8623,5446.1725,4452.0151,-3088.8311,4935.3947,4756.5094,-3192.2884,2510.3512,-4428.7964,-2689.5956,2570.1848,-3717.5441,4299.5275,4763.7360,0.0000,5043.3257,-543.6016,-2912.7190,4117.3972,-3572.4605,315.2231,4247.3063,998.8177,4335.0534,438.1464,-134773.4983,-141724.5328,-136119.1295,-137651.5796,-132475.6351,-137528.2871,-146715.4660,-136635.7919,130538501.3156,130503214.5723,130526522.5058,130519930.2754,-137830.5916,130526220.7992,
