sl_100_5400_20300211 Coordinates.csv
2030/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:01 2024,
Start: 2030/02/11 07:47:00.00, Stop: 2030/02/11 09:17:00.00,
TIME_UNITS,STARLINK-31491 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-4783 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3807.1879,406.1720,780.6378,6152.5935,-4053.3364,5654.9077,-439.9504,2619.4875,3467.2832,3265.8308,525.2058,-1563.9643,-1454.9331,5102.4563,3963.2778,2018.0400,-194.9023,6417.8640,-4250.7071,1314.1540,2128.9362,4903.9276,4265.3743,-3780.7778,-5466.1595,-957.3702,-2636.0872,2698.0592,-4941.7467,517.2422,6573.5441,-5361.5649,-55.2381,886.7019,6638.7375,-5413.0059,3649.6004,6417.4973,259.5684,-3814.4552,2018.8729,-4668.3572,5751.9968,-717.6408,4810.7848,-6744.9663,-1007.6417,5343.8144,1217.6002,-3256.3978,-3482.1529,2879.6370,-877.7458,-3644.0059,512.4794,6787.4816,3609.0540,-1811.3608,-4497.3549,5468.7945,-4000.2927,5215.2605,5603.5143,-4363.2397,5360.7439,6017.9355,-6345.7041,1691.5267,-564.2594,-3254.1126,4350.3900,-4577.8173,-3962.9933,4067.7315,501.4151,-1148.7789,-745.9882,4836.3359,5634.0325,710.9108,0.0000,1297.6644,2946.1796,5054.6913,-2277.4497,-469.1272,-3437.0185,0.0000,-3644.9036,-4941.1980,3180.5968,5245.2530,-4303.2389,-2007.7274,-904.6917,-5086.8803,-4573.8939,6071.7736,1818.4152,2583.6640,363537.5047,336536.3199,358303.7874,355921.5406,347504.5112,348993.8908,351155.0937,351429.9611,2093704.7433,2079117.9741,2123185.5488,2110722.4390,352646.6321,2112391.0776,1639.5790,5169.3847,6232.5567,-74.4060,4253.2060,3143.4495,-4851.9632,-3381.2737,2512.7320,3554.5297,-5582.9995,6418.4664,3824.8151,743.5829,1373.7409,-6450.9629,4804.7929,898.0474,-2824.1953,5622.6460,3664.2650,-4571.2460,3666.0547,4518.4638,-3374.1032,-6679.0871,5617.3931,6277.5825,-3088.7747,-6223.7293,1475.8962,-850.8769,-6672.5393,-4431.6997,813.1776,1393.2729,2288.4656,-2385.0117,-5809.4416,-1814.0735,-5290.4388,-2349.8473,3755.7221,5523.5827,2966.2573,-1013.7019,2499.4780,818.7032,6450.0055,-2666.0109,-5599.2152,4890.0840,6644.9045,5726.0187,4876.0401,-547.6809,3680.2304,-4640.4665,-3842.1679,1771.5169,-1084.9559,3155.0528,-2025.1063,5021.2062,4186.0287,-2066.4715,-1363.3282,6574.9096,5349.3003,-2585.1254,143.7747,-4542.5345,1103.0855,3373.3371,6437.1738,-5017.1130,-6394.9688,-4192.0514,-3312.6041,-1864.6710,0.0000,-6408.0596,-5954.6317,4020.1439,3897.6278,5545.7686,2366.3152,0.0000,-5301.9299,4630.9788,-3090.5580,900.3902,3030.2033,-4942.1427,5259.1197,2129.7064,-3789.7718,1594.3944,3226.5850,4099.4701,137193.4308,113037.0200,122675.5886,126018.0949,127644.0971,125340.0883,118701.4843,121774.4049,331992321.0146,331966995.9655,331989422.2372,331994774.2913,122073.9052,331990771.8618,5417.8727,-4468.5532,2959.7320,3054.4123,-3605.5598,2391.9558,-4838.8102,-5416.0035,-5166.2431,4883.0932,3941.0748,1997.0393,5222.9805,4612.4498,-5447.1058,864.7069,4899.3311,1980.5733,-4634.5297,-3767.2266,-5419.9346,1002.7467,4017.7536,3615.6933,-2536.7218,1117.4254,3031.3299,356.0485,3746.8079,2823.4862,453.0791,-4300.4825,1759.9483,5244.4215,1714.7351,-4062.0397,-5328.2620,-1033.5202,3718.8697,-5395.1373,3903.0379,-4605.7325,-373.7840,-4121.6721,3868.1310,557.0300,6394.2842,4241.2118,2123.7130,-5453.3172,2103.3820,3861.7368,2011.3226,-795.7444,4840.3864,-554.6810,4606.7330,4776.6440,3526.8140,3402.3751,5518.8353,-3274.8816,-3527.8822,-1407.9543,987.8856,2668.5732,1827.9601,76.0427,-4391.4814,-5473.1542,5303.1883,-2487.0723,5458.9422,-4299.3948,-2505.7512,-4657.9774,-2586.2528,2132.7399,2293.2232,6602.9110,0.0000,2306.7217,-1947.8653,2408.0352,5224.5979,4084.0794,5366.6043,0.0000,2510.7143,-1265.6116,5266.5551,4410.6287,4276.5411,-4299.9992,-4207.7319,-4191.5297,-3211.8667,2622.8771,-5874.6060,4922.3769,156048.6151,152526.5032,155872.7915,154169.3881,159195.4899,151930.0582,144858.2758,154857.5554,-33844344.8603,-33860170.6258,-33847383.5750,-33830358.9679,153556.8362,-33836233.0413,
300.000,-2528.2838,2001.2169,1540.3813,5085.9190,-3391.0610,5485.7643,-2153.9678,1150.9283,4975.2627,5001.2941,-926.3295,-389.5773,760.7281,5458.2962,4205.2282,671.3261,1690.4381,6767.8326,-5414.4551,2868.9169,3665.9638,3604.8330,5728.2707,-1828.0172,-5360.6301,-2160.6075,-1599.6387,3632.9378,-3419.0047,-1233.7671,6608.4726,-4937.6674,-1294.5444,-935.3033,6894.7659,-3913.8419,5005.5316,5426.9795,-1534.2076,-4182.5879,392.8142,-6006.9991,6199.6804,-34.9779,6059.0510,-6504.7944,1186.4066,4890.8111,2643.5256,-4715.8900,-4878.7334,2913.9841,772.9149,-2278.6642,2333.9032,6444.4468,5136.4823,-3659.5848,-4597.6200,4844.0673,-4271.1410,5366.8839,5306.0338,-2950.0597,5640.7561,5921.1445,-5804.9286,2779.1626,1504.4475,-4301.4648,3652.5595,-4307.8559,-3376.8414,5516.1378,-22.1885,-3091.6765,-2374.1647,4155.0504,4911.0757,2383.0359,0.0000,-433.3329,1933.8156,5146.5320,-842.2724,1001.1566,-1780.6554,0.0000,-5084.6183,-4097.6535,2113.3184,6157.6058,-3898.4969,-3728.3734,555.1033,-4603.4411,-5833.1020,6734.8772,3598.9290,3569.9135,360471.5442,333986.9947,355631.2340,353216.2333,344789.2881,346396.8933,348452.7464,349010.4628,-5154440.6787,-5168490.3060,-5124716.8890,-5138356.3268,349975.1002,-5135837.0010,3420.6360,3896.5213,6709.2103,-1450.1601,5638.4684,1552.3111,-3627.2635,-4854.9309,1095.8552,2788.4950,-6325.3285,6889.3019,4028.0329,-1308.6323,-794.5747,-6263.4407,3835.2675,-335.3285,-1074.5579,5849.9931,2115.6574,-5053.3635,2441.2364,5007.1969,-1750.2212,-6452.6382,6579.8038,5388.8414,-2665.6898,-5506.5808,236.9098,1224.5097,-6780.5391,-5268.1089,-400.2621,2623.6889,723.7618,-3321.1706,-6216.9626,341.5094,-6252.1570,-2040.1841,2609.1846,6543.1232,1548.7723,549.8016,2226.3490,-1258.7078,5405.0877,-1146.8103,-4871.5404,5945.5738,6130.2591,6395.6916,5312.9848,-2031.2483,2264.2357,-4602.2502,-2010.2498,7.9073,1069.0398,1210.1594,-3791.9362,5302.4765,2848.1118,-3415.9596,67.9507,5948.7060,4858.6171,-675.8243,-1922.0455,-3285.1986,3170.8504,1972.8909,5322.5343,-4090.6648,-6412.4018,-5306.1584,-2383.2857,-3123.0635,0.0000,-5959.0777,-5423.1607,2418.2777,5291.6949,6295.3541,3810.8887,0.0000,-4549.5158,5508.3307,-4812.2165,-577.1236,4720.2501,-4935.7340,6153.9791,4015.9034,-3014.3329,403.8548,3693.7488,2234.9399,144864.4603,120126.6634,129942.0169,133232.8794,135059.5178,132670.0479,126158.4695,129525.3117,331961743.2157,331935847.1701,331959369.1994,331963883.6138,129482.1425,331960231.3513,5333.6462,-5260.8136,932.8574,4380.6267,-2052.6495,3878.6027,-5418.1034,-4767.8127,-4365.8844,3792.9746,2477.4161,216.3064,5217.4401,4045.8391,-5380.6396,2592.9935,5435.6657,185.2895,-4129.0450,-2250.9542,-5424.1413,2718.0166,3003.9625,4399.2370,-3988.7636,-704.1106,1368.1226,2132.0262,5401.2834,3888.2596,-1376.6671,-4699.7050,-35.8322,4395.3336,-82.9271,-5054.2838,-4622.1981,-2734.1149,2581.8464,-5416.2015,2842.0107,-2875.0403,1435.2723,-2275.7320,2795.8436,2048.6804,6463.5865,4658.3710,3371.5111,-4888.2801,624.3915,1819.5310,3283.5675,760.8404,3716.9845,1000.4708,4036.5182,3616.9637,4713.6001,4596.7152,5315.2568,-4197.2353,-2324.8260,-3071.2876,2697.5528,953.4360,3425.1659,-1734.9728,-4727.6594,-5316.7946,5479.8323,-4295.8282,5027.3001,-3476.2464,-4434.1498,-4679.5031,-1171.9361,349.2951,4257.6627,5672.7522,0.0000,3513.9825,-3848.5311,3891.2322,4356.6309,2655.3966,5340.2996,0.0000,1082.9024,550.8608,4449.5130,3091.0748,2921.6387,-2945.0153,-2826.3474,-3264.3799,-1570.6613,894.4293,-4650.4090,5473.0041,156059.3968,152529.9417,155938.6479,154028.4558,159254.6606,152246.0543,144827.4260,155103.0329,-33838413.0670,-33854194.2499,-33840863.1012,-33824299.2899,153587.9578,-33830106.5627,
600.000,-1039.2974,3439.7115,2131.2817,3522.1541,-2409.9816,4798.4954,-3693.8888,-386.8100,5962.1795,6229.5456,-2257.4675,821.2886,2884.3888,5318.0136,4083.3312,-772.7817,3441.1384,6400.9723,-6071.9644,4115.9710,4877.1394,1905.7472,6635.6461,308.8823,-4755.2767,-3149.2092,-418.9482,4216.9146,-1559.2504,-2892.1997,5938.7804,-4077.0953,-2404.5124,-2631.6802,6461.2968,-2044.9619,5880.7084,3892.1996,-3158.0749,-4185.1182,-1247.1886,-6733.3195,6028.4077,621.3796,6704.8946,-5612.8185,3270.3062,3993.5573,3841.5582,-5733.6720,-5796.1960,2597.6520,2378.5232,-675.2841,3894.8597,5445.4457,6180.3192,-5125.1323,-4285.0824,3723.7821,-4175.0248,5033.7970,4511.2808,-1205.6811,5370.3482,5237.4679,-4656.9398,3593.7987,3445.1445,-4965.2890,2642.1344,-3640.2092,-2500.9670,6412.1987,-481.8196,-4756.1938,-3762.9826,3031.2048,3619.4921,3845.4187,0.0000,-2150.1495,680.6225,4757.8893,633.3236,2344.4341,20.1865,0.0000,-6020.2532,-2835.9049,882.3636,6473.1694,-3114.5346,-5049.2468,1926.8894,-3703.5047,-6461.3840,6693.7860,4986.0879,4259.6175,357243.0756,331289.4500,352801.2622,350354.0303,341918.4144,343658.9905,345592.7740,346492.5889,-12400244.7703,-12413746.5040,-12370306.8960,-12385054.3388,347147.9922,-12381724.8094,4882.0265,2261.2402,6506.0318,-2725.2094,6449.6146,-225.0481,-2078.3498,-5872.4298,-395.2411,1782.9067,-6433.5286,6670.1646,3840.8687,-3216.3978,-2873.9323,-5435.5782,2526.7309,-1530.9456,751.1865,5506.0894,397.9033,-5026.3932,1006.7441,5049.2486,77.1121,-5559.9288,6883.4947,3936.8583,-1885.3217,-4258.8484,-1043.2418,3197.7492,-6209.2965,-5620.5261,-1574.5457,3646.9483,-871.5905,-3958.4896,-6030.3596,2451.4862,-6605.3839,-1561.9149,1184.5312,6894.8041,2.1735,2077.2729,1811.9214,-3228.5422,3834.5928,442.0958,-3674.0078,6344.3012,5053.1795,6419.5671,5249.6461,-3318.3085,662.2320,-4141.5857,43.9988,-1794.8069,3104.4021,-867.8845,-5177.9442,5056.2616,1199.4882,-4414.3207,1528.3444,4691.4877,3942.8493,1269.5183,-3815.1611,-1655.8464,4920.1131,402.9954,3620.3479,-2810.9654,-5815.1762,-5848.3483,-1244.0565,-3977.4265,0.0000,-4952.3231,-4363.6335,548.4393,6181.4436,6429.4976,4903.0928,0.0000,-3360.0150,5834.1540,-6063.2978,-1965.9483,5901.0754,-4452.5361,6416.3817,5504.5561,-1933.2104,-818.4816,3840.3453,167.5663,152466.0141,127159.5811,137149.3017,140376.1195,142414.4143,139935.2835,133555.7825,137226.7828,331772938.8531,331746484.7257,331771100.0389,331774692.1002,136831.9770,331771460.5970,4652.4776,-5470.1870,-1193.3697,5225.4393,-276.1634,4943.9086,-5402.6957,-3603.5272,-3049.2016,2285.9364,739.6745,-1587.9165,4579.1972,3044.2530,-4725.6568,4028.9297,5374.6711,-1631.2490,-3174.7724,-489.6437,-4836.4082,4122.0956,1666.1017,4708.4308,-5009.7639,-2447.2126,-443.1719,3670.3924,6477.8196,4522.7774,-3047.1238,-4595.4819,-1827.7537,3074.9535,-1871.6366,-5501.6822,-3404.8991,-4141.1927,1165.1042,-4838.8607,1469.7661,-841.0018,3086.9230,-185.7061,1413.5338,3312.1880,5846.1290,4564.5387,4253.1415,-3791.2651,-921.7867,-423.1466,4214.0158,2232.2789,2189.0286,2443.6035,3031.3758,2065.5940,5386.4578,5243.1775,4536.9604,-4668.5561,-871.9557,-4386.7605,4110.7153,-865.2037,4624.0862,-3348.5341,-4561.3434,-4578.1388,5053.3994,-5641.9108,4036.1744,-2261.4315,-5887.8282,-4203.1563,367.6271,-1474.6953,5765.2268,4129.0795,0.0000,4345.2442,-5336.5243,4950.7935,3017.7902,939.1698,4710.1394,0.0000,-462.1352,2307.1345,3147.5471,1438.1566,1233.2080,-1263.6460,-1123.9244,-1987.1018,252.5340,-935.2588,-2931.9826,5433.0134,156069.9287,152533.3679,155999.9437,153885.8713,159310.8225,152566.7557,144801.0101,155233.8983,-33832477.3888,-33848216.8698,-33834331.3583,-33818296.7069,153618.9942,-33823979.9553,
