sl_100_5400_20301211 Coordinates.csv
2030/12/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:25 2024,
Start: 2030/12/11 07:47:00.00, Stop: 2030/12/11 09:17:00.00,
TIME_UNITS,STARLINK-2027 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-32205 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-4062 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-32205 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-32205 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1410.0096,5698.1422,114.7902,-2994.2638,-1560.7425,5361.8447,-4130.3912,-3745.9555,-651.0342,-3536.4251,-6387.2933,5118.8884,6315.4374,-5685.9982,-4194.9043,-867.9497,6471.0839,-5773.0509,0.0000,-4080.5698,-4267.8069,1433.3021,-3358.5470,-3351.8917,-6669.4544,0.0000,959.2989,-5902.2502,-4610.6431,-4801.9006,-4127.2364,3707.3011,3093.6395,1213.5635,-6145.3051,1283.4125,-6759.7733,-2292.9890,4616.8285,5282.7550,-63.8223,-3552.1270,-1589.1491,-5034.2584,4576.4554,-3456.0500,381.9503,-6338.3196,1349.3671,114.7773,-5143.1277,1841.9816,2702.9003,-3128.2207,-10.9547,6082.7846,770.2822,-1861.0590,-1938.8085,6871.7175,-5427.3655,495.3217,5144.6674,1095.9372,-4010.5821,-3312.5013,2326.3255,-4516.3386,-2877.9518,-5849.8485,3427.7574,6379.8351,0.0000,5274.0881,-4142.0382,-528.1132,-6511.3568,6039.6713,4928.7932,-4874.2167,5873.5785,-4702.7650,-4872.6131,6525.4840,3096.0419,3417.0596,-5158.0964,3001.7416,4759.1702,-2481.3744,-3920.9321,3207.9258,-5045.1540,-5839.4940,-5589.7177,6032.2598,-4113.9288,5536.0186,497.1325,5087.0936,97419.9098,69860.2244,82390.9031,85421.6508,83865.9487,81994.7933,77224.2962,80129.2102,-262104331.8044,-262158244.2141,-262119759.2414,-262133722.2538,81104.5603,-262123596.3118,-4854.4388,2238.4739,-6907.8900,5490.0711,5673.3281,-4254.5437,-5517.7211,-5591.2604,6832.1939,-2554.1540,794.8124,-1211.5166,2739.9867,1852.8730,5118.8331,4989.6026,633.1973,2268.9046,0.0000,714.6680,-3669.7078,-4538.7835,2629.7948,-5907.5623,-1690.1155,0.0000,-4167.1419,3496.5104,-3108.8483,-1176.2306,5375.4941,2097.3595,-2696.7365,-4456.8562,597.6740,-6382.2122,-354.6863,-4522.5280,1579.8863,-2621.4886,-4527.1533,5136.0514,-6398.0818,670.4353,3622.0987,-3130.3449,-6837.1473,2415.6404,6111.0246,-3685.5679,1334.3402,-6586.0078,-6029.7620,4793.7802,-6681.2173,456.6907,-5454.8964,-4345.7055,-1989.9826,-129.5928,3971.2310,-796.5670,356.1499,-6169.0084,2801.3205,3700.1451,-6473.8561,3315.0884,4650.1902,-2741.1242,-4374.4817,-2616.5697,0.0000,-456.2333,-2456.2044,-5883.4791,1431.6746,-539.4293,3209.8938,4555.8741,1085.5672,483.7791,-2092.5706,-667.7903,-6068.3058,3574.4324,-2809.6036,-4029.4619,-4001.4141,-4023.3509,5556.5410,3003.8253,2205.2453,-1196.0448,3018.4952,-2208.6807,-577.7330,-1339.6367,-4572.1877,-4244.7678,-367225.1667,-367545.1413,-375865.4000,-371629.8386,-363003.4419,-366034.0812,-370413.0967,-371289.2020,-26304378.8130,-26289330.6373,-26292183.7288,-26291075.5361,-370407.8150,-26298800.8772,4536.2237,-3202.1588,113.7398,2817.3617,3272.4775,-370.9066,-176.3490,-674.0757,-544.2876,-5161.3963,-2498.7325,4213.3870,93.5385,-3293.7652,2045.7908,-4682.8473,-2028.0111,2634.1860,0.0000,5524.3604,3955.0439,4851.9227,-5280.2930,-196.0040,-859.6176,0.0000,5321.7298,-530.1273,3917.7820,4825.7399,718.9908,5414.5587,5484.9183,-5071.7886,-3018.3482,-2370.1199,1160.1298,-4446.4799,4638.9567,-3623.5126,5119.6625,-2937.7202,1668.2187,4442.5958,-3719.9823,5095.2913,-1050.8148,912.9408,2903.9869,-5868.5416,4534.4997,1156.0546,1626.0713,3762.7691,1571.5921,3212.4313,-4205.7038,4905.9210,-6360.7238,623.0789,1036.5903,-6866.1024,-4594.8323,2900.2969,-4870.8421,4783.3249,-526.3149,4077.6647,4062.8600,-2439.6765,-3945.1930,249.7254,0.0000,4431.0439,-4758.3893,3597.2413,-307.6957,-3208.6908,3659.0659,-1516.2117,3341.4788,-5111.3355,-4165.5719,1903.0896,-1394.6636,4725.9260,3511.4765,-4651.8073,3041.7484,-5030.3686,-389.2474,-5302.0866,4143.3710,3494.3833,2712.3207,2651.1167,-5518.5608,3931.9382,-5159.4967,-1860.6426,146287.2357,146029.7793,147905.8909,145105.2845,150834.5502,144855.6011,136626.0206,144220.6823,-13655570.0668,-13636714.1476,-13632553.3870,-13653613.4374,145398.0699,-13651678.2859,
300.000,-41.0013,5223.8834,-1086.1113,-1104.6371,55.9655,4261.3795,-5102.1751,-4659.7058,563.9399,-5055.7046,-6524.8923,4886.2260,6497.8409,-4205.0895,-3053.6484,1036.7486,5871.1651,-4342.4054,0.0000,-3441.9951,-4407.3722,-652.5085,-1514.5116,-4253.2477,-6895.2463,0.0000,-981.2761,-4869.4381,-5923.6940,-5830.9782,-2612.4880,4197.0528,1529.6732,-459.9186,-6438.8190,-245.9087,-6783.3314,-3309.1680,4143.1147,4780.5626,-2008.2365,-1847.5004,-2945.4183,-4165.1398,4622.5769,-5122.5366,-1163.2900,-5805.7217,2742.8304,-1325.3708,-4023.2070,1036.0996,1600.1477,-1768.4994,-1262.5351,6655.6168,-1272.3664,-3777.1143,63.1830,6668.5071,-4437.7996,2532.9288,5906.4301,-145.0131,-3493.5021,-1257.9685,1127.0110,-2722.4148,-1883.2982,-5811.6841,2128.4909,5667.6528,0.0000,5291.2248,-5584.0692,-2330.1782,-5806.3845,4847.8103,5187.4436,-4067.2508,6620.0276,-5781.7756,-6083.1932,6550.8111,1449.8687,3879.2816,-4880.0271,930.8157,3890.8015,-4351.1486,-2666.6455,4033.5611,-4538.1475,-6507.0501,-5281.1077,6241.7322,-4263.7510,5410.8558,-1345.3272,3656.6659,105066.2974,77479.0941,90053.0635,92979.5306,91647.8674,89785.9536,85041.3713,87590.1110,-261462302.1338,-261516680.1098,-261478240.3450,-261492111.8417,88908.3722,-261481635.3417,-5943.9544,544.4947,-6614.2769,5542.0077,6430.9195,-4924.1854,-4318.9314,-4761.1850,6740.5337,-1195.8769,2117.8117,-3212.9822,1512.6461,2881.0266,6194.3858,4190.6516,-1033.0170,3168.6729,0.0000,2786.5801,-1745.6490,-4092.6819,3820.0754,-5043.0521,-200.1526,0.0000,-4921.2199,4293.3964,-1716.3766,374.9697,5896.8110,-28.9889,-4200.4381,-5478.3908,1983.2042,-6860.5418,867.0319,-2719.4867,-479.8679,-4362.9651,-3576.0368,5074.6146,-5337.7082,2674.0666,1757.9061,-2110.0768,-6364.0284,3511.4701,6213.6139,-2117.1907,3151.2929,-6083.0070,-6613.5987,6067.4374,-5933.1771,-876.7629,-4955.4437,-4170.1018,-1021.6257,-1330.9968,5134.2942,142.0071,-1262.7261,-6796.9482,4609.0888,4082.0687,-6681.4653,4377.8914,5995.2656,-927.3815,-5782.0820,-3618.1084,0.0000,-2481.7731,-1240.2343,-6048.5752,2536.3537,-1855.7422,1210.1743,5491.8953,-207.1611,1593.5299,-879.9126,-1938.0962,-6209.4891,4853.3751,-983.7187,-4179.0663,-5465.2217,-3547.5922,5883.8674,994.5286,4084.6345,464.4204,4341.4075,-3004.1765,1571.0632,-3219.6685,-5286.0970,-4701.1983,-365026.4603,-365868.4979,-374112.8996,-369927.9085,-361170.9828,-364422.2985,-368578.9868,-369432.3827,-32023122.7514,-32008811.5783,-32010614.1224,-32010326.5940,-368622.7231,-32017614.8440,3290.6346,-4489.4044,-1684.8955,3883.8035,1999.3443,-2144.3017,-1694.4534,1156.4951,1272.7138,-4321.3389,-767.8120,3353.2292,-1707.1200,-4543.0380,561.5165,-5379.8543,-3296.2697,4060.9234,0.0000,5298.8190,4982.5394,5385.8334,-5402.8821,1619.0514,686.0030,0.0000,4630.6820,-2285.3763,2873.7394,3689.9629,2196.2092,5463.1382,5191.6764,-4102.0738,-1349.9693,-923.4137,-656.9650,-5209.6377,5283.8623,-2451.2313,5466.7263,-4297.7008,3008.3000,4585.5709,-4842.7766,4127.6869,-2481.6587,-911.9220,1225.4054,-6464.5968,4762.7007,3160.5784,-187.0837,2646.9876,3206.4319,1579.2119,-4675.7574,3845.3893,-6864.8842,-1189.3501,-520.7519,-6448.2669,-3348.7468,1217.2578,-3768.0129,5411.1253,1288.5599,4629.0599,2637.2393,-3614.0746,-2911.6492,-1556.0310,0.0000,3676.9121,-3619.8631,2417.4426,-2101.8329,-4486.7160,4426.8570,297.3876,1734.7131,-3533.9653,-2771.6437,111.7496,-2776.0701,2868.7732,4692.6305,-5344.0291,1712.3490,-4015.1833,-2165.8059,-5492.4479,3197.7777,2282.1660,1003.6471,594.3652,-5202.1146,2877.8525,-4244.0011,-3449.4391,146228.0639,145964.2310,147871.8554,144920.7431,150810.9281,145115.8393,136550.6636,144525.3375,-13658464.3282,-13640033.4966,-13635619.8660,-13657139.9730,145366.5170,-13654821.4449,
600.000,-1453.0088,4265.9096,-2197.7472,915.3330,1647.8137,2711.2346,-5584.7351,-5087.2660,1736.5147,-6057.4888,-6012.4528,4169.3197,6032.7400,-2297.0447,-1620.8541,2872.9831,4685.2322,-2442.7606,0.0000,-2519.2995,-4156.7943,-2692.5871,455.8765,-4723.5646,-6453.1164,0.0000,-2790.1076,-3333.4391,-6635.2578,-6301.2480,-815.2461,4326.4419,-144.9592,-2049.8294,-6084.9696,-1742.6039,-6117.1260,-4029.8417,3280.0655,3834.3108,-3779.1375,68.7498,-4028.3045,-2899.1135,4262.0167,-6287.9350,-2618.8138,-4672.1371,3849.6058,-2697.3816,-2559.6990,84.8404,328.0020,-256.6449,-2421.5984,6565.4779,-3211.4247,-5287.3777,2011.9031,5796.8561,-2988.8672,4259.6220,6100.9632,-1357.7160,-2669.5728,922.9811,-199.5109,-677.3680,-723.2425,-5231.1388,639.9816,4380.8212,0.0000,4822.7302,-6444.8120,-3888.2930,-4454.2020,3180.0100,4984.4524,-2838.5607,6691.4650,-6298.3002,-6646.1746,5899.4464,-355.4664,3868.5654,-4146.3028,-1243.9374,2659.3736,-5780.4571,-1114.9628,4512.9616,-3613.8529,-6547.6595,-4453.3754,5820.8239,-4047.0608,4783.3737,-3023.0909,1839.6892,112661.6794,85061.2946,97675.7822,100481.2672,99388.4936,97541.4995,92817.1510,95112.6636,-260695523.6897,-260750349.6414,-260711986.2677,-260725716.9109,96672.9835,-260714922.9827,-6425.6828,-1239.2178,-5661.3394,5071.5380,6513.4570,-5110.6146,-2685.3335,-3415.0507,5968.5368,244.0897,3220.7669,-4864.2428,114.9796,3663.5973,6666.2198,3022.7697,-2622.7157,3775.0598,0.0000,4593.9064,370.3921,-3276.7981,4662.8778,-3638.6157,1315.8294,0.0000,-5211.2465,4680.0520,-175.3351,1853.1534,5830.4782,-2138.6576,-5313.8447,-5971.1329,3153.4035,-6673.4161,2008.0679,-641.7952,-2513.4024,-5669.9336,-2310.8743,4546.6868,-3729.4454,4416.9645,-300.5109,-925.5051,-5279.0172,4255.9420,5701.0997,-386.1656,4698.0150,-4972.2709,-6506.2767,6736.1638,-4587.7977,-2104.9403,-4017.0967,-3603.5490,140.7844,-2412.5663,5773.6673,1147.8733,-2724.9467,-6747.4266,5950.3695,4116.8801,-6222.7329,5059.5058,6716.9940,999.5515,-6603.9396,-4273.4384,0.0000,-4250.4599,66.6744,-5640.1457,3384.6911,-3031.6136,-917.1035,5864.3326,-1459.1358,2501.1381,395.4507,-3006.7780,-5772.4264,5606.1177,972.8520,-3962.1549,-6391.5478,-2762.4713,5613.7365,-1093.6781,5553.7973,2059.5584,5222.7959,-3487.4389,3552.9306,-4772.5661,-5510.8129,-4718.4646,-362669.1447,-364034.9350,-372194.3921,-368066.0638,-359175.2633,-362667.9552,-366579.9592,-367359.4343,-37726368.5366,-37712810.5655,-37713568.5499,-37714106.2948,-366673.2474,-37720933.4613,1671.3732,-5292.2350,-3301.4742,4521.2562,492.9534,-3680.4312,-3028.2577,2853.6723,2950.4266,-2983.3493,1046.3826,2103.2925,-3321.3366,-5284.6615,-983.0225,-5494.1372,-4193.0319,5015.0961,0.0000,4501.2506,5465.2984,5310.2146,-4911.8174,3249.8742,2158.1072,0.0000,3422.2743,-3790.6601,1504.5558,2155.8709,3425.8981,4917.9026,4324.5330,-2679.8986,466.8363,622.4334,-2401.7934,-5369.8883,5313.9430,-1015.2511,5205.2711,-5192.3274,4007.2039,4197.7522,-5446.0112,2714.3702,-3646.4817,-2635.4096,-586.2043,-6371.3589,4493.5636,4827.0307,-1979.1040,1237.8871,4487.5356,-225.8041,-4646.0077,2352.2758,-6640.8574,-2872.8077,-2019.1921,-5342.5882,-1740.3874,-597.6442,-2257.0992,5451.8962,2963.2929,4685.1338,914.6661,-4397.6081,-1550.2419,-3192.9498,0.0000,2524.8732,-2066.0106,977.2352,-3644.6293,-5270.4590,4720.3407,2077.8096,-64.8479,-1583.2971,-1055.7644,-1692.1221,-3863.1720,692.5781,5352.4970,-5444.7101,198.8722,-2565.1645,-3698.2318,-5085.1382,1904.1200,823.3769,-813.6131,-1525.5501,-4324.3383,1514.5076,-2870.7845,-4661.3076,146168.7309,145898.4431,147832.9724,144738.6254,150784.5353,145377.3571,136479.5894,144897.3489,-13661356.7620,-13643353.6232,-13638694.4859,-13660662.2374,145334.8864,-13657964.4237,
