sl_100_5400_20300415 Coordinates.csv
2030/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:40 2024,
Start: 2030/04/15 07:47:00.00, Stop: 2030/04/15 09:17:00.00,
TIME_UNITS,STARLINK-2348 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-3721 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-1423 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-3721 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-1423 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-3721 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-1423 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6713.9198,-4101.9702,6286.8252,2058.8829,-746.6189,3844.2377,6518.3607,1327.0979,4368.2132,3799.9756,2951.8255,-6077.4643,0.0000,4894.4278,-5167.2170,5077.7505,3351.9546,0.0000,-5652.1632,-6206.0937,-626.6874,-422.7012,154.4058,6139.9437,-2329.6623,-3514.9268,3301.3212,-2362.8196,3187.3808,2453.9679,-4183.4999,-2130.4803,-1078.6757,6782.5597,6547.1124,-4971.2752,4523.7904,1484.5770,6656.3714,4870.0580,1537.4933,5409.3284,2289.9104,-4096.4041,-4268.9737,3969.3274,6247.6045,1489.9764,2785.0353,4189.6623,4965.0051,3521.1528,3743.7025,1645.8342,3828.1130,4105.6319,2840.9268,-3065.8001,5905.3896,5535.4747,5695.7594,-2303.8947,-2330.4591,3863.3002,-4654.9362,827.3883,-4143.5443,594.6220,2989.7984,0.0000,6531.1157,5497.5956,4760.1004,997.8575,4372.4906,4817.6107,-2319.6328,-448.1445,4483.3645,-4019.5094,-5476.4338,-4539.6884,6002.5257,3535.4059,5703.3731,4514.3195,206.2943,-6023.0926,2869.1121,-4841.1138,3286.9379,2215.9207,-2228.2790,-1487.4417,5194.2283,4732.6152,2176.1297,-981.7545,-5805.1767,173.4168,327284.9807,326706.6201,337198.8295,332848.0989,327297.5678,330186.0879,336948.8649,335097.2515,-104929539.8936,-104919929.6047,-104940290.1131,-104928678.7585,334699.2232,-104930817.1075,-1211.5877,-649.8426,-1754.2881,-1215.8481,5024.0229,-5439.4564,-911.1162,3906.7329,-3233.8770,3586.7459,1328.5259,1309.4297,0.0000,1358.8857,-416.9671,-275.6319,5354.8679,0.0000,1803.5149,-3074.1436,5287.4181,-6721.6186,6180.6758,-1808.7865,5737.7422,5715.4793,-2764.1658,6391.8555,2955.1454,-6447.5236,4347.5783,5562.6382,4384.1927,-37.7486,-920.3247,-1212.7048,-4431.5820,-5931.7822,688.5589,-4632.1586,6341.7257,1294.0602,5103.8375,-5176.6296,-5382.7369,2550.2217,-2506.1474,-4203.8171,-5617.2944,4262.5131,-4768.6871,-3916.3746,4593.4628,4652.3411,-5746.8321,4959.6496,-5937.2117,-5190.3906,-1366.7015,-4020.3342,3149.7167,6091.8379,3305.8616,4443.4336,-4691.9522,-4030.4617,1493.4287,6234.3852,5060.8787,0.0000,1935.8257,3936.6674,-4367.1307,5747.8240,-2695.0318,4628.8853,4542.3993,6677.2380,-4054.6253,5097.9653,-2796.8676,4293.9747,-398.1208,-2144.0721,-2732.6818,427.6779,5119.7642,3187.8465,-6329.4777,-2014.5901,-2612.5491,-6371.1787,6240.9479,-5868.5088,-785.4229,4408.9040,-2496.9385,-6468.7926,-1966.3563,-5431.3003,-157780.3397,-168775.2437,-154969.9960,-155395.2393,-161956.8014,-161767.8810,-163010.4854,-159083.8407,338409693.1922,338349577.9127,338374596.0201,338379027.3969,-160051.6488,338389366.0135,-979.5380,-5531.4917,2286.7630,-6519.6322,-4543.4791,-1879.9790,-2164.2179,-5442.6556,-4270.2912,-4572.2218,6132.4666,3040.6449,0.0000,-4727.2235,4551.3475,-4689.0749,2690.0088,0.0000,3568.7058,292.6461,-4387.7868,1596.8948,-3134.2169,2669.3671,2853.1015,-1611.6666,-5390.4148,998.0526,-5377.2545,1042.3330,3149.9123,-3532.1913,-5214.0130,-1434.7958,-2037.8900,-4493.8887,-2716.6826,-3285.0214,-1267.1901,1480.7962,2212.2205,-4190.5501,-3779.0035,-2058.7247,602.2729,-5033.6230,1567.6647,-5275.8918,2618.3184,-3489.4435,833.8735,4281.5208,3580.1052,-4830.7613,-346.4954,2145.9608,-1620.8609,3226.0675,-3320.1367,291.3320,-1715.5102,-2035.2903,5380.1706,3457.0290,-2018.0160,-5350.2048,5169.6102,2874.7451,3740.8898,0.0000,170.3208,1477.4213,-2257.0277,3542.3082,-4608.2777,-1801.3103,-4701.9762,1278.5088,-2861.8128,2264.9455,-3252.5511,2879.6520,3416.1865,5520.5458,-2665.6799,-5211.7758,-4658.7617,-1014.6105,-149.0690,4359.7101,5450.0456,1575.6879,-2044.3858,-3380.2694,-4510.2385,2336.8090,-6077.7677,-2142.0815,-3106.7441,-4165.8246,2459.1010,-220.5891,5710.3794,3746.6338,8941.5774,1929.2255,-5389.9762,1852.2415,82705778.7178,82714106.3845,82720767.0537,82698805.0075,3331.7557,82704180.2484,
300.000,-6839.1735,-4383.7739,6188.5041,1090.3122,830.9787,2618.1753,5544.5742,3364.5194,2485.7752,5166.3442,4685.2724,-4870.9191,0.0000,5196.4983,-5438.1273,4886.6942,3973.7772,0.0000,-4268.0381,-5586.4253,1461.9947,-1954.0856,1848.3014,5893.6051,-430.2988,-2506.5725,2219.7072,-1008.7269,4815.0198,1106.9242,-2306.5430,-145.1761,689.0193,6140.7147,6432.0455,-4262.9511,3858.3284,-104.5541,6751.1217,4057.3405,2826.1452,6510.1326,3898.2016,-5392.1701,-4902.0323,5449.5554,5054.5300,-218.1144,912.4704,5665.1883,3548.6792,1525.6351,5324.7563,2974.3007,2439.7496,5233.4985,1364.0519,-3739.0619,4534.8449,4477.9069,5613.4185,-862.4846,-381.4345,4635.7258,-5671.4064,-1374.7248,-2663.3083,1853.9593,4524.9920,0.0000,6490.4152,6378.7497,4072.9639,2508.7373,2517.2130,5122.8395,-261.8874,778.3695,2765.7850,-2440.8965,-6519.2048,-3912.4273,6202.2763,2209.2538,4241.3283,5183.5297,2293.8603,-4918.8207,2141.2398,-5799.9302,2066.9671,537.5399,-1272.9097,-3243.0885,5038.8696,5803.1280,1853.0400,-2263.7960,-5253.6955,-1470.3313,330685.4003,330198.8122,340604.2533,336296.4040,330553.9287,333582.7820,340176.5111,338596.3369,-112292170.7529,-112281585.5518,-112302486.6953,-112290668.0286,337982.6872,-112293349.6652,-1.4444,1472.7600,-3046.6398,-3153.7018,5905.4661,-6394.0431,-2384.0120,3247.2418,-3851.3163,3670.6781,419.0708,2792.9504,0.0000,-764.2470,1632.9878,-2384.0854,3804.4071,0.0000,3249.9257,-3257.0382,4834.4409,-6641.3445,5269.1446,-3431.3825,5570.9238,6424.4214,-4528.7990,6248.7797,1698.6817,-6316.7127,4916.7044,5382.9213,5315.1337,-1570.1866,-2484.2898,717.6278,-5618.2989,-6641.2906,-841.1919,-5552.0337,6270.4661,722.1494,5022.5211,-4288.7656,-4238.2792,1308.7859,-3695.3930,-5276.6658,-5597.8876,3258.7439,-5497.9870,-4730.2578,3724.2111,3037.7802,-6355.9274,4308.8876,-5791.8472,-3535.3653,-2505.4098,-4745.3658,1642.8538,6745.8493,4321.8174,2588.9751,-3938.2590,-3989.7787,3100.0558,5094.9474,4812.1958,0.0000,658.0378,2689.8311,-5474.8194,6034.8794,-3571.8578,3177.9072,5171.2049,6748.6184,-4384.4184,5198.6710,-1788.9707,5535.7198,-2158.6557,-3858.1694,-3519.4892,-1448.8484,4583.2379,3984.1234,-6225.2185,-222.2073,-4344.8260,-6252.5564,5573.1185,-5744.1883,-2822.0220,3648.2845,-4406.4509,-6489.4877,-307.1008,-4327.5743,-151054.2058,-161669.2480,-147944.0233,-148421.8991,-154892.9688,-154627.6710,-155916.7694,-152379.4707,336038299.0201,335978291.0028,336002697.0864,336007830.5182,-152950.8242,336017987.9162,836.5522,-5143.3132,531.9665,-6089.0916,-3296.4283,-379.1293,-3403.9655,-4977.9641,-5174.0340,-2832.1092,5098.4771,4043.5165,0.0000,-4534.2263,3919.5915,-4275.5290,4104.9012,0.0000,4375.0290,2489.3858,-4700.4882,75.1680,-4107.7411,1268.7182,3905.0982,192.1583,-4706.6040,2709.4625,-4661.4663,2742.1339,4100.2841,-4354.9834,-4340.1253,-2810.9546,-551.5369,-5262.4547,-1006.1506,-2013.0743,283.1255,-329.9135,447.7992,-2359.9310,-2267.3922,-574.2474,2353.3391,-4021.9790,2922.7257,-4452.8794,3738.2972,-2274.6538,2289.9745,4621.3753,2394.3320,-5441.9474,1194.9157,368.2235,-3249.6986,4498.9383,-4574.8982,2071.3626,-3333.2957,-540.1093,5146.7284,4291.4427,-239.3809,-5267.3640,5423.4966,4249.7779,2224.9922,0.0000,1960.0654,-51.1157,-491.9131,1973.7730,-5341.1322,-3398.7958,-4616.4289,-545.8969,-4227.2620,3776.4341,-1633.7342,1191.5279,2180.5889,5274.1377,-4091.2342,-4329.8499,-4657.2688,-2724.0350,-2237.9377,3582.1663,4919.0882,2928.8964,-3928.5576,-2133.7915,-3818.4188,586.7846,-5004.1978,-370.1790,-4419.4123,-5099.0088,2312.9008,-324.7603,5614.1383,3453.5168,8841.8269,2092.9234,-5571.6453,1593.1417,82711873.3480,82719747.0482,82726431.4300,82704242.3814,3208.2261,82710015.9859,
600.000,-6276.5732,-4287.0387,5477.5167,85.3743,2290.0310,1140.1332,4041.0064,5063.8820,357.4466,5989.5187,5962.2953,-3204.1129,0.0000,5039.7896,-5209.2605,4260.6275,4237.6748,0.0000,-2486.2566,-4372.5036,3422.6562,-3294.4090,3396.5705,5085.0199,1536.1724,-1244.5686,966.8805,474.5356,5985.3182,-374.5640,-185.5543,1874.0946,2352.5509,4910.8219,5691.1529,-3161.9151,2814.1489,-1665.4122,6153.1981,2831.8998,3825.7589,6953.5307,5072.5110,-6157.4907,-5064.9940,6398.8872,3363.7945,-1866.5878,-1075.8771,6585.5298,1775.7662,-616.3834,6383.3530,4060.5920,802.7586,5807.1861,-286.9274,-4079.0767,2724.3164,2947.3912,4950.7698,661.5952,1576.3161,4980.1197,-6119.7975,-3428.8876,-947.2846,2973.5951,5607.4223,0.0000,5780.3698,6638.7138,2971.1027,3741.1798,423.3540,4951.9354,1806.0564,1930.0361,726.5306,-590.0491,-6922.7318,-2901.8706,5811.0147,712.7423,2343.1118,5375.0319,4169.5666,-3308.9979,1169.5828,-6190.4464,689.6485,-1216.2799,-141.4213,-4671.2038,4429.2980,6283.2334,1406.1219,-3313.1590,-4204.1404,-3009.6104,333955.3266,333538.1266,343858.5947,339605.5539,333661.5120,336841.9036,343253.7888,341918.4921,-119601276.7358,-119589716.8552,-119611138.5835,-119599146.7852,341115.4914,-119602358.1630,1218.4104,3434.0750,-4030.5764,-4802.4132,6192.9776,-6723.7322,-3657.5288,2309.5698,-4144.7374,3413.9352,-468.8472,4041.1743,0.0000,-2803.3085,3506.1589,-4255.6638,1857.3749,0.0000,4419.2443,-3053.0810,3949.9531,-5914.4604,3869.1049,-4712.7193,4866.8169,6489.4719,-5857.0066,5489.9159,321.8214,-5587.8696,5021.7158,4717.8713,5748.2792,-2976.8119,-3800.8968,2607.3930,-6233.4921,-6715.8957,-2287.5116,-5913.4139,5570.4972,108.2534,4423.8423,-2986.0077,-2653.1521,-20.4463,-4551.1910,-5857.0840,-5031.3873,1959.0967,-5712.6182,-5100.1425,2515.5071,1150.4284,-6349.1521,3207.4937,-5057.5652,-1511.2771,-3445.5610,-5003.0452,-70.8182,6711.8300,4923.2340,471.3418,-2793.3188,-3584.5771,4427.4390,3456.5609,4117.3225,0.0000,-709.9009,1180.5658,-6015.6596,5710.1905,-4151.3829,1390.4942,5342.7316,6116.4896,-4278.8203,4808.1434,-624.2955,6211.6202,-3692.5929,-5219.0038,-3995.0252,-3151.0759,3645.7157,4408.7209,-5502.1069,1565.4128,-5662.8596,-5542.5469,4360.1921,-5078.8788,-4574.4971,2524.4771,-5863.0864,-5855.8120,1420.6794,-2817.5785,-144256.2349,-154488.9455,-140852.5803,-141389.3047,-147762.9376,-147409.2110,-148758.1135,-145640.3204,333506731.2003,333446855.5535,333470640.2340,333476505.0736,-145782.7190,333486439.9188,2561.3534,-4202.3439,-1280.1935,-5012.5235,-1678.2968,1162.5415,-4279.0795,-3957.6664,-5520.7093,-790.1593,3521.2590,4611.6900,0.0000,-3858.0930,2862.8141,-3401.9958,5067.9125,0.0000,4711.8129,4419.2661,-4503.9662,-1454.6614,-4642.1012,-267.5897,4518.1889,1975.0681,-3512.6896,4124.9197,-3443.7244,4153.4580,4587.5043,-4711.0012,-2995.2467,-3886.4401,994.2726,-5439.0539,814.1445,-526.3250,1801.4247,-2104.5692,-1365.4545,-279.9387,-493.0068,972.2279,3848.2886,-2574.0528,3961.9702,-3149.0567,4433.6318,-815.0586,3500.9461,4435.4336,951.4067,-5465.7506,2607.1988,-1451.5139,-4507.2635,5270.5496,-5336.5479,3621.0987,-4562.0940,1015.7401,4313.7938,4645.8763,1565.1335,-4576.2829,5062.3588,5162.0427,474.6691,0.0000,3528.6865,-1574.1718,1327.9901,184.0210,-5496.1982,-4630.8791,-4038.6486,-2308.8034,-5090.3400,4873.7324,158.3452,-627.0144,710.2355,4456.4493,-5066.4016,-2980.2854,-4156.7091,-4136.7164,-4089.3816,2402.5112,3851.1134,3967.7278,-5393.4719,-658.9156,-2716.7384,-1227.5745,-3393.5999,1442.2069,-5247.4713,-5467.6183,2167.6016,-428.0776,5513.3138,3159.4539,8739.1953,2260.9458,-5748.8317,1451.5381,82717966.9815,82725387.0674,82732091.1985,82709692.5057,3084.6938,82715851.5665,
