sl_100_86400_20300730 Coordinates.csv
2030/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:05 2024,
Start: 2030/07/30 07:47:00.00, Stop: 2030/07/31 07:47:00.00,
TIME_UNITS,STARLINK-3302 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4531 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-30361 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-30493 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4531 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-30361 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4531 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-30361 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3690.0004,-5441.9267,1248.0377,-5061.6597,-1502.0659,-3895.2634,-5418.4046,-2380.2043,-1144.9090,-4617.4979,-3381.6153,-5690.2763,-5276.5015,-4860.1541,3061.0231,0.0000,-5836.0225,6331.1472,1241.4290,5858.3460,-711.7214,81.8978,-4950.4527,-3804.9380,5446.5453,-100.7375,670.9950,1816.1395,0.0000,-2729.2327,-4444.9495,0.0000,5733.2859,-2965.8261,-3852.7345,2294.6716,-1119.3838,-241.1133,4332.3435,-3987.4782,-4117.9535,3905.7910,6073.8050,-2600.6791,3758.1029,-6309.2618,6021.7679,-2534.9807,-1193.6549,4291.4573,-5811.2278,-2509.0011,-4089.4561,1056.7168,-4899.2114,5425.5868,4506.1570,-4083.6200,6052.0963,-5007.9410,-5638.4991,-1694.6903,6094.8493,3826.6359,-2138.9210,-2196.0635,5780.6318,3410.0551,1639.3611,631.1712,6371.1487,2761.4805,2514.1499,-211.4964,-4868.2658,417.6456,-5470.3728,-3035.3739,-4439.3890,212.5142,-1371.5632,-4576.1086,1429.9146,58.2777,1057.2088,3164.6227,-3295.7579,2626.5404,2430.5749,-3.6546,4792.7970,6828.5418,-3941.2603,-6513.5505,1372.6079,-2346.4597,-2430.4980,-6028.5486,-4874.4188,3098.7635,-183955.1600,-157840.5384,-182848.9456,-181484.1812,-173872.1763,-174788.6864,-175106.3348,-178907.5865,-240759030.4123,-240777246.4687,-240741592.0287,-240756994.3293,-177535.5183,-240765385.9648,-3330.6401,2853.3683,5764.8108,477.1804,-5177.3987,-3067.0301,-3774.2639,-3369.1604,6265.2559,-668.5687,2432.9062,1801.3336,3001.4743,-1152.4546,-4532.6957,0.0000,-1213.1252,-2268.1789,6569.6100,3715.4966,-6882.5862,-6300.7578,-2426.0330,3385.0524,1189.7209,4783.8040,-6134.7964,-4599.2853,0.0000,-6375.3058,120.4702,0.0000,2365.1893,-5929.8825,-4359.1006,4680.9200,6568.8132,5731.9530,-4656.4953,3240.1078,-582.9282,-5324.5961,-3138.0943,-6389.4654,4010.8991,1518.7700,124.2051,6115.3272,-6502.9560,-4131.0563,3739.2030,-5833.8498,-1542.6554,-6641.8171,3420.6406,4155.2230,5089.3933,-5134.1067,-3226.0949,-785.4766,3424.9053,-6691.2708,-1805.7995,-3405.7709,-5242.0719,-6544.1319,3011.0924,-4495.6728,-6733.1525,-4115.2856,-1903.4840,3317.5313,-4906.1848,-4127.6632,1889.1034,1312.5260,2517.2520,2414.2487,-48.4954,5008.8757,-935.9832,1744.0017,4153.4710,4951.5616,-6524.7371,-4465.1903,-2661.8383,-3333.5724,-6115.5190,-5889.0577,2560.1824,353.3341,200.4319,1730.7858,3988.8920,5890.4351,-4054.3927,1514.9023,4939.7798,4176.7322,323612.6067,336423.6429,338378.0508,333799.1791,329685.7951,332724.0954,339414.9435,335422.0364,250201673.1435,250176673.8083,250189553.6600,250191853.8952,336520.3205,250185293.6179,-4803.6189,-3153.4318,-3154.9674,-4737.9139,-4346.3623,-4789.8942,1888.3453,-5509.9638,2716.9007,-5091.9529,-5366.9002,-3293.4288,3271.0720,4655.0929,4195.1499,0.0000,3247.0666,-1375.5514,-1345.7235,-261.2976,546.4553,2818.8869,4159.6995,4724.7374,3980.5662,-4912.0381,-2980.9214,-4553.2939,0.0000,-115.6771,-5264.3376,0.0000,-3015.4632,1760.9745,3706.3733,-4505.9484,-1814.1626,3671.4409,2623.3331,4498.3121,5454.3821,-2074.3415,-713.9197,97.5418,-4042.2374,2322.9043,3235.7492,-1940.4384,-1848.8868,-3557.7536,236.7051,2791.0163,-5359.1143,-616.2250,3411.6038,-1015.1656,-1145.0847,-2159.1897,-792.7629,-4718.6973,-2101.7386,226.5460,2783.2777,-4543.2302,-3942.1020,552.9644,2086.2788,-3957.9220,-729.4730,5477.6932,-1819.1688,5351.5391,4001.3395,5523.2410,-4504.0337,-6698.4437,3038.4647,5751.3589,5253.3461,4722.4151,-6792.3701,4834.8036,-5345.0547,4778.4211,2077.0488,4269.4480,-5436.7957,5289.4610,2012.1107,-3602.8113,4239.7402,-169.0841,5744.0879,1415.9665,-5429.3516,2249.8413,5035.8710,-2941.7273,-127.6465,-4442.0372,102648.0962,99057.9106,104800.9066,102434.8250,107886.3976,101318.0935,93590.6205,101871.3358,146860997.0732,146837844.4995,146843975.6708,146842503.6983,102342.1657,146850571.2080,
3600.000,4318.6283,5005.1420,-3799.3528,4339.8870,4791.5807,6572.2849,4547.3490,5724.5641,-2193.5128,3106.3038,-336.1171,2094.7206,1415.3666,5311.4981,-1845.2515,0.0000,6535.8207,-3318.2305,-2986.6354,-4433.2830,2846.0269,2362.3454,3847.5627,1252.7564,-3165.1010,-3979.0319,2392.8743,3344.4376,0.0000,3631.7337,5390.9743,0.0000,-4806.8081,3809.4301,5818.6869,-4246.9842,-517.4537,-3778.6372,-572.0882,1658.0775,5119.7734,-424.1171,-4167.1336,3583.1325,-4120.5713,3142.6602,-6459.2609,896.9831,2772.7764,-4739.5296,3535.6591,4695.3950,4254.2773,1591.1062,4305.7709,-5489.6970,-4504.3468,5196.3222,-3415.7669,5341.5671,4236.8322,-738.3313,-6278.4673,-1292.8703,4400.6071,3941.0880,-5059.3743,834.2479,-37.4352,3725.1008,-3340.1223,-6139.0105,2038.2477,4329.6466,5093.0929,3279.2366,1239.7636,-1650.8662,5532.0183,-2894.5986,-3726.3863,913.8958,-5021.0021,-2785.0057,1982.5455,-3737.5400,6231.1156,2001.4346,644.6573,2878.4097,-3846.3757,-5038.8840,6497.6976,3825.5421,-5159.3392,-2046.4906,5593.5442,2525.4086,3316.0946,-5854.4532,-257908.1724,-237375.1427,-260892.7348,-258332.4520,-252107.3894,-256088.0966,-253499.8409,-255285.0262,-297343587.2455,-297361467.7653,-297330951.6052,-297348687.7845,-256340.9044,-297350279.0527,-1043.8021,-4604.3686,-1336.7307,-4243.5501,4710.2212,1707.3189,403.6393,690.0567,-4625.7821,-3546.6945,-5530.5625,-4552.2882,-3948.1916,-3132.6690,6642.9531,0.0000,-1722.5174,3449.6662,-3591.5249,-2355.4817,5109.3053,6435.4956,-1672.4604,-6087.6009,2685.8241,-2416.5651,3409.9717,3170.7623,0.0000,4448.8139,-3607.0237,0.0000,1522.3883,2574.6358,3679.4729,-652.8754,-6373.5607,-3442.9245,4291.3902,-6345.5979,-3366.7277,5237.3371,4082.4159,4332.1824,680.2879,-3153.3971,1832.0103,-6360.8624,5661.5176,4858.2368,-4966.3369,5054.8202,-2836.3633,4538.6391,-5288.3525,-1053.9042,-2129.4459,3943.2775,3914.1921,-3091.8691,-5229.5164,4521.0100,1983.1237,6392.5549,5306.5548,4842.2243,819.4542,5118.0102,6121.8279,4085.0059,3243.8694,-1633.1791,3645.4616,3864.1134,-4598.9039,-4910.2714,-4810.3454,-2573.4216,-3380.9499,-6161.8915,-239.4052,-4418.7693,-3975.1124,-6189.7702,4887.6473,5839.9727,108.1271,4983.5045,4503.2370,2967.3736,1687.1972,1661.1139,-1557.0154,-3810.8745,-1558.8872,-4496.1928,3643.1239,-3363.1760,-3877.7463,-3510.7425,268413.7529,285569.9171,284763.5982,282177.5474,274461.4064,279893.0168,283758.8091,282620.2787,179302893.7577,179273623.0773,179296304.6587,179294116.4195,281354.2229,179285535.0553,5282.9659,-1201.2208,5328.0939,3369.0900,1653.1174,1168.3004,-5139.4516,3744.7746,-4671.2192,5033.2078,3917.6546,4607.7556,-5485.8836,-2947.4867,-206.4814,0.0000,660.8246,4907.1156,4956.3749,4790.2186,-3741.3007,832.3329,-5499.4684,-3119.3457,-5461.1043,5019.2727,5430.8227,4879.1943,0.0000,-3894.8112,2307.4497,0.0000,4691.2179,-5099.3009,478.4584,5373.3703,-2612.0786,-4513.4533,-5357.6158,-1931.0444,-3103.7922,4494.4670,-3640.7724,3989.4574,5381.9250,-5270.6148,1303.6413,-2517.7265,-2722.5321,-1422.9653,3255.6148,755.3013,4641.0446,4732.5540,931.5982,4049.8873,4753.3194,-2272.4539,4533.8782,3125.3215,-1622.7857,-5175.5298,2201.2439,2071.9315,-210.6287,2990.5435,-4544.6898,4526.6812,-3333.7340,-4112.1779,5071.5690,-2655.3965,-5391.5783,-3747.5097,654.5086,3420.6255,-4573.8210,-6236.6404,-2324.6813,-1083.8564,5896.6381,-5208.6509,2603.3580,-1172.7198,-4499.6580,447.5886,2928.9388,-4158.7124,-5171.5553,5516.1785,-5475.4626,4309.2249,-2015.8867,-4282.4396,4254.9045,-4576.8646,-1801.1919,5428.3927,4701.3989,334.6091,101224.6716,97774.4003,103596.8152,99818.1368,106840.7898,103413.9005,92190.5110,101911.4647,146833477.0948,146818529.4064,146815114.9478,146814726.6843,101276.0228,146825034.5989,
7200.000,-4588.1565,-2080.7963,5341.6922,-2891.1417,-5987.6419,-6098.3518,-2866.5004,-6751.4070,5405.4076,-1709.3576,2771.2802,1816.5661,2821.9697,-3909.2204,-186.0913,0.0000,-3744.9201,-1234.6726,4691.1793,1988.5482,-4829.5551,-4087.3551,-2636.2935,1029.4810,770.2102,6656.7027,-5526.1927,-6534.2383,0.0000,-4130.4600,-4339.1972,0.0000,3054.0313,-4351.9597,-5209.4026,5658.6410,2677.8707,6519.2327,-3855.4571,955.0741,-4375.1715,-3609.0120,-99.2932,-4149.3760,3996.8815,1006.9076,3450.4114,1844.6285,-3803.3316,2407.6873,439.7342,-5303.6563,-3909.8220,-4685.4850,-1430.9701,4292.9803,3801.4273,-4473.0440,-978.3148,-4333.2020,-952.0836,691.6975,3098.1394,-1261.7343,-4645.0261,-4950.0006,3078.0048,-4487.6110,-2449.8136,-6019.7106,-971.5038,6635.0718,-5908.6338,-6229.9464,-3090.9598,-5324.2025,3183.0954,5137.4015,-4509.8683,3953.8868,5900.6651,2107.9105,6080.8390,3898.5830,-5081.8371,2266.3784,-6527.5494,-4716.3096,-4439.7162,-5697.2932,2768.5479,1058.7900,-6177.5660,215.2033,6859.9526,5892.6990,-6060.3612,1565.9518,770.9732,5433.3935,-316099.8724,-301607.9561,-322435.9941,-316629.1004,-314056.6050,-322101.9250,-315372.9714,-319639.4931,-333633551.7627,-333648752.5667,-333627379.8326,-333645236.9736,-318818.8042,-333640051.0868,4558.7665,4535.6281,-3188.0847,6317.2801,-2797.6877,74.4932,3910.6189,1213.0222,2160.9481,6452.1303,6167.2073,6105.5204,4734.0804,5525.0393,-5662.7127,0.0000,3957.0233,-4478.9414,-985.8521,-1332.6592,-1674.7070,-3908.4163,5433.1876,6867.6269,-6070.6570,313.9232,-125.6219,-1314.6474,0.0000,-463.8309,4891.2380,0.0000,-5224.6500,2066.3521,-1170.2576,-2849.4913,3446.8034,526.4402,-3489.1777,6445.7797,5103.3948,-4221.9409,-4112.2165,-105.3806,-4827.2199,4868.9892,-3269.1246,3974.7953,-1884.4936,-3425.2060,5041.8899,-2262.1028,5608.7911,-349.0499,4848.9544,-2985.8440,-2318.1619,-544.8249,-4212.6734,5383.7298,5315.9734,925.0934,-1911.5446,-6456.5994,-2872.2943,-1151.2987,-4840.8368,-4781.7925,-3493.6537,-3348.1177,-4628.7631,-29.1379,-2073.1577,-2947.9587,4993.9078,3594.0414,5535.4313,3550.1312,4730.5067,4594.1269,3242.3338,6202.5204,2786.1090,4671.0889,-2188.1094,-4338.4140,1614.7926,-4873.7947,-1971.9237,158.1331,-5476.3798,-4136.6323,1544.2968,5372.4618,-348.3661,1554.3861,-2093.2946,5173.0881,2254.4904,1095.7981,197113.1786,216284.0446,212873.0506,211180.8031,201496.5637,209981.3111,210350.5509,206837.7243,96167523.1476,96135122.8191,96163698.9988,96154647.9048,208160.4423,96149079.0914,-2435.0368,4762.8942,-2458.6075,-26.5029,2048.9048,3198.4418,4859.1897,515.1446,3745.6376,-1763.8247,620.4930,-2425.8962,4143.7144,-944.4405,-3939.8842,0.0000,-4061.2653,-5055.8938,-4854.1928,-6520.1409,4686.3910,-3970.4339,3355.5739,-320.0126,3084.0196,-1603.7281,-4054.9854,-846.7036,0.0000,5543.9511,2151.9300,0.0000,-3307.0146,4878.2599,-4379.1073,-2705.4265,5339.9484,1913.2491,4501.5602,-2070.2488,-1409.3741,-4133.1837,5497.4519,-5514.3967,-2696.8413,4769.9044,-4926.0401,5317.1155,5384.7415,5521.7927,-4716.8510,-3866.9729,-1016.8194,-4855.6035,-4677.6185,-4519.2766,-5264.8155,5220.8094,-5384.5987,389.3943,4319.9935,6796.2821,-5914.6369,1878.1949,4201.9723,-4709.9643,3733.1553,-2118.8459,5500.5650,4.8708,-5016.7861,-1840.5301,2685.0375,-443.4171,3600.0527,2311.8404,2176.6862,3024.7322,-2175.9659,-3288.3494,-1878.2106,2122.3021,1747.2911,-3233.9403,4163.9736,-4932.0148,1489.1195,-303.5572,4869.1173,-3895.3107,3142.7499,-5347.9472,-2853.7068,4296.3729,-200.9454,2848.3275,-2591.1204,-4252.1668,-6523.2066,3991.4508,99794.8335,96511.3246,101762.2231,100622.6279,105411.2803,100221.7248,91394.5927,99246.0741,146805373.9562,146799805.9862,146786606.4196,146789232.2548,100201.3457,146799461.5836,
