sl_100_86400_20300409 Coordinates.csv
2030/04/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:15 2024,
Start: 2030/04/09 07:47:00.00, Stop: 2030/04/10 07:47:00.00,
TIME_UNITS,STARLINK-30593 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-30081 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-5752 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-1673 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-31200 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-30081 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-5752 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-30081 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-5752 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2599.3316,-2654.1621,1244.0571,-698.5510,4325.9378,-2126.6959,1267.9593,-2703.8544,-762.6707,3582.2592,4836.0280,-6815.6059,-6513.2617,6574.5471,-3090.9191,6794.4771,1617.5706,0.0000,1518.6075,-4757.4214,-1142.5316,2373.9215,-6778.5506,-3963.6386,3897.5326,-1066.2003,-2378.1810,-2657.2842,2568.7025,1484.9119,-6061.7743,-5618.3662,741.2986,-4737.4415,4403.1381,5031.1064,-6087.8065,3997.9314,-2171.5992,3753.2001,5739.0449,-246.2411,-2501.2608,878.3411,5145.5207,-3459.3903,-4435.7621,-3559.2758,6183.8026,4988.0048,-1022.8024,-1804.5815,5616.9919,3514.9417,-6311.5705,6506.8293,-5088.3079,-574.9373,-4819.7932,-3087.0211,6599.7844,-2706.4190,6809.6687,5127.9911,1317.5106,-4509.0718,5547.4768,1367.9823,60.8240,-4450.2353,-3631.6333,6657.8026,1366.4355,4891.4561,6860.6498,-5299.5013,2801.2893,2439.1604,4494.0307,3927.1543,2434.8663,-5671.1116,524.6991,4775.1084,-5155.2273,2420.1478,5803.8434,-392.1660,2037.1078,0.0000,4974.8704,-3283.6866,2783.7690,4657.0005,5171.9712,-4326.4287,1837.7931,-4248.3726,4666.9031,1462.0197,256344.5637,257559.8735,266398.6498,262052.0715,255865.1565,258743.7784,265353.2718,264106.9427,-95064308.1953,-95073362.2499,-95088881.6803,-95079069.7684,263418.6481,-95079289.9358,3344.1014,6234.1871,4024.5953,-5098.0404,-298.7995,3454.3085,-5239.1611,-5268.0378,5314.6850,-4863.5796,-2160.5937,-742.5921,1482.9461,158.9176,4304.2762,1130.1611,6600.5974,0.0000,5113.8682,1522.7403,6512.9879,-4320.0156,-258.0699,1185.5032,4863.3301,6700.8875,408.0602,-5542.4349,5430.9842,-4970.7711,2617.3155,-2162.1984,-5882.6578,-4957.3329,-4977.5209,-1239.0177,2514.0807,-3462.3378,-4513.7435,4500.2244,-2769.6837,-2420.2047,-4121.6508,5530.5094,-0.0037,-4317.5535,-770.4365,2106.5518,2749.3893,4844.3498,-6431.3715,-6685.2603,1749.7506,-5424.6941,2715.8046,-783.9437,2074.5932,6519.7213,513.8736,-2799.2169,906.5983,-4974.3960,-1271.5982,-2441.3113,-4910.6658,436.4321,278.8460,-4899.7803,5369.6132,4482.4762,-3328.3590,-137.0385,-6761.3872,3543.7635,189.2599,4445.0585,2451.9612,3925.0938,4921.9833,3669.9583,2592.8588,-3486.8872,-4058.9689,4842.6008,-3105.6310,-5440.4693,514.0131,5735.1004,-3697.8046,0.0000,-1713.9315,2709.2093,4859.3841,-5124.9599,2326.0120,4768.7008,-5123.8253,-2646.5834,-2829.1721,6618.1537,279675.1967,261441.5682,267295.2705,267310.0247,261347.1792,261241.3404,259307.2828,262941.6236,341027406.2056,340972950.8893,340995087.1400,341008194.5606,262477.2665,341018758.4387,5212.4641,-365.3867,-5492.0750,-4539.3388,5324.4586,-5650.1835,-4208.4572,-3266.9288,4159.6970,-3203.6759,4453.6109,-1347.1454,-1829.6764,-1304.8882,-4418.8543,538.8877,-1205.7325,0.0000,4396.1819,-4826.8953,-1968.6688,-4791.6896,923.0120,5506.0809,2728.3816,-1262.4212,6470.0695,-2992.8150,3084.0986,-4523.0807,-1947.9852,3421.8634,-3568.6804,361.1060,-1979.2922,-4572.5629,1475.4712,-4461.8590,-4663.8724,3639.7590,-2660.1212,-6508.5018,4794.7289,-4041.8639,-4583.5746,4165.9345,-5218.7139,-5251.7315,-1635.0040,911.7133,1714.9186,207.5581,-3429.8627,-2450.2006,-46.8121,2185.1868,4181.9565,2012.4496,4917.9617,5530.2425,-1928.2839,4110.1290,-326.4747,-3931.5072,-4694.8406,-5280.1505,-3922.6484,4672.0402,-4369.4436,2908.4732,4616.1401,1329.8407,247.7203,3255.4176,447.1350,-497.7295,-5903.9053,4752.0680,-1829.6463,-4313.9772,5956.7137,-1785.6054,5403.8044,761.8899,3298.4207,3318.2581,-3702.5556,3707.4770,5451.8665,0.0000,4129.8707,-5251.6685,3958.8886,-328.2401,-3757.0181,-2601.4974,4241.6015,-4728.3361,4275.0120,-1389.2990,155706.8074,151112.8702,155715.1306,153775.0372,158953.1467,151916.6488,144621.4258,151723.4256,72407813.2864,72397775.0533,72402447.0980,72392644.8444,153341.2088,72396943.8729,
3600.000,-235.9765,82.8972,-5063.9885,3456.6517,-5014.7539,2467.6202,2075.0105,4805.5528,-3786.3999,-1358.8328,-3837.7121,6522.2497,3923.4833,-3559.7771,5806.3628,-5828.5632,763.0394,0.0000,-4820.7172,398.0530,-504.9306,2216.6475,4561.7117,2969.5507,-4104.9378,-1799.8324,1184.6304,4489.1719,-5312.8160,2858.1042,5015.0698,4918.6955,2916.5314,4787.1219,-2542.7611,-2911.4376,4038.3293,-343.5504,5779.8347,-5064.3488,-5104.5962,4636.9453,4643.6000,-3521.7522,-2437.0425,5240.4063,3315.6403,-448.3838,-6342.9784,-4323.7376,3168.7638,3628.3070,-6703.4607,-121.6830,4067.4885,-6012.4037,1282.3032,-2652.5041,2119.7615,5662.6970,-3790.3744,5411.0991,-5181.0758,-5063.7754,2408.9368,486.1645,-6440.6675,2707.8348,-3387.4292,3624.6325,6497.1146,-4189.2708,539.0891,-6362.8844,-5669.8875,2652.3098,-5800.5296,-6030.8065,-5081.0453,-4152.1021,1864.3374,6079.7305,3881.9522,-5697.0945,4907.1473,203.0441,-6747.6471,-3576.2128,980.2274,0.0000,-4775.0132,-1077.9857,-4116.9971,-3336.7947,-3529.2349,915.2811,2179.7030,4026.0139,-739.4682,-3489.4784,177524.5562,186327.1932,193579.0747,190416.4165,181486.6236,187315.5138,190576.6075,188652.2013,-180149855.0464,-180146964.4723,-180166237.9248,-180158304.4503,189291.5600,-180164480.0572,-6471.9617,-5394.3127,-3425.3410,5892.1766,3983.8170,-6278.4070,6417.2688,4469.2118,-3835.8453,6671.6770,5421.5480,-1275.8839,-3619.6990,2525.2184,-3608.3149,650.5399,-3739.0129,0.0000,-2549.8213,-2360.5338,-6416.9469,3917.4013,-1906.2035,-5149.2085,-609.6462,-5176.4303,-4808.1802,4878.3802,-4052.7701,4863.6908,-3963.5557,4517.3512,4156.2661,2260.3484,6218.3788,4862.8082,-4675.8516,5498.9643,2283.6042,-559.1560,4303.8823,1505.7587,-329.8879,-2195.4425,3586.7381,611.4282,-3624.4846,-5607.6102,-1288.3053,-4139.7494,2915.4615,4923.9776,1124.9548,4435.2899,-3714.4471,3035.3576,-3981.6960,-4409.4655,-4013.6011,-340.5603,305.6518,4226.5759,1294.0629,4689.7069,5805.9878,-2520.3103,2083.7564,5222.9078,-5785.5870,-5806.8318,1811.5073,3122.0272,5679.2667,-2271.5339,2219.0384,-5221.2067,-3125.5015,-2757.7012,-1536.1813,742.2193,770.4240,1836.5896,4714.5520,-2246.4745,-1135.4237,6800.3782,1355.5982,-3659.2349,6104.3854,0.0000,4641.3457,-5281.8539,-618.0453,4157.9530,2102.1332,-4371.5891,3587.0328,-1901.3665,4131.6762,-5515.9488,334170.1521,321193.8037,323773.2715,322197.9513,318485.2395,320063.7672,316751.1396,319657.4212,304764504.2707,304713264.7407,304730755.8035,304749359.2245,320089.1736,304756743.4226,-1816.6275,-4121.0955,3230.7009,597.4886,-2501.2660,1671.6344,1103.1815,-1627.0323,-4147.8315,-602.0674,-1967.9910,-2156.6017,4402.3178,5077.5749,-904.7544,3642.0353,5741.7757,0.0000,-4262.0403,6502.5934,-2488.2504,5182.7426,-4739.5185,-3498.0161,-5399.1977,4183.7273,-4834.8317,-1661.9222,996.9208,3927.5841,-2561.6184,1843.1557,4689.1592,-4380.7701,-1714.0746,3938.9410,2713.6131,4172.0256,2849.6642,-4662.6436,-1764.6934,4932.4540,-4971.0376,5506.1171,5341.7181,-4498.6397,4820.4925,3594.9155,-2572.3463,3644.5983,-5185.7247,3245.5749,-373.5756,5287.2794,-4114.4829,1542.3996,-5505.7129,-4523.7105,-5217.2948,-3992.3477,5782.1116,-1377.3529,-4435.7994,-188.5948,2878.2229,6448.4725,-617.2641,-3636.3098,1705.6249,1229.5938,-420.1386,-4345.6907,3874.6204,1203.5296,3190.9649,3707.0406,2285.0468,-251.7819,4414.7370,5436.7376,-6650.7701,-2683.1246,-2967.0614,3045.7217,-4673.3766,470.4703,-523.5388,-4552.8102,-3073.8534,0.0000,677.8616,4063.2648,-5463.2227,-4442.7846,5407.5748,5302.5065,-5489.3840,5236.4721,-5529.3801,-2319.8236,155122.3457,152105.8244,155423.1265,151633.3977,158737.1625,154951.6576,143889.0778,154610.7647,72481949.3025,72468340.2270,72471881.0625,72461378.1379,153020.2703,72469980.2228,
7200.000,2320.4785,3638.2484,6443.7676,-4285.6460,3885.7179,-2140.9290,-4130.0440,-4348.8429,6572.4058,-1656.8709,1825.0123,-4156.1529,-198.4816,-1149.3681,-4002.2263,2638.3218,-422.3167,0.0000,6762.3914,3453.1617,2649.3767,-5699.7373,-580.7083,-1651.9234,3764.2623,4839.6311,-1035.9790,-4366.6752,5253.5715,-5753.2201,-1285.6672,-1206.2477,-5994.7755,-3693.9899,-611.9183,622.0167,639.1470,-2746.0366,-6759.7079,5468.4679,1882.1359,-6747.5145,-5544.1609,5882.3368,-10.8182,-6011.0688,-2144.3694,3035.6674,4315.8324,2759.4613,-4952.0808,-4916.0283,4357.7374,-4024.6622,359.9882,3014.1715,2327.4534,5601.9032,186.4084,-6511.2549,-6.5240,-6226.6007,960.3781,2665.4453,-4707.1070,2495.6519,3579.0724,-5374.8747,5062.0813,-1034.3102,-5286.3960,57.8272,-3297.6078,4839.4203,2213.6414,1337.9558,5729.0969,4825.0944,4785.9866,4118.6492,-3072.5432,-4098.8762,-5541.2175,4629.6163,-3717.8081,-2875.8318,4561.2904,6436.0749,-2757.6157,0.0000,1024.0503,3786.6313,5036.4059,-574.7388,1564.7881,3289.2624,-5768.7677,-3528.5331,-2948.0587,4728.3103,87954.4879,105478.6707,108449.3035,105256.0947,95305.8952,105705.1951,103905.6888,103885.1635,-252939455.9416,-252926106.5651,-252947891.9291,-252946007.4567,103097.2758,-252954262.3370,5429.7654,2179.8023,2295.4621,-3825.5346,-5291.5184,5762.1106,-4670.4147,-574.7075,1501.6567,-5320.3589,-6450.2379,3382.0727,5447.7845,-5102.2090,502.9783,-3196.1158,-1883.2482,0.0000,-63.0859,4153.4044,3506.3916,-3245.1914,4468.4984,6645.4424,-4118.3410,2180.9953,6839.1000,-1340.3431,144.5337,-3707.2267,4139.5116,-3184.1066,-1893.3958,2155.8748,-5357.2952,-6832.6759,4901.5357,-6218.7167,225.4492,-3251.7938,-4323.8670,-1554.5262,3726.9439,-1064.5766,-6384.8206,2748.6235,6424.0715,5762.0028,-1332.1963,938.9079,1951.5716,-1241.9970,-3506.1391,-2927.6025,4159.4257,-4488.0490,5583.7266,1038.5748,6545.2680,2384.0609,-3145.5940,-2417.1603,-2175.5495,-4815.4587,-5015.4657,5175.4699,-3420.2103,-4337.5656,4268.1604,5038.4377,718.4575,-5555.3232,-2504.1463,-490.3741,-4523.4054,4933.8160,3041.7909,-526.2020,-2672.7660,-4643.5543,-5196.6065,1341.3300,-3452.3574,-1913.0901,5038.8778,-4787.9297,-2736.9681,973.3794,-6194.4298,0.0000,-4482.8162,5570.0884,-3416.1386,-2304.9694,-5969.1773,3692.2911,-1998.8803,5459.5340,-5237.1602,2135.0398,366951.4551,358936.9266,359730.4058,354552.4221,355161.3915,359589.0404,353491.8197,357617.3925,247700397.4148,247655521.1017,247668519.9893,247692991.6790,357303.7748,247693540.4063,-3222.3755,5286.2592,1020.4745,3736.0484,-2046.4638,3232.0493,2793.2327,5134.1155,862.7483,3950.2068,-1746.2522,4477.2220,-4275.1066,-4197.6500,5576.3413,-5531.7429,-6628.4390,0.0000,1450.8277,-4364.2434,5307.3157,-2059.0700,5146.2795,-816.6817,3889.0259,-4414.0717,151.3324,5073.8815,-4252.7497,-700.1090,5337.2199,-6041.8711,-2892.4561,5362.4907,4348.3918,-806.1750,-4604.1103,-1281.7206,1015.6398,2669.7012,5032.3778,-484.5036,1297.5036,-3455.1095,-2586.8802,2076.2030,-1261.6625,1482.5101,5288.0165,-6384.3260,4118.7943,-4725.4924,3870.5364,-4797.4708,5449.9523,-4310.7604,3335.8437,3796.6125,2207.9194,13.7274,-6182.1239,-2088.6072,6503.6217,4156.9391,724.5396,-3917.8513,4646.6412,289.7428,2003.5310,-4692.8290,-4153.4888,3898.3899,-5526.5331,-4847.0501,-4690.3449,-4690.1967,2552.8140,-4530.1618,-4212.2499,-2992.3065,3423.1431,5365.7162,-1862.7662,-4666.4810,2810.4221,-3917.9585,4386.9001,2110.0973,-1303.4226,0.0000,-4870.2301,523.0181,3166.2764,6501.9319,-2859.5455,-4877.2608,3222.4497,-2262.2123,3460.6008,4573.2856,154504.3214,153773.8317,154474.8057,152732.0081,158121.7928,153143.9064,143762.3943,151070.1547,72555290.9154,72538894.8731,72541236.8428,72532277.6796,152686.9746,72542997.3129,
