sl_20_86400_20300206 Coordinates.csv
2030/02/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:51:04 2024,
Start: 2030/02/06 07:47:00.00, Stop: 2030/02/07 07:47:00.00,
TIME_UNITS,STARLINK-31717 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-32089 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5784.3223,2488.8080,4099.2732,0.0000,-2744.7652,-2765.0238,5248.4188,-3181.2475,-1447.7308,603.9536,-3056.5637,1965.7511,6880.8690,-413.7496,6678.2426,-902.2107,-5170.2409,-6466.3922,3818.6733,-2567.5734,116230.9632,95717.2714,115225.4883,113140.2599,104888.0281,106177.3467,107771.8214,108962.2445,9608945.0682,9601693.5872,9629306.8103,9625504.0353,109537.2009,9616947.7762,-3218.6292,6006.7476,696.9868,0.0000,-5930.6523,-3054.5646,1920.4206,-3580.0261,3824.0214,-4882.7371,3377.2615,4813.8805,-303.9166,4215.6074,48.9949,-4962.5665,2407.4634,-1047.2606,3919.1601,-5929.9937,376945.3501,369400.2330,378127.8202,381637.0328,383962.6201,381551.0439,374743.5152,376814.0937,328198623.1826,328169124.5964,328189787.7343,328179946.0570,377977.9936,328184390.0216,1374.7238,-2084.4907,-5503.1079,0.0000,2135.2120,5497.9281,-4056.1315,4914.5539,-5430.3157,4823.1635,5169.3239,4257.0533,-368.6665,-5461.4943,1596.2945,4701.4431,-3925.0625,1835.2924,-4218.4154,2140.7051,38325.9007,36084.1382,38526.1488,36842.5230,41850.6777,34566.5000,27516.3578,34933.1963,-42529297.3369,-42494652.7194,-42509371.3072,-42525468.3086,36213.1386,-42517019.1300,
3600.000,4479.4229,-4004.8188,-4250.3971,0.0000,4120.5227,5734.4698,-3629.8296,6221.7810,-2850.7876,3430.2312,-1239.9859,-4385.4521,-5178.6568,-3333.4432,-4169.2442,4758.6125,5167.8318,4481.3553,-4166.4503,4800.5926,19550.9233,-1451.5904,16412.5762,13525.1348,5825.9822,9756.6316,8779.1073,11392.6659,-75726013.3314,-75732171.2778,-75712194.2790,-75708433.4450,10991.8695,-75718733.6789,-340.3289,-4860.8107,3613.4587,0.0000,4970.0342,-56.3533,2013.5493,2562.3587,-5270.6949,2899.6004,-4704.9442,-125.1172,2643.4672,-5178.9374,2156.4481,3857.6980,-4597.2929,-2459.0569,354.8697,4430.8080,396517.9765,381478.3652,391860.5882,393749.7131,399399.8479,395298.9035,390705.6303,394741.0587,319522063.9507,319485573.4272,319515883.7936,319509325.8013,393417.0796,319507261.6628,-5060.8630,-2638.9444,4037.3332,0.0000,2364.9925,-3805.3840,5504.1505,-1394.3765,3192.6056,-5239.0593,-4892.3621,-5103.8349,3700.6711,3119.3934,-5021.6897,-3185.3017,-148.7101,-4496.9147,5485.5631,1916.3632,40291.9160,37134.2625,40044.9687,36301.7223,43401.7193,39393.5728,28459.3505,38705.6325,-42457962.1414,-42424717.3578,-42433204.5018,-42449938.9617,37611.3806,-42445908.9467,
7200.000,-1778.0810,4127.9704,3631.4652,0.0000,-4200.7924,-6524.2937,1939.6816,-6090.4467,4830.1814,-6434.0179,4304.2406,5409.5399,1604.0495,5014.5975,291.0248,-6596.7166,-2871.9946,-1040.5482,4315.7925,-5085.1009,-80248.5072,-98348.1077,-83360.0853,-89437.6380,-93895.6826,-85181.1538,-91143.5046,-88524.3867,-155909804.3177,-155911862.6661,-155903160.6654,-155897267.1945,-88279.6903,-155902824.2087,4710.1555,776.8267,-5859.4727,0.0000,-1285.0533,2127.0144,-5665.5435,-683.1347,4520.6911,-1074.3374,5196.4044,-3744.5106,-4850.5143,4600.6506,-4709.7740,-1989.3088,4769.0257,5637.7209,-4286.8040,-404.6122,391160.6028,368593.1866,380430.2791,380430.1365,389304.0121,382487.1632,381093.2346,381987.3237,289036905.7321,288993563.8451,289029188.9295,289028130.0401,383578.1472,289021201.9311,4505.6242,5369.2135,46.5454,0.0000,-5298.0141,-474.1575,-3440.3769,-3108.5191,1539.7324,2227.4310,1415.4631,1395.9878,-4638.7798,1183.6887,4982.0380,-404.7614,4099.6269,3657.0238,-3277.2616,-4516.2090,42047.2734,38186.8672,40908.2687,38842.7493,44556.4148,39703.7139,30020.0607,38138.9457,-42385824.6496,-42355084.4606,-42358501.1142,-42372990.2780,39006.2984,-42374777.0578,
10800.000,-570.3781,-3778.4125,-1270.1601,0.0000,3879.4130,4125.0450,-390.7340,3419.6841,-4438.8768,6509.3542,-5065.7101,-3184.9627,2006.0634,-4719.1321,2673.0677,5760.0527,-1249.1742,-2044.8512,-3417.8056,4015.6033,-176423.3752,-188718.8904,-177722.5159,-185570.9112,-187770.7265,-177454.5565,-185434.2207,-181947.3694,-225468746.2384,-225463869.2401,-225467456.2184,-225464376.3260,-181895.4918,-225461532.8069,-6735.1354,3912.5658,5375.0741,0.0000,-3260.1479,-3286.5305,6837.3956,-2372.1187,-828.1372,-538.5973,-3619.7270,4750.9557,6086.4441,-1688.7738,6135.5090,-770.9162,-3977.2447,-6490.5668,5908.8901,-4121.8499,360527.5164,331671.9368,344664.2667,345437.2490,354364.0607,347230.8503,346473.9640,350737.8777,238819455.0952,238770571.7690,238806562.3580,238806287.3274,349088.5935,238802770.8827,-217.3270,-4130.2379,-4129.4238,0.0000,4640.4438,4406.5176,-861.8829,5455.2942,-5080.8212,2206.7632,2959.2465,3529.8412,2540.9033,-4758.1148,-1552.8275,3714.2019,-5528.0315,3.5038,-1049.9053,3632.8532,43667.9128,39244.7962,41258.4076,42679.4730,45325.9717,37418.8459,32195.5142,41010.2039,-42312950.0128,-42285683.5305,-42285277.2118,-42297803.3695,40397.7784,-42303623.4899,
14400.000,2517.5779,2689.8784,-2533.8150,0.0000,-3149.0581,273.6880,-1572.3917,-269.4269,3043.1328,-3670.1808,4252.1163,-1756.6914,-4276.9258,3604.0161,-3932.5673,-3143.7439,5111.8296,4101.8653,728.3331,-1951.8221,-262420.7401,-266754.5787,-260702.2491,-268799.6921,-269634.7427,-259413.4735,-267859.3958,-263453.6684,-279653176.3202,-279639127.4517,-279653856.6911,-279649523.0018,-263836.0447,-279645227.1234,4599.0602,-6270.2747,-3305.2162,0.0000,6052.8424,4262.5665,-4909.5436,5517.5168,-3956.5539,2601.4008,-160.1058,-3699.3652,-5275.4647,-2581.4035,-4790.3772,4030.4390,3070.1402,3998.4862,-5019.3220,6524.5196,306153.2958,273173.1567,286894.6813,288306.8287,296874.0291,290427.3660,289133.5792,290408.1982,172293192.9156,172241114.3435,172273061.1910,172269519.8979,292161.4818,172275723.7839,-4277.8072,-209.2580,5481.6464,0.0000,-881.2942,-5397.2868,4580.4434,-4090.2050,4599.5143,-5232.3652,-5431.3706,-5341.2229,1194.7975,5288.6280,-2970.4607,-4642.6864,3498.3428,-3678.6417,4677.5635,27.0313,45191.2595,40310.2693,41374.3493,45765.4437,45702.1309,36061.3605,35016.9690,41427.8271,-42239449.7174,-42216459.5493,-42213370.6316,-42229355.4334,41785.7077,-42232448.2691,
18000.000,-4330.4240,-103.4049,5949.2607,0.0000,1123.7293,-4093.5425,4129.7197,-1920.2738,-1429.6914,-185.4607,-3050.8115,5962.8101,5074.4343,-2475.0107,4118.9717,179.0992,-6620.9379,-5076.5949,3200.3447,-1132.9344,-332314.8731,-327457.9721,-327051.2804,-334491.2914,-334020.0035,-324936.8167,-332935.1465,-329517.0669,-314761776.0632,-314737267.7375,-314760559.9360,-314750875.3917,-328831.7971,-314752750.8866,151.9997,5238.4743,1214.2932,0.0000,-5816.6492,-4798.0856,1302.9119,-6594.4370,6622.6336,-4904.4170,4382.4925,1989.0708,2114.4314,5956.7623,792.0754,-6403.1548,-1890.6727,581.5616,2989.6681,-5618.3816,231278.8657,196923.8720,210789.1437,212253.3140,220586.5715,214846.6951,212980.8680,218074.3542,93995424.3307,93943247.9615,93967930.0847,93967858.0002,216453.4340,93977589.1549,5182.0504,4364.1061,-3270.6797,0.0000,-3500.4636,2735.1423,-5380.8909,-100.7906,-515.6306,4834.3437,4355.0872,2387.9678,-4170.7033,-2479.7696,5429.2368,2560.5425,680.5203,4484.7397,-5345.4439,-3682.6805,46638.8905,41385.1663,41596.8711,48227.0053,45659.4897,35587.6283,38554.5859,43224.1184,-42165474.3668,-42147368.8486,-42142569.1797,-42164289.0367,43169.9741,-42161251.4219,
21600.000,5096.5113,-3654.7043,-6786.7152,0.0000,2299.5869,5480.7565,-6067.3422,3167.4722,-865.0756,2971.9448,1796.7093,-6168.8131,-4830.8211,961.3705,-4007.7713,2219.0912,5277.8733,4701.2534,-6305.6913,4505.8969,-381215.7633,-366958.4645,-372529.8381,-378667.2830,-376376.3560,-369460.3832,-376260.6405,-371675.9153,-328394431.9337,-328359343.4238,-328387929.7686,-328376916.0155,-372702.3636,-328384242.0827,-4071.5303,-2289.2382,475.9512,0.0000,3419.7047,3770.4320,1862.2398,4413.7231,-5427.8801,6084.6446,-6642.9857,188.2736,2160.0802,-6564.2737,3687.5879,6430.6543,-348.1456,-4570.0278,-1100.6181,2408.6544,140615.2696,107870.1993,121142.0072,122154.7687,130416.7350,125077.7564,123454.4246,125329.9393,9267851.4596,9219030.1999,9234655.5299,9244425.3099,126829.5499,9250182.9460,-1790.2349,-5296.7931,-1109.9907,0.0000,5496.5204,1743.3992,2702.3422,4195.6144,-3998.3042,-1317.2752,-467.6667,2665.1323,4413.8907,-1929.5615,-4191.9836,1157.4188,-4465.9364,-1828.8878,2581.4134,4493.3925,48024.5409,42471.2082,42237.2058,50187.9378,45179.0471,35853.5858,42904.7356,44741.9012,-42091203.9289,-42078376.1627,-42072666.3831,-42097991.8852,44550.4656,-42090032.9745,
25200.000,-3163.8801,6416.2928,4461.9007,0.0000,-5678.5086,-4621.1760,5718.9814,-4200.7026,3856.6735,-4059.0416,173.6464,2553.2218,3773.1968,1516.1225,3195.0045,-4033.3476,-2387.8520,-2347.3339,6647.3309,-6462.1582,-405614.1760,-382753.1938,-394160.5638,-398586.4966,-392968.0033,-389904.6471,-394501.5283,-393804.7156,-319616350.6555,-319571781.7549,-319602347.7465,-319597129.6977,-392625.6757,-319605182.3323,5101.9196,-499.5247,-2259.1600,0.0000,-750.0827,-512.8789,-3474.4472,-37.9975,1634.2059,-4647.4375,5789.1194,-3150.4620,-5488.2960,4410.5647,-6081.5904,-3770.4406,3516.8188,5974.9801,-478.1589,1075.4108,40020.1888,11757.9129,23623.5658,23858.9228,31581.7476,26849.0014,27808.1806,30261.0821,-76107837.7077,-76149942.5837,-76143793.0308,-76123469.9581,29050.4826,-76124832.4066,-3120.9382,2265.0203,4733.6407,0.0000,-3815.0184,-5074.4339,1686.9898,-5440.7606,5339.4492,-3085.1236,-3748.1663,-5371.9203,-1798.5457,5087.3209,54.8925,-4146.5154,5448.3394,-2263.2693,1804.1920,-1867.0385,49357.5680,43570.0836,43493.6026,51717.1464,44617.0446,36775.1244,47709.9126,45416.1425,-42016836.0838,-42009452.5119,-42003478.5856,-42029333.4881,45927.0713,-42018792.9532,
28800.000,-1325.7186,-5949.3205,-505.1668,0.0000,6757.8323,2911.0928,-2546.6084,4811.1827,-6008.3568,4140.8771,-3071.4829,1764.1649,-1583.2111,-4584.2054,-841.2569,5264.4356,-261.9433,-1659.0317,-4030.6592,5367.9806,-403635.8072,-373860.0592,-390447.9171,-393021.6403,-384166.4251,-384822.2521,-386241.6756,-385934.4733,-289022197.7073,-288970352.3582,-289000025.2155,-289006593.6341,-387319.7071,-289010463.3458,-3829.2757,2294.1085,4404.7818,0.0000,-1194.8954,-3749.1782,4001.6657,-3916.6807,1964.6840,750.2997,-2780.4626,5592.6818,6407.4998,-1190.1092,5445.4896,-302.0367,-6199.9606,-4740.3905,2416.5006,-3563.0864,-63901.7503,-85236.2485,-75530.4842,-76238.7986,-71743.4457,-73451.6599,-67494.2936,-71536.3024,-156304508.3495,-156337057.7979,-156339687.6163,-156313129.5662,-70598.1800,-156320480.3232,5403.8077,2425.9621,-5283.8814,0.0000,-462.9700,4968.0720,-5019.7355,2939.8984,-2496.1108,5453.4111,5504.0607,3286.9328,-2008.1880,-5033.8353,4091.1381,4443.4757,-3068.9045,4582.3357,-5065.5586,-2210.9628,50644.6680,44683.5521,45398.1664,52849.3590,47136.9740,38313.6957,47996.1230,48018.9375,-41942573.4224,-41940573.6650,-41934846.1833,-41958197.4541,47299.6804,-41947531.3845,
